SA3_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
60303,3445,6880,52,73,5,17,61,92,12,22,0,0,0,0,0,0,3,4,10,28,43,71,25,41,18,30,5,17,93,162,48,72,3654,7228,3688,..,7347,7228
60401,19245,44990,1581,2221,207,347,1791,2568,104,137,46,55,50,80,0,0,13,32,212,299,139,190,20,32,32,36,51,108,247,357,35,62,21527,48272,1706,..,23231,48272
60402,18091,42910,1540,2289,186,299,1731,2592,57,111,0,0,0,0,0,0,9,19,65,130,107,179,140,240,37,49,19,40,311,517,45,83,20237,46233,1844,..,22077,46233
60403,7408,16673,224,304,13,38,241,341,65,119,0,0,0,0,0,0,0,3,71,124,49,107,12,38,4,19,18,35,92,193,57,100,7862,17424,2125,..,9986,17424
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
70101,2621,7700,601,1075,1194,2656,1798,3729,932,2010,1056,2212,2227,4607,2866,5749,0,3,7084,14571,172,354,88,160,111,148,3,14,377,676,144,205,12011,26885,1597,..,13605,26885
70102,13249,40327,1239,2420,962,2093,2200,4508,2117,4268,878,1854,891,1932,13,20,24,42,3919,8119,606,1276,54,95,97,153,10,27,769,1557,100,155,20234,54663,1443,..,21678,54663
70103,6274,18261,132,284,7,18,139,301,14,19,109,197,8,13,0,0,4,6,135,237,897,2019,213,475,53,104,6,8,1173,2614,142,314,7853,21723,865,..,8718,21723
70104,10016,29613,1064,2193,239,550,1301,2740,1372,2632,102,236,461,999,73,144,7,13,2009,4021,3,0,0,0,42,59,0,0,39,65,38,59,13402,36494,1120,..,14525,36494
70201,8028,25797,2184,4371,912,1950,3095,6323,582,913,31,48,0,0,0,0,16,32,638,1002,1317,2627,129,201,218,386,25,44,1690,3258,507,941,13954,37324,2067,..,16017,37324
70202,1357,4486,86,144,47,57,135,208,47,76,4,5,10,38,0,0,0,9,63,121,363,748,35,61,24,52,3,22,434,885,108,198,2097,5893,464,..,2561,5893
70203,3514,13364,326,1057,13,39,334,1092,127,270,0,0,0,0,0,0,5,17,134,284,1002,2117,121,238,220,483,12,16,1355,2854,326,628,5671,18222,1388,..,7055,18222
70204,2530,11134,210,632,0,3,212,635,75,134,24,44,0,0,0,0,0,7,100,186,29,56,26,30,19,101,12,17,78,201,68,141,2991,12302,554,..,3549,12302
70205,3931,14257,608,1729,174,366,775,2093,105,338,0,3,8,3,0,0,0,4,112,347,1361,2854,108,213,255,456,7,27,1736,3554,602,1081,7152,21329,915,..,8067,21329
79797,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,3,7,12,0,..,7,12
80101,28108,78161,4136,7903,2998,7117,7135,15016,1090,2160,966,1695,2403,4226,992,1840,48,126,5495,10045,0,0,0,0,3,0,0,0,3,0,40,98,40780,103320,2428,..,43206,103320
80103,259,614,36,60,26,47,61,116,97,136,12,22,0,0,0,0,0,0,107,155,45,76,239,381,0,0,4,5,285,456,16,30,735,1373,42,..,772,1373
80104,20073,63308,2524,5658,3819,9842,6348,15494,214,421,1381,2827,1855,3656,615,1269,8,30,4077,8198,14,29,0,0,0,0,0,12,19,37,54,114,30566,87154,1391,..,31952,87154
80105,9586,26272,1356,2683,3085,6688,4445,9372,2093,3433,2190,3705,2942,4930,3542,5998,85,170,10851,18239,0,0,0,0,44,51,0,9,45,55,64,116,24992,54051,2992,..,27982,54051
80106,5578,15228,469,879,1168,2382,1643,3258,1003,1872,1691,3009,4013,6660,194,327,165,280,7069,12143,0,0,0,0,6,6,0,5,6,9,34,59,14324,30698,1576,..,15903,30698
80107,26731,74388,3511,6819,1387,3044,4899,9857,773,1516,216,363,591,965,475,779,59,133,2108,3760,0,0,0,0,0,0,0,0,0,0,29,47,33764,88059,1550,..,35314,88059
80108,7689,20971,995,1651,347,734,1339,2387,290,455,15,19,0,0,0,0,111,210,416,684,0,0,0,0,0,0,5,5,7,11,4,9,9451,24060,491,..,9945,24060
80109,9146,25290,1182,2229,2059,4300,3245,6531,376,682,1366,2595,810,1394,844,1522,35,71,3428,6268,0,0,0,0,4,4,0,0,4,4,20,38,15835,38124,1229,..,17065,38124
80110,1734,5787,105,242,936,2260,1038,2505,95,204,363,768,1057,2018,33,60,3,11,1546,3065,0,0,0,0,0,0,0,0,0,0,6,22,4323,11384,277,..,4601,11384
80111,201,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,207,636,17,..,225,636
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
90101,223,581,95,228,15,41,111,264,94,151,54,155,9,20,0,0,0,0,152,329,0,0,0,0,0,0,0,0,3,3,6,11,499,1188,109,..,607,1188
90102,159,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,10,11,168,596,23,..,190,596
90103,95,281,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,4,0,0,3,9,0,4,0,6,7,14,6,5,106,300,11,..,120,300
90104,983,2056,10,21,4,3,14,19,9,9,0,0,0,0,0,0,8,12,16,22,0,0,0,0,0,0,0,0,0,0,14,28,1034,2134,186,..,1220,2134
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
