SA3_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
11401,357,541,900,9103,10685,19788,3,3,10,798,952,1749,3,0,3,9174,10578,19748,38,46,86,394,358,757,226,289,516,58,81,136,125,133,254,14,15,30,112,139,252,315,399,723,1238,1427,2668,108,112,222,54,69,120,1233,1639,2871,1104,1259,2367,27,37,68,24141,28216,52362,295,250,539,177,154,332,65,78,144,19,20,35,53,41,93,139,217,352,208,268,481,23460,21491,44955,167,127,291,83,128,211,23706,21746,45453,4846,3797,8644,60,52,118,53857,55102,108966
11402,207,299,507,4929,5925,10850,0,3,6,255,271,526,90,85,176,5089,5791,10879,22,26,46,223,224,448,122,150,272,21,31,56,63,66,134,7,13,21,67,61,126,137,201,335,530,708,1242,34,31,60,29,37,68,638,876,1509,605,716,1321,30,47,81,12893,15268,28158,366,320,690,141,100,242,84,87,170,4,5,4,63,63,120,50,118,172,116,182,302,9905,9511,19416,75,71,152,31,69,101,10014,9655,19670,1659,1684,3341,38,40,78,25515,27634,53151
11501,2470,3223,5695,7796,9078,16870,11,21,33,1386,1611,2990,237,244,480,16923,18905,35831,53,76,127,1315,1379,2692,99,123,222,168,182,345,129,161,289,442,478,916,392,428,815,1325,1546,2875,1717,1931,3647,64,75,140,251,317,567,1503,1934,3438,1949,2211,4161,59,81,138,35812,40767,76578,6378,6322,12708,2915,2847,5768,86,91,176,5,0,5,919,887,1811,522,570,1100,1450,1460,2911,23125,20771,43895,230,175,404,60,84,142,23408,21038,44445,3015,3144,6159,191,240,429,75721,79130,154855
11502,228,245,471,2092,2408,4507,0,0,0,214,213,431,0,6,9,4312,4282,8595,8,9,17,249,231,483,42,37,77,41,42,84,54,52,105,33,42,66,44,70,107,230,232,458,255,261,518,11,14,22,81,94,174,401,493,892,358,402,760,18,21,34,8431,8909,17341,183,174,357,154,157,313,10,18,29,0,0,0,55,52,112,56,63,119,114,112,229,4123,3577,7699,36,32,76,17,22,42,4179,3638,7815,683,571,1257,11,21,38,13995,13848,27843
11503,44,83,133,2314,2632,4946,0,0,3,191,198,397,0,0,0,3249,3186,6431,10,12,18,88,91,179,87,97,178,25,14,43,33,33,60,0,8,5,25,29,51,104,121,235,207,196,403,21,7,27,33,34,65,311,375,680,245,245,493,12,7,21,6947,7289,14238,20,26,45,30,24,56,10,15,26,0,0,0,10,10,21,26,47,82,41,60,103,4788,4173,8964,34,26,57,20,20,38,4839,4222,9062,668,564,1239,12,12,24,12618,12302,24919
11504,546,696,1236,3105,3491,6595,9,22,23,345,380,720,51,58,113,7528,7810,15343,38,39,77,367,390,755,65,87,149,71,103,180,34,33,65,200,189,386,149,153,299,583,713,1298,438,482,920,24,33,53,143,153,295,451,515,966,713,764,1477,8,14,17,14315,15414,29726,2261,2323,4581,1661,1667,3324,31,20,57,0,0,0,588,550,1139,134,162,293,721,712,1438,7242,6462,13700,53,39,96,18,30,43,7312,6529,13837,1212,1084,2299,46,70,116,28103,28512,56614
11601,1262,1537,2800,4964,5607,10576,15,14,27,913,1012,1928,19,13,33,16799,18378,35177,118,131,253,1551,1617,3168,208,231,439,283,298,586,64,75,137,638,666,1303,521,589,1108,1003,1194,2198,977,1150,2124,77,98,170,305,351,655,993,1114,2112,2181,2325,4506,55,63,124,31686,34930,66618,10111,9387,19495,4484,4263,8741,37,28,67,4,10,8,4382,3458,7843,382,446,832,4767,3915,8682,13889,11855,25737,147,111,253,68,97,170,14105,12056,26159,5101,4742,9843,113,192,306,71657,71051,142714
11602,1652,1905,3560,4484,5303,9787,23,23,45,810,913,1722,27,35,59,15177,16444,31622,108,133,239,808,826,1632,120,143,266,254,297,549,45,56,101,631,606,1237,413,435,845,1448,1666,3116,775,895,1668,48,49,104,277,314,592,714,866,1579,1972,2185,4160,51,53,107,28185,31243,59420,13692,13485,27181,4824,4701,9528,30,36,68,7,7,15,4483,4073,8557,451,454,899,4937,4534,9472,13351,11865,25220,139,119,254,41,93,127,13529,12069,25601,4641,3152,7795,144,247,393,71634,71382,143020
11603,589,763,1348,4007,4697,8706,100,85,188,537,609,1145,5,10,16,15031,16527,31555,191,199,390,728,791,1516,173,261,435,511,564,1077,49,37,82,779,750,1528,729,796,1526,900,978,1885,742,908,1656,37,65,110,345,426,769,773,889,1664,2434,2617,5053,49,64,116,28130,31285,59416,3416,3460,6871,6922,6744,13671,14,8,22,3,12,17,1009,867,1883,167,213,381,1185,1090,2277,11310,10192,21502,69,58,132,73,65,138,11456,10311,21764,5009,5140,10151,93,105,202,56809,58908,115717
11701,1262,1687,2946,1585,1647,3230,137,134,275,204,244,453,0,4,3,7864,8524,16395,5,4,4,1801,1895,3697,42,64,106,60,60,114,30,29,53,120,97,219,127,139,266,251,310,565,375,410,783,5,9,9,26,24,56,249,275,523,759,870,1629,13,7,26,13646,14752,28399,741,640,1384,1655,1462,3116,499,515,1012,3,0,3,70,42,114,78,80,161,148,127,278,9281,8149,17436,100,73,175,40,38,83,9426,8268,17690,2292,2095,4382,216,203,426,29894,29742,59636
11702,928,1283,2216,1082,1182,2265,7,9,18,105,98,206,0,0,0,4550,4938,9493,7,4,9,1690,1830,3526,30,46,78,8,9,13,16,31,47,27,26,57,50,60,113,60,71,132,177,175,352,4,3,12,15,23,39,175,208,384,335,396,730,17,4,23,8355,9128,17489,318,278,602,522,441,963,136,163,298,11,5,21,18,18,34,134,132,267,166,158,324,14234,13762,27998,250,252,504,59,106,158,14543,14118,28659,1791,1463,3257,51,48,95,26798,27087,53890
11703,5981,8037,14016,5271,5046,10321,13,9,29,615,611,1227,0,0,6,16390,15921,32314,16,15,36,2163,2291,4461,66,83,143,56,54,110,171,193,365,103,102,205,351,338,685,461,641,1100,972,939,1914,36,29,65,99,93,191,835,860,1697,1815,2135,3949,65,54,115,29500,29436,58929,2169,1647,3816,2160,1492,3652,1150,1054,2209,26,29,56,142,126,267,480,456,937,645,609,1261,61064,51357,112422,887,637,1518,278,369,651,62230,52366,114593,13386,9625,23015,1094,890,1978,118308,105157,223465
11801,599,1009,1608,5024,6063,11089,5,3,12,125,178,297,0,0,0,10673,12625,23298,5,8,16,1671,2054,3719,52,61,109,17,16,31,103,128,226,43,50,89,136,137,270,132,169,300,602,610,1213,5,10,13,29,37,63,402,498,904,545,733,1278,18,31,43,19575,23414,42981,312,340,650,314,294,607,8883,9662,18541,3,4,4,29,37,69,118,164,281,156,196,349,24533,24686,49218,283,221,506,110,246,358,24931,25151,50085,4301,4650,8944,267,265,533,59338,64984,124317
11802,1216,1844,3063,4593,5735,10331,47,56,107,300,373,670,5,9,11,16838,18961,35797,16,16,29,3550,4111,7657,83,119,208,48,37,84,112,129,240,136,168,309,172,209,379,281,408,688,781,872,1657,13,17,35,33,44,79,440,534,977,918,1119,2034,17,22,40,28388,32943,61333,874,712,1582,1004,881,1891,2584,2844,5426,5,13,17,63,73,134,154,206,356,221,285,510,24493,23827,48323,286,202,484,89,171,263,24872,24194,49067,5541,4505,10056,264,262,528,64979,68476,133453
11901,5114,6332,11449,4298,5105,9403,26,24,47,967,1181,2153,3,3,7,19862,21352,41213,39,44,83,6294,6521,12817,149,208,360,166,173,340,88,94,181,901,913,1813,384,418,801,526,661,1187,837,1013,1856,68,93,161,114,136,250,824,1073,1894,2222,2312,4536,116,134,246,37893,41467,79354,1221,1207,2422,24250,23443,47697,32,32,65,6,0,3,285,279,557,337,366,700,626,646,1264,15178,13243,28425,122,70,190,58,73,128,15358,13384,28743,7264,7218,14480,145,173,322,91890,93896,185791
11902,3367,4045,7413,1554,1753,3309,15,12,24,463,517,981,3,3,6,14210,15273,29479,31,32,62,8065,8324,16395,153,195,348,78,80,155,36,66,98,407,425,828,231,287,518,381,427,807,613,694,1308,43,61,105,85,109,186,544,619,1163,1378,1565,2946,20,22,48,28308,30453,58761,2614,2154,4765,17540,14297,31832,52,59,111,0,6,10,171,135,306,165,188,345,341,326,664,13392,11576,24971,140,90,235,56,96,156,13596,11770,25358,5840,5443,11281,148,148,303,71806,68684,140493
11903,2772,3924,6699,4273,5053,9321,13,11,21,1086,1309,2396,7,9,13,12354,13972,26327,39,46,81,5876,6137,12016,137,179,318,116,116,234,54,74,120,629,632,1265,301,367,668,360,428,795,806,952,1761,58,83,142,50,80,134,747,938,1687,1751,1899,3649,76,84,158,28732,32376,61110,4473,3527,8003,3332,3072,6407,76,82,161,3,3,10,78,74,155,155,170,323,231,248,481,20889,19211,40103,166,104,268,74,118,195,21133,19431,40561,3732,3844,7573,182,173,353,64664,66681,131347
11904,2520,3555,6075,3063,3496,6557,33,29,59,486,536,1028,4,6,4,13923,15338,29256,57,70,125,10307,10919,21226,123,171,293,69,76,152,66,66,134,975,980,1960,268,313,582,371,479,849,643,709,1357,65,85,147,52,69,119,531,643,1166,2103,2472,4575,29,35,61,33167,36489,69655,4883,4014,8903,7290,6584,13872,167,147,315,0,4,12,110,104,217,212,231,444,334,337,669,18261,16847,35113,180,133,310,69,106,178,18512,17085,35598,5441,5284,10730,168,217,389,72491,73705,146196
12001,1005,1636,2643,2501,3061,5556,23,37,55,295,355,652,4,3,6,14064,15691,29753,7,14,23,1873,2041,3913,76,112,190,30,32,62,55,69,129,243,266,509,127,155,281,213,274,481,907,1091,1996,16,20,37,33,32,69,446,619,1067,725,852,1577,22,21,43,21652,24755,46408,1277,1241,2522,868,884,1758,83,90,173,0,0,5,81,75,157,134,151,283,216,227,446,13734,13509,27243,125,130,256,47,74,121,13906,13721,27624,2495,2565,5063,90,125,211,41592,45246,86846
12002,345,599,941,2075,2497,4575,6,0,4,91,114,208,0,0,0,5551,6575,12121,4,6,8,671,735,1405,37,42,75,7,8,17,53,87,141,51,48,104,60,80,142,79,94,180,321,400,718,16,20,29,14,12,24,276,370,642,263,335,591,19,12,30,9579,11428,21014,195,180,374,190,163,351,161,175,339,3,4,7,19,27,42,95,100,197,113,129,245,14176,14460,28634,183,182,368,44,94,135,14403,14729,29134,1572,1538,3108,46,57,103,26617,28999,55615
12003,4031,5374,9401,3241,3691,6932,7,13,18,668,767,1433,8,10,17,17365,19086,36456,20,26,43,3046,3437,6484,145,213,357,30,33,67,67,88,154,327,322,648,238,288,532,297,407,706,1199,1528,2723,40,59,101,79,106,187,750,974,1730,1436,1766,3205,49,37,91,29033,32848,61884,9623,7229,16856,2370,1954,4329,136,144,274,9,9,18,177,175,358,292,307,593,474,492,972,28350,28005,56362,344,300,642,101,165,265,28793,28470,57264,4989,4662,9654,251,250,498,79698,81435,161129
12101,1811,2761,4567,5143,6000,11145,30,35,68,470,588,1058,5,0,10,11872,13341,25211,24,42,64,877,983,1864,36,46,87,30,22,52,103,143,252,362,409,769,226,257,489,295,386,683,961,1128,2087,18,18,36,32,44,72,723,1053,1780,968,1289,2256,15,32,56,22207,25819,48022,2095,2066,4160,814,791,1601,543,579,1126,0,5,5,114,127,242,256,310,563,367,442,808,25195,24232,49430,260,210,466,76,120,193,25531,24564,50094,3275,3519,6793,256,262,519,56898,60799,117694
12102,1068,1576,2643,4692,5286,9973,6,3,10,793,964,1764,0,3,8,7670,8471,16136,69,66,131,347,393,733,73,87,162,54,54,108,92,112,199,88,74,158,180,237,412,300,336,638,719,880,1601,43,48,91,250,321,570,1083,1340,2416,1108,1286,2395,32,41,74,17590,20008,37596,3027,3036,6065,881,827,1706,160,193,355,4,0,0,214,192,404,169,210,385,382,408,790,17515,15901,33416,149,156,302,63,104,168,17725,16155,33880,1990,2006,3996,118,137,254,42947,44335,87287
12103,1516,2330,3845,8579,10082,18658,4,9,12,637,812,1452,6,5,0,9553,11005,20561,46,38,84,632,659,1288,31,64,100,28,40,73,115,178,289,187,184,367,249,269,523,383,485,872,1452,1614,3070,31,31,65,171,209,378,1920,2634,4552,1186,1440,2628,43,57,101,25261,29809,55070,1479,1524,3003,602,649,1251,1463,1447,2909,0,0,0,279,254,534,267,294,560,544,548,1098,25841,24746,50591,216,185,396,51,98,145,26108,25027,51132,2437,2733,5175,199,210,410,59605,64277,123887
12104,714,1358,2074,5427,6452,11882,4,3,4,248,297,549,0,0,0,8714,11167,19883,17,17,28,667,850,1524,40,61,95,21,31,49,111,152,256,69,78,141,140,175,315,159,239,390,719,846,1569,10,13,22,17,33,53,630,872,1500,569,853,1422,22,34,56,17582,22171,39757,990,951,1942,355,331,690,434,482,920,4,3,6,74,70,146,153,197,349,229,274,497,20107,20689,40788,247,227,470,82,142,228,20431,21052,41486,2559,2740,5293,147,157,309,43448,49517,92966
12201,142,261,406,2760,3303,6065,0,0,0,111,121,228,0,4,4,4357,4997,9350,8,0,7,319,397,715,38,36,74,15,17,32,48,78,123,20,24,49,70,81,155,62,82,153,312,367,677,3,15,17,10,21,27,246,329,574,257,329,584,12,14,26,8647,10219,18863,84,60,143,78,70,147,79,96,182,0,0,0,23,28,50,42,50,92,72,81,146,10250,9901,20147,71,63,131,36,70,109,10353,10033,20381,1075,973,2045,79,85,165,20603,21872,42476
12202,168,333,499,4864,5586,10453,0,4,4,277,312,593,0,0,0,5950,6954,12903,5,4,6,376,409,786,87,88,172,6,5,17,75,86,159,25,33,66,78,97,171,275,326,601,470,532,1003,14,18,28,24,28,55,650,878,1529,556,648,1205,10,12,21,13755,16021,29772,79,87,167,63,76,137,99,107,204,0,0,3,38,27,65,59,98,154,103,122,225,14536,13595,28131,106,91,202,76,110,188,14723,13793,28522,1658,1741,3400,60,53,107,30706,32333,63034
12203,1150,1558,2714,9669,11547,21215,29,38,67,691,756,1448,5,0,7,17819,19657,37470,22,29,55,1201,1278,2480,177,232,412,117,146,264,178,236,413,452,481,925,322,320,645,593,699,1288,1121,1356,2476,49,69,122,37,59,99,1398,1837,3238,1542,1793,3332,29,47,79,35457,40584,76041,1043,853,1899,537,478,1016,247,271,518,0,0,4,236,212,448,228,312,539,464,520,986,33306,30985,64290,274,188,456,135,230,366,33718,31399,65120,3561,3535,7091,121,144,262,76303,79349,155653
12301,346,482,832,5918,6998,12921,47,46,92,422,492,913,75,80,153,11060,12151,23209,9,15,27,702,738,1442,97,138,234,91,80,176,60,86,140,86,89,178,142,161,309,420,459,877,441,562,1004,32,64,100,70,88,158,519,697,1217,858,959,1817,43,51,88,21100,23964,45062,468,443,910,925,896,1826,21,15,38,0,4,5,157,149,306,90,106,200,245,261,504,11004,9991,20989,69,72,140,23,44,69,11096,10107,21199,1499,1443,2942,36,45,75,35738,37656,73389
12302,2094,2689,4775,8455,10041,18493,121,123,245,1123,1259,2387,154,141,289,19125,21432,40560,68,94,163,1645,1657,3298,552,631,1178,707,769,1472,114,131,244,637,623,1258,503,492,996,1149,1383,2534,1137,1279,2419,90,127,217,435,479,911,1026,1189,2211,2795,3108,5907,99,96,199,39934,45051,84994,6268,6119,12386,10443,10095,20536,36,30,60,11,10,21,856,800,1658,434,559,990,1298,1373,2668,20435,18234,38668,197,118,312,104,143,250,20731,18495,39226,6364,6434,12794,150,173,328,87317,90461,177775
12303,111,162,279,4594,5211,9806,5,0,6,285,286,570,89,82,178,6140,6249,12385,13,18,28,299,273,571,51,84,138,31,26,51,50,67,115,19,16,35,53,62,117,148,176,324,310,332,646,18,24,49,28,34,65,459,498,961,378,399,778,31,30,64,13008,13880,26885,39,41,79,175,172,344,14,9,24,7,9,12,16,23,36,38,65,101,57,89,155,7917,7007,14918,52,53,106,24,46,65,7988,7103,15096,1377,1327,2704,32,19,51,22805,22804,45606
12401,424,662,1084,4823,5753,10577,4,6,7,781,873,1656,131,137,268,6152,7284,13432,29,32,62,290,292,586,120,165,282,70,81,152,111,125,232,15,15,34,114,144,257,368,397,768,779,933,1715,60,76,142,46,74,119,746,999,1743,1045,1200,2245,35,53,96,15716,18649,34361,150,134,284,113,134,247,86,92,180,8,12,23,25,19,46,204,302,502,236,335,572,18563,17744,36302,238,178,414,117,197,314,18912,18111,37026,1990,1965,3951,37,42,78,37666,40113,77786
12402,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,8,7,5
12403,716,1036,1755,10228,12303,22526,41,40,86,664,688,1350,215,193,411,21527,23509,45033,64,71,132,1108,1104,2215,167,213,372,219,255,470,136,162,293,348,355,701,320,361,686,1008,1178,2186,1182,1441,2628,73,148,222,106,158,267,1003,1205,2215,1928,2099,4024,48,48,101,40385,45535,85923,2705,2673,5388,1714,1580,3293,32,29,62,17,19,34,1097,1066,2167,214,294,511,1339,1376,2716,25866,23518,49391,249,205,460,70,120,194,26189,23845,50038,5041,5054,10091,107,92,198,78226,81232,159458
12404,110,180,291,2869,3585,6456,3,6,5,256,346,604,83,97,184,4653,5004,9658,23,31,56,259,231,494,45,65,114,50,48,95,19,37,55,17,9,21,39,64,100,198,207,400,283,312,596,18,31,52,33,28,60,350,459,806,453,508,958,13,6,19,9655,11078,20736,213,175,392,159,127,286,12,12,21,3,3,4,138,132,267,44,59,97,178,191,374,6347,5768,12114,57,61,111,24,35,60,6428,5871,12293,2067,1579,3656,22,17,43,18855,19234,38086
12405,289,376,662,2894,3292,6182,14,26,34,290,322,614,5,10,20,8217,8726,16947,46,43,89,689,672,1364,128,148,274,154,156,313,50,42,91,215,180,402,191,216,404,333,360,695,410,479,886,26,38,63,110,124,233,376,446,822,956,1059,2018,22,31,54,15136,16366,31501,934,909,1843,1669,1564,3234,11,3,10,0,4,4,265,223,489,73,100,169,343,320,666,7429,6399,13824,53,50,101,27,48,69,7506,6496,14002,2368,2297,4670,37,49,93,28287,28387,56673
12501,3097,3939,7033,1215,1236,2452,10,12,18,571,598,1165,4,3,8,6780,7248,14026,10,16,26,617,648,1266,67,92,162,59,52,108,22,30,52,122,105,227,213,219,430,260,332,591,1236,1351,2587,15,29,40,62,54,112,696,686,1383,1208,1352,2559,32,29,58,13194,14089,27281,5109,3990,9097,12048,9913,21964,14,16,26,0,5,0,219,163,380,124,128,249,342,294,640,15005,12691,27699,87,71,154,50,57,107,15141,12820,27961,5592,3763,9354,183,169,346,54713,48996,103707
12502,1439,1892,3323,2366,2797,5163,22,39,59,825,960,1790,116,145,269,7463,8128,15591,54,67,122,653,617,1263,33,53,86,64,72,138,44,38,83,284,297,586,238,235,468,354,405,762,1494,1645,3141,18,34,52,40,47,93,731,869,1603,1129,1245,2368,18,23,43,15958,17722,33678,1509,1465,2970,1881,1760,3641,24,21,44,0,0,0,118,135,252,262,303,568,379,438,823,13155,11722,24878,95,67,162,36,56,95,13288,11843,25135,2041,1861,3905,90,105,194,36609,37111,73719
12503,3467,4301,7764,2832,3253,6084,144,146,283,864,883,1747,6,5,14,20307,21738,42044,32,43,78,2583,2630,5206,163,199,361,205,218,419,56,62,117,415,464,880,336,319,654,557,687,1239,581,631,1215,52,65,114,161,194,351,739,840,1577,1827,1958,3781,84,82,161,31918,34416,66332,4384,3562,7944,22336,20510,42844,19,23,37,4,4,9,458,345,801,409,413,823,869,761,1630,11335,9344,20676,93,72,164,56,78,134,11481,9494,20973,8365,7290,15650,134,148,285,82969,80494,163464
12504,1700,2392,4088,3888,4591,8477,31,31,67,847,930,1769,44,60,108,13558,14986,28546,49,55,103,1279,1337,2614,122,179,301,165,152,315,75,72,145,320,340,663,316,371,690,564,732,1303,1016,1165,2176,61,65,125,139,176,315,947,1163,2110,1613,1825,3433,43,66,107,25070,28278,53349,21738,18726,40460,4827,4487,9315,70,45,114,10,11,20,1670,1311,2979,648,648,1290,2327,1970,4290,15181,13430,28608,186,150,342,72,109,184,15438,13693,29137,6371,5783,12153,210,271,479,77748,75634,153383
12601,1009,1362,2377,2428,2757,5185,0,0,0,727,844,1576,102,99,209,3853,4473,8329,27,30,54,218,218,440,18,23,38,15,34,50,55,71,123,75,67,147,196,214,406,260,306,567,1054,1248,2301,19,20,37,51,69,121,562,771,1336,665,787,1457,11,28,30,10360,12050,22413,2056,2088,4143,595,605,1197,29,29,61,0,0,0,130,122,246,109,139,244,235,257,492,10655,10489,21146,94,64,162,25,50,77,10780,10596,21382,1153,1131,2283,73,113,187,26290,28234,54524
12602,2422,3565,5988,4725,5449,10180,51,69,122,1032,1258,2290,56,75,130,16264,18360,34627,48,47,96,1812,1858,3671,92,127,222,40,44,83,96,117,214,830,897,1719,349,398,746,537,665,1199,1776,2161,3936,21,30,49,112,144,253,1082,1354,2433,1798,2035,3834,50,46,98,30780,35136,65916,3085,2793,5871,2313,1992,4303,253,252,504,0,3,4,275,264,541,276,327,607,558,600,1154,27418,25888,53305,228,170,398,84,128,212,27729,26179,53913,4440,4419,8863,230,279,500,71806,75211,147020
12701,4092,4791,8880,3788,4414,8198,1337,1417,2754,758,820,1583,20,14,27,21847,22894,44744,20,26,52,3063,3015,6078,233,262,490,354,375,723,60,66,122,661,627,1288,324,364,692,824,925,1752,408,463,868,28,44,69,181,226,398,409,500,916,2784,2881,5665,54,55,111,37141,39382,76531,3477,3439,6921,8680,8649,17324,21,18,38,0,0,3,590,526,1119,1077,1046,2126,1671,1576,3246,11338,9877,21221,97,67,166,49,61,110,11486,10006,21497,4259,4009,8263,73,122,196,70903,71998,142898
12702,17891,21383,39273,2411,2735,5148,4762,5159,9920,930,1010,1943,7,4,11,29904,31278,61191,21,21,35,3850,3794,7649,221,329,547,338,338,673,69,48,114,808,813,1624,310,366,677,450,543,992,379,393,773,26,38,68,226,215,444,468,490,958,3888,4087,7976,59,53,109,49124,51715,100839,601,562,1159,4832,4541,9370,22,13,33,4,0,6,57,38,92,792,891,1682,849,925,1776,15599,12889,28486,72,71,142,45,60,106,15716,13019,28734,6639,6380,13020,139,160,299,95813,98693,194510
12703,2346,3103,5454,3721,4105,7828,152,170,323,895,998,1891,17,14,26,14486,15537,30025,36,37,70,4219,4515,8731,110,173,286,245,240,485,61,76,138,1103,1103,2207,285,311,601,910,1036,1948,570,640,1204,41,28,69,137,176,314,489,542,1036,2439,2685,5118,107,125,232,30035,32502,62532,4465,4523,8990,11051,10720,21770,19,18,34,4,5,13,510,436,950,2681,2701,5383,3195,3147,6338,10895,8967,19867,94,71,169,65,67,137,11061,9111,20171,5783,5526,11313,116,117,235,68071,68765,136840
12801,520,922,1447,8502,10249,18748,0,3,9,685,801,1481,0,3,5,15059,16888,31941,33,33,63,3050,3183,6233,88,126,213,44,37,78,86,121,209,286,287,574,162,213,374,470,551,1018,864,1035,1889,42,76,119,22,34,53,1007,1429,2437,1031,1183,2215,44,42,85,31465,36289,67752,294,293,590,468,478,949,108,116,226,4,5,6,55,39,95,94,120,214,155,166,319,20797,18636,39435,178,132,309,61,133,198,21038,18902,39938,2912,2858,5770,84,81,166,57042,60114,117159
12802,448,701,1149,8411,10046,18448,0,4,3,970,1075,2046,96,107,200,14367,16040,30405,73,99,175,2221,2236,4457,50,82,133,58,79,138,115,133,248,212,218,428,235,245,479,492,570,1055,943,1051,1992,134,155,280,33,42,72,1149,1468,2614,1107,1242,2348,54,40,93,30716,34907,65628,416,407,820,537,560,1096,66,73,143,0,0,0,29,36,63,100,126,224,125,162,292,19510,17360,36868,162,141,305,58,98,155,19729,17590,37320,2053,2135,4196,44,61,105,54138,56614,110751
19797,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,18,0,0,0,0,0,0,11,3,18,0,0,0,0,3,3,31,4,38
20101,395,490,879,3902,5130,9038,0,0,0,420,473,891,124,121,242,11275,13450,24725,330,460,794,234,246,480,130,171,300,43,67,107,218,262,480,39,37,81,116,155,271,360,415,774,948,1210,2160,91,143,238,77,103,178,2181,3159,5338,970,1155,2123,13,27,46,21482,26786,48274,724,585,1315,417,346,763,30,30,62,10,12,19,332,308,643,166,286,451,507,601,1114,28083,27216,55297,186,160,344,76,141,215,28344,27517,55861,3719,3559,7285,58,47,102,55675,59970,115639
20102,103,167,263,1337,1532,2865,0,0,0,69,85,154,0,0,0,2996,3074,6065,40,39,74,114,109,226,15,32,46,8,13,25,45,65,111,0,0,0,25,30,54,63,67,132,232,285,519,27,28,49,16,26,45,520,630,1150,253,274,525,6,16,20,5783,6283,12067,47,45,90,35,29,70,23,12,40,0,0,0,8,11,24,47,91,134,53,104,158,7746,7231,14975,63,48,115,31,62,100,7842,7347,15191,1387,1358,2744,15,14,31,15290,15359,30648
