SA3_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
20802,1334,1030,1270,1173,1115,835,704,479,366,8310,27078,18577,23476,22846,21351,16688,13261,7485,4155,154923
20803,1276,781,943,994,1041,839,638,513,272,7301,21622,12798,14476,17871,18328,14888,11269,7008,3403,121658
20804,345,274,392,290,296,261,209,201,153,2421,6396,5684,6194,5357,5768,4701,3762,2571,1356,41785
20901,1209,872,996,994,952,818,678,471,290,7274,22340,13854,16312,18133,16874,14719,12487,7666,3470,125852
20902,1017,880,1188,961,948,664,505,388,366,6915,14304,10837,17931,15070,12555,9707,6879,5024,2732,95037
20903,763,553,323,487,658,598,362,199,65,4010,12409,8834,5967,8143,10495,9675,6788,2954,899,66163
20904,4087,2299,2705,2619,2200,1716,1153,787,494,18065,54268,30088,39495,40710,30603,24906,18399,9422,3432,251343
21001,624,424,465,486,552,405,331,269,110,3659,10581,6815,6915,8218,8609,7126,6222,4745,2045,61272
21002,477,321,200,284,349,296,226,110,31,2301,6830,3690,2963,4338,4890,4337,3330,1660,417,32465
21003,1180,760,1139,941,756,482,341,298,267,6167,14686,9095,15057,12874,9407,7414,4883,3931,2761,80110
21004,666,395,461,415,412,336,178,107,50,3027,8657,5310,6838,6204,5922,5440,3869,1805,675,44718
21005,4026,2324,2929,2635,1969,1534,856,472,157,16897,47185,26987,34603,31832,23290,19680,12562,6109,1792,204028
21101,1597,1109,1168,1138,1171,1086,732,519,291,8816,27141,18953,20172,22270,21485,20353,15681,8812,3579,158441
21102,267,221,106,149,216,168,127,88,54,1383,4401,3795,1888,2787,4226,3733,2764,1686,732,26018
21103,1152,758,811,889,821,720,490,374,316,6333,20822,12815,14910,16678,15186,13363,10456,6358,2879,113475
21104,494,361,354,425,406,315,282,265,255,3163,10900,7165,7417,9210,8574,6906,6040,4321,1975,62512
21105,2064,1382,1234,1240,1421,1314,836,484,179,10160,28723,17923,18932,20124,21114,19719,15619,8286,2623,153072
21201,2213,1144,1312,1228,1121,820,577,344,172,8924,26755,14327,18534,17452,14425,11477,8444,4496,1463,117376
21202,2067,1399,1476,1339,1332,1022,703,405,210,9952,26849,18058,18322,19386,18278,16371,11162,6005,2424,136864
21203,4114,2146,2568,2408,1784,1288,676,330,125,15444,56209,29257,37244,38519,26794,19519,12036,5563,1729,226877
21204,2590,1755,2646,2120,1707,1521,1118,747,327,14530,32924,24057,33060,27874,22902,20755,17023,10434,4416,193443
21205,1501,1676,1986,1369,1272,1033,810,743,603,11001,28455,26303,28065,24886,22671,19066,15588,11846,5992,182864
21301,3159,2053,2843,2311,2000,1704,1178,745,422,16417,32363,23519,29615,25424,23395,21959,17124,8909,3383,185690
21302,1155,596,856,895,803,640,447,302,182,5874,16051,8358,11118,13405,12309,10467,7616,4412,2058,85792
21303,888,700,1443,1046,777,610,384,223,122,6201,13166,8996,19053,15110,10864,8154,5208,2655,1332,84526
21304,3950,2328,3133,2905,2109,1335,820,378,144,17107,47655,24869,30569,33054,24994,17162,12560,5352,1565,197780
21305,5947,3070,4418,4136,2450,1526,909,444,255,23149,74893,34617,52231,57782,31822,22317,14506,6105,1902,296175
21401,2145,1310,1523,1489,1543,1158,774,527,314,10780,25749,15529,19079,19617,18895,16733,12665,7200,3051,138517
21402,2350,1420,1168,1426,1827,1617,1548,1154,670,13178,27772,17554,14766,17943,22731,22783,22933,15255,5958,167690
21501,923,634,775,721,761,796,708,501,309,6136,9871,6050,6951,6239,7287,9008,7832,4714,2093,60052
21502,1234,720,776,741,720,741,575,351,224,6092,10550,6463,7647,6697,7092,7465,6104,3496,1526,57048
21503,855,455,485,528,501,580,463,292,192,4343,6610,3801,4502,4225,4467,5590,4901,2903,1275,38280
21601,666,404,389,374,464,509,437,300,181,3713,6647,4130,4002,3930,4926,5693,4958,3109,1266,38655
21602,582,314,332,336,392,388,362,243,107,3061,5061,2959,3085,3034,3718,4392,4338,2661,1031,30276
21603,1419,894,966,915,864,796,554,408,181,7008,13180,8012,8939,8142,8527,8358,6884,4094,1641,67774
21701,580,337,295,360,403,416,414,251,119,3175,5902,3689,3589,3757,4705,5693,5179,2802,1162,36478
21703,603,442,386,352,467,480,423,226,112,3490,6404,3951,4234,4061,4899,5720,5023,2840,1149,38258
21704,889,580,501,566,589,524,456,310,214,4639,9457,5726,6276,6108,6697,7148,6192,3345,1481,52433
29797,0,4,38,98,129,111,13,0,0,389,0,9,52,140,182,158,16,0,0,565
30101,891,551,523,501,563,488,351,166,114,4142,13683,8704,8095,9545,9916,9540,7858,3777,1350,72469
30102,1153,757,542,616,807,737,565,356,197,5737,16166,10573,8564,10807,12759,12821,11514,6893,2566,92657
30103,866,496,467,574,607,414,289,225,163,4098,14603,8015,8401,10848,10839,8394,6157,3476,1433,72160
30201,497,285,278,277,288,223,180,93,76,2194,8830,5610,6035,6789,6050,4930,3879,2410,1105,45636
30202,850,596,740,664,594,509,386,348,395,5099,12965,8899,11993,11053,9621,7574,5748,4037,2343,74225
30203,438,376,584,501,422,299,205,85,84,2996,6951,5030,8246,7149,5516,4537,3201,1704,779,43113
30204,754,423,519,515,505,334,284,254,222,3804,11418,6666,8206,8982,8084,6813,5531,3396,1472,60559
30301,502,378,363,385,338,292,173,110,109,2654,10103,6681,7626,8287,7427,5906,4341,2470,1069,53915
30302,677,765,993,712,672,607,475,360,261,5517,11321,12143,16843,12178,9710,7455,5183,3101,1576,79521
30303,714,682,706,625,540,385,265,194,135,4257,14939,10990,12123,12328,10044,7568,5786,3668,1492,78922
30304,380,365,388,318,288,204,145,94,64,2245,7261,5191,6585,6266,5128,3898,2692,1717,781,39520
30305,930,555,612,639,462,326,224,130,108,3988,15142,8087,10551,11521,8014,6533,4774,2108,827,67548
30306,601,384,506,457,323,256,198,110,43,2874,9328,6453,8444,7667,5599,5185,4221,2223,841,49957
30401,285,162,133,201,209,187,149,60,34,1419,6302,3748,3341,4712,4542,4071,3437,1758,710,32636
30402,440,238,122,239,322,214,149,132,130,1981,10026,5995,3264,6491,7551,5493,4404,2782,1151,47157
30403,363,513,411,308,272,230,176,114,81,2471,8740,11425,7856,7395,6403,4589,3923,2289,898,53519
30404,556,475,344,417,365,249,140,87,56,2694,11093,6916,6471,8071,7772,5158,4215,2574,1152,53429
30501,794,1648,3006,1896,1452,1131,711,395,220,11264,7617,15749,25926,14851,10874,8499,5630,2714,1049,92915
30502,406,394,509,399,362,253,146,95,43,2606,7747,5811,7689,7397,6328,4443,2636,1176,506,43728
30503,789,1092,1633,1087,974,685,407,269,129,7068,13576,15064,22096,15431,13186,9678,6263,3444,1398,100140
30504,446,507,559,397,473,333,243,171,104,3224,9928,10398,10308,8427,8375,5769,3920,1958,725,59811
30601,836,531,507,621,699,614,471,247,54,4577,11240,6278,6177,8073,8751,8004,6252,2800,724,58303
30602,2612,2099,2802,2091,2089,1849,1530,762,305,16149,20235,13212,16097,14585,14833,13220,10456,5224,1784,109653
30603,948,429,523,491,548,580,570,257,81,4434,6596,3600,4037,3848,4526,6025,5708,2630,829,37801
30604,278,195,342,248,288,422,456,173,30,2432,2060,1149,1863,1701,1997,2754,2633,1119,217,15498
30605,1071,606,661,574,656,749,727,379,174,5591,7678,4180,4423,4550,5644,6879,6855,3583,1135,44931
30701,1225,772,1091,899,929,859,594,353,170,6887,9198,4925,6267,5820,6185,6398,5099,2590,797,47283
30702,947,608,561,548,669,617,426,282,151,4798,8528,4884,4574,4705,5586,5859,4917,2862,1047,42961
30703,785,429,374,422,535,533,521,323,124,4053,7245,4170,3927,4036,5170,6110,6122,3426,1118,41320
30801,825,567,882,1015,982,858,404,151,57,5727,6837,3675,4832,4907,4592,4280,2574,933,206,32830
30803,2446,1637,1752,1634,1534,1461,1157,631,267,12520,23942,14712,15016,14682,14503,15750,13228,7173,2553,121562
30804,409,292,366,447,461,430,247,133,51,2836,3062,1639,2062,2255,2202,2200,1510,849,261,16044
30805,1360,679,857,920,963,928,656,266,95,6729,13731,7151,8002,8463,9080,9034,6465,2581,680,65201
30901,831,669,1119,866,771,830,670,432,213,6402,9729,7069,10615,9163,8895,8254,7627,4439,1683,67473
30902,765,507,726,680,640,663,532,348,146,5007,9433,5984,7659,7709,7568,7606,6963,3860,1683,58468
30903,847,647,711,664,811,752,657,467,188,5751,9233,7051,7842,7936,9173,9505,9594,6380,2172,68895
30904,337,226,197,305,306,244,189,77,17,1895,3507,1963,1800,2592,3133,3241,2641,1277,290,20433
30905,623,351,261,393,425,284,177,95,27,2635,7955,4303,3278,5146,5548,4164,3119,1575,494,35580
30906,1133,640,662,698,692,462,365,232,143,5037,13617,8270,8477,9677,9690,8145,6409,3707,1205,69196
30907,3264,1799,1912,1808,1603,976,669,309,94,12433,36255,20482,22586,23053,20622,15247,11405,5612,1529,156784
30908,699,549,539,474,482,376,357,303,271,4063,9205,7205,7217,7454,7008,5730,5145,3347,1467,53776
30909,802,1021,1044,815,786,688,549,526,378,6594,8950,9815,10422,8041,8106,7312,6176,4243,1913,64984
30910,641,757,1277,884,893,987,902,519,192,7040,5279,5238,7737,6028,6252,6592,6435,3695,944,48198
31001,1527,1257,2091,1769,1105,708,348,204,94,9103,16136,10838,12818,11439,9843,7975,5240,2990,1193,78478
31002,1216,1085,1183,978,949,720,583,375,167,7260,12346,7762,7181,7785,9052,9512,8099,4061,1092,66893
31003,2325,1336,1316,1276,1072,877,583,415,264,9467,24497,14798,16623,15146,14522,12992,9372,5360,1995,115305
31004,2466,1211,1322,1170,837,560,282,137,29,8012,27787,14441,17086,16610,11994,8563,5216,2186,483,104368
31101,318,185,198,224,234,176,151,100,78,1666,2668,1545,1392,1673,1977,2042,1933,1032,379,14644
31102,1223,742,794,691,563,398,240,159,45,4845,9516,5891,7150,5865,5505,4824,4095,2424,724,45990
31103,2417,1348,1431,1199,918,699,399,268,121,8805,22204,13370,14431,12316,10699,9667,6491,2946,836,92962
31104,1484,734,622,711,650,460,243,111,21,5031,15293,7923,8213,8604,8280,6258,4272,1711,347,60895
31105,1343,841,833,793,673,492,428,290,209,5906,13379,8243,8829,8776,7933,6900,5814,3144,1140,64158
31106,1809,1067,1108,1018,880,589,481,244,134,7328,17019,10397,10882,11166,9681,7811,6963,3490,1026,78428
31201,899,1381,3018,2829,2880,2255,753,260,47,14325,7157,4576,8259,7849,7814,7049,4030,1653,391,48773
31202,2681,1653,1692,1733,1719,1605,1091,651,241,13078,24514,14182,15117,15547,15629,15715,11612,5868,2007,120196
31203,482,371,701,496,521,682,553,162,29,4002,4157,2769,3999,3408,3476,4025,3441,1216,253,26738
31301,425,229,176,226,307,319,407,293,102,2481,4257,2643,2121,2907,4060,5876,8260,5139,1354,36610
31302,1816,1093,1058,892,800,569,464,296,204,7191,17158,10243,11647,9829,9346,8282,7186,4034,1429,79145
31303,267,372,752,599,369,222,181,81,14,2854,2434,1478,2087,2048,1983,1971,1861,783,229,14877
31304,1246,825,687,680,634,468,326,206,124,5206,14294,9271,8333,8784,9178,7803,6263,3307,977,68212
31305,865,558,517,624,698,607,491,324,181,4864,9835,6443,5695,7346,9008,9027,8838,5283,2070,63539
31401,994,617,430,588,703,451,314,174,47,4313,18599,11053,9245,12286,14122,10763,7723,3786,913,88493
31402,1391,797,930,814,627,360,270,159,168,5517,20873,11250,13846,13868,10844,7224,5311,2852,1061,87136
31403,658,374,403,350,337,216,152,93,30,2602,7895,5103,5701,5660,4978,4260,3578,1737,537,39451
31501,1339,774,1272,944,893,827,567,164,18,6803,7816,4455,5642,4594,4844,5077,3639,1076,157,37303
31502,811,780,1112,1009,1059,1046,805,245,39,6909,7145,4690,5986,5079,4835,5176,3983,1337,219,38450
31503,397,256,308,283,350,548,477,188,62,2883,3198,1783,2301,2046,2520,3690,3562,1400,414,20912
31601,799,674,484,455,505,360,309,240,230,4061,10881,7668,6104,7203,7909,6494,5950,4009,1761,57975
