SA3_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
11102,58,413,2883,11736,10588,1896,419,1018,29017,4,180,800,466,36,6,5,90,1585,0,41,266,282,46,0,0,38,683,6,221,1065,748,81,6,7,134,2267,6,209,242,53,17,0,3,58,582,0,11,53,27,0,0,0,0,94,0,3,34,41,4,0,0,0,81,0,0,0,0,0,0,0,0,0,0,19,36,15,11,0,0,0,80,9,246,359,134,24,3,3,63,839,14,101,102,17,5,3,0,63,303,9,18,20,6,9,4,0,8,69,92,1000,4429,12644,10708,1913,424,1278,32494
11103,104,652,7769,24201,13059,2717,597,1520,50624,19,536,2568,1338,131,23,6,285,4914,44,563,2152,2937,390,81,25,349,6542,58,1096,4721,4280,521,102,35,638,11451,121,1363,1548,366,58,12,7,369,3847,45,516,1452,246,6,4,3,310,2586,64,439,972,450,24,0,8,128,2078,24,444,655,280,24,0,0,52,1480,9,79,118,67,22,10,0,33,335,262,2835,4735,1408,130,32,23,895,10323,27,77,95,43,18,5,0,51,308,13,47,28,30,9,0,5,23,162,464,4711,17341,29961,13743,2854,655,3130,72864
11201,187,882,3041,10749,8004,1673,429,1799,26760,11,179,1367,1313,136,19,8,244,3268,10,196,897,1305,160,25,7,219,2809,18,374,2260,2618,293,38,8,460,6076,20,277,648,297,35,0,4,144,1436,0,25,158,73,4,0,0,16,278,0,10,25,39,0,0,0,16,88,0,3,12,3,0,0,0,0,24,16,82,44,19,19,9,0,15,198,39,391,887,432,59,13,8,198,2019,187,431,339,105,18,7,0,351,1441,22,77,35,27,12,3,5,21,197,447,2156,6565,13928,8387,1736,445,2833,36495
11202,200,793,3124,11185,6768,1328,317,1885,25604,21,177,939,323,34,4,0,140,1633,7,60,261,195,19,15,3,75,628,23,240,1199,516,50,14,3,215,2267,22,186,556,163,27,0,4,121,1078,0,6,67,8,0,0,0,14,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,35,22,11,0,0,14,109,26,213,663,188,42,0,3,145,1281,110,206,80,30,12,7,5,110,558,11,26,28,22,7,0,0,18,111,367,1478,5096,11939,6882,1349,328,2375,29825
11203,150,729,2878,10164,8613,1830,419,1522,26302,12,227,1690,2216,108,8,7,250,4515,6,153,938,1585,115,11,3,174,2994,17,375,2626,3805,226,22,12,422,7507,47,323,1214,387,28,3,0,225,2225,0,141,1114,340,5,3,0,132,1735,3,80,381,179,9,0,0,39,682,9,77,355,134,12,0,0,73,654,6,27,19,8,9,5,0,4,71,55,652,3085,1045,53,15,3,474,5378,167,474,299,41,16,9,3,315,1322,31,57,33,22,10,0,4,16,174,424,2281,8919,15076,8916,1869,439,2750,40683
11301,27,190,1400,6915,5375,852,159,1364,16294,3,64,219,200,16,3,0,68,581,0,30,20,21,4,3,0,16,90,0,97,247,222,20,4,0,82,675,6,203,827,263,12,4,0,178,1491,0,5,25,3,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,10,6,204,854,266,21,0,0,181,1532,36,85,54,37,21,3,9,93,333,3,9,20,26,23,6,10,15,114,77,592,2565,7466,5452,874,174,1738,18946
11302,21,96,680,2665,1463,246,41,399,5619,6,48,260,38,4,0,0,39,397,0,0,4,7,0,0,0,0,8,6,48,259,43,4,0,0,41,404,0,24,30,0,0,0,0,18,72,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,31,0,0,0,0,18,77,8,18,17,12,4,0,0,25,84,8,19,8,4,4,0,3,5,52,43,213,997,2725,1481,248,46,490,6246
11303,78,332,2927,14309,11851,2198,430,1774,33891,9,201,884,214,28,3,0,162,1510,0,15,130,110,5,3,0,18,279,10,218,1015,324,40,3,4,179,1794,10,320,1659,212,24,7,8,238,2478,0,44,68,16,0,0,0,14,149,0,15,22,11,0,0,0,3,53,0,0,0,0,0,0,0,0,3,0,3,9,6,8,0,0,0,30,14,383,1759,251,31,6,8,254,2707,32,61,50,46,22,7,11,69,295,9,17,23,26,13,3,6,41,139,142,1008,5773,14962,11950,2222,455,2322,38827
11401,112,601,4180,16533,13171,2545,586,1965,39682,4,226,1507,769,72,13,9,231,2823,0,112,415,304,25,7,0,71,937,6,341,1921,1070,101,14,12,299,3761,11,163,300,187,22,4,3,99,793,0,0,19,13,0,0,0,0,33,0,0,3,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,21,38,26,19,4,3,11,126,12,193,368,236,40,11,9,106,972,41,215,483,114,30,5,0,202,1093,12,57,90,27,11,4,5,88,302,188,1402,7037,17978,13347,2576,606,2667,45802
11402,51,310,1477,6841,7481,1785,493,818,19252,3,103,518,266,28,0,6,56,983,0,6,112,204,23,0,0,10,363,3,107,628,476,50,3,0,66,1346,3,99,217,52,11,5,0,29,414,0,7,12,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,10,14,6,5,0,57,3,124,242,58,24,8,3,34,497,13,47,62,24,6,5,0,26,180,0,7,11,13,8,0,3,3,40,71,601,2422,7402,7570,1796,501,949,21314
11501,21,169,901,6660,20921,8104,1552,726,39053,0,76,493,472,29,4,0,46,1125,5,71,695,3053,783,65,11,110,4804,0,148,1194,3527,817,72,11,152,5927,3,159,431,303,11,0,0,65,968,0,71,623,313,0,0,0,31,1030,9,390,1139,397,15,0,0,77,2021,0,181,588,133,5,0,0,49,965,7,18,55,23,26,9,3,21,167,13,823,2835,1160,60,16,8,245,5153,0,0,0,4,0,0,0,0,3,3,8,11,25,14,6,3,14,84,36,1148,4944,11376,21811,8199,1576,1129,50214
11502,29,135,408,1485,3248,1581,850,279,8007,0,20,76,32,9,0,3,8,144,0,0,8,172,25,0,3,4,206,0,20,85,203,29,3,4,9,348,0,37,147,21,0,0,0,10,221,0,0,14,0,0,0,0,0,14,0,0,53,3,0,0,0,3,66,0,0,0,0,0,0,0,0,0,0,15,21,7,4,6,0,4,58,0,51,240,37,8,6,0,17,363,8,21,37,10,4,4,6,9,98,0,13,10,9,0,5,0,3,43,34,236,774,1740,3290,1598,864,319,8852
11503,23,162,640,2679,3028,1041,424,317,8318,0,9,0,0,3,0,0,3,18,0,0,0,7,0,0,3,0,10,0,9,0,5,5,0,3,3,27,0,5,5,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,3,0,16,0,7,11,4,4,0,3,0,33,8,17,6,5,5,0,0,18,62,0,5,4,4,8,4,0,0,25,37,204,668,2705,3048,1039,426,347,8473
11504,16,72,291,1799,8893,3051,558,370,15047,0,0,9,11,18,5,4,3,51,0,6,95,232,326,73,11,23,772,0,9,103,242,346,79,14,27,822,0,76,50,31,15,0,0,14,183,0,25,93,38,3,0,0,16,166,0,86,461,161,5,0,0,35,745,0,17,54,38,0,0,0,12,119,4,9,17,3,17,8,0,7,59,8,216,668,273,31,9,0,78,1282,20,31,16,5,0,0,0,47,126,0,3,5,3,12,3,3,4,32,37,334,1074,2318,9287,3145,573,527,17298
11601,63,421,3246,17203,10895,2755,685,1984,37246,23,155,528,700,164,15,0,174,1765,17,247,808,2656,835,70,9,360,5012,39,408,1338,3354,1001,83,11,537,6783,103,344,142,38,15,0,0,135,777,0,3,85,16,0,0,0,17,119,14,224,2426,317,33,0,0,247,3272,0,16,146,45,3,0,0,26,242,3,28,173,91,34,7,7,36,384,126,613,2982,511,87,7,12,464,4795,0,4,20,11,0,0,0,10,41,0,18,20,12,3,5,0,12,69,230,1463,7607,21089,11984,2849,707,3004,48936
11602,31,196,1126,6594,21133,5496,745,1307,36627,0,49,223,593,296,40,6,65,1277,7,39,348,1565,811,81,16,117,2988,7,96,566,2157,1108,123,29,185,4271,0,4,38,101,5,0,0,12,156,0,0,32,17,0,0,0,0,50,11,270,1344,271,4,0,0,196,2100,0,0,0,0,0,0,0,0,0,3,8,34,9,11,9,0,10,96,17,283,1452,401,25,13,0,219,2398,0,4,0,3,16,6,0,0,32,0,9,16,27,55,9,0,14,121,56,579,3162,9177,22334,5643,773,1722,43441
11603,47,248,1127,15026,8511,1781,440,2205,29384,8,77,383,883,87,12,3,131,1575,6,142,261,1585,703,43,9,319,3057,12,223,639,2466,785,51,12,448,4639,19,184,55,47,3,0,0,68,382,0,52,326,29,0,0,0,60,466,9,91,998,184,5,0,0,91,1374,0,0,0,0,0,0,0,0,0,3,18,135,61,25,11,4,28,289,33,342,1510,318,31,11,7,249,2505,0,7,10,16,4,0,0,4,37,3,5,11,12,4,3,0,8,53,101,818,3304,17836,9334,1846,459,2921,36608
11701,16,72,676,2618,1621,553,159,187,5909,0,80,368,453,106,19,7,66,1098,4,129,180,651,205,20,4,63,1256,8,209,546,1105,310,40,13,126,2346,56,279,1187,225,22,11,8,127,1918,36,296,1899,614,16,0,0,219,3084,19,1294,2822,830,36,0,6,403,5405,5,961,2289,939,34,0,0,275,4501,0,0,15,4,4,0,0,0,27,118,2839,8206,2609,114,11,5,1031,14943,3,26,61,31,6,3,0,8,141,4,12,30,4,0,0,0,11,64,149,3155,9523,6377,2056,608,178,1366,23407
11702,30,166,1037,2997,1651,388,105,204,6584,33,134,1639,1767,369,45,15,102,4093,30,88,386,921,447,81,9,76,2038,63,218,2023,2689,816,123,25,174,6136,156,1045,1362,259,50,11,7,199,3096,77,853,2053,200,17,0,3,166,3377,133,781,1502,173,10,0,0,99,2695,0,60,96,0,0,0,0,7,163,9,75,68,27,10,4,0,21,221,380,2813,5081,658,96,16,14,497,9549,52,159,168,87,19,9,4,60,557,11,24,11,10,0,8,0,12,70,534,3374,8318,6439,2583,548,152,949,22888
11703,33,116,399,968,559,150,47,112,2386,17,563,2469,1595,391,59,16,221,5329,226,1409,4504,5628,2306,427,168,721,15392,249,1972,6975,7220,2693,484,184,942,20718,313,1065,948,324,58,19,13,255,2996,927,3170,3905,783,81,10,11,745,9632,1964,11511,13052,3037,138,19,12,2068,31808,1929,13096,16986,3495,181,21,26,2891,38621,9,25,24,20,16,0,4,7,94,5137,28874,34917,7655,468,64,68,5962,83153,45,204,207,144,26,6,7,126,775,85,190,100,38,10,5,14,96,542,5554,31354,42590,16021,3767,709,320,7248,107568
11801,20,81,501,2510,3809,1934,526,335,9715,8,98,906,1261,499,90,14,102,2962,24,192,1512,3432,1978,360,46,243,7798,27,291,2420,4691,2475,451,60,343,10765,84,1109,2944,1222,176,50,24,379,5983,334,2593,7804,2259,190,23,12,754,13977,433,1849,4059,1525,91,5,5,499,8467,200,1162,1761,861,32,3,5,354,4373,3,6,36,32,21,8,0,8,112,1055,6723,16608,5896,514,83,48,1994,32916,30,198,248,148,11,4,3,88,732,18,34,30,16,5,0,0,30,138,1158,7328,19797,13263,6820,2469,641,2786,54266
11802,32,120,813,4849,5213,2134,591,377,14131,62,128,1023,1562,477,106,17,119,3493,10,207,806,2512,1403,221,35,232,5429,72,338,1829,4074,1880,326,49,354,8919,176,1209,2726,1120,134,22,16,377,5790,125,2453,8949,1856,69,13,14,903,14383,116,1632,4323,1015,28,28,9,435,7586,58,394,1304,437,21,0,0,89,2302,11,32,43,16,23,4,6,5,152,479,5721,17350,4448,292,72,38,1810,30214,5,133,176,88,24,5,9,36,478,10,10,22,11,8,3,4,20,87,600,6316,20186,13478,7413,2544,691,2600,53825
11901,59,339,3447,14433,11290,3817,963,2112,36466,32,213,438,1247,393,87,4,197,2598,17,429,1007,3763,3265,370,24,538,9402,45,644,1445,5009,3652,452,30,733,12007,124,845,616,252,52,9,4,262,2162,50,275,3117,564,6,0,4,395,4414,25,235,1759,291,6,0,0,293,2610,5,69,844,177,0,0,0,136,1231,7,58,231,103,64,37,12,58,570,204,1485,6563,1394,130,45,20,1130,10986,0,22,151,79,20,8,0,43,321,4,11,43,23,19,5,0,17,135,320,2510,11650,20942,15105,4322,1019,4043,59913
11902,50,234,2715,10477,5771,2039,589,1173,23047,27,89,587,436,86,22,4,117,1359,7,196,1039,1473,942,97,14,196,3957,31,280,1624,1908,1026,114,13,315,5319,84,808,7018,624,91,26,11,964,9627,33,295,3866,444,26,0,3,432,5101,23,694,2755,464,33,8,0,494,4465,0,90,120,12,0,0,0,24,250,8,23,114,68,33,21,5,14,284,144,1918,13873,1602,185,52,20,1931,19729,7,28,94,35,7,3,0,31,202,5,20,28,22,10,0,4,38,120,233,2480,18335,14045,6999,2217,628,3486,48423
11903,39,189,1983,8987,7847,3596,907,750,24293,60,170,571,1149,89,15,3,122,2168,5,243,616,1612,995,236,25,166,3902,65,414,1183,2762,1085,249,29,290,6076,78,460,1051,210,22,11,3,208,2049,23,350,3457,1056,55,0,6,323,5265,31,615,3760,950,70,5,0,351,5784,6,735,1774,535,22,0,0,165,3246,3,42,122,49,24,21,8,12,282,142,2195,10163,2805,197,42,17,1065,16620,3,33,90,46,9,0,0,28,218,0,26,20,14,0,3,0,11,80,241,2851,13442,14617,9142,3888,954,2145,47291
11904,41,202,2246,9435,6100,2293,570,863,21757,19,106,1679,1742,129,13,0,163,3847,3,60,398,1479,545,72,6,132,2702,24,164,2068,3222,668,91,13,292,6550,37,409,983,233,24,0,7,159,1852,18,366,3904,650,17,0,4,340,5305,63,1336,8226,1541,38,3,5,790,12001,42,1564,4322,866,46,0,0,489,7336,4,54,96,62,24,16,7,18,283,169,3732,17531,3346,157,24,19,1802,26775,10,138,200,71,15,6,4,90,545,7,28,44,17,14,0,3,29,145,258,4266,22101,16096,6948,2413,609,3081,55766
12001,28,90,1232,5346,4133,1501,304,333,12961,0,67,461,402,108,17,5,28,1088,3,75,562,1253,261,18,9,102,2282,5,144,1022,1652,372,36,9,129,3378,56,425,1928,764,59,9,0,187,3435,4,187,2267,808,39,0,0,128,3441,8,1252,3423,1731,73,4,0,272,6755,13,972,2411,665,10,0,0,185,4258,0,10,28,18,18,0,3,12,101,85,2851,10057,3991,204,19,9,780,17991,3,74,188,94,9,0,0,27,402,0,14,15,16,5,0,0,13,54,121,3173,12518,11098,4725,1552,322,1285,34787
12002,16,134,1525,3141,1657,328,40,170,7005,6,217,1702,1483,492,54,8,100,4070,39,259,1323,2196,773,127,20,154,4883,43,483,3026,3685,1262,176,30,259,8953,88,562,997,418,44,3,0,171,2291,131,725,1126,168,8,0,0,131,2290,138,826,1098,304,16,0,0,144,2526,13,126,146,66,0,0,0,15,365,7,15,30,6,4,4,0,3,69,368,2263,3399,966,82,9,6,464,7542,7,49,65,28,9,0,3,23,189,0,13,11,6,3,0,0,3,36,438,2926,8024,7822,3010,513,76,915,23727
12003,63,233,1805,8322,6218,2524,860,577,20610,9,149,1234,1138,246,39,14,92,2927,11,157,851,1411,754,230,100,115,3627,27,309,2088,2543,990,271,115,210,6550,196,1529,4095,686,78,33,23,457,7091,150,1382,7235,1013,59,5,5,443,10294,152,2164,6809,1417,66,37,0,792,11442,61,1268,3589,632,28,3,0,336,5924,0,26,57,13,13,4,7,14,139,552,6375,21784,3761,248,90,40,2036,34887,34,132,226,131,24,8,0,55,620,18,60,67,22,8,0,7,51,242,700,7109,25965,14788,7493,2895,1023,2933,62908
12101,22,95,1206,5811,7243,3208,605,310,18499,3,32,431,451,125,15,0,28,1083,3,142,457,1028,224,29,7,60,1956,3,171,890,1486,349,46,6,86,3039,47,461,1398,420,40,9,5,120,2496,129,899,4145,939,33,4,0,254,6403,138,1778,4097,1124,19,0,4,386,7542,224,2347,3403,1170,33,0,4,265,7444,0,16,39,27,16,9,4,11,118,535,5489,13085,3675,137,26,14,1038,24005,3,20,46,14,0,0,0,10,98,6,18,26,14,0,0,0,11,72,577,5795,15249,11002,7735,3276,623,1453,45709
12102,33,207,1169,6798,7875,2418,459,341,19306,0,93,56,119,23,7,0,15,318,9,88,304,1031,190,18,3,44,1676,9,180,360,1149,213,21,3,58,1992,7,235,392,245,23,0,5,50,954,81,276,2280,330,0,0,3,127,3099,5,704,2216,457,6,0,0,153,3538,18,485,1744,265,4,0,0,92,2606,0,24,66,7,3,7,8,11,134,102,1723,6700,1305,31,15,14,433,10331,4,11,14,10,5,0,0,3,52,0,8,6,3,0,5,0,0,27,153,2130,8251,9264,8129,2458,473,839,31706
12103,16,106,689,6203,13011,7235,1505,493,29255,0,25,61,114,11,8,3,6,217,3,38,175,960,208,26,9,31,1453,7,57,234,1075,218,34,9,42,1671,16,134,805,627,33,10,4,62,1685,43,249,802,579,23,0,5,44,1744,7,1099,3824,2083,57,4,0,228,7308,3,248,473,105,3,0,0,15,855,0,16,28,5,7,16,0,9,94,62,1755,5927,3405,128,27,10,355,11677,0,60,48,12,0,0,0,13,138,0,9,15,8,3,0,0,0,43,91,1994,6903,10702,13360,7299,1522,908,42781
12104,13,71,575,2362,2950,1421,244,178,7808,6,62,581,1000,252,33,0,45,1978,10,154,736,2098,504,65,12,105,3687,18,216,1316,3095,761,102,12,148,5668,82,899,2434,1391,121,26,5,174,5133,211,2648,5512,1546,74,4,11,344,10355,214,2236,3422,1116,33,7,5,290,7318,422,2469,3178,1125,55,6,3,417,7688,6,20,40,24,0,0,0,0,99,931,8277,14586,5205,293,38,27,1228,30586,4,42,77,43,3,0,0,19,192,5,28,40,3,7,0,6,20,113,968,8630,16594,10713,4011,1564,284,1594,44374
12201,7,42,336,1842,2525,1098,174,124,6149,57,45,174,314,140,8,0,24,759,0,83,335,885,240,37,4,45,1626,62,116,506,1196,377,49,4,70,2382,23,345,1117,511,63,11,4,84,2151,16,460,1551,579,39,5,0,115,2774,80,525,885,494,21,5,0,89,2101,17,218,564,411,5,0,0,39,1256,4,8,6,3,0,0,0,10,32,136,1550,4124,1999,136,23,12,332,8318,0,25,50,19,8,3,0,11,114,5,11,4,4,0,0,0,4,24,207,1746,5025,5058,3043,1171,190,546,16993
12202,51,305,1105,5187,6445,2399,565,480,16548,4,52,172,140,57,22,4,25,467,5,83,409,1036,171,37,9,75,1820,8,135,581,1172,225,54,7,96,2282,27,212,547,492,79,15,3,66,1445,13,268,880,225,6,0,0,101,1492,9,165,593,173,6,0,0,38,977,0,0,0,10,0,0,0,0,13,3,39,47,14,14,3,4,7,135,56,682,2072,915,101,15,9,213,4062,10,28,67,31,0,0,0,18,149,5,9,24,15,3,3,0,4,71,126,1163,3845,7321,6786,2474,584,811,23113
12203,115,472,1812,9821,12925,5398,1363,720,32632,47,292,339,180,49,11,3,68,984,22,463,823,1237,250,35,15,127,2971,64,751,1158,1418,297,46,21,195,3957,151,1055,1536,421,69,17,8,212,3466,48,1688,7075,791,35,11,4,359,10003,78,1362,3454,648,10,0,3,235,5803,4,227,329,137,0,0,0,25,717,12,81,162,63,37,19,4,20,395,291,4415,12563,2053,158,46,23,842,20387,10,38,76,24,8,0,0,31,186,3,20,29,18,3,0,0,8,97,495,5701,15644,13338,13387,5499,1413,1795,57262
12301,25,198,427,5294,12533,2634,504,598,22208,6,108,248,222,27,5,0,31,643,4,121,184,292,114,20,3,45,790,13,225,433,516,141,23,4,79,1436,0,28,119,10,12,0,0,14,184,0,0,0,0,0,0,0,0,0,0,7,17,11,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,19,11,6,8,4,4,0,57,0,52,146,28,21,5,4,14,275,13,28,22,0,0,0,0,15,81,0,7,8,8,3,0,0,4,36,49,503,1042,5849,12701,2668,513,710,24029
12302,63,333,1935,20783,16541,4059,1011,2306,47038,18,99,1671,1884,161,9,14,298,4155,22,313,1594,2178,539,58,13,530,5240,40,415,3266,4063,699,71,19,823,9391,34,157,649,156,7,3,0,107,1119,0,17,304,165,0,0,0,42,527,4,136,1115,306,0,0,0,100,1664,0,28,122,31,0,0,0,7,187,0,62,210,63,32,12,10,34,432,42,397,2396,720,44,23,12,287,3927,0,4,7,3,0,0,0,0,17,0,10,24,10,6,4,0,22,76,147,1160,7632,25582,17294,4154,1040,3447,60455
12303,27,185,849,4049,6304,1822,565,672,14472,4,46,288,162,25,4,0,32,567,0,0,15,31,9,0,0,3,65,4,47,313,194,30,3,4,39,632,0,30,47,15,7,0,0,0,102,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,10,10,4,3,6,56,0,41,73,26,18,4,3,3,167,17,43,29,9,4,0,0,18,122,0,4,13,12,10,0,0,3,40,51,317,1272,4289,6366,1835,573,731,15434
12401,56,448,3301,12229,9119,2477,500,794,28922,13,144,271,317,38,0,0,44,827,4,32,212,270,24,5,5,33,584,17,174,487,585,60,9,3,77,1414,18,226,261,60,7,4,0,43,620,4,52,114,22,0,0,4,21,219,0,19,14,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,33,50,27,18,9,0,3,143,18,327,441,110,26,9,3,76,1013,0,10,25,11,5,0,0,7,56,4,12,7,8,4,0,5,23,69,106,973,4253,12938,9216,2494,511,978,31473
12402,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,8
12403,59,353,1765,16334,18107,4359,1096,1730,43802,21,157,514,1177,156,25,9,180,2243,5,234,859,2659,557,40,4,362,4720,28,390,1375,3832,710,68,15,543,6966,48,274,959,118,14,0,0,145,1566,4,85,966,139,5,0,0,125,1319,21,285,1582,170,0,0,3,281,2341,0,238,552,43,0,0,0,47,884,0,31,77,37,18,5,8,8,190,80,911,4136,503,38,8,10,615,6299,10,41,67,19,6,0,0,10,154,3,17,20,19,12,3,4,14,90,173,1716,7362,20714,18871,4440,1124,2915,57311
12404,30,106,785,4656,3547,931,295,489,10846,13,118,596,805,66,8,5,105,1717,0,55,89,313,63,3,0,35,553,13,177,687,1119,125,9,5,143,2272,0,64,210,28,5,0,0,34,342,8,14,75,11,0,0,0,8,112,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,9,8,6,0,0,0,38,8,82,309,49,9,0,0,50,515,0,0,14,6,5,0,0,7,40,0,0,17,10,8,3,0,5,46,53,368,1813,5839,3697,949,305,688,13719
12405,26,163,1020,7858,4542,1141,287,1067,16104,7,58,217,291,49,3,6,67,702,3,24,171,1161,382,12,0,177,1938,14,81,386,1451,435,21,8,245,2635,6,51,196,32,9,0,0,48,345,10,18,253,27,0,0,0,53,370,0,24,211,4,0,0,0,37,273,0,0,0,0,0,0,0,0,0,0,10,40,28,24,6,0,10,114,14,106,701,98,29,4,0,152,1104,0,0,9,7,0,0,0,0,24,0,4,3,6,4,0,0,8,26,52,360,2123,9422,5010,1165,294,1474,19895
