SA3_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
30101,0,0,0,0,2492,2492,22,0,0,0,2108,2137,1120,61,62,0,2692,3938,2747,163,272,8,1394,4576,3036,236,570,24,878,4731,3147,194,622,74,436,4473,2755,114,537,154,197,3747,1280,35,197,209,50,1772,274,0,38,187,11,515,13,0,5,0,12,25,14397,802,2295,663,10255,28408,0,0,0,5,2252,2255,53,4,0,0,1761,1816,1616,98,94,14,2334,4157,3078,252,390,17,1232,4970,3216,308,748,80,835,5181,3209,225,1005,217,409,5065,2479,136,823,532,150,4116,891,40,316,705,55,2005,124,4,56,641,12,838,12,3,9,6,9,35,14670,1070,3441,2224,9041,30437,0,0,0,5,4741,4749,79,4,0,0,3868,3951,2737,160,156,16,5029,8095,5821,412,670,30,2620,9545,6246,541,1316,101,1708,9916,6355,418,1630,293,847,9540,5231,249,1359,687,339,7858,2174,80,509,917,101,3777,406,6,89,825,22,1350,25,3,7,8,21,61,29065,1870,5729,2879,19297,58848
30102,0,3,0,4,3081,3089,36,0,0,0,2410,2454,1385,68,55,5,2606,4117,3152,193,321,5,1386,5061,3861,269,740,26,1043,5937,4160,279,964,86,640,6129,3890,217,788,242,320,5451,2364,88,357,337,109,3250,586,17,79,291,31,1000,25,0,3,3,14,51,19461,1134,3311,1003,11635,36535,3,0,0,0,2847,2851,74,4,0,0,2103,2177,1843,130,100,7,2362,4447,3600,286,531,34,1284,5740,4266,435,1052,110,957,6829,4177,343,1347,295,534,6690,3705,220,1094,787,258,6060,1774,62,496,1243,82,3649,302,10,114,1103,32,1559,24,6,5,10,18,62,19765,1496,4740,3586,10480,40064,0,3,0,3,5930,5941,111,5,0,0,4514,4629,3223,194,160,13,4970,8564,6755,484,853,42,2668,10807,8128,702,1793,142,2000,12759,8339,620,2307,379,1175,12821,7588,433,1884,1026,574,11514,4136,146,852,1576,186,6893,887,34,193,1394,60,2566,50,5,6,12,32,106,39225,2628,8049,4590,22109,76598
30103,0,0,0,0,2242,2241,27,0,0,0,1901,1922,1228,52,80,6,2684,4044,3177,188,291,15,1448,5120,3345,266,603,18,1005,5241,2582,186,671,61,572,4072,1905,117,502,128,232,2892,1050,43,182,188,76,1535,274,11,40,169,23,515,16,0,0,3,17,37,13606,868,2374,584,10192,27624,0,0,0,0,2041,2043,60,7,0,0,1734,1803,1644,81,105,3,2519,4351,3626,242,471,30,1360,5730,3371,305,880,78,967,5597,2477,213,906,215,515,4329,1744,133,723,461,204,3266,800,37,336,688,78,1934,154,3,88,624,43,915,19,0,6,10,20,53,13898,1025,3513,2115,9470,30018,0,0,0,0,4280,4287,87,8,0,0,3632,3735,2874,131,182,5,5198,8401,6802,432,765,39,2805,10848,6715,566,1482,104,1972,10839,5060,400,1578,272,1087,8394,3649,248,1223,592,440,6157,1848,84,519,878,147,3476,426,17,132,796,61,1433,37,0,8,13,33,94,27496,1891,5887,2702,19670,57646
30201,0,0,0,0,1364,1365,20,0,0,0,1427,1445,904,39,46,4,1917,2909,2220,110,182,3,773,3279,2023,133,265,18,436,2868,1716,85,269,34,228,2330,1452,61,191,71,86,1854,804,20,92,119,31,1066,246,4,13,119,22,407,21,0,0,7,9,35,9409,449,1055,370,6284,17567,0,0,0,0,1352,1354,47,0,3,4,1386,1442,1290,60,70,0,1703,3123,2393,140,259,20,703,3511,2096,161,422,39,465,3181,1688,112,482,119,204,2594,1287,61,320,235,118,2026,651,32,144,455,63,1341,115,3,39,499,42,700,16,0,3,4,7,31,9585,571,1733,1372,6041,19304,0,0,0,0,2722,2722,69,0,3,4,2811,2885,2200,100,114,9,3621,6035,4610,251,445,17,1471,6789,4121,292,679,58,895,6050,3398,196,746,154,437,4930,2737,127,513,303,199,3879,1459,52,235,574,97,2410,357,10,51,619,63,1105,45,0,4,9,12,65,18987,1019,2788,1746,12328,36866
30202,0,0,0,0,2040,2039,28,3,0,0,2284,2324,1553,67,90,0,4059,5775,3222,169,294,9,1736,5441,2855,252,512,19,1053,4690,2082,196,600,45,735,3660,1620,115,448,107,331,2621,1137,49,189,184,124,1683,473,7,39,267,32,819,31,0,5,4,14,59,13007,865,2184,636,12413,29105,7,0,0,0,1999,2007,79,9,0,0,2443,2528,2127,121,135,4,3837,6218,3401,241,460,23,1493,5607,2784,273,797,59,1021,4935,2041,186,898,182,610,3913,1459,130,736,434,364,3123,971,31,324,888,143,2357,257,8,100,1056,101,1526,30,4,7,21,23,80,13151,1000,3448,2667,12027,32298,7,0,0,0,4038,4047,112,10,0,0,4725,4854,3684,186,224,4,7895,11993,6626,409,753,30,3227,11053,5636,525,1307,84,2076,9621,4122,383,1499,229,1343,7574,3073,245,1183,537,703,5748,2107,79,516,1072,264,4037,733,16,141,1316,134,2343,61,5,11,24,45,142,26161,1863,5630,3305,24446,61401
30203,0,0,0,0,1155,1157,31,4,3,0,1375,1407,1082,48,60,3,2861,4054,2045,97,208,3,1290,3639,1464,138,353,20,789,2767,1227,117,412,30,459,2246,875,85,302,62,231,1554,457,31,87,88,80,735,143,9,25,80,28,274,40,0,8,5,17,65,7354,524,1455,282,8279,17898,0,0,0,0,984,986,96,6,0,0,1382,1484,1401,74,80,0,2633,4191,2006,150,277,12,1063,3512,1424,160,459,43,662,2746,1176,132,516,109,350,2289,736,73,384,261,187,1644,347,25,159,332,100,967,64,0,36,324,88,510,30,0,4,3,16,48,7287,628,1910,1091,7464,18380,0,0,0,0,2136,2141,125,11,3,0,2753,2897,2484,126,138,7,5494,8246,4048,245,484,16,2356,7149,2891,297,807,64,1459,5516,2407,250,927,143,808,4537,1617,156,688,325,417,3201,808,52,242,419,182,1704,210,11,56,399,113,779,64,0,11,7,31,117,14643,1151,3366,1369,15750,36281
30204,0,0,0,0,1706,1715,37,0,0,0,1703,1744,1363,67,60,0,2447,3932,2651,164,242,10,1246,4314,2290,195,445,25,926,3877,1903,166,535,42,549,3197,1607,119,433,145,250,2553,925,51,194,178,94,1447,263,8,40,178,24,515,24,6,0,4,4,39,11065,774,1955,585,8959,23333,6,0,0,0,1589,1594,96,7,0,0,1516,1619,1841,101,113,4,2209,4267,2785,228,367,19,1264,4675,2340,221,664,71,907,4204,1871,227,859,172,476,3609,1452,135,713,470,216,2982,734,35,316,765,91,1946,157,3,81,676,40,956,27,0,3,6,9,44,11312,957,3124,2191,8319,25896,3,0,0,0,3297,3309,128,7,9,0,3215,3362,3201,168,169,4,4652,8206,5434,394,615,30,2508,8982,4628,415,1109,95,1833,8084,3782,397,1392,213,1031,6813,3055,247,1146,613,466,5531,1665,83,513,944,188,3396,423,20,120,857,64,1472,46,0,7,12,19,82,22370,1730,5077,2771,17273,49230
30301,3,0,0,0,1591,1590,30,0,0,0,1705,1741,1022,29,45,0,2589,3683,2600,80,184,8,1056,3924,2468,122,341,8,555,3501,1957,110,334,22,339,2756,1437,64,245,77,160,1984,802,29,95,98,48,1071,212,5,20,118,14,371,20,0,0,0,8,25,10556,434,1271,340,8064,20665,0,0,0,0,1521,1519,53,0,3,3,1758,1821,1388,73,59,4,2410,3944,2830,141,341,17,1037,4364,2532,183,510,37,658,3922,1949,137,544,138,377,3152,1299,91,471,296,191,2356,594,21,176,515,76,1390,110,0,42,520,22,695,11,0,4,15,5,34,10788,656,2157,1545,8064,23204,4,0,0,0,3111,3121,89,8,3,3,3467,3565,2417,98,110,4,5000,7626,5432,215,527,21,2089,8287,5004,303,856,48,1221,7427,3912,242,877,165,715,5906,2737,161,712,375,356,4341,1397,52,278,620,127,2470,320,12,59,636,33,1069,34,3,8,13,9,65,21344,1085,3421,1886,16128,43873
30302,0,0,0,0,1988,1988,59,8,0,4,3770,3837,1718,84,101,3,6374,8282,3209,164,335,5,2360,6074,2717,235,551,35,1317,4845,2112,166,587,55,790,3714,1437,118,466,96,390,2506,857,47,191,155,127,1374,285,8,42,160,50,551,22,3,3,0,56,85,12406,831,2289,517,17223,33258,5,0,0,0,1969,1975,157,13,0,3,4177,4346,2264,140,178,10,5966,8563,3274,238,454,25,2112,6107,2726,252,719,65,1103,4866,1933,164,820,158,668,3744,1234,107,648,368,322,2676,617,36,300,620,150,1723,144,8,85,723,65,1030,17,0,8,4,51,80,12364,966,3209,1980,16580,35095,5,0,0,0,3950,3960,209,15,3,3,7952,8180,3978,229,282,13,12340,16843,6483,402,794,28,4473,12178,5439,483,1266,94,2420,9710,4043,334,1406,213,1459,7455,2671,230,1115,465,712,5183,1472,84,491,778,274,3101,432,18,125,891,117,1576,34,4,8,8,107,162,24768,1795,5496,2493,33804,68355
30303,0,0,0,0,2578,2577,59,7,0,4,2960,3026,1888,63,110,4,3951,6014,4127,161,260,14,1368,5933,3467,186,450,14,793,4902,2540,142,444,42,468,3633,1985,91,313,106,187,2680,1241,57,135,186,60,1680,364,7,29,162,13,577,66,4,6,0,38,113,15738,716,1743,533,12422,31143,3,0,0,0,2556,2561,118,7,3,0,2691,2820,2476,128,138,4,3362,6103,4500,249,444,28,1178,6391,3436,246,670,66,715,5138,2521,180,687,172,377,3930,1874,103,495,436,199,3107,907,37,228,732,76,1990,188,9,68,623,31,916,79,0,4,15,39,141,16109,961,2733,2073,11220,33091,4,0,0,0,5136,5138,179,11,4,4,5652,5846,4364,186,249,3,7311,12123,8626,407,704,39,2546,12328,6903,438,1116,80,1508,10044,5060,317,1138,208,846,7568,3860,197,806,543,387,5786,2148,95,359,918,138,3668,552,18,96,782,41,1492,152,8,9,15,78,259,31847,1673,4474,2604,23635,64240
30304,0,0,0,0,1133,1135,39,0,0,0,1510,1544,963,44,47,0,2385,3440,1960,78,156,6,888,3083,1563,108,273,8,610,2567,1156,92,279,28,368,1924,787,62,186,35,179,1250,512,30,74,98,40,753,168,5,9,81,11,275,15,0,5,0,21,44,7163,413,1029,257,7150,16018,0,0,0,0,1075,1076,64,3,0,0,1358,1430,1201,58,66,3,1814,3149,2093,125,177,16,773,3179,1493,152,347,39,524,2558,1087,76,389,90,334,1976,762,47,291,184,163,1443,396,15,126,373,53,960,85,0,26,379,17,505,19,0,5,12,21,58,7207,476,1427,1098,6130,16341,0,0,0,0,2209,2215,106,3,0,0,2871,2976,2168,97,114,3,4202,6585,4054,200,331,25,1658,6266,3060,264,620,51,1131,5128,2244,168,668,120,702,3898,1549,104,477,218,338,2692,904,45,202,469,93,1717,256,6,32,460,28,781,37,0,10,15,43,102,14371,893,2456,1360,13276,32359
30305,3,0,0,0,2059,2061,68,3,5,0,2053,2121,2042,65,88,8,2884,5085,4074,178,277,8,1076,5610,2794,159,336,11,549,3852,2290,142,349,36,271,3095,1744,80,279,76,101,2281,757,33,93,94,29,1013,157,8,15,104,13,299,69,0,6,8,12,87,14000,669,1443,347,9039,25498,6,0,0,0,1951,1956,146,12,5,0,1784,1947,2747,119,150,4,2433,5459,4162,237,406,30,1074,5919,2765,221,545,102,535,4165,2243,189,557,213,237,3439,1541,80,396,372,101,2490,497,22,122,421,31,1097,77,3,28,406,12,526,65,8,4,19,26,118,14263,896,2221,1563,8185,27120,6,0,0,5,4004,4013,212,11,6,0,3839,4070,4792,186,239,14,5320,10551,8240,414,680,34,2155,11521,5558,383,881,110,1082,8014,4536,326,909,249,511,6533,3283,168,677,445,196,4774,1251,56,216,520,63,2108,236,13,45,506,19,827,134,6,13,26,32,203,28255,1563,3662,1913,17220,52614
30306,5,0,0,0,1383,1388,57,6,3,0,1929,1991,1448,59,94,0,2752,4351,2562,118,210,7,946,3839,1887,100,220,7,475,2694,1778,111,284,30,263,2468,1569,74,234,68,92,2036,809,23,93,118,31,1079,173,5,21,97,11,310,44,3,3,0,36,81,10326,502,1160,341,7910,20241,0,0,0,0,1379,1381,125,5,3,0,1562,1694,1859,83,128,0,2026,4090,2624,165,276,20,740,3829,1922,157,382,56,388,2902,1830,109,441,140,187,2712,1391,71,346,293,88,2187,581,8,127,405,31,1147,99,3,22,394,12,530,44,0,3,13,27,90,10479,604,1732,1322,6430,20564,8,0,0,0,2761,2766,179,12,6,0,3486,3686,3304,144,217,6,4775,8444,5185,280,486,27,1690,7667,3807,261,602,69,856,5599,3614,226,720,175,454,5185,2964,141,573,363,185,4221,1392,34,214,524,58,2223,266,12,46,493,20,841,87,3,9,15,59,173,20805,1105,2890,1656,14345,40799
30401,0,0,0,0,1117,1113,10,0,0,0,814,827,524,19,31,0,1038,1613,1626,61,96,4,471,2263,1576,77,181,13,298,2142,1506,65,215,21,137,1941,1331,32,150,53,72,1628,676,19,67,63,19,847,148,0,18,75,5,246,8,0,0,3,13,24,7403,274,760,226,3981,12645,0,0,0,0,1014,1014,24,0,0,0,769,793,735,28,40,0,919,1728,1815,82,149,7,399,2452,1679,107,288,32,296,2406,1484,81,342,79,147,2129,1216,61,266,188,78,1805,459,18,139,274,29,919,89,0,31,335,14,467,8,0,4,5,3,26,7509,377,1259,925,3659,13735,0,0,0,0,2126,2127,38,3,0,0,1582,1619,1260,52,66,0,1964,3341,3442,144,241,13,869,4712,3254,182,470,42,592,4542,2989,143,553,101,280,4071,2549,89,411,243,147,3437,1126,38,208,341,52,1758,233,3,49,411,18,710,23,0,7,4,11,53,14915,654,2017,1151,7644,26382
30402,0,0,0,0,1945,1945,10,0,0,0,1304,1320,506,11,10,0,1016,1542,2264,68,103,10,531,2982,2925,115,246,10,326,3621,2151,69,220,31,212,2676,1738,33,166,47,83,2067,1062,22,87,109,23,1309,275,6,17,149,12,455,37,0,3,5,18,57,10962,331,847,359,5465,17960,0,0,0,0,1642,1639,18,0,0,0,1072,1095,744,36,34,0,904,1725,2708,108,201,12,478,3509,3006,146,407,35,345,3933,2103,90,351,97,181,2817,1628,41,324,239,99,2334,834,18,160,425,38,1477,142,0,56,472,25,701,31,6,0,4,10,53,11218,438,1538,1287,4799,19276,0,0,0,0,3587,3586,26,0,0,0,2386,2407,1246,48,44,0,1925,3264,4972,176,309,23,1012,6491,5931,253,650,47,664,7551,4249,157,566,127,393,5493,3368,71,492,279,185,4404,1898,46,245,528,62,2782,422,8,73,622,36,1151,70,6,3,11,25,108,22186,767,2384,1642,10262,37237
30403,4,0,0,0,2414,2414,31,4,0,0,3258,3291,950,30,33,0,2941,3955,2405,86,129,0,912,3542,2190,128,236,9,473,3031,1545,85,265,21,289,2209,1267,52,214,52,168,1758,801,22,83,85,65,1049,191,3,15,105,6,331,44,0,3,0,36,84,9435,413,983,288,10569,21678,4,0,0,0,2541,2545,49,3,3,0,3118,3174,1249,45,65,3,2539,3902,2651,141,232,10,815,3850,2221,187,410,36,513,3370,1479,112,438,95,260,2384,1269,64,413,257,159,2162,575,25,195,378,66,1237,99,3,20,422,26,570,52,3,9,6,52,115,9644,583,1787,1209,10084,23307,5,0,0,0,4948,4960,76,0,0,0,6383,6465,2200,77,93,9,5478,7856,5056,231,355,14,1732,7395,4406,316,648,45,991,6403,3026,199,700,119,546,4589,2540,118,632,306,327,3923,1380,43,277,466,126,2289,293,7,38,531,33,898,95,3,8,7,87,202,19075,992,2766,1494,20660,44983
30404,0,0,0,0,1965,1966,20,0,0,0,1717,1739,913,40,45,0,2136,3138,2547,115,220,7,925,3819,2591,162,371,13,617,3757,1661,74,320,33,315,2398,1415,58,241,53,141,1916,861,21,86,127,55,1151,224,3,18,128,16,390,22,0,0,4,8,34,10255,484,1308,365,7895,20311,0,0,0,0,1771,1769,37,3,0,0,1401,1440,1278,44,77,5,1931,3335,2837,189,303,18,911,4254,2543,210,582,49,632,4018,1658,119,547,102,322,2752,1337,61,456,284,153,2303,645,27,212,474,60,1422,118,5,43,568,34,765,16,4,4,9,0,31,10475,668,2225,1507,7227,22086,0,0,0,0,3732,3731,62,3,4,3,3117,3184,2188,86,122,3,4068,6471,5381,306,526,20,1836,8071,5130,374,954,69,1251,7772,3322,196,867,133,641,5158,2755,122,701,343,297,4215,1511,48,304,598,116,2574,342,13,53,696,50,1152,37,4,0,7,11,65,20731,1152,3535,1867,15119,42398
30501,5,0,4,0,2102,2110,68,7,0,0,5251,5327,1930,137,163,7,10855,13097,3028,310,570,15,4017,7943,2631,391,856,19,1803,5694,2263,255,856,56,984,4423,1617,123,530,113,450,2831,816,42,191,116,190,1357,223,12,25,120,42,424,239,14,32,5,325,619,12827,1292,3221,466,26020,43826,0,0,0,0,2249,2253,130,14,4,8,5912,6061,2482,177,240,9,9936,12832,2879,298,675,24,3034,6909,2478,328,969,80,1325,5177,2083,197,911,191,693,4077,1435,90,654,358,263,2801,551,34,232,447,92,1358,97,6,46,447,37,626,160,9,22,19,216,423,12288,1153,3751,1579,23753,42517,3,0,4,0,4351,4359,192,18,4,4,11164,11392,4414,309,399,20,20788,25926,5902,610,1248,49,7049,14851,5110,720,1825,98,3123,10874,4345,458,1766,246,1680,8499,3055,213,1188,471,711,5630,1373,78,423,566,280,2714,318,17,70,567,81,1049,402,29,57,21,539,1047,25117,2443,6974,2045,49773,86345
30502,0,0,0,0,1264,1271,24,0,0,0,1563,1590,742,39,43,5,2836,3669,2008,92,223,7,1268,3590,1926,153,366,12,615,3068,1378,86,338,30,343,2179,793,42,208,49,176,1272,319,16,89,65,49,533,102,3,9,62,13,197,24,6,6,0,14,46,7313,451,1280,227,8147,17415,0,0,0,0,1197,1199,31,5,0,0,1723,1755,1069,68,66,4,2810,4020,2156,146,302,7,1200,3804,1912,166,506,34,630,3255,1286,105,486,96,284,2260,672,52,333,180,125,1367,248,22,140,199,33,640,33,0,29,230,17,311,21,0,0,0,18,37,7427,568,1860,753,8042,18656,0,0,0,0,2463,2466,53,6,0,0,3286,3347,1813,106,109,7,5647,7689,4163,241,521,11,2464,7397,3830,326,872,47,1250,6328,2671,194,828,120,625,4443,1462,93,540,238,306,2636,569,38,229,265,81,1176,134,8,40,293,27,506,46,4,6,0,33,82,14742,1021,3134,985,16184,36065
30503,0,0,0,3,2490,2500,81,10,5,5,4382,4476,2090,111,153,9,8643,11005,3782,251,505,9,3290,7835,3652,332,793,29,1685,6492,2805,236,842,72,906,4856,1822,126,575,110,450,3083,1006,49,198,155,170,1579,260,13,38,150,37,495,89,5,3,4,101,197,15585,1129,3118,542,22151,42522,0,0,0,0,2734,2740,189,12,3,0,5153,5356,2646,176,252,14,8006,11093,3979,284,637,28,2665,7590,3734,373,1040,72,1472,6691,2588,250,1063,188,733,4819,1590,118,723,393,354,3183,728,43,305,644,143,1863,140,5,70,639,50,904,53,0,12,13,70,149,15649,1261,4103,1985,21383,44387,0,0,0,0,5229,5239,265,19,10,4,9538,9830,4740,286,406,23,16647,22096,7757,535,1144,36,5954,15431,7387,705,1835,103,3160,13186,5397,491,1906,254,1638,9678,3417,247,1299,498,801,6263,1743,82,506,798,317,3444,396,19,105,794,89,1398,142,5,16,16,169,342,31236,2396,7219,2525,43536,86906
30504,0,0,0,0,2049,2053,32,0,4,0,3023,3059,872,50,57,0,4139,5121,2400,101,201,10,1374,4077,2760,194,404,20,795,4173,1857,117,363,25,440,2806,1301,58,236,47,235,1876,617,17,89,91,102,914,128,0,14,105,29,275,44,4,8,0,35,96,10008,542,1371,303,12222,24446,0,0,0,0,1994,1994,50,3,5,0,3241,3290,1149,55,75,4,3899,5188,2689,154,263,17,1234,4349,2768,169,501,48,709,4203,1798,97,568,92,413,2966,1131,54,450,216,198,2046,440,20,172,309,99,1041,65,0,36,309,33,443,30,0,5,0,26,67,10122,557,2078,988,11848,25599,0,0,0,0,4047,4051,76,6,3,0,6259,6355,2019,106,129,6,8048,10308,5090,255,457,24,2603,8427,5528,364,909,66,1510,8375,3655,219,925,114,856,5769,2426,113,689,270,430,3920,1056,33,267,395,198,1958,194,3,51,407,63,725,73,4,19,4,68,163,20130,1097,3453,1293,24077,50047
30601,0,3,0,0,1834,1836,14,0,0,0,1290,1303,703,44,36,7,2011,2798,2026,127,238,3,1299,3695,2411,183,494,20,960,4071,2393,195,631,47,622,3889,2074,121,528,133,295,3154,981,45,181,149,86,1438,179,12,23,97,15,320,37,3,10,0,39,93,10821,729,2147,455,8446,22601,0,0,0,0,1816,1819,23,6,0,0,1294,1318,1060,74,84,0,2166,3383,2436,210,385,35,1309,4372,2593,301,758,60,961,4682,2338,216,843,199,523,4120,1788,107,633,373,201,3102,644,26,208,438,43,1364,92,9,26,270,0,401,46,0,5,11,25,87,11022,948,2936,1392,8338,24643,0,6,0,0,3644,3650,35,4,0,0,2582,2626,1759,118,119,8,4179,6177,4463,337,622,40,2611,8073,5007,479,1255,91,1922,8751,4737,408,1473,246,1146,8004,3860,231,1161,505,495,6252,1623,72,390,586,130,2800,270,14,52,365,20,724,81,3,18,14,65,175,21842,1675,5087,1849,16783,47240
30602,3,0,0,0,3324,3331,92,9,0,0,3235,3337,1660,114,122,11,5874,7784,3026,321,435,18,3129,6930,3553,416,953,45,2351,7319,3333,355,1179,132,1568,6573,2946,283,1012,251,799,5284,1551,94,406,287,224,2559,353,22,63,227,39,717,100,7,20,0,291,420,16608,1622,4197,979,20841,44245,3,3,0,0,3173,3180,138,12,4,4,3196,3356,2187,212,184,25,5696,8311,3588,413,668,49,2945,7658,3651,475,1226,191,1977,7514,3250,396,1483,404,1114,6652,2590,252,1121,810,398,5173,1054,77,411,1010,112,2668,177,8,79,780,25,1072,55,8,10,11,221,312,16704,1858,5177,3291,18872,45904,8,3,0,4,6495,6515,225,23,3,10,6434,6697,3852,323,310,37,11578,16097,6616,729,1104,66,6073,14585,7196,889,2179,239,4336,14833,6588,753,2661,540,2678,13220,5533,535,2129,1062,1195,10456,2608,170,815,1299,339,5224,530,34,146,1007,69,1784,154,13,29,19,518,726,33315,3479,9373,4266,39711,90146
30603,4,0,0,0,1037,1040,13,0,0,0,877,885,497,21,27,4,1448,2001,921,55,93,6,781,1852,1111,130,213,19,734,2206,1642,159,501,64,648,3019,1946,138,540,126,278,3028,920,39,186,141,102,1382,211,3,38,98,19,365,95,4,0,0,187,293,7368,545,1598,459,6094,16069,3,0,0,0,943,949,42,0,0,0,686,727,671,47,33,3,1288,2037,1038,103,109,13,739,1997,1241,118,292,56,616,2323,1832,142,477,143,417,3009,1703,86,406,333,149,2681,661,16,118,423,33,1245,76,3,17,359,10,458,41,3,6,0,53,106,7316,512,1469,1331,4916,15534,10,0,6,0,1974,1989,54,0,0,0,1557,1612,1172,65,61,3,2731,4037,1957,153,203,19,1513,3848,2357,247,511,70,1345,4526,3476,296,982,213,1062,6025,3654,226,947,460,426,5708,1583,51,304,565,127,2630,285,8,51,454,31,829,137,8,3,5,243,395,14679,1056,3065,1786,11013,31604
