SA3_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
12201,157,48,67,0,0,271,18,9,20,0,0,40,23,0,15,0,0,38,26,13,21,0,0,63,22,4,27,0,0,58,83,22,70,3,0,179,66,32,76,0,0,170,170,60,188,3,0,422,130,64,171,0,0,363,276,108,243,7,0,636,1372,326,422,6,0,2123,178,48,82,0,0,307,2516,740,1402,18,5,4678
12202,371,21,43,3,0,442,79,10,8,0,0,88,60,6,10,0,0,71,85,12,16,0,0,120,115,18,25,0,0,154,329,38,63,5,0,427,284,41,76,3,0,414,620,78,163,5,0,863,530,66,136,3,0,726,1170,98,194,4,4,1467,2550,150,104,5,3,2811,515,52,45,0,0,618,6703,592,878,19,13,8208
12203,655,40,185,0,0,884,150,11,52,0,0,215,123,10,60,0,0,195,170,22,80,0,0,262,250,17,121,3,0,388,645,33,367,0,0,1047,683,46,478,4,0,1206,1296,92,1031,0,3,2422,1210,79,918,3,0,2209,2549,166,957,7,0,3684,5691,205,571,0,3,6471,898,42,289,0,5,1229,14306,767,5099,23,14,20216
12301,318,12,3,0,0,338,118,7,0,0,0,128,96,6,0,0,0,103,158,7,4,0,0,166,273,5,0,0,0,280,814,39,9,0,0,855,1120,67,8,0,0,1193,2672,86,13,0,0,2775,2534,49,4,0,0,2591,2063,19,8,0,0,2086,1013,3,4,0,0,1020,659,16,9,0,0,678,11835,320,55,0,5,12215
12302,781,87,21,0,0,894,234,22,4,0,0,266,217,40,11,0,0,273,413,71,20,0,0,504,555,84,25,0,0,667,1882,339,113,0,3,2342,2512,520,163,0,0,3193,5043,637,174,0,10,5857,3532,210,47,0,0,3799,2360,107,32,0,0,2497,1148,57,28,0,0,1237,1345,124,54,0,3,1523,20016,2315,699,0,19,23051
12303,226,0,4,0,0,233,79,0,0,0,0,87,63,3,0,0,0,66,124,3,0,0,0,132,148,3,0,0,0,150,538,10,3,0,4,555,734,24,3,0,0,758,1523,11,3,0,0,1544,1267,10,3,0,4,1278,1102,0,5,0,0,1104,729,0,0,0,0,731,417,4,4,0,0,427,6950,76,23,6,6,7065
12401,559,15,8,0,0,584,216,5,4,0,0,228,158,4,5,0,0,166,326,11,5,0,0,342,398,4,5,0,0,410,1183,18,21,0,0,1224,1589,36,13,0,0,1633,2789,33,14,3,0,2836,1769,15,7,0,0,1790,1416,10,8,0,0,1433,712,8,3,0,3,725,525,14,6,0,0,550,11636,177,93,4,6,11923
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,661,63,33,0,0,755,198,22,15,0,0,229,174,19,9,0,0,204,351,39,24,0,0,410,442,61,39,0,0,540,1455,217,190,0,0,1861,2154,350,343,0,4,2852,4532,550,236,0,0,5320,3893,210,78,0,0,4187,3039,106,32,0,0,3178,1506,42,14,0,0,1576,1148,80,40,0,0,1272,19564,1760,1042,8,16,22377
12404,176,22,0,0,0,194,39,6,4,0,0,49,45,10,3,0,0,58,93,12,0,0,0,105,90,24,5,0,0,127,357,61,15,0,0,436,461,110,23,0,0,589,902,137,4,0,0,1043,671,46,0,0,0,722,571,24,3,0,0,598,333,5,3,0,0,349,253,24,5,0,0,284,4001,483,62,0,6,4548
12405,237,19,8,0,0,264,94,3,0,0,0,101,72,9,0,0,0,82,116,13,3,0,0,136,223,17,12,0,0,256,617,92,20,0,0,732,860,178,43,0,0,1084,1495,345,20,0,0,1861,974,96,11,0,0,1074,658,48,8,0,0,715,258,21,5,0,0,281,421,56,9,0,0,480,6029,896,140,0,6,7067
12501,268,63,172,3,0,511,66,15,33,0,0,112,45,9,39,0,0,100,64,12,70,0,0,150,110,21,106,0,0,233,274,85,330,0,0,690,269,104,643,0,3,1018,554,227,1541,4,3,2324,387,209,999,0,8,1598,568,208,542,4,5,1326,500,100,277,0,0,874,318,74,292,0,0,684,3428,1127,5034,10,26,9628
12502,336,87,34,0,0,458,53,15,6,0,0,77,55,23,10,0,0,90,61,31,17,0,0,115,132,46,20,0,0,195,296,131,68,0,0,495,314,160,143,0,0,626,656,373,427,0,0,1451,514,347,291,0,0,1156,993,415,135,0,0,1551,1382,255,70,0,0,1704,371,115,71,0,0,562,5176,1997,1298,3,5,8481
12503,568,91,83,0,0,735,119,20,20,0,0,163,126,16,29,0,0,178,203,37,47,0,0,292,276,57,78,4,0,416,824,186,322,5,4,1334,1043,234,504,4,4,1788,1905,564,598,8,4,3086,1564,390,187,7,6,2148,1800,298,92,5,5,2200,1033,140,51,0,0,1232,946,190,152,0,0,1291,10407,2226,2171,30,14,14855
12504,389,82,204,0,0,676,100,35,48,0,0,177,73,23,53,0,0,157,121,36,75,0,0,233,167,43,130,0,0,344,506,176,484,3,0,1169,631,247,921,4,3,1805,1101,611,1817,11,4,3553,1011,496,746,3,4,2256,1517,338,358,6,0,2216,1267,171,198,0,0,1643,511,176,317,3,0,1010,7397,2443,5348,27,19,15233
12601,348,34,50,0,0,433,55,13,4,0,0,69,37,3,4,0,0,47,63,7,19,0,0,88,78,11,22,0,0,110,194,31,65,0,0,295,237,34,106,0,0,382,450,59,315,0,0,826,398,54,279,0,3,736,702,93,229,0,3,1030,1547,91,98,0,0,1741,332,21,77,0,3,434,4442,448,1282,0,12,6182
12602,601,137,224,3,0,970,85,32,50,0,0,163,90,14,35,0,0,147,130,31,75,0,0,238,161,45,118,0,0,324,456,131,364,0,4,951,396,153,553,0,0,1099,911,370,1428,4,0,2711,695,320,999,0,0,2013,1290,466,786,3,0,2553,3272,536,389,0,3,4202,717,146,291,0,0,1149,8812,2375,5307,16,4,16514
12701,620,27,9,0,4,655,172,3,0,0,0,178,137,17,4,0,0,157,230,10,0,0,0,239,347,27,0,0,0,373,1085,75,12,0,0,1172,1472,129,14,0,9,1617,3712,295,15,0,19,4039,3969,194,11,0,25,4199,3484,113,9,0,7,3616,1521,44,9,0,3,1573,1195,69,7,0,0,1270,17936,997,93,3,69,19092
12702,867,96,80,0,0,1040,223,37,32,0,0,291,205,22,20,0,0,253,306,55,52,0,0,416,455,54,69,0,0,573,1306,208,267,0,4,1777,1406,285,242,0,0,1928,2448,445,187,0,5,3081,1647,220,53,0,0,1925,1735,125,42,0,3,1903,918,55,35,0,0,1013,1066,122,77,0,3,1276,12579,1728,1150,8,25,15479
12703,524,67,65,0,0,663,133,20,29,0,0,183,121,22,27,0,0,172,196,36,57,0,0,288,282,45,80,0,0,404,859,161,309,0,0,1326,1123,229,427,0,0,1777,2392,506,451,0,5,3351,2028,288,124,0,6,2448,2283,144,84,0,5,2514,1118,58,53,0,0,1234,864,97,127,0,0,1088,11929,1664,1827,3,18,15436
12801,481,91,110,0,0,688,125,23,37,0,0,180,85,20,42,0,0,150,123,42,54,0,0,229,175,49,96,0,0,322,508,118,275,0,0,901,537,155,412,3,0,1106,1105,311,813,0,3,2235,1009,316,608,5,5,1943,1879,466,430,0,3,2788,3242,382,239,3,0,3870,702,128,179,3,0,1010,9977,2103,3304,17,15,15420
12802,480,61,72,0,0,615,140,21,16,0,0,174,129,21,26,0,0,169,192,24,29,3,0,251,272,26,55,0,0,349,780,110,137,0,0,1029,909,148,275,0,0,1328,1914,334,695,0,0,2950,1839,302,399,0,0,2539,3187,417,213,0,0,3814,2463,213,92,0,0,2762,684,82,89,0,0,861,12979,1751,2097,7,4,16841
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,580,40,5,0,0,618,365,33,3,0,0,399,298,30,4,0,0,327,667,73,8,6,0,754,992,95,22,0,0,1109,3119,246,33,3,4,3409,3291,110,7,3,8,3427,2600,77,3,4,5,2695,819,23,0,3,4,849,580,20,4,0,0,601,354,11,3,0,0,366,710,35,3,0,0,754,14374,802,98,13,19,15309
20102,227,0,0,3,0,235,148,3,0,0,0,148,120,0,0,0,0,124,223,0,0,0,0,225,299,0,0,0,0,304,797,10,0,0,0,813,853,9,0,5,0,862,903,0,0,0,3,910,339,0,0,0,0,342,255,0,0,5,0,255,184,0,0,0,0,187,312,0,0,0,0,311,4661,34,7,9,4,4720
20103,204,0,0,4,0,210,171,4,0,0,0,169,159,0,0,3,0,167,349,3,0,0,0,348,436,3,3,0,0,444,803,4,0,6,4,815,509,0,0,5,0,514,358,0,0,4,3,364,101,0,0,0,0,109,65,0,0,0,0,62,49,0,0,0,0,49,215,0,0,0,0,219,3416,18,7,24,7,3464
20201,574,14,0,0,0,594,335,14,3,0,0,357,293,14,0,0,0,308,656,29,3,0,0,692,975,59,5,0,0,1031,3255,104,11,3,9,3385,3050,61,13,0,9,3132,2137,38,3,0,0,2181,634,6,0,0,0,643,452,12,0,0,0,467,287,3,0,0,0,293,698,15,0,0,0,714,13351,372,45,7,25,13802
20202,397,6,0,0,0,411,230,3,0,0,0,229,178,5,5,0,0,187,298,7,0,9,0,313,459,9,0,3,0,471,1303,10,0,5,0,1320,1449,17,0,5,0,1469,1428,13,5,9,3,1459,653,3,0,4,0,662,492,3,0,0,0,498,311,0,0,0,0,317,449,12,0,0,0,464,7662,78,10,39,9,7789
20203,105,3,0,0,4,110,82,0,0,0,0,83,86,0,0,6,0,91,143,0,0,0,0,143,177,4,0,0,0,183,291,0,0,0,0,295,220,0,0,0,0,221,123,0,0,0,0,130,45,0,0,0,0,45,39,0,0,0,0,39,36,0,0,0,0,30,96,0,0,0,0,99,1444,6,0,10,4,1465
20301,160,0,0,0,0,161,78,0,0,0,0,73,70,0,0,0,0,70,116,7,0,0,0,116,170,3,0,0,0,173,508,7,0,0,0,513,680,3,0,0,0,680,889,3,0,0,0,895,441,0,0,0,0,445,271,0,0,0,0,272,188,0,0,0,0,187,214,0,0,0,0,214,3767,31,0,0,0,3806
20302,1149,71,11,7,0,1236,543,34,8,0,0,587,450,29,6,0,0,490,932,82,18,3,0,1034,1205,119,33,6,0,1363,4127,347,92,3,0,4570,5179,343,58,0,3,5583,6296,226,62,0,3,6590,2266,74,15,4,4,2360,1617,44,16,0,8,1682,993,36,5,0,0,1033,1461,80,15,4,0,1560,26221,1467,341,21,24,28075
20303,506,24,3,0,0,539,259,8,3,0,0,269,165,8,0,0,0,173,311,16,0,0,0,330,421,17,0,0,0,438,1387,58,5,3,0,1454,1894,74,3,5,0,1982,2802,90,8,0,4,2903,1481,35,0,0,0,1527,1244,32,0,0,0,1281,855,21,0,0,0,879,738,27,4,0,0,766,12070,423,31,15,6,12539
20401,378,6,7,0,3,390,226,7,0,0,0,232,219,6,0,0,0,229,376,16,0,0,0,398,568,15,4,6,0,592,1541,25,3,9,0,1574,1446,17,7,0,0,1471,1347,3,4,4,0,1359,483,0,0,0,5,493,365,0,0,0,0,366,265,3,0,4,0,268,498,0,0,0,0,500,7713,99,26,23,12,7866
20402,289,9,0,0,3,300,170,4,0,0,0,174,169,4,0,0,0,177,370,17,0,4,0,392,574,31,0,0,0,607,1401,32,0,5,0,1434,1178,17,0,0,0,1199,850,0,0,3,0,857,241,0,0,6,0,248,222,5,0,0,0,226,160,0,0,0,0,162,366,6,0,0,0,373,5991,135,3,18,6,6146
20403,413,12,6,4,3,438,245,9,5,0,0,262,214,5,0,0,0,225,450,21,0,0,0,479,748,39,12,0,5,805,2107,57,11,7,0,2183,2118,16,7,3,4,2146,1643,13,3,0,3,1662,550,0,3,0,0,562,419,3,0,3,0,428,244,0,0,0,0,249,512,17,0,4,0,537,9672,193,53,28,25,9964
20501,329,6,3,0,0,343,161,5,0,0,0,171,154,3,3,0,0,162,298,10,0,0,0,312,447,20,16,0,0,480,1416,39,27,0,3,1488,1823,21,8,0,0,1862,1684,11,3,0,5,1707,591,0,0,0,0,593,414,3,0,0,0,412,288,0,0,0,0,296,495,10,4,0,0,517,8120,132,75,7,12,8341
20502,292,20,0,0,4,315,201,9,0,0,0,215,188,9,0,0,0,199,344,14,4,0,0,356,521,12,3,4,0,543,1267,21,0,0,3,1300,1008,13,0,0,0,1017,690,7,0,0,0,696,192,0,0,0,0,190,173,0,0,0,0,171,104,4,0,0,0,108,314,6,0,0,0,325,5302,110,9,9,15,5443
20503,471,17,5,0,0,493,277,0,0,0,0,283,241,6,3,0,0,248,448,15,4,0,0,467,647,15,3,0,0,666,1770,31,9,0,0,1815,1699,19,8,0,0,1728,1453,29,4,0,0,1488,548,8,0,0,0,557,386,7,0,0,0,398,275,6,0,0,0,281,573,15,4,0,0,585,8785,168,49,8,14,9020
20504,469,14,12,0,0,499,344,24,6,0,0,374,383,10,6,0,0,398,903,12,18,5,0,935,1115,17,19,0,0,1158,2453,41,18,0,0,2518,1714,19,3,0,0,1735,1192,12,5,3,0,1213,392,0,0,0,0,396,274,3,0,0,0,276,174,0,0,0,0,175,651,10,11,0,0,670,10076,162,101,8,10,10355
20505,306,9,0,0,0,314,187,0,9,0,0,192,209,3,4,0,0,212,409,9,3,0,0,430,584,9,8,0,0,601,1376,20,6,0,0,1410,1055,8,6,0,0,1074,711,9,0,0,0,722,220,0,0,0,0,223,163,0,0,0,0,170,143,0,0,0,0,145,342,12,3,0,0,350,5690,84,38,10,7,5836
20601,341,117,69,0,0,528,89,39,23,0,0,151,71,28,38,0,0,135,117,52,52,0,0,220,190,76,105,0,0,367,415,200,482,3,0,1102,483,265,684,0,0,1444,882,564,742,13,6,2203,736,393,211,9,0,1354,1112,415,146,3,5,1679,958,244,85,0,0,1287,366,129,102,4,0,603,5763,2515,2742,37,11,11069
20602,269,85,42,0,0,393,69,22,18,0,0,103,50,12,9,0,0,78,62,22,31,0,0,119,102,39,44,0,0,183,244,130,194,3,0,568,276,141,240,0,0,656,525,263,293,0,0,1093,364,236,117,5,0,719,649,302,69,3,0,1026,929,234,45,0,0,1206,230,85,45,0,0,358,3773,1568,1154,15,0,6509
20603,288,73,69,0,0,426,56,12,31,0,0,99,56,20,29,0,0,108,85,37,43,0,0,162,103,39,96,0,0,241,295,150,381,0,0,828,270,162,497,7,0,941,527,277,550,4,0,1365,417,221,167,0,0,812,820,331,129,0,0,1277,1199,248,69,0,0,1522,318,99,98,0,0,523,4435,1676,2169,12,9,8297
20604,33,112,473,3,0,625,7,26,84,0,0,119,7,17,88,0,0,116,9,33,172,0,0,210,6,48,267,0,0,327,23,130,1264,0,3,1424,39,153,1712,0,11,1911,51,306,2186,0,6,2547,49,212,866,0,0,1132,76,333,762,3,0,1180,133,435,739,0,3,1309,43,128,441,0,0,613,480,1942,9053,12,17,11508
20605,100,210,280,0,0,585,22,42,82,0,0,145,16,32,82,0,0,131,13,41,125,0,0,186,19,69,221,4,0,310,57,183,825,19,0,1086,52,170,1316,24,4,1562,138,370,1827,32,0,2374,101,282,899,5,5,1294,207,540,707,16,0,1480,642,1244,525,12,3,2428,131,225,400,6,0,764,1495,3415,7295,126,18,12349
20606,128,85,183,0,3,401,21,11,26,0,0,56,11,17,30,0,0,58,14,12,66,0,0,91,19,26,84,0,0,134,74,67,493,0,0,632,54,75,621,0,0,748,91,134,858,0,0,1093,78,96,401,0,0,577,173,233,393,3,0,804,724,521,313,0,3,1557,141,121,195,0,0,457,1522,1402,3667,8,7,6609
20607,108,229,130,0,0,468,20,48,28,0,0,93,17,23,40,0,0,81,21,51,78,3,0,157,29,97,107,0,0,243,110,249,538,5,0,899,91,254,762,11,0,1120,173,504,1011,22,0,1700,166,379,512,15,0,1077,266,793,466,5,0,1536,538,1070,319,15,0,1943,93,268,181,0,0,539,1637,3969,4174,78,4,9854
20701,1001,226,123,0,0,1354,141,48,32,0,0,221,112,33,29,0,0,180,147,48,63,0,0,258,169,75,91,0,0,338,585,212,354,4,0,1153,486,196,593,5,0,1277,1072,409,837,5,0,2318,733,359,371,4,0,1460,1515,538,307,0,3,2364,5252,921,209,4,3,6384,1049,216,138,0,0,1408,12256,3265,3159,21,15,18713
20702,553,141,62,0,0,750,111,30,9,0,0,154,92,23,11,0,0,126,140,39,31,0,0,207,181,46,40,0,0,268,511,154,186,0,0,845,477,209,281,0,3,978,1025,409,334,0,0,1772,731,360,134,0,0,1223,1387,434,89,0,3,1912,1711,309,39,0,0,2056,583,154,74,0,0,813,7486,2301,1299,0,5,11097
20703,609,161,53,0,0,827,139,47,14,0,0,203,116,20,15,0,0,152,167,66,16,0,0,256,234,70,39,0,0,346,593,206,244,0,0,1040,607,245,298,0,0,1143,1118,468,253,0,0,1847,865,368,81,0,0,1312,1540,417,73,0,0,2037,1764,269,38,0,0,2074,579,150,69,0,0,804,8339,2500,1198,3,4,12040
20801,580,124,35,0,0,746,113,34,20,0,0,162,110,30,18,0,0,153,105,48,29,0,0,188,178,57,30,0,0,267,451,156,121,4,0,739,444,177,200,6,0,821,921,353,313,11,0,1602,672,295,145,8,0,1129,1437,449,128,4,4,2022,3398,590,90,0,4,4079,694,153,68,3,0,921,9100,2461,1209,49,7,12832
20802,727,247,134,5,0,1109,154,61,50,0,0,266,133,63,49,0,0,248,207,81,73,0,0,356,239,99,118,0,0,465,702,330,549,11,0,1588,659,359,805,6,0,1831,1337,770,1160,12,0,3268,1031,620,437,3,3,2092,1856,909,322,3,4,3095,2912,797,202,0,3,3915,825,320,217,0,0,1363,10785,4648,4117,39,6,19598
20803,563,208,89,0,0,860,183,82,26,0,0,283,115,61,34,0,0,207,258,113,45,4,0,424,355,154,82,5,0,591,974,394,366,5,0,1736,1158,584,503,6,0,2243,2058,1066,685,5,0,3813,1648,702,294,4,3,2649,2125,609,170,3,0,2910,1528,336,79,0,0,1949,731,267,145,0,0,1144,11695,4572,2503,39,10,18820
20804,205,73,53,0,0,333,37,14,17,0,0,67,26,9,15,0,0,44,33,11,26,0,0,75,43,20,40,0,0,104,111,58,149,7,0,328,116,54,179,7,0,361,252,145,273,6,3,672,159,101,135,0,0,395,374,195,104,0,0,670,1255,249,89,3,0,1600,252,66,49,4,0,368,2866,992,1128,30,3,5024
20901,764,88,25,0,0,879,252,20,5,0,0,278,198,34,3,0,0,242,309,45,19,0,0,377,419,57,28,0,0,508,1140,233,102,0,0,1479,1400,334,155,0,0,1890,2533,621,164,4,0,3316,2041,340,70,0,3,2457,2156,224,55,0,0,2435,1697,144,24,0,0,1862,859,146,32,0,0,1040,13770,2288,697,9,5,16757
20902,385,117,32,0,0,532,129,35,8,0,0,170,102,38,8,0,0,149,187,75,22,0,0,283,225,115,55,7,0,400,694,351,243,7,0,1292,785,529,288,9,0,1600,1310,876,207,10,0,2405,1004,408,51,0,0,1463,1065,223,31,4,0,1319,681,105,16,3,0,805,516,167,31,4,0,708,7082,3033,991,42,0,11140
20903,503,3,11,0,0,517,165,0,3,0,0,170,148,6,0,0,0,150,238,9,3,0,0,251,311,14,7,0,0,330,903,34,26,0,0,959,1149,34,42,0,0,1216,2007,81,47,0,0,2137,1535,38,31,0,0,1602,1678,26,10,0,0,1713,1118,10,7,0,4,1132,676,15,8,0,0,695,10430,251,186,0,3,10880
20904,1313,95,16,0,7,1435,489,59,3,0,0,552,439,41,7,0,0,487,714,75,20,0,0,807,1086,128,37,0,0,1255,3794,446,118,0,3,4364,6231,699,107,0,6,7047,10216,637,64,0,0,10919,4116,182,18,0,0,4318,2463,122,12,0,0,2599,1465,60,10,0,0,1534,2433,186,20,0,0,2631,34762,2735,433,3,22,37950
21001,342,84,0,0,0,429,117,20,3,0,0,140,85,23,0,0,0,108,117,42,0,0,0,161,163,46,4,0,0,209,480,167,17,3,0,677,580,228,17,0,0,821,1012,381,12,0,0,1411,768,260,6,0,0,1031,909,237,5,0,5,1151,727,137,0,0,0,865,506,127,6,0,0,634,5802,1755,75,9,0,7637
21002,209,3,0,0,0,208,91,0,0,0,0,93,63,4,0,0,0,65,124,0,0,0,0,125,163,10,0,0,0,175,577,12,0,0,0,591,763,27,8,0,0,803,1280,24,0,0,0,1306,703,3,0,0,0,704,642,3,0,0,0,647,451,4,0,0,0,460,316,6,0,0,0,323,5374,104,10,0,3,5495
21003,333,91,6,4,0,432,116,33,11,0,0,162,100,23,3,0,0,130,179,60,9,0,0,249,214,95,21,0,0,328,615,363,66,3,0,1039,758,574,87,0,4,1432,1449,1049,50,4,5,2549,903,443,6,0,0,1355,872,230,15,0,0,1123,456,120,4,0,0,577,471,179,15,0,0,671,6458,3275,290,15,9,10037
21004,286,5,9,0,0,302,121,0,0,0,0,123,91,3,0,0,0,95,220,6,12,0,0,235,307,5,11,0,0,321,998,33,53,0,0,1086,1500,57,62,0,0,1620,2057,34,26,0,0,2115,745,6,3,0,0,755,438,3,3,0,0,447,278,3,5,0,0,285,459,5,19,0,0,482,7486,169,202,0,0,7864
21005,1042,78,14,0,0,1140,382,35,6,0,0,426,313,21,7,0,0,338,583,65,12,0,0,657,821,104,14,0,0,938,3080,396,64,0,4,3540,5054,577,77,0,4,5705,8114,418,36,0,0,8572,2776,96,9,0,6,2885,1713,56,4,0,0,1783,1092,45,0,0,0,1141,2000,139,14,0,0,2146,26979,2022,260,0,12,29273
21101,1092,111,16,0,0,1220,339,44,9,0,0,392,320,40,3,0,0,365,550,58,11,0,0,618,755,83,20,0,0,859,2221,267,99,0,0,2588,2686,463,130,0,3,3286,4639,679,88,4,0,5422,3075,303,24,0,0,3411,2543,178,4,0,0,2726,1249,84,4,0,0,1340,1264,119,14,0,0,1395,20733,2428,432,8,7,23617
21102,204,12,0,0,0,223,52,0,0,0,0,62,45,0,0,0,0,51,76,0,0,0,0,76,90,3,0,0,0,101,256,6,8,0,0,272,268,14,5,0,0,284,514,21,10,0,0,545,364,18,6,0,0,389,551,9,4,0,0,564,747,12,0,0,0,767,278,8,4,0,0,289,3458,108,39,0,3,3607
21103,757,53,17,0,0,825,289,13,9,0,0,315,264,13,3,0,0,281,404,29,16,0,0,446,505,49,28,0,0,583,1549,156,123,0,0,1830,1987,262,162,0,3,2412,3538,305,106,0,3,3947,2444,153,24,0,0,2621,2013,77,25,0,4,2111,1002,30,18,0,0,1053,864,52,18,0,0,936,15621,1193,545,0,12,17372
21104,449,92,9,0,0,550,94,25,0,0,0,123,99,30,0,0,0,129,142,26,9,0,0,176,160,43,14,0,0,219,480,148,46,0,0,674,578,196,53,0,0,823,1080,348,40,0,0,1472,852,269,8,0,0,1125,1208,188,4,0,0,1406,838,79,7,0,0,928,386,91,13,0,0,489,6364,1542,211,0,4,8117
21105,1208,32,0,0,0,1247,480,20,4,0,0,504,421,17,0,0,0,439,693,16,0,7,0,716,976,31,0,0,0,1006,3002,114,11,0,5,3127,3905,155,13,0,0,4076,6319,191,11,0,7,6526,3685,63,7,0,4,3755,2463,26,0,4,4,2492,1278,13,0,0,5,1291,1604,35,6,5,0,1651,26046,698,64,15,21,26838
21201,590,23,0,0,0,608,246,26,0,0,0,271,236,16,0,0,0,248,370,17,3,0,0,387,620,29,0,0,0,659,2272,159,10,5,5,2445,3763,194,12,0,3,3975,5683,125,14,0,4,5822,2142,25,0,0,3,2168,1319,16,0,0,4,1340,794,8,0,0,0,802,1141,37,0,0,0,1181,19173,672,46,8,17,19916
21202,874,65,7,0,0,944,304,24,0,0,0,331,300,17,3,0,0,318,522,46,5,0,0,574,644,49,14,0,0,702,1998,234,29,0,0,2268,2768,341,22,0,0,3133,4435,383,22,0,0,4848,2163,146,0,0,0,2310,1577,83,0,0,0,1666,968,41,0,0,0,1011,1331,109,9,0,4,1449,17885,1537,113,3,5,19542
21203,1107,59,5,0,0,1172,432,29,0,0,0,462,361,28,9,0,0,396,659,51,3,0,0,716,949,73,8,0,0,1038,3673,306,40,0,4,4021,6354,549,23,0,4,6927,11928,551,17,0,7,12499,4961,148,0,0,0,5110,2508,68,0,0,0,2584,1339,41,0,0,5,1385,2236,131,4,0,0,2373,36502,2045,110,5,18,38676
21204,1055,129,53,0,0,1235,292,60,36,0,0,376,271,53,18,0,0,337,461,103,56,0,0,621,603,127,115,0,3,847,1767,478,304,3,0,2551,2149,679,261,3,0,3097,3470,796,183,0,0,4455,1954,324,44,0,0,2321,1718,171,21,0,0,1904,924,92,24,0,0,1036,1215,213,73,0,0,1494,15875,3213,1185,9,7,20289
21205,1101,142,102,0,0,1342,225,34,31,0,0,286,194,33,26,0,0,246,305,50,40,0,0,390,365,63,62,0,0,492,976,198,257,0,0,1435,1085,262,355,0,0,1706,2048,581,476,0,3,3105,1591,506,280,0,0,2375,2567,490,285,0,0,3349,2743,281,130,0,0,3157,1115,193,117,0,0,1419,14310,2823,2159,0,11,19305
21301,1131,120,22,0,0,1273,371,44,11,0,0,433,369,47,13,0,0,425,564,98,26,0,0,680,736,112,46,0,0,893,2457,494,151,0,0,3101,2872,615,104,0,0,3601,4009,618,43,0,0,4672,1532,166,9,0,6,1703,1089,100,3,0,0,1195,617,72,3,0,0,702,1335,177,39,3,0,1553,17072,2657,476,9,8,20227
21302,440,100,17,0,0,563,137,33,5,0,0,175,117,25,10,0,0,150,200,53,10,0,0,267,278,66,23,0,0,362,794,220,78,0,0,1092,938,314,116,3,0,1371,1530,597,100,0,4,2234,1056,427,43,0,0,1536,1086,486,25,0,4,1601,1056,303,20,4,0,1382,544,136,24,0,0,709,8179,2749,477,13,8,11431
