SA3_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
10304,0,0,0,0,4,0,0,27,0,0,0,0,0,3,6,0,7,0,0,0,0,0,0,22,0,11,10,10,6,8,8,4,0,0,0,3,0,0,0,62,9,25,44,10,0,0,3,3,4,0,0,5,0,0,0,106,0,0,0,0,9,4,9,4,0,0,0,0,0,0,0,28,0,0,0,0,4,3,16,28,0,4,5,7,4,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,13,14,4,7,17,3,3,4,0,0,0,0,63,0,0,0,0,4,4,55,40,29,40,38,13,0,0,3,232,15,50,14,8,9,8,6,5,0,0,0,0,0,0,3,115,3,10,49,90,120,120,103,40,3,8,5,7,5,0,33,608,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,34,8,9,3,12,4,0,4,91
10401,0,0,0,0,0,3,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,13,6,3,0,5,8,0,0,0,0,0,0,0,46,3,17,9,5,0,0,10,0,4,0,4,0,0,0,3,50,0,3,0,0,0,5,13,9,0,0,0,0,0,0,0,29,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,6,9,8,5,0,0,0,0,0,0,5,0,9,43,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,18,12,73,17,15,8,6,10,3,0,0,0,0,0,0,8,155,4,10,47,168,181,76,52,19,4,7,8,5,0,0,66,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,13
10402,4,0,0,0,0,0,0,21,0,0,0,0,0,6,3,3,10,82,144,111,20,4,3,387,0,6,21,24,11,24,49,24,3,0,0,4,0,0,4,168,4,48,32,4,0,5,10,10,0,0,3,6,0,0,10,147,0,0,0,0,0,14,34,25,3,6,14,27,5,0,5,125,0,0,0,0,4,9,18,14,3,0,8,12,0,0,0,66,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,21,6,5,18,23,12,15,21,38,44,50,63,84,26,0,26,428,0,0,0,0,4,0,13,10,8,27,19,16,6,0,0,103,18,133,44,30,21,14,19,11,0,0,0,6,3,0,9,306,6,30,126,285,286,161,209,76,17,6,12,11,9,10,55,1300,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,11,9,0,0,5,0,0,0,39
10501,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,8,9,0,0,0,5,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,8,5,5,10,4,4,0,0,0,43,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,17,0,0,12,19,44,24,40,12,0,3,0,0,0,4,10,184,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,11,4,0,0,8,0,0,0,0,28
10502,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,3,0,0,0,3,0,0,0,21,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,17,3,4,0,0,0,0,0,0,0,3,0,0,0,22,0,0,8,18,22,18,12,11,0,5,5,0,5,4,6,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10503,3,0,5,6,0,0,6,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,7,7,7,8,9,14,4,0,0,3,0,0,5,65,0,16,13,5,3,0,0,5,0,0,0,5,0,0,4,52,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,17,0,0,0,0,0,5,21,10,5,4,0,0,0,4,9,55,0,5,8,13,4,5,4,5,5,0,0,0,0,0,6,45,0,0,5,3,10,0,8,3,5,9,4,6,0,0,6,60,0,0,0,0,0,3,125,195,115,146,84,35,3,0,12,724,12,60,10,7,6,8,4,4,0,0,0,3,0,0,3,112,4,13,49,82,118,58,81,46,5,0,7,4,0,6,37,507,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,25,66,27,21,9,17,10,0,8,171
10601,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,11,20,18,4,23,25,0,0,0,0,0,0,6,114,0,22,21,16,6,0,10,0,0,0,0,0,0,0,7,73,5,0,5,0,0,0,6,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,10,11,0,0,0,0,0,0,8,38,0,0,5,6,0,0,3,0,0,0,0,0,0,0,16,40,0,0,10,12,12,3,13,10,0,0,0,0,0,6,7,87,0,0,0,0,0,0,11,6,11,9,7,8,0,0,0,54,10,91,18,6,13,4,16,0,4,0,0,0,0,0,0,163,7,9,66,209,241,178,210,73,0,8,22,13,4,10,67,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,3,9,0,6,5,3,0,0,0,3,0,3,27
10602,0,0,0,0,6,0,0,31,0,0,0,0,0,9,4,0,0,0,4,0,0,0,0,24,0,8,14,15,12,7,17,33,0,3,0,0,0,0,0,97,3,26,14,5,0,0,5,5,0,3,3,0,0,0,4,75,0,0,0,0,0,3,11,7,0,0,0,0,0,0,0,28,0,0,0,0,10,15,34,28,4,0,8,0,0,0,0,98,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,22,0,0,11,27,12,3,26,9,0,5,6,11,0,0,3,114,0,0,0,0,0,0,15,13,21,13,15,6,0,0,0,84,8,52,19,7,7,0,3,11,0,0,0,0,0,0,0,109,6,15,52,127,186,139,181,108,23,6,13,26,4,0,26,903,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,3,8,6,14,16,50,6,7,9,3,4,0,0,118
10603,0,0,0,0,0,0,0,10,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,12,0,10,26,17,22,14,24,11,0,6,0,0,0,0,0,134,7,52,42,13,7,5,3,4,0,0,0,0,0,0,9,146,0,0,0,0,3,10,12,4,0,0,0,4,0,0,0,37,0,0,0,0,3,4,11,3,0,4,0,0,0,0,4,28,0,3,3,4,4,0,0,0,0,0,0,0,0,0,0,19,0,8,29,46,31,6,8,6,3,9,17,16,3,0,5,178,0,0,0,0,0,0,11,10,10,27,32,20,5,0,6,120,16,122,31,22,10,10,18,0,0,0,0,0,0,0,3,228,12,19,110,218,256,125,136,51,20,7,9,10,5,0,53,1020,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,3,7,9,3,0,0,4,0,0,0,37
10604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,5,16,11,8,29,23,7,7,7,8,7,0,0,129,0,13,6,3,0,0,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,3,4,0,3,3,3,4,0,6,3,0,3,39,0,0,0,0,0,0,9,6,6,9,0,4,0,0,0,31,0,24,5,4,3,3,5,0,0,0,0,0,3,0,4,57,0,3,23,61,83,66,82,55,4,6,3,15,0,6,25,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,21
10701,8,3,0,5,5,0,0,54,0,0,0,0,0,9,20,40,13,0,4,3,0,0,0,104,0,9,27,24,14,10,24,36,0,0,0,0,0,0,4,141,23,341,387,66,23,12,14,10,4,0,0,4,0,0,68,949,0,4,0,0,3,7,4,3,0,0,0,0,0,0,0,24,0,0,0,0,17,19,30,11,0,5,0,3,0,0,3,83,0,6,32,90,81,55,73,31,0,6,4,0,0,0,12,401,0,0,8,0,16,6,23,9,0,6,8,3,0,0,4,79,0,0,0,0,0,0,12,5,3,5,0,0,0,0,0,41,18,130,20,11,4,3,5,0,0,0,0,0,0,0,4,202,9,3,42,122,127,155,183,69,16,12,6,20,5,7,30,810,0,32,615,725,197,104,86,21,4,8,4,4,0,0,57,1861,0,0,0,0,8,4,15,24,3,9,0,5,3,0,0,74
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,3,0,0,0,0,0,52,0,0,0,4,0,6,16,10,5,0,3,0,0,0,0,35,0,10,44,39,37,25,25,35,0,0,0,0,0,0,10,228,8,154,164,57,21,7,9,12,0,0,0,0,0,0,20,464,0,0,0,0,4,9,13,7,0,0,0,0,0,5,0,40,0,0,0,0,12,14,17,8,3,0,0,0,0,0,0,59,0,10,10,14,10,6,0,0,0,0,0,0,0,0,5,58,0,0,13,9,18,16,15,7,0,4,0,3,4,0,3,96,0,0,0,0,0,3,9,11,3,13,7,0,0,0,0,49,13,180,28,11,16,7,13,0,0,0,0,0,5,0,12,301,0,12,83,156,184,198,210,102,14,14,9,14,5,4,36,1043,0,13,344,351,88,34,31,15,0,0,0,4,0,0,22,906,0,0,0,7,3,9,20,26,0,0,3,4,0,0,0,80
