SA3_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
10704,12,17,12,9,15,0,0,275,0,0,0,4,0,13,31,130,65,3,4,51,11,0,7,332,0,8,37,46,60,38,83,49,0,3,4,9,0,0,13,359,35,556,462,87,18,21,37,36,5,10,10,7,4,0,86,1374,0,6,6,0,29,32,37,27,4,9,9,11,6,0,4,175,0,0,0,4,34,32,82,40,12,6,11,13,11,0,5,239,6,11,58,82,54,30,33,22,5,0,4,3,3,0,7,318,0,5,25,35,42,22,27,40,12,21,22,24,14,0,8,287,0,0,0,0,0,4,44,46,39,38,29,55,20,0,5,284,33,246,50,21,20,18,31,24,13,6,4,3,0,0,16,494,16,27,107,258,287,231,272,147,21,16,17,24,18,6,51,1487,0,35,442,336,79,68,42,11,5,4,3,4,3,0,53,1083,0,4,5,0,5,19,32,82,30,56,57,46,40,0,6,379
10801,0,0,4,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,8,15,11,18,0,0,3,0,0,0,0,0,0,0,53,8,28,15,3,6,0,0,0,0,0,0,0,0,0,0,65,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,11,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,18,0,0,4,3,4,3,4,4,0,0,3,0,0,0,0,33,0,0,0,0,0,0,14,20,9,15,13,11,0,0,0,75,17,53,19,0,5,4,0,4,0,0,0,0,0,0,0,104,9,9,64,103,85,64,53,4,0,0,0,0,7,0,30,440,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10802,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,4,12,13,3,4,6,11,0,0,0,0,0,0,4,43,0,24,15,0,0,0,9,4,0,0,0,0,0,0,6,53,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,4,3,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,8,7,9,3,5,4,5,3,0,0,0,0,3,53,0,0,0,0,0,0,5,3,5,4,7,24,6,0,3,72,9,70,24,12,9,6,8,0,0,0,0,0,0,0,5,139,7,9,66,150,137,53,50,23,0,0,0,3,0,0,45,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10804,5,0,0,0,0,0,0,36,0,0,0,3,0,0,6,4,0,0,0,0,0,0,0,12,3,8,28,34,41,12,28,31,0,0,0,0,0,0,3,190,10,47,38,10,0,4,0,11,0,0,0,0,0,0,5,124,0,0,0,6,6,11,21,0,0,5,3,0,0,4,0,53,0,0,0,3,0,9,19,23,0,0,0,0,0,0,3,63,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,16,0,6,12,17,15,7,22,11,0,3,0,0,5,0,3,95,0,0,0,0,0,0,17,10,16,29,19,19,12,0,0,129,22,134,46,27,22,11,22,3,0,0,0,0,0,0,13,308,10,39,144,261,282,160,155,46,5,10,14,0,10,0,53,1196,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,7,3,0,9,6,5,0,0,32
10805,0,0,0,0,0,0,0,11,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,12,3,9,14,21,3,5,10,6,0,0,0,3,3,0,0,80,4,34,15,4,0,0,0,0,0,0,0,5,0,0,5,70,0,0,0,0,0,3,8,4,0,0,0,0,0,0,3,22,0,0,0,0,0,6,12,6,0,0,0,0,0,0,0,23,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,17,3,0,3,13,8,0,0,7,0,0,0,0,0,3,0,52,0,0,0,0,0,0,6,8,9,4,16,6,0,0,0,43,15,91,31,13,15,5,10,6,0,0,0,4,0,0,3,188,7,13,62,146,118,54,53,23,3,0,0,8,4,0,38,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,10,3,0,0,0,0,0,0,27
10901,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,5,0,3,9,4,12,3,21,10,0,0,0,0,0,0,5,64,6,30,18,3,0,0,4,8,0,4,10,4,0,0,3,91,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,21,0,0,0,0,3,4,13,11,3,10,3,0,0,0,0,44,0,0,3,3,0,3,5,3,0,0,0,0,0,0,0,26,0,0,9,9,8,7,9,3,0,3,0,6,0,0,0,60,0,0,0,0,0,0,85,152,26,43,23,15,0,0,10,350,14,127,36,14,15,9,5,4,0,0,0,0,0,0,3,224,3,12,47,110,146,94,120,56,10,0,15,14,6,4,21,669,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,28,9,7,13,0,0,0,0,74
10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,4,35,31,0,0,0,0,0,0,0,0,0,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17,20,30,7,0,0,5,91,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,13,0,9,0,0,0,3,3,0,0,0,0,0,0,0,0,20,0,0,4,18,37,16,21,14,0,0,0,0,4,0,4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,11
10903,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,4,7,4,3,3,11,0,0,0,3,0,0,4,44,4,51,18,4,0,0,0,3,0,0,0,0,0,0,8,89,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,15,3,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,7,0,7,3,5,0,0,3,43,0,0,0,0,0,0,3,3,0,4,0,6,0,0,0,20,0,83,11,11,3,9,4,0,0,3,0,0,0,0,5,136,6,4,33,64,78,63,61,21,6,0,4,3,6,0,18,362,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,14
11001,0,3,5,4,0,0,0,41,0,0,0,0,0,0,14,26,9,6,167,325,22,0,6,581,0,0,4,0,10,3,7,6,0,0,0,0,0,0,0,34,0,10,3,3,4,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,7,6,15,4,0,5,0,3,0,0,0,42,0,0,0,0,0,0,13,0,0,4,0,5,0,0,0,29,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,0,5,0,10,5,8,7,6,0,0,0,0,0,0,49,0,0,0,0,0,0,15,27,24,31,50,78,14,0,9,259,0,31,14,8,3,0,5,0,0,0,0,0,0,0,0,69,9,10,28,76,65,41,59,41,10,3,7,4,7,5,10,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,3,6,4,4,0,0,33
11002,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,3,3,15,8,4,3,3,0,0,0,0,0,0,4,34,5,17,8,0,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,13,0,0,0,0,0,3,5,5,0,0,3,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,5,0,0,0,0,14,3,5,0,0,7,41,0,0,0,0,0,0,3,0,8,4,16,10,0,0,0,46,6,19,14,9,5,0,0,0,0,0,0,0,0,0,0,62,6,8,32,77,83,61,37,7,4,3,0,5,0,3,31,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
11003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,9,3,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,7,6,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,8,13,5,0,0,0,0,41,0,14,12,3,0,0,3,0,0,0,0,0,0,0,0,32,0,4,4,36,34,33,25,21,3,0,6,0,0,0,11,173,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,8
11004,0,0,0,3,0,0,0,30,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,12,0,0,4,8,10,9,13,14,0,0,0,0,0,0,3,64,0,18,12,0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,3,0,5,0,0,0,13,3,0,0,30,0,0,0,0,9,3,13,3,0,0,3,12,3,0,0,46,0,0,5,0,6,0,3,0,0,0,0,0,0,0,0,22,0,3,5,13,3,7,16,15,11,10,0,11,0,0,3,102,0,0,0,0,0,0,24,37,35,47,53,36,3,0,0,229,0,58,16,3,3,4,9,0,3,0,0,0,0,0,3,115,9,6,43,111,110,98,92,66,5,12,10,8,5,4,25,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,35,0,6,8,4,5,3,4,87
11101,0,4,0,0,0,3,0,58,0,0,3,4,0,0,0,4,0,9,3,5,0,8,0,37,0,8,21,23,38,32,69,38,0,6,3,0,0,0,7,250,6,121,70,10,6,10,21,0,0,3,4,0,0,0,16,268,0,0,3,0,4,7,23,9,0,3,9,4,3,0,0,75,0,0,0,6,18,13,57,26,5,4,4,8,0,0,3,142,0,6,4,12,0,5,3,0,0,0,0,0,0,0,0,25,0,3,28,60,59,19,41,18,7,7,10,10,0,0,4,260,0,0,0,0,0,0,8,28,21,27,15,9,0,0,0,114,12,136,34,18,17,10,15,10,0,0,0,0,0,0,7,257,7,17,104,235,254,206,233,112,26,13,9,21,3,4,36,1282,0,23,87,49,18,4,9,0,0,0,0,0,0,0,5,190,0,0,0,0,0,7,3,21,14,0,10,8,0,0,0,71
11102,3,5,0,0,0,0,0,44,0,0,0,0,0,3,12,8,0,0,0,0,0,0,0,26,6,5,19,25,19,7,25,15,0,3,0,0,5,0,8,131,0,41,31,8,5,5,8,0,0,0,0,3,0,0,7,114,0,3,0,3,0,9,12,6,0,0,0,0,4,0,4,39,0,0,0,3,17,4,44,0,0,3,0,0,0,0,0,84,0,3,11,4,3,3,0,0,0,0,0,0,0,0,4,29,3,4,11,22,23,6,17,4,0,3,3,0,0,0,3,112,0,0,0,0,0,4,32,28,5,15,17,9,0,0,0,107,17,128,32,15,19,7,8,5,0,0,6,4,0,0,9,255,26,38,141,248,241,177,174,70,5,19,11,32,0,3,42,1223,0,3,8,3,0,0,4,0,0,0,0,0,0,0,0,24,0,0,0,4,4,6,40,16,0,3,8,0,0,0,0,76
11103,18,45,16,23,9,0,9,236,0,0,3,0,0,7,23,37,0,7,5,9,0,0,0,83,0,7,29,28,46,36,81,88,4,8,0,4,0,5,7,354,18,266,142,36,11,12,20,24,10,5,3,6,8,0,33,601,0,0,4,9,13,27,34,31,4,7,9,6,18,6,6,168,0,0,3,9,45,56,154,71,16,12,21,21,4,4,9,427,0,0,5,6,7,0,11,9,3,0,0,3,0,0,0,46,0,5,27,52,71,31,89,53,25,25,53,36,17,3,6,503,0,0,0,0,0,0,50,69,59,84,125,83,12,0,4,490,12,102,26,7,19,14,25,18,0,8,4,0,5,0,12,243,7,27,118,321,357,290,344,179,24,20,35,33,12,28,78,1869,0,57,301,151,65,31,19,6,6,3,0,6,0,0,20,668,0,0,0,4,8,9,56,163,57,43,55,69,26,3,7,496
11201,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,25,17,27,29,52,18,4,6,5,0,5,0,8,201,15,55,21,5,14,15,47,86,9,21,20,24,8,0,19,348,0,4,3,3,11,37,86,59,10,10,16,20,7,0,13,284,0,0,0,4,10,9,12,6,0,4,0,3,0,0,0,47,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,3,18,21,16,6,17,6,0,12,3,0,0,0,4,112,0,0,0,0,0,0,7,4,11,8,10,0,0,0,0,47,8,100,32,22,30,22,39,21,11,11,12,15,9,0,10,337,9,30,135,295,315,251,275,168,38,24,35,25,24,4,77,1701,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,17
11202,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,10,16,10,14,8,0,0,0,0,0,0,0,69,28,65,26,3,3,10,7,11,0,4,0,3,0,0,5,170,0,4,0,3,7,6,31,14,0,0,8,0,0,7,0,73,0,0,0,5,3,8,8,5,0,5,5,6,0,0,0,41,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,13,4,4,12,11,4,8,10,6,0,0,0,78,0,0,0,0,0,0,3,7,14,3,19,27,7,0,0,74,3,66,22,16,16,9,26,9,0,0,0,0,0,0,4,172,0,12,67,215,208,139,113,45,0,5,7,11,3,8,43,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,5,0,0,5,0,0,0,27
11203,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,24,27,24,10,45,30,0,0,0,3,0,0,9,185,15,69,25,10,5,9,16,27,7,3,4,0,0,0,16,201,0,0,7,6,13,43,60,29,6,9,6,15,5,0,6,209,0,0,3,3,10,9,17,3,0,3,0,3,0,0,0,48,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,14,0,6,30,20,24,9,13,6,0,3,6,3,0,0,3,124,0,0,0,0,0,0,8,14,11,11,4,4,0,0,0,54,30,132,27,18,19,15,15,4,3,7,8,0,0,0,14,295,15,29,202,436,617,454,473,176,32,20,20,24,21,17,122,2654,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,18
11301,0,0,3,0,0,0,0,13,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,8,0,0,0,3,9,4,11,9,0,0,0,0,5,0,5,43,134,429,254,33,15,6,5,17,4,3,4,23,3,0,80,1013,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,9,0,0,0,15,5,0,0,42,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,12,44,48,93,115,72,13,7,11,430,0,0,0,0,0,6,9,8,6,5,4,0,3,0,0,37,0,15,4,0,8,6,5,4,0,0,0,0,0,0,0,46,4,0,7,43,71,114,168,100,24,3,9,24,4,4,33,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,23,62,9,20,25,20,9,4,10,192
11302,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,12,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,0,0,0,0,0,6,22,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,21,4,0,0,0,0,4,0,0,0,0,0,0,3,35,0,0,9,29,52,33,35,6,0,4,0,0,0,0,22,199,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
11303,10,9,3,0,0,0,9,80,0,0,0,0,0,10,24,11,106,123,153,309,74,0,10,830,0,8,7,10,7,6,23,26,0,5,0,0,4,0,4,114,12,32,16,0,0,0,0,7,0,0,3,8,0,0,3,90,0,0,0,3,0,4,16,0,0,0,0,0,0,0,0,30,0,0,0,4,11,7,19,17,0,0,5,0,0,0,0,53,0,0,5,4,0,3,0,4,0,0,0,4,0,0,4,27,0,4,14,26,13,8,23,22,14,12,20,23,7,0,10,211,0,0,0,0,0,6,58,51,14,36,27,11,9,0,0,210,7,72,11,6,4,4,13,0,0,6,0,0,0,0,3,132,9,11,42,122,120,119,96,86,7,9,21,19,9,4,39,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,29,49,9,5,4,14,0,3,0,130
11401,0,6,11,7,4,0,4,56,0,0,4,3,0,4,5,6,0,0,0,0,0,0,0,33,3,8,36,39,38,16,31,12,0,0,0,5,0,0,14,203,15,94,119,17,12,10,4,12,0,5,5,0,0,0,25,322,0,0,0,0,6,9,23,18,0,0,0,0,0,0,5,74,0,0,0,3,8,10,30,25,6,6,4,4,0,0,0,84,0,0,5,17,5,4,11,0,0,0,0,0,0,0,6,47,0,3,11,13,14,6,17,7,3,3,11,4,0,0,0,92,0,0,0,0,3,5,33,39,24,21,17,11,4,0,3,154,16,215,53,26,21,8,18,3,0,0,0,0,0,0,9,372,19,18,146,339,309,180,161,74,5,11,9,10,8,0,84,1364,0,0,32,10,4,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,6,17,5,0,4,16,0,0,0,56
11402,0,0,5,0,0,0,0,34,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,17,3,3,25,28,33,23,21,13,0,0,0,3,0,0,6,157,12,62,53,20,12,8,13,8,6,0,6,3,5,0,14,210,0,0,0,7,0,10,7,3,0,0,0,0,0,0,3,41,0,0,0,9,4,3,12,7,0,0,0,0,0,0,0,40,0,3,9,10,9,5,3,3,0,0,0,0,0,0,0,42,0,3,9,15,11,5,10,0,0,0,0,3,5,0,0,66,0,0,0,0,0,0,114,102,44,37,57,37,11,0,0,406,8,84,24,17,17,4,13,0,0,6,0,0,0,0,5,179,14,34,109,189,175,95,94,50,0,9,5,6,0,0,42,810,0,0,16,5,5,3,0,0,0,0,0,0,0,0,0,35,0,0,4,0,0,0,5,11,0,0,3,6,0,0,0,32
11501,83,85,83,81,16,7,27,2443,0,0,14,7,20,50,48,15,4,3,3,0,0,3,0,172,0,12,42,51,87,69,88,74,4,3,3,3,3,0,7,451,34,279,258,57,34,23,29,19,6,4,4,4,5,0,25,796,0,0,9,9,38,51,76,31,7,8,5,9,4,0,0,256,0,0,4,70,535,684,1150,379,58,65,58,54,25,10,62,3163,0,57,147,145,159,99,60,15,4,4,6,0,3,0,13,721,5,17,103,275,679,270,464,239,58,58,45,31,22,0,28,2294,0,0,0,0,0,67,151,23,6,12,13,20,6,0,4,302,22,116,39,25,18,14,39,7,0,3,6,10,0,3,9,317,7,26,110,236,315,344,429,190,32,32,33,40,25,11,47,1868,0,0,11,9,3,7,4,4,0,0,0,0,0,0,4,40,0,0,8,38,101,156,233,297,64,97,91,56,15,22,19,1200
11502,0,0,0,4,0,0,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,8,21,22,13,3,0,0,11,0,0,0,0,0,80,26,149,117,21,7,9,3,3,0,0,0,0,0,0,28,368,0,0,0,0,0,9,4,4,0,0,0,0,0,0,0,19,0,0,0,3,18,38,32,19,3,0,0,4,0,0,0,120,7,24,88,63,52,44,22,7,0,0,0,0,6,0,9,331,0,0,13,18,44,17,15,35,8,0,0,5,0,0,4,161,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,15,3,33,19,3,3,8,18,3,0,0,0,0,0,0,0,88,3,6,40,64,80,70,54,21,0,4,0,0,0,0,4,363,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,10,13,16,8,0,3,0,0,0,0,0,54
11503,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,15,14,15,9,0,4,0,0,0,0,0,76,6,24,24,15,3,0,0,0,0,0,0,0,0,0,0,70,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,7,4,0,0,0,0,0,0,0,0,20,0,0,9,7,0,4,3,0,0,0,0,0,0,0,3,29,0,0,7,5,8,3,0,0,0,0,0,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,38,11,9,3,5,12,6,0,0,0,0,0,0,5,88,3,3,28,59,61,45,42,21,3,6,0,4,0,0,5,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11504,21,27,13,30,11,10,6,804,0,0,5,0,3,36,16,12,0,0,5,0,0,0,5,79,0,0,15,15,21,15,51,39,11,4,0,0,0,5,3,175,10,69,76,23,7,7,10,9,0,0,0,0,0,0,12,220,0,0,0,7,0,9,14,17,0,0,0,0,0,0,0,46,0,0,0,6,42,86,247,70,7,10,0,4,7,0,6,475,0,3,25,38,33,22,14,0,0,3,5,7,3,0,6,148,0,0,5,24,71,36,118,96,7,10,3,5,0,0,6,397,0,0,0,0,3,15,173,62,5,8,9,7,6,0,0,298,0,23,9,0,4,7,11,3,0,0,0,0,0,0,0,66,4,3,30,57,102,139,193,96,7,26,13,7,9,0,11,703,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,50,89,148,203,75,58,31,25,16,10,9,724
11601,17,13,20,45,0,0,10,708,0,0,9,7,15,77,104,75,6,21,18,10,8,3,4,341,0,4,33,41,36,18,33,20,3,0,0,0,4,0,0,204,17,174,237,79,20,18,11,14,3,0,0,6,0,0,22,605,0,0,0,3,11,17,20,14,0,0,5,0,3,0,0,70,0,0,0,38,205,265,382,127,24,18,5,13,11,0,22,1115,0,30,142,254,222,172,125,41,16,17,17,6,0,3,31,1073,0,3,22,67,150,78,131,55,24,23,23,24,10,0,9,615,0,0,0,0,0,54,696,319,69,98,134,111,43,3,8,1538,8,113,27,18,10,0,5,0,0,0,0,10,0,0,4,193,0,5,38,148,358,524,674,384,93,70,106,62,24,16,93,2595,0,0,18,30,7,7,6,0,0,0,0,0,0,0,3,80,0,0,0,16,72,152,296,316,83,76,77,81,46,3,16,1236
