SA3_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
30503,2446,891,1150,1394,1607,633,151,197,13306,8,0,4,0,0,3,3,0,0,40,63,10214,4308,4175,1254,1519,1827,2072,914,294,496,27066
30504,1049,387,448,592,764,370,67,75,6271,0,0,3,3,0,0,5,0,0,5,20,6268,2228,2074,605,639,823,1024,531,148,193,14528
30601,906,204,195,159,241,109,36,83,4679,5,0,0,0,0,0,0,0,0,70,73,7787,2704,1863,386,365,301,424,177,63,332,14400
30602,2324,450,466,599,901,354,66,311,11284,27,0,8,3,0,5,0,5,0,12,65,11482,3695,3459,651,685,820,1145,481,144,646,23216
30603,318,92,76,115,238,95,59,137,2126,8,0,0,0,0,0,0,0,0,16,24,2874,550,490,133,116,146,289,116,56,289,5056
30604,119,28,37,65,199,109,13,20,915,0,0,0,0,0,0,3,0,0,4,5,1781,377,310,69,68,85,236,134,25,104,3183
30605,272,75,70,159,241,99,48,92,2243,14,0,0,0,0,0,0,0,0,10,25,4489,587,519,146,106,219,293,129,54,324,6867
30701,307,78,80,144,220,77,44,42,1488,0,6,0,0,0,0,0,3,0,5,14,1571,618,548,98,122,204,294,102,45,140,3745
30702,346,87,47,99,96,64,16,39,1349,0,0,0,0,0,0,0,0,0,3,3,1726,589,521,105,76,128,127,77,23,149,3520
30703,163,46,48,71,102,68,7,27,1203,4,0,0,0,0,0,0,0,0,9,15,2813,372,312,75,63,88,130,79,11,153,4095
30801,288,64,73,93,157,64,60,40,1377,4,0,0,0,0,0,0,0,0,5,15,1464,723,605,111,104,124,208,95,86,125,3635
30803,1098,238,305,347,406,173,66,100,5010,9,6,0,0,0,0,0,0,0,63,88,5779,2380,1788,365,425,440,588,268,100,403,12548
30804,102,29,62,53,78,31,20,10,590,0,0,0,0,0,0,0,0,0,0,3,543,219,181,34,72,68,80,43,20,51,1315
30805,769,141,144,129,182,70,36,39,2894,5,0,0,0,0,0,0,0,0,16,21,4284,1608,1505,232,231,218,283,114,57,225,8753
30901,967,342,402,405,537,202,48,135,6045,4,0,0,0,0,0,0,0,0,85,100,9318,2355,2103,613,653,672,858,383,130,506,17584
30902,440,163,140,172,193,80,28,51,2530,9,0,0,0,0,0,0,0,0,49,61,6058,1549,1182,346,285,334,367,161,96,334,10708
30903,1566,434,376,425,447,181,60,242,8480,31,8,0,0,0,0,0,0,0,74,115,12470,3507,2816,684,546,639,681,300,110,737,22494
30904,80,23,23,19,24,8,0,13,707,5,0,0,0,0,0,0,0,0,26,28,3045,616,350,51,61,52,73,21,6,157,4451
30905,322,73,78,60,74,45,8,35,2186,3,4,0,0,0,0,0,0,0,9,16,4921,1724,1014,181,157,156,184,99,44,167,8652
30906,930,196,237,212,224,88,36,103,5890,8,3,3,0,0,0,0,0,0,9,18,10476,3599,2354,374,405,400,370,192,85,364,18615
30907,2927,651,560,649,630,280,74,236,13931,26,16,7,5,0,0,0,0,0,101,157,19987,10632,7594,1353,1218,1317,1255,585,256,985,45178
30908,1332,369,374,382,417,204,55,178,7827,11,0,3,3,0,0,0,0,0,20,42,8975,3239,2531,615,552,625,638,326,108,420,18025
30909,2141,627,731,831,1097,407,58,263,11519,9,5,0,0,0,0,0,0,0,26,39,10177,3536,3355,862,971,1081,1414,567,125,619,22696
30910,1295,461,632,828,1249,460,95,147,8754,7,5,0,0,0,0,0,0,0,154,165,7678,2134,2123,652,832,1044,1533,647,168,487,17295
31001,4209,862,758,875,1071,360,124,601,22548,16,8,12,0,0,0,0,4,0,542,579,13644,6350,5208,1020,898,1056,1235,437,173,1374,31392
31002,170,44,47,65,107,44,24,47,1326,3,6,0,0,0,0,0,0,0,159,171,5106,757,450,82,94,96,138,56,42,446,7259
31003,1150,253,217,258,273,107,27,115,5538,9,5,0,0,0,0,0,0,0,81,100,8892,2963,2173,393,334,398,408,177,82,497,16319
31004,4291,786,661,801,749,259,129,297,18604,10,4,8,5,0,0,9,0,0,40,78,12685,8315,6702,1203,1003,1151,1111,368,217,654,33409
31101,43,10,15,11,13,0,0,4,301,5,0,0,0,0,0,0,0,0,54,60,1254,175,140,31,25,19,30,8,3,142,1825
31102,751,213,201,218,207,68,27,62,4035,6,6,0,0,0,0,0,0,0,26,37,6042,2072,1491,324,309,317,317,120,58,255,11304
31103,3595,738,594,761,798,293,108,309,16476,14,8,10,0,0,4,0,0,0,38,73,12675,6013,5081,950,768,1021,1000,348,166,750,28770
31104,465,112,105,92,126,45,17,85,3084,7,8,0,0,0,0,0,0,0,12,25,6575,2035,1177,214,194,201,194,78,51,269,10991
31105,1475,445,366,278,494,148,33,197,7801,6,0,9,4,0,0,0,3,0,40,63,9787,3112,2416,591,449,428,620,225,82,577,18286
31106,3516,751,569,645,946,293,80,298,15890,13,14,10,0,0,3,4,0,0,37,71,12139,5128,4588,898,688,777,1079,336,109,622,26375
31201,324,73,86,130,285,92,94,71,1885,4,0,3,0,0,4,5,0,0,4,23,2324,810,653,128,147,193,363,134,111,184,5041
31202,1245,294,282,270,448,175,58,94,5577,8,0,0,0,0,0,0,0,0,19,29,6444,3190,2317,433,442,409,636,285,95,365,14617
31203,279,70,69,120,265,120,8,27,1395,3,3,0,0,0,0,0,3,0,5,16,2404,607,626,146,137,191,374,186,25,131,4825
31301,143,32,19,57,42,18,11,23,1029,4,3,0,0,0,0,0,0,0,5,19,5456,770,503,91,82,101,114,37,32,257,7444
31302,888,240,202,334,491,140,46,129,4762,17,0,3,0,0,0,0,0,0,37,59,7185,2359,1805,370,302,457,638,210,74,487,13884
31303,151,57,72,81,127,58,19,24,775,0,0,0,0,0,0,0,0,0,177,183,985,237,229,67,88,90,145,68,22,268,2200
31304,551,107,115,114,168,57,10,74,3039,16,0,3,0,0,0,0,0,0,20,48,6972,2292,1520,248,236,237,261,116,43,342,12262
31305,550,101,104,90,123,75,11,84,3250,25,5,3,0,0,0,0,0,0,28,57,8961,2329,1535,229,259,238,272,160,53,442,14487
31401,934,126,124,97,129,49,14,48,4392,4,0,0,0,0,0,0,0,0,5,10,9475,3587,2198,274,284,242,269,134,45,268,16768
31402,2757,567,580,486,614,196,63,127,11087,12,9,0,0,0,0,0,0,0,22,41,8475,6814,5174,964,937,805,910,332,124,453,24990
31403,601,250,181,189,188,54,23,50,3372,4,0,0,0,0,0,0,0,0,11,20,4096,1657,1175,319,266,252,266,78,40,196,8352
31501,159,49,45,51,134,43,13,88,1132,0,0,0,4,0,0,0,0,0,69,72,1842,361,314,80,73,85,182,63,18,260,3283
31502,373,59,94,95,177,82,56,46,1790,3,0,0,0,0,0,0,0,0,0,12,1863,808,826,106,152,150,262,116,83,144,4508
31503,81,34,29,32,76,18,10,16,482,6,0,0,0,0,0,0,0,0,0,7,949,186,150,47,47,49,95,23,10,67,1620
31601,756,222,236,225,286,100,19,70,3401,7,0,0,0,0,0,3,0,0,8,20,6799,2548,2096,478,435,437,565,242,60,296,13966
31602,929,251,270,276,317,160,40,89,4595,7,3,0,0,0,3,0,0,0,46,65,10586,3359,2511,569,555,551,651,335,125,535,19777
31603,780,285,344,363,345,128,40,96,3796,9,0,4,0,0,0,0,0,0,50,68,7427,1979,1753,510,562,542,577,263,117,372,14102
31605,502,113,135,147,187,110,27,56,2563,19,0,3,0,0,0,0,0,0,26,51,7004,1868,1509,332,336,339,404,237,96,318,12456
31606,365,99,89,85,105,37,15,40,1989,8,0,0,0,0,0,0,0,0,10,22,6673,1696,1071,228,227,203,205,85,32,270,10693
31607,342,62,90,62,75,26,3,37,1740,3,0,0,0,0,0,0,0,0,38,40,5127,1534,981,134,159,119,148,79,25,274,8582
31608,124,20,22,28,11,21,3,13,651,0,0,0,0,0,0,0,0,0,10,13,3090,637,457,66,61,61,63,44,18,168,4656
31701,2698,667,1096,1517,2331,641,165,273,13815,11,5,3,0,0,10,5,0,0,37,79,9210,3928,3754,827,1283,1702,2544,762,229,588,24831
31801,142,30,30,65,114,71,88,86,1322,3,0,0,0,0,0,5,0,3,10,18,2212,308,243,50,65,100,209,137,100,230,3649
31802,2195,481,495,691,931,421,91,212,11025,13,8,5,0,0,0,7,0,0,87,119,13505,5104,3770,714,723,998,1285,609,181,738,27633
31901,721,160,220,279,563,244,93,162,4109,7,0,0,0,0,0,5,6,0,27,52,7565,1275,1228,242,303,370,711,321,141,484,12631
31902,209,59,66,123,226,85,58,56,1443,12,0,0,0,0,0,0,0,11,9,38,3217,457,335,91,96,158,277,110,79,247,5057
31903,179,57,51,50,57,21,11,40,1101,3,0,0,0,0,0,0,0,0,11,21,4462,627,429,99,84,107,98,51,11,265,6236
31904,424,110,98,102,132,72,29,58,2489,17,0,0,0,0,3,0,0,0,36,50,8210,1285,901,201,168,182,235,152,62,426,11830
31905,113,33,41,43,32,11,7,33,845,3,0,0,0,0,0,0,0,0,49,52,3932,381,297,76,70,81,75,41,10,265,5232
39797,0,6,8,0,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,8,0,4,6,8,4,12,3,0,4,48
40101,1473,689,958,1083,1554,778,158,133,8393,5,0,4,0,0,0,0,0,0,42,56,2910,998,1805,796,1072,1240,1758,934,250,241,12006
40102,451,126,106,106,143,57,14,56,2777,13,0,0,0,0,0,0,0,0,6,24,8230,1707,1123,237,208,199,228,112,43,342,12436
40103,1795,473,512,612,664,261,73,135,9513,4,0,0,0,0,0,0,0,0,4,10,6960,2577,2205,542,601,714,788,342,86,261,15081
40104,2546,673,768,898,1044,388,61,223,14606,10,0,0,0,0,0,0,0,0,8,18,9162,3188,2919,778,863,1028,1134,436,69,337,19909
40105,1201,436,509,636,754,374,52,126,7494,8,0,0,0,0,0,0,0,0,9,14,5289,1387,1515,508,588,739,884,436,83,233,11661
40106,905,268,355,484,539,207,34,96,5693,5,0,0,0,0,0,0,0,0,7,19,4211,1098,1124,315,411,540,602,249,49,180,8775
40107,916,289,365,453,564,214,29,86,5444,8,0,0,0,0,0,0,0,0,4,17,4791,1186,1206,374,445,569,670,290,59,180,9785
40201,194,38,31,37,41,22,10,42,1108,11,0,0,0,0,0,0,0,0,8,13,4437,575,383,48,62,49,53,39,16,181,5849
40202,2715,637,477,541,659,179,73,274,11091,33,3,3,0,0,0,0,0,0,20,58,11684,3476,3125,695,554,587,725,204,100,641,21792
40203,5460,1268,1324,1725,2190,881,132,359,24996,16,0,3,4,0,0,3,0,0,160,190,9724,6743,5988,1388,1428,1848,2344,970,151,666,31255
40204,7442,1742,1484,1874,2260,865,200,635,35100,28,12,8,5,3,0,0,4,0,69,134,21684,8939,8137,1855,1597,1993,2388,955,225,1174,48959
40205,1890,440,451,567,564,239,31,141,10206,15,0,0,0,0,0,0,0,0,52,77,14184,3603,2533,534,514,700,653,291,55,444,23499
40301,475,160,166,279,256,117,26,61,2857,7,0,0,0,0,0,0,0,0,6,12,4471,1110,998,240,264,370,427,199,81,177,8334
40302,2994,982,944,915,1304,499,53,228,15527,16,0,3,0,0,0,0,5,0,13,46,11742,5359,4270,1178,1109,1191,1564,645,84,502,27659
40303,1211,331,447,487,618,297,38,131,7315,4,0,5,0,0,0,0,0,0,9,21,8176,2288,1761,420,549,618,743,384,58,310,15298
40304,1607,330,294,252,353,177,32,161,9066,39,3,0,0,0,0,0,0,0,52,101,23352,6252,3780,592,531,477,617,303,80,872,36863
40401,3113,967,973,1146,1256,583,109,478,22111,27,6,0,0,0,0,5,6,0,21,65,17755,4554,4154,1159,1157,1371,1533,746,144,768,33341
40402,1725,467,497,562,705,302,62,290,11809,11,11,3,0,0,0,3,0,0,20,40,9487,2653,2218,569,577,634,790,342,81,472,17825
40403,2454,854,1092,1203,1503,529,64,223,14452,8,0,0,0,0,0,4,0,0,13,28,8262,2736,3005,991,1230,1341,1671,609,75,371,20281
40501,80,23,26,24,47,62,17,19,685,9,0,0,0,0,0,0,0,0,3,16,3149,452,251,43,41,51,74,83,22,147,4320
40502,156,43,28,39,35,19,3,12,507,7,0,0,0,0,0,0,0,0,5,4,1631,145,200,47,32,46,45,24,6,81,2263
40503,115,32,39,24,33,19,0,15,624,5,0,0,0,0,0,0,0,0,4,6,1425,189,197,42,54,45,54,29,4,89,2121
40504,77,5,12,17,19,6,5,5,363,8,0,0,0,0,0,0,0,0,3,10,2030,142,117,15,24,20,25,5,6,127,2515
40601,349,77,87,146,128,55,21,67,1834,10,0,0,0,0,0,0,0,0,22,31,4413,618,575,118,131,193,164,81,33,275,6594
40602,309,67,126,121,129,70,34,36,1504,6,0,0,0,0,0,0,0,0,59,64,1696,501,453,99,149,159,178,84,46,161,3528
40701,161,41,38,55,82,36,7,36,1176,21,0,0,3,0,0,0,0,0,13,28,7367,786,501,96,85,82,125,55,15,357,9474
40702,778,212,274,263,318,114,40,84,3191,9,0,0,0,0,0,0,0,0,87,104,3548,898,1044,265,323,318,374,131,49,365,7322
40703,638,186,233,181,424,173,68,170,3773,5,0,0,0,0,0,3,0,4,114,127,4624,892,863,231,266,224,481,206,75,507,8372
49797,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,4,0,0,0,0,0,17
50101,618,116,102,107,164,74,27,111,2441,10,0,0,0,0,0,3,0,0,28,47,7012,1604,1471,217,197,186,318,149,49,416,11623
50102,1578,263,303,324,411,163,55,146,6097,19,0,0,0,4,0,0,0,0,116,147,10466,3684,2980,412,427,476,568,267,94,661,20032
50103,138,16,28,50,93,24,17,45,842,10,0,0,0,0,0,0,0,0,4,16,3027,437,302,37,43,69,125,48,19,212,4325
50201,1425,210,182,248,269,89,42,119,5266,15,3,3,0,0,0,0,0,0,45,72,14947,5040,4148,485,374,435,498,185,101,686,26904
50301,1253,320,425,480,796,458,66,148,8124,13,0,0,0,0,0,0,0,0,9,23,12226,3053,2697,541,703,746,1187,819,215,395,22589
50302,4028,1180,1407,1938,2664,1210,291,432,21760,23,0,5,6,0,0,10,0,4,119,168,18133,5773,6625,1592,1880,2464,3445,1673,493,989,43076
50401,2918,650,578,642,763,298,46,312,15647,15,0,0,0,0,0,0,0,0,22,38,16403,4575,4400,834,734,795,943,363,76,603,29720
50402,443,70,40,64,48,26,10,42,2110,9,0,0,0,0,0,0,0,0,401,415,6796,1450,1033,133,81,114,95,59,33,584,10366
50403,5851,883,675,706,896,406,118,469,25566,16,8,9,0,0,3,0,0,0,89,135,22412,11924,8981,1177,951,935,1144,519,186,1068,49304
50501,2425,334,339,414,563,281,72,215,13218,25,9,5,0,0,0,0,0,0,37,79,32836,11192,8709,992,876,944,1085,584,186,840,58255
50502,8236,2089,1847,2030,2703,1070,152,862,43175,36,13,4,5,4,4,3,9,0,75,149,37706,12521,12577,2656,2334,2611,3356,1451,288,1627,77129
50503,6619,1062,862,944,1132,499,173,575,32154,58,20,12,0,0,5,0,0,0,101,208,37089,21746,15295,1911,1483,1505,1708,838,310,1506,83371
50601,5119,748,578,554,634,262,99,181,16928,12,7,7,0,4,0,0,0,0,35,76,13671,8489,7022,923,743,746,784,334,148,550,33412
50602,3954,1040,980,1169,1477,597,112,322,17406,12,5,3,0,0,0,0,0,0,51,78,11573,5229,5549,1264,1211,1422,1804,727,183,618,29578
50603,7635,1837,1704,2166,2587,1035,186,576,34097,19,0,9,0,4,0,4,0,0,87,135,18142,10128,9309,2123,1921,2400,2899,1184,229,988,49317
50604,8856,1440,1265,1406,1862,629,160,578,35072,26,5,5,9,0,0,3,0,0,200,247,21252,13540,10870,1690,1477,1596,2077,747,204,1224,54676
50605,1190,178,133,131,162,70,28,73,5355,4,0,0,6,0,0,0,0,0,43,56,9752,3147,2148,259,211,215,221,123,56,354,16488
50606,682,75,43,55,82,54,16,45,2547,6,0,0,0,0,0,0,0,0,68,78,3972,1926,1268,113,83,111,123,71,25,256,7946
50607,1338,294,290,371,534,273,47,114,7037,7,0,0,0,0,0,0,0,0,13,29,7941,2004,2116,431,422,513,691,365,80,279,14841
50701,4311,595,557,534,647,284,64,299,18966,11,0,4,0,0,0,0,0,0,38,59,18809,7876,7269,959,824,816,958,434,140,740,38832
50702,434,94,98,122,150,90,26,94,3260,13,0,3,0,0,0,5,0,0,28,46,6812,1457,1278,201,202,260,328,197,78,287,11109
50703,2307,360,308,273,345,139,37,108,7771,0,4,0,0,0,0,0,0,0,201,210,5571,4075,3569,481,417,380,434,180,62,472,15636
50704,2761,542,539,510,671,431,78,254,16735,10,6,3,0,0,0,0,0,0,27,49,21639,5482,4580,764,760,751,905,607,144,622,36248
50705,1986,315,262,269,289,135,73,151,8302,30,14,12,0,0,0,0,0,0,43,97,20088,8938,7409,728,604,600,615,309,168,746,40218
50901,621,166,115,166,174,85,86,71,3052,34,5,0,0,0,0,0,0,0,124,159,7212,1644,1087,252,172,247,268,134,123,513,11649
50902,464,103,82,120,205,95,104,66,2152,24,0,0,0,0,0,0,0,0,320,355,6051,1169,1003,178,114,183,269,127,125,703,9927
50903,161,41,28,47,81,32,38,26,757,8,0,0,0,0,0,0,0,0,4,15,1550,382,334,66,38,59,115,43,46,124,2754
51001,430,89,95,139,324,134,49,49,2131,11,0,0,0,0,0,3,6,0,16,39,3679,984,929,145,166,218,457,190,66,219,7050
51002,816,130,149,168,236,90,23,56,3155,10,9,0,0,0,0,7,0,0,10,37,2900,2000,1687,213,233,268,417,155,60,208,8144
51003,806,155,126,149,225,93,31,61,3074,10,10,5,0,0,0,0,0,0,23,47,3283,1910,1651,230,196,225,355,148,62,201,8256
51101,141,17,34,30,64,37,0,16,630,3,0,0,0,0,0,0,0,0,0,5,1279,370,310,40,71,54,118,60,13,96,2414
51102,147,42,38,91,120,44,13,24,955,10,0,0,0,0,0,0,0,0,4,15,2197,362,332,79,64,140,179,71,25,133,3586
51103,1001,156,191,228,320,136,76,78,3786,12,11,4,0,0,0,0,0,0,28,56,3394,2319,1992,269,304,402,508,208,111,258,9770
51104,674,112,110,114,143,93,48,50,2672,18,5,0,0,0,0,0,0,0,20,50,4895,1447,1291,171,177,172,231,125,68,279,8871
59797,36,9,4,7,8,9,0,19,200,0,0,0,0,0,0,0,0,0,0,5,352,156,115,17,6,18,14,10,3,28,717
60101,144,42,40,31,25,8,0,8,490,0,0,0,0,0,0,0,0,0,0,5,696,119,211,54,50,47,40,10,6,33,1264
60102,1223,406,398,347,323,111,15,69,4055,7,0,0,0,0,0,0,0,0,33,45,3789,904,1540,476,443,416,393,136,27,218,8341
60103,2670,909,898,759,576,155,28,160,8192,8,0,4,4,4,0,0,0,0,21,39,3236,1300,2902,1000,967,832,622,177,32,316,11381
60104,876,331,325,269,260,108,14,48,3373,5,0,0,0,3,0,0,0,0,3,16,3787,992,1195,383,387,332,306,150,25,147,7698
60105,2667,1051,1007,987,916,325,46,149,9686,14,0,0,5,0,0,0,0,0,21,44,5682,1667,3231,1198,1121,1121,1086,405,83,310,15901
60106,130,39,31,40,36,5,6,11,498,4,0,0,0,0,0,0,0,0,0,3,1248,171,185,55,46,67,53,13,6,81,1928
60201,2088,854,840,793,771,297,60,121,7789,12,3,0,4,4,0,0,0,0,20,40,5637,1541,2543,933,947,900,869,354,66,327,14125
60202,89,26,25,27,27,13,0,14,460,0,0,0,0,0,0,0,0,0,6,6,2242,208,206,55,40,47,46,18,0,107,2966
60203,154,52,41,43,57,22,5,35,771,6,0,0,0,0,0,0,0,0,3,8,2926,301,282,79,64,73,97,31,5,202,4066
60301,27,7,7,19,14,0,0,0,156,0,0,0,0,0,0,0,0,0,3,4,704,93,48,14,15,22,16,0,0,50,966
60302,107,43,35,40,23,9,0,20,626,0,0,0,0,0,0,0,0,0,0,4,2355,348,234,80,49,60,45,32,9,149,3352
60303,97,42,36,38,34,9,0,14,350,0,0,0,0,0,0,0,0,0,0,0,658,67,148,51,52,41,35,11,0,53,1124
60401,242,83,126,120,131,27,17,35,1309,4,0,0,0,0,0,0,0,0,3,5,3115,373,395,117,152,157,169,53,24,168,4715
60402,376,160,184,180,201,51,31,48,1807,6,0,0,0,0,0,0,0,0,3,13,3156,438,510,180,222,219,250,71,42,165,5257
60403,144,40,59,43,30,36,12,10,584,4,0,0,0,0,0,0,0,0,0,10,1197,225,229,56,76,63,53,48,17,66,2032
69797,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,6,31,5,3,0,0,0,0,0,0,8,42
70101,1554,693,689,568,677,228,24,117,6381,0,5,0,0,0,3,0,0,0,31,45,3105,1375,2148,820,804,710,879,338,62,229,10472
70102,3081,825,902,871,911,333,44,255,12946,7,0,7,5,3,0,4,0,0,18,53,6724,3018,3802,967,1046,1001,1066,387,71,408,18485
70103,196,45,31,43,68,23,71,49,1128,0,0,0,0,0,0,4,0,0,77,90,2022,487,376,77,56,79,99,33,110,230,3572
70104,1300,328,270,290,272,99,15,83,4944,0,3,0,0,0,0,0,0,0,10,24,2697,1848,1876,421,331,345,365,119,28,204,8239
70201,888,318,279,308,399,138,76,85,4114,4,0,5,0,0,0,0,0,0,24,33,2675,1366,1453,433,389,486,615,297,200,199,8118
70202,84,15,22,33,41,16,3,11,343,0,0,0,0,0,0,0,0,0,0,0,315,96,133,23,32,46,61,24,7,33,761
70203,92,27,22,32,77,19,0,27,498,0,0,0,0,0,0,0,0,0,0,0,798,152,171,54,41,54,116,40,9,67,1489
70204,52,30,14,34,13,8,0,14,363,0,0,0,0,0,0,0,0,0,0,6,418,150,119,37,30,47,29,12,3,28,883
70205,273,104,91,81,110,100,10,43,1196,0,0,0,0,0,0,3,0,0,0,8,1160,303,402,126,108,102,169,146,22,111,2653
79797,0,0,0,0,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,51,21,6,0,0,0,8,0,0,0,83
80101,4020,1238,1533,1505,1285,509,86,318,19850,12,4,4,4,7,4,0,0,0,38,65,13246,4182,4913,1427,1714,1695,1478,587,122,544,29904
80103,54,5,11,3,6,3,12,0,166,0,0,0,0,0,0,0,0,0,46,45,136,42,60,5,15,3,6,10,14,55,346
80104,5764,1283,1591,1442,1311,461,87,395,25783,3,3,5,0,5,5,4,0,0,35,63,11227,7118,6790,1463,1764,1596,1468,538,117,550,32632
80105,2004,682,904,945,914,480,74,184,10152,3,3,0,0,0,0,0,3,0,8,30,7301,2138,2761,833,1059,1121,1121,631,171,353,17499
80106,806,203,254,225,240,112,40,68,4282,13,0,0,0,0,0,0,0,0,20,43,4693,1037,1143,251,316,313,311,216,71,166,8520
80107,2012,409,396,404,305,101,27,162,10317,7,0,0,0,0,0,0,0,0,9,24,11327,2544,2619,490,473,487,370,137,48,350,18848
80108,489,96,130,104,92,62,69,85,2733,6,0,0,0,0,0,0,0,0,3,11,3345,628,684,130,152,116,120,88,84,171,5511
80109,1485,483,689,668,523,233,43,102,7683,5,0,0,0,0,0,3,6,0,25,37,5781,1370,1897,575,773,749,599,278,73,230,12322
80110,1058,247,196,193,195,92,28,37,3760,0,0,0,0,0,0,0,0,0,4,0,1284,1012,1234,281,225,234,213,116,43,54,4694
80111,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,34,9,4,0,0,6,12,0,0,0,65
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,51,16,7,12,0,3,0,16,437,0,0,0,0,0,0,0,0,0,209,209,399,77,64,15,7,12,3,3,0,232,807
90102,5,0,0,3,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,52,12,4,0,0,3,0,0,0,9,81
90103,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,21,12,6,0,0,0,0,5,0,3,45
90104,38,14,3,0,7,0,0,36,210,0,3,0,0,0,0,0,0,0,0,8,329,46,74,26,11,3,14,14,7,72,590
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
