SA3_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
21001,396,817,10,1222,5704,202,11,7137,86,1249,14,1345,4686,191,20,6242,28,297,5,329,4193,223,5,4750,3,9,0,15,1916,114,3,2043,10680,3034,176,13890,34957,1852,74,50774
21002,236,563,8,806,3345,190,3,4338,38,634,5,670,2509,155,0,3340,8,100,0,112,1442,107,5,1665,0,5,0,5,342,76,0,417,6293,1775,198,8264,16084,1287,21,25656
21003,386,607,13,1007,6079,323,28,7438,66,620,3,692,3928,265,20,4905,21,139,4,159,3475,296,13,3944,8,12,0,19,2411,332,4,2759,13484,2397,241,16128,45193,4104,127,65546
21004,243,816,12,1079,4184,177,11,5447,53,709,4,764,2955,146,10,3881,8,116,0,121,1568,115,3,1803,0,9,0,6,628,42,4,678,8346,2459,231,11036,23434,1589,48,36102
21005,1034,1929,47,3009,15589,1080,85,19759,216,1567,26,1808,10107,643,56,12616,20,264,4,294,5381,433,24,6132,3,20,0,25,1581,191,3,1790,35675,6836,606,43120,103276,10444,415,157261
21101,960,2599,36,3591,16231,526,68,20423,240,3006,23,3268,11913,492,63,15742,55,486,10,551,7732,532,31,8840,0,17,0,18,3111,447,8,3584,27654,8332,649,36634,89819,4847,265,131564
21102,249,463,7,716,2945,73,10,3741,43,692,8,744,1952,63,8,2772,13,137,0,150,1465,64,0,1685,0,6,0,6,677,49,0,732,4508,1622,117,6250,14786,575,29,21640
21103,659,1761,17,2438,10556,368,37,13403,154,2283,10,2442,7674,338,37,10491,22,436,0,454,5501,401,12,6371,7,18,0,28,2347,504,5,2883,21008,6077,561,27648,61430,3566,159,92802
21104,470,696,11,1185,5547,175,41,6950,147,1246,9,1395,4426,220,49,6089,27,255,0,288,3772,267,15,4331,7,11,0,17,1631,325,7,1981,11680,2828,213,14719,34849,2047,149,51760
21105,836,2931,34,3798,15222,699,22,19745,172,3076,22,3261,11816,539,21,15638,40,527,3,570,7296,419,12,8298,3,20,0,21,2437,170,0,2630,27819,9260,1056,38137,81310,4904,126,124477
21201,590,1631,14,2242,8736,501,35,11507,108,1432,12,1545,6496,402,40,8478,19,213,0,228,3923,338,21,4518,3,6,0,17,1235,211,8,1466,23448,5598,775,29823,55862,4928,149,90765
21202,819,1896,45,2759,12953,656,69,16437,182,1705,16,1899,8740,522,61,11222,32,293,8,335,5247,431,20,6025,9,13,0,22,2154,255,7,2430,23638,6026,588,30251,73728,6033,247,110259
21203,1168,2515,60,3741,14908,872,146,19665,243,1839,38,2117,9386,530,122,12156,48,283,5,332,4936,295,37,5603,0,15,0,15,1586,133,4,1739,47297,8898,1169,57362,104651,8659,426,171097
21204,1185,1815,53,3060,16606,1100,92,20851,315,2181,29,2521,13622,886,94,17120,56,457,8,530,9187,721,24,10461,5,43,0,51,3983,374,11,4425,28487,6928,472,35890,114378,10247,454,160973
21205,1285,1741,23,3054,15368,650,124,19190,367,2996,15,3377,11645,557,139,15723,83,748,4,841,10302,705,48,11893,9,37,0,46,5224,721,14,6006,30059,7264,378,37701,108881,7825,716,155126
21301,1235,2255,55,3544,17206,1211,78,22034,286,2268,27,2577,13586,964,67,17192,53,393,4,451,7736,721,18,8928,8,27,0,31,2936,415,3,3388,26629,7541,504,34673,107417,11243,355,153691
21302,666,956,14,1624,8461,375,27,10490,100,1185,11,1297,6017,301,26,7643,26,229,3,261,3881,262,0,4416,3,21,0,26,1868,170,0,2059,15865,3463,307,19633,46852,3255,107,69846
21303,522,577,9,1112,6598,437,29,8183,61,648,10,721,4182,308,24,5229,11,127,4,138,2284,230,14,2669,0,5,0,13,1123,196,0,1332,13659,2436,265,16356,50647,4362,154,71519
21304,895,2221,50,3165,13063,930,92,17257,194,1898,22,2105,9875,573,97,12659,21,241,3,271,4685,396,16,5367,0,7,0,11,1393,160,7,1571,39636,7879,891,48402,91100,10619,311,150435
21305,1385,2563,67,4015,17216,1082,273,22592,393,2314,23,2729,11049,731,280,14791,25,309,9,345,5333,429,51,6161,6,12,0,20,1638,247,0,1904,64432,9717,1131,75280,130830,15177,870,222153
21401,757,2198,31,2977,12992,766,12,16746,140,2156,6,2314,9742,609,24,12686,24,383,0,410,6152,636,14,7211,4,17,0,19,2490,545,7,3059,24240,7252,873,32368,73725,6678,126,112888
21402,1115,3125,36,4280,17426,1071,24,22810,207,4131,24,4360,17409,1164,32,22962,46,810,7,862,13231,1161,7,15261,16,37,3,53,4982,922,8,5966,26193,10566,896,37652,93920,8339,131,140054
21501,268,1112,13,1396,7009,608,9,9017,57,876,3,933,6246,650,6,7837,10,172,0,178,3998,540,3,4717,4,17,0,21,1743,325,0,2095,8089,3219,371,11682,33994,4501,48,50226
21502,240,937,15,1197,5700,566,15,7480,51,688,0,738,4870,499,7,6109,11,123,0,138,3022,340,0,3500,3,6,0,10,1324,194,0,1526,8213,2811,328,11352,31097,4042,119,46613
21503,142,760,10,914,4212,462,4,5590,45,511,4,558,3929,414,4,4907,13,85,0,93,2492,321,0,2903,0,8,0,10,1076,188,0,1275,5037,2019,182,7235,21396,3040,80,31749
21601,185,770,21,971,4371,353,7,5698,48,576,0,624,3990,341,5,4961,5,102,0,104,2683,324,0,3108,0,10,0,10,1027,231,3,1268,5422,2152,204,7775,21696,2533,35,32040
21602,139,558,3,700,3409,284,0,4392,36,432,4,472,3549,314,0,4339,10,67,0,77,2323,257,0,2662,0,3,0,3,889,141,0,1031,4043,1609,153,5813,17291,2122,18,25239
21603,342,996,13,1357,6389,615,7,8361,73,832,7,916,5487,479,12,6895,8,136,0,152,3519,418,3,4100,0,6,0,6,1421,216,3,1641,10303,3248,329,13888,35985,4721,81,54675
21701,167,635,15,816,4566,312,0,5693,43,538,0,579,4293,307,0,5183,6,113,0,120,2427,254,0,2803,0,11,0,7,1030,119,0,1162,4944,1926,182,7048,21473,2057,13,30588
21703,153,739,10,903,4465,350,4,5721,41,662,3,704,3987,333,5,5030,10,111,0,120,2489,228,0,2840,0,3,0,6,1002,145,0,1149,5337,2185,206,7727,21802,2335,40,31903
21704,283,1040,7,1333,5470,353,11,7164,58,969,3,1027,4790,367,4,6191,5,181,0,190,2848,309,0,3351,7,3,0,13,1218,255,0,1481,8313,3174,311,11805,28258,2912,75,43053
29797,0,3,0,4,45,111,0,158,0,0,0,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,55,121,385,0,565
30101,421,1454,13,1883,7427,229,12,9550,82,1421,9,1515,6115,239,13,7872,16,233,0,248,3274,255,7,3779,0,12,0,9,999,338,0,1353,12742,4605,461,17806,38748,2234,61,58848
30102,489,1707,25,2212,10177,431,14,12833,98,1650,3,1750,9303,457,30,11541,17,302,0,326,6113,454,10,6904,0,13,0,13,2089,467,3,2567,15056,5214,548,20822,52259,3415,106,76598
30103,444,1071,13,1525,6649,223,15,8410,67,1130,9,1203,4767,184,25,6179,5,241,0,245,2990,233,10,3478,3,16,0,13,1196,217,0,1436,14189,3672,443,18306,37155,2099,94,57646
30201,263,640,10,915,3921,93,20,4951,51,864,3,917,2883,82,16,3896,6,173,0,187,2145,83,0,2412,0,9,0,9,1018,71,0,1105,8829,2434,215,11482,24373,954,65,36866
30202,357,796,14,1162,6110,300,23,7602,53,992,7,1052,4398,292,17,5769,15,254,0,270,3407,365,10,4048,0,7,0,13,1880,453,3,2354,12824,3173,329,16329,41804,3127,142,61401
30203,194,440,0,636,3708,189,26,4554,36,504,0,539,2517,138,17,3214,10,95,0,102,1527,76,3,1712,6,6,0,9,686,88,3,783,7053,1757,169,8982,25315,1866,117,36281
30204,327,835,19,1182,5451,180,23,6833,65,935,11,1003,4312,213,24,5551,9,177,0,185,2991,220,4,3402,0,4,0,4,1241,227,0,1474,10992,2983,310,14282,32743,2118,82,49230
30301,295,688,9,991,4787,136,17,5923,53,931,3,987,3253,108,22,4361,15,177,0,193,2194,79,4,2470,0,13,0,13,998,62,0,1069,10249,2629,213,13090,29502,1215,65,43873
30302,454,594,8,1060,5959,442,15,7471,57,879,7,943,3864,372,12,5194,11,223,0,245,2511,352,7,3107,0,20,0,20,1316,238,0,1576,12022,2918,271,15214,49466,3520,162,68355
30303,523,875,15,1414,5909,243,54,7623,153,1093,14,1264,4349,176,69,5851,22,255,3,281,3209,171,7,3672,0,5,0,9,1359,118,0,1488,14768,3340,311,18418,42883,2685,259,64240
30304,250,387,6,645,3138,117,20,3918,44,476,4,530,2060,103,13,2706,13,112,0,128,1501,83,5,1720,0,14,0,14,711,64,0,781,7295,1590,175,9062,21846,1351,102,32359
30305,374,895,15,1277,5034,218,75,6609,146,849,14,1013,3605,149,51,4822,19,108,4,135,1874,108,9,2117,0,0,0,4,723,105,0,827,13477,3103,296,16881,33143,2389,203,52614
30306,327,651,23,996,3994,189,35,5211,128,738,8,873,3209,142,27,4253,6,141,0,154,1970,103,12,2236,3,4,0,8,792,41,0,842,8579,2410,211,11196,27461,1974,173,40799
30401,225,491,3,718,3295,62,11,4082,43,740,0,780,2592,66,9,3451,15,151,0,164,1568,32,3,1769,0,3,0,3,689,16,0,714,6189,1828,172,8185,17652,494,53,26382
30402,397,553,9,959,4457,78,16,5510,69,1023,6,1101,3220,79,27,4425,13,279,0,289,2390,102,5,2789,5,17,0,18,1016,120,0,1152,10024,2434,207,12656,23683,789,108,37237
30403,328,383,7,717,3775,103,33,4625,63,818,0,882,2912,124,28,3944,17,211,0,231,1941,114,3,2290,4,10,0,15,785,104,5,906,8918,2066,145,11130,32172,1479,202,44983
30404,279,581,7,867,4171,118,16,5168,50,939,0,990,3154,76,18,4234,10,245,0,251,2253,72,0,2576,0,14,0,13,1076,62,0,1152,10884,2515,295,13699,27450,1180,65,42398
30501,420,578,9,1002,6532,961,121,8622,72,862,10,941,4072,617,60,5687,5,172,0,179,2166,372,15,2729,0,10,0,15,809,224,4,1054,8788,2959,193,11934,63949,9416,1047,86345
30502,315,383,3,699,3599,139,13,4455,35,516,0,553,1982,99,12,2649,0,99,0,98,1005,76,3,1183,0,5,0,0,465,37,0,506,8027,1719,186,9929,24587,1473,82,36065
30503,585,739,15,1333,7858,486,53,9732,79,1097,9,1183,4754,325,28,6285,16,246,0,256,2937,256,10,3451,4,5,0,10,1263,129,5,1406,14191,3537,334,18066,63645,4849,342,86906
30504,430,500,10,939,4669,158,24,5793,39,831,6,876,2878,166,27,3948,7,179,0,186,1621,145,7,1964,4,0,0,8,615,101,5,726,10169,2394,251,12818,35339,1732,163,50047
30601,439,737,16,1193,6413,392,28,8030,71,705,9,783,5107,365,39,6295,12,129,0,149,2384,278,14,2820,3,6,0,8,577,133,5,725,10093,2612,414,13124,31156,2787,175,47240
30602,627,1287,25,1935,9721,1567,61,13281,118,1187,8,1309,7767,1377,43,10494,22,278,0,301,4178,749,20,5245,0,22,0,17,1457,317,8,1794,15197,4970,662,20828,56558,12032,726,90146
30603,198,555,12,766,4784,476,20,6047,47,435,4,486,4742,481,7,5720,10,84,0,97,2274,258,0,2626,0,4,0,3,717,104,0,829,4755,1881,286,6925,21168,3112,395,31604
30604,73,151,3,228,2155,377,16,2772,19,152,0,175,2040,419,8,2642,4,29,0,31,922,159,7,1123,0,0,0,0,182,35,0,217,1648,555,65,2269,9178,1993,149,13584
30605,210,704,10,925,5352,601,21,6892,55,570,7,637,5601,615,21,6875,14,138,0,153,3058,372,3,3583,0,3,0,5,925,205,0,1135,5457,2167,268,7888,25338,4020,500,37753
30701,198,656,8,865,4793,741,7,6407,30,422,5,455,4108,535,0,5097,16,79,4,93,2173,323,0,2590,3,7,0,10,617,170,0,797,6997,2038,315,9350,23753,4976,147,38233
30702,157,722,13,889,4460,505,10,5862,36,474,0,512,4046,360,0,4925,0,94,0,96,2478,287,0,2865,0,8,0,10,877,165,0,1047,6216,2220,327,8765,22416,3257,73,34505
30703,213,665,11,890,4792,429,4,6111,48,512,0,559,5130,435,4,6125,10,105,4,116,2990,312,0,3424,0,6,0,6,983,125,0,1114,5400,2098,235,7728,23573,2775,49,34117
30801,126,441,5,568,2947,762,13,4292,21,210,3,228,1973,373,11,2587,3,39,0,46,749,129,3,935,0,0,0,0,150,51,0,209,5409,1391,267,7069,14414,4516,431,26420
30803,482,2242,23,2746,11943,1063,12,15764,100,1657,7,1767,10460,1007,26,13257,18,289,4,309,6186,682,9,7180,4,18,0,24,2132,401,5,2558,18214,7121,983,26316,62918,8390,144,97769
30804,56,231,4,289,1515,398,0,2200,14,120,0,128,1150,228,3,1513,0,37,0,37,678,135,0,849,0,0,0,0,205,50,0,263,2473,679,88,3245,7476,2260,17,12996
30805,279,1094,10,1381,6946,711,15,9056,37,627,10,676,5230,563,21,6489,11,87,0,93,2236,248,8,2583,0,0,0,0,572,106,0,684,10895,3296,534,14721,32475,4268,90,51554
30901,385,840,3,1232,6425,603,52,8304,67,1040,12,1115,6029,489,36,7659,15,197,4,220,3843,375,24,4460,0,12,0,13,1455,210,8,1687,9851,3039,244,13139,40366,4247,286,58033
30902,291,892,16,1188,6029,391,11,7620,74,986,10,1068,5493,401,26,6984,13,170,0,192,3267,400,9,3872,0,11,0,11,1316,363,0,1683,9256,2993,267,12512,33235,3288,123,49161
30903,419,918,11,1350,7677,481,36,9539,88,1045,6,1145,7910,542,32,9629,17,200,0,222,5702,458,10,6393,6,14,0,18,1939,217,6,2179,9131,3197,262,12585,43256,3814,158,59825
30904,151,363,8,518,2553,177,0,3242,24,344,7,377,2132,130,9,2649,5,50,0,59,1142,76,0,1279,4,3,0,8,252,26,0,290,3210,1076,94,4380,11345,1206,39,16972
30905,237,568,7,816,3185,156,7,4170,32,545,5,579,2425,118,7,3129,8,91,0,101,1405,65,6,1583,4,10,0,13,425,56,0,497,7329,1804,202,9328,17055,1249,57,27680
30906,385,1001,18,1405,6472,268,25,8170,98,962,4,1061,5099,254,25,6437,12,158,0,170,3277,263,10,3712,0,10,0,13,991,202,8,1213,12540,3501,430,16473,36377,2731,115,55699
30907,743,2035,20,2804,11836,607,44,15289,126,1665,11,1802,9113,488,61,11459,16,284,3,303,4971,333,37,5644,3,11,0,16,1244,269,5,1533,31366,7402,1070,39843,73892,6792,244,120766
30908,326,601,8,938,4588,209,25,5753,53,728,5,784,4076,286,24,5162,12,166,0,178,2791,378,4,3350,0,6,0,5,1030,425,0,1467,9160,2357,227,11741,30111,2719,119,44694
30909,353,599,4,958,5847,503,33,7339,74,647,6,730,4983,459,24,6202,19,149,0,171,3527,543,6,4250,4,0,0,6,1447,457,0,1918,8543,2435,230,11207,39932,4896,198,56228
30910,302,455,11,768,4989,837,66,6663,76,614,4,697,4949,793,58,6488,18,145,0,160,3054,487,19,3713,0,8,0,13,735,197,4,949,5263,1769,129,7167,29971,5790,421,43346
31001,463,822,25,1302,6122,548,35,8008,109,699,10,820,4110,309,34,5269,18,159,5,170,2614,198,14,3009,0,4,0,4,1081,108,0,1192,12514,3169,359,16037,39517,6781,147,62489
31002,284,1160,8,1454,7490,570,11,9520,55,767,3,824,6770,501,5,8107,10,160,0,169,3508,383,0,4066,4,11,0,18,853,223,0,1091,9833,3455,433,13724,35654,5169,85,54629
31003,493,1769,26,2286,10157,549,25,13011,69,1396,14,1477,7424,473,17,9385,15,228,4,249,4666,451,8,5362,0,18,0,18,1640,336,3,1997,19838,6066,932,26833,58595,5384,99,90905
31004,439,1223,30,1694,6495,377,54,8621,75,846,5,928,4050,239,46,5261,11,133,0,147,1915,122,9,2191,0,0,0,3,441,38,3,487,21015,4946,800,26761,45564,4248,185,76762
31101,63,185,4,255,1641,147,0,2043,14,166,0,179,1627,121,0,1933,0,29,0,29,901,102,0,1032,0,0,0,0,291,82,0,379,1995,642,100,2731,8102,1138,3,11984
31102,190,604,8,795,3724,305,4,4829,39,474,8,519,3347,221,10,4101,11,79,0,86,2167,177,0,2428,0,3,0,5,655,59,0,724,7345,2238,369,9947,23564,2967,45,36519
31103,431,1314,33,1771,7439,456,25,9687,83,747,10,842,5317,332,31,6516,11,117,0,128,2610,203,8,2949,0,9,0,9,759,74,3,840,15998,4693,656,21347,44409,5007,122,70875
31104,239,890,14,1140,4869,251,9,6265,38,673,8,714,3389,168,13,4290,3,117,3,124,1491,91,8,1718,0,7,0,7,320,25,0,347,12301,3169,515,15987,27226,2388,69,45675
31105,268,970,19,1264,5305,334,17,6924,55,837,10,904,4569,350,9,5826,9,141,4,155,2675,311,0,3141,0,8,0,11,899,229,0,1144,10908,3477,460,14846,32412,3526,92,50867
31106,386,928,24,1335,6012,462,25,7833,86,944,8,1038,5550,372,9,6974,18,179,0,198,3042,248,3,3496,0,5,0,4,888,134,0,1026,12735,3817,486,17039,39732,4639,92,61504
31201,161,513,5,682,4225,2142,14,7060,36,245,0,279,3063,686,14,4043,7,33,0,38,1373,236,4,1655,0,4,0,4,338,53,0,391,6671,1553,259,8488,20335,12793,306,41916
31202,466,2306,20,2795,11716,1198,31,15743,60,1505,3,1573,9111,937,30,11645,24,239,3,265,4982,627,8,5884,0,14,0,14,1693,297,7,2011,19043,6742,866,26652,60705,8321,157,95830
31203,111,278,5,401,3051,573,14,4039,21,267,0,290,2647,496,18,3460,3,43,0,51,1014,150,8,1224,0,0,0,0,221,28,0,253,3496,1007,162,4657,14836,3088,209,22788
31301,139,641,11,792,4887,199,12,5887,48,641,0,695,7221,349,13,8271,9,104,3,111,4698,318,6,5139,3,4,0,12,1155,188,0,1354,3730,1920,143,5787,24890,1670,224,32577
31302,254,1082,14,1354,6539,382,19,8294,59,766,8,837,5991,356,14,7204,18,125,0,137,3611,285,6,4043,3,5,0,12,1229,198,7,1434,13107,3866,604,17574,40364,4051,271,62260
31303,58,219,3,284,1499,191,0,1976,17,178,0,191,1529,137,0,1861,0,18,0,27,687,69,0,787,0,5,0,5,208,18,0,229,1996,665,67,2725,7346,2378,18,12464
31304,295,1147,13,1456,6077,271,5,7811,56,816,10,879,5141,241,5,6265,3,117,3,121,2974,211,4,3311,0,13,0,12,840,128,0,977,12036,3719,545,16302,34975,2636,42,53951
31305,322,1070,22,1412,7195,422,19,9048,71,1163,3,1237,7227,377,17,8850,17,206,0,222,4687,372,13,5299,0,9,0,6,1812,249,0,2070,8774,3627,364,12760,37770,3172,76,53788
31401,516,1510,12,2039,8554,180,11,10782,65,1626,9,1699,5847,178,25,7752,8,311,5,323,3337,125,0,3790,0,13,0,16,852,52,0,912,17860,4956,540,23355,44936,1599,90,69985
31402,341,1097,19,1459,5569,196,43,7270,65,803,3,879,4259,183,22,5336,12,144,3,159,2496,197,9,2859,3,11,0,11,843,212,0,1068,18534,4136,617,23283,40103,2873,131,66393
31403,164,636,10,811,3327,121,3,4262,38,572,10,611,2862,102,0,3575,7,106,0,115,1553,73,4,1736,0,4,0,5,509,26,0,537,6999,2251,281,9528,20686,1335,24,31578
31501,161,411,20,588,3724,758,3,5083,41,244,0,289,2857,497,0,3640,12,31,0,41,857,178,4,1080,0,3,0,3,132,19,0,157,4635,2113,363,7112,17092,5288,380,29864
31502,152,406,15,567,3670,938,19,5194,22,229,3,252,2976,758,14,3995,0,41,0,49,1050,240,0,1335,0,0,0,0,169,46,6,222,5253,1608,273,7135,18536,5628,129,31436
31503,71,295,3,369,2861,457,0,3692,20,196,0,214,2923,426,4,3566,0,24,0,28,1185,177,3,1400,0,4,0,4,358,53,0,414,2390,829,118,3342,12201,2169,46,17763
31601,343,738,13,1094,5230,166,10,6504,47,850,0,901,4868,180,12,5957,8,171,0,181,3620,215,6,4015,0,6,0,6,1495,262,0,1764,10272,2637,274,13188,31740,2175,69,47167
31602,480,1463,18,1960,9721,526,18,12224,69,1543,9,1624,9703,531,30,11883,15,263,0,287,7060,589,15,7954,4,13,0,18,2629,410,9,3061,15235,4768,468,20472,55052,4358,140,80024
31603,351,1039,4,1389,7682,663,31,9762,75,1129,5,1212,7745,757,47,9753,18,166,0,182,4674,601,35,5490,0,10,0,8,1589,339,0,1932,8707,3303,300,12314,40821,4665,373,58166
31605,371,529,6,903,5599,305,34,6833,52,809,4,859,6308,356,50,7572,16,173,0,194,4011,348,25,4577,4,3,0,3,1259,215,6,1484,7564,2071,211,9848,28623,2401,236,41109
31606,342,941,10,1287,6670,366,19,8345,67,862,3,933,6216,346,13,7516,20,178,0,196,3416,222,0,3835,0,12,0,12,1022,89,0,1125,9434,3038,363,12838,32418,2655,113,48025
31607,275,741,5,1026,5208,272,4,6511,51,653,3,700,4473,205,7,5382,17,139,0,155,2826,200,11,3187,0,13,0,11,963,137,0,1119,8778,2401,297,11478,26454,2046,43,40015
31608,182,347,8,533,3256,208,10,4016,38,384,0,422,2954,156,3,3537,10,56,0,63,1533,103,4,1700,4,5,0,5,335,83,0,428,3638,1137,122,4900,13844,1236,45,20026
31701,690,2448,37,3174,14201,902,23,18293,127,2274,14,2418,12585,804,15,15826,36,426,6,465,8690,716,15,9884,13,22,0,36,3448,403,0,3888,25360,8629,1262,35249,86934,7392,213,129790
31801,188,796,9,988,4887,600,17,6483,52,585,0,640,5141,560,9,6334,15,104,0,116,2924,375,0,3418,0,10,0,14,1032,165,0,1210,5250,2240,224,7711,24474,4096,241,36525
31802,842,3140,43,4026,17413,1467,40,22942,140,2381,13,2528,14179,1201,47,17961,21,485,0,512,7583,727,22,8834,3,24,0,31,2355,393,8,2782,29684,10608,1538,41826,102044,13166,396,157430
31901,357,1423,20,1806,10868,770,17,13458,99,1038,4,1143,12225,836,14,14221,19,222,0,246,7684,652,16,8590,0,12,0,9,2375,281,4,2666,12269,4411,607,17284,56941,5262,286,79773
31902,215,684,10,910,6048,690,11,7657,71,483,0,554,6521,732,6,7808,9,85,0,95,3587,421,0,4098,0,5,0,5,1042,149,0,1194,5883,2236,303,8422,28898,4262,380,41968
31903,233,796,8,1040,6897,520,19,8470,62,577,6,650,7094,474,12,8236,11,90,0,108,3748,349,3,4202,4,12,0,13,1065,111,0,1192,7100,2476,354,9928,31339,3240,52,44558
31904,281,811,16,1101,8010,493,26,9630,53,673,3,729,10254,648,24,11662,14,127,0,139,6316,680,11,7150,0,4,0,8,1764,321,4,2098,8001,2602,388,10988,40592,3627,114,55327
31905,191,719,20,926,6560,510,4,8003,43,558,4,604,7493,515,6,8625,4,78,0,83,3644,331,4,4061,0,0,0,0,1020,124,0,1144,5382,2219,298,7896,29412,3550,36,40890
39797,0,0,0,4,14,16,0,34,0,0,0,0,8,6,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,118,220,24,380
40101,80,254,0,343,2110,441,44,2929,27,383,0,412,1860,338,21,2633,4,107,3,113,1076,186,3,1379,0,3,0,4,437,149,0,597,1950,1148,68,3163,20223,3843,401,27628
40102,519,1452,18,1990,8006,370,7,10371,89,1918,9,2017,6434,316,10,8774,20,364,0,386,3705,206,4,4298,0,18,0,18,1354,114,0,1487,13921,5247,636,19809,40811,2484,63,63176
40103,444,585,3,1031,4510,76,24,5639,76,1417,6,1493,3823,82,19,5427,22,426,0,445,3017,99,10,3570,0,20,0,23,1485,60,3,1571,7903,2980,203,11088,26007,772,110,37978
40104,315,850,10,1174,4979,137,21,6313,66,1152,8,1229,3769,124,19,5136,18,283,4,305,3543,189,13,4052,5,22,0,27,1720,160,3,1912,9065,3109,263,12434,31850,1431,93,45800
40105,272,414,9,690,3665,110,18,4482,54,794,9,858,2849,122,13,3833,11,252,6,261,2212,110,7,2585,0,13,0,16,1230,98,0,1353,5601,1999,157,7757,22958,1136,76,31933
40106,197,478,9,681,2929,103,5,3722,33,663,0,701,2098,86,6,2891,9,141,0,153,1288,58,3,1509,0,11,0,15,744,47,3,807,5040,1728,158,6934,17252,858,61,25096
40107,309,473,13,785,3706,73,9,4577,44,1024,4,1074,3099,106,10,4285,11,267,0,278,2188,109,3,2578,0,16,0,20,1446,105,0,1576,6156,2290,252,8693,22702,770,62,32226
40201,169,801,12,989,3937,162,0,5087,17,565,3,585,2892,139,11,3630,4,71,0,75,2045,147,0,2271,0,5,0,3,806,125,0,933,5970,2336,268,8578,20462,1306,25,30374
40202,382,1505,29,1916,8467,528,11,10922,64,915,6,982,5798,455,12,7256,17,141,0,156,3528,375,7,4068,0,13,0,12,1418,260,0,1695,16260,5092,809,22163,49633,4937,70,76806
40203,345,841,21,1207,5659,298,45,7201,95,1013,10,1118,4365,236,46,5764,11,193,0,206,3091,154,14,3463,6,14,0,22,1447,97,0,1558,13197,3241,309,16739,42337,3477,149,62706
40204,695,2293,44,3033,12636,552,54,16275,174,1885,11,2070,9893,509,55,12532,34,332,0,365,6012,447,15,6833,3,24,0,30,2128,306,6,2467,23402,7547,793,31746,78141,5253,277,115417
40205,424,1972,11,2405,9159,215,22,11806,90,2377,7,2472,7806,262,33,10570,26,438,0,458,5748,284,9,6499,0,15,0,17,2221,191,0,2433,15955,6544,603,23102,53548,2160,102,78911
40301,226,756,8,989,4002,152,6,5153,40,1254,8,1302,3565,187,11,5060,15,248,0,266,2535,144,7,2952,3,10,0,12,1373,77,0,1462,4850,2777,199,7826,21841,1005,61,30733
40302,484,1595,26,2112,8886,273,28,11307,125,2105,13,2247,7375,241,43,9911,22,386,0,412,4683,218,18,5322,0,25,0,25,2572,158,0,2762,15518,5733,540,21791,55289,2475,152,79712
40303,510,1015,10,1537,6337,199,12,8086,73,1947,6,2032,4844,182,13,7072,16,458,0,477,3909,213,8,4599,6,23,0,29,2078,154,0,2260,11595,4504,472,16570,36461,1506,86,54626
40304,742,3618,34,4394,16819,704,21,21944,181,4057,19,4249,14884,666,30,19828,27,726,7,758,9221,596,15,10592,0,24,0,29,3410,428,6,3873,28589,12257,1501,42351,94324,5697,144,142509
40401,635,1893,18,2548,11797,446,39,14833,122,2455,7,2587,8972,362,40,11956,26,517,3,552,6528,355,9,7442,0,21,0,25,3428,215,3,3674,17227,6703,605,24535,70932,3723,198,99394
40402,346,978,17,1332,6804,330,18,8478,66,960,3,1035,4978,242,20,6270,11,177,0,188,2645,189,7,3031,0,9,0,8,1361,88,0,1461,8517,3266,318,12107,36515,2277,82,50983
40403,393,836,24,1252,5739,213,14,7218,62,1113,4,1176,4110,172,22,5486,22,261,0,275,3379,191,5,3850,0,23,0,24,2219,126,3,2376,9743,3274,290,13310,39951,1877,104,55247
40501,179,829,11,1014,4222,222,0,5460,39,737,5,776,3652,212,0,4637,8,122,4,131,2124,142,3,2396,0,9,0,12,789,77,0,874,5995,2384,244,8623,20472,1467,32,30589
40502,106,453,9,565,2858,264,0,3686,23,386,9,418,2799,222,4,3436,4,51,0,49,1643,155,3,1852,0,0,0,4,589,65,0,658,3082,1344,166,4592,12890,1340,16,18834
