SA3_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
11303,5,0,4,133,82,219,9,7,20,3,0,3,25,32,61,16574,14950,31525,1282,1223,2501,389,19,403,166,18,180,125,39,171,482,148,635,1214,973,2187,20409,17499,37907,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,5,3,13,0,0,0,0,0,0,12,5,20,12,15,26,3,0,6,31,15,46,192,96,286,231,115,346,0,0,0,0,4,4,14,3,21,14,11,21,2091,2453,4542,1447,2648,4088,168,130,296,24351,22855,47211
11401,8,4,14,18,32,50,8,0,10,0,0,0,17,25,41,14314,12646,26966,902,1037,1940,468,11,477,172,14,190,157,52,209,121,50,177,547,573,1122,16728,14463,31190,0,7,7,0,0,0,0,0,0,6,5,12,0,0,0,3,0,3,9,8,14,0,0,0,0,0,0,4,7,13,3,13,15,0,0,7,12,26,32,176,75,245,193,109,299,3,3,6,0,0,0,5,0,7,11,8,16,2543,3336,5876,1994,3045,5038,164,149,310,21631,21096,42727
11402,48,28,79,33,31,67,0,0,0,0,0,0,9,10,18,7051,5991,13044,434,510,951,329,11,337,46,8,53,25,11,39,56,37,95,354,340,690,8386,7001,15383,3,4,4,3,0,3,0,0,0,3,3,10,4,0,3,3,4,6,16,12,26,0,0,0,0,0,0,0,4,9,3,4,9,0,0,3,4,20,21,60,40,102,82,68,149,5,3,9,0,0,0,0,0,3,10,0,7,2834,3066,5898,1013,1617,2638,83,68,154,12415,11826,24236
11501,421,344,762,527,477,1002,0,0,0,0,9,8,17,14,36,14166,10327,24498,580,1026,1611,242,4,245,108,11,112,73,7,77,168,106,270,253,297,556,16555,12617,29169,226,195,416,0,0,0,6,4,6,100,49,150,9,28,42,19,10,23,362,283,643,0,0,0,10,10,15,38,27,64,15,24,41,17,9,25,79,64,141,93,76,167,526,427,952,77,74,150,7,8,13,4,0,3,91,81,168,18059,18030,36090,3683,5380,9064,102,96,197,39019,36621,75636
11502,23,16,38,13,15,27,0,0,0,0,0,0,0,0,0,3302,2251,5554,139,166,302,252,0,256,30,0,35,12,0,10,35,21,59,162,116,280,3974,2590,6561,4,6,14,0,0,0,0,0,0,10,14,21,3,0,3,0,0,0,18,22,41,0,0,0,0,0,0,8,0,11,0,4,3,3,0,0,9,4,13,44,16,57,74,37,110,7,6,12,0,0,0,3,0,3,9,6,16,2342,2752,5095,772,1022,1791,36,27,61,7203,6429,13636
11503,16,17,29,5,3,8,0,0,0,0,0,0,0,0,0,3744,2599,6342,171,150,328,370,5,373,29,3,37,6,3,12,26,19,45,115,81,193,4487,2877,7363,4,0,4,0,0,0,0,0,0,14,19,34,0,4,6,0,4,4,17,30,47,0,0,0,0,0,0,0,0,6,0,4,5,0,0,3,6,3,10,59,19,82,83,55,137,0,4,5,0,0,0,0,0,0,5,5,13,1361,2211,3576,779,1062,1838,32,21,52,6750,6223,12974
11504,156,140,298,52,81,139,0,0,0,3,0,6,3,4,8,6667,4528,11193,308,379,685,299,5,304,52,0,52,18,6,24,69,60,126,88,112,199,7727,5313,13039,73,75,145,0,0,0,0,0,0,51,46,99,10,10,16,3,3,7,138,132,276,0,0,0,0,0,3,14,11,33,3,14,20,0,4,10,25,31,58,66,32,101,232,194,430,34,33,69,3,0,7,0,0,5,42,34,78,5813,6477,12284,1471,2285,3753,44,39,80,15323,14348,29674
11601,852,1009,1860,242,435,681,0,0,5,0,0,3,61,70,136,15685,9688,25372,751,1410,2162,407,11,412,152,17,167,70,14,84,212,111,322,244,337,577,18679,13108,31783,312,516,825,0,0,0,9,7,14,159,92,251,25,49,74,21,22,47,521,682,1207,0,0,0,3,0,3,23,15,36,17,48,69,11,18,30,58,80,139,191,102,295,772,864,1637,122,165,285,6,16,18,0,4,3,135,174,310,8756,9853,18613,4857,4601,9459,186,132,325,33381,28738,62114
11602,755,826,1579,206,277,477,0,0,0,6,5,8,37,20,50,13757,10284,24040,537,1137,1675,289,0,290,134,11,140,39,6,49,158,123,283,132,163,287,16043,12841,28889,249,359,607,0,0,0,5,6,14,210,96,304,24,76,102,30,10,42,514,553,1064,0,0,0,0,4,3,24,24,46,10,35,46,5,9,13,37,70,105,125,79,206,671,705,1374,142,172,316,3,15,21,6,5,8,155,191,345,15367,15322,30685,4634,4956,9588,154,126,279,37030,34137,71171
11603,503,473,975,146,206,353,6,0,3,3,0,7,59,53,117,12564,8443,21006,926,1383,2315,319,13,330,100,7,106,58,3,62,130,104,231,153,192,342,14956,10886,25841,199,289,489,0,0,0,0,4,6,107,76,184,19,55,69,17,7,20,345,427,776,0,0,0,0,0,0,13,14,22,14,36,51,6,3,8,31,57,81,140,84,224,525,562,1088,83,115,195,3,9,12,3,0,8,96,122,214,4055,5439,9495,3273,3108,6380,136,120,249,23034,20241,43274
11701,498,491,992,431,587,1018,0,0,0,7,3,16,32,43,79,6256,3763,10024,339,679,1022,145,0,145,287,41,322,181,47,226,85,53,146,558,533,1088,8820,6242,15066,223,255,474,0,3,3,10,14,22,37,12,48,4,18,24,20,3,23,289,299,597,4,0,4,8,16,19,21,13,33,6,37,50,11,15,33,56,81,133,115,41,156,461,426,882,39,64,109,10,16,23,3,3,4,59,81,138,4776,5648,10420,1660,2229,3890,74,56,128,15848,14677,30529
11702,672,570,1241,227,264,484,0,4,5,14,13,27,38,41,75,3859,2460,6319,171,279,450,77,3,81,160,28,190,327,123,448,65,53,117,587,562,1146,6189,4395,10588,176,147,325,0,0,0,16,13,28,22,15,32,4,21,26,20,15,37,244,206,450,0,0,0,6,3,12,3,0,11,3,15,16,3,7,14,22,32,55,56,26,83,320,268,589,32,30,64,0,0,0,0,0,0,32,30,70,7183,8650,15831,1503,2051,3552,52,46,97,15287,15443,30731
11703,2775,2090,4865,1746,1964,3707,23,6,37,285,272,559,235,217,456,10948,6037,16982,562,1038,1603,130,5,131,880,155,1037,1574,518,2092,1020,432,1454,6718,5428,12147,26901,18167,45071,910,853,1767,11,12,23,64,53,121,55,31,88,29,37,59,132,57,191,1199,1039,2245,10,0,7,80,74,155,34,18,48,20,46,66,65,66,130,205,208,411,254,117,371,1664,1366,3025,265,176,440,33,35,70,14,10,32,317,219,532,35200,32273,67476,6625,7675,14301,262,207,473,70973,59912,130883
11801,588,432,1019,555,683,1236,103,41,140,8,5,11,87,71,156,8302,5287,13592,415,649,1070,162,0,164,555,120,676,411,164,571,166,143,311,1268,1668,2934,12617,9263,21875,438,387,823,7,5,13,6,4,10,32,13,38,3,7,17,23,14,31,505,432,932,9,7,12,7,0,7,20,12,33,12,18,32,24,22,52,67,57,125,124,67,185,697,557,1248,101,50,149,8,4,10,8,0,8,116,51,168,18005,19820,37829,2537,3974,6510,159,154,319,34129,33818,67949
11802,88,47,132,1105,1435,2543,5,0,6,198,144,333,58,87,146,11064,7514,18581,550,963,1511,308,5,316,543,110,652,471,208,680,150,123,277,1075,1722,2794,15615,12353,27965,182,203,389,0,0,0,48,27,77,16,0,12,4,0,7,4,8,13,256,239,496,0,5,4,58,72,135,46,24,66,24,51,72,39,47,86,166,196,363,175,94,270,597,528,1128,70,89,159,17,23,45,3,6,11,90,117,209,13976,16801,30777,3132,4790,7921,164,109,267,33575,34701,68273
11901,836,798,1634,160,241,399,0,0,0,0,0,0,51,46,98,15432,10079,25510,751,1394,2140,461,6,469,109,10,122,80,20,101,218,137,359,370,492,862,18478,13221,31696,212,307,517,0,0,0,7,15,28,116,64,181,18,41,51,25,16,44,383,439,823,0,0,0,0,0,0,9,8,21,11,37,51,6,5,16,30,55,90,159,114,274,569,612,1183,95,75,166,4,3,10,7,4,9,105,79,183,9303,11601,20910,6122,5418,11533,241,151,389,34811,31079,65893
11902,1134,924,2061,186,324,505,6,0,4,8,8,4,54,40,96,11220,6493,17713,523,1043,1560,236,5,241,227,28,249,95,20,118,181,121,306,376,534,907,14239,9530,23770,318,455,774,5,0,4,10,19,25,101,57,156,21,51,69,30,16,45,489,593,1077,0,0,0,0,6,3,11,14,26,3,27,31,9,6,15,28,53,83,140,66,211,654,715,1370,99,138,238,5,0,9,3,4,9,109,145,253,7330,8642,15973,5097,4311,9403,235,130,359,27665,23469,51129
11903,1855,1953,3810,137,280,414,0,0,0,5,4,3,35,34,70,10879,7070,17949,449,1108,1551,198,3,202,150,7,155,75,11,88,137,110,248,465,690,1159,14378,11266,25646,490,634,1124,6,0,6,19,30,50,113,58,166,26,61,88,34,20,56,688,808,1493,0,0,0,0,0,0,10,0,5,9,29,34,3,10,15,16,43,59,119,76,196,818,923,1746,74,127,203,0,6,11,4,0,0,78,138,215,10205,11512,21717,4765,4856,9619,159,115,274,30401,28815,59217
11904,2418,2369,4787,232,322,558,3,0,5,0,0,7,65,64,130,14238,8431,22664,610,1300,1907,360,7,364,306,28,339,143,30,173,214,137,356,660,1011,1671,19245,13716,32959,599,818,1416,4,0,3,22,38,65,150,87,240,37,80,114,36,29,64,849,1059,1907,0,0,0,0,0,4,10,9,27,10,30,45,3,10,13,33,54,81,147,80,223,1028,1190,2215,125,155,283,0,4,5,3,0,4,127,156,287,10740,12657,23392,4144,5087,9232,205,153,355,35488,32958,68445
12001,464,522,990,230,334,563,67,36,101,4,5,4,27,23,47,8070,5175,13247,287,631,918,175,3,180,148,11,154,132,31,165,106,69,172,338,450,791,10036,7287,17321,127,175,304,3,4,3,7,10,16,43,26,67,11,24,31,10,7,25,202,245,449,10,8,15,6,5,7,12,11,26,9,20,31,5,10,15,38,52,93,70,59,123,318,356,666,42,31,71,6,7,13,10,3,8,57,41,93,9747,11407,21159,2010,3102,5114,88,73,160,22254,22270,44523
12002,67,32,90,314,346,660,58,22,78,34,29,64,26,27,52,3502,2581,6077,148,295,439,66,0,70,174,32,203,257,92,352,61,43,104,481,573,1057,5185,4058,9248,93,80,164,0,8,7,4,4,9,8,4,14,3,3,0,0,0,0,104,92,194,9,18,32,12,9,29,10,5,17,0,5,12,14,7,25,52,49,100,52,35,86,210,178,390,30,11,40,18,10,21,0,0,0,44,19,63,8166,9565,17733,1249,1995,3247,47,39,77,14903,15855,30757
12003,3161,2986,6154,401,533,938,0,0,7,41,49,88,76,94,166,13004,7826,20833,548,1220,1768,245,7,244,426,48,471,277,100,381,219,146,365,778,1088,1865,19187,14099,33284,945,1158,2107,7,8,17,38,53,91,140,73,212,27,97,127,76,41,113,1243,1425,2664,0,0,0,6,21,32,9,12,22,9,38,51,17,17,32,47,86,133,152,77,227,1436,1592,3031,191,203,396,3,7,14,4,8,8,201,215,417,16252,17993,34240,4722,5782,10506,177,125,301,41973,39807,81784
12101,696,724,1417,575,679,1256,5,0,7,3,0,3,35,39,75,7570,5151,12716,328,803,1130,98,5,99,224,35,258,192,41,235,124,101,221,1094,1317,2406,10946,8890,19834,203,249,447,4,3,5,5,14,14,34,19,56,13,18,26,28,15,49,284,319,599,0,0,0,8,7,14,32,21,50,16,33,51,22,18,42,81,81,162,80,53,130,438,451,892,43,44,86,9,5,11,0,5,3,53,52,104,16818,16334,33156,2430,3850,6274,87,86,178,30775,29660,60432
12102,888,859,1739,54,78,135,0,0,0,0,0,0,18,19,37,7436,5817,13250,291,651,936,169,4,169,99,13,113,41,18,65,94,63,160,490,667,1154,9574,8185,17762,194,230,424,0,0,0,12,5,14,139,68,210,24,56,80,17,12,30,391,377,759,0,0,0,0,0,0,6,8,9,4,3,12,0,0,4,12,11,26,79,57,135,481,445,925,55,67,117,0,0,4,5,0,5,58,70,127,10260,9695,19953,2072,3173,5244,66,64,132,22510,21623,44133
12103,700,689,1382,98,105,208,0,0,0,0,0,0,15,16,31,8258,6593,14855,379,752,1128,126,3,128,98,13,111,90,20,107,105,99,206,313,429,744,10173,8721,18896,97,146,240,0,0,0,0,3,11,93,73,162,27,37,63,21,11,32,239,272,510,0,0,0,0,0,0,16,13,24,7,7,20,0,0,3,22,18,43,60,36,103,326,326,650,48,29,77,5,7,5,0,0,0,49,33,85,16673,15372,32048,2518,4091,6616,79,68,144,29824,28616,58443
12104,422,417,834,626,698,1329,85,35,122,0,0,5,35,37,74,5330,3851,9177,237,503,746,58,0,58,209,35,240,177,58,239,107,100,202,1087,1241,2325,8367,6980,15352,155,167,318,13,16,36,4,9,12,20,13,38,10,3,12,12,11,27,214,223,442,20,10,30,5,9,18,22,18,32,8,21,24,12,18,32,64,75,142,69,46,119,352,345,695,38,42,82,14,7,17,6,0,7,58,47,107,15161,16339,31500,1831,3024,4855,54,59,117,25821,26808,52626
12201,9,7,15,229,252,483,143,58,197,0,0,0,11,11,21,2828,2131,4956,122,203,324,60,0,61,146,15,161,128,49,179,40,29,74,335,343,681,4048,3109,7153,14,12,27,12,11,29,0,0,0,3,0,3,0,0,0,0,0,0,29,26,52,23,18,37,0,0,0,4,8,14,6,6,15,9,3,7,41,32,72,56,31,88,127,88,215,22,14,35,8,6,11,5,3,7,31,22,60,6516,6460,12973,867,1469,2337,38,21,62,11633,11166,22797
12202,9,0,5,180,172,359,8,4,12,0,0,0,8,11,16,6857,4857,11715,314,361,667,213,3,216,123,21,142,112,16,129,108,54,160,338,370,711,8270,5871,14145,15,12,20,0,0,0,0,0,0,3,0,6,0,0,0,0,3,3,22,14,31,0,6,4,5,0,5,15,17,36,8,16,23,4,3,7,42,36,77,68,46,117,131,102,229,3,3,9,4,7,16,4,4,7,17,14,29,6024,6750,12777,1503,2399,3893,58,47,106,15996,15185,31178
12203,25,11,41,1195,1282,2475,24,9,35,0,0,0,41,40,82,16316,11790,28103,785,1161,1940,473,10,484,545,72,617,343,94,434,175,124,301,789,938,1723,20717,15520,36234,88,80,169,0,0,0,0,0,0,18,3,26,0,0,0,4,0,4,115,86,203,16,6,26,10,6,18,59,50,108,37,84,122,28,25,52,152,164,316,199,94,293,468,343,811,33,25,59,23,22,42,3,0,5,63,45,107,16109,17713,33829,3787,6259,10041,156,132,289,41297,40012,81308
12301,130,78,207,27,44,70,3,3,6,0,0,3,12,12,19,11036,7329,18361,532,528,1061,390,5,397,98,3,106,45,8,57,67,58,124,110,118,230,12448,8197,20647,31,26,62,0,0,0,0,0,0,81,46,126,7,13,19,0,0,0,118,83,201,0,0,0,0,0,0,3,3,13,11,5,17,0,0,0,11,13,31,113,38,147,244,137,380,26,15,45,3,0,4,5,0,4,35,18,50,4001,6400,10400,2361,3517,5880,57,56,116,19149,18327,37469
12302,1120,1132,2255,152,227,381,0,4,7,0,0,0,59,58,118,18876,13371,32250,1140,1755,2896,486,11,493,202,11,217,63,9,75,194,133,326,305,370,676,22613,17087,39703,294,361,655,0,0,0,9,12,15,218,151,369,42,79,127,36,19,53,597,628,1221,0,0,0,0,0,0,11,7,23,14,27,38,4,8,17,32,40,72,160,113,271,788,783,1569,133,156,287,8,4,16,7,3,10,149,163,311,8451,10362,18813,6358,5896,12262,212,134,346,38568,34429,72997
12303,59,31,89,7,5,13,0,0,0,0,0,0,6,0,5,7015,4713,11733,393,328,726,491,6,498,48,3,51,11,0,11,46,22,69,169,142,307,8240,5256,13492,7,0,8,0,0,0,0,0,0,37,14,49,0,4,3,0,0,0,51,16,68,0,0,0,0,0,0,3,3,3,0,0,6,0,0,3,8,3,12,68,20,85,120,47,164,10,0,8,0,0,0,3,0,4,15,0,17,1873,3280,5150,1308,1901,3209,51,60,112,11599,10539,22139
12401,288,158,445,13,17,27,3,0,3,0,0,0,9,25,36,8008,6087,14100,343,436,777,274,6,273,81,9,86,63,20,80,65,65,125,300,269,573,9443,7091,16540,29,24,52,0,0,0,0,0,0,44,17,61,12,11,25,23,5,31,107,62,167,0,0,0,0,0,0,0,4,9,0,0,4,0,3,3,0,11,15,97,31,123,207,101,304,9,12,25,0,0,3,7,3,6,15,15,27,6102,7282,13385,2391,3463,5854,74,60,134,18234,18011,36246
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
12403,630,461,1091,85,168,251,7,0,8,3,0,3,45,44,93,21934,14647,36586,1174,1331,2509,1007,18,1028,231,18,243,66,19,84,166,134,297,439,488,920,25788,17321,43111,174,181,350,0,0,0,12,3,11,150,89,242,22,27,51,28,13,43,384,319,695,0,0,0,0,0,0,12,10,18,7,23,32,7,6,14,25,40,62,224,92,320,636,449,1084,88,71,155,8,6,9,8,4,14,97,80,177,8409,12931,21341,4876,6628,11509,168,127,295,39982,37536,77517
12404,91,68,159,3,10,15,5,0,5,0,0,0,6,8,11,5322,3745,9064,273,296,567,369,10,378,64,11,72,40,3,49,37,29,68,198,162,362,6407,4342,10748,17,21,38,0,0,0,0,0,0,22,12,37,4,3,7,3,3,5,59,40,95,0,0,0,0,0,0,0,0,3,4,5,7,0,0,0,10,6,16,56,23,89,123,72,195,8,5,15,0,0,0,0,0,4,8,8,16,1472,2484,3955,1044,1405,2452,44,32,80,9100,8348,17442
12405,162,132,289,60,58,125,0,0,0,0,0,0,24,20,43,7555,4828,12391,449,551,1000,283,3,292,76,6,81,34,6,40,67,38,106,68,89,160,8789,5740,14528,88,113,199,0,0,0,0,4,4,54,36,83,12,15,25,11,0,10,159,169,328,0,0,0,0,0,0,0,4,5,6,5,11,3,0,4,10,15,22,61,30,90,229,214,438,29,33,60,0,5,7,0,0,3,32,37,67,2011,3526,5542,1894,1893,3792,74,53,126,13040,11457,24501
12501,1642,1723,3364,123,159,286,14,13,26,4,3,7,55,50,106,9209,4641,13856,431,961,1388,152,0,150,174,4,184,110,39,150,150,107,257,496,521,1020,12554,8235,20789,488,773,1259,3,4,7,29,21,43,97,52,148,44,70,112,27,20,56,687,937,1623,0,3,5,0,0,0,12,4,13,6,14,17,8,5,12,24,25,52,119,61,180,832,1021,1855,150,153,309,0,3,9,4,0,8,159,157,320,6705,6930,13638,3215,2956,6168,202,98,294,23668,19401,43066
12502,112,124,232,160,211,370,0,0,0,0,0,0,16,13,35,6559,4792,11353,236,569,803,105,0,109,78,11,86,53,9,66,80,57,136,127,143,274,7523,5937,13464,156,139,297,0,0,0,0,0,3,47,37,77,13,7,25,9,4,10,228,189,419,0,0,0,0,0,0,28,20,42,17,16,32,0,5,6,41,37,79,69,50,112,341,273,610,56,54,115,4,0,9,0,0,0,59,61,123,6645,6902,13550,2367,2420,4789,80,69,141,17012,15665,32677
12503,1057,1047,2109,140,214,355,5,0,3,6,0,6,48,54,107,13275,8151,21419,727,1286,2011,386,0,392,109,8,114,78,10,88,185,118,306,328,336,663,16341,11232,27575,367,503,871,0,0,0,7,14,22,107,53,162,36,66,96,27,15,42,545,648,1189,0,0,0,0,0,0,11,16,20,5,27,34,10,7,20,24,52,80,125,97,222,699,798,1495,91,107,205,0,7,9,0,3,3,96,119,215,6708,8473,15181,4777,3971,8747,238,154,396,28860,24740,53601
12504,1482,1473,2955,500,699,1197,6,0,3,0,0,0,55,56,117,13084,7460,20547,508,1342,1851,257,0,259,226,26,248,152,45,201,190,141,328,831,1037,1864,17290,12284,29570,513,722,1231,0,0,0,18,27,44,87,56,150,12,48,64,35,23,55,666,878,1545,0,0,0,3,0,3,34,21,59,17,62,76,10,17,32,61,106,173,132,102,234,866,1083,1949,160,182,342,9,10,18,0,3,7,172,194,367,16604,14352,30955,4351,4663,9010,228,115,349,39511,32691,72203
12601,512,518,1032,74,80,152,0,0,0,6,0,6,8,4,13,3689,2952,6648,132,398,528,63,0,57,53,5,64,21,9,29,37,36,79,146,189,336,4733,4198,8936,108,145,250,0,0,0,5,7,10,41,37,74,12,26,37,19,11,29,181,228,408,0,0,0,0,0,0,12,0,16,8,5,6,0,4,3,19,9,26,42,23,68,237,260,497,32,34,64,0,0,4,6,0,6,30,42,74,7264,6595,13857,1309,1822,3129,43,38,76,13618,12952,26569
12602,815,898,1708,685,773,1452,28,26,54,0,3,8,25,52,73,12877,8627,21508,440,1116,1559,236,3,239,226,28,256,135,28,168,167,121,291,786,862,1648,16424,12542,28963,323,424,743,11,0,15,5,13,23,69,33,104,18,52,75,21,19,43,443,548,1000,7,4,7,12,7,19,28,23,53,21,41,68,12,27,42,75,104,184,147,93,243,672,747,1418,100,122,216,14,11,29,3,3,3,113,140,257,16824,17188,34009,3615,5125,8737,151,101,256,37801,35844,73645
12701,329,281,611,108,143,252,4,0,6,0,0,0,22,12,35,16261,10882,27146,834,1144,1979,629,6,645,87,10,96,32,4,43,166,146,310,189,176,363,18671,12806,31479,93,130,224,0,0,0,0,0,0,154,90,246,21,34,54,7,6,13,272,263,534,0,0,0,0,0,0,11,7,19,20,21,37,4,3,7,33,36,66,172,84,257,471,384,858,60,74,131,5,4,14,4,3,10,64,82,149,7000,9797,16802,4558,4683,9239,162,138,300,30933,27885,58818
12702,501,549,1052,146,224,365,3,0,3,0,0,0,35,34,69,17476,11255,28727,894,1720,2613,593,9,605,75,15,86,70,16,89,178,140,315,306,431,732,20278,14381,34660,205,219,421,0,0,0,4,3,10,134,91,222,23,47,73,12,14,21,372,373,748,0,0,0,0,0,0,10,23,30,6,31,40,4,0,7,17,56,80,218,159,376,610,586,1197,79,101,181,5,6,11,4,0,7,91,107,202,5979,8258,14240,5134,4552,9685,223,148,376,32315,28042,60354
12703,538,588,1125,143,201,343,3,0,4,0,0,3,50,29,84,13186,8744,21936,627,1107,1735,312,4,320,113,8,121,103,19,121,197,124,325,652,545,1194,15924,11374,27300,176,181,358,0,0,0,7,3,15,121,93,220,18,40,61,16,9,23,342,336,677,0,0,0,0,0,0,11,10,20,8,27,35,3,10,7,24,40,65,119,73,195,485,450,938,78,82,159,3,4,12,4,0,4,89,90,179,7242,9080,16325,4587,4026,8610,162,113,267,28492,25133,53621
12801,536,460,996,37,62,102,5,4,14,0,0,0,20,26,44,14450,9579,24024,568,854,1425,385,10,389,184,11,197,142,33,177,102,98,210,438,718,1156,16869,11869,28741,82,66,144,3,0,5,9,5,14,88,28,118,21,26,40,17,10,21,208,136,345,0,0,0,0,0,0,3,7,11,0,0,5,0,0,0,4,7,9,125,61,187,338,204,546,22,25,41,0,0,0,4,0,4,29,27,52,9344,12171,21513,3261,5005,8267,93,77,167,29931,29353,59284
12802,735,538,1276,24,36,56,0,0,0,0,0,0,12,18,30,13153,9050,22208,574,679,1253,387,0,393,118,14,125,75,13,87,105,84,192,268,374,638,15450,10808,26260,93,79,180,0,0,0,7,9,22,139,67,203,22,31,49,27,6,37,293,196,487,0,0,0,0,0,0,0,6,3,0,3,3,4,5,10,7,9,21,87,53,146,386,264,650,35,32,67,0,3,3,0,0,0,37,34,71,9747,12123,21866,3197,5042,8240,71,53,127,28896,28325,57216
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,35
20101,98,41,143,111,164,277,12,0,15,5,5,9,83,86,162,18013,15656,33672,1237,1363,2599,238,12,244,73,8,88,242,63,309,93,36,129,594,630,1225,20796,18071,38874,3,9,10,0,0,0,7,8,15,31,15,47,0,0,0,9,0,11,59,31,91,0,0,0,0,0,0,9,4,10,9,22,31,7,16,22,21,46,65,182,123,301,266,196,459,18,17,32,7,10,11,12,0,12,32,25,57,3755,4630,8382,2208,4041,6249,135,123,257,27191,27083,54275
20102,37,18,53,8,13,21,0,0,0,0,0,0,3,6,14,4301,3437,7736,237,249,484,153,0,160,15,0,13,14,12,29,50,19,74,236,187,432,5060,3950,9006,3,0,9,0,0,0,3,4,6,14,9,23,4,5,5,9,0,9,30,20,45,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,7,3,12,50,16,64,82,37,121,8,8,20,0,0,0,0,5,3,14,13,21,1561,1709,3267,613,1001,1618,71,59,128,7391,6765,14162
