SA3_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
20904,96845,100226,197070,45633,25185,70816,13697,25494,39188,3411,4444,7860,3864,3412,7272,66596,58540,125135,25511,37040,62553,5.8,5.8,5.8,68.8,58.4,63.5,64.8,55,59.8,5861,5911,11770,1205,2774,3971,12489,16672,29158,9013,11419,20435,19872,10811,30681,765,1148,1917,1257,1966,3223,21890,13928,35826,101988,103766,205759,15866,15724,31596,64101,65946,130049,45730,46202,91935
21001,24424,26277,50699,11358,6778,18141,3143,6530,9676,849,1197,2050,805,605,1410,16158,15118,31273,7450,10303,17754,5,4,4.5,66.2,57.5,61.7,62.9,55.2,58.9,1358,1409,2763,457,954,1411,4286,5476,9759,2216,2617,4836,4991,1992,6986,154,248,403,322,569,893,5472,2808,8283,25610,26975,52585,3063,3156,6220,18257,19565,37823,9000,9290,18291
21002,12590,13042,25629,6268,3343,9616,1660,3945,5605,515,655,1174,287,240,527,8731,8186,16920,3283,4249,7531,3.3,2.9,3.1,69.3,62.8,66,67.1,60.9,63.9,552,721,1267,297,662,958,1608,2509,4112,1246,1612,2859,3628,1425,5055,89,153,245,179,270,448,3898,1845,5744,13510,13724,27230,1638,1751,3392,9282,9422,18701,5071,5242,10313
21003,32171,33250,65421,14260,8813,23069,5173,7657,12832,1137,1501,2633,1256,1037,2289,21820,19005,40827,8393,12405,20803,5.8,5.4,5.6,67.8,57.2,62.4,63.9,54,58.9,2985,2871,5863,634,1279,1910,6020,7037,13055,2876,3294,6168,5061,2366,7431,165,294,466,376,559,932,5610,3222,8826,31009,32053,63068,5936,5696,11632,19260,20651,39915,15412,14925,30336
21004,17460,18596,36056,9107,5241,14349,2177,5024,7206,650,988,1643,554,537,1088,12490,11790,24286,4234,6095,10330,4.4,4.5,4.5,71.5,63.4,67.3,68.4,60.5,64.3,553,722,1266,277,671,949,1824,2945,4771,1685,2301,3986,5159,2606,7766,151,281,426,253,391,649,5565,3279,8842,18229,18973,37203,2484,2705,5194,11688,12145,23838,7851,8373,16219
21005,78187,78650,156841,31548,16747,48294,11537,16577,28112,2966,3061,6030,3957,3456,7415,50009,39846,89852,23322,34348,57671,7.9,8.7,8.3,64,50.7,57.3,58.9,46.3,52.6,4137,4160,8302,719,1811,2530,9530,11862,21397,7122,8224,15345,12756,7524,20273,710,890,1597,995,1406,2406,14461,9813,24274,81611,81419,163030,13748,13494,27242,48235,48774,97010,40066,39679,79742
21101,63494,67808,131300,30910,18199,49110,9072,18393,27468,1978,2791,4769,2010,1775,3784,43966,41161,85131,17467,24385,41852,4.6,4.3,4.4,69.2,60.7,64.8,66.1,58.1,62,4324,4424,8748,1106,2267,3379,11090,13585,24672,6156,8173,14328,13972,6837,20809,496,739,1232,823,1332,2161,15295,8907,24200,66586,69460,136050,7697,8109,15807,47092,49313,96409,23669,24742,48413
21102,10515,11094,21615,4849,2630,7477,1730,3337,5065,303,444,749,330,260,590,7213,6668,13883,3052,4146,7202,4.6,3.9,4.3,68.6,60.1,64.2,65.5,57.7,61.5,872,826,1697,296,518,820,2427,2746,5167,1005,1284,2290,1908,750,2661,48,101,145,124,227,355,2078,1073,3156,11228,11690,22915,1118,1174,2296,8480,8836,17317,3431,3550,6978
21103,44229,48421,92650,22079,12938,35021,6161,13708,19865,1371,2115,3486,1303,1167,2471,30910,29924,60843,11793,16758,28558,4.2,3.9,4.1,69.9,61.8,65.7,67,59.4,63,3065,3415,6486,1105,2152,3260,7789,10298,18089,4455,5864,10318,9587,4769,14355,323,505,827,664,999,1664,10565,6278,16841,46597,49614,96210,6033,6424,12462,31728,33741,65466,18027,19562,37586
21104,24695,26923,51612,11247,6847,18096,3812,6972,10782,738,972,1713,798,725,1526,16602,15512,32113,7212,10357,17569,4.8,4.7,4.8,67.2,57.6,62.2,64,54.9,59.3,2893,2856,5744,719,1162,1884,5956,6890,12846,2435,2933,5366,3302,1613,4911,132,199,329,322,468,793,3761,2278,6038,25649,27460,53106,3394,3430,6824,17823,19444,37271,9761,10104,19865
21105,60642,63702,124343,29992,15424,45412,8378,19470,27851,2276,3341,5620,1489,1401,2892,42135,39636,81777,16237,21896,38135,3.5,3.5,3.5,69.5,62.2,65.8,67,60,63.4,2257,2932,5190,1089,2572,3658,7157,10785,17938,5442,8452,13887,18230,8484,26718,490,926,1417,845,1352,2197,19564,10767,30328,65066,66838,131904,6787,7158,13948,46306,47174,93477,21584,23199,44787
21201,44121,46498,90618,23396,12229,35628,5719,13199,18922,1625,2377,4003,1278,1355,2635,32023,29165,61187,9897,14990,24890,4,4.7,4.3,72.6,62.7,67.5,69.7,59.8,64.6,1761,2097,3861,507,1429,1939,4568,7096,11663,4048,5973,10026,12411,6754,19162,379,709,1085,558,930,1488,13344,8391,21737,46264,47623,93888,7920,8244,16163,26248,26804,53056,24144,25390,49536
21202,54245,55767,110015,25252,13788,39048,7623,13872,21499,1874,2086,3952,2168,1857,4025,36922,31608,68526,14570,21361,35924,5.9,5.9,5.9,68.1,56.7,62.3,64.1,53.3,58.6,2965,3011,5969,656,1460,2112,7277,9319,16597,5209,6442,11652,11296,5803,17100,439,685,1128,740,1085,1825,12476,7580,20055,56710,57614,114322,7414,7353,14768,38170,39233,77404,22391,22406,44798
21203,84191,86484,170670,43498,23387,66888,12243,22515,34757,3046,3881,6928,3214,3199,6409,61998,52983,114985,18323,29653,47971,5.2,6,5.6,73.6,61.3,67.4,69.8,57.6,63.6,4413,4774,9189,892,2044,2928,10690,14207,24894,8994,10785,19785,17812,10579,28388,775,1138,1912,1074,1643,2718,19659,13359,33018,91325,92038,183362,15167,15328,30492,49413,49721,99132,48885,49981,98860
21204,81070,79445,160520,31986,18052,50038,12453,16819,29269,2622,2683,5302,3525,2801,6326,50578,40360,90937,25532,34742,60271,7,6.9,7,62.4,50.8,56.7,58,47.3,52.7,4853,4651,9505,849,1534,2377,11603,12764,24361,6834,7368,14207,11266,5895,17157,610,770,1380,1016,1327,2343,12895,7989,20887,79529,78787,158316,12125,11114,23241,51894,53056,104953,34738,32044,66788
21205,76532,77877,154412,31541,19974,51516,12701,18464,31164,2395,2874,5269,2986,2512,5494,49617,43824,93438,23193,30597,53791,6,5.7,5.9,64.8,56.3,60.5,60.9,53,57,10969,9402,20368,1699,2732,4433,18690,19923,38609,6915,7745,14661,8200,4071,12267,349,546,893,829,1362,2191,9378,5981,15360,70948,72727,143677,15859,14625,30489,45760,48724,94488,37311,35231,72543
21301,76406,76926,153333,28979,16562,45539,11171,16174,27341,2837,3049,5889,3684,3231,6918,46675,39018,85688,24333,33028,57361,7.9,8.3,8.1,61.1,50.7,55.9,56.3,46.5,51.4,3338,3089,6424,705,1515,2215,9889,11629,21519,5729,6795,12524,11798,6429,18229,620,894,1520,1017,1336,2349,13441,8663,22101,76930,77604,154532,9373,8767,18136,54872,56608,111477,26908,25516,52424
21302,33604,36133,69740,16270,10663,26932,4341,8535,12876,1141,1607,2746,1235,1034,2267,22986,21831,44818,9079,12748,21830,5.4,4.7,5.1,68.4,60.4,64.3,64.7,57.6,61,2472,2867,5337,792,1705,2492,6393,8152,14543,2977,3678,6657,6397,2747,9140,215,331,543,436,608,1049,7055,3686,10734,34086,35972,70061,5383,5665,11047,23307,24711,48018,13808,14805,28615
21303,35545,35818,71364,16833,12224,29061,5924,8669,14590,1340,1725,3068,1554,1297,2849,25646,23915,49567,7782,10030,17811,6.1,5.4,5.7,72.2,66.8,69.5,67.8,63.2,65.5,3934,4120,8055,926,1767,2695,8726,9569,18291,3067,3271,6341,4204,2380,6584,268,280,545,416,502,922,4890,3157,8048,31940,31942,63880,7726,7732,15464,19259,19963,39222,18327,17774,36099
21304,74163,75956,150124,35561,19958,55513,9850,18592,28436,2831,3610,6443,3015,3028,6040,51256,45184,96437,19118,26943,46053,5.9,6.7,6.3,69.1,59.5,64.2,65,55.5,60.2,3318,3803,7118,814,2089,2903,9107,12611,21720,6640,8371,15010,15899,9103,24999,649,996,1644,1040,1503,2539,17587,11603,29181,77253,79043,156293,13164,13820,26978,46568,47490,94060,37218,39081,76296
21305,111034,110252,221286,54657,31032,85691,16830,26091,42920,4404,4874,9283,4883,5244,10128,80776,67241,148016,23711,36861,60574,6,7.8,6.8,72.8,61,66.9,68.4,56.2,62.3,12587,11403,23990,1723,3095,4814,19640,23086,42723,10948,12040,22987,17482,10479,27962,818,1068,1883,1305,1759,3063,19603,13312,32910,113422,112974,226394,25037,24196,49238,59687,60227,119917,67548,66396,133943
21401,54441,58323,112767,26003,14730,40728,6973,15849,22820,1851,2899,4753,1812,1516,3322,36637,34989,71627,14704,20152,34853,4.9,4.3,4.6,67.3,60,63.5,64,57.4,60.6,1575,2219,3794,763,1920,2683,5666,8912,14576,4961,7641,12609,15056,8015,23072,468,861,1333,773,1229,2002,16298,10101,26404,55342,57899,113242,7861,8604,16465,36552,38009,74560,23052,24945,47995
21402,66592,73324,139921,26942,14198,41138,9491,19576,29064,2559,3630,6187,1409,1239,2645,40395,38642,79035,22586,30503,53084,3.5,3.2,3.3,60.7,52.7,56.5,58.5,51,54.6,2644,3087,5724,1249,2677,3920,8777,12393,21162,6335,9330,15668,17464,8132,25598,490,944,1434,970,1616,2588,18929,10692,29621,66110,71038,137141,9653,10238,19891,43925,47274,91203,28236,30614,58846
21501,25115,25067,50179,10342,5364,15705,2909,6460,9368,834,1075,1910,530,396,925,14612,13292,27906,8740,10018,18759,3.6,3,3.3,58.2,53,55.6,56.1,51.4,53.8,444,574,1017,241,705,948,1576,3038,4621,1575,2725,4297,6329,3454,9787,256,405,663,294,401,694,6877,4259,11140,23894,24070,47961,3097,3340,6437,16978,16782,33763,8649,9187,17837
21502,22709,23786,46492,9335,5623,14953,2713,5626,8335,880,1062,1945,790,587,1378,13714,12903,26615,7056,8999,16054,5.8,4.6,5.2,60.4,54.2,57.2,56.9,51.8,54.3,410,509,920,242,594,830,1494,2780,4276,1379,2277,3661,5480,3242,8716,246,416,660,261,357,620,5982,4016,9999,21861,22752,44618,3506,3592,7101,14400,14712,29107,9540,10214,19753
21503,15932,15740,31664,6885,3249,10134,1729,3918,5644,548,638,1185,357,246,605,9518,8047,17569,4927,6329,11259,3.8,3.1,3.4,59.7,51.2,55.5,57.5,49.6,53.6,151,288,437,119,366,483,831,1690,2522,851,1397,2249,3858,2053,5910,116,235,353,181,236,417,4157,2521,6677,15275,15020,30296,1990,2119,4107,10841,10621,21465,5552,5663,11215
21601,15679,16327,32004,6532,3389,9918,1781,4357,6138,632,778,1412,360,286,639,9303,8809,18111,5215,6360,11574,3.8,3.2,3.6,59.3,54,56.6,57,52.2,54.6,186,316,508,157,376,531,953,1871,2825,896,1626,2523,4422,2304,6727,130,244,373,165,268,438,4719,2813,7540,15221,15659,30881,2220,2312,4529,10766,10884,21652,5796,6286,12086
21602,12510,12710,25224,4908,2448,7355,1296,3195,4493,479,549,1029,274,205,476,6952,6398,13353,4518,5370,9880,3.9,3.2,3.6,55.6,50.3,52.9,53.4,48.7,51.1,120,207,328,89,302,394,638,1299,1939,727,1256,1990,3367,1746,5116,111,213,329,174,195,369,3654,2159,5808,11828,11966,23790,1828,1879,3705,8078,8097,16182,4945,5167,10110
21603,26837,27759,54594,11351,6492,17843,3184,6960,10149,893,1118,2013,849,600,1449,16278,15172,31450,8354,10565,18918,5.2,3.9,4.6,60.7,54.7,57.6,57.5,52.5,55,688,850,1538,350,838,1186,1995,3477,5477,1747,2932,4684,6234,3468,9701,250,405,653,294,449,738,6773,4324,11097,26493,26772,53266,3949,4395,8346,17354,17371,34718,11296,12227,23521
21701,15049,15521,30575,6232,3189,9425,1879,4087,5967,585,688,1271,366,276,640,9064,8248,17302,5024,6353,11376,4,3.3,3.7,60.2,53.1,56.6,57.8,51.3,54.5,264,363,624,180,440,620,988,1887,2872,930,1598,2530,4178,2214,6391,146,282,427,198,272,467,4519,2768,7289,14588,14757,29340,2070,2259,4328,10298,10187,20486,5595,6088,11689
21703,15844,16017,31862,6874,3433,10303,2103,4473,6575,667,770,1441,292,228,515,9936,8901,18835,4799,6079,10877,2.9,2.6,2.7,62.7,55.6,59.1,60.9,54.1,57.5,302,464,771,176,436,612,1155,2083,3234,1009,1652,2661,4141,2254,6397,147,226,379,196,235,432,4489,2719,7203,15468,15508,30980,2063,2065,4131,10846,10812,21652,5843,5994,11841
21704,20505,22470,42975,9379,5021,14398,2852,6668,9521,818,1088,1904,402,359,763,13451,13137,26590,5731,7942,13672,3,2.8,2.9,65.6,58.5,61.9,63.6,56.9,60.1,622,842,1462,327,801,1128,2059,3532,5592,1505,2518,4025,5328,3090,8416,188,334,518,228,374,605,5746,3795,9543,20558,21844,42401,2918,3235,6155,13919,14622,28537,8395,9326,17714
29797,493,72,565,131,22,147,7,0,7,11,0,13,4,0,4,151,22,174,7,0,9,1.3,0,1.2,30.5,29.2,30.4,30.1,29.2,30,3,0,3,3,0,3,16,3,19,21,3,32,68,6,73,8,0,8,8,0,8,80,6,86,135,20,154,25,4,28,91,11,105,60,12,71
30101,28382,30407,58788,13657,8348,22004,3813,7854,11668,1285,1941,3225,926,732,1652,19681,18875,38551,7805,10409,18212,4.7,3.9,4.3,69.3,62.1,65.6,66.1,59.7,62.8,1010,1155,2170,415,898,1312,3360,4919,8281,2565,3822,6385,8477,4340,12816,360,470,825,454,770,1226,9286,5576,14865,29885,30952,60842,4266,4464,8736,20188,20657,40845,12163,13065,25225
30102,36488,40005,76492,15515,9667,25181,4570,9593,14167,1598,2435,4029,1144,919,2062,22825,22613,45439,12281,15836,28119,5,4.1,4.5,62.6,56.5,59.4,59.4,54.2,56.7,1294,1414,2708,508,1117,1627,3842,5990,9835,3556,5345,8895,11009,5619,16632,425,635,1062,649,961,1606,12083,7220,19307,35850,38178,74033,6831,7431,14264,21769,22927,44694,18827,20676,39504
30103,27583,29971,57554,14159,9448,23606,3561,7347,10905,1146,1983,3132,917,712,1634,19786,19494,39281,6885,9508,16387,4.6,3.7,4.2,71.7,65,68.2,68.4,62.7,65.4,1470,1709,3176,552,1139,1694,4496,6196,10692,2646,3592,6233,6906,3611,10509,295,428,724,408,657,1061,7610,4692,12304,28531,30254,58783,4964,5268,10229,17811,18890,36700,13775,14785,28562
30201,17532,19270,36803,8827,5923,14750,2476,4880,7356,831,1305,2135,537,467,1004,12672,12573,25243,4474,6264,10738,4.2,3.7,4,72.3,65.3,68.6,69.2,62.8,65.9,1413,1347,2762,444,727,1167,3520,4643,8165,1767,2138,3906,3541,2103,5639,198,188,383,277,401,674,4014,2697,6702,17892,19287,37177,3296,3560,6861,11070,12032,23103,8963,9663,18629
30202,29047,32217,61264,13978,9778,23756,4157,7671,11823,1473,2201,3670,1010,857,1866,20610,20504,41113,7063,10133,17197,4.9,4.2,4.5,71,63.6,67.1,67.5,61,64.1,1977,2173,4145,692,1295,1986,5980,7850,13826,2765,3475,6240,5884,3090,8975,314,390,700,420,592,1015,6620,4067,10687,27760,29923,57693,5965,6432,12397,16877,18388,35266,14929,16182,31114
30203,17833,18329,36162,8925,6500,15423,2514,4133,6647,861,1259,2118,640,490,1133,12945,12379,25329,4056,5167,9227,4.9,4,4.5,72.6,67.5,70,69,64.9,66.9,1100,1249,2355,435,713,1148,3559,4484,8051,1773,2190,3963,3691,2007,5694,197,242,438,235,341,575,4114,2594,6708,16215,16389,32598,3902,4112,8016,9220,9410,18631,9824,10121,19946
30204,23295,25849,49145,10561,7199,17763,3276,6140,9417,1027,1628,2648,917,706,1620,15772,15671,31445,6649,9207,15856,5.8,4.5,5.2,67.7,60.6,64,63.8,57.9,60.7,1202,1412,2613,460,886,1347,3390,5056,8443,2336,3052,5390,5531,3262,8797,249,350,600,393,532,919,6170,4141,10316,23778,25396,49178,4126,4491,8612,14690,15705,30400,11580,12603,24186
30301,20637,23167,43807,10804,7688,18487,3035,5761,8796,892,1558,2448,626,581,1209,15355,15582,30942,4759,6999,11759,4.1,3.7,3.9,74.4,67.3,70.6,71.4,64.8,67.9,1917,1977,3894,610,1048,1657,4969,6408,11376,1995,2439,4431,3712,1968,5683,177,244,416,271,489,758,4157,2699,6854,20594,22298,42891,4297,4760,9054,12743,13885,26626,10767,11802,22572
30302,33171,35024,68192,15755,11928,27679,5440,8855,14300,1720,2432,4156,1285,1034,2318,24198,24254,48453,7273,9181,16457,5.3,4.3,4.8,72.9,69.3,71,69.1,66.3,67.6,3691,4002,7697,1018,1853,2871,9068,10886,19949,2784,3427,6211,4752,2562,7311,317,333,655,399,480,872,5465,3366,8835,28406,29278,57691,8446,9073,17516,15635,16213,31849,19414,20549,39959
30303,31031,32956,63982,13756,9046,22801,5097,8187,13281,1385,1952,3335,1315,1154,2469,21553,20337,41892,8265,11471,19732,6.1,5.7,5.9,69.5,61.7,65.5,65.2,58.2,61.6,3325,3340,6664,680,1154,1835,7247,8562,15811,2878,3370,6249,4717,2600,7314,269,364,635,377,590,968,5361,3549,8915,30189,31890,62080,6736,6797,13534,18042,19401,37440,16878,17409,34287
30304,15968,16283,32260,7177,4892,12068,2705,4118,6823,790,1087,1872,669,470,1142,11338,10571,21910,3997,5157,9159,5.9,4.5,5.2,71,64.9,67.9,66.8,62,64.4,1735,1737,3473,441,815,1255,3780,4438,8213,1379,1581,2965,2694,1302,3997,156,145,307,193,259,453,3049,1708,4755,15639,15868,31512,3163,3069,6232,9651,10041,19693,8142,7952,16089
30305,25412,26999,52412,12014,7581,19596,3890,6595,10486,1143,1521,2663,1101,969,2066,18147,16665,34815,6238,9288,15532,6.1,5.8,5.9,71.4,61.7,66.4,67.1,58.2,62.5,2244,2269,4506,384,732,1120,4944,6082,11029,2416,2940,5360,4360,2549,6906,274,350,622,355,524,881,4988,3424,8409,26616,27656,54268,4865,5104,9969,15521,16107,31627,13840,14538,28378
30306,20159,20473,40633,7940,4819,12758,3531,4742,8277,970,1073,2037,960,748,1709,13399,11382,24779,5853,8234,14085,7.2,6.6,6.9,66.5,55.6,61,61.7,51.9,56.8,2039,1874,3910,318,543,853,4271,4647,8922,1943,2143,4087,2909,1635,4538,174,211,385,228,364,590,3307,2203,5509,19625,19999,39621,4091,3796,7887,11903,12492,24399,10463,10159,20628
30401,12623,13712,26333,6201,3990,10190,1741,3363,5103,556,873,1425,401,326,728,8903,8548,17454,3497,4940,8436,4.5,3.8,4.2,70.5,62.4,66.3,67.4,60,63.5,1423,1227,2649,358,639,1000,2968,3600,6573,1243,1629,2874,2216,1100,3312,116,153,273,210,294,503,2544,1542,4086,13675,14307,27980,1836,1976,3813,9402,9949,19348,5296,5647,10939
30402,17907,19225,37125,8582,5339,13917,2588,5017,7604,828,1280,2106,603,443,1048,12599,12082,24680,5006,6775,11787,4.8,3.7,4.3,70.4,62.8,66.5,67,60.5,63.6,3012,2622,5636,600,1040,1641,4877,5777,10656,1687,2028,3714,2210,1163,3374,135,182,319,209,374,588,2555,1719,4272,19747,20490,40232,2797,2958,5756,13080,13779,26859,8422,8676,17095
30403,21591,23189,44786,9154,6057,15212,3717,5756,9472,1323,1949,3274,1032,911,1941,15229,14673,29900,5771,7804,13578,6.8,6.2,6.5,70.5,63.3,66.8,65.7,59.4,62.4,3936,3567,7499,671,1120,1786,6260,7123,13382,1496,1897,3389,1938,1248,3185,194,222,416,170,320,498,2308,1794,4099,18735,19780,38515,6399,6749,13150,9626,10227,19847,14508,15299,29804
30404,20275,22056,42329,10162,6707,16873,2764,5667,8430,990,1543,2528,707,548,1254,14617,14469,29084,5082,7098,12183,4.8,3.8,4.3,72.1,65.6,68.7,68.6,63.1,65.7,1897,1909,3807,641,1128,1765,4527,5749,10270,2096,2450,4547,3754,2201,5958,225,248,471,301,424,727,4280,2869,7154,21171,22367,43539,3914,4061,7979,13009,14065,27072,10657,11080,21738
30501,43205,42093,85299,18785,13955,32747,6810,9049,15855,2369,2960,5330,1820,1651,3468,29783,27617,57399,8642,10257,18904,6.1,6,6,68.9,65.6,67.3,64.7,61.7,63.2,5356,5338,10705,1135,1682,2815,11757,12713,24468,3710,3993,7706,4637,2752,7381,373,371,749,438,559,999,5445,3680,9125,26864,25866,52735,14855,15265,30118,10868,10344,21213,29642,29660,59300
30502,17367,18613,35980,9544,7318,16863,2557,4576,7136,819,1288,2107,591,471,1067,13509,13657,27170,3159,4265,7417,4.4,3.5,3.9,77.8,73.4,75.5,74.4,70.8,72.5,1780,1937,3716,559,966,1526,4828,5852,10684,1628,1960,3589,2649,1457,4108,129,163,292,193,314,514,2974,1942,4912,15664,16140,31809,4713,5161,9877,8396,8773,17163,10911,11573,22486
30503,42324,44240,86562,21821,16550,38373,6522,10534,17052,2080,3059,5142,1495,1217,2715,31918,31356,63279,8031,10675,18714,4.7,3.9,4.3,75.4,70.9,73.1,71.9,68.1,70,4684,4667,9348,1339,2242,3581,12255,13949,26200,3773,4453,8223,5495,3300,8793,369,411,779,466,657,1125,6332,4365,10704,34034,35281,69314,12041,12943,24990,17196,17748,34946,27002,28653,55657
30504,24357,25527,49886,12212,8760,20976,4134,6914,11049,1280,2034,3312,881,684,1566,18505,18396,36899,5045,6351,11396,4.8,3.7,4.2,76,72.1,74,72.4,69.4,70.8,3510,3552,7064,876,1548,2420,7856,8836,16700,1883,2248,4123,2538,1415,3957,185,201,385,235,347,579,2959,1963,4920,21706,22389,44098,6536,6946,13483,12433,12840,25273,14583,15270,29854
30601,22508,24552,47066,9751,7210,16962,3542,6928,10469,960,1106,2065,767,669,1440,15018,15919,30941,6185,7331,13513,5.1,4.2,4.7,66.7,64.8,65.7,63.3,62.1,62.7,986,1341,2325,427,850,1275,2816,4832,7652,2264,3125,5383,6316,3291,9598,281,332,615,365,545,912,6960,4166,11127,21608,22820,44426,4829,5403,10233,12914,13308,26221,12222,13665,25892
30602,43824,45591,89416,16615,11841,28452,6047,10952,16992,1572,1770,3351,1923,1502,3427,26156,26065,52226,11596,13994,25588,7.4,5.8,6.6,59.7,57.2,58.4,55.3,53.9,54.6,1138,1494,2637,498,1171,1668,4062,6632,10697,3237,4737,7977,11116,6464,17581,648,833,1481,586,811,1395,12356,8102,20461,37843,39020,76865,8761,9452,18208,23442,23895,47337,20572,22117,42689
30603,15775,15427,31204,5445,3045,8488,1663,3295,4961,666,596,1265,587,501,1082,8361,7439,15808,5911,6579,12494,7,6.7,6.9,53,48.2,50.6,49.3,45,47.2,198,286,488,132,281,415,881,1502,2385,861,1400,2267,4369,2144,6513,185,325,515,214,285,498,4768,2758,7523,14772,14295,29068,2403,2386,4788,10568,10204,20769,5660,5660,11316
30604,6753,6685,13436,1906,1230,3135,994,1691,2689,423,414,832,173,127,301,3497,3463,6961,2270,2295,4562,4.9,3.7,4.3,51.8,51.8,51.8,49.2,49.9,49.5,208,238,442,82,182,256,757,1021,1775,493,738,1236,1779,801,2577,65,109,178,120,154,275,1965,1060,3030,5298,5163,10460,1329,1396,2718,3623,3420,7043,2768,2908,5676
30605,18150,19099,37247,5991,3954,9945,2018,4176,6193,868,794,1671,607,449,1058,9486,9372,18859,6763,7821,14586,6.4,4.8,5.6,52.3,49.1,50.6,48.9,46.7,47.8,396,509,907,194,452,644,1321,2442,3766,1210,1943,3155,5035,2492,7526,204,311,512,266,350,614,5499,3151,8651,16645,17131,33774,2972,3201,6166,11300,11527,22825,7321,7890,15213
30701,19971,18114,38087,9795,5252,15044,1593,4000,5593,844,695,1544,435,371,813,12661,10324,22992,4517,5806,10318,3.4,3.6,3.5,63.4,57,60.4,61.2,54.9,58.2,219,311,533,129,329,459,1134,2333,3471,1123,1566,2681,5036,2597,7633,245,341,584,295,298,589,5582,3229,8812,17569,16302,33869,3548,3554,7095,11625,10400,22025,8216,8227,16437
30702,17378,17058,34436,7811,4072,11887,1674,4122,5798,621,622,1248,506,389,901,10611,9213,19829,5031,6486,11522,4.8,4.2,4.5,61.1,54,57.6,58.2,51.7,55,169,257,424,122,295,417,992,1855,2846,982,1494,2473,4509,2699,7206,218,397,621,235,311,550,4966,3405,8374,16587,16436,33021,2793,2929,5718,11364,10927,22288,6916,7433,14345
30703,16580,17493,34073,6208,3582,9792,2027,4249,6280,577,647,1222,449,372,820,9262,8856,18112,5979,7352,13333,4.8,4.2,4.5,55.8,50.6,53.2,53.1,48.5,50.7,278,369,646,158,337,495,1106,1951,3057,963,1601,2567,4289,2680,6966,245,354,600,239,369,607,4770,3393,8164,15792,16292,32085,2707,2895,5600,10920,11069,21989,6703,7340,14044
30801,14553,11440,25994,7244,3537,10779,1081,2663,3745,642,531,1168,316,257,568,9279,6982,16263,2233,3153,5385,3.4,3.7,3.5,63.8,61.1,62.6,61.6,58.8,60.4,174,221,397,103,236,344,709,1395,2104,683,947,1633,4107,1682,5786,204,260,464,183,188,373,4490,2138,6623,11743,10457,22201,2739,2631,5372,7109,6074,13188,6480,6116,12591
