SA3_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
31903,15,15,43,77,136,263,783,974,401,2707,0,5,8,13,20,25,35,31,10,146,208,132,410,450,523,548,542,430,163,3414,1441,2153,4905,5487,6808,8450,8220,4203,1193,42860
31904,22,27,60,90,155,298,913,1134,503,3197,4,0,12,14,20,31,37,32,14,178,160,145,314,351,429,533,784,838,374,3927,1449,2448,5416,6140,7392,9604,11634,7135,2093,53299
31905,33,33,66,81,158,335,857,874,412,2849,4,5,15,12,27,25,41,25,9,164,173,163,328,347,377,541,627,429,193,3184,1200,2114,4124,4522,5798,7999,8608,4052,1145,39559
39797,0,0,0,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,10,8,57,76,45,16,6,0,0,219,9,12,92,111,79,34,14,0,0,348
40101,0,3,12,22,28,40,60,72,62,304,0,17,39,19,16,6,12,6,7,130,171,429,813,595,495,455,359,226,214,3762,1272,4797,6707,3762,2898,2885,2613,1373,594,26900
40102,14,10,31,48,47,89,313,385,308,1242,4,8,8,19,13,13,7,15,10,97,153,170,333,366,385,400,375,289,178,2651,1836,4211,8151,9673,11140,10364,8759,4288,1486,59910
40103,4,0,16,12,35,35,140,215,231,691,0,0,9,24,22,16,37,34,24,169,27,41,115,145,122,101,134,171,114,968,959,2537,4182,5618,6181,5605,5400,3557,1567,35611
40104,11,3,22,42,45,126,541,1049,626,2464,7,15,33,25,34,54,81,155,116,511,68,92,240,177,180,164,167,279,234,1593,1122,3536,7477,7435,6962,6284,5117,4040,1906,43870
40105,3,6,12,19,23,53,157,494,414,1182,0,0,24,9,14,13,36,77,101,278,51,73,213,175,143,129,147,151,125,1215,727,2460,5686,4864,4531,4463,3822,2580,1349,30472
40106,3,6,15,25,30,66,133,227,213,711,0,0,15,18,16,24,20,48,35,173,39,52,194,122,122,104,112,74,90,910,587,2093,4443,4163,3789,3710,2877,1496,806,23968
40107,8,3,14,20,39,51,155,265,297,844,0,0,6,16,9,13,25,55,42,169,21,39,126,95,92,90,147,187,191,980,696,2343,4734,4993,5005,4568,4273,2569,1572,30757
40201,13,6,29,43,55,117,299,406,265,1239,0,0,4,12,10,15,21,34,12,116,79,79,166,168,156,182,174,204,139,1350,1003,2230,4420,4385,4995,5081,3619,2266,933,28932
40202,54,73,353,445,346,569,859,783,365,3842,6,27,190,359,387,282,179,122,62,1617,325,418,994,800,669,641,614,548,353,5359,2685,6861,15705,12661,11234,10908,7236,4057,1697,73037
40203,10,42,199,255,263,342,541,745,523,2927,5,41,206,281,286,299,203,128,57,1515,163,242,590,482,393,254,283,281,161,2849,1459,5347,14418,12357,8716,7152,5708,3450,1558,60167
40204,51,82,435,680,603,817,1452,1426,640,6176,13,68,439,688,914,721,504,275,152,3772,362,360,940,910,746,657,652,627,411,5672,3617,9816,20853,20120,17353,16209,12466,6814,2458,109708
40205,15,15,44,84,104,169,545,876,554,2417,3,12,18,38,49,50,51,49,48,337,112,116,276,291,273,254,325,467,407,2522,2205,5516,11399,12672,12379,11775,10536,6489,2428,75410
40301,8,3,24,29,45,89,150,207,202,757,0,0,0,10,21,46,33,11,4,134,22,48,105,117,125,175,218,204,117,1134,679,1805,3717,4122,4533,5146,5056,2946,1460,29454
40302,26,25,71,97,136,235,509,784,652,2532,0,11,47,62,62,116,112,80,51,524,130,204,445,392,338,328,370,326,239,2765,1950,6372,14249,13372,11392,11264,9858,5304,2758,76520
40303,8,3,15,46,38,67,194,414,376,1159,3,4,10,12,29,40,30,63,52,235,66,90,212,168,193,214,245,306,225,1719,1583,3951,6947,8382,8996,8071,7055,4593,2256,51837
40304,33,40,109,160,202,391,959,1243,814,3958,6,9,30,47,53,53,73,62,45,388,364,339,759,834,767,773,855,855,576,6124,4210,9749,21171,22393,22526,21919,19788,10565,3868,136189
40401,21,25,88,162,213,420,1195,1878,1282,5277,7,16,65,85,161,177,203,310,272,1290,178,296,659,519,516,500,502,537,316,4020,2361,7536,17602,15190,15134,14779,11904,7433,3661,95593
40402,24,27,83,152,248,376,653,697,520,2784,6,11,35,69,142,195,202,116,99,878,108,145,358,406,320,387,332,284,147,2477,1294,3807,8616,8089,7996,8458,6251,3026,1461,48987
40403,11,10,37,58,92,162,419,814,666,2262,4,3,50,39,50,66,81,125,133,557,53,159,395,301,213,234,220,228,173,1983,1188,4964,11380,9051,7716,7194,5460,3848,2371,53163
40501,5,17,27,48,44,103,327,485,294,1342,0,0,11,8,13,4,12,10,8,74,102,69,158,201,248,243,234,203,120,1580,837,1775,3728,4438,5010,5453,4637,2398,880,29159
40502,4,3,21,28,48,121,235,333,212,1003,0,0,7,0,5,6,8,6,8,44,79,62,129,145,193,265,242,209,91,1411,433,874,2055,2255,2864,3688,3435,1850,658,18115
40503,13,10,31,33,63,162,409,542,312,1563,0,4,3,9,12,16,16,16,12,93,93,88,230,240,293,312,333,250,108,1943,613,1334,2717,2723,3426,4250,3836,2255,828,21990
40504,0,5,26,22,39,127,393,543,271,1427,0,0,3,0,9,9,10,7,0,33,75,68,152,191,194,330,405,345,146,1907,426,939,2155,2331,2917,4528,5086,2897,930,22209
40601,21,25,67,82,113,246,600,771,423,2334,3,3,19,20,25,14,32,25,13,152,200,224,521,533,646,667,588,453,246,4082,1249,2812,6867,6507,7684,8467,6938,3747,1370,45631
40602,27,30,91,103,140,191,299,328,126,1340,4,9,24,18,16,33,32,19,7,159,183,291,986,775,844,786,504,288,73,4738,806,1864,5629,4488,4465,4698,3171,1459,391,26969
40701,13,12,31,61,64,121,428,658,421,1815,7,4,8,9,15,10,27,20,11,108,100,84,208,243,331,446,577,514,318,2818,930,1872,4106,4894,6307,8563,10601,6284,2127,45682
40702,25,20,104,139,133,273,750,901,562,2905,5,20,58,96,100,78,38,41,21,456,222,237,520,553,629,651,596,542,310,4256,1595,3323,7479,7733,8641,9181,7991,4410,1731,52078
40703,23,17,114,149,218,424,1089,1346,780,4146,3,8,33,41,56,60,69,72,39,383,257,245,593,570,711,788,880,626,279,4953,1565,3422,7885,7399,9005,10638,9931,5531,2090,57464
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8,0,0,0,16,10,0,0,0,0,34
50101,9,17,56,39,51,87,202,304,272,1031,0,10,36,14,20,15,12,12,11,126,165,119,461,474,499,521,487,348,228,3301,1216,1853,5567,7553,7700,7512,7166,3574,1317,43455
50102,22,29,73,104,137,254,648,836,459,2556,7,7,37,25,34,57,50,52,32,295,311,277,724,689,772,715,718,589,453,5241,2906,5133,12096,13318,13857,13549,11083,5813,2120,79877
50103,5,3,18,22,49,57,144,235,116,652,0,0,14,15,15,16,16,17,10,100,91,59,154,211,274,302,283,235,72,1680,575,840,2058,2578,3125,3935,3509,1769,497,18878
50201,43,26,55,106,157,278,683,987,569,2905,9,6,23,29,40,42,54,40,15,262,280,253,538,547,596,544,756,881,646,5033,2809,5047,10283,11145,12290,13260,13740,8723,3051,80353
50301,5,7,0,17,22,32,63,133,139,421,0,3,3,5,14,29,11,8,20,99,170,187,325,329,277,311,375,388,306,2683,2647,5202,6745,7743,9841,8628,7280,4953,2249,55281
50302,7,16,53,54,80,129,284,414,434,1475,0,14,75,51,39,69,60,80,100,496,191,609,1830,1325,1023,841,818,599,396,7637,1998,8074,24049,18651,13823,11801,9021,4555,2283,94260
50401,24,21,81,131,189,319,525,735,481,2495,0,8,42,52,112,119,113,113,88,654,133,211,547,494,403,377,380,380,239,3168,1714,4895,13222,12547,10494,9409,7874,4526,1922,66602
50402,14,8,23,40,53,104,204,265,139,850,3,3,15,40,54,46,15,26,8,206,88,93,275,258,252,239,207,200,157,1767,1148,2271,4733,5300,5943,5854,4737,2587,828,33403
50403,42,37,196,304,362,456,712,673,347,3132,13,20,136,220,240,218,178,110,65,1201,359,389,1024,956,826,643,621,463,320,5609,4208,9085,21905,21683,18508,15676,10251,4946,1674,107937
50501,19,12,52,71,90,158,438,547,402,1793,8,3,28,28,41,51,44,70,46,330,183,208,496,551,530,453,529,600,460,4008,4225,8845,15879,20833,22049,20780,17326,7732,2844,120508
50502,24,35,227,324,413,568,1110,1737,1168,5616,10,16,180,280,295,314,297,280,231,1895,347,568,1666,1429,1012,824,889,927,688,8351,4172,11836,32667,30915,25370,21617,17992,11758,5404,161727
50503,46,44,205,366,452,574,820,850,428,3797,7,32,158,313,387,376,263,138,82,1766,447,452,1009,1043,892,691,670,728,502,6438,6142,12989,27882,29755,27338,20697,14268,7570,2563,149199
50601,33,25,86,151,173,243,377,359,167,1613,0,10,60,78,79,96,74,57,23,481,278,275,662,651,506,418,365,328,212,3691,2461,5220,13703,15062,10638,9008,6867,3272,1023,67265
50602,14,12,66,106,128,148,316,448,302,1544,4,9,82,90,106,104,68,65,40,565,177,413,1028,824,683,545,415,328,225,4642,1617,5717,15395,12061,9074,7906,5722,2866,1279,61647
50603,22,31,106,146,210,276,449,530,332,2109,8,22,82,96,85,128,145,110,77,742,165,364,792,518,378,362,339,499,527,3949,2634,7931,14957,13972,11620,9947,8140,4781,2184,76162
50604,49,74,224,389,391,507,718,582,353,3299,8,39,266,339,351,292,215,135,72,1718,401,374,948,916,720,499,511,461,347,5167,3618,8276,17225,19389,15696,12567,9953,5065,1856,93658
50605,21,3,47,42,83,126,277,330,178,1104,0,9,27,50,50,42,35,28,23,260,112,111,238,305,224,227,215,249,174,1858,1562,3090,6193,7747,7551,6889,5987,3510,1266,43792
50606,11,10,17,26,37,61,101,121,49,426,0,3,6,15,18,13,9,14,3,86,55,57,163,157,156,125,102,77,33,926,921,1674,4657,4561,3854,3217,2066,929,254,22129
50607,12,0,23,26,29,56,99,132,123,498,3,0,20,19,27,30,33,23,9,158,55,131,286,208,178,197,251,313,393,2016,1116,3430,6364,5626,5141,5003,4596,2464,1234,34977
50701,16,20,47,88,182,316,695,856,410,2633,8,15,34,41,61,91,108,126,100,581,199,264,657,612,462,403,473,491,353,3901,2816,7174,16996,17586,14950,12069,8847,4571,1772,86777
50702,9,4,16,18,42,66,188,346,228,903,0,4,13,6,16,18,28,38,41,173,77,150,370,354,356,311,301,299,326,2553,832,2205,5174,5380,5479,5474,4396,2392,1131,32463
50703,21,21,53,66,95,128,209,189,84,862,4,6,31,60,60,38,34,19,10,266,142,130,376,381,262,206,182,102,34,1815,1302,2947,7500,7487,5462,3998,2643,1292,410,33034
50704,13,15,26,53,50,135,328,519,479,1609,0,5,22,31,36,45,74,63,74,350,169,151,429,418,409,436,555,603,622,3800,2816,6239,10928,13444,13772,12953,11735,6820,3445,82146
50705,40,36,76,125,166,290,534,601,324,2185,6,10,27,48,66,52,57,47,21,319,354,503,1036,856,686,559,582,660,423,5661,4058,7792,17540,17468,16925,14657,10417,6039,2055,96960
50901,22,23,83,83,102,180,366,512,317,1699,5,12,38,57,79,55,50,23,29,344,250,194,532,552,585,640,599,490,284,4132,1667,2609,6372,6931,7860,8839,7621,4244,1619,47762
50902,13,23,61,69,100,208,435,500,267,1664,5,8,16,17,16,22,19,21,20,128,277,336,837,828,1022,1050,906,623,218,6090,1338,2348,5736,6238,7566,9064,7961,3850,1145,45248
50903,11,3,11,10,27,46,130,190,111,547,0,4,0,10,3,10,3,9,9,55,96,105,219,263,286,327,258,176,79,1813,448,851,2071,2338,2690,3023,2445,1281,476,15627
51001,85,45,117,124,174,216,324,195,39,1322,12,9,18,22,48,45,69,62,23,321,325,474,1308,1054,1106,1125,821,303,62,6575,1416,2706,7588,6799,6321,7255,6307,1679,216,40284
51002,17,9,36,57,82,101,97,51,9,451,0,4,15,21,38,32,16,16,10,142,204,557,2470,2383,2095,1435,364,68,13,9601,762,2096,8610,8142,6740,4973,1659,337,52,33377
51003,11,7,26,38,67,84,121,76,9,442,5,3,19,26,22,23,6,14,3,121,243,524,2109,2137,1965,1473,551,130,8,9137,765,2118,8113,8399,7069,5288,2427,598,41,34823
51101,6,0,5,15,27,55,98,138,76,408,0,4,0,3,0,7,12,3,5,32,78,111,237,242,304,246,202,168,43,1625,474,805,2020,2004,2286,2284,1704,1017,316,12904
51102,3,3,10,17,38,62,158,156,37,489,0,3,9,4,11,9,13,3,4,65,83,122,305,252,283,324,375,156,25,1924,321,732,2172,1952,2069,3058,3560,1243,156,15260
51103,22,23,53,89,117,187,212,145,54,907,3,5,14,36,34,27,15,22,7,166,260,690,2059,1844,1700,1386,620,188,78,8825,1237,3193,8468,7608,7131,6043,2927,912,231,37762
51104,25,22,42,53,102,229,475,556,251,1750,0,12,21,16,29,31,38,57,29,233,364,472,1328,1339,1277,1208,899,511,206,7618,1659,3024,7352,7633,8316,8800,7413,3509,1122,48829
59797,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,44,223,434,399,218,49,8,0,1387,20,116,521,957,893,533,176,32,0,3245
60101,14,12,27,29,48,88,141,127,62,545,0,3,3,4,7,7,6,3,6,39,71,76,154,137,119,114,148,93,17,937,590,1275,2792,2447,2401,2157,1794,769,183,14414
60102,19,19,60,57,67,124,232,305,280,1151,4,9,26,23,31,30,30,26,7,177,105,142,361,305,214,229,299,280,179,2105,1200,3117,8414,7589,7022,7175,6370,3812,1586,46290
60103,28,27,99,113,130,212,363,532,421,1938,7,9,48,73,110,103,77,41,26,492,140,146,523,360,313,329,376,400,186,2786,1334,3504,10566,7472,6517,6767,5349,3396,1353,46254
60104,14,6,18,17,22,62,116,164,116,531,0,3,26,11,6,6,7,7,0,72,30,44,125,115,108,89,123,130,70,835,758,1811,4691,4785,4591,4214,3889,2171,742,27656
60105,9,11,41,32,38,78,124,213,205,752,3,5,53,25,25,19,28,22,9,202,104,203,613,365,338,349,362,278,207,2808,1133,4262,10964,7180,6845,6487,5772,3085,1390,47117
60106,4,3,7,3,21,61,132,112,85,431,0,0,0,4,3,9,5,3,8,22,57,38,125,149,113,140,147,117,49,933,433,878,2302,2250,2228,2750,2247,1070,333,14488
60201,25,45,156,158,152,252,473,608,575,2452,3,21,99,133,167,107,65,58,33,673,220,385,723,457,449,502,515,617,397,4265,2154,5765,13116,10521,10783,10166,8810,5619,2331,69260
60202,6,3,19,9,39,102,203,194,114,698,0,0,6,4,10,7,6,9,3,49,58,49,146,126,172,228,246,188,65,1271,534,1060,2276,2419,3096,3936,3611,1796,471,19206
60203,11,13,23,32,68,172,354,339,216,1218,5,5,8,11,7,11,12,11,12,79,125,86,220,274,336,433,476,392,199,2553,913,1638,3968,3981,5037,6530,5983,2966,889,31916
60301,11,0,4,14,28,81,119,116,46,412,0,0,3,3,3,4,11,0,4,27,70,61,103,113,143,174,153,76,24,908,381,650,1295,1434,1732,2083,1592,668,146,9976
60302,11,9,11,20,19,85,144,104,69,472,5,0,4,4,9,10,6,9,0,49,54,61,154,145,175,239,253,159,87,1322,465,873,2058,2499,2871,3541,3136,1383,382,17219
60303,6,3,5,7,11,29,84,68,51,258,0,0,0,4,0,0,0,3,7,17,21,29,91,79,62,113,119,72,32,612,134,228,777,738,910,1555,1543,709,200,6793
60401,14,11,38,59,108,211,462,526,479,1911,0,0,17,20,26,27,40,12,7,162,156,142,285,296,375,355,435,410,195,2653,1283,2686,5540,5286,6192,7093,6120,3749,1372,39325
60402,20,19,44,43,73,151,364,428,349,1487,0,13,24,13,11,28,23,12,5,129,114,111,345,260,301,368,457,417,201,2577,1162,2355,5666,5076,6127,6792,6299,3585,1202,38271
60403,7,5,13,24,26,95,150,131,112,557,0,0,7,9,0,4,4,8,5,31,64,77,232,219,207,253,241,155,52,1502,406,829,2218,2080,2459,2853,2297,1043,299,14472
69797,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,25,31,25,7,0,0,112,3,15,62,80,90,75,33,3,0,360
70101,12,6,26,30,52,65,116,106,42,445,0,4,24,15,22,17,16,15,10,124,102,344,957,552,613,673,467,159,46,3917,462,2205,7639,5058,4254,4281,3011,1012,191,28105
70102,30,17,86,119,219,282,417,324,103,1600,0,10,43,54,72,93,107,69,31,471,268,269,815,764,663,597,499,211,57,4142,1396,3235,9451,8757,7233,6353,4975,1971,421,43782
70103,7,14,51,60,75,104,171,115,22,625,7,9,13,13,22,16,21,11,0,115,138,222,629,595,621,554,488,136,24,3413,701,1663,3684,3695,3928,3716,2897,837,121,21253
70104,16,8,35,74,87,133,165,107,40,666,0,3,18,20,32,34,34,15,7,156,168,227,618,521,390,295,174,87,34,2519,1035,2445,6719,5898,4469,3146,1791,587,166,26250
70201,175,157,376,442,410,338,349,138,40,2424,5,31,72,100,115,147,140,70,34,718,207,293,939,699,713,725,525,141,36,4274,1327,2496,7673,6268,5334,5310,3535,976,206,33109
70202,26,24,84,81,83,77,92,33,9,508,0,0,6,5,18,16,21,11,3,81,28,39,127,70,88,111,104,23,4,598,275,464,1091,786,736,869,728,166,18,5137
70203,83,79,109,107,134,119,143,52,3,819,22,24,27,26,29,36,24,12,3,206,102,145,452,369,408,485,432,101,13,2498,887,1296,3221,2577,2545,2759,2036,403,40,15771
70204,126,116,203,187,167,125,76,17,0,1024,26,19,23,38,40,19,13,6,3,190,122,164,444,404,351,264,87,21,0,1853,767,1111,2451,2297,1830,1285,487,111,13,10353
70205,86,85,148,117,145,176,202,93,20,1070,8,14,22,29,45,44,91,36,15,305,216,327,706,560,604,617,450,121,17,3621,1002,1835,4187,3171,2948,3253,2636,599,78,19702
79797,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,17,43,40,34,11,3,0,156,11,27,58,105,120,106,42,10,0,482
80101,18,21,81,111,126,240,436,477,263,1774,5,17,92,59,69,89,65,92,42,533,149,341,806,536,383,304,312,262,159,3260,2515,8095,18324,15933,12467,9823,9040,5000,1671,82870
80103,0,5,15,6,7,6,14,9,5,62,0,0,3,4,5,3,0,0,0,13,16,42,104,95,75,84,51,25,0,502,65,182,412,324,284,280,185,91,12,1834
80104,16,10,65,105,122,145,252,203,69,989,0,17,97,69,68,80,72,39,11,455,140,228,658,489,287,153,137,77,10,2186,1867,5745,16170,16325,11019,6410,4034,1752,380,63717
80105,10,5,25,36,46,75,112,173,135,615,3,5,34,22,23,27,27,22,22,191,538,834,771,420,269,233,186,150,130,3531,3363,8980,13322,8320,6644,5344,3703,2019,1045,52733
80106,5,6,9,15,21,44,71,69,75,311,0,3,7,9,9,4,10,18,9,71,85,148,428,270,290,242,217,130,116,1929,622,1924,5576,4507,4404,3944,3154,1735,849,26714
80107,11,27,74,71,100,244,439,398,219,1579,5,5,22,34,55,51,50,56,35,317,131,131,382,388,269,212,269,234,125,2145,2055,5239,12079,12172,11627,11429,8509,3750,1247,68103
80108,6,3,6,18,33,38,94,143,78,418,0,0,5,8,7,6,8,26,14,76,37,41,111,118,85,87,131,151,114,874,482,1140,2625,3436,3422,2520,2509,1835,669,18637
80109,6,0,12,32,29,47,93,209,140,575,0,6,18,18,20,22,25,30,22,153,48,99,272,184,179,145,217,225,171,1544,712,2366,6058,5510,5009,4300,3368,2755,1303,31379
80110,5,0,8,3,8,13,6,9,4,55,3,0,3,6,0,9,3,0,0,30,13,26,119,58,27,19,22,9,0,298,191,751,2906,2504,1074,589,319,84,17,8440
80111,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,5,4,4,8,10,5,0,0,41,19,39,100,103,83,75,45,11,7,474
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,4,10,17,42,10,3,86,0,0,0,0,6,0,16,9,0,28,7,43,195,119,101,64,42,3,0,582,22,93,392,321,315,264,205,42,4,1661
90102,0,0,6,0,0,5,3,0,0,14,0,0,0,0,0,24,23,17,10,73,5,8,18,18,19,35,23,14,0,151,9,41,80,81,78,144,84,42,10,563
90103,0,0,0,0,3,0,5,3,0,17,0,0,0,0,0,0,0,0,0,0,3,3,12,13,11,8,14,9,0,83,39,52,98,49,56,38,27,16,0,378
90104,0,0,0,0,3,4,9,6,0,19,0,0,0,0,0,0,0,0,0,0,10,9,28,30,43,67,40,30,7,273,43,82,170,247,312,450,343,187,47,1878
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
