SA3_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
10102,18,6,63,50,107,219,397,396,173,1429,0,5,16,22,11,24,36,47,39,206,145,184,570,470,425,490,372,216,82,2949,1429,3485,9460,9196,9354,8190,5330,2521,772,49737
10103,10,9,26,16,36,89,166,162,82,592,4,3,14,0,9,11,21,18,9,73,135,180,445,369,385,379,281,157,72,2402,804,1892,3673,3001,3658,3826,2752,1392,477,21482
10104,42,23,57,125,178,369,792,736,410,2724,0,7,13,16,16,26,46,33,22,178,308,234,534,551,736,968,1045,762,472,5611,1739,2738,6440,7058,9270,13422,14001,7121,2596,64387
10105,17,6,49,76,102,199,429,372,211,1460,4,3,13,16,20,27,16,29,13,138,151,167,473,410,395,412,403,307,216,2936,1081,2122,4750,4395,4805,5454,4702,2626,1029,30963
10106,8,3,45,57,91,186,323,282,183,1187,0,3,9,14,16,22,24,22,9,118,114,121,295,282,385,409,376,290,125,2395,990,1761,3819,4348,5270,5266,4552,2503,881,29388
10201,41,31,98,132,263,595,1017,1043,726,3940,9,20,44,51,62,84,74,73,74,495,368,396,961,929,978,1022,1256,1348,1117,8390,4286,9067,18325,21730,23354,23609,21294,13515,5737,140912
10202,67,38,169,211,386,886,1557,1315,787,5423,6,11,40,48,65,86,129,114,52,544,508,488,1088,1087,1018,978,1257,1467,1093,8971,4698,9391,19748,19561,20724,20965,19016,12013,4755,130868
10301,19,13,51,56,90,225,372,352,216,1385,0,9,20,15,25,16,35,18,11,150,180,330,713,654,523,390,384,322,160,3660,1468,3179,6281,5801,6147,6068,5244,2905,1153,38253
10302,26,13,54,89,153,390,773,561,361,2425,6,0,12,12,15,19,39,32,24,159,265,273,545,575,601,704,642,553,308,4465,1461,2719,5872,5754,6521,7636,6917,4237,1737,42849
10303,16,12,42,70,129,316,580,439,241,1856,0,0,12,10,6,22,27,37,5,117,186,200,546,521,527,532,568,447,167,3699,1312,2221,5456,5307,6217,6911,5989,3597,1169,38173
10304,30,24,72,100,157,288,542,427,297,1938,4,0,17,30,35,26,52,36,14,215,188,208,455,448,439,435,454,407,235,3274,1577,3345,7623,7534,7564,7319,6222,3587,1397,46178
10401,25,8,54,70,160,310,601,601,379,2208,5,4,4,22,18,18,32,24,18,142,191,311,819,710,636,632,659,502,300,4755,1246,2378,5218,5371,6537,8432,8612,4817,1766,44378
10402,39,43,159,269,212,451,726,692,468,3069,7,17,130,103,79,88,72,32,35,566,317,254,771,735,747,757,807,789,576,5753,2377,4100,9996,10681,11718,12941,12640,6982,2737,74167
10501,9,10,37,43,96,206,322,260,106,1088,0,4,8,5,8,20,27,26,9,111,225,222,519,471,493,582,488,326,118,3450,684,1225,2954,2408,2802,3435,2632,1424,453,18022
10502,22,19,53,58,81,270,416,259,166,1341,0,0,0,0,7,20,16,21,0,67,122,138,271,265,235,254,265,199,140,1894,632,1083,2517,2183,2413,3066,2703,1416,616,16614
10503,23,22,79,108,215,472,844,653,363,2776,4,4,22,24,30,33,49,37,13,209,436,429,1160,1015,927,937,892,720,392,6910,2037,3882,10142,8472,8533,9263,7835,4736,1788,56679
10601,49,46,142,139,234,597,1061,655,414,3347,9,6,31,32,28,55,41,35,12,254,351,494,1152,1003,854,696,675,559,273,6058,3212,5810,13264,12103,12406,12161,9902,4814,1712,75382
10602,29,36,103,97,197,366,634,507,318,2277,0,6,28,34,47,48,37,25,16,239,178,195,507,457,329,365,368,364,245,3003,2502,5288,12435,11597,10513,9344,7707,4159,1458,65008
10603,29,23,99,97,173,378,737,568,302,2399,5,8,21,20,29,30,37,31,23,194,178,184,370,369,439,503,647,731,405,3829,1994,3515,6875,7626,9314,11110,11287,6895,2081,60695
10604,15,15,41,83,77,202,321,269,157,1173,4,6,5,4,14,18,21,21,8,105,112,120,370,327,301,281,264,207,134,2104,862,1585,4075,3921,3938,3947,3090,1678,657,23752
10701,19,17,99,140,209,503,1041,1061,619,3722,5,6,31,35,62,74,177,200,163,748,199,193,513,432,393,369,405,466,302,3267,2164,4709,9924,9916,9783,9745,7880,5179,2218,61514
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10703,27,28,73,99,165,472,981,838,460,3148,8,12,16,36,46,63,82,106,74,433,221,221,496,495,453,467,571,665,522,4118,2804,5556,11571,11801,12368,12941,11122,6314,2459,76937
10704,23,29,96,155,184,440,868,1096,723,3616,8,15,60,92,82,89,114,148,122,739,397,539,838,705,672,615,729,876,804,6180,3749,10738,18327,16794,16979,16154,12815,8108,3581,107244
10801,5,9,33,45,95,207,431,364,240,1439,0,3,8,5,16,15,18,11,18,84,109,86,188,215,271,345,542,454,277,2499,777,1124,2437,2910,3823,5466,6396,3952,1600,28493
10802,29,15,66,62,151,393,769,591,334,2425,3,3,6,5,15,25,23,39,16,140,255,311,754,657,547,721,690,510,285,4722,1337,2180,4785,4879,5928,8447,8518,4540,1579,42196
10803,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,11,14,7,0,46,4,8,72,62,53,80,56,30,15,379
10804,23,9,54,95,151,347,833,785,584,2888,0,3,15,14,23,32,34,26,23,176,198,189,415,442,474,594,770,741,526,4356,2171,3909,7738,8682,10488,12126,13264,8724,3440,70538
10805,28,17,67,107,155,412,732,625,403,2547,4,0,6,4,15,18,20,28,14,113,212,183,418,425,459,608,721,653,398,4079,1470,2310,5021,5261,6714,9005,9562,5447,1927,46718
10901,21,17,102,163,141,286,496,549,342,2123,4,11,44,56,103,79,60,43,15,415,239,247,503,513,480,529,473,443,229,3644,1786,3913,8281,8098,8037,8347,7181,4184,1610,51426
10902,7,8,29,33,49,100,202,183,85,699,0,4,4,0,7,8,11,6,3,51,97,88,231,241,239,260,231,122,56,1572,318,663,1536,1457,1717,2076,1649,874,287,10575
10903,21,7,36,65,107,254,618,608,330,2041,0,0,13,7,12,27,16,34,14,123,164,145,398,363,411,550,613,557,327,3525,962,1645,3963,4094,5072,6417,6660,3976,1490,34281
11001,16,32,55,79,79,176,293,292,148,1177,6,24,53,36,29,22,33,21,4,224,454,468,478,346,370,378,335,339,189,3364,1481,2658,4548,4016,4320,4856,4005,2560,887,29333
11002,13,15,61,79,140,310,593,552,298,2042,3,4,11,16,21,25,32,27,13,146,192,179,442,461,547,580,582,437,198,3618,1053,1736,3726,3776,4771,5856,5712,3376,1166,31161
11003,10,7,29,40,94,174,299,219,94,963,0,0,3,7,18,15,22,14,7,94,218,296,554,535,588,643,442,265,96,3640,733,1486,3303,2894,3212,3629,2651,1448,457,19814
11004,45,32,132,128,229,510,845,782,439,3139,3,6,37,23,35,52,51,43,19,274,422,387,933,841,812,826,819,774,428,6234,2478,4534,10711,9846,10058,10470,9138,5730,2164,65135
11101,47,31,114,148,223,479,869,796,599,3304,12,6,31,37,52,52,55,44,39,318,216,241,558,556,502,542,644,726,427,4410,3193,6788,13860,15564,16152,15997,14161,8902,3567,98176
11102,34,30,81,126,166,432,673,581,406,2514,3,10,30,16,26,50,59,34,25,256,166,159,401,355,348,357,482,665,497,3424,2284,4643,9919,9673,10083,10531,9966,6296,2603,66000
11103,48,59,172,228,306,620,1022,1053,858,4367,0,16,72,103,107,139,109,109,95,753,572,872,1400,1061,951,970,1132,1223,1096,9276,4840,14501,27773,22997,21662,20152,16432,9928,4673,142952
11201,16,13,71,92,107,268,515,551,429,2063,5,4,27,25,23,42,32,7,17,180,287,346,915,933,879,864,873,604,445,6146,1830,3685,9726,10954,11796,12613,12203,6145,2584,71534
11202,25,22,71,123,192,373,659,694,461,2625,4,11,14,23,25,33,32,19,25,187,377,326,699,749,714,887,834,580,381,5548,2095,3631,7417,7930,9287,10896,9544,4755,1953,57509
11203,16,18,77,110,163,369,792,969,643,3159,7,3,7,13,26,44,39,46,35,225,320,316,738,861,863,917,927,930,811,6682,2244,4094,9009,11216,12136,14095,13817,8659,3803,79072
11301,19,22,93,121,205,382,611,569,364,2381,3,8,54,46,57,63,72,62,57,431,226,262,638,537,587,570,506,394,268,3988,1444,2726,6802,5956,6244,6343,4610,2786,1275,38178
11302,4,0,14,21,57,97,180,152,98,625,0,5,3,0,3,4,17,10,0,44,51,62,162,195,177,188,153,174,80,1256,356,684,1506,1734,1897,2230,1860,1117,398,11778
11303,48,55,153,217,247,469,835,817,531,3373,0,23,101,104,78,75,67,43,26,513,438,573,1048,942,865,813,805,646,409,6546,3526,7036,13035,11601,11435,11961,10195,6009,2544,77337
11401,33,28,99,141,218,576,1288,966,637,3993,4,10,14,31,33,46,61,57,38,302,392,406,1013,949,911,919,1003,946,500,7031,2573,4855,11081,11266,12395,16044,16790,9715,3487,88209
11402,11,10,24,46,66,145,305,247,143,997,8,7,13,21,13,23,21,17,10,125,99,125,220,247,312,334,386,439,362,2529,1216,2243,4800,5375,6790,7257,7753,5186,1752,42364
11501,12,13,25,41,97,231,556,538,342,1858,10,7,53,63,84,118,147,111,116,700,178,168,388,554,427,378,507,618,660,3878,3778,9059,13816,23116,21741,18508,15330,8515,3595,117459
11502,5,0,11,9,26,61,133,183,100,541,0,3,9,8,20,13,17,41,24,136,54,51,83,106,137,132,114,132,91,899,887,1702,2270,2910,4285,3827,3019,1945,703,21543
11503,4,6,22,15,34,93,149,125,70,525,0,3,0,3,9,3,5,15,11,58,48,45,101,108,126,131,100,68,8,733,809,1506,2730,2821,3742,3628,2510,1185,306,19237
11504,7,5,20,40,42,88,261,177,71,706,0,5,12,18,24,30,35,24,26,177,73,72,225,270,191,148,156,112,85,1337,1581,3324,7027,10268,7874,4980,3270,1455,386,40160
11601,24,50,174,287,416,768,1281,1045,579,4624,6,46,165,181,274,297,321,241,138,1668,432,670,1661,1314,983,843,824,640,345,7732,3466,9966,22416,22395,16801,15023,11756,5810,2273,109899
11602,13,24,69,114,174,343,604,434,160,1933,0,15,60,83,113,176,145,101,57,746,292,499,1412,1414,726,454,344,203,85,5434,3441,8395,21358,29668,17126,10827,7096,2801,736,101444
11603,36,57,244,347,483,882,1178,777,266,4272,10,32,127,188,264,309,305,217,93,1538,579,649,1464,1355,1049,834,768,575,452,7722,3828,8155,16233,16096,13895,12156,8264,3940,1398,83966
11701,5,8,58,69,95,187,446,528,224,1629,0,13,78,52,55,84,132,165,86,670,143,371,1049,594,385,371,303,250,148,3604,1172,5349,13881,9142,6843,5331,3844,2417,823,48808
11702,3,0,28,35,80,218,478,661,332,1835,0,3,37,25,56,144,208,279,159,914,68,212,559,400,327,300,246,220,103,2434,856,3513,11921,9279,7517,5392,3738,2254,941,45409
11703,10,44,224,197,222,413,609,506,247,2471,5,71,377,236,132,190,202,163,125,1503,495,2319,6034,3433,2187,1744,1329,958,527,19021,3399,22615,70804,41424,24389,18829,12641,6081,2173,202368
11801,4,6,52,48,43,71,164,277,263,917,0,11,38,27,24,30,36,55,52,276,234,329,1526,1003,695,555,540,712,754,6354,1847,6246,25078,19221,16149,12498,10283,6809,3062,101187
11802,11,12,59,60,120,255,591,838,551,2485,0,22,57,57,56,106,128,177,154,756,309,593,1602,1254,952,731,804,826,806,7895,2794,9196,24215,20182,17303,13946,10598,6892,3343,108476
11901,24,26,231,516,846,1505,1874,1701,944,7667,6,45,233,280,540,958,945,704,402,4113,717,833,1898,1772,1377,1241,1146,960,850,10798,5456,12435,25546,24576,22359,21029,14993,8451,4142,138992
11902,11,39,316,413,660,1128,1882,1944,865,7267,12,48,325,308,408,672,803,810,458,3846,429,727,1970,1538,1162,1032,799,724,581,8959,3319,9532,22615,20050,17774,15363,10710,6836,3082,109281
11903,7,15,91,138,280,604,1201,1181,660,4185,5,25,158,131,188,307,405,362,255,1843,240,490,1199,781,619,664,626,643,663,5927,2883,9992,19986,17369,16251,16283,12331,7171,3579,105845
11904,9,21,105,138,266,624,1491,1832,904,5383,9,35,177,168,182,306,481,531,345,2229,305,619,1835,1261,922,867,880,975,885,8558,2872,10350,27568,21883,17525,15614,12111,7873,3844,119642
12001,3,7,18,35,61,176,549,839,593,2290,0,8,70,44,45,71,143,215,156,740,109,212,694,535,405,386,507,514,504,3860,1470,4624,13839,13299,11594,10087,8049,4833,2283,70080
12002,0,5,10,24,32,79,197,262,176,784,0,0,9,12,19,23,35,59,48,203,76,110,338,370,316,258,272,251,197,2186,851,2491,7871,9566,8835,6372,4888,2345,840,44056
12003,10,26,143,183,277,506,1139,1658,999,4941,8,78,323,180,197,266,390,474,426,2333,220,902,2142,1141,728,696,725,636,632,7830,2830,14965,34922,23340,18641,16817,11856,7244,3897,134504
12101,4,10,31,44,71,124,311,366,252,1216,0,6,70,77,63,77,117,118,88,611,141,196,778,804,513,453,538,504,483,4401,1962,6010,16708,20183,16159,12266,9710,5588,2808,91402
12102,3,3,32,27,82,142,254,237,177,966,0,3,55,69,76,83,83,74,41,486,91,128,311,387,293,211,287,301,331,2342,1811,4655,9592,14308,12527,9902,7472,4417,1876,66550
12103,3,9,12,22,42,89,210,213,189,783,0,7,36,60,52,67,73,51,56,409,147,128,253,335,347,339,371,440,471,2823,2782,6881,9409,16424,18710,15098,11599,8138,4152,93187
12104,4,0,24,32,21,39,104,111,105,436,0,6,26,17,29,34,39,24,27,194,115,144,642,604,436,405,401,405,265,3415,1248,4459,16348,15193,12508,10652,9098,5841,2073,77424
12201,3,3,3,7,6,21,48,86,77,253,0,0,4,4,4,7,10,14,4,49,54,70,250,233,193,147,116,109,74,1248,772,1997,5935,6338,6346,5156,3466,2244,895,33144
12202,10,5,6,19,19,56,117,163,120,512,3,3,4,7,22,23,6,24,27,122,126,92,184,255,282,266,277,425,419,2333,1474,3164,4897,7018,9291,9036,7397,4735,1860,48876
12203,6,17,51,114,134,257,524,659,446,2210,5,8,47,94,137,110,127,119,107,755,191,214,676,648,622,518,564,687,673,4800,3420,8458,17778,21813,23907,17792,12801,9295,4475,119734
12301,9,6,47,75,107,269,409,313,186,1434,0,4,26,36,36,47,48,45,25,261,105,107,292,313,240,191,185,245,187,1863,2294,4439,9813,10668,10006,7214,5064,2554,979,53041
12302,37,49,231,350,564,1053,1411,943,376,5006,16,25,132,148,218,345,326,231,96,1549,648,701,1630,1629,1150,1006,1008,879,445,9091,4970,11334,25739,26747,20392,19485,14844,6724,1967,132192
12303,14,12,40,48,81,193,341,263,108,1104,0,3,15,8,16,16,23,22,17,113,150,101,249,281,280,224,247,257,210,1994,1515,2635,5536,5773,6109,5290,4327,2193,714,34095
12401,11,5,41,47,89,153,299,258,197,1098,7,3,23,25,23,20,31,12,16,165,135,85,233,283,317,310,342,350,230,2293,1730,3409,7100,9537,10925,11115,10418,5198,1743,61172
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5
12403,50,39,170,208,353,710,1247,828,362,3944,9,15,59,87,117,128,149,133,63,760,440,587,1348,1186,926,781,760,783,542,7350,4666,10854,24117,23543,19709,16176,12448,6119,2037,119675
12404,14,12,54,46,95,247,391,270,174,1300,0,5,14,11,10,21,32,42,21,160,152,265,687,610,411,286,261,290,234,3205,1201,2537,5979,4705,4775,4485,3391,2105,842,30032
12405,8,22,88,115,195,376,562,373,159,1892,0,8,47,70,76,84,99,71,31,487,260,275,684,570,473,380,366,249,172,3425,1653,3668,8563,7850,6862,6823,4664,1949,634,42650
12501,8,61,348,468,644,819,856,584,224,4016,11,76,529,482,562,628,499,328,171,3291,266,839,2366,1531,950,709,495,298,198,7653,1948,9400,25529,16347,10975,9914,6258,2822,1112,84298
12502,3,8,54,90,143,232,385,333,182,1436,3,3,53,60,67,183,151,116,75,712,138,157,448,481,340,366,306,246,166,2646,1616,4315,9213,11581,9591,8902,6256,3497,1441,56404
12503,20,85,506,848,1043,1382,1729,1392,696,7691,21,101,611,758,862,1020,866,643,337,5215,793,1080,2667,2282,1602,1302,1023,776,562,12093,4739,12094,26242,22718,18822,16635,12043,6564,2792,122650
12504,9,16,139,193,300,450,776,729,429,3043,3,46,193,175,161,235,245,222,144,1429,323,735,2291,1750,945,851,784,724,587,8990,2617,9900,30873,28913,16035,12996,9799,6048,2594,119771
12601,0,7,11,14,30,72,140,114,99,485,0,11,44,37,45,54,63,49,44,348,49,95,261,249,147,121,152,135,114,1323,1060,3310,6803,8364,7128,6353,4897,2672,1178,41763
12602,13,11,49,107,138,367,716,806,592,2796,7,22,165,132,114,195,199,226,184,1239,200,415,1233,967,682,682,597,608,736,6124,2747,9548,25454,23515,17660,16180,12371,7002,3858,118332
12701,30,47,220,475,684,1096,1434,879,313,5176,7,44,200,307,501,835,715,430,220,3254,450,457,1027,1096,801,761,557,371,200,5715,4313,9434,22096,21653,16848,14111,8814,3878,1192,102342
12702,61,184,836,1582,2206,3312,3383,2412,1177,15147,22,175,890,1134,2057,3252,2607,1621,1006,12763,727,682,1521,1548,1533,1572,1314,941,578,10425,5791,13533,24817,23113,25473,26273,19030,9407,3967,151401
12703,35,44,265,462,590,873,1192,1023,539,5020,14,63,315,370,411,585,517,379,180,2830,503,659,1656,1506,1029,977,820,723,499,8373,3941,9400,20671,20502,17010,14077,9160,5029,1980,101770
12801,9,3,35,50,96,196,479,586,437,1891,0,10,31,31,40,52,83,91,61,398,178,181,572,568,544,439,475,565,605,4127,2727,6470,14069,15103,16108,14657,11712,7608,3897,92352
12802,13,6,20,44,82,157,424,488,347,1579,3,7,19,40,30,39,63,75,42,324,108,111,285,342,282,255,299,433,485,2605,2830,6288,12070,15194,15484,13436,10738,6098,2510,84637
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,3,0,0,32
20101,65,93,184,187,239,413,920,1088,750,3945,4,26,52,39,65,54,60,29,27,366,359,424,836,673,698,616,709,721,525,5568,2931,7404,15738,14398,14213,13414,11694,6637,2870,89308
20102,20,6,24,48,68,128,239,309,145,992,3,0,0,5,8,5,15,11,8,58,86,76,196,267,324,352,382,265,138,2092,633,1032,2594,3598,4563,5037,4416,2032,676,24577
20103,12,17,54,68,100,187,377,449,235,1501,0,0,7,8,9,22,12,9,8,73,119,88,172,222,347,336,423,333,103,2140,586,1105,2304,2511,3638,4095,4273,2357,742,21606
20201,59,57,216,257,276,422,930,1086,702,4019,9,25,108,115,133,120,82,43,24,660,295,317,822,681,674,643,644,726,610,5420,2541,6579,14015,12610,12149,12049,10662,6244,2798,79634
20202,18,15,47,44,95,198,393,518,266,1605,0,4,13,18,21,17,20,14,10,130,176,128,340,373,473,514,523,450,310,3289,1053,1892,4454,6079,7530,7996,7418,3872,1337,41628
20203,5,4,17,22,37,89,158,175,98,600,0,0,0,0,3,9,3,5,0,21,52,57,91,134,176,251,224,158,99,1250,237,464,1041,1196,1571,2131,1880,883,353,9767
20301,10,4,24,29,41,76,121,140,62,508,0,0,7,7,7,8,8,8,0,43,66,53,112,163,155,147,146,135,99,1079,563,951,2378,3093,3118,2830,2217,919,313,16369
20302,104,114,321,399,535,866,1796,2285,1466,7882,13,36,180,225,237,225,202,210,140,1474,540,810,1677,1340,1254,1107,1184,1223,834,9962,5014,14632,32170,27168,25821,23757,19987,12109,5338,165991
20303,21,20,46,58,70,166,433,570,386,1775,7,8,20,18,21,15,21,37,14,160,169,151,335,462,469,544,693,595,435,3854,1600,3920,9055,11800,11710,12392,12785,6374,2244,71881
20401,46,30,72,92,124,294,603,715,375,2348,9,4,29,25,24,36,40,27,21,213,316,353,585,602,719,855,732,526,271,4958,1528,3123,6332,6592,7953,9299,8574,4501,1590,49487
20402,20,17,58,68,112,201,476,659,430,2044,0,4,11,17,22,29,23,24,18,151,163,138,332,365,417,466,499,505,300,3187,1102,2065,4883,5081,6117,7002,6600,3992,1643,38488
20403,22,27,86,120,125,279,566,734,493,2459,7,10,32,30,56,52,50,33,24,296,283,333,589,582,583,613,630,521,307,4435,2033,4249,9166,9395,9883,10562,9086,4698,1707,60788
20501,37,23,84,94,123,219,442,664,419,2108,0,9,32,19,26,27,22,20,17,172,159,133,408,398,385,397,411,369,173,2845,1277,2880,7137,6554,6856,7380,6706,3785,1332,43904
20502,33,30,78,81,111,246,533,682,329,2123,3,6,10,17,10,18,23,26,13,123,171,173,384,442,490,614,656,516,303,3751,1046,1861,4446,4580,5661,7663,8408,4680,1490,39833
20503,33,20,77,92,131,303,666,830,529,2690,3,11,9,17,30,35,25,71,41,247,212,144,460,578,572,752,856,674,337,4577,1413,2595,6298,7416,8781,11295,11502,5885,2063,57252
20504,63,39,184,187,253,480,897,1037,604,3749,3,16,44,51,61,53,70,62,42,406,320,394,805,797,731,801,842,741,580,6025,2007,4362,9884,8918,9280,10420,9038,5029,2029,60966
20505,33,13,59,84,125,247,454,558,276,1849,0,4,8,17,21,31,20,17,11,134,169,168,431,468,398,438,530,361,212,3174,1082,2213,5215,5217,5472,6494,6125,3021,1019,35859
20601,9,5,38,63,101,275,737,1442,889,3566,3,10,46,38,78,132,252,389,230,1183,81,221,769,484,334,296,331,286,186,2981,1246,6924,21363,15304,11067,8153,5530,3552,1851,74997
20602,3,3,24,28,54,135,417,835,484,1983,0,7,15,26,31,59,116,234,188,668,52,94,323,262,230,190,168,198,173,1688,752,2839,10375,8517,7677,5502,3517,2257,1151,42593
20603,13,20,59,76,94,212,390,711,487,2051,4,12,77,52,79,81,99,163,125,694,110,223,638,447,386,330,261,205,111,2709,1276,4855,12214,10201,9394,7789,5433,2726,1419,55306
20604,19,46,174,128,138,199,252,257,206,1420,5,79,347,159,120,127,91,85,43,1057,520,1894,4403,2279,1299,1002,740,444,292,12885,4985,25447,53466,23815,12334,9652,6741,3273,1302,141028
20605,15,13,53,71,92,143,295,528,271,1484,5,10,63,32,27,46,62,106,68,425,167,475,1600,1241,935,792,625,499,358,6698,1271,5680,22974,18111,14431,11343,7750,4101,1433,87098
20606,3,6,27,23,40,68,129,318,223,838,0,6,24,23,25,34,28,83,51,271,119,275,905,528,407,341,330,320,231,3444,827,4891,17330,9498,6642,5732,4944,3383,1392,54639
20607,5,9,83,98,171,254,383,556,387,1951,5,11,44,69,98,154,147,162,162,855,138,394,1335,870,640,627,517,373,172,5060,1016,6539,26523,15134,10308,8453,6208,3277,1318,78779
20701,27,19,42,68,116,167,455,864,746,2505,9,27,64,63,107,119,142,144,144,815,241,302,720,594,659,511,555,598,525,4704,3656,12081,20829,20252,23517,20289,15481,9618,4924,130646
20702,8,14,49,67,121,282,908,1659,1134,4240,4,16,74,68,83,170,221,307,219,1154,122,139,372,425,385,352,429,512,359,3082,1754,5572,11394,13211,12440,11983,10004,8248,3755,78368
20703,17,40,77,126,205,244,582,920,616,2825,3,39,144,131,117,129,177,167,148,1055,157,512,968,558,469,388,466,507,553,4584,2265,9091,16240,14194,14141,11713,9032,6290,3476,86446
20801,13,7,20,37,57,101,249,463,428,1381,0,11,18,29,46,40,57,69,41,308,156,96,267,400,468,346,445,475,476,3132,2159,5127,7851,11708,16030,13697,10648,6729,3371,77324
20802,20,20,56,74,115,220,643,1184,891,3222,5,29,101,79,58,97,132,224,148,864,198,364,996,736,610,471,610,618,586,5189,2725,9925,23465,22833,21340,16676,13247,7480,4150,121836
20803,30,17,55,91,136,287,646,1086,796,3136,5,7,45,69,83,100,134,143,98,681,162,160,598,597,516,465,579,640,480,4193,2264,6005,14460,17864,18315,14878,11259,7000,3394,95447
20804,7,6,10,18,18,21,136,296,188,703,0,4,19,16,21,32,19,60,46,206,33,78,291,186,150,146,190,220,175,1465,841,3113,6194,5357,5760,4697,3762,2563,1352,33647
20901,30,25,77,110,165,289,733,1373,1018,3820,7,26,77,98,109,162,154,147,139,926,172,245,637,581,490,482,581,545,363,4099,2322,7027,16301,18123,16862,14714,12473,7658,3464,98955
20902,18,30,103,161,240,500,1297,2027,1199,5588,7,35,78,85,137,203,333,504,288,1668,217,375,964,736,592,535,508,483,456,4864,1810,6498,17917,15052,12536,9686,6874,5019,2731,78121
20903,14,11,32,27,38,94,257,341,206,1018,3,9,8,18,21,24,19,11,26,142,114,87,150,259,340,296,269,187,100,1798,1666,3999,5967,8146,10489,9675,6785,2945,899,50577
20904,61,72,367,619,814,1507,3325,3168,1354,11282,15,65,263,343,419,616,796,789,451,3761,616,785,2007,1746,1299,1133,1034,910,624,10155,5487,15637,39457,40645,30563,24863,18364,9416,3436,187868
21001,10,0,36,59,84,215,831,1485,804,3522,0,3,24,23,52,66,156,268,172,752,75,87,291,247,285,227,289,362,251,2105,1190,3254,6911,8211,8603,7113,6222,4745,2041,48279
21002,5,8,13,17,44,62,190,219,101,654,3,3,4,9,3,0,10,11,5,34,113,62,119,171,210,200,179,142,96,1295,775,1447,2968,4333,4886,4337,3330,1660,417,24158
21003,7,26,91,160,220,398,870,1398,1099,4272,4,25,66,82,110,186,217,328,255,1279,194,337,987,716,518,400,374,411,492,4424,1480,5357,15039,12863,9394,7396,4875,3925,2758,63091
21004,23,9,59,46,68,118,305,313,211,1150,4,8,22,13,24,20,27,38,13,172,104,100,294,270,241,209,171,157,72,1618,1066,2664,6836,6201,5918,5436,3866,1805,675,34474
21005,102,197,825,1409,1581,1915,2417,1901,616,10971,28,115,440,669,829,1207,1007,780,313,5386,703,863,2336,2009,1368,1135,860,577,220,10059,5199,14091,34545,31751,23249,19643,12542,6102,1781,148904
21101,30,33,123,169,292,533,979,1297,768,4226,11,14,79,116,120,208,220,180,117,1060,246,294,736,710,567,572,658,724,599,5104,3414,9621,20159,22261,21474,20328,15654,8809,3570,125295
21102,4,0,10,9,13,55,127,210,145,587,4,0,9,11,13,22,9,33,33,125,27,40,55,75,90,79,80,116,113,684,646,1733,1888,2786,4223,3731,2764,1680,732,20188
21103,26,50,227,263,240,288,531,795,605,3030,5,22,159,141,128,155,134,80,49,868,144,165,505,531,436,395,414,493,501,3580,2152,6372,14895,16672,15181,13355,10450,6362,2875,88310
