SA3_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
10102,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,21,0,0,0,0,0,5,48,41,15,25,17,28,0,0,0,173,0,0,15,29,22,27,22,23,3,0,0,0,5,0,5,151,0,0,10,0,19,32,68,39,14,16,3,7,4,0,10,222,4,21,82,31,8,14,6,7,0,5,0,0,0,0,5,183,0,0,0,6,3,8,9,10,0,10,0,8,3,0,0,62,0,0,0,14,23,28,54,23,0,4,13,4,8,4,5,179,60,61,46,24,35,20,23,18,0,0,0,0,0,0,4,284,3,30,62,16,6,0,0,0,0,0,0,0,0,0,3,131,0,0,9,9,13,10,0,5,3,0,0,0,3,0,6,53,0,0,12,8,16,44,434,327,101,106,137,93,22,7,23,1340,0,0,7,4,16,19,16,17,8,7,5,3,4,0,3,106,0,0,0,0,8,0,10,14
10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,12,11,14,13,0,0,0,5,0,0,0,68,4,0,4,0,6,5,26,15,9,9,8,26,0,0,6,113,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,63,37,13,24,5,14,7,0,0,5,8,0,0,8,193,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,7,4,0,0,0,0,0,7,0,3,33,0,4,5,5,0,4,12,12,6,17,7,10,12,5,0,95,0,0,0,0,3,4,4,6,0,0,0,4,0,0,0,27,0,0,0,0,0,7,0,0
10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,15,0,4,17,27,19,14,36,19,3,7,0,5,5,5,5,168,9,14,0,3,14,10,35,14,8,9,9,8,0,0,9,120,0,35,71,18,0,9,0,0,0,0,0,0,0,0,5,139,0,13,6,0,0,0,0,0,0,0,0,0,0,0,4,28,0,4,0,11,3,4,6,0,0,0,0,0,0,0,3,44,67,163,90,60,51,42,39,10,3,3,4,10,0,0,22,557,3,14,38,15,0,0,0,0,0,0,0,0,0,0,0,64,3,5,6,10,7,3,5,0,0,0,0,0,0,0,0,40,4,7,15,4,3,13,34,49,17,30,27,34,25,0,5,263,0,7,5,6,0,0,8,12,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,3
10105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,11,12,3,0,4,14,0,0,3,38,0,0,0,4,7,6,3,0,0,0,0,0,0,0,8,31,0,0,0,0,8,17,33,26,7,3,0,28,0,11,11,145,0,5,13,3,4,3,0,0,0,0,0,0,0,0,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,4,3,10,9,11,3,0,0,0,11,5,0,5,62,13,20,22,15,12,8,4,3,0,0,0,0,0,0,12,106,4,12,24,0,0,0,6,3,0,0,0,0,0,0,3,46,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,16,0,0,6,0,6,8,52,75,20,19,19,34,5,0,5,257,0,0,0,0,4,0,9,5,0,3,0,3,6,0,0,42,0,0,0,0,0,0,7,3
10106,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,20,0,0,4,13,6,8,13,0,0,0,0,0,0,0,0,42,0,0,0,3,8,9,23,5,3,6,0,36,7,0,4,99,0,0,20,7,6,5,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,19,12,32,15,6,12,9,11,7,0,0,0,3,6,0,3,114,0,5,6,0,3,0,3,0,0,0,0,0,0,0,0,23,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,16,0,0,4,8,0,8,31,37,11,8,14,6,0,0,0,127,0,3,0,0,0,0,4,4,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,5
10201,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,8,15,28,3,11,9,5,3,0,0,87,0,10,44,52,45,81,129,49,5,15,6,15,9,0,8,470,7,41,21,13,143,188,424,253,64,37,29,43,17,0,27,1309,3,39,73,13,5,17,0,7,0,0,3,0,0,0,6,166,16,40,59,19,17,10,17,37,5,14,9,16,3,0,9,276,4,8,15,34,62,60,26,7,7,4,11,3,6,0,8,249,90,147,75,59,73,58,134,49,11,8,0,3,3,0,18,737,6,66,69,20,0,4,8,7,0,0,0,3,0,0,6,190,4,11,14,32,67,39,34,19,10,0,3,12,7,5,8,264,9,15,36,59,53,87,348,345,85,104,101,90,29,4,20,1386,5,14,14,21,27,40,74,41,6,7,11,23,8,0,3,293,0,0,3,7,26,11,43,48
10202,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,13,13,3,3,5,4,0,0,0,46,5,3,14,30,19,38,34,36,0,12,0,3,0,6,7,205,8,19,21,15,72,90,167,112,21,23,5,24,3,4,14,607,4,19,71,22,5,13,5,0,0,0,0,0,0,0,3,142,14,37,42,14,12,11,7,0,0,6,0,0,0,7,5,157,6,3,9,23,47,30,28,23,3,0,8,10,0,0,8,195,84,126,74,57,32,25,37,15,0,6,0,0,0,0,24,486,0,37,73,23,3,0,0,4,0,0,0,0,0,0,7,150,3,0,8,16,21,22,19,13,0,5,0,0,0,0,0,117,12,6,31,27,28,49,255,332,46,62,45,49,20,7,12,976,5,7,6,13,32,35,44,48,7,5,16,15,13,0,0,243,0,0,3,7,12,15,10,12
10301,0,0,0,0,0,0,6,4,0,0,0,0,0,0,5,20,0,0,0,0,0,7,14,19,0,8,7,3,3,0,4,61,0,3,4,8,8,10,24,4,0,0,0,5,0,0,4,64,0,4,6,0,7,23,33,25,0,5,10,7,0,0,15,129,0,0,10,9,0,8,0,0,0,0,0,0,0,0,7,35,0,4,4,0,0,5,3,5,0,0,6,0,6,0,0,25,0,0,5,9,11,6,21,5,3,6,9,12,0,0,3,84,22,31,18,4,18,3,5,7,0,0,0,0,0,0,4,126,0,6,7,5,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,16,0,0,6,0,5,16,104,82,28,36,33,44,15,8,10,392,0,0,0,3,0,0,5,8,6,0,0,0,0,0,3,37,0,0,0,0,3,0,7,13
10302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,13,0,0,0,6,5,4,12,9,0,0,0,3,0,0,0,28,0,0,4,0,8,18,30,26,7,14,4,3,0,0,0,112,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,8,9,0,0,0,4,0,0,3,46,24,33,12,9,6,0,3,3,0,0,0,0,0,0,8,106,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,11,4,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,6,43,35,22,23,21,17,13,5,3,196,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,21,0,0,0,0,0,4,0,9
10303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,23,0,0,4,5,9,4,10,14,0,0,0,0,0,0,3,53,0,0,0,0,15,19,35,15,6,5,0,6,0,0,7,102,5,3,21,11,3,0,0,0,0,0,0,0,0,0,4,46,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,4,11,4,8,3,0,0,0,0,0,0,0,39,33,45,30,8,12,7,7,5,0,0,0,0,0,0,3,156,0,10,17,5,0,0,0,0,0,0,0,0,0,0,4,39,0,0,4,7,7,5,0,0,0,0,0,0,0,0,5,28,3,0,3,10,9,5,33,19,19,10,11,15,7,0,6,157,0,7,0,6,4,6,0,0,0,0,0,3,0,0,0,29,0,0,0,0,0,5,0,5
