SA3_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
10304,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,11,0,3,0,0,0,0,0,32,0,0,4,9,9,3,19,9,0,4,3,3,8,0,0,79,3,11,5,33,19,17,56,20,0,9,11,6,4,0,4,197,0,5,14,8,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,5,18,13,5,3,0,0,0,5,0,0,0,49,39,42,11,14,16,12,9,0,8,0,0,0,0,0,0,161,0,3,13,3,0,0,0,0,0,3,0,0,0,0,0,28,0,0,5,0,12,7,6,5,0,0,0,0,0,0,0,43,3,4,6,5,12,9,109,177,34,51,55,49,17,3,4,536,0,6,0,0,6,3,15,11,0,3,0,0,0,0,0,48,0,0,0,0,4,0,0,5
10401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,5,4,13,0,6,6,3,6,3,0,0,3,8,71,0,0,0,6,10,3,19,18,4,4,3,7,0,0,21,90,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,3,0,3,5,9,0,0,0,0,0,0,3,30,28,54,20,13,14,4,23,6,0,0,0,0,3,0,0,167,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,6,6,5,8,0,0,0,0,0,0,0,9,36,3,3,6,6,8,9,53,32,18,11,8,12,6,0,5,172,0,0,0,0,0,5,8,6,0,0,0,0,3,0,8,33,0,0,0,0,0,0,0,3
10402,0,0,0,0,0,0,3,33,11,11,0,10,0,0,0,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,8,16,36,38,28,50,31,3,9,3,8,6,0,4,236,4,7,3,0,17,24,42,34,6,26,14,28,0,0,10,227,4,9,13,4,4,0,0,0,0,0,0,0,0,0,0,33,9,14,4,3,0,0,13,6,0,0,0,0,0,0,3,44,0,9,5,16,14,13,26,7,0,3,4,0,0,0,8,103,38,100,66,50,81,47,56,28,0,4,0,0,0,0,11,494,0,10,8,0,0,0,0,0,0,0,5,0,0,0,0,25,0,5,14,11,10,5,6,14,0,6,9,0,0,0,0,74,8,24,63,51,104,87,394,273,57,58,73,113,34,3,32,1376,0,4,0,4,8,8,17,18,9,6,3,13,0,0,3,100,0,0,0,0,5,0,4,9
10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,4,3,12,10,0,0,0,0,0,0,0,41,0,3,10,4,0,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,21,3,12,13,3,9,0,5,0,0,0,0,0,0,3,0,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,23,6,13,20,14,14,8,3,133,0,0,0,0,0,0,4,0,0,5,6,5,5,0,0,21,0,0,0,0,0,0,0,3
10502,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,5,0,4,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,5,7,3,5,0,4,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,19,7,11,10,0,3,3,5,4,0,0,0,0,0,0,0,54,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,5,5,7,13,16,15,0,0,71,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
10503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,41,41,26,13,10,12,0,0,0,147,0,0,6,14,0,5,6,3,0,0,0,0,0,0,0,45,0,4,0,5,18,16,52,40,0,8,13,14,15,10,19,210,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,4,4,0,0,0,0,0,6,0,0,19,0,0,0,0,11,4,19,13,0,8,0,6,0,13,4,90,15,40,22,3,8,8,15,9,0,0,0,0,0,0,9,131,0,10,15,0,6,4,0,0,0,0,0,0,0,0,0,33,0,3,0,8,4,10,11,3,0,0,0,0,0,0,4,54,0,0,5,5,4,11,200,247,78,82,75,59,22,11,18,817,0,4,0,0,0,9,10,0,0,3,0,0,0,0,3,36,0,0,0,0,5,0,0,0
10601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,8,0,0,6,7,0,0,0,23,0,4,0,8,7,9,17,8,3,0,0,0,0,0,0,70,0,0,3,5,17,10,48,21,5,8,16,8,3,0,15,149,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,23,3,0,8,0,3,0,3,0,0,0,0,0,0,0,6,31,0,3,0,9,12,8,15,6,3,0,3,4,0,17,10,94,44,73,26,13,13,9,10,4,0,0,0,0,0,0,13,214,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,6,12,7,9,7,0,0,0,0,0,0,0,0,48,5,0,12,6,3,5,61,58,18,21,21,22,7,0,9,264,0,0,0,4,0,6,8,6,0,0,0,0,0,0,6,28,5,0,0,0,0,0,0,4
10602,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,12,0,0,0,0,0,6,24,15,5,3,0,3,0,0,0,60,0,0,5,4,12,13,23,22,3,0,0,0,0,0,3,96,3,0,4,5,20,25,75,31,9,7,6,8,0,0,11,215,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,22,0,7,0,0,0,0,14,5,0,0,0,0,0,0,0,28,0,0,4,8,7,23,17,12,0,0,0,0,0,0,0,77,81,66,23,10,11,8,19,10,0,0,3,0,0,0,11,243,0,12,3,0,0,0,4,6,0,0,0,0,0,0,0,28,0,0,5,7,18,10,12,10,3,0,6,0,3,0,0,76,0,5,8,14,8,34,277,256,44,34,37,51,18,5,8,802,0,4,0,0,6,13,19,9,5,0,4,0,0,0,4,60,0,0,0,0,0,0,0,15
10603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,17,4,0,13,17,17,24,27,21,4,4,0,0,0,3,3,138,4,0,3,6,18,15,44,21,10,10,0,4,0,0,3,138,3,14,46,15,5,0,0,0,0,0,0,0,4,0,3,96,3,9,14,6,0,4,5,0,0,0,0,0,0,0,0,43,6,4,5,10,7,12,5,11,0,4,3,4,0,0,3,65,79,113,51,20,42,16,14,13,5,0,0,0,5,0,9,367,0,17,30,11,5,3,4,0,0,0,0,0,0,0,3,67,0,0,0,6,4,11,7,3,4,0,0,3,0,0,0,40,4,5,13,9,0,8,39,17,15,14,7,22,4,9,4,173,5,0,8,0,3,9,14,9,0,0,0,3,0,0,3,53,0,0,0,0,0,3,4,4
10604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,3,0,0,6,6,0,0,0,23,0,0,3,0,16,12,21,3,3,4,28,42,17,5,5,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,6,0,4,9,3,0,0,0,3,0,0,3,24,5,12,0,9,0,0,7,8,0,0,0,0,0,0,0,57,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,14,0,0,4,4,4,4,32,35,12,9,21,20,0,3,0,139,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0
10701,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,12,9,0,0,0,0,0,0,0,29,0,0,9,9,9,11,32,10,3,0,9,3,4,0,0,94,0,5,0,3,22,18,90,65,11,7,16,7,0,0,8,253,0,45,132,20,7,33,21,0,0,0,0,0,0,0,7,270,0,8,7,3,7,3,3,7,0,0,5,0,0,0,7,54,0,0,0,9,14,22,16,7,6,3,0,5,0,0,0,80,42,204,66,29,15,20,9,5,0,0,5,0,0,0,11,401,0,51,113,26,5,4,0,4,0,0,0,0,0,0,16,223,0,0,0,3,4,10,3,0,0,6,0,0,3,0,0,40,3,0,15,18,9,32,122,199,29,12,29,41,13,0,7,513,0,0,0,5,6,13,24,12,0,0,0,5,0,0,0,62,0,0,0,0,4,11,15,5
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,12,0,4,10,14,20,10,39,24,4,6,10,4,0,0,5,149,0,0,4,4,17,36,63,45,3,3,5,8,0,5,10,209,0,43,111,28,6,17,4,0,0,0,0,0,0,0,4,222,7,15,17,17,6,6,17,33,0,4,3,12,0,0,4,145,0,4,3,6,12,9,15,6,9,0,15,5,0,0,0,98,69,240,140,34,39,21,31,14,0,3,0,6,0,0,25,618,4,37,63,23,4,7,0,7,0,0,0,0,0,0,10,146,0,0,4,8,4,6,10,4,0,0,3,0,0,0,0,57,3,0,15,12,12,15,84,96,16,13,25,19,3,0,6,325,5,6,5,0,0,10,18,13,0,5,3,4,6,0,0,74,0,0,3,3,9,16,4,12
