SA3_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
11603,1185,1083,2275,4070,3931,8008,978,974,1952,818,855,1674,5882,5777,11660,2510,2595,5112,1144,1037,2183,665,653,1316,4329,4298,8632,214,240,453,245,470,711,331,258,584,443,739,1188,11,8,18,1242,1712,2949,1120,1484,2600,289,423,712,187,205,390,303,448,753,10,11,16,1901,2575,4475,3155,4309,7467,209,210,421,256,353,600,8,8,14,467,570,1040,4404,4599,9009,93,105,202,19522,20751,40270
11701,540,515,1053,1059,1005,2064,613,607,1225,160,137,295,1828,1759,3586,643,619,1262,639,596,1227,175,163,340,1461,1384,2849,138,158,292,239,314,555,195,131,329,432,545,970,0,0,3,998,1143,2143,1081,1166,2244,525,505,1033,105,139,244,286,406,692,5,3,14,2005,2223,4225,3008,3371,6376,247,257,504,378,396,778,4,3,3,628,656,1286,1899,1800,3696,216,203,426,9583,9691,19270
11702,473,409,876,1287,1165,2452,197,207,408,101,88,193,1598,1462,3060,792,681,1472,252,307,560,260,198,454,1305,1184,2491,77,110,186,170,179,351,126,73,200,326,410,732,4,0,9,703,780,1483,630,806,1440,431,495,923,100,145,243,456,700,1153,3,3,5,1623,2146,3770,2328,2928,5256,78,93,167,142,196,341,3,0,8,223,290,511,1283,1068,2349,51,48,95,7259,7382,14643
11703,1152,1042,2196,2190,2108,4302,434,407,840,432,446,875,3061,2971,6028,1121,1057,2176,359,452,818,583,528,1112,2067,2044,4115,384,479,865,1272,1708,2976,388,343,728,1764,2100,3864,4,16,21,3814,4637,8454,5143,5930,11073,3078,3122,6201,477,531,1004,2356,2558,4909,31,15,42,11078,12161,23241,14912,16822,31729,1168,1538,2702,1519,1907,3429,20,16,33,2702,3458,6162,11036,7846,18883,1094,890,1978,36018,35074,71094
11801,1257,1198,2457,2060,1987,4047,432,504,939,1664,1516,3181,4160,4018,8179,635,620,1253,498,700,1195,2406,2186,4593,3550,3506,7059,79,107,191,197,345,543,157,131,289,659,953,1615,7,3,9,1102,1544,2648,1536,1832,3372,495,762,1254,187,231,417,708,1147,1856,14,10,26,2941,3978,6919,4051,5526,9580,114,161,277,447,655,1100,10,4,16,567,818,1389,3075,3472,6546,267,265,533,16929,18815,35746
11802,1334,1179,2513,2447,2365,4806,1224,1220,2439,926,873,1797,4599,4463,9061,1058,1018,2070,1427,1393,2823,1235,1182,2416,3720,3599,7318,171,179,349,247,423,666,382,211,595,750,1087,1840,3,10,15,1561,1905,3461,2778,2896,5674,1152,1160,2308,231,291,520,777,1195,1971,15,5,21,4950,5546,10503,6521,7458,13980,234,214,446,405,588,990,9,4,18,648,805,1456,4332,3585,7921,264,262,528,21418,21354,42774
11901,2069,1841,3908,5013,4547,9558,1937,1910,3848,1626,1625,3249,8589,8102,16695,3970,3730,7701,1732,1694,3432,1239,1375,2618,6959,6825,13781,403,363,768,406,668,1071,694,273,965,647,975,1624,13,21,35,2166,2297,4461,2610,3192,5802,778,764,1541,351,361,717,528,747,1277,14,6,20,4279,5071,9353,6463,7388,13852,414,374,795,438,620,1054,16,7,23,868,1007,1873,6207,6315,12514,145,173,322,31303,31639,62949
11902,1365,1279,2639,3584,3157,6740,1298,1238,2540,883,875,1759,5780,5285,11057,2536,2419,4950,1347,1233,2580,676,642,1320,4561,4311,8872,373,302,674,697,576,1276,410,190,598,633,889,1523,10,7,22,2123,1967,4086,2097,2198,4292,1059,845,1905,238,307,549,510,608,1120,13,9,24,3925,3971,7897,6065,5950,12010,682,415,1100,478,539,1017,16,10,29,1177,963,2139,5115,4696,9811,148,148,303,24211,22632,46844
11903,1297,1069,2363,3386,3026,6413,1039,972,2013,453,533,989,4882,4545,9426,2370,2086,4454,1027,1164,2187,605,681,1286,4012,3928,7937,374,250,623,380,492,875,475,205,685,586,864,1447,13,3,21,1826,1822,3651,2398,2563,4956,861,921,1776,292,311,603,480,672,1154,8,5,15,4040,4478,8512,5891,6305,12199,459,403,859,374,484,860,13,20,26,845,900,1745,2793,3034,5824,182,173,353,19904,19945,39845
11904,1382,1243,2619,3152,2906,6056,1091,1132,2222,477,481,960,4726,4531,9259,2191,1931,4117,977,1134,2109,591,546,1137,3772,3620,7388,422,294,714,600,742,1347,488,248,736,920,1306,2227,15,12,24,2443,2601,5046,2318,2407,4725,1045,1052,2087,308,299,608,593,897,1489,11,11,26,4273,4662,8939,6735,7278,14011,546,517,1068,655,830,1485,10,5,13,1212,1348,2564,4298,4266,8563,168,217,389,22289,22508,44798
12001,896,795,1687,1623,1619,3241,1049,991,2040,351,413,764,3037,3021,6055,827,801,1628,1057,1042,2103,607,658,1260,2494,2503,4998,96,127,221,166,265,428,219,114,326,346,571,913,0,5,7,824,1084,1903,1119,1314,2436,430,526,958,181,173,351,463,686,1147,8,7,14,2198,2710,4903,3027,3796,6825,130,135,264,257,376,630,0,3,4,386,509,901,1858,2073,3934,90,125,211,11789,12826,24607
12002,656,605,1262,1697,1528,3227,343,398,737,236,240,475,2273,2170,4442,680,581,1264,376,504,885,560,458,1015,1624,1551,3170,45,60,109,81,94,179,79,52,131,218,322,540,0,0,4,426,530,954,612,766,1382,228,341,565,98,112,208,388,671,1067,7,4,7,1340,1891,3229,1769,2419,4193,52,44,94,134,208,344,0,0,0,181,255,434,1062,1080,2137,46,57,103,7611,8134,15743
12003,1277,1199,2474,3241,3157,6396,1001,1020,2015,481,556,1038,4735,4747,9476,1916,2117,4029,1123,1035,2159,976,931,1907,4013,4086,8105,644,445,1094,733,896,1628,504,281,786,892,1209,2105,9,9,20,2791,2844,5630,3633,3620,7250,1581,1645,3224,523,439,961,1011,1361,2365,22,20,41,6765,7079,13840,9567,9932,19501,896,757,1654,783,956,1739,20,9,28,1698,1722,3422,3843,3642,7488,251,250,498,25389,25577,50961
12101,1433,1254,2685,3630,3472,7097,878,802,1682,675,683,1354,5186,4966,10149,1437,1717,3148,1198,874,2065,1440,1352,2792,4077,3943,8020,116,114,231,192,335,525,193,106,303,480,897,1379,4,0,8,978,1458,2440,2001,1915,3920,550,714,1268,220,267,477,704,994,1691,4,12,16,3479,3900,7371,4459,5357,9817,172,209,386,365,517,887,3,6,11,542,737,1282,2047,2354,4411,256,262,519,18007,18874,36881
12102,1102,986,2085,3496,3167,6659,486,486,970,378,311,687,4360,3970,8326,2095,1874,3962,574,692,1268,572,526,1097,3248,3095,6341,151,153,300,167,233,406,329,165,496,387,804,1189,0,0,0,1039,1359,2392,1195,1331,2522,335,455,787,182,175,361,463,702,1172,7,4,9,2184,2669,4855,3222,4030,7250,120,129,250,189,303,494,5,5,8,311,430,745,1111,1190,2301,118,137,254,13475,13833,27309
12103,1408,1325,2728,4151,3812,7962,529,540,1066,1592,1594,3186,6280,5950,12235,2166,1713,3880,770,959,1730,2879,2889,5764,5824,5565,11387,98,102,198,111,197,309,223,113,333,362,723,1081,0,0,3,794,1130,1929,2691,2755,5446,420,537,952,286,270,555,612,931,1543,6,9,16,4012,4504,8517,4815,5640,10453,106,119,228,256,368,621,0,5,5,366,488,850,1202,1451,2651,199,210,410,20081,20642,40722
12104,876,781,1659,1810,1782,3594,393,434,824,572,585,1161,2778,2808,5591,832,784,1622,494,427,925,1023,960,1980,2359,2173,4534,89,95,184,129,240,370,118,84,205,361,638,1000,3,3,5,708,1060,1763,1137,1295,2433,383,590,974,164,199,364,751,1089,1841,4,4,7,2447,3180,5628,3154,4242,7395,83,120,201,239,420,653,0,5,5,325,539,862,1593,1770,3361,147,157,309,11239,12470,23716
12201,495,532,1027,1222,1189,2414,302,281,579,227,202,429,1755,1675,3429,566,476,1042,422,411,830,500,613,1114,1485,1503,2993,29,32,61,36,79,113,95,51,149,187,270,455,0,0,0,350,438,780,588,636,1227,111,185,296,68,86,151,230,339,569,4,6,5,991,1253,2249,1344,1689,3028,34,38,69,93,143,237,0,0,0,122,183,305,636,644,1285,79,85,165,5925,6307,12230
12202,744,673,1416,2120,1986,4110,318,314,636,364,330,692,2807,2631,5443,1341,1301,2646,495,547,1042,638,606,1241,2470,2452,4932,70,63,133,46,61,105,403,153,552,215,382,595,5,0,9,736,661,1397,650,849,1499,83,172,254,120,130,248,213,401,615,0,3,3,1059,1552,2617,1798,2220,4019,36,42,74,96,187,283,4,4,3,129,227,356,1103,1332,2434,60,53,107,9109,9596,18702
12203,1974,1791,3765,5167,4908,10081,1045,870,1916,853,740,1589,7069,6520,13594,3171,2989,6161,1623,1431,3058,1402,1350,2751,6207,5776,11984,257,236,493,212,295,510,762,357,1118,745,1020,1762,7,4,15,1979,1919,3895,1937,2149,4080,389,541,925,295,383,683,583,1147,1731,5,4,14,3213,4217,7428,5193,6145,11346,162,181,340,379,493,868,0,0,5,534,672,1214,2190,2417,4603,121,144,262,23291,23463,46761
12301,1136,1070,2204,2650,2570,5216,746,813,1565,483,491,972,3882,3884,7769,1563,1455,3020,905,935,1840,498,481,975,2961,2880,5843,90,135,227,47,103,151,511,251,762,246,488,732,7,6,4,909,979,1883,551,841,1389,104,216,315,101,169,269,223,496,720,0,0,6,979,1723,2702,1888,2711,4597,75,79,153,111,188,294,0,0,0,183,268,448,1004,1121,2129,36,45,75,11090,11973,23064
12302,2056,1809,3866,6240,5928,12169,1130,1186,2321,1133,1077,2208,8534,8203,16734,4149,3937,8092,1354,1366,2726,758,787,1549,6280,6103,12383,263,340,598,324,581,906,631,332,965,684,1148,1835,9,8,13,1909,2405,4315,1583,2034,3613,574,839,1415,239,303,536,529,882,1410,9,14,21,2927,4070,7002,4861,6500,11357,259,343,595,342,538,876,6,5,10,605,880,1487,5139,5411,10550,150,173,328,27623,29085,56705
12303,660,594,1263,1629,1398,3030,338,322,661,317,342,656,2286,2067,4354,903,831,1732,377,390,762,357,414,770,1633,1635,3274,53,60,116,22,59,88,394,167,551,150,264,415,0,0,3,626,547,1173,200,433,634,62,128,189,33,70,104,111,222,331,0,0,0,409,856,1265,1033,1407,2439,37,36,73,57,89,142,0,0,0,93,124,208,1083,1110,2191,32,19,51,6822,6953,13776
12401,845,794,1638,2326,2262,4587,423,388,814,497,434,932,3245,3091,6343,1690,1642,3330,519,488,1007,579,517,1105,2795,2654,5446,120,136,259,97,153,253,376,201,572,318,597,920,3,3,6,919,1089,2005,527,648,1171,182,341,525,123,135,258,438,890,1331,0,8,8,1271,2019,3293,2190,3115,5301,73,86,159,123,223,349,3,3,6,203,310,509,1130,1234,2364,37,42,78,10440,11238,21679
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,2177,1904,4082,5432,5074,10511,1341,1404,2747,848,775,1624,7631,7274,14905,2729,2794,5523,1796,1855,3653,822,759,1582,5349,5417,10767,256,378,637,188,391,578,928,474,1402,597,1115,1704,11,4,12,1977,2357,4340,1074,1595,2665,375,607,981,209,352,559,509,1057,1564,5,5,7,2172,3608,5784,4158,5978,10135,188,170,358,279,407,689,8,3,12,475,583,1058,3889,4190,8080,107,92,198,23796,25430,49231
12404,437,396,834,1017,989,2010,322,341,663,109,113,224,1451,1447,2897,622,599,1220,363,325,686,160,177,333,1147,1098,2247,61,70,128,38,98,134,248,130,381,143,263,405,0,0,4,488,567,1057,181,321,499,76,180,258,42,62,106,98,207,309,0,3,3,395,778,1172,885,1345,2227,52,45,98,58,105,154,0,0,5,106,149,260,1784,1423,3208,22,17,43,5833,5880,11713
12405,635,557,1194,1958,1803,3765,405,406,812,220,211,435,2582,2425,5010,1302,1297,2593,442,405,846,202,151,359,1958,1854,3808,73,100,170,81,170,252,255,141,398,210,392,607,0,6,8,627,804,1434,376,548,923,136,191,326,67,95,159,137,251,390,0,3,7,717,1088,1800,1340,1896,3240,72,80,150,94,174,275,0,3,7,169,259,429,1983,2015,4001,37,49,93,8703,9064,17766
12501,854,775,1631,2212,2148,4357,583,588,1170,548,559,1109,3357,3314,6669,1425,1467,2892,488,410,893,478,488,972,2402,2379,4782,447,334,782,609,658,1265,284,176,457,591,789,1376,8,5,10,1942,1957,3903,1837,1998,3836,1067,1054,2118,274,264,532,453,558,1013,22,14,31,3649,3881,7533,5612,5860,11467,738,592,1324,689,612,1299,12,6,23,1433,1210,2645,4902,3077,7982,183,169,346,18744,16777,35517
12502,845,771,1621,2748,2429,5179,642,627,1266,228,245,472,3628,3307,6932,1636,1465,3105,696,580,1276,335,324,657,2669,2374,5044,124,87,210,164,272,432,205,113,319,348,625,972,4,4,8,839,1102,1943,1271,1247,2521,353,373,730,166,152,316,339,439,774,3,9,12,2135,2214,4349,2974,3325,6299,135,110,249,193,261,449,0,4,3,328,373,705,1399,1369,2769,90,105,194,11943,11626,23566
12503,1654,1443,3091,4297,4176,8474,1878,1810,3686,861,910,1771,7061,6919,13980,3393,3096,6488,1723,1831,3556,687,759,1440,5813,5688,11502,483,393,876,468,710,1175,520,279,800,637,940,1573,6,10,18,2109,2334,4445,2290,2628,4916,770,823,1593,313,327,644,401,609,1015,18,12,33,3793,4408,8202,5927,6763,12685,555,455,1012,466,568,1034,26,22,43,1046,1045,2088,7584,6571,14157,134,148,285,29213,28577,57798
12504,1669,1551,3219,5289,4979,10272,1042,1044,2086,307,311,619,6648,6346,12993,2587,2457,5042,960,979,1935,368,374,742,3918,3814,7731,381,309,683,529,685,1218,345,205,556,679,1250,1925,7,5,14,1945,2450,4394,2261,2364,4627,1292,1247,2545,275,308,582,721,948,1666,17,12,26,4564,4883,9451,6527,7352,13884,814,585,1397,525,593,1115,8,11,16,1346,1182,2534,4992,4594,9588,210,271,479,25315,25113,50426
12601,558,532,1093,2241,2181,4425,193,183,379,221,200,423,2658,2571,5230,1349,1496,2841,227,321,552,439,365,803,2012,2179,4194,62,72,132,101,166,269,106,60,166,235,431,670,0,3,3,508,732,1234,1064,1187,2252,328,363,693,146,106,254,291,391,678,9,8,7,1833,2051,3882,2342,2784,5127,67,103,173,143,206,348,0,0,0,212,304,524,621,694,1320,73,113,187,8492,9178,17672
12602,1554,1387,2950,3885,3578,7467,1150,1147,2299,520,451,971,5571,5185,10758,2129,1929,4064,1385,1178,2564,775,762,1533,4291,3882,8176,191,215,408,363,542,905,325,147,472,747,1222,1970,3,4,10,1633,2136,3770,2885,2965,5849,1140,1326,2466,352,338,691,815,1192,2003,17,16,31,5213,5822,11041,6859,7967,14829,275,281,558,463,602,1059,3,5,10,734,890,1626,2968,3112,6085,230,279,500,22211,22701,44915
12701,1893,1629,3518,4691,4327,9020,1705,1659,3365,1165,1173,2331,7583,7179,14760,3207,2967,6178,1631,1583,3213,893,942,1835,5743,5509,11248,270,297,566,202,425,634,599,236,837,505,776,1280,10,3,11,1594,1738,3328,1500,2241,3744,326,547,872,243,293,538,403,740,1138,8,17,24,2476,3840,6317,4081,5588,9669,203,238,445,285,423,706,5,15,23,496,669,1170,3547,3465,7012,73,122,196,23413,24159,47574
12702,1446,1264,2713,5532,5064,10593,1794,1734,3533,472,452,921,7830,7272,15102,5650,5231,10886,1430,1662,3090,466,522,993,7572,7436,15009,473,487,964,514,852,1366,603,253,859,711,1099,1812,14,11,24,2324,2703,5024,2698,3384,6084,539,607,1144,357,380,737,313,484,799,11,15,30,3924,4870,8799,6268,7604,13878,441,553,990,546,941,1482,26,30,54,1012,1518,2531,5857,5726,11579,139,160,299,30118,30987,61103
12703,1481,1384,2863,4083,3839,7924,1435,1453,2890,947,982,1935,6484,6295,12779,2829,2680,5509,1229,1198,2429,922,925,1851,5003,4811,9810,272,308,581,343,558,899,508,202,714,513,890,1398,5,16,28,1636,1982,3615,1579,2132,3715,509,662,1171,236,311,548,475,691,1165,15,13,23,2814,3806,6616,4466,5806,10278,282,322,611,348,484,828,12,8,16,642,814,1457,4808,4724,9525,116,117,235,23002,23951,46952
12801,1373,1268,2641,3549,3215,6760,966,925,1894,242,227,470,4760,4377,9133,2579,2408,4982,920,934,1852,439,493,935,3939,3835,7779,137,169,304,132,188,320,769,262,1030,471,690,1160,7,4,13,1518,1318,2827,1067,1510,2577,230,343,577,185,254,443,472,767,1241,3,0,6,1960,2881,4839,3473,4207,7676,69,75,148,191,347,538,0,0,6,264,427,688,2066,2272,4337,84,81,166,15959,16470,32429
12802,1496,1378,2873,3645,3301,6946,1263,1213,2474,309,298,608,5225,4818,10036,2563,2519,5087,1198,1202,2402,433,460,885,4203,4183,8382,142,209,346,103,152,256,841,306,1148,424,709,1128,6,3,10,1506,1383,2887,1112,1549,2660,223,316,536,192,238,424,455,807,1259,3,4,8,1988,2906,4892,3497,4287,7789,80,75,151,185,250,432,3,0,8,264,326,595,1254,1522,2773,44,61,105,15977,16579,32556
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3
20101,1374,1251,2627,3021,2757,5782,1424,1403,2827,599,613,1218,5051,4785,9833,1808,1882,3689,1328,1259,2581,827,910,1742,3969,4054,8022,193,183,372,157,236,388,416,245,661,457,644,1102,0,6,8,1220,1313,2528,872,1377,2249,371,651,1023,123,188,316,479,954,1430,3,7,13,1849,3183,5034,3072,4500,7572,141,134,276,231,388,621,9,5,17,384,532,913,2846,2916,5756,58,47,102,16743,18089,34829
20102,258,290,543,862,727,1588,230,237,472,80,106,184,1174,1075,2249,508,490,992,255,244,496,198,203,403,965,931,1892,25,21,46,24,47,74,93,34,133,104,168,265,3,0,4,250,272,523,75,154,226,47,102,150,18,29,47,75,234,310,0,0,0,214,522,733,464,796,1253,27,25,46,45,92,140,0,0,0,73,117,193,1099,1087,2189,15,14,31,4049,4304,8354
20103,212,202,412,734,690,1425,177,153,331,39,40,74,951,883,1837,492,459,952,129,116,243,132,155,289,751,730,1483,22,28,44,15,29,38,79,40,116,48,113,152,6,4,5,151,217,368,39,101,138,20,46,72,16,22,35,34,127,161,6,0,6,118,296,411,269,509,783,26,19,42,34,66,98,3,0,3,54,92,151,1419,1062,2480,8,6,8,3667,3491,7155
20201,1144,1104,2247,2795,2596,5395,1267,1179,2449,353,347,704,4423,4131,8557,2056,1949,4008,863,874,1739,422,459,882,3344,3287,6631,198,278,477,175,307,483,391,229,624,397,573,968,8,9,15,1169,1397,2562,624,1112,1739,227,393,619,94,129,222,299,699,999,5,0,11,1248,2345,3590,2425,3746,6164,154,149,299,198,326,527,3,6,7,357,475,830,2725,2832,5566,46,40,88,14464,15620,30086
20202,515,423,941,1488,1376,2866,461,441,897,176,164,339,2127,1983,4104,873,797,1661,387,395,782,377,381,758,1637,1568,3201,69,72,138,50,93,144,159,75,236,166,234,398,5,0,9,446,470,921,170,277,445,63,176,237,17,52,73,162,454,612,0,9,10,406,970,1377,856,1443,2296,39,33,75,75,134,206,9,5,12,122,169,293,2221,1815,4033,28,17,46,7495,7421,14915
20203,100,87,186,324,334,653,92,100,190,13,20,32,427,450,876,258,290,546,49,61,105,29,37,64,331,384,709,14,12,23,5,24,30,33,19,55,26,49,71,4,0,4,85,103,184,21,55,77,10,30,44,4,12,17,9,46,57,0,0,0,44,149,198,130,252,384,9,10,18,3,31,33,4,0,4,16,35,54,671,631,1298,6,3,4,1672,1844,3517
20301,297,296,589,830,735,1558,178,193,369,161,123,284,1171,1047,2222,444,384,827,199,238,440,250,189,445,896,813,1707,28,41,64,13,19,36,98,50,150,70,139,210,0,0,0,214,249,461,91,150,236,19,56,73,18,33,52,48,142,185,0,0,0,165,382,549,383,631,1015,11,23,30,44,57,101,5,0,4,57,77,137,574,582,1158,5,3,6,3376,3451,6828
20302,2492,2180,4671,5322,5115,10432,1966,1977,3943,969,914,1889,8268,8007,16272,3356,2989,6345,1594,1985,3577,1649,1431,3083,6612,6401,13013,392,470,861,366,572,939,823,458,1286,887,1112,1996,17,8,20,2482,2623,5102,2206,2988,5193,1018,1167,2187,295,461,760,818,1577,2396,11,12,22,4349,6209,10554,6839,8834,15678,365,348,705,463,729,1191,12,3,13,828,1075,1909,6110,5052,11159,104,124,224,31250,31670,62921
20303,1153,1010,2161,3039,2731,5772,810,855,1664,327,299,624,4180,3887,8067,1311,1250,2560,937,984,1919,726,685,1409,2977,2918,5892,116,119,234,102,152,246,353,144,495,345,479,817,6,0,7,914,890,1801,573,824,1399,167,373,539,93,128,227,338,762,1098,4,7,12,1181,2093,3267,2095,2985,5079,62,73,127,158,256,414,3,5,10,217,331,550,1951,2097,4048,34,49,83,12603,13273,25871
20401,546,508,1060,1525,1402,2925,628,608,1234,132,130,264,2284,2148,4427,1119,1053,2169,457,450,907,264,391,652,1836,1893,3728,98,91,192,44,98,137,212,135,348,141,362,502,8,0,8,503,685,1190,171,280,458,68,155,222,40,67,109,156,333,493,0,4,0,440,845,1280,943,1529,2477,64,60,116,117,175,293,11,3,13,192,234,427,2694,2585,5285,43,45,92,8547,8947,17494
20402,415,416,834,1045,883,1927,566,596,1161,183,208,388,1787,1700,3487,587,609,1198,601,618,1218,276,252,527,1462,1485,2951,47,80,128,45,107,157,169,135,306,162,288,447,3,5,8,432,612,1044,83,171,260,51,114,162,10,48,57,110,255,365,0,5,5,262,590,846,692,1202,1891,55,52,109,71,123,195,3,5,6,127,183,305,1598,1651,3250,21,18,45,6111,6654,12763
20403,829,839,1665,2160,2115,4270,808,747,1555,352,332,685,3328,3197,6523,1466,1458,2927,713,717,1423,388,385,774,2564,2567,5130,235,177,410,142,228,374,387,233,620,320,562,891,7,4,12,1093,1206,2300,154,382,540,100,249,344,52,112,169,249,569,812,3,3,4,561,1313,1872,1657,2526,4182,132,84,214,124,213,334,3,3,8,251,296,550,2490,2311,4799,60,57,116,11178,11791,22971
20501,649,589,1237,1718,1533,3251,420,429,847,305,297,605,2447,2260,4708,1109,1085,2198,382,431,810,354,392,744,1845,1907,3756,79,100,180,34,131,162,237,143,383,184,364,553,3,4,3,544,731,1279,203,392,600,72,195,264,32,83,112,133,374,502,3,5,3,437,1046,1482,983,1783,2765,86,68,151,90,160,251,0,3,7,180,236,417,1584,1598,3188,24,34,56,7711,8407,16119
20502,438,391,829,1163,1131,2301,335,345,678,114,126,238,1612,1608,3215,734,751,1485,372,369,741,116,103,223,1221,1225,2446,50,65,122,20,70,92,138,110,246,125,304,427,5,0,8,345,553,893,35,104,139,42,96,137,4,49,56,70,256,326,0,0,7,155,504,662,496,1062,1562,53,38,86,58,121,180,6,7,16,119,167,285,1893,1912,3807,28,15,42,5806,6379,12186
20503,671,608,1275,2073,1920,3991,367,291,661,270,246,517,2709,2461,5166,1382,1316,2696,258,323,583,365,388,751,2011,2024,4037,63,84,151,51,103,151,228,122,345,183,333,522,8,8,16,537,650,1186,167,330,490,60,175,238,20,60,86,121,400,526,7,7,9,374,976,1346,911,1624,2534,66,53,119,96,167,265,4,0,5,164,222,388,2379,2456,4835,33,31,66,8884,9424,18309
20504,755,685,1438,2101,1907,4002,779,810,1581,189,145,331,3066,2859,5925,1537,1397,2935,530,592,1126,220,220,447,2295,2211,4501,82,141,216,74,196,265,282,220,499,255,448,704,6,3,10,693,1000,1692,266,440,702,144,259,397,58,99,156,191,420,609,5,6,4,658,1212,1869,1349,2215,3563,94,79,177,143,226,372,6,6,13,245,317,559,3075,3175,6247,66,39,100,10846,11496,22343
20505,436,395,833,1186,1110,2292,426,421,843,176,148,318,1785,1675,3460,727,690,1420,429,421,847,184,231,417,1338,1345,2684,47,59,105,25,70,91,158,109,266,109,287,395,3,3,9,344,521,869,79,188,270,45,117,163,23,51,67,100,290,390,0,0,3,244,651,891,594,1169,1766,68,40,107,63,112,173,8,6,9,130,158,288,2312,1567,3880,62,16,77,6665,6327,12991
20601,838,732,1570,1878,1843,3715,526,541,1068,142,158,302,2550,2543,5091,1438,1248,2689,282,433,714,239,266,508,1966,1950,3912,224,194,417,288,340,628,182,104,292,451,530,981,0,0,3,1146,1176,2322,1340,1810,3147,1004,1315,2314,212,279,497,774,1466,2240,10,3,12,3340,4877,8211,4490,6053,10546,136,125,258,231,305,541,4,6,9,373,438,808,1431,1412,2843,79,77,156,11725,13202,24925
