STE_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
1,2189,55095,69447,45023,33077,22547,9114,1891,238391,501,7152,10476,10097,8833,7706,2358,395,47523,34600,144580,125763,89527,67064,50195,20569,5298,537593,15353,44068,54687,52784,43401,29739,13222,3642,256907,48690,117976,110414,113935,113881,82933,44642,12591,645067,5255,5136,4219,3623,3405,2487,1055,215,25405,3001,5404,7294,8767,9993,9695,5153,1328,50635,56950,128519,121929,126324,127280,95123,50850,14133,721108,1493,3681,3985,3464,3237,3159,2133,753,21898,34193,47286,41758,35123,32343,29349,23461,13170,256679,145282,430373,428056,362343,315240,237823,121715,39275,2080099,3475,72471,76371,44476,28164,16160,4684,745,246533,2360,16005,19474,18040,15724,12150,3421,586,87765,48131,194389,166992,115864,77288,49912,18680,5165,676426,21609,61158,69681,74651,63544,42921,18657,5571,357796,39529,73171,68810,66961,56307,26150,7790,2441,341156,7017,6955,7333,8726,9120,6052,1827,481,47520,4473,6799,9490,16385,19850,16580,7827,2640,84046,51025,86921,85635,92077,85286,48776,17450,5555,472719,1436,3626,4012,3956,4841,5329,3304,1111,27613,29385,41187,36666,32044,33383,35706,34336,26360,269056,157418,475764,458817,381103,308231,210961,100527,45096,2137917,5666,127563
2,3581,54650,55910,32902,22661,15010,6314,1126,192145,630,7746,11331,10962,9654,7524,2139,338,50329,30712,122655,110461,74547,50855,35961,14227,3648,443079,14343,44055,49665,41694,33266,25929,12146,3091,224180,38658,99756,88839,90017,83665,55520,29198,8535,494179,4760,4351,3370,2546,2056,1320,472,99,18965,2053,4286,5524,5994,5994,4977,2486,694,32016,45471,108389,97721,98559,91711,61820,32153,9327,545163,1052,2794,3099,2154,1964,1902,1321,508,14795,24217,34544,29135,25316,22674,20452,16769,9025,182128,120010,374845,357324,286133,232778,168589,85072,27059,1651815,4500,69318,62836,33522,20350,11247,3221,554,205553,2429,20078,24319,22666,17361,11147,3251,495,101736,42710,163218,140756,94154,58177,37988,14491,3890,555375,17994,55798,62036,60202,47855,31484,13523,4110,293000,27017,57325,53355,51732,42379,19938,5833,1798,259375,4861,5167,5469,5166,4967,3279,960,220,30084,2990,5271,7077,10052,9983,7291,3590,1370,47628,34861,67770,65902,66956,57333,30499,10378,3387,337090,1003,2768,2805,2302,2456,2706,1893,815,16752,21823,31857,27850,24233,23941,26273,24825,18146,198950,125326,410804,386505,304035,227470,151347,71580,31391,1708462,8080,123965
3,1029,18291,25365,19952,15119,10648,4312,758,95475,424,4979,6380,7184,6020,4386,1337,213,30926,17248,64403,60689,47760,32438,25131,10205,2169,260036,10129,24918,31935,34418,29790,21345,9008,1865,163402,44925,97098,93104,89961,84554,64336,30823,7152,511951,10696,4937,3170,2413,1798,1289,535,76,24920,2990,3769,5033,5386,5042,5090,2669,621,30598,58610,105809,101310,97764,91393,70710,34019,7845,567469,830,1671,1889,1898,1723,1854,1372,413,11656,24331,31363,27811,27051,24343,21613,15702,7093,179308,112608,251435,255384,236020,200825,155680,75958,20357,1308275,1517,25496,30766,21220,14010,7736,2010,249,102999,1671,12431,14492,14167,10601,6903,1865,296,62410,28238,100126,93833,68062,43181,28128,10597,2374,374528,16642,40978,47657,50275,41680,25951,10212,2466,235850,40923,60589,57075,54546,44973,21133,5213,1074,285521,10409,6358,5360,4640,4356,3209,885,136,35353,3867,4971,6835,8976,9216,7424,3097,838,45230,55200,71917,69270,68161,58545,31764,9191,2052,366101,925,1606,1894,1968,2198,2412,1583,522,13117,22112,28389,24646,23046,23210,24031,21001,13572,180012,126298,280944,282559,246892,193420,126920,56461,21531,1335025,2546,43781
4,626,8657,9799,6603,4972,3929,1763,386,36735,138,1659,2206,2292,2294,1930,630,91,11247,6540,24365,21712,15797,11593,10113,4147,969,95240,2420,7772,10137,10796,10228,8534,3601,819,54311,12722,30436,27883,28547,28121,21366,10993,3284,163354,2113,2315,1469,1015,830,555,196,43,8543,619,1085,1537,1910,2047,2127,1070,313,10721,15458,33844,30891,31477,31003,24047,12263,3641,182618,343,664,749,644,602,633,515,187,4330,5780,7123,6676,6818,6764,6122,4801,2525,46607,31314,84078,82175,74424,67459,55310,27714,8619,431101,671,12096,11548,6736,4775,3040,884,134,39882,396,3659,4852,4459,4110,3147,858,130,21614,9903,34967,31269,21643,14988,11012,4368,1199,129343,2539,10433,13455,15340,14918,10657,4095,1155,72590,11739,20378,18983,17960,15423,7588,2147,648,94871,1992,2616,2354,1887,1609,1097,304,84,11942,991,1523,2143,3173,3087,2544,1224,434,15109,14721,24518,23486,23022,20119,11232,3670,1169,121932,286,595,618,637,715,768,558,202,4383,5235,6184,5753,5916,6403,7536,7453,4851,49339,33762,92449,90988,77744,66020,47389,21880,8838,439076,1298,20749
5,865,11344,15436,11169,8082,5522,2250,458,55121,202,2701,3846,3907,3252,2099,666,98,16779,9359,35960,37358,27878,19470,14155,5343,1211,150728,4518,14050,18717,17493,14918,11820,5243,1151,87898,20637,50218,48343,44620,42304,29588,13431,3429,252566,6866,2846,1630,1141,887,582,194,31,14182,1099,1657,2203,2494,2461,2285,1145,299,13634,28603,54723,52177,48257,45649,32457,14769,3761,280386,568,1149,1484,1381,1164,1157,810,273,7986,10930,17639,17536,16102,13201,9495,6715,3541,95153,55040,137555,146546,126186,105725,76697,35803,10493,694049,957,15205,17242,10551,6572,3537,917,155,55131,718,6748,8343,7480,5825,3402,935,162,33616,13615,54911,53740,36590,23119,14768,5763,1505,204018,6393,19599,23346,23159,20906,13358,5386,1596,113738,19066,30547,27612,24348,18604,8935,2444,619,132184,6940,3698,3100,2666,2305,1472,533,103,20823,1600,2325,3668,5256,5225,3863,1814,608,24368,27609,36564,34383,32273,26142,14272,4793,1334,177379,499,1194,1449,1387,1445,1673,1077,380,9104,9606,13863,12586,11333,11202,11389,9893,6875,86746,59400,148077,151079,122776,95213,62401,28764,12012,679732,1826,26542
6,119,4776,2474,1740,1590,1337,644,139,12821,28,483,617,746,743,631,191,19,3460,1442,7257,5374,4220,3673,3302,1218,307,26784,455,2027,2458,2962,3151,2641,1178,271,15131,3692,10259,9173,9592,10011,7016,3513,891,54144,749,728,425,273,281,160,55,17,2690,183,318,376,442,536,613,314,90,2869,4622,11304,9970,10302,10832,7794,3878,993,59703,70,229,187,170,172,198,144,33,1210,2083,2551,2072,2208,2340,2513,1925,793,16490,8818,28626,23152,22352,22499,18411,9185,2549,135606,182,5445,3220,2161,1800,1184,308,38,14343,107,1170,1429,1360,1360,995,276,53,6746,2105,9436,8083,6271,5390,4099,1523,360,37258,638,2795,3498,4447,4415,3352,1531,469,21147,3421,7221,6509,5993,5107,2311,545,146,31256,1021,1113,838,705,693,389,125,32,4918,337,495,548,807,1139,963,384,162,4828,4779,8827,7895,7504,6937,3664,1055,338,40996,113,198,182,201,249,278,218,75,1515,1923,2303,1979,2039,2567,3092,2891,1472,18264,9851,30180,26280,23981,22709,16665,7795,2816,140273,301,10228
7,42,1716,1395,734,717,512,124,11,5253,10,282,309,344,347,203,42,3,1537,598,3586,2670,1675,1434,1120,292,32,11406,303,1328,1602,1668,1415,939,249,21,7516,1866,4882,4544,4198,3940,2637,731,88,22884,509,310,219,154,101,73,16,0,1378,133,218,276,270,232,234,69,4,1446,2515,5408,5044,4623,4275,2943,813,95,25708,23,86,106,83,52,73,30,11,466,2154,3249,2741,2701,2541,1852,561,110,15907,5647,15650,13859,11825,10783,7642,2104,286,67794,69,2231,1697,1028,889,437,85,4,6438,68,779,861,739,652,371,58,0,3524,1007,5944,4161,2635,2136,1294,281,43,17499,355,1687,1829,1857,1737,981,237,37,8710,1366,2761,2422,2029,1625,708,98,26,11034,444,447,350,272,212,129,21,3,1869,135,251,277,380,339,239,74,16,1704,1948,3453,3047,2675,2178,1074,196,36,14605,47,139,89,74,77,65,18,10,515,1924,2975,2375,2247,2295,1658,526,140,14142,5420,17205,14058,11257,9952,5870,1399,268,65433,116,3947
8,235,6687,7338,5293,3783,2538,1134,301,27304,74,1167,1368,1305,1223,936,283,24,6379,3405,11502,8989,6381,4353,3523,1712,505,40364,753,2783,3674,3263,2323,1478,674,194,15138,2356,6057,5039,4291,3392,2226,1366,441,25168,521,363,229,142,98,73,29,11,1472,159,249,380,318,344,322,178,59,2003,3046,6664,5647,4752,3831,2615,1576,512,28644,96,227,217,161,121,108,87,39,1069,1761,2264,1726,1244,993,800,637,366,9786,9360,31291,28956,22396,16631,12002,6105,1935,128686,321,7743,7445,4605,2814,1578,558,91,25161,227,2094,2486,2135,1594,1235,428,59,10267,4367,14317,11593,7697,5226,3708,1726,451,49085,1208,3354,3977,3798,3118,2169,1087,358,19074,2072,3447,2996,2654,1981,968,347,122,14592,522,349,294,273,265,214,80,31,2023,197,253,344,659,782,801,405,147,3583,2787,4046,3639,3586,3027,1984,831,293,20198,90,168,191,123,158,178,131,58,1106,1678,1945,1470,1089,957,1105,958,689,9887,10684,33673,30803,23036,16895,11960,5717,2008,134768,556,14435
9,3,13,8,12,11,15,6,0,65,0,7,7,5,6,3,0,0,30,14,48,35,31,34,33,7,0,206,3,21,21,35,31,27,7,3,144,37,76,92,97,136,83,28,9,551,12,11,0,8,7,3,0,0,40,0,5,4,3,3,6,6,0,18,46,90,98,112,140,92,27,9,612,0,0,0,0,4,6,4,0,16,63,193,118,104,92,66,38,6,686,134,372,297,296,317,237,87,14,1755,0,21,23,13,15,7,0,0,75,0,12,9,21,24,4,0,0,61,14,57,63,57,34,33,10,0,269,8,34,40,32,47,28,12,3,205,28,34,36,48,36,13,5,0,204,24,4,3,10,12,5,0,0,56,3,0,8,0,12,10,5,0,44,58,43,53,59,61,27,9,0,302,0,0,4,4,4,12,4,0,25,50,70,69,78,86,51,37,11,452,121,238,260,257,262,172,77,14,1399,3,33
