STE_CODE_2021,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_3499_15_19_yr,M_3000_3499_20_24_yr,M_3000_3499_25_34_yr,M_3000_3499_35_44_yr,M_3000_3499_45_54_yr,M_3000_3499_55_64_yr,M_3000_3499_65_74_yr,M_3000_3499_75_84_yr,M_3000_3499_85_yr_over,M_3000_3499_Tot,M_3500_more_15_19_yr,M_3500_more_20_24_yr,M_3500_more_25_34_yr,M_3500_more_35_44_yr,M_3500_more_45_54_yr,M_3500_more_55_64_yr,M_3500_more_65_74_yr,M_3500_more_75_84_yr,M_3500_more_85_yr_over,M_3500_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr_over,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot
1,107317,23806,20899,14616,16175,26652,27605,12283,4229,253581,37416,8099,3425,2839,3744,7113,9858,4676,1511,78688,22534,18089,11188,8801,10520,16633,20926,12476,3952,125128,9763,16781,17233,13861,17484,28242,57699,46673,14392,222125,10527,16401,16865,13361,16757,25863,46304,33021,13627,192723,14385,25012,24603,16866,18074,25193,36006,21967,6317,188428,8946,30216,33605,22080,21469,26070,27563,16209,4367,190538,5228,33576,56775,37708,35462,38033,25985,11403,2922,247106,2509,28742,77098,55451,49629,48708,28909,10283,1924,303252,802,16550,63642,49106,41345,36617,18411,5616,1107,233200,369,8652,55335,48754,40961,33725,14355,4543,1094,207782,159,4040,40116,42783,35753,27047,9552,2755,618,162826,130,3878,68017,98454,76978,50170,14545,3778,805,316753,49,550,12907,27981,22650,13713,4116,1214,282,83468,122,607,16231,51972,56486,34007,10909,3400,886,174614,15830,19749,45487,38684,32807,29013,24851,20093,12933,239464,243,663,1939,1348,1061,1113,1196,404,101,8071,236336,255408,565372,544675,497375,467917,378790,210801,71075,3227741,92110,19653,41564,43613,37503,55940,38806,15509,6564,351273,45608,8489,8133,10400,10001,15168,14540,6124,2101,120564
2,88410,21182,17641,12872,13762,20568,21066,9003,3141,207642,35259,8667,3293,2505,3304,5427,7449,3563,1203,70668,18885,17999,10105,7441,8449,12554,16164,9631,3234,104460,6778,15990,15573,11251,13378,19719,41384,34879,11108,170055,6750,15174,14854,10788,13137,18038,34368,24720,11041,148871,8380,20986,21352,13831,14163,18255,27284,16934,5122,146318,4774,23833,30025,18815,17351,19612,21868,12936,3607,152809,3193,27267,53836,34655,30674,30470,20543,8641,2268,211537,1651,22037,70499,49773,42351,38916,20685,6951,1498,254362,470,11483,57196,43611,35510,29595,13267,3940,859,195926,238,5711,49293,44034,35250,27297,10347,3167,853,176194,96,2481,32951,36783,29449,21165,6935,1877,417,132148,100,2054,51002,79129,60903,39422,10815,2560,599,246585,35,341,8918,21317,17712,10918,3003,794,203,63240,103,586,9761,35456,40122,24025,7585,2254,662,120560,11537,14859,35250,28858,25150,21199,17983,14470,8822,178130,223,490,1192,883,890,916,893,297,83,5867,186878,211127,482738,452009,401556,358093,281641,156620,54707,2585370,74975,17792,38023,38985,31232,44614,30138,11659,5239,292649,42487,9714,8537,10359,9165,12216,11085,4704,1652,109914
3,64437,11888,10635,8010,9586,16148,14912,5863,1595,143080,30325,4516,2127,1855,2526,4678,6518,2814,757,56117,17616,11750,8360,6236,7078,10745,14483,7764,2040,86078,7304,10995,12183,9147,11338,17804,41067,30937,7808,148582,6626,9855,10345,8344,10669,16284,34325,23230,8303,127977,8764,14712,15073,10608,11641,16195,27572,16113,4007,124681,6314,19276,21403,13620,13154,15996,19537,11007,2537,122843,4260,23772,39535,26062,24596,24414,17564,7172,1605,168985,2025,18937,49551,38511,35112,33153,18469,6123,1014,202899,669,10753,38747,32939,29681,24741,11029,3150,538,152253,330,5514,33159,32242,29234,22840,8534,2511,592,134965,136,2537,22684,27340,25087,17918,5483,1409,260,102853,104,2678,34289,55458,51933,32864,8029,1865,344,187553,31,336,6237,13932,13737,8497,2163,577,132,45644,103,462,6321,21546,26701,16731,5272,1684,379,79204,11451,14654,33682,28512,26713,22909,19365,13558,6684,177529,187,884,2908,1244,785,815,806,332,68,8031,160684,163526,347238,335607,329582,302730,255140,136105,38661,2069263,51796,10192,21448,22737,21786,34084,20491,6852,2635,192012,36894,5026,5844,7122,6644,10069,8973,3438,1091,85106
4,22084,5102,3835,2662,3043,5269,4707,1729,639,49066,10141,2241,950,748,1000,1860,2174,848,267,20231,6026,5290,3754,2789,3240,4705,5104,2586,865,34353,2163,4563,4964,3956,5120,7687,15338,12056,3851,59688,1977,4028,4234,3507,4665,7193,12983,9189,4332,52099,2632,5651,6095,4034,4450,6208,10030,6020,1962,47083,1461,6479,7993,5410,5206,6226,7623,4583,1341,46334,940,7463,14482,10108,9545,9482,6923,3244,976,63161,483,5935,18806,14444,13169,12732,7364,2651,562,76145,135,3015,14072,12135,10855,9411,4592,1319,276,55810,84,1408,11108,11194,9899,8235,3322,993,283,46534,22,661,7052,9134,8061,6405,2056,581,128,34105,21,539,9484,16134,15549,10830,2946,779,163,56447,13,84,1412,3393,3536,2484,767,224,57,11966,40,165,1569,5100,6764,5208,1889,604,160,21500,2819,3230,7519,6818,6527,6046,5017,3914,2298,44192,64,173,663,358,221,186,214,71,31,1979,51102,56020,117986,111930,110847,110171,93060,51404,18195,720709,17736,3969,7577,6966,6386,11043,6665,2168,1071,63582,11754,2284,2293,2474,2324,3679,3750,1422,383,30363
5,33128,6332,5367,3936,4493,7335,7979,3132,876,72580,14752,2923,1184,914,1094,2171,3275,1346,403,28056,8315,6599,4404,3364,3564,4867,6879,3657,1070,42718,3355,5708,5639,4324,4940,7210,17316,13670,4028,66196,3249,5006,4619,3452,4168,6178,14393,10152,3656,54873,3996,6912,6384,4314,4606,6096,12068,7332,1988,53698,2723,8126,8290,5435,4811,6276,9056,5229,1457,51403,1950,9527,15298,10077,8915,9447,8431,3533,924,68105,1115,8783,22801,17189,14418,14476,9079,2882,619,91350,462,5308,19690,16585,13753,12234,5970,1597,300,75897,268,3390,18330,17904,15164,12929,4805,1223,336,74345,134,1958,14106,16275,14283,10868,3330,660,156,61767,134,2668,26748,38332,33896,23653,5724,1011,228,132399,25,442,6599,11818,10729,6878,1670,294,79,38534,68,331,6145,18159,20343,12941,3636,921,213,62757,4927,7003,18923,17948,15840,12495,8212,5549,3314,94206,75,403,1054,662,554,545,409,152,40,3892,78688,81421,185574,190677,175557,156598,122241,62335,19675,1072768,27707,5573,16313,17711,13703,19480,12567,3819,1516,118393,17654,3373,4132,5010,3773,5288,4910,1716,628,46481
6,6767,1160,1292,763,872,1592,1294,523,132,14394,2724,551,358,222,340,599,759,298,72,5917,1692,1546,1288,896,1030,1548,1838,917,223,10981,620,1249,1790,1225,1640,2688,5738,4200,974,20119,640,1100,1767,1228,1710,2624,4779,3063,1159,18071,897,1532,2348,1350,1477,2189,3281,1895,579,15546,524,1902,3076,1790,1614,2111,2603,1482,410,15516,334,2269,5144,3029,2752,3209,2272,1016,278,20304,134,1776,6520,4295,4051,4277,2491,778,161,24487,41,866,4219,3546,3312,3059,1346,399,80,16865,17,414,3129,3245,3129,2807,1017,310,80,14152,15,181,1938,2503,2521,2087,612,123,22,10008,6,118,2349,4018,4421,3161,833,181,37,15119,0,24,323,694,840,643,218,66,13,2823,16,38,374,1112,1529,1270,515,175,45,5078,1035,1028,2474,1899,1919,1975,1984,1377,743,14427,9,128,244,106,41,42,41,13,4,634,15478,15884,38622,31923,33213,35883,31615,16816,5012,224449,5394,927,2463,1672,1719,3311,1783,572,211,18053,3538,502,788,695,715,1223,1024,376,104,8971
7,2712,516,548,353,359,662,697,193,39,6087,1112,366,473,351,287,247,269,80,16,3189,994,1100,1645,1148,913,704,611,235,48,7403,309,476,850,714,663,729,1261,587,76,5664,198,332,515,449,531,691,1244,538,101,4602,289,431,702,471,440,604,1019,369,53,4376,233,567,893,570,443,584,754,239,44,4313,249,863,1773,935,767,876,786,231,37,6514,175,1028,2689,1649,1280,1367,822,195,13,9207,74,883,2263,1630,1243,1071,593,107,11,7874,23,432,2224,1778,1406,1165,471,100,10,7607,8,196,1475,1534,1292,984,360,58,0,5904,12,178,2158,3071,2774,2040,574,73,5,10890,0,20,394,731,730,585,176,27,0,2661,5,25,354,986,1133,962,342,49,3,3858,1019,1404,3636,2941,2644,2346,1707,496,86,16276,95,1180,646,207,96,107,59,14,0,2400,7502,9994,23254,19498,16995,15723,11740,3577,546,108830,2276,386,1193,927,666,1306,791,201,40,7782,1269,368,579,548,389,417,347,62,24,3998
8,5594,1410,1097,628,598,737,819,294,90,11279,2745,562,249,155,149,208,308,130,41,4539,1517,1140,514,328,353,386,589,373,117,5314,575,1195,827,487,537,674,1130,1021,312,6759,456,1088,940,560,563,686,1138,832,386,6658,628,1511,1538,720,545,649,945,678,227,7440,484,1652,1929,860,624,733,1028,707,237,8250,428,2106,3233,1587,1148,1117,1398,843,269,12127,188,2159,5123,2606,1870,1852,1711,908,246,16673,74,1657,4880,2697,1818,1661,1516,697,183,15174,34,921,4929,3338,2263,1871,1415,590,130,15494,6,311,3512,3538,2431,1756,948,305,76,12887,8,259,5820,9064,7396,4324,1437,413,93,28818,0,37,821,2157,2012,1232,379,79,25,6742,9,37,1014,3950,4395,2794,749,177,50,13168,689,1175,2214,1571,1121,873,694,545,375,9263,19,50,88,100,72,60,65,22,5,493,13461,17274,38737,34340,27900,21617,16276,8612,2864,181083,4575,1077,2080,1836,1321,1858,1331,490,133,14706,3127,593,458,466,412,592,738,377,104,6868
9,18,3,0,3,6,11,15,13,0,73,18,0,3,4,5,6,10,3,0,52,6,8,0,5,4,10,18,11,0,56,0,4,4,8,6,14,40,27,6,110,4,3,0,4,5,12,41,22,6,103,10,6,9,8,7,24,24,11,5,105,11,8,16,16,19,32,26,11,0,143,7,18,26,18,35,47,16,6,4,185,8,26,58,33,43,47,17,0,0,242,3,3,33,25,26,27,17,0,0,142,0,7,39,23,24,30,23,0,0,149,0,4,21,29,29,25,19,0,0,128,0,9,29,50,49,49,17,0,0,206,0,0,10,9,13,14,10,0,0,49,0,0,6,6,17,19,7,4,0,54,17,48,189,123,104,86,61,33,0,665,0,5,4,0,3,3,0,0,0,15,110,148,453,365,389,457,361,148,30,2464,26,8,11,9,14,32,22,6,0,134,28,4,0,10,8,13,19,4,0,81
