STE_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
1,617449,373657,428270,400003,332115,257236,152266,60825,15232,2637055,70373,65283,72500,80664,93155,115880,113955,65187,20521,697519,3939,7035,10213,13426,21391,38391,52648,38018,13927,198997,204,534,1330,2868,7318,18504,32259,29723,12882,105615,74513,72860,84042,96959,121864,172778,198861,132922,47328,1002127,62749,44322,51114,46356,42335,36786,26463,16648,8419,335208,754714,490840,563433,543324,496309,466801,377590,210393,70977,3974388,601372,329973,415419,395903,333223,264421,165491,67035,20674,2593526,50215,80674,94847,93931,104742,122012,122288,76936,33643,779291,2999,13428,19809,21315,30521,45563,55918,43783,22929,256264,140,912,2639,5634,12872,24762,33953,32277,20784,133976,53353,95022,117299,120876,148139,192337,212158,152989,77358,1169534,58931,37455,44258,41396,37672,34149,27115,19513,14591,315093,713663,462451,576979,558176,519029,490910,404767,239541,112626,4078142,1218826,703631,843690,795913,665335,521659,317760,127866,35907,5230575,120591,145963,167348,174592,197896,237895,236244,142119,54164,1476808,6935,20463,30027,34745,51916,83958,108570,81799,36855,455262,344,1449,3969,8503,20188,43268,66211,61995,33662,239594,127865,167878,201340,217833,270001,365120,411021,285916,124683,2171663,121689,81781,95373,87758,80011,70939,53577,36163,23014,650297
2,494852,304047,361763,328771,266684,198975,115161,45562,12058,2127874,55264,54340,68611,72646,78136,89014,85097,48645,15890,567647,3144,5919,10056,12292,17829,28809,38374,28286,10814,155521,157,431,1211,2438,5891,13682,23360,22128,10378,79686,58569,60694,79880,87372,101860,131510,146832,99061,37081,802852,46175,32553,39904,34984,32127,26698,18760,11699,5481,248379,599600,397288,481545,451124,400667,357183,280750,156317,54625,3179099,482768,266729,343865,323850,268219,203888,124811,50470,16124,2080724,38803,68435,89891,84605,88929,96583,94205,59435,26158,647040,2366,11952,19805,19752,26469,36284,43600,33913,18475,212612,110,743,2416,4605,10201,18723,26146,24798,17198,104947,41283,81127,112113,108962,125602,151586,163955,118152,61828,964604,43693,28332,34822,31803,29219,24952,19853,13661,9230,235563,567736,376184,490799,464609,423043,380432,308611,182280,87185,3280888,977620,570772,705627,652620,534907,402859,239972,96037,28180,4208601,94069,122773,158505,157254,167065,185600,179303,108082,42041,1214682,5509,17876,29864,32041,44303,65086,81971,62200,29287,368132,277,1171,3627,7039,16096,32406,49512,46927,27578,184638,99848,141820,191997,196328,227464,283094,310789,217210,98911,1767456,89870,60886,74723,66786,61345,51656,38610,25356,14713,483937
3,402925,239717,245763,230183,206629,157074,97348,37482,8029,1625139,46178,45020,50963,56325,65358,75647,76184,41535,11166,468378,3287,5420,8226,10617,16849,26934,36396,25064,7707,140494,181,484,1152,2643,6214,14357,24132,20501,7397,77058,49645,50926,60341,69583,88425,116939,136712,87099,26268,685934,44408,32493,38229,34603,33747,27905,20272,11196,4296,247143,496977,323131,344331,334365,328794,301914,254330,135772,38595,2558214,390134,214702,239317,233355,207881,161714,103056,39925,10718,1600802,34864,59845,69768,69348,75415,81986,80605,46948,17486,536262,2538,10721,16038,18114,24616,33086,38831,26978,12549,183474,155,846,2409,4974,10974,19351,25186,21434,11745,97075,37558,71403,88216,92433,111011,134424,144624,95361,41772,816812,41448,28173,31100,28598,27357,24508,19425,12156,7160,219919,469142,314277,358633,354385,346259,320644,267105,147438,59652,2637531,793057,454418,485079,463539,414511,318787,200404,77407,18746,3225939,81041,104863,120731,125671,140781,157629,156794,88481,28649,1004646,5824,16137,24270,28730,41465,60025,75225,52034,20251,323969,343,1330,3560,7617,17189,33703,49315,41934,19142,174129,87204,122336,148559,162018,199436,251362,281335,182456,68042,1502740,85851,60662,69327,63196,61106,52410,39702,23349,11455,467058
4,128951,81789,86895,78706,70847,57824,36114,14401,3756,559280,14515,15097,18030,19559,22754,28831,29088,16370,5390,169625,829,1792,2918,3706,5950,10142,13529,9593,3795,52258,55,143,420,847,2231,5269,8596,7668,3736,28971,15404,17034,21369,24106,30935,44240,51216,33637,12928,250857,11107,8065,9061,8758,8842,7919,5514,3303,1482,64045,155458,106883,117323,111568,110621,109986,92845,51337,18169,874185,125596,70989,80620,77003,68704,59006,39512,16313,5190,542937,10664,19177,23101,22850,25089,30108,31101,19920,8878,190880,769,3558,5762,6089,8396,12128,15061,11337,6364,69468,44,278,833,1715,3846,7241,9299,8663,6173,38091,11476,23009,29692,30664,37330,49473,55459,39916,21418,298437,10380,6806,7088,7032,7276,6961,5706,4023,2426,57699,147451,100807,117398,114697,113319,115441,100673,60257,29029,899073,254541,152773,167516,155714,139554,116836,75629,30712,8951,1102219,25176,34276,41129,42411,47842,58940,60187,36285,14266,360503,1599,5354,8681,9795,14345,22267,28594,20933,10165,121730,102,416,1253,2563,6079,12509,17895,16330,9910,67051,26873,40039,51059,54770,68266,93717,106672,73549,34341,549294,21485,14873,16154,15789,16118,14881,11219,7326,3907,121747
5,216705,121500,134073,134720,114001,86146,50598,18394,4271,880397,21522,20608,24991,28274,31601,37506,36942,19456,5902,226809,1160,2187,3439,4691,7332,11568,15934,11131,3800,61242,57,172,422,940,2269,5352,9028,8276,3410,29927,22733,22975,28852,33908,41206,54426,61905,38863,13117,317986,21042,15163,21595,21385,19799,15482,9327,4930,2256,130982,260483,159638,184517,190010,174998,156056,121828,62187,19640,1329364,209751,107120,130921,132516,110211,86256,53695,19665,5714,855852,15597,27404,34133,34213,36333,39965,38587,22908,9513,258655,1014,4512,7091,8055,10625,14504,17111,12248,6203,81361,60,366,892,1884,3976,7276,9857,8573,5419,38316,16668,32284,42120,44154,50930,61745,65558,43738,21131,378332,19817,12732,15431,14366,13532,11719,8892,5721,3598,105815,246246,152142,188470,191036,174677,159711,128137,69125,30451,1339997,426461,228624,264990,267233,224205,172401,104291,38060,9985,1736251,37117,48018,59131,62488,67941,77470,75529,42370,15412,485471,2172,6705,10529,12744,17954,26069,33042,23381,10006,142606,113,546,1317,2826,6242,12623,18885,16849,8830,68243,39406,55266,70972,78063,92137,116167,127459,82601,34250,696316,40860,27895,37025,35754,33332,27205,18218,10654,5857,236797
6,37848,22546,28408,21486,20046,18169,11842,4523,1002,165872,5180,5041,5746,6035,7316,9538,9712,5250,1510,55330,396,761,1026,1281,2103,3514,4704,3227,1050,18062,16,57,133,329,853,1880,3124,2564,956,9912,5589,5857,6904,7649,10270,14936,17541,11036,3512,83299,4028,2825,3071,2679,2852,2732,2192,1238,494,22106,47462,31229,38382,31812,33168,35837,31576,16800,5001,271277,37021,19097,25536,20783,19839,18370,12148,4871,1425,159095,3943,6724,7842,7942,8700,10397,10336,6379,2491,64739,323,1377,2122,2268,3190,4468,5197,3618,1751,24306,16,115,324,662,1581,2634,3505,2742,1495,13077,4280,8210,10288,10864,13477,17496,19030,12745,5741,102124,3757,2430,2552,2392,2455,2495,2129,1453,711,20369,45063,29733,38369,34039,35769,38359,33307,19065,7880,281584,74875,41638,53940,42266,39878,36547,23991,9403,2428,324966,9120,11764,13586,13980,16016,19935,20042,11628,3999,120069,717,2132,3146,3549,5293,7983,9901,6846,2803,42366,27,176,459,991,2433,4516,6624,5310,2449,22989,9866,14068,17191,18520,23747,32429,36570,23784,9253,185422,7785,5251,5617,5075,5308,5221,4321,2688,1208,42474
7,21403,12360,16427,13202,10233,7935,4616,1121,137,87432,1657,1455,2110,2472,2908,3542,3238,1030,165,18570,81,106,245,363,655,1040,1291,556,91,4416,3,9,35,81,206,512,756,375,78,2053,1747,1569,2386,2915,3765,5091,5285,1954,335,25043,2976,2292,3791,3179,2900,2591,1779,486,84,20081,26120,16221,22607,19292,16897,15616,11683,3564,546,132550,20523,11081,16936,13133,9850,7697,4326,940,124,84610,1120,1900,3165,3173,3302,3731,2883,924,213,20406,50,244,565,593,930,1307,1173,488,144,5490,5,29,66,162,306,578,642,354,142,2273,1169,2166,3794,3929,4536,5614,4694,1769,495,28171,2766,1793,2873,2286,2137,2175,1461,403,92,15975,24464,15039,23604,19348,16523,15481,10471,3106,705,128756,41924,23441,33366,26338,20084,15634,8940,2062,256,172042,2778,3346,5275,5648,6209,7270,6122,1951,379,38971,131,352,815,950,1583,2342,2461,1042,235,9914,8,40,98,243,513,1091,1395,730,215,4326,2922,3737,6184,6840,8306,10702,9979,3721,823,53217,5742,4084,6669,5463,5035,4768,3239,887,172,36053
8,35802,22757,29127,24984,18486,12014,6744,2525,584,153016,4135,4804,5870,5942,5839,5666,5011,2813,888,40967,248,619,921,1119,1419,1858,2356,1584,631,10754,11,37,91,192,403,787,1275,1200,554,4555,4395,5459,6881,7254,7660,8310,8644,5603,2067,56277,2411,2451,2636,2004,1674,1236,819,455,211,13902,42600,30668,38646,34238,27823,21556,16210,8589,2860,223190,34471,20056,26891,23730,17259,12016,7605,2933,790,145743,3074,6731,7805,7206,6703,6420,5828,3487,1393,48651,180,1245,1869,1826,2062,2448,2783,2007,1015,15422,10,101,262,413,765,1181,1494,1476,823,6520,3265,8073,9937,9443,9529,10045,10106,6965,3226,70597,2273,2191,2149,1755,1441,1136,960,548,323,12773,40007,30326,38978,34928,28226,23191,18666,10447,4337,229114,70271,42813,56023,48711,35744,24028,14349,5461,1371,298765,7206,11538,13676,13144,12538,12090,10839,6308,2283,89609,429,1856,2786,2945,3482,4302,5142,3592,1640,26177,19,140,357,605,1166,1970,2770,2672,1370,11082,7659,13533,16816,16698,17194,18356,18750,12567,5293,126869,4686,4645,4781,3762,3116,2367,1775,1009,537,26676
9,344,177,226,191,224,260,162,48,14,1642,29,22,24,41,34,70,81,45,3,357,0,0,0,10,20,18,25,11,5,99,0,0,0,0,0,12,21,7,3,46,29,22,27,53,59,104,128,66,12,500,68,63,194,121,103,92,74,34,4,743,434,259,448,365,389,452,361,148,30,2883,301,150,186,214,220,255,151,54,8,1545,19,35,33,44,62,84,70,38,11,393,0,8,5,9,11,24,22,10,5,95,0,0,0,0,6,3,16,11,0,38,19,41,41,48,80,113,107,59,22,530,65,40,67,68,79,75,47,32,4,470,384,231,296,332,379,437,307,142,34,2542,645,328,414,411,450,516,310,98,25,3186,45,54,61,83,96,157,151,77,18,748,0,8,3,16,33,41,55,27,3,190,0,0,0,0,10,14,29,19,6,89,45,62,68,104,140,212,238,127,34,1025,128,101,261,186,180,164,118,65,6,1212
