STE_CODE_2021,F_Mgmt_Cmrce_35_44_yr,F_Mgmt_Cmrce_45_54_yr,F_Mgmt_Cmrce_55_64_yr,F_Mgmt_Cmrce_65_74_yr,F_Mgmt_Cmrce_75_84_yr,F_Mgmt_Cmrce_85_yr_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24_yr,F_FoodHos_PsnlSvcs_25_34_yr,F_FoodHos_PsnlSvcs_35_44_yr,F_FoodHos_PsnlSvcs_45_54_yr,F_FoodHos_PsnlSvcs_55_64_yr,F_FoodHos_PsnlSvcs_65_74_yr,F_FoodHos_PsnlSvcs_75_84_ye,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24_yr,F_Mix_Fld_Prog_25_34_yr,F_Mix_Fld_Prog_35_44_yr,F_Mix_Fld_Prog_45_54_yr,F_Mix_Fld_Prog_55_64_yr,F_Mix_Fld_Prog_65_74_yr,F_Mix_Fld_Prog_75_84_yr,F_Mix_Fld_Prog_85_yr_over,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85_over,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24_yr,P_Nat_Phy_Sci_25_34_yr,P_Nat_Phy_Sci_35_44_yr,P_Nat_Phy_Sci_45_54_yr,P_Nat_Phy_Sci_55_64_yr,P_Nat_Phy_Sci_65_74_yr,P_Nat_Phy_Sci_75_84_yr,P_Nat_Phy_Sci_85_yr_over,P_Nat_Phy_Sci_Tot,P_IT_15_24_yr,P_IT_25_34_yr,P_IT_35_44_yr,P_IT_45_54_yr,P_IT_55_64_yr,P_IT_65_74_yr,P_IT_75_84_yr,P_IT_85_yr_over,P_IT_Tot,P_Egnr_rel_Tech_15_24_yr,P_Egnr_rel_Tech_25_34_yr,P_Egnr_rel_Tech_35_44_yr,P_Egnr_rel_Tech_45_54_yr,P_Egnr_rel_Tech_55_64_yr,P_Egnr_rel_Tech_65_74_yr,P_Egnr_rel_Tech_75_84_yr,P_Egnr_rel_Tech_85_yr_over,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24_yr,P_Arc_Bld_25_34_yr,P_Arc_Bld_35_44_yr,P_Arc_Bld_45_54_yr,P_Arc_Bld_55_64_yr,P_Arc_Bld_65_74_yr,P_Arc_Bld_75_84_yr,P_Arc_Bld_85_yr_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85_over,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24_yr,P_Mgmt_Cmrce_25_34_yr,P_Mgmt_Cmrce_35_44_yr,P_Mgmt_Cmrce_45_54_yr,P_Mgmt_Cmrce_55_64_yr,P_Mgmt_Cmrce_65_74_yr,P_Mgmt_Cmrce_75_84_yr,P_Mgmt_Cmrce_85_yr_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24_yr,P_Mix_Fld_Prog_25_34_yr,P_Mix_Fld_Prog_35_44_yr,P_Mix_Fld_Prog_45_54_yr,P_Mix_Fld_Prog_55_64_yr,P_Mix_Fld_Prog_65_74_yr,P_Mix_Fld_Prog_75_84_yr,P_Mix_Fld_Prog_85_yr_over,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85_over,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
1,133221,108680,79460,46672,17293,5020,540764,24187,75348,74621,66252,52740,30284,9537,1989,334957,11617,32280,25470,17411,11091,6378,2763,906,107917,14225,29299,25819,21382,13737,8482,3378,836,117156,707,544,337,372,494,428,345,334,3568,1903,5811,6921,6331,4424,2936,1268,510,30104,29395,42498,37864,31383,29229,29165,28727,24030,252293,157418,475764,458817,381103,308231,210961,100527,45096,2137917,9044,26696,24832,22360,19171,14384,6550,1525,124562,13996,44154,59153,28959,15456,6218,1183,93,169227,23464,98575,96517,93507,100981,77716,41781,12365,544897,19649,49026,43420,40020,33481,22900,11522,3435,223452,5267,14143,14745,14911,12918,8003,3544,864,74395,25690,94874,76802,67156,64447,45448,20501,6753,401665,12133,57680,56677,54577,52971,51263,21534,5780,312611,49556,206034,226069,180565,132762,83049,32226,8437,918693,34072,111196,107635,97655,78163,50088,17696,3935,500438,19106,52228,41695,27751,17976,10909,4488,1329,175484,20563,45991,42581,33826,22183,13636,5912,1374,186066,1429,1165,699,649,805,752,540,477,6522,3765,11197,13220,12451,9556,6519,3016,1097,60810,64978,93172,82827,69060,62606,57895,51748,36907,519190,302706,906135,886874,743450
2,98279,74087,46905,23689,8113,2751,359086,18981,65995,64505,57858,44690,25658,7610,1504,286794,10130,28028,20898,12815,7629,4285,1796,650,86224,11105,27439,23258,17277,11192,6943,2953,748,100904,524,420,282,240,237,275,134,60,2173,2019,6244,7588,6405,4112,2653,1051,393,30470,21828,32806,28615,23594,20716,21122,20494,16293,185475,125326,410804,386505,304035,227470,151347,71580,31391,1708462,11884,26944,24223,20224,15206,10592,4546,1051,114663,9943,42675,52789,24285,12329,4911,755,66,147755,20926,84434,80443,75022,72746,54467,28877,8816,425731,16245,50383,38609,31469,23731,14801,7609,2273,185114,4856,13063,13692,12344,9809,5224,2114,573,61678,23096,91800,70980,56913,49550,34378,15312,5314,347337,10043,51432,49728,46300,44345,41679,19022,4386,266936,34263,153168,171254,129693,85624,48680,17823,5063,645566,28294,96093,90882,81139,62884,39839,13197,2770,415095,17821,48467,36248,21802,12857,7634,3155,982,148969,16070,43757,39056,26926,17880,10439,4584,1136,159846,1065,977,634,459,428,450,237,91,4341,3613,11866,14504,12316,8542,5595,2443,834,59733,47232,70595,60798,51270,44293,41248,36989,25094,377517,245338,785646,743831,590166
3,72376,61223,43303,22891,7090,1621,296186,19957,44960,47327,43377,34315,19403,5334,810,215484,7645,14739,12127,8451,5161,3001,1388,427,52944,15790,23840,19385,16235,10479,6669,2484,470,95357,922,379,251,186,206,193,135,63,2337,1333,2803,3464,3201,2332,1521,661,236,15557,22764,29336,25401,22760,20962,20193,17679,12355,171461,126298,280944,282559,246892,193420,126920,56461,21531,1335025,5749,13653,14031,11811,8863,6918,2872,579,64477,5526,16327,20078,12619,6895,3042,582,42,65114,23627,68543,69963,67221,66730,53862,26623,6411,382976,10737,31318,29848,27468,23743,18309,8611,2006,152053,4421,8977,10703,10434,8275,4653,2040,417,49932,21476,65661,57164,51351,45649,29922,12924,3640,287787,7680,31411,41142,42789,37341,31669,13179,2694,207912,39547,99516,114219,99265,71599,42572,14680,3102,484495,30684,65554,65941,61112,47665,29824,9530,1612,311929,13214,24761,19462,13260,8299,5296,2275,666,87231,22451,35938,30732,25539,16718,10566,4110,770,146816,1804,789,462,354,350,359,220,91,4435,2971,6102,7666,7438,5708,3772,1754,551,35972,49012,63814,56537,52241,46416,41833,33025,19303,362176,238906,532383,537941,482918
4,23053,18638,13279,7045,2308,695,89800,6032,16448,16590,15528,13498,8245,2364,433,79129,2112,4263,3666,2472,1637,1058,499,193,15909,3723,7193,5999,4983,3326,2274,923,257,28680,142,115,105,114,148,109,60,19,802,339,1034,1386,1120,841,616,285,120,5730,5227,6367,5965,5792,5655,6184,6341,4341,45872,33762,92449,90988,77744,66020,47389,21880,8838,439076,1873,5323,5749,4768,3721,3254,1395,309,26391,2085,6906,7443,3908,2354,1177,192,15,24082,6687,22385,21476,22225,22372,18846,9909,3079,126986,3595,10104,7352,6684,6000,4603,2584,773,41696,1843,4047,4407,4186,3300,1970,662,168,20587,6841,23398,20071,17720,18263,12781,5199,1763,106037,2692,12347,12245,11507,11731,13309,5835,1240,70908,8936,32527,38224,31692,23621,14582,5360,1455,156398,8889,23784,23651,21687,19018,12913,4275,819,115034,3935,7617,6433,4220,2935,1997,858,287,28286,5396,11373,9633,7771,5426,3522,1443,392,44946,251,206,166,170,203,149,81,32,1266,774,2284,2826,2465,1922,1460,703,279,12720,11278,14225,13488,13164,12609,12129,11099,6853,94838,65073,176532,173162,152167
5,37406,29620,20397,11325,4336,1296,146151,8925,21941,23953,20203,16007,9528,2792,540,103890,4117,7258,6396,4012,2523,1625,791,249,26967,6336,12267,9884,7893,4942,3201,1213,276,46021,428,215,129,115,145,118,59,29,1245,670,1628,1953,1607,1199,772,306,123,8250,9777,14114,12571,10829,9530,9035,8073,6132,80053,59400,148077,151079,122776,95213,62401,28764,12012,679732,4237,10348,10788,8745,6442,4428,1738,360,47091,3093,8315,11112,6158,3432,1381,273,18,33784,13527,47084,49080,42560,38434,28575,12616,3313,235201,4829,15676,13976,11581,10239,7601,3566,1025,68500,2262,5160,6296,5366,4151,2557,1093,284,27162,10452,34043,30285,25090,22386,14796,6817,2100,145962,5192,17958,21286,22007,20189,15642,6449,1628,110345,17562,48708,59852,48805,34795,21243,8407,2156,241536,13554,31088,32765,28050,22300,14511,4789,953,148004,7337,11891,10170,6295,4058,2860,1224,350,44175,8721,18006,15861,12269,8122,4929,2011,416,70337,833,416,229,198,247,191,112,44,2268,1383,3522,4256,3783,2865,1830,857,286,18786,21462,33421,31666,28062,23278,18553,14616,9577,180629,114436,285639,297629,248964
6,6276,5006,4236,2387,739,240,28636,1644,5018,4940,5046,4708,2890,721,133,25115,359,1267,1081,899,830,590,233,66,5334,1164,2623,1989,1698,1120,717,279,54,9644,63,39,18,25,22,29,22,11,232,116,332,380,368,308,212,96,26,1845,1933,2390,2058,2051,2232,2573,2417,1272,16924,9851,30180,26280,23981,22709,16665,7795,2816,140273,487,1710,1668,1567,1345,1052,448,111,8377,624,3015,1794,966,706,371,66,5,7552,1629,6385,5569,6122,6907,5584,2922,791,35900,1205,3575,2661,2660,2840,1930,1015,243,16130,581,1556,1717,1731,1418,834,315,82,8237,1754,6324,5099,4884,5498,4171,1801,537,30073,575,3078,4069,4011,4424,4409,2129,573,23261,2703,13974,9922,8035,6927,4421,1548,422,47940,2242,7013,6704,6880,6403,4441,1253,242,35176,689,2123,1837,1489,1326,1038,415,99,9022,1691,4033,3206,2721,1969,1201,451,90,15359,97,95,35,31,38,51,28,11,391,240,731,783,786,643,492,232,66,3977,4158,5200,4365,4462,4767,5072,4358,2080,34467,18672,58804,49428,46335
7,3060,2384,1799,844,157,25,12652,603,2498,2208,1788,1518,783,157,13,9568,157,614,422,261,205,126,31,5,1813,435,964,755,529,356,218,29,6,3300,10,16,18,15,5,3,0,0,74,55,201,172,145,98,59,15,0,745,1969,3040,2408,2256,2208,1534,473,135,14011,5420,17205,14058,11257,9952,5870,1399,268,65433,164,692,659,515,460,330,76,9,2900,305,976,791,385,265,126,17,0,2861,1190,4004,3496,3219,3080,2240,635,90,17959,364,1276,1153,936,925,634,195,29,5513,423,712,758,654,500,313,75,6,3440,759,4183,3019,2160,2250,1264,288,63,13976,351,1850,1978,1861,1965,1504,392,40,9943,1226,5972,4840,3770,2927,1609,334,30,20705,964,3710,3440,2743,2264,1313,290,31,14760,263,923,707,442,358,223,64,5,2986,700,1601,1329,911,643,381,63,6,5637,29,33,35,26,15,8,4,5,150,119,408,437,381,249,163,42,3,1795,4221,6515,5276,5071,4835,3407,1032,245,30601,11070,32856,27917,23081
8,7732,5950,4008,2368,868,265,30391,2493,7983,7337,5461,4069,2813,1133,248,31538,669,1921,1731,1144,656,372,170,60,6718,825,1396,1134,844,463,269,150,45,5126,36,21,16,17,13,13,10,6,138,163,490,601,456,349,207,121,49,2434,1691,2072,1519,1131,850,893,786,569,9514,10684,33673,30803,23036,16895,11960,5717,2008,134768,1078,3384,2969,2550,2084,1678,833,229,14801,1629,5715,5842,3422,2251,889,153,11,19914,960,5099,4678,3824,3231,2549,1371,524,22232,899,2762,2091,1701,1291,884,545,178,10343,267,967,893,867,629,386,213,57,4272,1548,6249,4888,3558,2993,2146,1102,408,22893,656,3403,3677,3122,2731,2709,1546,390,18237,2768,13239,13378,10405,7001,4219,1575,438,53019,3911,12876,11761,9229,6873,5269,2310,546,52784,1181,3231,2914,1870,1081,651,269,76,11276,1224,2490,2076,1508,824,438,236,60,8846,78,48,25,28,24,28,15,7,256,323,946,1123,868,630,446,265,119,4719,3521,4542,3460,2494,1886,1668,1387,900,19855,20041,64961,59761,45434
9,52,40,43,30,7,0,226,14,35,36,39,30,17,5,0,176,0,6,5,8,16,6,0,0,40,21,21,15,18,10,3,3,5,98,0,0,0,0,0,0,0,0,0,0,5,4,5,3,0,0,0,14,47,65,68,74,81,56,35,4,437,121,238,260,257,262,172,77,14,1399,5,12,22,13,16,6,7,0,78,0,3,11,4,4,3,0,0,38,26,64,50,73,92,62,15,4,385,16,22,17,34,38,22,10,5,163,3,12,8,11,13,0,0,0,52,4,40,31,36,33,51,12,5,207,8,31,38,40,40,35,13,6,215,21,62,69,61,65,46,9,0,343,23,57,66,56,42,33,11,0,283,5,11,9,10,16,4,6,0,61,28,24,32,31,30,4,4,5,158,0,0,0,0,0,0,0,0,0,0,3,6,9,9,5,0,0,43,114,263,192,186,181,128,76,8,1140,253,613,561,554
