STE_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
1,272,54,49,68,235642,236093,6556,380,227,120,247457,254746,168290,7517,8428,360,378837,563433,335602,18330,28273,931,160189,543324,309571,23857,51889,2749,108245,496309,295402,21954,67079,7247,75116,466801,255977,16366,54607,16396,34244,377590,145812,6374,22396,24144,11671,210393,40517,1157,4100,22229,2971,70977,4047,242,479,205,3100,8071,1562048,96240,237529,74456,1257474,3227741,349,55,43,67,221010,221518,14023,981,502,115,225316,240932,224432,12830,13560,757,325404,576979,349681,25383,41124,2816,139174,558176,314034,29369,74860,8731,92041,519029,291190,24761,91211,25952,57796,490910,232746,14880,72266,58078,26797,404767,107433,4484,30241,87716,9667,239541,19945,771,7184,80689,4033,112626,3634,205,604,1135,2559,8132,1557467,113716,331597,266047,1103791,3372615,621,113,92,134,456658,457609,20583,1358,734,234,472775,495681,392718,20343,21991,1113,704244,1140407,685284,43714,69398,3745,299359,1101501,623608,53225,126755,11483,200285,1015343,586588,46718,158296,33195,132914,957714,488722,31248,126869,74468,61042,782358,253245,10866,52636,111860,21335,449936,60465,1930,11281,102925,7005,183604,7684,448,1080,1340,5657,16209,3119517,209959,569129,340496,2361263,6600358
2,171,45,44,45,186353,186652,3777,227,124,97,206409,210634,133853,5404,6158,353,335776,481545,279555,14036,22265,816,134453,451124,250247,19553,40957,2273,87646,400667,229718,17302,50881,5800,53476,357183,193809,11931,38821,12118,24073,280750,110731,4503,15436,17859,7779,156317,31327,857,2795,17518,2127,54625,3092,167,330,178,2100,5867,1236279,74034,177806,57057,1040194,2585370,249,41,31,39,176378,176735,8779,616,280,85,189690,199449,179394,9093,10008,667,291633,490799,288263,19936,32027,2399,121988,464609,252974,24362,60261,6850,78595,423043,226211,19392,71212,19115,44505,380432,178869,11370,54673,44116,19581,308611,83159,3428,21851,67074,6773,182280,15845,570,4809,63269,2687,87185,2786,148,448,1102,1735,6215,1236527,88957,255604,204722,933561,2719371,414,87,73,80,362732,363390,12555,838,406,184,396095,410085,313252,14497,16168,1020,627410,972345,567810,33979,54297,3213,256438,915737,503226,43911,101212,9125,166241,823711,455933,36697,122092,24908,97977,737608,372678,23308,93491,56234,43658,589365,193889,7933,37291,84941,14553,338595,47169,1429,7601,80782,4815,141806,5875,316,779,1279,3831,12085,2472808,162985,433411,261777,1973756,5304738
3,178,49,32,43,160191,160495,3880,340,108,81,158239,162638,94671,5609,5384,304,238363,344331,188820,13826,20249,716,110752,334365,194705,18187,39326,2021,74556,328794,187247,15325,48884,4993,45463,301914,171416,11191,41250,10922,19556,254330,93817,4188,16260,15016,6493,135772,21605,726,2663,11956,1646,38595,3484,181,457,187,3717,8031,959824,69627,174603,46235,818972,2069263,224,60,27,33,152716,153060,7264,605,176,98,153084,161218,124103,9485,8649,592,215802,358633,204675,19494,29070,2170,98972,354385,199466,21964,54720,6104,63997,346259,187976,17081,65257,16082,34245,320644,155893,9949,51191,36131,13945,267105,67827,3005,20315,51554,4738,147438,10685,406,4179,42491,1891,59652,2271,162,409,582,2698,6121,960395,82212,233989,155829,742081,2174512,407,110,59,74,312907,313557,11141,942,282,180,311317,323860,218770,15097,14034,901,454164,702966,393495,33322,49314,2884,209724,688749,394178,40155,94048,8121,138551,675052,375225,32401,114146,21073,79710,622554,327305,21144,92434,47054,33499,521435,161650,7192,36574,66564,11230,283214,32292,1130,6845,54442,3533,98243,5754,348,865,767,6414,14152,1920217,151844,408599,202062,1561059,4243779
4,50,10,11,16,50950,51038,1199,76,36,23,54509,55843,33985,1531,1594,69,80148,117323,64147,4188,6177,217,36838,111568,63595,5550,12700,691,28089,110621,66134,5191,17726,1793,19144,109986,62700,3749,14560,4128,7702,92845,36575,1319,5512,5727,2200,51337,10261,266,1008,6095,533,18169,1032,54,102,37,764,1979,339678,21930,59432,18796,280875,720709,100,13,9,3,47845,47975,2571,212,65,22,49959,52836,44389,2650,2592,170,67600,117398,67942,5662,8924,676,31501,114697,64679,6720,17448,2114,22357,113319,66520,5610,23243,5826,14236,115441,58760,3307,18952,13801,5859,100673,28233,1011,7392,21768,1854,60257,5183,162,1797,21159,720,29029,619,32,122,218,456,1446,338989,25390,80549,65746,242399,753076,148,24,18,24,98794,99013,3765,287,104,44,104473,108673,78372,4180,4188,237,147751,234722,132094,9852,15096,894,68341,226269,128271,12272,30152,2807,50441,223940,132656,10803,40970,7620,33380,225427,121467,7055,33510,17926,13561,193520,64808,2332,12904,27492,4053,111590,15449,430,2810,27258,1256,47195,1645,82,226,255,1220,3432,678670,47316,139980,84543,523276,1473786
5,128,22,23,27,78418,78612,1833,121,54,47,78966,81024,52551,2623,2643,162,126542,184517,111849,7260,10130,314,60463,190010,108129,9081,18560,1017,38217,174998,100318,7381,23334,2502,22524,156056,84594,4840,18451,4998,8947,121828,44298,1826,6965,6425,2679,62187,11463,339,1237,5972,634,19640,1808,123,257,93,1616,3892,516965,33602,81648,21556,419001,1072768,140,23,17,27,74325,74526,3644,280,100,46,73544,77610,71252,4590,4336,292,108000,188470,117187,9331,13884,1131,49500,191036,106020,10202,25020,2942,30497,174677,97091,7820,30835,7637,16333,159711,76282,4421,23952,17089,6404,128137,32411,1309,9564,23755,2083,69125,5934,223,2129,21420,740,30451,1238,82,215,430,1236,3202,511197,38280,110057,74764,362659,1096955,268,42,41,51,152742,153141,5480,398,154,93,152503,158633,123798,7216,6976,459,234544,372990,229037,16587,24015,1441,109968,381044,214151,19280,43574,3961,68708,349678,197407,15196,54178,10133,38853,315771,160877,9263,42402,22088,15350,249970,76705,3138,16529,30178,4761,131311,17396,558,3366,27396,1376,50090,3045,203,471,527,2854,7090,1028161,71883,191702,96319,781661,2169729
6,9,5,0,4,15455,15470,426,24,14,9,15277,15758,11144,525,536,35,26143,38382,16529,1198,1830,67,12183,31812,17773,1730,4224,242,9204,33168,20891,1802,6191,719,6234,35837,20601,1276,5260,1583,2849,31576,11431,456,1982,2148,782,16800,2707,77,293,1742,187,5001,220,13,35,10,354,634,101735,7112,20377,6561,88659,224449,17,0,3,6,14465,14499,865,52,26,3,14288,15236,13588,932,845,52,22949,38369,17726,1751,2746,206,11609,34039,19089,2120,5759,695,8105,35769,21656,1945,7931,2060,4775,38359,18791,1131,6594,4845,1947,33307,8378,309,2533,7196,650,19065,1357,44,519,5719,240,7880,127,12,34,52,146,369,101589,8303,26976,20840,79174,236894,31,6,9,5,29924,29971,1288,75,38,14,29565,30988,24736,1456,1378,86,49094,76750,34259,2957,4576,280,23793,65855,36859,3852,9982,933,17306,68938,42549,3748,14119,2774,11005,74197,39389,2413,11855,6428,4797,64881,19805,774,4516,9347,1430,35869,4068,123,815,7462,421,12884,347,28,71,59,503,1003,203327,15419,47356,27398,167834,461341
7,215,6,5,3,7177,7411,982,51,23,8,7753,8809,7452,292,309,33,14512,22607,10778,645,908,56,6899,19292,9364,847,1749,185,4756,16897,9205,803,2243,339,3027,15616,7539,547,1874,515,1203,11683,2275,144,454,411,277,3564,257,23,50,169,52,546,797,15,80,8,1495,2400,48869,3385,7697,1736,47143,108830,303,6,3,0,6699,7018,1248,58,24,17,6686,8025,8852,523,478,104,13648,23604,10407,900,1215,206,6627,19348,8701,868,2037,488,4418,16523,8619,741,2471,1119,2534,15481,5946,392,1723,1539,871,10471,1209,86,486,1147,184,3106,104,4,67,484,54,705,218,20,42,48,397,724,45601,3596,8553,5152,42117,105017,509,16,10,10,13876,14425,2229,111,38,26,14434,16840,16310,818,789,139,28157,46214,21186,1545,2123,260,13524,38641,18070,1721,3786,675,9173,33422,17823,1542,4718,1458,5561,31098,13490,940,3597,2056,2072,22161,3485,230,941,1554,463,6668,357,28,118,650,103,1252,1019,34,126,62,1892,3121,94469,6982,16253,6887,89266,213854
8,6,0,0,0,13429,13445,372,14,6,3,16827,17225,12096,408,540,23,25582,38646,21799,1002,1789,64,9592,34238,17882,1186,2871,118,5762,27823,14213,901,2960,280,3205,21556,11681,491,2115,646,1273,16210,6312,215,817,922,321,8589,1685,38,158,900,79,2860,267,9,36,11,169,493,86325,4259,11296,2965,76238,181083,11,0,6,4,13027,13041,890,35,31,4,16321,17284,15545,643,813,31,21938,38978,22177,1314,2466,147,8823,34928,17149,1436,3968,418,5259,28226,13690,976,4497,1076,2957,23191,10683,597,3714,2492,1182,18666,4703,185,1527,3658,376,10447,830,29,376,2971,126,4337,261,8,34,71,149,520,85943,5220,17440,10875,70152,189630,15,0,8,0,26453,26482,1268,46,39,8,33143,34507,27642,1053,1353,51,47526,77621,43972,2315,4261,212,18408,69171,35032,2621,6844,539,11020,56053,27906,1882,7451,1355,6160,44750,22369,1086,5830,3139,2456,34875,11013,397,2347,4577,703,19042,2516,69,537,3867,209,7200,532,19,69,90,314,1020,172264,9486,28733,13843,146392,370711
9,0,0,0,0,110,110,14,0,0,0,140,149,112,8,7,0,316,448,184,15,23,3,139,365,212,29,51,0,97,389,274,24,86,12,57,452,258,17,41,14,32,361,100,6,17,21,8,148,18,0,0,9,0,30,0,0,4,0,10,15,1172,100,230,53,908,2464,0,0,0,0,108,109,18,0,0,0,106,123,100,15,0,0,181,296,184,7,21,0,117,332,198,25,62,4,87,379,260,31,90,11,53,437,178,4,54,46,28,307,73,3,19,50,0,142,0,0,4,24,0,34,0,0,0,0,7,10,1009,77,252,131,689,2163,0,0,0,0,219,220,27,0,0,0,245,272,209,18,5,0,499,741,368,27,45,3,256,697,411,52,118,4,179,767,526,51,174,21,111,893,437,24,93,58,60,669,173,11,36,68,11,295,22,0,9,32,0,60,3,0,3,0,15,23,2180,182,484,191,1599,4630
