SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
SED10024,25,22,10,27,3,0,7,831,0,0,5,7,0,0,9,0,0,0,0,0,0,0,0,20,0,5,23,27,59,59,97,27,5,4,0,0,0,0,9,315,18,91,93,22,12,17,25,19,0,0,6,0,6,0,17,323,0,8,4,32,122,113,130,61,20,21,15,24,30,24,13,605,0,0,0,68,237,242,314,105,27,12,34,23,30,4,16,1111,0,11,29,46,26,19,8,9,0,0,3,0,0,4,0,160,7,11,62,155,224,83,162,44,11,7,16,14,5,0,12,811,0,0,0,0,0,3,13,16,6,9,17,10,0,0,0,73,5,46,29,24,22,24,31,28,4,0,7,8,0,0,0,232,18,30,129,168,218,286,309,119,12,17,11,14,10,5,20,1359,0,0,4,3,0,3,5,0,0,0,0,0,0,0,0,18,0,0,0,10,11,9,13,20,3,3,4,0,0,0,3,76
SED10025,26,25,18,25,6,3,5,447,0,0,9,9,3,23,17,12,0,0,0,3,0,0,0,70,0,8,24,34,78,84,130,121,14,12,8,15,4,0,5,545,74,1025,1311,273,65,56,82,166,27,36,13,28,15,3,170,3340,0,0,0,10,20,31,55,31,0,9,7,10,0,7,0,185,0,0,0,83,283,363,641,300,60,59,73,73,29,16,41,2022,7,24,119,135,92,34,40,19,3,0,7,8,3,3,9,509,4,12,38,101,173,71,129,75,14,19,19,21,6,0,21,697,0,0,0,0,0,9,30,24,19,38,47,39,13,0,0,228,3,24,4,7,9,10,17,21,0,0,4,0,0,0,4,104,5,10,55,146,186,219,240,111,17,12,19,24,12,15,25,1097,0,0,5,20,10,13,3,3,0,0,0,0,0,0,0,65,0,0,0,9,17,18,23,34,11,14,13,24,5,3,0,180
SED10026,3,0,5,6,0,0,6,29,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,12,0,4,10,3,11,8,15,19,4,0,0,3,0,0,6,95,0,20,15,5,5,0,0,4,0,0,0,5,0,0,8,61,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,23,0,0,0,0,5,10,17,18,5,4,3,0,0,4,4,68,0,5,7,12,3,0,0,5,5,0,0,0,0,0,6,46,0,0,9,8,12,0,4,9,5,9,5,6,3,0,4,69,0,0,0,0,0,3,134,205,123,155,83,42,8,0,15,757,11,65,13,7,5,8,4,0,0,0,0,0,0,0,0,125,5,11,56,114,135,79,96,63,3,6,7,4,0,6,40,629,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,20,66,19,21,15,17,10,0,8,175
SED10027,8,0,0,4,5,3,0,99,0,0,3,5,5,100,104,39,0,13,0,4,3,0,7,277,0,7,18,25,20,20,37,37,5,0,8,0,0,0,4,188,24,181,207,74,11,8,14,20,0,0,0,3,0,0,36,568,0,3,3,3,17,18,33,9,4,0,0,0,3,0,4,97,0,0,0,33,47,62,73,29,0,0,0,0,0,0,0,250,5,52,370,845,656,481,519,218,33,82,37,37,12,5,102,3459,0,4,11,37,91,38,89,37,16,18,15,15,4,4,0,370,0,0,0,0,6,37,167,72,21,16,27,27,14,0,0,401,0,17,7,0,10,6,4,5,0,0,0,0,0,0,3,53,0,12,30,103,192,253,229,157,18,24,27,23,7,7,33,1110,0,8,214,203,88,74,43,8,4,0,0,6,0,0,7,653,0,0,0,5,29,59,115,106,23,22,26,21,14,0,6,424
SED10028,22,38,28,34,12,3,15,885,0,0,7,3,3,19,14,15,0,0,5,0,0,0,0,70,0,6,23,13,42,31,36,23,6,8,0,0,0,0,6,192,8,90,95,13,11,6,14,18,0,0,0,5,0,0,15,288,0,0,3,10,36,56,58,54,3,7,4,7,3,0,0,236,0,0,0,123,560,740,1335,544,113,91,84,76,28,5,75,3777,5,19,49,54,44,20,13,0,0,3,0,3,3,0,3,239,0,7,71,185,526,202,323,237,49,56,36,46,16,3,21,1779,0,0,0,0,5,25,74,23,9,40,34,30,5,0,0,254,9,40,18,13,10,11,31,8,0,0,3,0,0,3,11,153,9,17,66,109,152,173,231,91,18,6,20,23,18,4,21,948,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,18,27,62,113,148,65,59,45,56,23,20,6,652
SED10029,13,6,3,7,3,0,10,674,0,0,116,189,135,1744,2689,2521,1498,1003,570,1581,386,10,183,12611,0,3,12,4,0,5,0,4,0,0,0,0,0,0,6,38,26,233,307,76,20,9,9,9,3,3,0,7,0,0,33,736,0,0,0,0,8,0,10,5,6,0,0,0,0,0,0,28,0,0,0,7,13,8,15,13,6,0,0,0,0,0,0,68,0,15,180,424,355,367,378,147,75,55,40,56,21,9,85,2215,0,0,0,16,57,38,41,28,18,5,12,28,7,0,12,265,0,0,0,0,0,8,30,26,11,7,7,12,4,0,3,106,0,19,4,0,5,0,3,0,0,0,0,0,0,0,0,35,0,0,12,52,115,239,278,164,24,30,31,16,16,3,47,1010,0,3,54,72,46,26,6,4,0,3,0,0,0,0,10,243,0,0,0,3,11,19,75,109,13,39,37,30,27,8,5,372
SED10030,0,3,0,0,0,0,3,96,0,0,0,3,0,9,4,0,0,4,0,0,0,0,0,16,0,7,35,38,41,27,89,29,0,0,0,0,0,0,0,269,13,73,74,16,4,4,9,15,0,4,3,6,0,0,11,242,0,0,0,9,8,36,43,17,3,3,3,4,0,0,0,128,0,0,0,8,45,38,147,73,16,5,11,10,0,0,8,347,0,9,11,16,5,6,3,0,0,0,0,0,0,0,0,62,0,5,10,23,26,17,19,25,4,18,3,7,5,0,8,159,0,0,0,0,0,5,51,66,32,43,73,22,0,0,11,301,14,83,27,18,27,16,14,7,0,4,0,0,0,0,7,224,4,21,103,287,359,288,260,104,21,10,14,19,12,4,63,1574,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,12,25,15,0,10,6,0,0,0,70
SED10031,0,0,0,0,0,0,3,37,0,0,0,0,0,0,4,3,3,0,0,0,0,0,6,18,0,8,26,18,28,15,22,25,0,0,4,8,8,0,3,165,9,57,62,25,11,8,11,6,0,0,3,0,0,0,9,200,3,5,0,0,4,7,8,0,0,0,0,0,4,0,6,38,0,0,0,3,8,4,11,27,0,0,9,9,4,0,6,83,0,0,18,25,13,4,7,5,3,0,0,0,0,0,12,88,0,5,14,20,20,10,12,6,3,0,4,0,0,0,0,89,0,0,0,0,0,7,75,75,19,31,37,23,3,0,0,263,7,91,27,20,23,9,8,0,0,0,0,0,0,0,4,195,6,22,108,221,194,131,126,47,0,3,11,15,3,7,37,940,0,0,11,7,0,5,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,11,21,4,3,0,5,3,0,0,54
SED10032,38,60,42,37,14,4,28,1262,0,0,4,23,22,336,459,374,75,47,18,35,19,9,22,1439,0,0,20,26,17,3,7,6,3,0,0,3,0,0,5,95,14,187,219,45,21,14,9,7,6,0,6,11,0,0,14,547,0,0,0,0,4,3,15,14,0,0,3,0,0,0,0,56,0,0,0,27,126,122,143,61,8,14,8,10,0,0,11,525,14,109,849,1261,1024,968,900,339,78,94,78,80,54,23,194,6067,0,0,4,19,70,64,98,72,45,47,35,32,3,0,26,502,0,0,0,0,6,90,764,540,208,464,923,686,193,8,74,3958,5,13,4,3,5,0,0,0,0,0,0,0,0,0,0,35,4,0,20,66,123,273,286,145,27,28,30,18,6,14,27,1064,0,0,15,12,6,23,0,3,3,0,0,0,0,0,3,62,0,0,0,12,47,110,336,758,177,173,247,239,133,47,39,2324
SED10033,0,0,3,0,0,0,3,92,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,14,3,3,33,38,53,35,37,35,4,6,0,3,0,0,7,258,23,128,130,39,8,7,9,0,0,0,0,0,0,0,18,369,0,7,0,7,3,7,12,6,0,0,0,3,0,0,0,36,0,0,0,0,26,27,26,9,4,0,0,0,0,0,0,98,9,7,55,46,35,32,22,7,0,4,4,0,6,0,7,226,0,4,25,31,23,9,12,6,0,0,0,0,0,0,10,115,0,0,0,0,0,0,3,20,20,32,27,10,0,0,5,115,8,136,38,18,8,5,18,6,0,0,0,0,0,0,14,264,5,16,83,153,211,175,140,90,10,8,9,3,3,7,27,941,0,5,36,21,8,5,9,3,0,0,0,0,0,0,0,74,0,0,4,4,14,8,6,8,0,4,3,0,0,0,0,55
SED10034,0,0,0,0,0,0,0,53,0,0,0,5,0,6,13,3,0,0,0,0,0,0,0,26,0,0,26,22,68,39,94,47,3,0,9,0,0,0,8,312,8,74,86,18,7,5,12,30,0,4,0,0,0,3,13,273,0,0,0,7,6,20,38,11,4,0,4,3,0,0,0,88,0,0,0,8,14,20,33,3,0,0,4,0,0,0,0,80,3,6,19,25,20,9,9,0,0,0,0,0,0,0,6,112,0,6,8,29,35,29,23,14,5,0,3,0,0,0,3,171,0,0,0,0,0,10,56,17,8,7,18,7,4,0,0,124,9,82,19,5,8,16,17,13,0,3,0,0,0,0,10,182,5,11,59,136,218,213,164,79,0,13,3,7,0,5,19,946,0,0,57,40,21,14,16,0,0,0,0,0,0,0,6,152,0,0,3,4,6,0,5,10,0,0,0,0,0,0,0,33
SED10035,35,41,47,46,28,11,7,539,0,0,6,15,8,94,61,40,5,0,3,0,0,0,11,252,0,3,17,17,83,80,355,529,129,215,264,327,109,14,15,2157,11,98,128,50,31,23,84,247,58,48,56,49,16,3,16,930,0,0,7,11,44,101,129,92,28,24,25,40,5,0,12,512,0,0,0,22,97,166,256,160,41,21,42,50,24,4,30,913,0,11,62,77,52,30,25,20,3,3,6,0,3,0,12,310,0,4,41,70,266,149,347,207,90,81,110,117,80,6,30,1601,0,0,0,0,0,20,43,35,20,37,89,41,12,3,19,324,3,18,14,4,4,14,38,32,7,7,8,15,6,0,0,162,3,6,68,188,311,434,543,351,89,60,87,106,61,56,57,2422,0,3,81,71,20,10,14,6,5,0,0,7,0,0,9,236,0,0,0,6,17,31,39,45,23,31,44,53,16,6,4,319
SED10036,4,0,0,0,0,3,3,165,0,0,0,17,26,378,981,822,375,164,160,187,29,4,47,3185,0,4,9,9,34,17,25,15,5,6,3,5,0,0,14,145,28,313,307,100,46,18,27,17,0,5,0,0,0,0,48,917,0,0,0,4,4,13,11,8,3,0,0,0,0,0,0,41,0,0,0,4,18,22,37,17,0,0,0,7,0,0,0,112,0,14,192,413,482,356,381,169,30,31,30,30,16,7,65,2203,0,0,11,26,82,41,67,11,5,11,9,9,0,0,7,268,0,0,0,0,6,41,158,47,3,10,18,10,4,4,8,304,4,18,10,7,4,4,9,6,0,0,0,0,0,0,0,53,0,3,21,93,220,300,344,178,25,16,29,24,12,5,37,1298,0,7,95,121,93,123,60,12,0,6,3,7,0,0,12,527,0,0,0,9,83,142,233,157,41,45,18,35,8,4,9,774
SED10037,57,40,45,44,15,8,8,965,0,0,0,8,3,8,15,5,0,0,0,0,0,0,0,32,0,6,21,22,44,53,65,23,4,0,3,3,0,7,0,254,21,122,144,38,15,11,19,14,0,0,0,0,0,0,3,387,0,0,3,17,43,109,98,43,9,3,7,0,0,0,4,332,0,0,0,37,185,242,529,133,26,23,31,19,9,3,15,1246,5,49,112,61,49,38,23,10,0,0,0,6,3,0,6,371,4,9,38,65,209,125,166,84,10,22,14,13,9,0,11,764,0,0,0,0,0,38,260,177,68,112,176,157,28,0,19,1047,16,48,29,11,18,28,25,17,4,4,3,5,0,0,5,213,5,16,95,175,255,281,204,89,19,6,10,11,11,5,21,1205,0,0,5,0,9,0,0,0,0,0,0,0,3,0,0,17,0,0,0,11,14,41,28,63,27,32,20,21,15,4,4,273
SED10038,4,3,4,3,0,0,0,121,0,0,0,0,0,12,15,53,18,0,0,14,0,0,0,122,0,9,26,33,55,29,56,34,0,0,0,0,0,0,9,247,21,382,304,49,11,18,19,23,4,0,3,3,0,0,56,885,6,0,0,0,18,19,17,14,0,4,3,4,3,0,0,84,0,0,0,0,21,19,29,9,0,4,0,8,5,0,3,104,0,10,36,49,37,16,21,5,0,0,0,0,3,0,4,195,0,0,20,22,27,15,11,7,3,5,6,0,9,0,0,131,0,0,0,0,0,3,10,4,3,0,0,16,4,0,5,44,21,183,35,13,17,10,20,12,9,0,6,0,0,0,8,331,12,15,68,154,192,147,175,88,13,8,15,14,11,0,27,940,0,20,167,126,33,26,13,0,0,0,0,0,0,0,25,414,0,4,0,0,4,11,11,39,8,31,23,23,17,0,10,177
SED10039,0,0,8,0,4,0,4,57,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,13,0,11,30,30,40,18,28,24,0,0,0,0,0,0,6,193,8,60,69,24,14,8,7,9,0,0,0,0,3,0,17,215,0,0,0,3,0,3,17,10,0,0,0,0,0,0,0,37,0,0,0,0,7,13,19,4,0,0,0,0,0,0,0,51,0,4,0,11,3,0,0,0,0,0,0,0,0,0,6,34,3,0,12,14,15,9,17,7,0,0,4,3,0,0,0,85,0,0,0,0,3,3,9,20,9,12,7,5,4,0,5,78,11,154,25,10,22,6,15,0,0,0,0,0,0,0,10,263,6,15,85,203,184,145,152,71,10,8,6,8,6,3,58,953,0,0,37,31,14,7,8,4,0,0,0,0,0,0,6,102,0,0,0,0,0,8,12,18,0,0,4,0,0,0,0,38
SED10040,6,7,4,11,0,4,5,110,0,0,0,6,5,26,29,18,0,3,0,0,3,0,0,97,0,8,12,25,29,16,50,38,0,7,4,4,4,0,3,198,16,237,310,51,13,19,31,59,4,3,10,0,0,0,77,827,0,0,0,9,21,42,60,33,7,0,5,4,5,0,6,203,0,0,0,14,51,60,112,53,10,6,14,3,0,0,8,336,5,28,184,383,440,281,236,125,13,29,32,26,22,12,85,1892,0,5,22,81,230,98,173,101,43,57,63,45,16,3,22,965,0,0,0,0,7,45,823,1035,591,1244,2017,1762,387,15,128,8044,4,12,5,0,9,0,8,0,0,0,0,0,0,0,5,47,4,7,35,86,217,254,267,134,18,18,26,6,3,9,54,1144,0,22,515,516,227,171,127,68,11,10,0,6,6,0,88,1783,0,0,0,3,13,21,31,35,11,13,17,22,10,0,0,169
SED10041,52,82,49,86,26,12,16,1352,0,0,5,3,0,12,9,4,0,0,0,0,0,0,0,26,0,7,8,20,62,50,60,27,0,0,0,0,3,0,3,258,13,84,44,12,7,16,14,20,3,0,0,7,0,0,17,233,0,4,8,27,86,109,121,62,12,8,19,14,15,12,8,511,0,0,0,67,319,461,767,256,29,28,45,40,25,12,27,2088,3,20,34,27,27,13,3,8,3,0,0,0,0,0,0,148,5,7,70,140,245,118,239,92,19,36,27,12,10,3,6,1047,0,0,0,0,0,20,144,87,41,84,107,81,8,0,19,599,9,49,14,17,23,8,45,5,0,7,3,0,0,0,9,181,20,45,126,161,223,270,268,103,16,26,14,29,9,5,15,1337,0,0,0,7,0,5,3,0,0,0,0,0,0,0,0,15,0,0,4,17,14,31,25,55,22,24,19,9,3,3,3,234
SED10042,0,3,0,0,0,0,0,32,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,10,6,9,17,26,22,11,27,16,0,3,0,0,0,0,8,146,0,43,30,4,5,8,6,0,0,0,0,3,0,0,12,117,0,3,0,3,4,8,10,0,0,0,0,0,3,5,4,41,0,0,0,3,9,9,29,0,0,5,5,6,0,0,0,72,0,3,11,8,8,3,4,0,0,0,0,0,0,0,4,31,3,0,11,20,24,8,18,5,0,11,0,0,0,0,3,116,0,0,0,0,0,0,4,13,3,7,8,3,0,0,0,48,18,113,27,20,16,6,8,5,0,0,6,4,0,0,14,237,23,39,134,254,248,183,165,54,5,20,4,25,0,3,42,1212,0,7,21,4,5,0,0,0,0,0,0,0,0,0,0,36,0,0,0,4,3,0,0,5,0,0,6,0,0,0,0,20
SED10043,3,8,8,0,0,0,0,104,0,0,8,5,6,136,154,137,13,5,13,13,5,0,8,509,0,0,8,3,12,3,10,16,0,0,0,0,0,0,3,70,18,184,269,75,24,18,27,24,0,5,3,0,4,0,21,666,0,4,0,6,0,7,12,8,3,0,0,0,0,0,0,57,0,0,0,54,189,183,165,24,11,3,8,3,0,0,12,653,11,117,970,2158,1718,1174,1059,441,74,94,79,91,29,31,271,8314,0,0,7,31,105,34,73,113,45,55,63,53,3,7,19,605,0,0,0,0,0,24,132,105,30,97,90,88,12,0,11,600,0,11,3,0,3,0,0,0,0,0,0,0,0,0,0,30,0,0,17,67,134,221,236,80,24,15,18,17,9,4,33,881,0,0,50,55,48,18,10,0,0,0,0,0,0,0,7,191,0,0,0,10,98,243,587,670,170,177,245,277,117,28,50,2690
SED10044,53,68,37,46,26,5,28,1070,0,0,12,13,7,24,19,14,0,0,0,0,0,0,3,100,5,15,22,37,91,75,94,93,6,12,14,6,0,0,10,472,37,221,283,55,26,27,45,102,16,4,7,5,8,8,39,888,0,6,0,22,63,151,215,108,31,24,20,21,10,13,17,701,0,0,3,53,169,220,352,178,34,23,23,35,10,14,38,1143,3,20,60,82,78,38,15,16,0,0,0,3,0,0,17,331,3,10,57,132,249,119,198,101,27,28,17,30,11,4,16,1001,0,0,0,0,0,3,94,62,20,52,97,53,3,0,0,392,12,38,12,10,12,14,31,23,4,0,4,6,0,0,8,168,13,26,79,218,241,300,280,150,16,33,36,26,21,10,37,1485,0,8,14,8,10,6,13,4,3,3,0,0,0,4,0,80,0,0,0,5,21,20,34,45,15,17,22,12,11,0,0,203
SED10045,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,7,12,14,21,9,21,10,0,0,0,0,0,0,3,86,30,66,30,3,3,10,10,16,3,3,0,3,0,0,13,192,0,3,0,3,12,11,29,14,0,4,8,3,0,7,5,92,0,0,0,5,0,6,11,5,0,5,3,6,0,0,0,40,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,3,9,16,10,10,15,12,4,8,0,4,0,0,0,85,0,0,0,0,0,0,6,11,11,3,15,21,0,0,0,66,7,84,22,17,15,12,29,9,0,0,0,0,0,0,10,200,7,8,91,267,303,190,133,62,4,5,3,10,5,10,57,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,5,0,0,5,0,0,0,27
SED10046,5,12,10,8,10,0,16,550,0,3,46,57,119,1226,2363,1817,610,497,278,624,146,14,135,7931,0,0,8,3,3,3,4,9,0,0,0,0,0,0,5,45,21,163,274,118,39,27,27,26,8,3,0,3,0,0,50,753,0,5,0,0,0,7,13,3,0,4,0,0,0,0,0,41,0,0,0,4,16,11,34,8,3,10,3,0,0,0,5,87,3,5,128,383,399,364,414,194,41,38,34,41,18,12,107,2173,0,0,14,16,70,45,47,42,9,19,12,10,10,0,5,302,0,0,0,0,0,15,152,90,26,47,72,78,11,6,11,502,3,23,4,0,5,0,0,4,0,0,3,0,0,0,0,44,0,0,9,55,201,392,381,298,50,40,52,48,14,11,95,1659,0,0,84,146,89,95,66,38,12,8,8,11,0,0,10,571,0,0,5,3,56,77,181,256,40,75,78,60,30,16,12,887
SED10047,9,9,11,3,8,0,7,246,0,0,5,14,14,86,89,98,20,11,9,17,12,3,15,394,0,9,41,45,41,9,16,47,4,0,0,0,0,0,9,230,5,78,176,44,20,10,13,19,3,0,3,3,0,0,14,379,0,0,0,6,7,3,24,13,0,0,0,0,0,0,4,50,0,0,0,12,29,62,124,35,6,7,0,4,3,0,8,288,5,8,47,96,95,89,99,50,4,12,8,6,4,0,27,552,0,3,8,21,35,10,58,32,4,16,12,4,8,0,10,225,0,0,0,0,3,22,409,128,23,21,23,27,15,0,3,684,3,97,35,10,4,0,8,6,0,0,0,0,0,0,4,176,0,3,40,149,397,732,739,527,106,114,83,113,35,25,156,3223,0,0,7,13,5,0,0,4,4,0,0,0,0,0,10,47,0,0,0,9,48,94,276,306,67,59,60,30,14,3,12,967
SED10048,7,0,3,3,3,0,3,172,0,0,3,12,12,313,536,304,69,56,36,13,11,0,22,1391,0,3,28,21,33,4,28,34,0,3,3,5,0,0,7,165,9,133,114,37,18,16,16,28,0,0,0,0,0,0,24,415,0,7,0,0,5,11,30,23,0,0,0,9,0,0,0,82,0,0,0,0,22,35,82,9,6,6,0,0,0,0,6,168,0,14,82,225,212,176,167,59,14,17,13,13,0,0,27,1011,0,5,21,29,79,33,98,23,7,9,5,0,0,0,13,314,0,0,0,6,3,115,1889,899,141,149,184,207,74,9,35,3695,0,48,23,9,9,6,7,0,0,0,4,0,0,0,0,105,3,7,29,154,333,624,638,413,80,53,83,78,31,22,99,2634,0,0,50,46,45,60,39,15,0,5,8,3,0,0,3,270,0,0,9,7,86,219,415,398,81,100,64,52,27,8,24,1494
SED10049,0,0,0,0,6,0,0,31,0,0,0,0,0,9,4,0,0,0,4,0,0,0,0,24,0,8,14,15,12,7,17,33,0,3,0,0,0,0,0,97,3,26,14,8,0,0,5,5,0,3,3,0,0,0,4,80,0,0,0,0,0,3,11,7,0,0,0,0,0,0,0,28,0,0,0,0,9,14,34,28,4,0,8,0,0,0,0,99,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,22,0,0,11,27,12,3,26,9,3,5,6,11,0,0,3,116,0,0,0,0,0,0,15,13,21,13,15,6,0,0,0,84,8,59,17,7,7,0,3,11,0,0,0,0,0,0,0,118,6,15,52,130,185,148,187,107,23,6,14,29,3,0,28,941,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,3,8,6,14,16,47,6,7,9,3,4,0,0,118
SED10050,0,0,9,0,8,0,0,138,0,0,4,0,0,4,4,3,0,0,0,0,0,0,0,21,0,5,32,48,89,106,149,135,20,30,21,22,10,0,8,669,17,106,146,23,17,17,68,129,23,27,21,35,11,0,14,664,0,0,0,11,30,63,95,35,3,14,6,11,0,0,0,288,0,0,0,13,44,37,60,22,12,6,4,4,6,0,8,212,0,3,9,7,12,3,6,3,0,0,0,0,0,0,0,57,3,3,29,37,59,20,23,14,0,4,4,6,0,0,4,212,0,0,0,0,0,0,47,38,7,31,45,33,16,0,0,222,11,52,28,14,19,41,73,53,33,23,30,21,15,4,9,425,10,27,127,251,339,336,497,218,49,39,46,42,22,20,33,2052,0,0,5,4,7,7,9,0,0,0,0,0,0,0,0,28,0,0,0,3,4,0,7,9,0,0,4,3,0,0,0,31
SED10051,9,12,7,7,0,3,6,249,0,0,11,9,41,128,77,48,21,13,15,3,0,0,0,365,3,3,46,51,92,117,451,469,75,115,109,156,49,3,21,1757,12,168,160,74,30,24,58,99,17,15,14,20,13,0,34,733,0,5,0,7,39,58,67,38,4,6,9,8,0,0,3,249,0,0,0,15,54,41,81,26,11,3,9,8,4,0,6,245,8,17,60,94,39,21,25,9,3,3,0,0,14,3,14,298,3,4,56,129,260,102,175,60,13,28,22,12,8,4,22,899,0,0,0,0,3,5,19,13,0,6,19,4,0,0,4,80,3,18,9,15,18,11,30,21,4,3,9,7,0,0,11,145,5,11,82,234,301,282,342,158,16,26,29,28,16,16,71,1615,0,0,12,11,19,5,7,0,3,0,0,0,0,0,11,67,0,0,3,0,14,4,7,26,0,11,3,8,4,0,9,102
