SED_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
SED53902,39,894,31,0,961,61,1140,62,0,1257,166,2925,146,9,3240,217,2551,146,3,2919,369,2128,114,3,2617,365,1852,85,4,2298,236,1432,65,6,1742,124,942,92,4,1161,51,479,54,0,581,1626,14341,784,25,16780,42,956,37,0,1038,68,1270,51,7,1402,226,3042,156,4,3426,334,2640,125,5,3106,539,2020,81,7,2650,627,1720,65,7,2423,384,1618,81,6,2084,182,1271,129,0,1583,29,903,99,0,1031,2437,15431,826,40,18736,80,1845,67,4,1995,129,2408,107,10,2660,397,5964,297,10,6660,549,5185,271,6,6021,908,4152,194,8,5269,990,3569,152,10,4725,624,3047,142,7,3824,303,2216,221,4,2737,82,1378,150,0,1617,4066,29776,1609,70,35519
SED54006,65,1215,100,0,1383,45,838,58,0,943,115,1717,113,8,1954,222,1970,148,3,2343,315,2136,178,5,2630,363,2202,163,4,2729,269,2171,140,0,2587,127,1125,114,3,1373,43,294,41,0,384,1566,13674,1058,18,16320,66,1204,108,0,1374,63,775,62,0,893,216,1838,127,9,2189,430,2033,135,3,2602,553,2112,142,3,2807,656,2193,135,0,2981,414,2016,132,0,2565,155,1085,129,3,1371,23,341,75,0,432,2568,13592,1040,22,17225,136,2420,206,3,2761,103,1609,118,0,1833,333,3556,246,18,4148,647,4002,286,6,4939,867,4243,315,6,5439,1016,4396,298,3,5710,683,4191,273,4,5150,282,2216,247,5,2746,69,632,120,0,816,4134,27260,2106,42,33544
SED54104,59,1473,64,7,1602,82,1709,89,14,1900,151,2995,185,17,3347,206,2542,178,8,2932,302,2309,138,18,2768,422,1944,131,12,2511,284,1920,152,7,2363,136,1193,145,6,1474,52,367,68,5,492,1687,16443,1157,93,19388,62,1439,82,10,1590,115,1835,92,11,2054,219,3063,221,18,3526,373,2763,199,5,3338,616,2288,123,6,3030,693,1956,114,7,2774,469,1888,153,17,2532,215,1262,152,4,1639,43,636,103,0,777,2810,17130,1244,83,21272,117,2911,145,16,3192,195,3546,181,27,3954,369,6063,408,37,6881,580,5298,377,14,6270,917,4591,256,28,5796,1111,3900,249,21,5280,759,3809,305,23,4900,350,2459,298,9,3115,90,1003,176,9,1271,4495,33575,2403,177,40656
SED54203,33,453,135,0,623,41,788,341,28,1197,152,2928,1332,85,4493,216,2854,1268,28,4359,237,2876,1342,21,4482,238,2962,992,23,4214,196,2582,461,7,3243,78,874,147,0,1100,11,100,17,0,125,1197,16421,6029,194,23835,28,386,119,0,536,49,716,226,22,1016,130,2080,562,60,2833,179,1651,424,5,2262,221,1524,436,8,2193,319,2141,437,14,2910,209,2133,322,5,2670,52,619,112,0,777,5,70,23,0,102,1211,11316,2658,116,15304,59,839,253,0,1154,86,1505,566,55,2210,282,5009,1895,140,7326,395,4505,1697,30,6627,463,4401,1778,30,6670,560,5107,1429,34,7126,412,4719,777,9,5918,134,1490,254,0,1886,18,168,43,0,232,2406,27735,8686,307,39132
SED54304,45,731,72,8,850,66,1810,273,69,2222,250,6087,868,183,7382,315,4431,620,121,5488,353,2856,511,89,3807,411,2307,393,61,3169,206,1515,229,23,1970,78,646,119,6,855,21,209,49,0,290,1746,20595,3136,559,26037,25,787,73,12,904,83,2044,252,41,2428,296,6137,600,136,7159,364,3682,354,43,4440,497,2396,260,39,3192,559,1847,207,23,2636,279,1360,186,16,1841,74,670,97,9,851,11,424,57,0,495,2190,19348,2093,315,23947,75,1514,147,17,1748,155,3851,527,116,4646,545,12223,1461,320,14541,681,8115,978,160,9933,850,5258,773,125,6998,965,4156,595,85,5806,484,2878,413,34,3811,152,1315,219,20,1708,35,638,112,3,790,3941,39950,5228,875,49990
SED54403,56,1047,261,0,1362,55,1321,579,13,1962,261,5395,2749,55,8459,404,5810,3023,71,9308,347,4804,2542,49,7737,259,3513,1771,34,5583,81,1291,464,13,1849,20,299,77,4,402,0,31,8,0,42,1487,23512,11477,237,36706,47,832,181,0,1060,66,1083,349,22,1524,250,3876,1096,33,5257,359,3176,757,9,4289,278,2359,682,3,3325,203,1749,490,15,2456,104,902,205,16,1224,24,209,55,0,294,0,29,5,0,42,1337,14219,3813,93,19462,106,1875,437,0,2424,118,2409,924,30,3484,506,9274,3845,93,13718,761,8987,3779,72,13602,626,7160,3223,54,11064,469,5259,2260,48,8037,183,2190,667,22,3070,46,512,131,4,695,4,56,20,0,77,2818,37727,15289,334,56171
SED54505,62,1656,34,0,1755,81,1214,36,3,1329,96,1578,51,5,1733,250,2564,61,5,2885,356,2687,56,10,3106,356,1941,62,21,2379,331,1936,37,16,2317,149,1047,50,3,1253,52,331,35,0,420,1725,14960,423,69,17180,81,1581,45,0,1712,83,1090,39,0,1212,122,1569,43,7,1746,427,3030,78,4,3544,567,2641,52,3,3263,601,1962,56,23,2645,507,1997,62,21,2586,204,1157,86,3,1444,33,560,57,3,648,2621,15586,513,74,18798,141,3240,76,3,3462,158,2306,69,3,2535,218,3151,91,18,3480,674,5594,149,13,6427,915,5327,108,13,6369,962,3903,120,38,5027,837,3934,98,39,4901,351,2206,137,12,2696,85,888,87,3,1068,4344,30550,942,137,35976
SED54605,58,954,65,0,1083,58,1037,216,14,1319,123,2026,320,3,2482,192,1745,221,11,2164,275,1997,174,3,2447,394,2230,150,9,2782,278,1931,105,9,2324,171,1143,134,6,1448,44,369,100,0,511,1596,13427,1487,50,16551,44,868,70,0,975,77,897,106,4,1088,207,1853,189,6,2254,334,1879,128,5,2347,503,1936,115,3,2558,658,2130,102,4,2885,452,1975,131,6,2564,162,1315,173,5,1661,32,568,174,0,777,2461,13420,1184,30,17099,100,1816,136,3,2054,133,1931,324,17,2403,332,3878,510,12,4736,524,3625,350,10,4511,776,3928,289,5,4999,1049,4354,253,15,5672,727,3906,230,12,4886,332,2461,304,6,3108,75,940,274,6,1292,4053,26843,2678,79,33659
SED54701,52,860,143,4,1057,48,797,139,5,992,111,1866,293,29,2301,182,1882,306,6,2375,255,2083,345,0,2685,386,2213,305,5,2911,205,1744,229,6,2178,97,886,151,4,1142,31,232,49,0,305,1359,12578,1958,55,15952,47,742,125,0,917,51,703,96,0,846,177,1767,222,10,2176,324,1699,254,0,2277,390,1722,218,0,2331,475,1842,224,3,2549,276,1503,206,0,1989,120,874,160,0,1152,22,365,80,0,465,1880,11213,1587,20,14703,100,1606,270,4,1974,103,1501,232,8,1840,284,3639,512,35,4476,511,3580,560,11,4657,642,3804,566,3,5017,863,4057,534,10,5458,479,3249,436,4,4162,210,1765,317,0,2289,50,599,125,0,779,3242,23793,3545,70,30651
SED54804,34,1005,35,0,1077,51,938,48,0,1039,129,3224,221,15,3588,199,3105,166,4,3477,290,2320,111,14,2740,320,1750,78,11,2159,182,1360,77,12,1633,88,800,93,3,988,38,313,88,0,438,1343,14823,909,67,17150,44,989,47,0,1079,79,1168,65,8,1318,227,3882,205,12,4325,345,3225,172,9,3756,499,2242,101,7,2845,558,1723,80,15,2371,360,1495,106,9,1968,153,1059,117,7,1338,34,642,134,0,813,2302,16435,1030,57,19830,73,1996,82,0,2160,135,2107,111,8,2362,358,7104,426,25,7917,546,6336,339,10,7230,786,4560,216,18,5587,876,3474,152,22,4537,546,2860,182,12,3603,244,1865,206,8,2330,71,957,218,0,1246,3651,31259,1942,126,36975
SED54905,54,1288,42,3,1388,60,1576,83,6,1720,126,2855,175,22,3181,185,2420,125,21,2743,289,2017,101,13,2421,401,1815,81,11,2312,262,1820,92,13,2185,95,894,91,0,1087,40,325,80,0,446,1512,15012,865,89,17484,63,989,43,3,1102,110,1529,69,5,1717,161,2929,143,19,3252,323,2417,130,11,2880,524,2084,94,13,2716,645,1947,103,7,2708,474,1825,120,16,2430,169,1066,136,0,1371,49,578,166,0,789,2525,15368,1000,71,18958,120,2275,91,3,2492,172,3105,147,13,3436,290,5779,313,43,6427,511,4839,253,23,5620,814,4107,196,21,5143,1050,3763,185,22,5016,736,3640,210,30,4614,267,1962,223,0,2457,88,905,247,0,1232,4038,30370,1865,164,36438
SED55005,71,1664,72,0,1809,80,1524,67,7,1681,184,2658,152,8,3000,340,3433,143,8,3933,378,2764,128,6,3279,268,2018,57,8,2359,201,1491,62,14,1767,76,589,38,3,712,17,173,31,5,226,1621,16320,765,59,18759,85,1533,65,0,1691,114,1428,58,4,1602,291,2881,184,9,3363,542,3657,142,0,4343,584,2748,104,8,3446,487,1953,65,21,2519,292,1420,74,21,1808,83,706,67,3,862,19,314,54,0,384,2499,16635,808,72,20013,159,3197,142,0,3497,197,2958,123,7,3289,478,5536,339,14,6364,879,7095,288,9,8275,972,5513,228,14,6723,758,3968,125,28,4877,492,2907,142,33,3576,156,1298,108,10,1569,33,487,82,4,608,4115,32954,1575,128,38772
SED55102,67,1572,113,0,1749,52,1192,249,48,1533,165,2289,769,7,3231,305,2621,734,3,3660,348,2523,466,4,3343,292,2027,239,12,2571,207,1450,119,5,1782,99,630,51,4,776,20,126,18,0,161,1555,14425,2755,77,18808,77,1413,94,0,1588,68,1109,63,0,1249,324,2728,160,6,3220,530,2920,184,0,3640,597,2579,149,0,3327,584,2030,92,4,2707,293,1404,76,12,1781,117,562,42,3,723,9,144,11,0,168,2599,14896,876,30,18400,141,2982,212,0,3335,122,2299,314,46,2782,492,5024,923,18,6457,828,5541,925,4,7304,951,5106,613,3,6672,874,4058,330,15,5275,500,2854,196,12,3561,211,1188,93,3,1504,30,271,24,6,327,4157,29324,3629,106,37217
SED55202,45,1284,83,0,1418,61,1398,103,0,1570,215,2662,244,9,3133,311,2970,258,5,3541,286,2438,188,10,2916,271,2041,120,5,2437,263,1721,88,10,2080,145,950,67,0,1166,29,290,75,0,382,1629,15759,1212,43,18642,68,1244,83,0,1399,98,1287,97,0,1482,324,2828,210,4,3368,475,2705,217,7,3412,510,2210,148,3,2873,515,2011,109,12,2648,380,1838,113,8,2343,137,1159,103,0,1402,28,491,127,5,647,2542,15771,1198,51,19568,114,2527,170,0,2812,165,2685,205,6,3055,538,5492,450,14,6501,788,5673,473,12,6945,794,4652,329,14,5789,790,4052,224,21,5082,640,3561,198,18,4423,283,2111,171,6,2565,53,777,194,5,1035,4167,31527,2412,94,38206
SED55306,38,1138,87,0,1264,27,707,34,0,771,88,1674,167,17,1946,179,2166,178,3,2531,280,2272,169,9,2735,362,2092,179,6,2643,268,2298,159,0,2727,167,1176,117,4,1461,43,314,55,0,418,1466,13837,1148,38,16492,53,1024,99,0,1175,40,610,47,0,698,176,1861,173,12,2220,395,2556,180,3,3133,552,2406,162,4,3130,665,2257,186,7,3116,471,2280,181,5,2937,193,1192,133,0,1524,40,560,54,0,661,2587,14753,1225,35,18595,93,2165,182,0,2439,62,1317,82,0,1469,268,3539,334,28,4162,575,4722,367,7,5665,833,4679,340,11,5863,1029,4349,368,10,5756,739,4577,339,5,5666,360,2368,248,4,2983,86,877,112,0,1080,4053,28592,2373,72,35085
SED55405,38,950,70,0,1058,96,2259,201,12,2564,227,4925,393,19,5564,278,3223,255,6,3765,280,2155,159,8,2604,312,1742,133,3,2191,181,1296,131,3,1609,84,681,104,5,871,29,273,110,0,414,1513,17509,1550,59,20634,57,995,55,5,1108,122,2036,147,6,2310,282,4369,348,17,5012,369,3044,217,8,3647,447,1908,137,6,2502,460,1547,107,17,2121,249,1305,101,12,1666,118,829,161,6,1110,27,533,250,0,807,2122,16572,1526,71,20294,92,1949,129,4,2170,216,4296,346,20,4879,507,9294,741,40,10580,650,6269,477,17,7407,727,4062,298,11,5105,765,3290,236,20,4316,423,2598,231,15,3269,201,1509,261,6,1984,54,808,365,0,1219,3635,34080,3081,133,40926
SED55504,67,1526,55,0,1644,50,1373,60,6,1483,133,2769,126,9,3041,253,3041,142,3,3439,270,2616,102,4,2989,227,2008,62,7,2308,187,1492,48,4,1724,100,723,49,3,872,28,173,33,0,232,1311,15726,674,29,17741,67,1382,69,0,1519,72,1329,47,3,1448,281,3072,102,3,3461,496,3194,141,9,3840,526,2641,92,0,3264,479,1958,66,9,2515,294,1520,64,8,1880,101,878,75,7,1056,26,308,71,0,402,2335,16290,724,38,19392,131,2908,123,0,3165,122,2701,107,6,2936,412,5845,231,16,6501,751,6239,284,12,7281,793,5255,198,9,6252,709,3969,128,17,4823,480,3006,112,10,3606,200,1610,119,7,1930,55,481,102,0,638,3647,32012,1397,73,37132
SED55605,72,1759,100,0,1934,64,1378,59,0,1504,153,2420,139,7,2714,263,2470,150,4,2885,318,2656,99,5,3087,302,2212,74,0,2588,168,1172,47,9,1390,98,609,35,0,738,20,160,18,0,198,1463,14832,719,28,17044,79,1642,80,0,1800,80,1296,47,0,1424,297,2676,133,0,3104,481,2843,150,8,3480,633,2927,123,0,3681,535,2068,65,9,2672,256,1238,56,5,1557,106,634,51,6,792,15,216,37,0,273,2498,15536,736,24,18791,155,3397,184,0,3734,148,2678,105,0,2929,449,5093,268,9,5823,745,5311,299,8,6370,957,5581,225,7,6771,835,4279,140,9,5263,427,2412,102,7,2947,206,1243,86,6,1535,33,379,48,0,470,3959,30374,1452,48,35829
SED55706,57,985,118,0,1169,35,639,68,14,765,113,1567,228,53,1968,197,1943,257,26,2420,330,2226,309,3,2869,431,2585,299,5,3322,356,2530,235,9,3130,157,1181,127,0,1467,41,303,57,0,402,1727,13956,1703,116,17499,65,888,116,4,1072,41,491,69,8,606,190,1681,178,15,2066,393,2188,244,7,2823,534,2206,270,8,3014,686,2553,263,3,3502,448,2325,209,7,2986,162,1103,140,0,1412,23,406,74,4,514,2536,13847,1560,43,17993,121,1880,241,6,2242,78,1133,138,26,1372,308,3252,406,71,4028,585,4124,498,29,5240,865,4431,580,8,5878,1114,5134,564,10,6823,811,4855,444,12,6120,316,2285,269,0,2872,68,708,135,4,913,4258,27804,3266,160,35492
SED55802,69,1527,78,0,1674,55,1560,62,0,1685,212,3737,185,4,4135,299,3412,129,3,3847,289,2475,101,0,2860,317,2143,76,10,2539,160,1292,45,7,1509,82,618,30,3,738,18,186,12,0,215,1507,16951,707,28,19194,91,1420,70,0,1574,107,1550,87,0,1752,388,4026,281,10,4701,494,3294,214,0,4006,528,2608,125,3,3266,566,2043,85,25,2719,232,1306,60,13,1608,91,738,47,0,871,9,322,18,3,351,2505,17301,983,58,20848,158,2945,145,0,3245,165,3111,149,6,3427,594,7766,464,10,8841,791,6700,352,3,7847,813,5085,222,6,6129,881,4183,161,36,5264,394,2599,106,17,3115,179,1357,76,4,1610,32,508,26,3,568,4006,34248,1696,89,40047
SED55905,43,970,72,0,1079,66,1205,82,0,1351,144,2393,173,3,2714,212,2079,159,0,2454,261,1995,119,6,2383,402,1849,116,4,2366,236,1511,140,6,1895,138,924,183,0,1249,41,301,155,0,497,1535,13230,1197,30,15989,53,1046,95,3,1197,91,1241,72,7,1417,232,2429,231,4,2908,359,2127,187,3,2679,563,1934,144,10,2646,629,1923,131,3,2690,391,1685,152,3,2229,146,1140,201,0,1491,34,526,249,0,807,2514,14056,1466,34,18073,96,2014,161,3,2277,160,2444,156,6,2767,380,4823,403,7,5617,572,4214,343,9,5134,819,3930,263,16,5029,1031,3772,239,10,5053,628,3197,297,7,4126,284,2064,391,0,2743,77,831,402,0,1310,4047,27284,2662,63,34054
SED59797,0,8,7,0,14,3,46,28,0,81,11,222,193,24,459,29,465,416,37,945,30,427,374,53,896,23,234,196,24,473,3,69,41,0,119,0,11,0,0,15,0,0,0,0,0,105,1492,1256,143,3002,5,3,3,0,8,0,20,15,0,37,7,57,28,3,94,0,30,20,7,55,7,30,22,0,57,7,43,29,3,86,5,43,14,0,61,0,10,5,0,17,0,0,0,4,3,23,242,123,16,405,5,6,10,0,19,6,69,43,0,121,11,278,223,33,549,31,492,432,37,999,38,459,399,61,951,33,280,220,29,560,9,115,54,0,178,0,22,6,0,32,0,0,0,4,3,129,1727,1382,164,3410
SED60105,29,633,11,3,672,37,672,48,0,763,113,1678,125,4,1917,143,1213,82,0,1442,192,1169,68,0,1435,184,1046,79,0,1311,140,926,73,6,1145,72,646,58,4,781,32,244,44,0,317,945,8227,605,10,9787,35,652,24,0,708,56,699,42,0,790,162,1632,69,0,1861,235,1228,55,3,1531,337,1208,67,3,1619,344,1051,72,0,1467,253,1075,74,0,1401,113,847,83,0,1046,32,500,75,3,612,1559,8897,563,18,11035,64,1283,36,4,1381,92,1371,91,0,1551,273,3304,202,4,3781,378,2443,136,5,2975,535,2379,141,5,3057,532,2096,151,0,2776,387,2001,152,5,2547,183,1494,139,4,1822,65,749,119,3,934,2504,17121,1163,35,20821
SED60106,14,144,26,0,182,9,141,14,0,166,25,351,37,0,406,42,286,30,0,357,60,363,30,0,452,89,489,45,0,626,68,500,49,0,619,35,233,29,0,294,7,55,24,0,89,344,2576,278,7,3199,8,134,20,0,160,7,137,9,0,154,38,306,21,0,370,74,294,41,0,401,93,354,21,0,475,148,473,48,0,672,96,404,46,0,542,35,250,42,0,327,12,85,52,0,145,509,2438,293,0,3243,24,275,42,0,343,13,283,24,0,321,60,659,58,0,776,111,577,65,0,756,156,720,48,0,924,234,971,96,0,1297,165,904,94,0,1162,69,486,71,0,626,21,138,79,0,233,855,5015,569,9,6445
SED60113,42,1023,54,0,1120,45,915,42,0,997,143,1966,109,0,2219,169,1755,76,5,2007,293,1884,103,3,2278,325,2047,111,0,2481,275,1828,114,4,2225,149,951,72,0,1170,28,248,48,0,329,1471,12611,725,15,14821,48,1001,50,0,1093,59,806,38,0,906,207,1907,100,0,2225,332,1875,82,3,2294,506,1992,90,6,2589,665,1990,105,0,2758,414,1824,131,0,2365,151,1056,107,0,1315,27,369,70,0,461,2408,12809,780,14,16011,92,2022,100,0,2210,100,1715,84,0,1894,354,3874,212,7,4442,499,3627,166,12,4296,792,3876,196,6,4872,988,4039,215,0,5239,689,3647,245,3,4592,302,2005,181,0,2488,56,619,121,0,792,3873,25418,1504,32,30836
SED60115,62,1013,144,0,1225,80,1258,157,44,1537,233,2666,264,6,3171,244,1873,152,6,2276,294,1884,158,0,2338,358,1954,117,3,2431,230,1660,128,3,2026,120,902,86,0,1120,27,254,26,0,303,1658,13471,1231,64,16422,82,961,107,3,1150,103,1098,137,4,1343,350,2376,211,32,2964,465,1791,129,5,2389,544,1803,118,0,2464,579,1834,109,5,2525,335,1687,126,0,2153,130,965,93,0,1190,16,429,43,0,483,2604,12936,1077,49,16667,144,1975,247,3,2379,181,2361,290,46,2881,583,5039,477,43,6139,713,3663,285,4,4663,836,3681,278,0,4797,930,3789,227,10,4956,570,3351,253,3,4177,253,1871,179,0,2310,46,679,70,0,791,4256,26407,2313,115,33087
SED60207,44,984,53,0,1079,49,883,55,9,995,125,1985,141,12,2265,186,1579,106,7,1887,313,1840,121,3,2279,384,1852,121,0,2357,320,1922,129,3,2372,161,1133,120,0,1407,34,318,58,0,409,1622,12484,899,40,15049,68,878,48,0,994,76,843,43,0,971,278,1975,120,8,2385,393,1648,94,3,2141,535,1854,98,0,2486,653,1937,133,8,2720,461,2025,137,0,2626,171,1241,141,3,1557,26,539,88,0,651,2663,12947,899,30,16537,113,1857,102,0,2074,125,1728,100,9,1966,405,3956,265,22,4645,580,3229,202,17,4032,852,3691,215,3,4763,1035,3785,251,4,5079,779,3948,265,0,4997,331,2377,255,4,2967,59,858,147,0,1062,4283,25428,1799,75,31579
SED60208,44,799,83,0,925,49,719,48,0,810,119,1515,97,7,1739,198,1297,105,9,1609,253,1582,110,0,1942,332,1864,89,0,2281,269,1566,120,6,1964,148,867,84,0,1107,28,242,34,0,306,1437,10454,772,23,12683,42,832,55,0,932,78,721,46,0,844,245,1522,84,6,1855,331,1348,88,0,1774,479,1614,93,0,2181,590,1799,90,0,2480,382,1593,101,0,2081,153,983,114,0,1260,19,432,30,0,479,2317,10845,710,10,13880,88,1630,146,0,1858,122,1438,95,0,1655,366,3031,178,12,3590,525,2645,196,11,3376,732,3191,202,0,4125,919,3663,179,3,4763,652,3165,223,5,4040,304,1855,201,0,2360,52,670,69,0,786,3760,21294,1482,30,26559
SED60209,40,893,103,0,1032,54,876,86,0,1019,130,1957,177,6,2269,241,1704,184,0,2131,323,1944,203,4,2467,407,2233,188,4,2838,278,1935,176,5,2394,156,985,126,0,1271,30,286,48,0,364,1667,12810,1294,18,15792,54,845,101,0,1003,63,835,59,4,955,254,1828,168,6,2257,409,1643,151,0,2206,486,1849,161,0,2500,637,2075,145,9,2862,408,1837,173,0,2426,148,1088,129,0,1368,25,464,64,0,554,2485,12469,1155,25,16130,98,1732,205,0,2030,118,1713,139,3,1975,385,3784,350,9,4530,652,3345,338,0,4338,807,3801,363,3,4971,1047,4310,337,11,5701,688,3779,349,6,4824,304,2073,260,0,2635,54,749,111,0,918,4152,25277,2446,40,31916
SED60301,26,442,36,0,497,31,432,19,0,475,103,1195,62,0,1362,106,858,42,0,1006,124,756,47,0,928,147,751,37,0,931,67,546,24,4,643,63,334,46,0,440,17,130,7,0,161,683,5445,325,6,6457,30,390,33,0,455,39,388,23,0,454,129,1076,51,0,1268,204,810,43,0,1056,198,742,40,0,983,227,757,50,3,1041,139,610,41,0,792,56,510,59,0,619,13,203,28,0,236,1049,5492,368,5,6904,57,835,65,0,952,74,814,46,0,933,234,2281,115,4,2631,310,1666,86,0,2063,319,1500,90,4,1912,371,1509,90,5,1976,210,1162,65,4,1434,117,839,102,0,1061,33,333,33,0,399,1725,10929,690,8,13365
SED60302,41,791,48,0,883,65,1032,51,0,1147,235,3552,218,4,4007,228,2148,115,0,2494,272,1586,98,0,1955,335,1633,82,5,2055,205,1296,72,6,1575,102,707,67,0,875,25,287,29,0,341,1504,13028,783,13,15330,47,786,62,0,892,86,1021,59,0,1165,307,3130,203,0,3646,386,1913,116,0,2415,457,1502,80,4,2040,480,1559,65,0,2101,313,1455,89,0,1863,126,979,86,5,1188,34,503,41,0,578,2229,12840,796,19,15887,85,1583,105,0,1770,155,2051,104,0,2308,541,6679,421,7,7654,615,4063,230,0,4909,722,3087,179,4,3992,810,3192,146,7,4154,516,2753,161,8,3437,231,1688,148,4,2070,52,789,74,0,917,3735,25876,1578,33,31213
SED60303,32,906,45,0,987,67,1212,88,46,1416,190,3267,268,123,3848,181,2076,168,31,2459,306,1906,144,11,2360,339,1647,124,10,2124,225,1453,127,3,1805,95,666,76,0,841,36,211,40,0,280,1473,13339,1079,227,16116,41,868,44,0,956,85,1316,77,8,1482,244,3312,213,9,3775,308,2146,144,6,2603,501,1879,132,0,2519,595,1618,135,16,2359,346,1438,123,10,1914,121,803,105,3,1029,28,406,93,0,526,2267,13778,1072,48,17157,74,1776,93,0,1942,150,2527,173,54,2898,427,6576,476,131,7614,490,4218,310,36,5060,807,3790,272,9,4879,938,3269,257,18,4486,576,2885,247,13,3717,218,1467,178,4,1869,63,612,131,0,808,3739,27115,2144,272,33276
