SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
SED55802,25297,26595,51891,2278,2127,4412,3817,3616,7434,1674,1574,3245,1685,1752,3427,4135,4701,8841,3847,4006,7847,2860,3266,6129,2539,2719,5264,1509,1608,3115,738,871,1610,215,351,568,34,63,94,25113,26150,51266,178,451,626,642,773,1415,12,15,21,15,26,40,666,813,1481,15075,15606,30679,9501,10242,19747,16986,17381,34367,7431,8046,15473,21552,22209,43763,621,570,1189,3608,3415,7030,1232,1254,2488,529,646,1177,736,1300,2034,10937,12186,23122,2051,2035,4085,3996,4082,8070,854,831,1688,474,611,1081,215,309,527
SED55905,19358,21181,40541,1187,1045,2228,2184,2066,4248,1079,1197,2277,1351,1417,2767,2714,2908,5617,2454,2679,5134,2383,2646,5029,2366,2690,5053,1895,2229,4126,1249,1491,2743,497,807,1310,25,36,64,18587,19976,38557,775,1206,1976,430,478,909,3,13,14,5,10,13,443,500,941,12383,13202,25588,5774,6621,12400,14770,15732,30503,3359,4013,7373,16378,17810,34190,334,290,627,2035,1949,3982,790,935,1721,550,699,1246,600,981,1584,8735,10213,18945,1475,1541,3020,3198,3327,6523,759,755,1518,544,701,1240,99,117,214
SED59797,3003,413,3413,0,0,0,0,4,3,14,8,19,81,37,121,459,94,549,945,55,999,896,57,951,473,86,560,119,61,178,15,17,32,0,3,3,143,16,164,24,15,37,2981,399,3380,40,6,44,0,0,0,0,0,0,39,6,48,1000,174,1179,618,97,717,1404,244,1654,208,22,233,1373,231,1606,0,0,0,0,0,0,0,5,5,10,4,10,63,9,68,944,198,1141,246,22,272,366,40,402,32,6,38,4,0,4,4,0,0
SED60105,11804,13049,24850,619,628,1250,1395,1387,2778,672,708,1381,763,790,1551,1917,1861,3781,1442,1531,2975,1435,1619,3057,1311,1467,2776,1145,1401,2547,781,1046,1822,317,612,934,13,20,35,11083,12200,23282,716,853,1569,355,320,674,11,11,23,7,17,24,375,352,725,9325,10487,19812,1918,2029,3949,10050,11276,21329,1164,1211,2371,10161,11480,21637,180,178,353,1323,1318,2642,533,551,1091,220,281,505,482,679,1164,4837,5621,10459,790,928,1721,2552,2718,5275,572,661,1236,346,392,739,60,70,131
SED60106,3831,3833,7664,177,157,341,453,427,880,182,160,343,166,154,321,406,370,776,357,401,756,452,475,924,626,672,1297,619,542,1162,294,327,626,89,145,233,7,0,9,3767,3761,7529,61,68,136,198,200,395,4,4,11,4,11,11,206,215,417,3158,3146,6305,351,355,706,3476,3474,6949,98,95,187,3460,3465,6926,51,23,76,413,397,811,109,114,224,18,36,58,50,104,156,836,1146,1988,224,297,524,1342,1087,2428,371,292,660,143,104,253,3,3,7
SED60113,18089,18989,37077,958,889,1851,2309,2091,4396,1120,1093,2210,997,906,1894,2219,2225,4442,2007,2294,4296,2278,2589,4872,2481,2758,5239,2225,2365,4592,1170,1315,2488,329,461,792,19,14,38,17753,18646,36396,338,343,679,475,521,992,12,24,36,19,27,44,505,564,1069,14623,15253,29869,2679,2907,5585,16203,16983,33182,1142,1254,2398,16326,17145,33469,239,253,487,2189,1980,4167,840,870,1712,238,292,532,588,888,1474,6544,7727,14273,1330,1481,2807,4581,4453,9030,1016,969,1976,518,470,991,55,60,114
SED60115,20019,20059,40078,1137,1089,2219,2463,2305,4769,1225,1150,2379,1537,1343,2881,3171,2964,6139,2276,2389,4663,2338,2464,4797,2431,2525,4956,2026,2153,4177,1120,1190,2310,303,483,791,67,49,117,19197,19339,38543,819,717,1534,924,1036,1967,51,64,115,41,46,94,1024,1147,2170,15237,15559,30791,3298,3147,6442,16315,16733,33047,2352,2110,4464,16743,17208,33951,265,272,537,2243,2116,4363,818,812,1634,431,425,857,832,1017,1844,6185,6664,12851,1271,1483,2758,5188,5000,10190,1345,1234,2581,848,792,1637,224,242,462
SED60207,18265,19651,37915,968,933,1905,2250,2180,4427,1079,994,2074,995,971,1966,2265,2385,4645,1887,2141,4032,2279,2486,4763,2357,2720,5079,2372,2626,4997,1407,1557,2967,409,651,1062,40,30,75,17831,19134,36970,434,517,950,1224,1285,2507,59,64,120,47,66,110,1331,1406,2744,15258,16520,31781,2001,2104,4104,16475,17813,34282,886,969,1858,16501,17883,34386,266,236,500,2109,2041,4149,756,751,1514,165,235,408,414,694,1104,4768,5899,10666,1392,1628,3019,5692,5724,11414,1452,1513,2968,684,688,1367,58,58,109
SED60208,15429,16435,31862,827,752,1576,1921,1798,3724,925,932,1858,810,844,1655,1739,1855,3590,1609,1774,3376,1942,2181,4125,2281,2480,4763,1964,2081,4040,1107,1260,2360,306,479,786,25,8,36,15245,16192,31434,181,243,425,1213,1331,2546,42,54,90,40,45,84,1297,1424,2722,13075,13982,27060,1386,1505,2896,14219,15226,29441,400,458,859,14194,15239,29428,181,175,355,1785,1674,3466,658,688,1343,127,186,315,306,600,907,3841,4954,8796,1155,1429,2586,4842,4742,9586,1253,1242,2490,699,645,1342,42,26,75
SED60209,19210,19493,38701,1038,1049,2091,2380,2312,4693,1032,1003,2030,1019,955,1975,2269,2257,4530,2131,2206,4338,2467,2500,4971,2838,2862,5701,2394,2426,4824,1271,1368,2635,364,554,918,25,20,42,18414,18882,37296,792,614,1407,1758,1877,3640,57,56,113,87,62,147,1902,2003,3906,15592,15943,31532,2081,2103,4188,17012,17404,34419,803,794,1597,16914,17324,34244,231,219,450,2165,2109,4269,674,732,1406,171,213,385,408,664,1075,4846,5854,10696,1455,1653,3114,5665,5263,10926,1507,1329,2837,823,652,1476,68,55,122
SED60301,8004,8283,16289,470,388,862,1077,986,2066,497,455,952,475,454,933,1362,1268,2631,1006,1056,2063,928,983,1912,931,1041,1976,643,792,1434,440,619,1061,161,236,399,5,8,15,7918,8187,16101,83,101,184,426,511,938,20,29,54,28,31,56,472,566,1041,6537,6814,13348,1093,1061,2149,6822,7117,13941,839,786,1623,7007,7321,14325,126,83,208,1014,926,1934,362,327,689,104,131,237,300,356,659,2663,2803,5469,595,653,1248,2007,2121,4130,528,599,1123,286,277,565,44,44,83
SED60302,18263,18753,37020,1003,1005,2010,1931,1868,3801,883,892,1770,1147,1165,2308,4007,3646,7654,2494,2415,4909,1955,2040,3992,2055,2101,4154,1575,1863,3437,875,1188,2070,341,578,917,17,19,38,17898,18328,36222,369,427,797,808,839,1642,36,34,63,44,37,79,883,902,1791,12477,13274,25751,4934,4639,9572,12948,13761,26709,4461,4115,8573,13901,14916,28813,206,235,440,1792,1751,3543,660,688,1350,401,432,837,1305,1359,2671,8247,8205,16447,1070,1118,2188,3435,3633,7067,896,1050,1940,642,751,1394,177,217,400
SED60303,18631,19588,38214,782,730,1507,1725,1700,3424,987,956,1942,1416,1482,2898,3848,3775,7614,2459,2603,5060,2360,2519,4879,2124,2359,4486,1805,1914,3717,841,1029,1869,280,526,808,232,49,285,16759,17770,34528,1872,1813,3684,318,318,634,15,8,23,6,7,11,334,336,673,12701,13398,26097,4709,5095,9808,14078,14954,29027,3231,3507,6737,14617,15575,30189,260,218,482,1647,1619,3272,826,809,1630,704,799,1496,1401,1834,3239,11202,12241,23449,918,874,1788,1870,1966,3835,497,507,1002,299,340,640,52,86,140
SED60304,171,165,339,3,7,11,19,27,51,9,8,22,9,6,15,22,20,37,23,20,44,29,34,68,28,16,46,16,11,33,11,5,19,0,0,0,0,0,0,171,165,339,0,0,0,3,12,12,0,0,0,0,0,0,3,12,12,143,136,277,25,25,57,167,151,317,0,7,8,162,154,316,0,4,4,19,21,47,9,9,18,0,3,3,8,14,20,80,90,173,12,15,27,38,20,53,7,5,16,0,0,7,0,0,0
SED60310,10203,10718,20930,395,404,803,1203,1037,2239,643,637,1279,808,726,1535,1709,1696,3414,1166,1242,2405,1178,1343,2522,1127,1294,2426,1142,1257,2401,612,714,1323,211,377,587,24,36,62,9813,10317,20130,395,406,799,146,125,276,0,3,3,3,3,6,150,131,277,6699,7000,13694,3152,3347,6499,7583,7999,15580,2258,2352,4605,8010,8444,16457,125,143,266,1166,991,2154,565,550,1115,476,446,917,812,979,1787,6371,6826,13198,481,508,986,936,1109,2048,244,281,524,162,160,333,26,30,55
SED60404,17718,18008,35720,989,892,1884,2376,2347,4726,1081,906,1987,790,706,1492,1705,1863,3566,2126,2354,4484,2337,2465,4801,2596,2747,5344,2347,2321,4667,1115,1053,2170,247,357,608,20,13,33,17513,17745,35260,206,261,465,1307,1267,2577,37,36,74,28,31,57,1373,1339,2714,13994,14099,28093,2727,2916,5635,15995,16184,32184,821,970,1794,16057,16353,32414,241,228,471,2206,2198,4399,788,710,1502,189,218,406,500,789,1285,6753,7938,14690,1303,1232,2534,3924,3575,7501,949,790,1737,492,364,862,35,32,64
SED60410,7344,8193,15539,444,415,859,909,873,1771,458,405,859,451,439,894,1257,1327,2579,1001,1091,2093,773,971,1746,725,879,1607,702,952,1654,466,609,1072,161,233,390,3,8,12,7284,8098,15383,61,93,156,293,268,555,5,6,11,16,13,31,313,288,605,5241,5856,11097,1938,2130,4068,5954,6620,12571,1222,1371,2596,6109,6871,12980,118,127,248,874,838,1716,370,331,691,183,165,348,404,574,974,3662,4232,7901,474,496,967,1211,1435,2651,289,326,617,160,175,335,17,29,45
SED60411,15147,16538,31684,819,743,1558,1757,1625,3378,766,741,1508,847,770,1622,2254,2214,4465,1889,2050,3942,1761,1929,3692,1752,2068,3823,1699,2074,3775,1146,1477,2619,462,835,1299,17,23,37,14854,16082,30932,300,458,751,459,437,897,18,12,24,23,18,39,500,468,965,12035,13198,25235,2591,2773,5366,12939,14226,27164,1699,1756,3461,13194,14521,27715,245,213,459,1684,1558,3243,601,619,1223,319,349,666,741,898,1641,7105,7680,14783,936,1074,2011,2948,3525,6477,657,765,1422,355,459,813,56,54,113
SED60414,13582,13678,27265,830,845,1673,1897,1775,3663,812,742,1548,804,734,1539,2027,1972,4001,1819,1881,3702,1682,1733,3416,1684,1787,3470,1348,1349,2694,573,682,1253,119,180,300,7,8,16,12921,13511,26430,661,168,825,731,699,1432,38,31,72,35,67,103,804,801,1614,11485,11650,23134,1573,1492,3069,11745,12334,24077,805,813,1620,11828,12497,24329,218,235,445,1786,1664,3449,576,575,1153,218,237,451,454,641,1093,5069,5632,10699,988,1065,2055,3192,2941,6135,649,652,1302,316,279,601,38,28,69
SED60501,11051,11062,22115,724,628,1353,1629,1569,3197,731,663,1396,692,684,1375,1273,1462,2734,1310,1389,2699,1394,1381,2774,1474,1443,2915,1195,1172,2369,519,519,1043,110,157,265,7,8,17,10901,10934,21831,153,135,279,1005,1116,2119,75,83,158,69,73,148,1148,1272,2428,9315,9353,18667,771,774,1546,9915,9930,19847,303,310,608,9888,9984,19878,162,131,296,1460,1407,2867,441,447,892,87,110,195,204,357,558,2546,2998,5546,802,977,1780,3125,2976,6105,891,765,1658,497,353,847,52,15,70
SED60505,4984,5335,10316,251,239,485,664,621,1281,305,264,564,264,275,529,568,581,1148,561,618,1177,659,782,1443,745,736,1484,562,632,1188,323,440,761,93,159,252,9,3,12,4892,5236,10124,97,96,193,138,148,282,4,5,9,0,0,0,143,151,291,4300,4605,8904,491,540,1034,4583,4911,9494,234,254,492,4649,4963,9607,65,55,120,644,589,1235,226,208,438,57,99,157,99,198,300,1526,1835,3362,385,428,817,1513,1544,3056,317,284,597,146,165,314,11,7,25
SED60506,15140,15280,30418,759,730,1488,1747,1630,3379,757,683,1440,668,697,1365,1546,1629,3179,1532,1610,3142,1832,1996,3828,2379,2536,4911,2425,2224,4648,1178,1184,2363,308,362,672,71,33,105,14831,14994,29827,304,284,592,533,606,1138,34,34,69,28,31,53,596,661,1261,12421,12463,24887,1613,1789,3403,13832,13985,27820,382,449,828,13701,13868,27566,150,178,333,1641,1500,3141,495,471,964,100,151,251,233,483,713,3956,5088,9041,1085,1278,2360,4593,4002,8596,1326,1112,2444,610,441,1043,40,28,68
SED60508,2734,2596,5333,114,104,220,307,259,575,145,124,270,119,100,225,301,286,592,275,305,576,371,410,777,509,456,965,378,341,716,170,157,326,40,52,93,8,3,12,2502,2358,4863,236,235,472,119,136,252,3,4,7,8,6,11,134,142,275,2133,2032,4167,363,356,716,2377,2260,4633,138,132,268,2397,2275,4670,21,29,45,277,236,518,92,93,184,26,22,45,59,94,150,739,886,1620,201,217,418,847,689,1536,197,149,343,107,90,198,0,9,6
SED60512,17236,17126,34362,922,857,1780,1936,1901,3838,934,767,1700,843,782,1620,2078,2168,4239,1870,2012,3881,2106,2241,4346,2728,2743,5470,2422,2264,4688,1129,1041,2170,269,350,620,32,20,47,16911,16786,33697,325,345,666,888,903,1790,52,56,110,45,42,87,988,999,1989,14408,14257,28658,1529,1632,3164,15596,15502,31094,506,577,1083,15585,15507,31082,218,227,443,1778,1767,3544,580,529,1110,138,171,317,379,620,999,4872,5842,10720,1310,1404,2713,5044,4429,9475,1337,1144,2481,666,492,1155,37,22,62
SED60514,4769,5073,9841,288,279,569,621,596,1217,235,223,462,257,267,520,625,662,1283,628,682,1307,571,652,1226,630,709,1339,574,589,1162,275,314,586,76,100,174,5,5,10,4717,5005,9717,56,72,126,185,182,367,15,6,22,7,0,11,207,193,401,4058,4275,8337,547,618,1164,4394,4641,9034,230,267,489,4421,4703,9125,73,85,154,589,576,1166,171,160,332,85,76,160,134,222,357,1750,1988,3737,373,375,750,1219,1265,2477,249,253,504,122,128,254,7,4,18
SED69797,299,76,378,0,0,0,0,0,5,0,4,5,9,6,15,58,13,69,67,16,78,71,18,90,63,11,77,25,9,33,4,0,3,0,0,0,8,0,13,0,0,0,299,76,378,6,0,9,0,0,0,0,0,0,3,0,5,224,61,285,34,7,42,181,59,240,16,0,16,186,61,244,0,0,0,0,0,5,3,0,3,0,0,3,0,3,8,100,34,131,21,9,27,68,13,84,3,5,6,4,0,4,0,0,0
SED70001,5347,5168,10512,334,295,634,787,729,1516,428,349,776,395,397,798,947,1038,1982,763,738,1498,685,665,1351,596,605,1200,337,297,637,76,48,123,3,8,9,19,31,48,4670,4630,9297,676,536,1213,3524,3502,7028,17,8,26,16,22,36,3552,3531,7085,4550,4391,8939,279,285,564,1374,1227,2604,3422,3438,6863,4699,4520,9212,74,61,138,677,621,1298,165,142,311,11,12,30,61,96,157,1266,1418,2686,681,688,1367,1041,868,1906,367,287,658,203,231,436,34,35,69
SED70002,5321,5639,10954,430,338,764,716,716,1433,291,301,590,248,328,582,970,1167,2136,880,892,1775,676,734,1413,620,641,1263,363,360,719,97,130,225,13,31,48,20,21,44,4653,4874,9530,668,764,1429,696,827,1524,6,6,13,24,21,46,729,852,1578,3191,3390,6582,1626,1713,3336,3408,3548,6960,1353,1508,2865,3830,4094,7917,110,80,189,660,657,1318,186,176,362,28,64,93,227,400,628,2246,2714,4964,457,446,905,629,538,1164,186,191,380,127,130,259,34,48,77
SED70003,6351,5478,11831,393,343,735,818,775,1588,426,392,819,524,446,974,1264,1065,2325,979,809,1781,755,638,1398,643,591,1239,459,367,826,87,52,135,3,3,13,69,22,90,4965,5097,10065,1383,385,1766,3074,3233,6312,6,4,14,18,17,35,3093,3260,6353,4734,4615,9349,415,334,750,2010,1675,3686,3093,3235,6328,4967,4811,9783,100,103,201,702,674,1378,101,108,205,3,30,36,79,130,207,1374,1475,2850,620,629,1250,917,805,1721,470,389,861,449,453,896,100,75,174
SED70004,6091,5457,11554,361,356,711,719,665,1383,329,312,639,444,394,842,952,912,1860,756,659,1408,778,662,1431,831,755,1588,738,614,1357,185,123,303,15,12,26,45,34,73,4827,4852,9681,1271,605,1873,2657,2771,5428,4,3,10,15,15,28,2683,2791,5471,4542,4329,8874,562,526,1087,3147,2829,5973,1886,2010,3896,4800,4631,9430,84,82,166,637,572,1213,102,108,210,32,34,62,88,133,220,1331,1413,2748,517,506,1020,1065,926,1987,430,351,783,448,395,842,117,124,247
SED70005,4248,4310,8552,384,343,725,774,675,1443,289,258,547,307,268,569,741,833,1569,592,681,1277,521,557,1070,342,374,714,212,225,437,72,80,153,10,27,37,3,11,18,4237,4304,8548,7,0,4,512,554,1070,25,20,41,52,47,101,595,617,1211,3101,2966,6065,719,914,1632,3197,3134,6333,586,716,1299,3527,3475,7005,91,114,204,686,585,1272,171,175,347,45,74,116,144,301,450,1393,1693,3088,461,418,873,603,578,1183,189,136,329,83,101,187,20,13,35
SED70006,4555,4760,9317,301,314,611,637,540,1179,270,218,489,211,209,422,866,1008,1872,689,709,1396,510,593,1102,587,631,1221,367,390,760,96,121,221,18,24,41,21,21,44,4112,4390,8508,441,368,810,852,909,1761,0,4,4,20,13,34,874,932,1806,3117,3317,6438,1055,1088,2146,3282,3448,6724,850,914,1762,3606,3844,7450,79,81,162,586,493,1075,161,141,301,32,38,72,195,351,543,1786,2254,4046,464,422,892,584,503,1090,184,176,357,156,128,281,38,48,82
SED70007,4220,4549,8777,381,394,780,729,719,1451,289,283,568,285,268,554,698,844,1536,651,754,1403,542,576,1114,359,373,732,184,226,411,74,73,146,28,37,63,11,4,14,4176,4507,8687,45,44,89,410,478,885,19,13,32,54,38,91,477,535,1010,3171,3265,6438,819,1052,1864,3359,3535,6901,616,757,1375,3651,3810,7464,109,128,239,682,666,1355,191,202,394,47,77,125,129,341,470,1515,1885,3402,476,484,967,677,602,1280,141,143,283,79,86,170,4,21,32
SED70008,5261,5508,10769,327,309,639,734,691,1422,263,241,500,341,354,696,873,967,1845,766,841,1607,598,659,1256,534,588,1125,527,533,1059,236,221,460,63,99,157,25,25,41,4513,4750,9261,748,757,1507,321,396,719,16,14,25,43,36,76,370,450,823,2930,3012,5946,1811,1984,3799,3020,3087,6108,1666,1856,3527,3921,4096,8016,96,76,173,656,633,1279,197,185,380,143,185,329,357,528,886,2396,2766,5168,398,353,757,550,519,1065,161,140,305,163,178,339,30,46,78
SED70009,6701,6081,12783,349,281,630,872,761,1640,365,330,694,404,335,738,847,839,1684,737,766,1498,832,782,1615,987,999,1988,999,835,1834,278,142,420,17,20,37,101,24,126,6028,5682,11712,673,398,1071,2048,2057,4108,16,19,35,33,26,61,2094,2103,4201,4957,4613,9569,646,605,1254,3877,3421,7297,1770,1811,3578,5433,4993,10427,65,72,132,700,600,1301,109,97,202,22,20,37,85,173,265,1601,1819,3414,686,625,1309,1356,1164,2520,441,328,769,302,214,519,73,80,155
SED70010,4436,4336,8770,337,326,659,709,644,1357,276,269,540,287,278,566,659,735,1393,603,674,1280,622,550,1170,531,468,997,308,287,589,81,88,172,21,28,46,12,12,27,4200,4248,8444,240,87,320,730,821,1551,28,18,40,66,66,135,815,905,1725,2999,2836,5838,773,955,1729,3071,2917,5990,624,794,1416,3409,3361,6768,71,85,155,572,532,1105,148,161,312,43,67,110,131,260,388,1286,1479,2766,461,441,902,713,660,1370,196,173,367,115,114,231,30,28,57
SED70011,4154,4434,8586,252,219,477,450,448,901,179,204,375,189,246,434,781,893,1671,591,670,1262,509,583,1087,520,528,1047,449,396,848,189,188,374,41,71,115,13,16,27,3864,4138,8003,292,299,587,339,373,716,5,16,16,15,16,28,361,403,762,2719,2852,5568,1095,1253,2350,2958,3092,6053,842,997,1835,3283,3452,6737,75,58,136,435,419,855,139,152,290,45,78,123,200,353,554,2076,2483,4562,367,314,683,422,398,821,142,140,273,97,80,178,14,21,35
SED70012,5213,4568,9782,233,198,430,434,462,892,200,220,419,588,295,887,1090,1034,2122,759,717,1472,666,605,1268,642,580,1226,454,353,807,115,103,220,22,9,31,450,53,500,4394,4371,8769,819,201,1019,229,262,493,15,5,22,20,20,36,262,290,554,2903,2728,5624,1368,1435,2798,3115,2924,6043,1104,1197,2302,3553,3395,6950,58,58,117,385,424,811,121,156,272,106,101,208,251,384,636,2345,2538,4880,464,337,801,573,424,991,129,111,242,81,71,154,15,24,46
SED70013,5456,5139,10592,274,265,539,692,661,1348,310,286,590,230,203,433,580,565,1149,613,717,1330,810,794,1601,908,844,1751,812,616,1431,212,165,373,20,27,45,15,13,29,5342,5070,10411,113,66,186,363,346,709,20,21,45,23,26,39,403,392,795,4069,3623,7693,677,853,1531,4452,4081,8525,311,416,734,4591,4243,8833,64,67,132,606,581,1189,185,185,368,41,49,88,79,219,301,1423,1879,3306,689,532,1218,1208,843,2050,325,203,525,174,140,307,22,28,47
SED70014,5252,4921,10171,363,323,681,700,634,1331,349,354,702,443,462,903,1010,930,1932,756,631,1384,663,554,1221,538,623,1163,347,331,683,58,75,134,10,9,23,25,20,42,4107,4376,8488,1140,543,1684,2861,3079,5934,8,7,19,21,20,49,2886,3113,6000,4111,4138,8254,417,374,791,1661,1473,3141,2857,3033,5888,4329,4338,8665,58,66,133,603,551,1156,79,94,176,17,38,55,66,100,163,1143,1228,2370,430,412,847,742,711,1455,398,387,781,570,587,1153,109,140,248
SED70015,4263,4527,8787,312,319,627,547,566,1110,217,235,449,282,234,508,673,806,1473,687,720,1413,539,570,1109,470,467,937,341,406,746,180,166,352,20,37,58,19,6,32,4181,4485,8666,82,35,122,317,373,691,26,17,42,57,57,115,405,446,848,2526,2607,5133,1417,1633,3052,2627,2675,5306,1292,1518,2815,3206,3430,6640,83,84,164,505,519,1021,145,151,294,84,69,152,255,382,636,1943,2252,4198,369,346,718,493,435,933,156,126,283,130,154,284,26,46,72
SED70016,4309,4627,8936,293,326,620,712,675,1392,326,342,667,276,263,540,579,644,1230,563,691,1250,547,616,1167,533,583,1122,354,336,686,100,123,225,14,28,43,11,11,26,4077,4277,8347,241,348,587,783,952,1731,22,27,57,125,151,278,935,1128,2060,2738,2790,5531,1158,1345,2497,2506,2576,5081,1309,1477,2789,3488,3671,7166,75,73,145,606,574,1185,195,223,411,59,81,143,129,238,365,1498,1670,3171,401,474,875,626,592,1218,191,191,380,166,163,338,39,53,93
SED70017,5431,5345,10774,357,287,642,736,658,1392,237,243,475,320,323,639,824,917,1744,680,702,1385,620,739,1360,782,805,1588,643,525,1167,194,135,324,23,22,51,28,25,45,4799,4750,9553,629,599,1225,1198,1320,2522,19,23,44,27,42,72,1249,1387,2633,3784,3716,7499,800,880,1678,3584,3462,7044,888,1002,1887,4199,4150,8354,68,52,126,591,545,1134,102,94,192,35,54,87,117,224,341,1594,1944,3538,500,478,977,908,771,1676,272,207,484,191,166,353,43,33,77
SED70018,5083,4839,9924,384,332,710,875,829,1701,446,400,845,404,399,802,801,873,1669,816,775,1585,627,612,1247,467,418,879,210,169,375,55,46,94,7,7,13,13,12,24,4608,4573,9180,480,265,742,2892,2932,5820,10,10,23,46,36,87,2947,2978,5926,4106,4042,8144,322,336,662,1402,1314,2715,2963,3028,5987,4216,4208,8419,106,96,206,748,691,1435,176,168,341,10,27,33,85,151,238,1170,1453,2629,500,490,985,769,629,1405,307,278,588,338,285,628,77,74,147
SED70019,6482,6173,12653,419,388,808,821,752,1569,351,316,662,411,332,738,968,943,1916,930,836,1770,807,806,1614,811,914,1718,733,643,1378,210,178,383,28,68,100,22,15,34,5504,5725,11226,975,454,1430,2545,2266,4811,9,6,14,12,16,29,2559,2296,4857,4936,4621,9552,938,933,1869,3562,3532,7089,1726,1916,3639,4863,5031,9893,94,94,187,714,662,1372,153,136,285,18,40,55,132,230,366,1688,2022,3708,617,657,1271,1332,877,2207,373,359,729,476,367,841,123,109,229
SED70020,9072,6381,15453,363,344,711,735,755,1489,455,312,763,1556,444,1998,1663,1041,2700,1283,922,2201,1160,939,2097,926,861,1791,680,568,1248,222,155,378,33,37,71,1226,144,1374,4795,4793,9591,4278,1584,5857,1215,497,1713,28,9,40,55,41,98,1298,548,1846,5802,4226,10023,966,922,1888,5225,4546,9770,498,516,1014,5489,4763,10249,79,73,153,621,632,1246,182,206,384,65,74,139,138,284,423,2597,2475,5068,751,563,1309,1855,825,2671,265,182,444,222,107,323,45,28,77
SED70021,4318,4532,8850,311,267,577,463,460,918,182,160,347,234,222,456,930,1102,2031,682,759,1443,504,541,1043,458,470,923,398,371,768,136,149,284,32,29,57,4,24,25,4257,4491,8746,66,35,103,290,317,611,7,6,15,18,24,40,315,351,665,2557,2772,5329,1541,1520,3061,2708,2908,5614,1355,1342,2694,3172,3395,6568,75,59,133,433,422,852,123,129,248,81,89,175,295,494,791,2291,2717,5009,320,258,582,413,361,774,131,103,228,110,91,197,33,27,62
