SED_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED40030,53,286,1600,6914,3943,609,107,654,14175,0,35,395,187,14,4,0,41,666,0,0,22,68,17,0,0,3,119,0,34,423,257,32,4,0,45,789,0,16,82,23,3,0,0,10,133,0,25,20,0,0,0,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,10,0,45,104,29,3,0,0,20,196,39,102,27,15,4,0,0,42,231,8,24,19,16,9,0,6,13,83,101,498,2174,7223,3988,611,112,770,15482
SED40031,0,42,556,6060,3823,703,127,225,11529,0,32,444,800,198,14,0,56,1543,0,3,74,242,80,16,4,4,417,0,37,515,1040,282,21,6,61,1955,0,72,339,109,8,5,5,28,567,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,99,361,110,8,10,5,35,621,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,3,4,24,6,173,1438,7223,4107,731,140,325,14135
SED40032,7,69,915,4328,1934,287,63,136,7735,13,284,1943,1185,95,5,4,136,3668,3,31,330,668,131,13,0,42,1224,11,311,2278,1851,231,20,4,178,4888,3,355,916,118,4,0,0,89,1482,0,75,337,92,4,0,0,16,530,0,102,260,199,12,0,0,23,591,3,93,124,66,0,0,0,10,303,0,0,0,0,0,0,0,0,6,6,623,1634,481,18,3,0,138,2912,0,17,20,11,0,0,0,8,45,0,11,7,12,5,0,0,0,42,27,1027,4855,6676,2184,316,67,461,15622
SED40033,27,123,1170,6354,3019,398,65,472,11637,3,95,661,656,35,6,4,210,1667,0,0,22,27,0,0,0,3,48,3,94,680,684,37,5,4,213,1718,8,138,605,155,7,0,5,65,982,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,138,621,162,7,0,5,69,1006,4,13,11,28,22,3,0,40,116,10,17,17,8,3,0,0,39,98,51,386,2492,7235,3091,404,75,841,14572
SED40034,43,260,2020,6848,3253,436,68,801,13734,5,113,242,160,32,3,0,59,623,0,0,5,38,20,6,0,11,72,5,112,248,200,50,6,0,67,699,0,13,35,7,0,0,0,9,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,9,0,0,0,9,67,51,143,86,34,10,5,0,113,437,9,20,14,8,6,0,0,5,64,117,552,2407,7098,3315,449,69,992,15000
SED40035,10,54,636,7677,2954,438,90,277,12134,0,111,858,277,15,0,0,62,1327,0,0,52,98,11,0,0,8,174,0,115,913,379,25,0,0,70,1504,0,69,538,199,3,0,0,38,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,69,541,200,3,0,0,45,857,0,0,0,5,5,0,0,0,11,0,4,4,6,6,0,3,0,27,14,239,2094,8262,2997,436,96,396,14523
SED40036,11,36,437,7748,3352,440,64,402,12494,0,27,468,315,41,0,0,63,915,0,0,111,221,17,0,0,15,369,0,31,578,538,62,0,0,74,1279,0,140,150,53,0,0,0,62,411,0,10,57,25,0,0,0,12,99,0,7,96,6,0,0,0,9,115,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,11,0,158,299,79,0,0,0,83,628,0,0,0,3,0,0,0,0,11,0,4,14,11,3,0,0,8,33,10,230,1326,8384,3417,441,71,565,14445
SED40037,28,132,1518,6553,2061,263,50,301,10906,9,169,981,717,57,5,0,138,2073,0,25,265,653,71,12,0,42,1071,8,193,1245,1370,131,19,6,181,3148,8,193,683,118,12,0,0,95,1111,3,10,104,17,5,0,0,8,140,0,158,79,21,0,0,0,14,265,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,11,354,865,153,15,0,4,118,1518,5,15,27,19,4,0,0,15,84,5,8,5,11,5,0,0,5,44,60,702,3654,8106,2215,282,61,615,15698
SED40038,10,48,679,8320,2342,327,69,572,12358,12,233,961,1261,60,9,3,237,2782,0,0,46,153,0,0,0,30,230,12,229,1007,1412,59,9,3,275,3008,3,149,453,43,0,0,0,68,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,11,3,151,458,42,0,0,0,69,723,0,0,0,0,0,0,0,7,7,4,3,0,17,0,0,0,5,32,28,436,2143,9787,2406,335,74,929,16137
SED40039,7,84,619,9183,2275,279,51,470,12969,14,165,1239,337,21,3,0,161,1943,0,4,98,99,0,0,0,36,243,14,171,1346,429,26,3,0,197,2185,0,0,25,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,0,0,31,0,0,0,0,4,35,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,16,25,262,1989,9618,2300,284,56,679,15211
SED40040,39,187,1289,6323,4571,708,153,518,13777,0,56,227,196,6,0,0,35,535,0,0,7,5,3,0,0,0,16,0,59,229,206,12,0,0,38,552,4,30,58,7,0,0,0,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,55,7,0,0,0,11,104,25,62,18,9,5,0,0,33,147,0,7,5,10,4,0,0,0,42,59,343,1602,6564,4595,708,153,606,14624
SED40041,60,252,1614,6993,2721,378,79,774,12875,4,141,320,719,43,17,10,193,1457,0,0,0,11,18,3,0,0,33,4,141,319,734,59,21,10,193,1487,7,117,246,29,3,0,0,63,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,7,121,250,35,8,0,0,65,472,112,161,42,42,13,4,0,212,587,57,91,23,31,15,3,11,35,268,234,757,2257,7837,2817,405,105,1274,15682
SED40042,20,81,676,7236,3554,506,88,738,12903,19,86,322,1082,77,14,0,229,1830,0,10,83,118,19,4,0,16,238,19,97,405,1201,96,10,0,236,2069,3,75,52,13,0,0,0,29,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,52,13,0,0,0,29,164,37,140,45,20,0,0,0,93,333,3,3,5,16,8,0,0,4,46,79,396,1172,8480,3663,519,92,1100,15517
SED40043,9,65,1025,8790,2637,408,66,410,13408,10,62,803,765,94,14,0,77,1833,0,6,65,274,44,10,0,27,423,10,65,872,1042,138,21,0,104,2258,4,166,819,87,0,0,0,89,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,13,4,171,826,86,3,0,0,92,1186,20,43,6,3,0,0,0,3,74,5,16,9,16,9,0,0,0,57,52,354,2738,9942,2784,432,66,611,16973
SED40044,0,62,1075,4165,2900,648,88,120,9068,0,152,966,758,118,24,0,63,2094,0,46,247,377,64,13,0,29,763,4,198,1210,1131,184,34,8,92,2853,8,475,1774,284,18,0,0,93,2656,5,33,152,29,4,0,0,10,238,0,35,219,55,4,0,0,15,322,0,0,34,10,0,0,0,0,48,0,0,0,0,0,0,0,0,0,12,546,2180,382,21,0,0,118,3264,0,0,3,9,0,0,0,5,21,0,7,5,6,0,0,0,0,29,18,819,4474,5685,3110,687,100,336,15230
SED40045,7,70,850,5480,4409,915,159,154,12047,0,79,367,352,60,10,0,46,924,0,0,16,45,32,7,0,0,113,0,84,382,403,99,20,0,52,1037,6,59,543,74,4,0,0,29,711,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,64,545,74,5,0,0,29,723,12,10,7,12,5,0,0,9,54,6,6,8,3,0,3,0,3,28,28,243,1790,5970,4519,936,160,239,13888
SED40046,18,119,1501,6012,2047,306,61,254,10315,4,118,1130,715,81,3,3,96,2145,0,20,136,450,41,10,0,27,688,4,140,1266,1163,125,16,6,121,2833,3,295,1260,124,9,0,0,80,1771,13,51,156,3,0,0,0,29,249,0,0,52,9,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,16,353,1465,144,6,0,3,111,2095,0,0,5,10,3,0,0,4,18,0,11,31,22,8,0,0,8,84,40,622,4264,7351,2191,325,71,489,15351
SED40047,4,25,381,7795,3612,523,76,274,12690,0,86,603,233,15,0,0,60,999,0,0,26,98,0,0,0,4,136,0,85,632,337,17,0,0,61,1136,4,15,56,28,0,0,0,13,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,12,4,20,60,29,0,0,0,20,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,126,1075,8162,3632,520,78,358,13963
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,31,221,1400,6181,4745,629,174,585,13967,8,255,428,239,35,7,4,79,1052,5,14,49,28,10,0,0,18,125,13,270,479,272,44,7,5,98,1175,0,26,5,17,4,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,3,0,0,0,25,0,30,21,22,3,4,0,0,74,44,112,92,25,3,0,7,117,401,5,13,6,8,8,0,0,8,53,86,642,1992,6505,4804,641,181,814,15664
SED50202,15,77,551,7463,6382,751,142,943,16323,4,216,644,1574,58,7,4,250,2766,0,14,11,14,0,0,0,7,42,4,229,656,1588,58,7,4,253,2807,0,36,69,19,0,0,0,27,156,0,4,45,6,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,0,0,0,0,20,0,40,123,36,6,0,0,30,235,22,74,94,28,0,0,0,82,298,3,3,11,3,5,0,0,10,34,48,423,1430,9114,6450,759,144,1318,19689
SED50304,9,59,516,4948,3570,548,82,373,10097,13,325,2686,3731,195,16,3,425,7377,0,75,358,486,124,0,0,69,1116,10,397,3039,4211,323,18,9,496,8495,0,323,666,43,8,0,0,76,1118,0,104,152,24,0,0,0,44,322,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,432,827,66,8,0,0,124,1457,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,20,17,891,4388,9227,3895,566,83,998,20067
SED50405,11,126,556,4653,11647,932,140,769,18839,0,14,185,303,23,0,0,17,545,0,8,37,56,0,0,0,4,105,0,29,226,356,23,0,0,25,654,0,15,35,0,0,0,0,3,49,0,25,85,0,0,0,0,7,116,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,40,126,0,0,0,0,13,184,5,35,47,0,3,0,0,29,119,0,0,4,3,0,0,0,0,15,15,233,961,5014,11680,936,140,834,19814
SED50502,9,75,706,5977,5960,724,115,547,14121,0,138,484,912,71,8,0,130,1741,0,17,57,141,15,4,0,26,264,9,155,541,1042,93,11,0,165,2012,0,39,126,94,0,0,0,10,276,0,18,43,0,0,0,0,8,65,0,15,34,6,0,0,0,4,58,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,4,30,6,86,215,96,4,0,0,24,423,0,3,0,0,0,0,0,4,10,0,0,3,4,0,0,0,0,16,15,310,1460,7125,6054,737,119,750,16578
SED50605,9,45,458,3636,6501,1576,300,225,12749,8,49,687,975,206,28,6,66,2026,0,4,105,389,194,31,0,20,754,8,57,797,1368,397,67,7,84,2782,0,24,168,54,0,0,0,17,262,0,30,78,13,0,0,0,12,131,0,85,182,130,5,0,0,41,448,0,49,104,19,0,0,0,7,182,0,0,7,0,0,0,0,0,12,6,186,548,222,8,0,0,79,1035,0,0,0,0,0,0,0,0,6,0,0,5,4,4,6,0,6,18,12,284,1796,5230,6908,1643,311,399,16592
SED50702,24,204,1247,6248,4385,476,88,640,13314,6,263,581,1035,158,9,0,170,2224,11,145,540,605,184,6,0,107,1595,12,407,1123,1639,348,16,3,270,3820,3,152,319,98,0,0,0,73,650,3,155,363,67,0,0,0,40,628,0,223,289,67,3,0,0,45,639,0,305,647,298,24,0,3,57,1334,0,6,8,3,3,0,0,0,21,9,845,1630,530,29,4,3,213,3263,10,15,5,0,3,0,0,20,47,4,9,3,15,4,0,0,15,58,61,1479,4005,8435,4768,492,91,1158,20502
SED50805,14,50,799,4552,3862,756,147,237,10423,6,78,1458,1371,147,19,5,132,3214,0,42,210,527,135,19,7,34,984,6,122,1676,1904,277,39,10,163,4194,3,120,193,31,5,0,0,36,389,3,110,258,38,0,0,0,34,442,3,40,121,43,5,0,0,7,223,0,0,30,4,0,0,0,0,35,0,0,7,3,5,0,0,0,15,8,269,611,119,14,0,0,77,1106,0,4,7,0,0,0,0,9,26,0,0,0,11,9,0,0,5,31,28,443,3102,6586,4173,799,158,491,15784
SED50906,14,91,722,5861,6286,636,87,621,14329,0,317,868,922,68,0,7,245,2424,0,19,98,284,43,3,0,31,483,0,335,965,1205,112,6,7,275,2904,4,126,189,65,4,0,0,49,445,0,10,70,25,0,0,0,12,123,0,0,12,3,0,0,0,9,24,0,0,13,23,0,0,0,6,36,0,0,0,0,0,0,0,0,7,9,143,288,119,11,0,0,75,639,13,50,46,17,0,0,0,79,190,5,3,3,12,7,0,0,8,44,39,623,2026,7208,6418,646,96,1058,18108
SED51004,9,34,174,3405,9376,1147,137,454,14748,0,55,274,472,74,0,3,61,943,0,21,91,63,7,0,0,14,196,0,76,368,539,78,5,5,69,1139,0,19,9,34,0,0,0,9,77,0,35,120,51,0,0,0,16,216,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,13,4,61,138,81,3,0,0,20,306,0,0,0,3,0,0,0,12,13,0,0,0,4,5,0,0,0,9,16,172,681,4035,9471,1149,140,564,16219
SED51104,17,72,791,6534,10000,902,109,808,19232,0,27,346,347,16,0,0,53,796,0,24,63,44,0,0,0,8,145,0,48,411,399,19,0,0,64,946,0,8,29,10,0,0,0,5,50,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,5,0,0,11,0,17,31,10,4,5,0,3,71,0,0,0,0,0,0,0,4,12,0,0,0,8,0,0,0,11,18,23,139,1241,6948,10026,901,112,886,20275
SED51205,17,88,619,7244,5792,737,153,637,15292,3,150,705,1795,199,12,0,225,3089,0,60,199,239,30,3,0,44,572,7,208,906,2032,224,18,0,263,3665,0,52,185,185,15,0,0,38,473,0,40,116,28,0,0,0,12,200,0,18,106,0,0,0,0,27,154,0,41,61,0,0,0,0,13,111,0,7,13,4,3,0,0,3,32,0,157,478,224,19,0,0,96,981,4,12,15,4,0,0,0,23,58,0,12,16,8,5,0,0,6,46,28,475,2034,9515,6036,758,155,1029,20034
SED51304,7,33,229,3368,7414,1501,210,188,12952,3,55,420,600,93,14,0,63,1238,0,4,85,264,138,17,0,14,529,3,61,509,860,233,29,3,74,1766,26,54,73,59,0,0,0,59,276,0,10,9,7,0,0,0,4,35,0,8,98,11,0,0,0,3,115,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,0,3,16,30,82,183,82,0,0,0,65,445,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,44,168,923,4313,7651,1535,215,330,15169
SED51401,57,377,1940,6001,3958,669,201,1505,14722,6,87,200,94,10,0,0,93,490,0,7,7,0,9,0,0,5,26,3,97,210,93,17,0,0,99,519,0,11,27,4,3,0,0,11,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,8,0,10,26,4,3,0,0,11,61,41,84,44,16,14,0,4,59,266,3,21,17,29,28,3,8,16,131,110,599,2233,6150,4017,676,219,1693,15701
SED51504,8,41,593,3666,4774,1291,209,165,10735,0,79,561,818,142,16,0,65,1682,0,78,339,673,150,19,0,40,1296,3,150,903,1493,290,28,4,107,2977,12,154,873,115,8,0,0,62,1219,6,230,805,116,0,0,0,53,1214,15,177,135,11,0,0,0,10,352,0,5,139,21,0,0,0,10,180,0,4,0,3,0,0,0,0,16,24,574,1951,265,8,0,5,137,2971,0,0,0,0,3,0,0,4,11,0,0,3,0,3,0,0,0,9,37,765,3452,5423,5078,1324,219,412,16706
SED51605,7,24,211,3893,9283,894,116,419,14849,0,54,200,557,39,0,0,45,898,0,33,39,64,19,5,0,19,171,0,92,235,621,55,6,0,62,1069,0,77,182,18,0,0,0,19,298,0,105,211,25,0,0,0,20,371,0,118,342,14,0,0,0,37,503,0,53,109,0,0,0,0,3,163,0,3,5,0,0,0,0,0,11,0,354,847,63,0,0,0,82,1349,11,58,122,31,0,0,0,62,286,0,3,0,4,0,0,0,0,10,21,535,1417,4613,9342,900,116,624,17565
SED51706,33,128,1040,5303,7694,780,135,751,15858,0,49,298,298,35,0,4,59,749,0,0,3,6,0,0,0,0,13,0,50,297,300,39,3,4,59,759,0,17,87,62,3,0,0,20,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,15,87,62,9,0,0,20,187,36,134,56,16,8,3,0,138,388,4,8,3,7,9,0,0,6,41,66,334,1475,5688,7759,788,133,975,17227
SED51804,8,56,747,3411,4163,1387,260,248,10286,3,119,443,582,140,17,0,60,1367,8,152,395,815,167,22,0,72,1630,12,271,841,1396,304,37,0,130,2992,7,132,484,95,7,0,0,59,776,35,443,438,123,12,0,0,79,1134,20,373,990,316,20,0,0,119,1845,0,18,229,38,7,0,0,11,304,0,4,0,0,0,0,0,3,9,61,967,2147,576,42,3,0,270,4057,0,0,6,0,3,0,0,14,22,0,3,4,6,0,0,0,5,15,83,1298,3741,5396,4513,1426,268,661,17376
SED51902,19,79,482,3871,9008,1392,332,556,15732,0,35,38,76,15,3,0,13,175,0,0,0,0,0,0,0,0,3,0,35,38,76,13,3,0,16,176,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,5,0,0,7,35,0,7,26,3,5,0,0,10,53,8,13,48,36,7,0,0,14,131,0,4,5,7,13,0,0,0,30,22,142,602,3996,9041,1403,333,584,16125
SED52006,17,137,791,4663,8340,865,127,416,15348,0,142,287,467,22,0,3,51,981,0,4,87,303,24,5,0,14,439,0,141,374,781,48,6,3,68,1423,0,0,23,7,0,0,0,0,34,0,0,22,33,4,0,0,0,57,0,0,23,32,0,0,0,6,59,0,0,20,41,0,0,0,7,65,0,0,6,0,4,0,0,3,10,0,0,87,119,5,0,0,12,226,13,62,24,6,0,0,0,27,136,0,3,0,0,0,0,0,5,11,35,351,1276,5561,8399,868,126,528,17142
SED52102,14,83,542,5578,6959,873,156,583,14797,3,61,176,338,31,4,0,44,654,0,12,5,22,4,0,0,4,50,3,72,182,362,38,4,0,43,696,0,9,14,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,3,0,0,0,18,0,18,19,3,3,0,0,3,48,34,116,84,21,13,3,0,105,388,0,3,6,0,4,0,0,4,19,49,287,837,5962,7022,884,164,741,15954
SED52205,20,248,1508,6173,3150,439,80,441,12060,7,314,1132,967,105,9,0,183,2715,3,154,462,563,117,7,7,92,1408,16,460,1596,1526,226,16,6,274,4124,4,127,280,39,5,3,3,45,501,7,178,413,80,0,0,0,69,749,31,424,558,125,3,0,0,105,1251,0,44,122,25,0,0,0,12,204,3,19,9,11,6,0,5,9,63,46,791,1378,281,23,5,11,239,2777,31,87,55,18,3,0,0,126,321,4,10,16,18,5,0,0,15,75,116,1591,4554,8015,3405,467,105,1095,19350
SED52301,26,129,841,4996,5473,620,120,904,13110,4,119,668,397,31,3,0,184,1410,0,14,93,104,84,13,0,28,337,8,130,769,501,114,21,4,206,1747,0,66,95,48,6,0,0,44,250,0,4,16,0,0,0,0,4,15,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,13,0,74,113,44,6,0,0,44,285,85,166,31,22,16,0,0,84,408,8,35,16,8,13,0,0,13,87,129,535,1766,5576,5607,644,125,1262,15645
SED52404,8,41,217,5227,7093,1239,178,263,14265,0,26,176,788,50,3,0,32,1076,0,13,51,96,34,8,0,13,215,0,39,227,884,81,12,0,46,1289,0,8,53,24,0,0,0,5,86,0,0,4,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,4,0,5,3,32,0,17,73,32,4,0,5,6,138,0,0,0,0,0,0,0,27,30,0,0,3,0,0,0,0,0,6,13,91,518,6147,7176,1249,185,348,15729
SED52505,10,34,145,4004,11446,1300,232,340,17509,0,5,112,364,139,14,0,15,642,0,0,4,72,8,4,0,6,88,0,5,115,437,147,14,0,13,730,0,6,25,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,3,21,0,15,34,0,5,0,0,6,61,0,0,0,0,4,0,0,7,9,0,0,0,3,8,0,0,0,8,8,48,288,4449,11604,1315,237,367,18324
SED52604,13,63,192,3476,7295,1343,201,313,12893,0,70,109,348,72,4,3,43,649,8,75,110,308,109,24,13,40,675,8,147,218,656,177,24,11,83,1321,0,8,26,24,5,0,0,0,68,0,56,197,58,5,0,0,35,358,4,100,247,124,0,0,0,42,518,0,0,0,0,0,0,0,0,0,0,4,11,0,3,0,0,0,23,4,174,475,208,19,0,0,74,964,0,5,5,12,5,0,0,80,107,0,3,4,3,0,0,0,16,29,21,392,896,4354,7496,1378,218,570,15318
SED52702,16,118,743,4441,6211,1533,345,322,13726,0,109,207,136,7,0,0,43,504,0,0,24,16,0,0,0,0,46,0,106,225,152,9,0,0,44,549,0,3,31,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,3,4,0,28,0,10,37,8,6,3,4,10,77,6,7,3,13,13,12,5,11,71,0,3,10,5,4,3,0,0,26,28,246,1018,4617,6249,1548,353,392,14440
