SED_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
SED55102,3434,56,18,11,0,3522,8921,198,19,0,3,9145,1544,75,10,0,3,1636,128,69,0,0,0,201,42,7,0,0,0,56,749,33,10,0,5,802,112,3,0,0,0,111,18,0,0,0,0,20,2602,188,25,0,11,2819,151,5,5,0,0,163,657,32,4,148,4,843,15765,468,71,162,24,16487
SED55202,4413,468,44,3,3,4938,6741,380,96,0,3,7216,1706,513,174,6,3,2399,243,187,52,0,0,485,45,87,63,0,0,195,1080,164,55,3,0,1297,159,39,10,0,3,214,23,16,4,0,0,49,3265,1008,353,8,6,4640,140,294,7,5,5,452,741,181,42,27,4,989,15296,2334,539,47,20,18230
SED55306,5469,364,29,185,9,6057,5673,231,11,17,6,5941,1544,240,3,4,3,1801,264,225,0,0,0,488,22,68,0,0,0,97,1094,96,13,23,12,1235,180,24,3,109,9,321,15,8,0,0,0,25,3125,656,23,135,27,3963,293,163,19,29,3,504,759,130,4,117,20,1031,15322,1543,85,487,58,17495
SED55405,2949,765,264,0,6,3983,3971,1142,438,4,4,5562,2341,1835,1343,5,13,5532,412,482,103,0,3,1006,65,147,87,0,0,305,1163,701,288,0,3,2159,118,92,48,0,0,266,28,25,23,0,0,79,4130,3287,1896,3,16,9343,262,135,189,0,0,589,491,363,276,14,13,1152,11808,5700,3063,26,36,20633
SED55504,3508,233,10,68,5,3828,9194,184,13,6,0,9395,1649,152,29,0,0,1833,157,121,3,0,0,282,29,36,0,0,0,70,844,71,4,12,0,932,115,15,3,23,0,160,9,0,0,0,0,15,2808,394,40,39,0,3286,164,137,0,9,0,313,472,60,7,21,0,559,16158,1010,75,144,6,17385
SED55605,3363,124,5,0,5,3499,8815,71,8,5,22,8910,2238,94,7,0,0,2343,167,68,0,0,0,231,19,24,0,0,0,41,931,26,0,0,0,967,118,9,0,0,0,127,11,3,0,0,0,13,3484,224,9,0,0,3723,92,100,0,0,0,200,579,43,3,0,9,634,16337,560,27,4,32,16959
SED55706,6718,140,10,142,27,7042,5026,123,14,17,21,5198,1222,134,19,9,7,1379,289,123,13,0,4,426,63,53,15,0,0,133,1330,60,20,12,14,1427,266,7,5,79,24,382,20,4,0,0,0,20,3183,381,67,98,42,3771,519,87,10,19,17,653,1247,64,20,187,34,1546,16691,795,114,464,139,18209
SED55802,3251,340,13,27,6,3629,10278,346,14,0,8,10638,1531,206,101,0,0,1840,169,144,3,0,0,314,20,8,0,0,0,30,672,51,3,0,3,734,113,12,0,6,0,127,13,6,0,0,0,13,2517,422,114,4,11,3062,117,59,0,0,0,177,485,72,8,11,5,586,16642,1231,146,41,24,18092
SED55905,4502,571,86,0,9,5159,5443,509,159,0,0,6108,1411,284,230,0,3,1928,386,302,94,0,3,780,32,41,44,0,0,125,671,156,61,0,0,889,67,16,7,0,0,100,16,9,3,0,0,29,2585,808,440,0,7,3846,209,165,67,0,5,444,472,157,47,17,4,693,13205,2219,788,16,28,16254
SED59797,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,8,13
SED60105,2853,249,196,11,4,3305,2886,166,114,4,0,3164,1100,247,527,37,3,1913,138,28,79,0,4,242,16,46,11,0,0,65,531,108,180,6,11,841,38,20,28,3,0,95,10,13,6,0,0,30,1830,456,843,51,12,3191,150,93,15,0,5,256,252,42,66,41,0,397,7970,1000,1221,103,23,10319
SED60106,1426,9,7,13,5,1466,871,3,0,0,0,878,143,9,3,0,0,157,70,10,6,0,0,82,31,28,0,0,0,62,261,7,7,0,4,284,84,9,0,0,0,96,6,3,0,0,0,10,600,57,27,6,3,687,144,6,0,7,0,160,231,13,6,10,0,261,3277,93,38,31,9,3451
SED60113,5675,118,151,36,9,5982,5096,100,99,4,7,5304,1456,159,343,4,7,1965,156,78,73,0,0,308,33,0,24,0,0,63,814,66,112,5,0,992,65,7,11,13,0,95,17,0,3,0,0,21,2542,309,563,20,9,3448,135,8,34,0,4,187,511,23,51,48,8,651,13971,560,896,114,32,15572
SED60115,4701,210,44,12,3,4963,4333,155,25,5,3,4525,1789,460,199,11,3,2463,458,332,138,0,0,933,300,201,110,0,3,623,1001,185,50,13,10,1251,111,41,8,3,4,168,41,10,3,0,0,53,3703,1227,514,28,25,5501,191,46,3,3,0,250,665,308,91,36,3,1099,13590,1950,671,87,43,16340
SED60207,5599,263,10,79,7,5966,4754,81,8,11,4,4858,1302,344,12,7,0,1663,652,356,13,0,5,1029,163,86,0,0,0,252,1110,207,14,10,4,1336,133,46,3,57,6,246,27,18,0,0,0,47,3390,1064,39,73,8,4579,155,37,0,11,3,206,526,134,3,67,0,734,14426,1583,64,242,32,16339
SED60208,5160,166,10,76,9,5414,4357,61,0,10,0,4430,862,229,3,9,4,1109,319,264,0,0,0,584,46,63,3,0,0,110,880,141,12,11,0,1047,98,15,0,20,0,132,18,14,0,0,0,38,2233,735,18,38,5,3031,150,32,0,7,0,192,535,113,10,58,5,718,12436,1104,40,190,23,13787
SED60209,5921,95,34,49,23,6124,4597,47,13,15,8,4670,1426,282,66,10,8,1796,532,170,8,0,0,715,126,92,16,0,0,235,1063,101,29,12,3,1209,299,48,44,35,11,430,21,12,0,0,0,34,3461,703,163,53,26,4413,409,31,5,9,5,464,977,117,32,60,6,1190,15369,985,245,187,70,16857
SED60301,1629,44,197,0,0,1867,2187,45,123,0,0,2358,620,32,227,0,0,888,240,71,126,0,0,439,59,42,51,0,4,150,320,23,112,0,0,458,35,14,41,0,0,93,7,9,0,0,0,15,1279,191,553,0,4,2026,45,12,74,0,0,132,191,35,93,0,0,320,5335,325,1039,0,6,6709
SED60302,3980,90,194,42,4,4306,4189,97,161,14,5,4464,1737,255,587,12,4,2603,566,201,302,0,4,1081,116,51,27,0,12,202,1034,119,265,15,3,1434,139,25,45,0,0,215,18,12,10,0,0,38,3609,657,1235,40,26,5574,135,12,32,6,0,180,474,75,130,26,7,715,12387,933,1741,123,42,15228
SED60303,4027,300,408,16,7,4751,3425,289,293,0,6,4014,1147,507,1270,27,13,2956,116,96,305,0,22,540,24,40,154,0,0,227,808,236,556,13,20,1642,62,25,78,0,3,171,3,5,10,0,0,25,2162,911,2374,49,53,5551,93,78,83,4,0,268,219,77,210,74,11,585,9929,1654,3363,142,79,15164
SED60304,47,0,0,0,0,47,62,0,0,0,0,58,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,123,0,3,0,0,129
SED60310,3092,148,122,22,9,3391,1937,103,61,3,0,2105,582,278,408,0,5,1278,25,45,10,0,0,80,17,27,0,0,0,48,428,140,149,10,7,732,50,18,13,0,4,89,8,0,3,0,0,17,1104,510,588,17,14,2237,113,42,61,0,0,222,149,46,36,12,0,244,6395,850,871,55,23,8200
SED60404,5768,52,18,105,11,5954,5140,34,17,18,5,5217,834,69,12,14,0,937,87,19,4,0,0,117,21,13,8,0,0,40,825,35,20,12,9,901,91,5,0,27,3,130,20,0,3,0,0,22,1877,143,49,59,7,2140,263,3,6,15,3,288,597,18,3,65,5,687,13642,253,92,257,40,14283
SED60410,2082,126,27,0,4,2240,1987,95,24,0,4,2109,716,112,57,0,0,888,193,68,10,0,0,275,29,75,0,0,0,101,383,53,23,0,0,460,26,16,4,0,0,41,9,6,0,0,0,11,1350,319,99,3,0,1770,87,35,3,0,3,127,127,27,4,0,0,164,5627,607,163,4,8,6406
SED60411,5005,154,46,18,0,5231,4111,103,29,6,3,4251,1168,206,81,0,0,1459,362,182,40,0,0,588,39,34,5,0,0,81,738,114,45,0,3,893,77,7,0,0,0,90,20,8,0,0,0,32,2409,550,174,8,3,3144,199,67,11,0,3,281,313,61,16,7,4,403,12042,940,281,32,20,13306
SED60414,3177,36,7,29,5,3253,4298,29,4,4,0,4343,890,36,0,4,0,930,362,89,0,0,0,451,116,36,0,0,0,145,534,11,0,4,8,559,61,0,0,28,0,90,16,7,0,0,0,28,1980,183,5,32,7,2206,120,35,0,3,0,156,333,24,0,18,4,382,9900,309,14,90,21,10333
SED60501,2464,27,23,41,9,2555,2681,21,14,7,3,2729,745,25,50,0,0,830,769,90,100,0,0,963,197,21,36,0,0,248,479,20,16,8,3,524,113,3,12,10,5,145,17,4,0,0,0,24,2325,160,221,18,13,2735,156,7,3,4,0,174,540,38,39,33,7,651,8164,251,295,106,22,8845
SED60505,1481,80,92,8,3,1664,1467,63,41,0,0,1571,257,54,106,0,0,417,59,4,26,0,0,92,5,0,10,0,0,10,198,15,68,0,0,280,25,0,3,20,0,47,3,0,4,0,0,4,543,77,209,20,0,852,33,0,4,0,0,38,86,21,21,5,0,129,3609,243,367,30,5,4257
SED60506,5456,98,109,101,16,5779,3697,45,44,14,4,3806,805,97,99,8,0,1015,163,34,56,0,0,252,46,35,36,0,0,109,849,40,57,16,6,954,199,8,4,26,7,251,16,3,0,0,0,23,2079,206,247,51,17,2602,310,10,14,12,3,347,668,33,30,38,0,772,12211,391,452,219,44,13307
SED60508,915,27,0,3,0,945,706,6,0,0,0,713,38,5,0,0,0,44,12,11,0,0,0,29,8,29,0,0,0,36,95,6,0,0,0,101,9,0,0,4,0,18,10,0,0,0,0,7,175,42,0,10,6,232,41,0,0,0,6,43,121,5,0,3,0,132,1952,85,0,17,10,2060
SED60512,5479,41,70,52,14,5664,5117,18,93,8,8,5249,809,23,95,4,0,933,107,13,17,0,0,140,28,23,15,0,0,63,951,17,78,10,3,1067,179,13,9,26,11,236,23,10,4,0,0,31,2105,88,221,42,24,2475,297,5,9,14,8,331,799,27,25,25,3,884,13804,184,409,146,57,14598
SED60514,1251,16,42,18,5,1333,1715,24,49,4,5,1791,291,22,37,0,11,349,29,3,0,0,0,26,6,8,0,0,0,5,195,15,14,0,0,224,13,0,0,13,0,24,0,0,0,0,0,0,531,37,52,13,10,645,39,0,0,0,3,43,103,9,7,0,0,113,3637,79,153,36,24,3931
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,43,3,0,202,20,270,11,0,0,19,6,32,3,0,0,3,3,14,586,47,39,3,5,678,408,23,11,0,3,446,6,0,0,23,0,34,172,52,23,88,25,355,13,3,0,0,0,13,1186,123,79,121,36,1539,250,29,13,39,29,364,96,27,19,91,32,260,1590,178,112,472,119,2468
SED70002,426,80,4,5,3,516,985,279,20,0,0,1281,318,458,71,0,14,863,78,107,5,0,5,194,4,20,3,0,17,49,181,134,8,0,4,324,61,54,9,6,13,144,3,4,0,0,0,10,647,774,102,6,50,1573,53,27,4,5,5,95,98,74,9,3,8,196,2204,1227,136,19,76,3665
SED70003,51,9,0,356,39,455,14,0,0,32,4,50,0,0,0,3,0,5,556,160,23,0,8,746,191,46,3,3,3,251,19,4,3,16,4,45,387,11,3,82,55,531,5,6,0,0,0,9,1157,223,37,105,62,1584,214,42,12,43,21,325,122,16,11,174,43,365,1568,287,51,702,171,2780
SED70004,194,0,0,592,87,865,125,0,0,35,3,171,30,33,8,3,0,72,579,34,13,6,0,629,158,17,9,3,0,189,67,11,7,32,4,122,202,22,10,82,35,350,8,0,0,0,0,14,1041,126,47,119,45,1377,380,31,18,59,31,520,206,16,10,126,52,409,1951,171,70,935,217,3343
SED70005,227,16,12,0,0,255,970,86,33,0,0,1089,493,122,176,0,0,793,97,152,33,0,0,285,6,4,3,0,0,9,155,47,18,0,0,221,111,4,3,0,0,123,3,0,4,0,0,8,871,333,243,0,4,1441,22,8,3,0,0,32,192,93,49,0,0,333,2280,530,336,0,4,3149
SED70006,427,69,8,40,12,547,972,187,13,0,8,1178,227,266,76,3,3,575,140,108,18,0,0,265,22,9,0,0,3,34,208,103,17,4,12,345,29,47,3,24,10,114,0,3,0,0,0,8,632,530,114,37,26,1343,35,42,3,0,12,85,94,81,21,78,16,295,2150,908,160,150,78,3447
SED70007,257,29,32,0,0,323,1106,76,90,0,0,1271,574,157,180,0,0,915,7,27,23,0,0,58,0,4,0,0,0,4,152,45,42,0,0,236,88,7,4,0,0,98,0,0,0,0,0,0,818,242,242,0,0,1312,36,3,0,0,0,41,123,27,39,0,0,184,2340,378,405,0,4,3129
SED70008,566,46,37,152,0,800,844,36,50,5,0,935,264,94,141,4,0,501,84,0,27,0,0,112,7,0,17,0,3,21,171,38,57,3,0,271,237,3,52,9,5,313,0,0,0,0,0,5,760,136,298,17,12,1220,30,6,31,0,0,67,140,9,33,83,4,275,2345,225,454,255,27,3306
SED70009,713,0,0,528,84,1328,675,5,3,48,12,746,47,0,0,0,0,53,164,40,3,4,5,216,281,57,10,6,3,359,161,0,0,44,10,221,100,17,3,138,51,312,21,6,0,4,0,30,777,119,16,191,73,1182,166,22,9,54,27,270,422,18,6,173,41,651,2763,169,29,991,229,4181
SED70010,287,6,58,0,0,353,899,23,170,0,0,1092,299,47,323,0,0,677,220,21,237,0,0,473,5,4,5,0,0,14,145,11,74,0,0,237,11,0,6,0,0,18,4,0,6,0,0,8,684,83,656,0,4,1430,5,0,9,0,0,16,261,17,147,22,21,459,2136,129,1034,25,21,3345
SED70011,354,177,52,0,0,587,435,212,122,0,0,773,191,348,585,0,0,1122,20,71,100,0,0,186,54,3,23,0,0,85,85,102,103,0,3,290,10,12,19,0,7,46,4,0,3,0,0,12,365,541,831,0,8,1739,34,27,17,0,0,86,48,55,80,38,0,218,1232,1018,1098,41,9,3403
SED70012,264,60,141,142,4,613,348,103,326,9,0,792,164,233,720,4,0,1126,13,35,50,0,0,102,3,0,0,0,0,7,74,93,142,12,3,329,94,9,53,105,11,287,0,0,4,0,0,5,352,375,975,118,24,1846,28,5,9,12,11,60,64,48,97,213,16,440,1061,597,1548,496,52,3755
SED70013,803,4,3,182,17,1013,1484,11,0,14,0,1516,151,11,0,6,0,166,5,6,0,0,0,10,11,0,0,0,0,11,230,6,6,11,11,264,23,0,0,64,15,99,9,0,0,0,0,9,423,27,6,79,18,551,83,0,0,14,0,105,352,19,0,200,21,579,3148,60,7,484,61,3769
SED70014,36,0,0,228,23,292,6,0,0,18,4,28,0,0,4,0,0,4,638,66,5,4,5,714,229,25,16,6,8,281,6,3,4,21,10,43,133,208,93,61,42,535,6,0,0,0,0,7,1010,308,123,87,63,1585,261,29,22,47,29,399,107,73,56,78,26,343,1421,417,202,463,149,2652
SED70015,583,76,38,0,0,700,842,119,83,0,0,1044,191,180,242,0,4,621,159,85,34,0,0,281,0,7,4,0,0,14,152,92,69,0,7,320,24,22,19,0,0,60,5,5,4,0,0,8,541,385,370,0,12,1304,21,9,5,0,0,34,111,66,45,4,0,228,2099,651,543,11,18,3317
SED70016,454,61,0,0,0,515,867,167,4,0,0,1029,178,145,41,0,0,369,259,167,30,0,0,452,40,3,0,0,0,47,136,59,6,0,0,199,21,10,0,0,0,31,5,5,0,0,0,11,640,389,74,3,5,1109,37,10,0,4,0,46,148,74,14,13,7,257,2135,698,87,18,12,2957
SED70017,382,13,0,240,128,765,656,18,0,17,16,710,361,165,13,0,3,541,139,120,14,4,3,282,78,18,0,0,0,103,171,29,0,20,14,236,138,45,3,93,67,343,9,4,0,0,0,6,896,377,34,115,89,1505,69,12,0,12,13,114,298,107,26,101,43,569,2299,521,63,487,285,3664
SED70018,66,4,0,22,3,98,28,0,0,0,0,29,62,9,4,3,0,84,509,12,3,0,4,526,141,0,0,0,3,151,18,0,0,3,0,27,421,30,16,8,12,486,21,0,0,0,0,17,1177,47,23,16,19,1292,370,26,28,10,7,442,231,12,29,26,11,307,1870,90,79,77,46,2164
SED70019,329,35,13,497,93,961,650,111,12,35,3,819,151,158,67,4,4,387,454,124,5,4,4,590,113,15,0,3,4,139,123,32,12,23,23,217,75,36,15,160,50,332,19,4,0,0,0,22,933,371,97,198,92,1689,163,37,22,53,16,287,205,33,4,275,29,548,2283,586,150,1050,229,4297
SED70020,667,11,4,310,16,1009,1263,7,3,25,3,1311,123,23,87,0,6,242,10,0,4,4,3,18,19,0,3,0,0,28,180,17,5,15,3,224,34,4,0,120,21,176,8,0,0,4,0,10,365,43,101,141,34,690,60,0,0,20,6,88,151,6,19,135,29,346,2510,75,123,638,87,3436
SED70021,416,30,189,0,3,643,492,48,296,0,0,833,182,103,953,0,3,1239,35,125,26,0,3,197,9,4,18,0,0,27,117,33,301,5,3,455,14,3,40,0,0,58,3,8,8,0,0,20,357,269,1351,6,8,1997,13,6,16,0,0,35,55,41,108,16,0,211,1332,392,1961,16,12,3713
SED70022,97,25,353,5,5,484,63,26,602,0,0,694,39,46,2404,0,15,2506,8,39,55,0,0,108,0,4,9,0,0,10,19,23,418,0,19,483,94,4,182,0,14,290,0,0,9,0,0,14,168,117,3075,4,52,3411,12,3,53,3,0,67,15,17,362,25,27,448,353,187,4441,41,86,5106
SED70023,567,11,60,121,4,767,1015,27,71,8,0,1111,255,57,74,0,0,391,152,4,4,0,0,164,5,0,0,0,0,9,171,28,46,0,0,253,20,11,5,23,5,59,10,0,0,0,0,10,617,102,136,19,5,882,25,0,7,4,0,37,177,10,21,23,4,235,2396,149,297,183,7,3034
SED70024,250,12,5,38,3,306,1851,56,24,0,0,1938,751,119,141,4,6,1016,17,18,16,0,0,53,3,0,3,0,0,9,167,15,9,7,0,198,131,13,3,3,3,155,3,0,0,0,0,6,1068,172,179,15,6,1445,40,4,0,0,3,50,155,23,27,20,0,231,3366,266,237,79,20,3963
SED70025,521,6,76,7,0,613,1125,27,146,0,0,1288,378,15,141,0,0,536,68,0,61,0,0,134,3,0,5,0,0,3,144,4,61,0,0,209,247,5,13,4,0,273,0,0,5,0,0,9,841,30,284,3,0,1166,30,0,4,0,0,44,152,7,56,5,3,225,2673,70,570,21,5,3327
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,7
SED80001,7881,1064,387,0,4,9339,11955,1544,654,0,0,14161,1557,711,489,0,3,2754,1091,494,184,0,4,1777,58,58,7,0,0,122,962,313,162,0,5,1446,142,45,8,0,8,200,14,9,5,0,0,25,3819,1629,850,0,20,6313,276,167,70,0,12,521,602,196,121,0,4,925,24537,4601,2082,0,34,31260
SED80002,7877,1509,486,0,0,9883,10904,2075,1167,0,4,14153,1956,1491,2382,0,4,5835,1286,534,187,0,5,2013,89,45,60,0,0,194,1179,612,650,0,3,2446,234,99,100,0,9,444,28,19,8,0,0,52,4772,2802,3387,0,28,10986,223,222,100,0,0,555,685,292,248,3,3,1233,24461,6906,5398,3,37,36800
SED80003,5086,1148,2199,90,16,8549,4727,1602,4357,0,11,10691,1424,1211,6815,4,12,9472,734,536,688,18,3,1983,70,75,142,0,5,291,832,505,1791,3,19,3141,234,98,307,35,17,702,25,13,31,0,0,62,3316,2441,9772,60,63,15657,191,155,301,4,5,655,428,224,1128,175,10,1968,13754,5574,17758,336,102,37521
SED80004,8772,1406,733,0,8,10924,9397,2014,1768,0,11,13192,1773,1242,1870,0,3,4894,804,756,190,0,0,1750,43,69,23,0,0,141,802,459,489,4,3,1760,169,101,88,0,4,361,27,6,5,0,0,36,3615,2644,2665,5,19,8943,238,157,253,0,3,654,598,272,265,10,6,1143,22628,6493,5679,9,41,34855
SED80005,5439,747,279,8,5,6478,12010,2652,1158,0,12,15835,2765,1637,1654,0,18,6070,525,410,200,0,3,1133,134,77,71,0,4,279,1095,502,395,0,9,2000,922,132,84,3,5,1142,26,13,9,0,0,43,5465,2761,2414,5,31,10672,142,141,120,0,4,407,662,276,210,0,0,1149,23715,6573,4179,19,59,34537
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,445,29,28,0,5,503,261,13,6,0,4,286,107,3,4,0,5,115,59,31,49,0,0,139,39,0,3,0,0,42,167,23,21,0,4,218,81,9,18,0,3,118,0,0,0,0,0,0,458,65,97,0,14,632,93,5,11,7,9,119,199,11,32,0,10,259,1456,125,176,9,41,1805
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
