SED_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SED52505,368,318,682,123,142,267,5,3,7,0,0,0,40,34,71,10519,9016,19540,456,732,1188,101,6,107,39,0,45,63,16,77,213,56,267,67,94,168,11995,10422,22416,365,278,647,0,0,0,0,0,0,279,159,438,13,32,50,6,5,12,673,477,1152,0,0,0,0,0,0,14,25,36,8,17,24,5,3,8,29,39,68,103,53,158,805,573,1375,113,115,228,11,6,17,0,0,0,126,116,241,1002,1288,2286,1257,1861,3121,54,44,93,15237,14303,29544
SED52604,485,454,932,92,66,163,4,0,3,0,0,0,34,21,56,6865,6283,13147,381,470,855,123,8,132,57,0,55,62,14,76,201,33,230,142,178,323,8431,7531,15965,181,137,318,0,0,0,0,0,0,151,133,280,38,41,72,27,3,29,394,310,700,0,0,0,0,0,0,9,4,14,4,10,14,10,4,8,25,11,38,74,43,110,485,366,856,57,56,111,3,0,5,7,0,5,68,60,127,873,1087,1960,1111,1502,2610,33,30,70,11004,10572,21582
SED52702,69,58,137,117,84,202,5,0,5,0,0,0,18,8,25,6307,5888,12189,277,333,610,195,9,197,61,3,64,48,7,55,144,35,174,132,121,253,7360,6548,13909,18,21,39,0,0,0,0,0,0,112,85,199,3,10,12,0,0,0,136,112,253,0,0,0,0,0,0,19,14,32,8,5,12,8,0,5,30,21,53,60,27,90,227,163,392,18,18,34,0,3,3,6,0,6,17,19,40,876,1131,2011,1021,1311,2326,50,28,78,9553,9200,18753
SED52803,7,4,9,1258,252,1513,13,5,17,0,0,0,59,54,115,7624,5502,13130,1309,737,2043,196,24,214,63,9,76,78,28,108,873,218,1085,473,488,966,11958,7318,19271,0,0,4,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,3,4,11,0,0,0,0,0,0,72,16,88,18,3,19,68,16,82,156,38,195,259,102,358,420,150,564,3,0,3,63,13,78,19,5,23,91,23,103,145,311,460,931,759,1690,80,45,121,13619,8593,22212
SED52903,6,12,21,201,86,288,8,0,4,0,0,0,9,12,22,4498,4414,8910,549,631,1181,127,7,142,116,47,164,186,139,326,413,123,540,1090,1292,2386,7202,6769,13971,4,4,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,7,13,0,0,0,0,0,0,4,0,11,5,4,9,6,3,7,18,9,26,97,50,145,126,65,185,0,3,3,4,0,4,9,5,9,8,6,14,416,558,969,1853,2181,4033,151,126,280,9756,9702,19458
SED53004,474,407,881,68,42,111,0,0,5,0,0,0,24,22,46,6692,6330,13021,319,377,692,107,0,107,49,5,54,77,10,82,148,28,175,62,55,119,8017,7286,15302,190,166,356,0,0,0,0,0,0,148,128,281,13,31,44,20,4,31,376,324,704,0,0,0,0,0,0,7,12,17,6,7,12,10,0,11,23,17,38,63,19,82,462,361,825,69,51,120,0,0,4,0,0,0,69,53,125,823,1032,1854,1053,1565,2620,30,22,51,10456,10316,20777
SED53105,372,406,781,116,94,212,3,3,4,0,0,0,34,21,56,8122,6901,15022,467,536,1005,138,0,143,39,3,40,31,3,33,223,55,277,71,86,162,9610,8116,17734,187,221,404,0,0,0,0,0,0,143,135,281,25,27,52,17,0,16,369,389,757,0,0,0,0,0,0,16,8,26,8,13,20,7,3,9,30,27,56,80,48,129,473,463,939,62,106,171,7,4,6,12,0,10,75,111,191,528,876,1405,1203,1538,2739,55,40,89,11949,11147,23091
SED53204,209,227,439,115,112,228,0,0,5,0,0,0,41,16,52,9291,8201,17495,480,668,1148,135,6,138,55,5,58,26,0,28,207,40,249,33,56,91,10602,9333,19930,126,120,251,0,0,0,0,0,0,215,189,398,22,32,51,0,3,3,366,348,708,0,0,0,0,0,0,23,17,39,10,16,20,0,4,6,38,32,71,97,41,140,495,422,916,53,76,136,0,3,9,5,0,5,60,86,145,696,1021,1714,1115,1531,2645,41,27,67,13008,12414,25425
SED53306,145,155,299,135,93,227,0,0,6,0,0,0,28,22,49,5439,5512,10950,398,474,873,94,0,95,25,5,36,35,18,49,259,64,322,109,112,221,6679,6448,13128,55,52,107,0,0,0,0,0,0,62,53,115,14,14,27,10,0,11,135,122,258,0,0,0,0,0,0,10,3,16,0,16,23,8,7,17,28,26,55,92,43,131,254,186,445,36,38,75,3,3,10,3,3,5,46,43,87,342,644,990,1337,1392,2725,47,50,98,8714,8762,17480
SED53402,512,456,970,723,756,1482,0,0,0,0,0,0,75,69,152,7016,6312,13329,355,637,995,62,0,62,73,3,75,321,90,408,160,57,214,139,125,259,9435,8513,17946,137,152,288,0,0,0,0,0,0,51,53,109,12,22,32,13,7,19,213,233,445,0,0,0,0,0,0,28,18,49,17,32,41,18,14,32,58,66,128,91,58,151,363,361,718,26,48,72,11,6,14,0,0,0,37,50,90,956,1122,2083,1075,1596,2668,54,23,73,11918,11663,23581
SED53502,194,243,440,131,100,228,0,0,0,0,0,0,35,43,70,7905,6844,14748,400,596,999,135,9,148,63,10,75,85,24,106,207,56,257,146,155,299,9293,8071,17367,106,102,205,0,0,0,0,0,0,85,115,204,15,25,43,14,6,24,222,251,473,0,0,0,0,0,0,11,5,12,4,7,15,16,8,15,28,21,49,86,61,142,332,334,665,28,50,75,4,4,7,4,0,7,38,52,89,497,803,1302,1284,1565,2856,66,59,122,11521,10876,22397
SED53602,88,111,197,190,244,430,0,0,4,0,0,0,85,46,126,8194,6208,14400,485,693,1180,130,0,130,51,4,52,39,8,42,156,53,209,59,48,104,9472,7404,16880,102,114,212,0,0,0,0,0,0,71,80,157,4,18,22,4,0,7,182,218,397,0,0,0,0,0,0,30,29,59,17,24,45,7,10,14,57,63,121,96,44,142,333,325,664,36,61,96,8,10,12,7,4,9,50,70,114,336,514,844,804,1046,1846,77,50,132,11068,9408,20480
SED53701,8,10,13,214,78,293,0,0,0,0,0,0,5,5,11,5371,4594,9964,364,376,741,227,10,235,27,10,41,48,21,70,315,93,407,566,433,1001,7146,5630,12777,3,0,0,0,0,0,0,0,0,10,21,31,0,6,7,0,0,0,14,21,37,0,0,0,0,0,0,7,0,10,5,4,8,10,0,10,25,4,31,107,34,141,145,65,207,0,9,12,4,0,4,5,0,6,13,12,26,982,1132,2116,1046,966,2015,115,76,194,9446,7884,17330
SED53802,62,92,156,446,538,983,0,0,0,0,0,0,46,55,101,8287,6865,15152,446,636,1086,108,7,109,75,3,75,81,15,95,167,45,214,48,58,102,9763,8312,18082,57,70,129,0,0,0,0,0,0,68,62,128,3,14,16,3,0,3,134,145,279,0,0,0,0,0,0,49,51,99,22,47,67,11,12,24,80,110,189,73,45,117,285,302,584,19,22,41,8,3,16,4,0,4,36,31,63,611,792,1405,905,1323,2228,44,30,81,11652,10789,22444
SED53902,88,103,192,923,849,1772,4,0,5,0,0,0,57,66,121,7066,6292,13353,353,621,969,49,0,49,56,11,65,176,39,220,155,44,196,149,175,329,9070,8203,17276,82,111,191,0,0,0,0,0,0,18,22,40,7,7,10,8,3,15,117,142,255,0,0,0,0,0,0,35,28,65,31,33,60,16,16,31,80,77,158,74,54,123,270,273,538,22,26,50,12,4,14,3,0,3,35,34,71,937,1035,1972,914,1430,2339,33,30,68,11258,11008,22263
SED54006,21,27,56,163,36,207,0,0,3,0,0,0,13,5,17,5998,5795,11786,478,442,913,173,13,182,41,0,40,25,16,44,202,91,291,146,143,292,7266,6564,13826,7,0,10,0,0,0,0,0,0,27,27,54,0,0,0,0,0,0,34,26,59,0,0,0,0,0,0,44,8,49,0,10,16,6,0,13,56,16,77,83,40,127,173,83,261,14,14,28,3,0,8,5,0,5,18,12,35,512,700,1212,1397,1272,2667,77,52,121,9438,8684,18129
SED54104,437,372,807,1064,968,2036,5,0,5,3,0,3,68,86,164,5923,5475,11399,393,650,1043,18,0,18,83,14,96,473,207,680,119,54,174,829,848,1674,9420,8678,18097,119,143,264,0,0,0,0,0,0,17,19,34,10,13,25,13,11,26,162,179,347,0,0,0,0,0,0,24,24,54,21,32,52,34,18,54,82,72,156,82,54,136,326,314,638,23,29,47,15,12,29,0,3,5,41,45,80,1398,1512,2907,1033,1593,2627,50,45,90,12264,12179,24442
SED54203,12,7,12,2204,424,2631,7,3,9,0,0,0,21,11,32,4079,2508,6581,914,423,1332,199,25,217,46,18,61,101,144,246,1134,271,1409,872,976,1846,9585,4803,14388,3,8,9,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,8,10,14,0,0,0,0,0,0,15,5,23,19,7,25,97,26,127,139,38,172,233,82,317,376,129,505,9,0,7,97,27,124,35,9,39,141,33,171,377,465,841,1942,1692,3629,134,87,223,12557,7202,19757
SED54304,343,334,680,2056,1957,4013,4,4,9,0,0,0,149,179,327,7377,6203,13585,451,785,1240,54,0,58,118,21,140,489,179,668,355,106,463,1925,1460,3387,13318,11234,24554,214,286,499,0,0,0,0,0,0,14,17,32,12,12,27,30,10,37,271,323,596,6,0,6,0,0,0,20,37,55,16,53,64,55,66,120,89,149,243,133,72,201,495,538,1034,42,59,103,33,15,47,9,3,18,86,80,160,1620,1405,3028,1717,1951,3665,81,59,138,17315,15268,32584
SED54403,14,6,21,3233,601,3831,4,0,9,0,0,0,73,27,107,10719,6655,17366,2007,869,2878,322,19,337,127,21,149,117,48,165,1719,457,2176,877,810,1693,19209,9517,28728,4,0,6,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,7,3,15,0,0,0,0,0,0,48,28,79,22,7,29,163,27,192,238,62,306,473,110,584,726,178,907,13,4,14,134,20,153,45,15,58,188,38,228,175,426,600,1490,1182,2668,165,84,244,21957,11415,33374
SED54505,264,196,464,151,162,312,0,0,0,0,0,0,27,20,43,7071,6347,13415,298,567,859,58,0,58,31,0,27,129,35,158,131,20,151,46,98,137,8202,7438,15644,494,310,805,0,0,0,0,0,0,127,83,205,24,26,47,13,0,18,655,423,1082,0,0,0,0,0,0,12,8,25,17,37,56,7,0,15,44,47,89,67,59,124,762,533,1293,116,76,193,9,10,16,3,0,7,123,88,209,973,964,1942,844,1287,2129,46,28,72,10954,10341,21292
SED54605,167,208,371,98,85,180,0,0,0,0,0,0,18,8,30,5701,5057,10758,380,358,737,84,5,91,47,3,55,44,13,56,291,77,363,175,118,293,7007,5930,12937,89,102,191,0,0,0,0,0,0,68,78,147,15,18,31,11,7,19,183,209,388,0,0,0,0,0,0,4,6,8,7,9,18,0,0,4,15,19,26,72,37,102,268,253,524,46,58,106,10,5,14,6,4,3,62,62,123,406,553,962,1045,1141,2191,46,41,91,8839,7985,16815
SED54701,0,0,4,352,85,435,5,0,3,0,0,0,3,3,6,6245,4824,11073,416,399,816,213,0,210,47,7,55,62,42,103,219,63,280,557,535,1092,8118,5967,14082,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,8,5,13,4,4,8,8,3,10,20,10,30,76,52,125,98,72,174,3,0,3,9,0,9,11,4,12,23,4,19,1056,1062,2118,652,830,1486,110,70,178,10050,8006,18062
SED54804,260,256,510,159,138,298,0,0,0,0,0,0,42,35,79,7644,7781,15421,336,500,836,56,0,56,88,7,97,171,40,207,241,62,303,127,140,267,9109,8958,18073,329,254,583,0,0,0,0,0,0,145,160,309,18,24,43,11,3,11,499,444,949,0,0,0,0,0,0,16,16,32,6,12,14,10,5,9,30,32,62,85,43,126,617,519,1137,47,39,79,5,0,7,3,0,0,51,43,95,1070,1338,2413,1132,1719,2847,42,29,70,12022,12607,24629
SED54905,149,115,260,814,743,1561,20,21,46,0,0,0,51,64,122,6933,6266,13201,330,642,972,33,0,33,53,5,59,272,67,344,149,42,194,168,183,349,8977,8158,17132,125,115,239,3,0,4,0,0,0,26,36,56,11,6,16,12,3,7,178,157,332,12,3,10,0,0,0,28,23,53,13,35,51,20,17,36,73,74,150,71,52,123,321,287,610,29,46,76,12,8,19,5,0,8,44,57,102,1146,1217,2360,974,1436,2412,59,32,96,11519,11181,22699
SED55005,163,184,349,152,144,298,0,0,0,0,0,0,47,22,74,9391,7588,16976,476,652,1129,131,4,133,37,3,43,41,3,44,204,40,242,40,70,107,10681,8716,19397,288,228,515,0,0,0,0,0,0,158,105,264,20,19,43,5,0,4,465,356,821,0,0,0,0,0,0,15,25,38,11,30,43,7,4,10,28,52,85,85,50,136,582,461,1042,72,89,160,8,7,12,0,0,0,73,96,173,592,840,1432,1056,1349,2408,53,33,91,13043,11500,24547
SED55102,33,53,82,118,73,188,0,0,0,0,0,0,17,15,26,7974,7569,15547,449,506,958,242,10,250,44,4,47,25,10,30,290,69,363,158,112,268,9358,8413,17773,48,36,84,0,0,0,0,0,0,120,109,233,13,13,27,0,0,0,187,162,341,0,0,0,0,0,0,9,13,18,3,13,21,12,0,13,22,29,53,78,47,125,285,232,518,22,35,52,3,0,8,9,7,13,27,34,69,703,1160,1859,1379,1558,2935,65,38,101,11817,11442,23264
SED55202,242,273,515,139,150,282,6,5,11,0,0,0,67,47,109,8145,6068,14215,473,605,1078,122,7,125,41,3,51,44,12,49,187,49,239,67,62,128,9533,7272,16805,130,178,304,0,0,0,0,0,0,65,87,155,25,20,40,11,4,15,226,292,523,0,0,0,0,0,0,4,17,27,6,23,26,5,7,15,15,48,66,105,47,152,350,387,738,51,70,124,6,5,9,6,0,7,58,82,138,335,507,840,1007,1182,2192,63,27,94,11352,9458,20807
SED55306,9,3,6,95,25,117,0,0,0,0,0,0,17,10,27,6336,6534,12870,447,495,948,96,0,97,19,0,19,154,61,213,186,45,230,241,230,468,7605,7411,15013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,12,7,17,4,3,8,8,0,10,25,13,35,90,25,119,114,44,160,0,0,0,13,0,13,3,0,10,19,3,16,840,1217,2058,1473,1665,3141,57,73,133,10097,10412,20517
SED55405,287,283,565,1121,1124,2246,0,0,3,0,0,0,85,76,161,8431,6555,14987,424,792,1219,53,0,56,80,12,94,227,69,296,207,65,275,231,193,415,11145,9169,20317,143,162,305,0,0,0,0,0,0,33,44,74,10,16,19,15,0,19,199,225,424,0,0,0,0,0,0,35,34,68,28,53,86,39,26,70,110,115,227,81,57,142,390,400,791,60,68,123,24,11,35,8,3,12,88,86,171,897,933,1835,1240,1624,2867,62,33,96,13823,12248,26070
SED55504,225,234,457,140,75,211,3,0,9,0,0,3,32,19,54,8373,7833,16205,519,548,1076,235,8,242,57,4,56,27,6,33,251,50,305,121,108,233,9993,8887,18877,137,121,257,0,0,0,0,0,0,174,161,339,16,23,38,3,0,8,331,311,642,0,0,0,0,0,0,4,6,11,9,18,22,3,4,5,17,26,44,134,47,176,473,389,860,67,53,127,7,4,14,4,0,4,81,61,138,698,1167,1863,1277,1602,2877,64,48,113,12583,12146,24733
SED55605,195,223,426,168,108,276,3,0,3,0,0,0,15,12,18,7518,7178,14696,530,517,1047,118,3,119,42,3,48,36,14,48,274,50,330,66,97,160,8965,8213,17176,102,109,215,0,0,0,0,0,0,140,118,260,13,23,35,5,0,5,262,248,512,0,0,0,0,0,0,7,3,10,4,5,11,10,0,10,19,13,33,113,33,150,395,297,692,59,71,130,9,4,16,3,0,3,75,72,147,512,870,1384,1679,1689,3368,57,37,94,11682,11173,22857
SED55706,0,5,6,118,33,148,4,0,4,5,0,5,3,5,9,5930,5636,11569,476,456,934,136,6,141,38,12,54,106,44,154,156,47,206,492,431,923,7462,6671,14140,5,0,4,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,7,7,10,0,0,0,0,0,0,7,0,9,0,0,0,3,0,6,16,6,19,92,42,133,111,49,166,3,0,3,5,0,3,3,0,3,8,0,7,1243,1351,2595,1245,1389,2631,116,85,200,10189,9550,19736
SED55802,83,80,157,217,189,412,4,0,4,0,0,0,43,41,88,10092,8614,18706,494,688,1182,163,0,167,57,0,64,38,7,38,272,51,325,69,101,169,11532,9777,21306,72,128,199,0,0,0,0,0,0,102,125,225,11,8,15,0,3,7,185,262,448,0,0,0,0,0,0,18,22,42,14,24,41,10,8,16,43,53,103,119,76,197,353,393,745,46,58,107,9,6,13,0,6,4,53,74,126,567,869,1426,1324,1616,2943,49,35,93,13875,12758,26634
SED55905,132,149,276,148,150,297,3,0,5,0,0,0,44,30,74,6873,6321,13197,373,492,866,75,4,81,53,12,66,70,22,89,130,24,155,75,69,141,7976,7269,15248,151,137,287,0,0,0,0,0,0,103,109,213,17,12,27,9,6,12,278,268,540,0,0,5,0,0,0,6,6,13,8,12,22,14,5,14,32,26,54,69,55,124,378,338,721,41,46,86,3,4,5,3,0,3,47,53,96,507,754,1266,932,1362,2297,50,40,85,9898,9818,19713
SED59797,0,0,0,190,15,207,4,3,7,0,0,0,5,0,5,81,8,91,27,0,27,13,0,13,0,0,0,0,0,0,767,78,850,287,36,324,1390,143,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,8,6,11,38,4,39,46,8,50,0,0,0,5,0,10,0,0,0,8,0,11,17,4,23,31,34,64,23,0,24,1517,186,1697
SED60105,4,3,3,52,93,144,0,0,0,0,0,0,32,57,90,4196,3585,7784,252,451,697,32,0,32,38,3,42,59,12,67,32,19,53,386,450,838,5079,4661,9736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,4,18,20,5,6,9,8,23,29,36,36,72,43,61,104,0,0,0,0,5,5,8,0,6,8,9,14,368,488,864,474,855,1329,26,13,40,6004,6091,12090
SED60106,0,0,0,4,0,3,0,0,0,0,0,0,0,0,6,1192,985,2178,70,67,135,33,0,38,8,3,16,4,0,7,8,8,17,96,93,186,1430,1155,2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,13,6,20,15,11,22,0,0,0,0,0,0,0,0,0,0,0,0,210,186,396,112,206,316,22,14,31,1783,1576,3353
SED60113,6,0,6,38,82,118,0,0,0,0,0,0,24,20,48,6445,5735,12180,333,514,843,77,0,78,58,3,62,74,19,94,38,23,60,254,263,517,7340,6658,13999,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,3,5,9,7,14,18,0,5,5,12,20,35,54,33,90,74,61,130,0,0,0,5,3,10,0,0,3,9,7,15,599,832,1425,782,1273,2059,35,51,80,8828,8873,17711
SED60115,0,0,0,136,168,299,0,0,0,0,0,0,29,42,72,6272,5075,11346,406,558,967,106,0,111,67,9,77,60,20,79,54,26,75,254,243,495,7383,6141,13522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,11,12,16,22,5,7,6,20,30,46,69,36,109,84,65,155,0,0,0,9,7,16,0,0,0,6,7,16,439,509,946,669,1111,1782,69,44,112,8656,7882,16536
SED60207,0,0,0,41,36,80,0,0,0,0,0,0,16,31,42,6121,5694,11807,374,462,837,96,0,100,38,6,41,35,18,53,42,13,56,218,237,451,6976,6493,13469,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,7,4,4,7,0,0,0,4,10,15,54,36,86,60,42,104,0,0,0,0,0,8,3,3,3,0,10,9,416,505,930,764,1049,1810,66,40,99,8286,8138,16423
SED60208,0,0,3,38,26,67,0,5,8,0,0,0,5,11,19,5186,4858,10040,299,358,656,105,4,107,49,4,53,21,12,30,44,17,63,131,132,262,5890,5422,11312,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,7,0,8,0,0,3,9,4,13,49,34,80,60,41,98,0,0,0,0,0,0,0,0,4,0,4,6,457,514,968,617,983,1603,57,48,106,7077,7007,14086
SED60209,0,0,3,60,27,86,0,0,0,0,0,0,12,20,34,6128,5192,11329,412,405,818,93,3,93,95,13,111,30,7,35,67,26,85,396,399,794,7289,6096,13384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,0,12,4,3,12,0,3,7,22,10,32,44,33,75,73,41,109,0,0,4,0,0,3,9,0,9,11,3,13,510,594,1100,758,1094,1852,77,61,135,8716,7881,16597
SED60301,0,0,0,106,165,275,0,3,3,0,0,0,14,12,24,2815,2323,5137,160,268,429,61,0,60,37,0,40,24,10,31,17,8,29,47,35,81,3289,2827,6118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,24,9,16,26,4,0,6,22,40,63,37,21,54,57,60,121,0,0,0,0,0,4,0,0,0,3,0,5,152,205,358,347,562,910,17,17,37,3868,3680,7549
SED60302,6,3,8,450,667,1111,0,0,3,0,0,0,67,66,139,6282,4493,10773,428,865,1289,76,4,78,100,13,111,159,52,215,62,16,78,249,237,487,7869,6411,14281,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,42,48,92,19,75,93,10,18,31,79,142,223,79,79,159,156,224,386,0,3,3,10,20,33,6,3,7,11,27,38,443,551,987,736,1198,1940,51,50,101,9271,8464,17734
SED60303,0,0,0,322,561,878,0,4,6,0,0,0,81,83,163,4700,3822,8521,376,757,1129,39,0,41,107,17,118,419,210,628,74,45,117,1574,1968,3542,7688,7469,15159,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,3,4,10,4,0,4,0,0,0,19,24,44,16,37,51,14,26,39,49,82,135,93,97,192,149,178,326,0,0,0,12,15,23,5,4,10,13,26,35,1072,1055,2130,996,1608,2608,36,35,70,9963,10367,20328
SED60304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,56,122,4,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,64,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23,0,13,14,0,0,0,90,93,183
SED60310,0,0,0,227,393,624,4,0,4,0,0,0,21,13,34,2901,2376,5281,184,481,664,27,0,22,37,4,37,123,71,193,28,17,48,321,349,669,3875,3709,7581,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,15,12,25,16,24,35,9,4,14,35,33,78,50,48,98,97,87,184,0,0,0,7,8,16,0,0,3,10,11,21,622,631,1252,452,686,1133,17,25,44,5068,5147,10216
SED60404,3,0,3,100,175,275,0,0,3,0,0,0,3,6,5,5379,4801,10180,337,415,753,159,5,164,54,0,58,35,12,44,29,13,47,198,173,373,6296,5596,11893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,50,67,10,19,27,6,3,5,34,71,104,76,48,129,113,119,237,0,0,0,4,6,5,5,0,5,11,3,15,976,1045,2022,743,1106,1846,68,66,130,8209,7938,16149
SED60410,0,3,3,186,263,449,0,0,0,0,0,0,4,3,11,2569,2172,4742,128,331,459,24,0,26,39,0,39,22,13,27,18,6,25,77,73,151,3064,2859,5924,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,26,39,8,18,22,0,0,5,15,46,68,37,31,75,55,87,148,0,0,0,4,4,4,0,0,0,5,4,7,317,358,680,312,565,882,14,10,25,3771,3883,7656
SED60411,3,0,3,330,540,867,29,28,62,0,0,0,17,21,40,5189,4209,9392,290,582,872,53,3,55,76,6,82,94,37,135,27,12,40,82,125,210,6196,5564,11761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,25,50,76,14,31,42,5,6,10,48,92,139,50,61,109,103,153,254,0,0,0,12,9,23,0,0,0,9,9,23,553,640,1192,618,1148,1766,21,29,48,7500,7541,15039
