SED_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
SED54605,250,20,11,0,0,280,111,14,6,0,0,126,83,7,4,0,0,102,163,27,11,5,0,202,269,29,23,0,0,331,1008,57,53,0,0,1116,1118,34,26,0,0,1182,1012,26,21,0,0,1054,355,7,19,0,0,378,245,11,8,0,0,259,151,5,6,0,0,158,311,12,7,0,0,332,5065,242,203,5,7,5522
SED54701,328,0,0,0,0,329,119,0,0,3,0,122,154,4,0,0,0,160,284,9,0,3,0,291,306,7,0,0,0,317,708,12,0,0,3,728,545,6,0,0,0,550,479,10,0,0,0,489,180,0,0,0,3,186,121,0,0,0,3,124,87,3,0,0,0,94,234,3,0,0,0,240,3548,48,3,15,12,3621
SED54804,192,81,12,0,0,287,57,24,5,0,0,85,39,29,8,0,0,67,69,50,10,0,0,139,91,67,18,0,0,190,291,254,46,0,0,591,376,438,83,0,0,905,824,652,77,0,0,1554,654,296,27,0,0,976,787,219,26,0,0,1031,554,111,21,0,0,689,222,135,18,0,0,372,4164,2351,351,6,0,6879
SED54905,191,96,25,0,0,312,44,21,4,0,0,67,46,20,12,0,0,78,63,40,9,0,0,109,54,34,17,0,0,108,173,191,98,0,0,458,228,225,90,0,0,543,477,306,84,0,0,870,407,147,42,0,0,596,515,134,38,0,0,688,738,116,26,0,0,882,188,79,26,0,0,295,3116,1409,478,0,7,5013
SED55005,329,8,0,0,0,333,120,5,0,0,0,118,110,7,0,0,0,117,185,4,0,0,0,193,274,15,0,0,0,292,1135,47,0,0,0,1182,1617,42,0,0,0,1666,2226,42,3,0,0,2268,979,3,0,0,0,981,609,3,0,0,0,615,377,5,0,0,0,380,488,3,0,0,0,493,8445,175,15,0,0,8639
SED55102,276,3,0,0,0,278,94,0,0,0,0,96,77,4,0,0,0,78,123,0,0,0,0,130,257,8,0,0,0,270,1042,40,0,0,0,1087,1618,40,0,0,0,1663,2428,59,3,0,0,2494,1160,18,0,0,0,1171,858,11,4,0,0,878,510,5,0,0,4,514,481,12,3,0,0,490,8921,198,19,0,3,9145
SED55202,305,22,7,0,0,332,105,14,0,0,0,120,103,7,0,0,0,112,222,28,14,0,0,257,355,38,6,0,0,400,1287,104,30,0,0,1425,1618,79,17,0,3,1716,1514,53,10,0,0,1579,454,6,0,0,0,462,242,12,4,0,0,253,152,3,0,0,0,159,373,15,0,0,0,391,6741,380,96,0,3,7216
SED55306,258,14,0,0,0,267,114,11,0,0,0,125,83,7,0,0,0,90,173,10,0,0,0,190,230,12,0,0,0,245,724,38,3,4,0,765,1101,37,3,4,0,1149,1441,44,0,0,0,1483,572,11,3,0,0,585,414,13,0,0,0,431,274,14,0,0,0,285,299,16,0,0,0,316,5673,231,11,17,6,5941
SED55405,186,52,16,0,0,252,71,13,6,0,0,93,53,15,12,0,0,75,93,23,11,0,0,132,110,40,26,0,0,177,421,199,82,0,3,702,574,260,103,0,0,933,969,284,84,4,0,1338,555,104,40,0,0,692,482,64,19,0,0,565,277,42,11,0,0,329,190,49,27,0,0,269,3971,1142,438,4,4,5562
SED55504,268,0,0,0,0,273,85,6,0,0,0,92,88,3,0,0,0,95,165,4,0,0,0,172,271,4,0,0,0,278,988,46,0,0,0,1043,1858,58,0,0,0,1917,2830,28,3,0,0,2861,1096,8,0,0,0,1103,646,0,0,0,0,650,384,0,4,0,0,392,514,11,0,0,0,525,9194,184,13,6,0,9395
SED55605,265,3,0,0,0,271,124,7,0,0,0,129,95,3,0,0,0,97,192,0,0,0,0,195,278,8,0,0,0,284,1335,17,0,0,0,1350,1951,19,0,0,9,1976,2339,8,6,5,12,2366,819,0,0,0,0,817,557,0,0,0,0,557,321,0,0,0,0,320,539,0,0,0,0,546,8815,71,8,5,22,8910
SED55706,296,3,4,0,4,308,167,3,0,0,0,164,117,4,0,0,0,123,266,7,0,3,3,276,325,11,3,0,0,346,1000,26,0,6,4,1041,921,18,0,0,0,945,856,19,3,0,6,883,321,6,0,0,0,333,286,5,0,0,0,295,173,7,0,0,4,180,294,4,3,0,5,305,5026,123,14,17,21,5198
SED55802,312,12,0,0,0,319,114,0,0,0,0,123,86,4,0,0,0,91,169,11,0,0,0,178,238,7,0,0,0,248,1164,51,5,0,0,1223,2312,100,0,0,0,2415,3222,111,4,0,0,3329,1187,16,0,0,0,1209,550,14,0,0,0,570,368,4,0,0,0,369,555,9,0,0,6,569,10278,346,14,0,8,10638
SED55905,269,14,0,0,0,289,70,17,0,0,0,92,100,10,3,0,0,116,149,17,4,0,0,169,210,35,17,0,0,263,631,121,50,0,0,804,964,114,40,0,0,1122,1400,90,9,0,0,1504,631,32,7,0,0,672,493,13,9,0,0,513,219,7,0,0,0,226,300,27,5,0,0,334,5443,509,159,0,0,6108
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60105,131,9,6,0,0,144,74,3,0,0,0,77,59,10,4,0,0,74,133,7,23,0,0,165,264,15,19,0,0,292,776,34,28,0,0,843,610,27,18,0,0,653,445,34,9,0,0,492,126,0,4,0,0,135,81,6,0,0,0,85,68,8,4,0,0,72,122,7,3,0,0,134,2886,166,114,4,0,3164
SED60106,70,0,0,0,0,73,45,0,0,0,0,45,51,0,0,0,0,51,91,0,0,0,0,91,114,0,0,0,0,110,186,0,0,0,0,189,124,0,0,0,0,124,82,5,0,0,0,87,22,0,0,0,0,22,18,0,0,0,0,18,15,0,0,0,0,15,57,0,0,0,0,57,871,3,0,0,0,878
SED60113,274,6,0,0,0,278,130,4,7,0,0,144,156,3,0,0,0,163,296,3,12,0,0,313,451,13,13,0,0,478,1253,20,38,0,0,1310,1065,29,11,0,0,1103,739,7,0,0,3,753,223,6,0,0,0,240,188,0,0,0,0,186,98,0,5,0,0,99,226,8,0,0,0,234,5096,100,99,4,7,5304
SED60115,218,11,0,0,0,233,164,5,5,0,0,170,184,5,0,0,0,191,389,39,5,0,0,430,579,19,6,0,0,602,1176,37,6,0,0,1209,669,15,3,0,0,692,418,12,0,0,0,440,134,0,0,0,0,140,104,0,0,0,0,111,70,0,0,0,0,70,228,8,0,0,0,239,4333,155,25,5,3,4525
SED60207,207,13,0,0,0,222,166,11,0,0,0,174,160,3,0,0,0,164,332,13,0,0,0,342,516,8,0,0,0,525,1391,21,0,0,3,1419,874,9,0,3,0,888,552,0,0,3,0,555,158,0,0,0,0,157,112,0,0,0,0,115,67,0,0,0,0,70,223,3,0,0,0,225,4754,81,8,11,4,4858
SED60208,206,7,0,0,0,217,143,0,0,0,0,148,139,4,0,3,0,147,363,11,0,0,0,375,486,10,0,0,0,496,1234,17,0,0,0,1253,802,5,0,0,0,813,475,3,0,0,0,479,127,0,0,0,0,127,105,0,0,0,0,105,72,0,0,0,0,70,212,0,0,0,0,213,4357,61,0,10,0,4430
SED60209,260,6,0,0,4,269,259,4,0,0,0,274,224,3,0,3,0,226,437,10,0,3,0,446,589,5,0,6,0,600,1208,7,0,0,3,1222,693,6,0,0,0,700,405,0,0,0,0,406,135,0,0,0,3,140,80,0,0,0,0,83,69,3,0,0,0,71,235,0,0,0,0,235,4597,47,13,15,8,4670
SED60301,72,0,9,0,0,80,41,3,5,0,0,46,52,4,3,0,0,58,104,7,19,0,0,129,181,0,22,0,0,205,628,8,42,0,0,684,530,11,19,0,0,556,323,3,4,0,0,338,85,0,3,0,0,85,45,0,0,0,0,50,32,0,0,0,0,29,90,0,9,0,0,102,2187,45,123,0,0,2358
SED60302,210,6,6,0,0,225,128,0,9,0,0,138,102,4,7,0,0,107,197,3,8,0,0,212,325,20,27,0,0,365,1022,37,47,0,0,1116,998,10,29,3,0,1038,655,9,16,0,0,676,190,5,0,0,0,195,110,0,0,0,0,110,65,0,3,4,0,69,189,3,12,0,0,205,4189,97,161,14,5,4464
SED60303,220,27,18,0,0,262,99,5,6,0,0,118,65,5,3,0,0,74,107,5,13,0,0,124,155,16,16,0,0,191,442,48,62,0,0,556,525,52,66,0,0,641,749,63,50,0,0,865,377,21,11,0,0,419,323,20,20,0,0,359,238,8,11,0,0,266,123,11,10,0,0,143,3425,289,293,0,6,4014
SED60304,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,18,0,0,0,0,18,9,0,0,0,0,9,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,62,0,0,0,0,58
SED60310,139,0,8,0,0,143,52,5,7,0,0,61,41,0,7,0,0,48,62,6,4,0,0,67,101,4,4,0,0,113,202,24,10,4,0,238,229,14,12,0,0,254,376,15,10,0,0,401,212,11,0,0,0,225,235,7,4,0,0,242,206,6,5,0,0,213,89,5,3,0,0,101,1937,103,61,3,0,2105
SED60404,264,0,0,0,0,268,164,0,0,3,0,167,153,0,0,0,0,157,263,5,0,4,0,275,355,4,0,0,0,362,1027,20,8,0,3,1054,1041,7,0,0,0,1058,956,0,0,0,0,965,304,0,0,0,0,302,223,0,0,0,0,227,120,0,0,0,0,120,267,0,0,0,0,270,5140,34,17,18,5,5217
SED60410,111,8,0,0,0,124,49,9,0,0,0,58,35,0,0,0,0,38,67,9,0,0,0,78,89,6,0,0,0,95,339,22,5,0,0,370,427,21,5,0,0,451,454,16,0,0,0,468,153,0,0,0,0,158,106,3,0,0,0,111,67,0,0,0,0,67,84,4,4,0,0,92,1987,95,24,0,4,2109
SED60411,249,7,3,0,0,259,98,3,0,0,0,98,97,7,0,0,0,96,163,5,0,0,0,171,213,8,0,0,0,218,699,32,12,0,0,743,862,20,13,0,0,889,864,6,4,0,3,883,340,6,0,0,0,342,224,3,0,0,0,225,138,0,0,0,0,137,175,6,0,0,0,184,4111,103,29,6,3,4251
SED60414,167,0,0,0,0,169,101,0,0,0,0,101,122,4,0,0,0,129,214,8,0,0,0,219,307,3,0,0,0,310,891,9,0,0,0,901,844,4,0,0,0,849,798,0,0,0,0,803,294,3,0,0,0,295,225,0,0,0,0,227,151,0,0,0,0,151,186,0,0,0,0,187,4298,29,4,4,0,4343
SED60501,130,0,0,0,0,130,121,0,0,0,0,123,111,0,0,0,0,116,243,0,5,0,0,248,347,4,4,0,0,355,729,3,4,3,3,739,474,0,3,4,0,474,263,0,0,0,0,263,75,0,0,0,0,75,40,0,0,0,0,42,35,0,0,0,0,34,119,0,0,0,0,122,2681,21,14,7,3,2729
SED60505,51,5,8,0,0,63,29,4,3,0,0,30,35,3,0,0,0,37,71,7,3,0,0,79,103,5,7,0,0,122,314,17,10,0,0,341,355,10,3,0,0,368,280,10,0,0,0,287,68,3,4,0,0,76,64,6,0,0,0,72,31,0,0,0,0,26,63,4,5,0,0,67,1467,63,41,0,0,1571
SED60506,219,3,4,0,0,234,144,0,0,0,0,148,161,3,6,0,0,169,279,7,3,0,0,288,366,4,3,0,0,374,1024,15,15,3,0,1056,697,3,8,4,0,707,374,4,0,4,0,384,115,0,0,0,0,115,79,0,0,0,0,82,51,0,0,0,0,60,177,0,5,0,0,186,3697,45,44,14,4,3806
SED60508,45,0,0,0,0,44,32,0,0,0,0,32,23,0,0,0,0,23,56,0,0,0,0,56,68,0,0,0,0,72,146,4,0,0,0,151,134,0,0,0,0,140,94,0,0,0,0,94,33,0,0,0,0,33,13,0,0,0,0,13,12,0,0,0,0,12,37,0,0,0,0,35,706,6,0,0,0,713
SED60512,254,3,10,0,0,267,198,0,4,0,0,204,178,0,0,0,0,187,346,6,6,0,0,355,458,3,14,0,0,477,1141,3,43,3,0,1194,1086,0,5,0,0,1101,772,0,3,0,0,777,199,0,0,0,0,199,116,0,0,0,0,117,78,0,0,0,0,80,288,0,4,0,0,288,5117,18,93,8,8,5249
SED60514,70,0,3,0,0,75,31,4,0,0,0,32,30,0,3,0,0,32,80,0,3,0,0,85,110,0,5,0,0,109,371,3,18,0,0,400,425,9,13,0,0,446,348,0,4,0,0,354,93,0,0,0,0,92,56,0,0,0,0,56,24,0,0,0,0,24,77,0,0,0,0,77,1715,24,49,4,5,1791
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,6,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,19,6,32
SED70002,31,7,0,0,0,44,10,0,0,0,0,16,7,3,0,0,0,12,10,11,5,0,0,24,42,27,3,0,0,68,100,80,7,0,0,187,200,75,5,0,0,278,262,35,3,0,0,300,127,12,0,0,0,140,88,10,0,0,0,97,42,5,0,0,0,47,61,14,0,0,0,67,985,279,20,0,0,1281
SED70003,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,5,0,9,0,0,0,3,0,0,0,0,0,4,0,8,3,0,0,3,0,9,4,0,0,0,0,5,0,0,0,4,0,4,0,0,0,3,0,8,0,0,0,0,0,0,4,0,0,0,4,6,14,0,0,32,4,50
SED70004,20,0,0,6,0,20,7,0,0,0,0,7,5,0,0,0,0,5,9,0,0,0,0,11,12,0,0,3,3,15,35,0,0,11,0,48,18,0,0,3,0,26,11,0,0,3,0,12,5,0,0,3,0,6,0,0,0,5,0,4,0,0,0,0,0,3,11,0,0,0,0,15,125,0,0,35,3,171
SED70005,27,4,0,0,0,27,9,0,0,0,0,8,4,0,0,0,0,7,12,6,0,0,0,23,31,3,5,0,0,38,103,14,5,0,0,122,160,22,11,0,0,190,276,23,5,0,0,303,151,8,0,0,0,155,108,0,0,0,0,112,45,0,4,0,0,51,51,0,0,0,0,53,970,86,33,0,0,1089
SED70006,24,5,0,0,0,33,17,7,0,0,0,19,13,6,0,0,0,14,20,13,0,0,0,31,37,14,0,0,0,57,110,41,0,0,0,149,219,55,0,0,0,273,300,34,3,0,4,341,94,6,0,0,0,104,59,9,0,0,0,69,35,0,0,0,4,46,38,12,0,0,0,47,972,187,13,0,8,1178
SED70007,27,0,3,0,0,32,4,0,0,0,0,4,4,0,0,0,0,8,15,0,3,0,0,17,32,4,8,0,0,39,113,20,24,0,0,158,190,16,29,0,0,234,336,21,11,0,0,366,167,3,0,0,0,169,108,4,0,0,0,117,39,4,0,0,0,41,67,6,6,0,0,77,1106,76,90,0,0,1271
SED70008,40,0,4,0,0,46,5,0,0,0,0,5,5,0,0,0,0,5,25,0,0,0,0,29,26,3,4,0,0,28,79,10,8,0,0,96,104,12,11,0,0,129,179,5,10,0,0,194,145,4,3,0,0,146,105,3,0,0,0,103,83,0,0,0,0,91,45,0,0,0,0,50,844,36,50,5,0,935
SED70009,30,0,0,10,0,39,13,0,0,0,0,10,14,0,0,0,0,11,23,0,0,4,0,27,40,0,0,4,0,45,109,4,0,6,0,127,110,0,0,0,0,110,142,0,0,4,0,152,77,0,0,0,0,86,52,0,0,5,3,58,27,0,0,0,0,28,42,0,0,8,4,52,675,5,3,48,12,746
SED70010,29,4,8,0,0,44,13,0,3,0,0,18,7,0,3,0,0,14,26,0,10,0,0,36,27,0,14,0,0,45,144,4,41,0,0,192,179,6,37,0,0,222,249,3,29,0,0,279,100,0,7,0,0,109,56,0,9,0,0,56,20,0,0,0,0,20,46,0,9,0,0,61,899,23,170,0,0,1092
SED70011,18,0,7,0,0,24,3,0,6,0,0,9,3,0,3,0,0,10,8,8,6,0,0,26,4,11,4,0,0,19,33,42,21,0,0,97,44,40,25,0,0,111,70,36,18,0,0,124,63,19,14,0,0,104,80,21,11,0,0,111,80,15,0,0,0,90,23,8,5,0,0,41,435,212,122,0,0,773
SED70012,16,0,14,0,0,30,0,0,0,4,0,10,5,3,0,0,0,13,10,0,12,0,0,19,5,6,16,0,0,31,14,16,43,0,0,74,37,26,66,0,0,126,64,26,78,0,0,175,46,12,35,0,0,96,66,3,26,0,0,100,62,9,16,0,0,85,20,4,23,0,0,41,348,103,326,9,0,792
SED70013,45,0,0,0,0,45,12,0,0,0,0,12,25,0,0,0,0,25,23,0,0,0,0,29,38,0,0,0,0,42,140,5,0,0,0,148,179,0,0,3,0,183,322,5,0,0,0,331,257,0,0,0,0,263,217,0,0,0,0,220,126,0,0,0,0,126,92,0,0,0,0,99,1484,11,0,14,0,1516
SED70014,4,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,0,0,18,4,28
SED70015,37,0,5,0,0,36,15,0,0,0,0,16,7,5,0,0,0,13,23,7,3,0,0,34,21,8,8,0,0,41,88,26,28,0,0,137,145,35,20,0,0,194,222,25,7,0,0,256,109,3,0,0,0,116,82,0,3,0,0,88,56,0,4,0,0,61,45,11,3,0,0,58,842,119,83,0,0,1044
SED70016,24,3,0,0,0,26,5,0,0,0,0,13,9,3,0,0,0,9,20,10,0,0,0,31,35,7,3,0,0,45,102,32,0,0,0,128,145,27,0,0,0,168,244,34,0,0,0,280,103,22,0,0,0,128,81,11,0,0,0,93,49,7,0,0,0,52,46,7,0,0,0,55,867,167,4,0,0,1029
SED70017,14,0,0,6,0,22,9,3,0,0,0,12,13,0,0,0,0,13,18,3,0,0,3,21,31,0,0,0,0,38,133,6,0,7,0,140,155,3,0,0,0,162,139,0,0,0,0,136,53,0,0,0,0,53,26,0,0,0,5,32,34,0,0,0,0,38,36,4,0,0,0,42,656,18,0,17,16,710
SED70018,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,28,0,0,0,0,29
SED70019,19,0,0,0,0,19,8,4,0,4,0,15,0,3,0,0,0,6,16,3,0,3,0,26,19,11,0,4,0,39,57,30,0,6,3,95,121,30,3,3,0,154,167,24,0,8,0,193,105,0,0,3,0,110,68,7,0,0,0,76,42,3,0,5,0,45,39,0,4,0,0,38,650,111,12,35,3,819
SED70020,35,0,0,0,0,35,4,0,0,0,0,4,17,0,0,0,0,22,21,0,0,3,0,19,32,0,0,3,0,33,104,0,0,3,0,112,104,0,0,0,0,110,270,6,0,4,0,279,198,0,0,0,0,205,250,0,0,0,0,248,147,0,0,0,0,147,77,0,0,3,0,86,1263,7,3,25,3,1311
SED70021,27,0,14,0,0,45,7,0,5,0,0,14,4,0,9,0,0,14,13,7,15,0,0,29,5,0,22,0,0,32,48,8,63,0,0,118,54,14,65,0,0,132,93,8,53,0,0,158,63,5,23,0,0,93,82,0,9,0,0,90,59,0,11,0,0,75,34,0,8,0,0,50,492,48,296,0,0,833
SED70022,5,0,21,0,0,26,0,0,11,0,0,8,0,0,12,0,0,12,0,4,16,0,0,20,0,4,26,0,0,32,4,4,94,0,0,102,0,7,127,0,0,129,6,4,129,0,0,142,4,4,64,0,0,70,9,0,52,0,0,65,23,6,30,0,0,57,3,4,23,0,0,28,63,26,602,0,0,694
SED70023,34,0,5,0,0,39,21,0,0,0,0,21,12,0,3,0,0,21,24,4,3,0,0,35,28,0,4,0,0,34,98,6,11,7,0,120,151,5,13,3,0,167,307,3,14,0,0,325,125,0,5,0,0,135,111,3,5,0,0,113,54,0,0,0,0,55,47,5,5,0,0,58,1015,27,71,8,0,1111
SED70024,25,0,0,0,0,32,5,0,0,0,0,10,6,0,0,0,0,3,17,0,0,0,0,18,19,4,0,0,0,26,74,16,11,0,0,94,208,12,0,0,0,227,640,10,6,0,0,656,440,5,0,0,0,448,228,4,0,0,0,230,103,0,0,0,0,103,87,5,0,0,0,94,1851,56,24,0,0,1938
SED70025,34,0,13,0,0,45,15,0,8,0,0,19,11,0,3,0,0,12,18,0,7,0,0,24,20,0,16,0,0,38,68,3,32,0,0,108,117,4,31,0,0,151,273,3,28,0,0,308,199,0,8,0,0,209,196,0,3,0,0,202,124,0,3,0,0,129,45,0,5,0,0,52,1125,27,146,0,0,1288
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED80001,527,58,13,0,0,601,188,20,8,0,0,216,149,24,3,0,0,184,262,46,15,0,0,324,352,51,25,0,0,432,1057,227,167,0,0,1452,1643,420,173,0,0,2228,3380,411,144,0,0,3941,1971,116,39,0,0,2125,1291,65,34,0,0,1381,636,35,13,0,0,685,502,69,21,0,0,586,11955,1544,654,0,0,14161
SED80002,442,76,38,0,0,555,135,25,12,0,0,170,117,26,14,0,0,148,213,50,40,0,0,303,309,83,68,0,0,464,960,291,332,0,0,1586,1591,527,313,0,4,2435,3136,560,195,0,0,3890,1705,178,50,0,0,1929,1180,114,47,0,0,1343,689,59,25,0,0,770,434,86,32,0,0,550,10904,2075,1167,0,4,14153
SED80003,295,80,126,0,0,501,65,18,28,0,0,118,50,17,32,0,0,99,65,32,83,0,0,183,93,46,140,0,0,278,282,160,675,0,0,1114,340,255,1078,0,0,1676,694,361,1112,0,0,2164,590,209,384,0,0,1186,941,227,344,0,5,1515,1090,146,214,0,0,1449,218,46,136,0,0,397,4727,1602,4357,0,11,10691
SED80004,472,65,39,0,0,580,103,14,15,0,0,130,102,29,29,0,0,153,182,46,53,0,0,277,201,62,83,0,0,342,601,244,435,0,0,1279,762,426,485,0,0,1675,1694,576,373,0,0,2642,1530,227,108,0,0,1868,1836,161,59,0,0,2054,1544,105,37,0,3,1688,368,71,55,0,0,491,9397,2014,1768,0,11,13192
SED80005,417,76,27,0,0,526,123,14,7,0,0,152,106,24,16,0,0,150,178,42,31,0,0,252,234,74,79,0,0,388,861,315,340,0,0,1523,1358,722,347,0,3,2432,2905,854,180,0,0,3940,2195,227,29,0,0,2455,1997,134,31,0,5,2166,1037,66,19,0,0,1114,596,96,44,0,0,745,12010,2652,1158,0,12,15835
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,18,0,3,0,0,20,6,0,0,0,0,6,5,0,0,0,0,9,21,3,0,0,0,26,22,0,0,0,0,21,67,8,6,0,0,72,45,0,0,0,0,49,44,4,0,0,0,45,15,0,0,0,0,15,6,0,0,0,0,6,3,0,0,0,0,9,19,0,0,0,0,19,261,13,6,0,4,286
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
