SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
SED10025,0,0,4,57,154,115,136,101,30,29,59,73,19,0,13,796,12,7,13,16,42,17,31,17,3,3,11,0,0,0,0,176,0,5,4,37,47,39,55,24,7,11,3,8,11,8,4,258,0,4,14,52,83,89,109,34,18,22,22,20,0,9,11,486,0,0,9,40,113,64,51,28,5,6,8,6,4,0,6,343,0,0,0,0,50,48,52,41,9,18,4,16,4,0,0,254,0,0,0,11,39,53,93,64,23,13,15,9,4,3,4,328,41,122,324,264,276,279,530,318,53,58,62,41,18,11,55,2441,0,0,10,44,31,61,65,50,26,28,20,23,19,3,14,389,0,0,0,197,223,69,50,53,14,17,14,23,9,0,19,702,70,135,379,630,472,529,656,508,189,201,236,239,55,21,61,4388,274,1685,3027,2648,3797,3954,6081,4097,1064,1105,1101,1249,469,173,655,31372
SED10026,0,0,0,8,35,41,93,117,26,21,56,78,16,0,17,499,0,4,5,4,6,0,3,0,0,0,0,0,0,0,0,27,0,0,0,3,0,3,6,0,0,0,0,6,0,0,0,19,0,0,8,6,20,22,67,29,8,5,16,9,7,6,4,199,0,3,0,4,10,13,49,51,13,6,19,12,10,0,4,195,0,0,0,0,0,0,4,18,0,3,8,3,0,0,8,46,0,0,0,3,5,10,20,24,3,15,5,9,4,5,3,101,65,153,397,180,100,48,129,92,22,8,29,23,12,6,65,1322,0,0,13,17,20,14,25,11,0,5,7,8,4,5,4,136,0,0,0,4,4,14,12,17,9,0,0,0,0,0,10,82,19,43,102,83,45,49,156,111,36,25,40,74,32,20,47,882,136,385,709,510,508,413,1251,1254,392,407,401,403,148,91,330,7333
SED10027,0,0,7,51,201,169,229,130,21,41,41,55,11,3,10,970,8,10,13,5,39,15,12,4,0,4,10,0,0,0,0,123,0,3,5,14,23,21,34,12,3,0,0,4,0,0,0,113,0,0,3,33,44,34,44,22,0,6,10,0,5,0,4,204,0,3,6,18,30,23,22,17,0,0,0,0,3,0,0,124,0,0,0,3,15,8,27,25,5,5,10,0,0,0,3,106,0,0,3,10,29,41,80,33,0,3,4,5,0,0,18,239,40,101,264,171,122,93,143,97,22,14,8,16,7,4,37,1144,0,0,3,11,16,27,43,23,0,7,18,0,6,0,3,169,0,0,9,467,1348,816,660,503,128,114,88,92,46,21,133,4425,64,132,337,623,690,673,761,476,154,128,91,105,39,10,92,4380,230,781,2133,3188,5061,4675,5770,3051,664,680,567,610,253,77,644,28382
SED10028,0,0,8,80,151,131,115,136,22,45,61,64,30,12,17,882,5,0,5,16,67,19,11,0,0,3,0,4,0,0,3,135,3,7,12,55,115,82,168,91,26,24,9,22,14,0,11,628,0,0,12,68,85,154,326,108,43,41,24,57,33,8,12,975,0,4,16,56,381,445,400,148,41,24,42,48,16,15,35,1667,0,0,0,5,170,225,140,70,19,15,26,17,16,5,14,725,0,0,0,7,33,47,54,34,11,9,7,13,0,0,4,232,49,163,387,312,260,287,463,211,20,39,34,42,26,5,110,2410,0,3,16,27,29,50,121,69,21,22,21,20,6,0,7,410,0,0,6,203,166,53,69,45,15,17,34,24,11,0,14,663,69,75,179,298,409,444,507,300,80,121,98,97,52,8,54,2788,221,591,1261,2211,6242,7969,11501,6163,1575,1735,1689,1869,821,286,778,44910
SED10029,0,0,0,50,253,263,182,159,31,27,43,55,9,0,32,1102,14,5,11,26,60,18,4,0,0,3,0,0,0,0,6,153,0,0,0,11,15,5,9,3,0,0,0,3,0,0,3,37,0,0,5,11,9,4,3,0,0,3,0,0,0,0,0,34,0,0,13,8,20,22,18,14,0,0,0,13,0,0,0,111,0,0,0,0,27,13,7,16,4,5,3,0,0,0,0,78,0,0,5,23,168,97,164,104,23,5,10,14,0,0,19,632,17,61,173,63,43,20,21,5,0,0,0,5,4,0,21,438,0,0,0,0,3,10,27,18,3,3,3,11,6,0,0,95,3,3,11,1386,4145,2865,1894,1376,321,286,266,269,168,44,524,13567,61,169,503,1528,2264,1910,1479,1378,1542,872,521,402,90,15,295,13024,174,621,1828,4231,8751,8718,8712,6893,3670,2536,1682,2657,777,105,1477,52836
SED10030,0,0,5,36,147,123,134,153,37,45,44,48,37,5,15,831,3,4,8,11,57,15,24,13,4,0,0,3,0,0,9,147,0,4,3,10,8,5,16,15,0,0,4,0,0,0,0,67,0,9,10,37,81,70,143,54,40,8,7,4,25,0,3,499,0,0,13,8,20,6,11,20,0,3,0,4,0,0,8,95,0,0,0,0,10,11,14,9,3,0,4,0,0,0,4,51,0,0,0,4,9,37,104,69,28,7,15,4,5,0,12,302,87,353,950,608,560,425,786,348,34,38,36,41,20,6,163,4451,0,3,30,43,42,52,81,58,25,10,5,9,7,0,10,372,0,0,0,18,26,10,23,24,7,0,0,5,0,0,0,120,54,111,267,336,301,292,488,307,59,54,46,58,30,9,71,2490,237,843,1767,1707,2047,1812,3216,1942,450,416,402,383,204,34,469,15924
SED10031,0,0,3,19,56,36,67,108,25,17,22,31,4,4,9,395,12,8,3,10,30,3,9,4,0,0,0,0,0,0,4,71,0,4,7,11,10,5,10,3,3,5,0,0,0,0,0,50,0,6,14,28,35,48,93,23,11,0,0,10,8,0,10,296,0,4,7,3,7,10,14,6,5,0,6,4,0,0,3,78,0,0,0,3,8,12,25,7,0,0,0,0,0,0,0,63,0,0,0,0,8,19,42,21,9,3,3,8,4,3,5,133,117,349,871,580,394,225,344,141,14,21,9,29,11,0,152,3260,0,0,27,50,37,50,68,31,4,4,0,8,3,3,14,292,0,0,0,13,11,5,13,10,4,0,0,7,0,3,5,79,41,107,200,254,147,103,216,95,27,31,24,63,14,31,81,1420,239,788,1574,1418,1199,842,1474,907,178,180,206,347,102,77,437,9961
SED10032,0,0,10,81,378,366,446,307,77,59,109,174,34,6,44,2114,7,6,9,13,53,17,13,8,0,0,3,0,0,0,6,121,0,0,0,9,20,13,27,10,7,4,7,3,0,0,0,107,0,0,6,13,26,29,21,10,4,5,10,8,4,0,0,123,0,0,0,12,169,304,317,174,25,30,29,29,11,0,24,1117,0,0,0,0,16,27,36,34,10,13,12,28,10,0,7,204,0,0,0,8,40,52,99,93,31,9,20,0,8,0,9,362,26,60,181,95,44,36,45,32,12,5,13,6,0,0,13,570,0,0,0,3,11,17,36,27,8,0,10,19,8,6,0,152,0,0,0,288,425,182,144,116,19,18,25,31,7,5,36,1306,90,218,525,826,903,1298,1381,930,389,392,338,329,92,46,154,7932,194,737,2342,3213,4937,6643,11435,8839,2642,3139,3923,3740,1290,432,1153,54666
SED10033,0,0,4,30,64,78,58,53,19,8,18,17,3,0,12,373,0,5,6,7,26,17,6,0,0,0,0,0,0,0,5,65,0,0,5,12,13,7,11,0,0,3,0,0,0,6,0,60,0,0,8,38,41,77,155,44,8,9,12,0,0,0,4,394,0,0,3,13,16,17,15,8,8,3,5,5,0,8,0,93,0,0,0,3,10,12,9,6,0,0,0,0,0,0,0,46,0,0,0,8,8,21,28,20,10,8,3,5,0,0,0,111,70,242,917,470,411,226,378,137,29,20,13,15,4,0,112,3050,0,0,24,23,21,33,43,29,8,3,6,5,6,3,5,216,0,0,5,11,11,14,16,15,8,5,0,0,0,0,3,85,81,218,375,312,257,174,171,70,24,19,32,31,3,0,55,1822,269,927,1962,1425,1464,1256,1450,860,234,227,216,177,58,24,329,10887
SED10034,0,0,9,34,97,40,66,71,15,28,20,32,3,0,11,431,3,0,0,5,59,16,20,27,0,0,0,0,0,0,0,144,0,0,4,12,9,8,20,3,7,0,3,0,6,0,3,73,0,5,17,43,92,91,137,44,18,8,11,22,0,7,6,495,0,0,0,5,6,13,7,9,0,0,0,0,0,0,0,55,0,0,0,0,15,6,15,7,0,0,0,0,0,0,5,52,0,0,4,4,8,23,63,44,13,0,9,9,0,0,3,182,94,252,673,459,417,323,658,320,41,25,23,25,14,12,92,3427,5,0,19,34,29,53,85,63,10,11,5,16,7,0,3,336,0,0,0,19,38,23,24,18,5,7,8,7,0,0,10,160,40,94,236,331,323,333,495,286,70,41,45,54,13,4,37,2408,221,662,1500,1426,1828,1711,2666,1393,271,204,211,237,67,36,297,12736
SED10035,0,0,8,73,381,266,304,276,94,87,115,157,29,13,43,1852,5,4,10,15,62,30,37,70,15,19,23,41,3,7,11,360,0,0,9,22,59,88,148,104,33,31,58,37,30,24,9,656,0,0,12,46,117,180,212,80,33,23,23,30,13,10,9,796,0,0,6,6,54,62,66,44,8,16,19,10,12,4,10,326,0,0,0,9,56,89,130,117,31,31,42,67,16,3,16,609,0,0,0,16,105,163,351,242,74,64,57,59,21,8,25,1190,20,97,304,267,349,511,966,1261,396,389,431,450,139,39,80,5679,0,0,6,31,43,86,184,178,62,66,79,89,51,17,19,920,0,3,8,156,261,119,186,160,59,86,74,94,37,16,32,1288,39,177,492,996,935,1312,1513,1741,725,920,1230,1263,444,75,250,12111,134,826,2142,2773,4811,6347,10417,10436,3571,4111,4745,5348,2020,439,1226,59354
SED10036,0,0,5,60,513,407,292,126,30,28,30,44,15,0,18,1563,8,3,13,24,144,31,15,11,0,0,0,0,0,0,9,256,0,0,4,9,19,11,23,12,0,0,0,4,0,0,0,83,0,0,7,37,100,76,74,24,11,4,4,3,3,0,7,348,0,0,14,18,65,69,54,8,0,0,0,0,0,0,3,247,0,0,0,0,16,12,16,11,0,5,0,0,0,0,0,59,0,0,0,13,66,51,64,22,4,0,3,6,8,0,7,247,31,102,354,216,153,82,146,84,13,7,15,15,18,3,69,1307,0,4,11,8,17,23,43,35,3,12,6,4,17,0,3,190,0,0,0,217,741,454,383,211,43,37,37,56,27,3,68,2274,30,125,470,983,1227,1650,1270,664,195,165,158,125,52,11,159,7288,168,764,2013,2825,5529,6676,7582,3687,1003,745,676,780,254,64,794,33561
SED10037,0,0,10,66,177,195,291,282,97,67,77,93,35,10,18,1414,0,5,6,21,119,40,28,12,7,6,0,6,0,0,6,266,0,3,12,22,50,61,91,43,5,4,7,7,0,8,9,318,0,5,21,70,101,234,294,147,57,41,14,23,3,10,10,1042,0,4,11,35,107,128,154,51,12,11,10,18,5,0,6,549,0,0,0,3,64,94,63,43,6,0,10,12,5,0,3,307,0,0,5,14,33,41,123,64,16,9,12,20,14,0,5,345,87,225,717,538,542,516,902,366,54,38,23,30,15,10,78,4140,4,3,27,55,49,63,132,74,15,19,10,14,0,0,8,480,0,5,3,66,70,44,61,50,7,14,13,11,12,9,9,361,54,91,262,376,416,552,778,475,96,85,82,89,20,5,56,3451,266,704,1719,2035,3771,4809,7915,4347,1069,905,925,978,327,129,454,30343
SED10038,0,0,0,30,101,64,53,52,4,0,15,0,11,6,12,353,4,13,10,21,55,13,18,4,0,0,0,5,0,0,4,140,0,4,7,12,0,6,13,16,5,0,0,0,0,0,0,57,0,0,16,27,71,59,113,45,13,14,9,10,6,0,5,386,0,0,9,11,25,15,17,11,12,9,11,9,6,0,0,131,0,0,0,0,0,19,5,5,0,0,0,0,0,0,0,37,0,0,0,9,17,27,91,56,22,8,3,11,10,0,0,258,106,406,968,562,384,297,554,301,49,41,38,37,13,6,115,3882,4,5,14,46,33,49,97,58,13,8,7,18,19,8,6,384,0,0,0,58,67,33,27,37,11,12,13,21,9,0,12,295,43,186,283,451,316,320,417,284,99,56,85,88,36,7,71,2743,291,1488,2181,1851,1676,1538,2309,1553,394,352,418,554,316,43,460,15417
SED10039,0,0,4,23,72,46,63,64,19,16,16,14,17,3,15,366,0,6,10,14,29,10,0,8,0,0,0,0,0,0,0,72,4,3,3,11,15,3,8,6,0,4,0,0,0,0,0,55,0,4,11,37,40,51,83,35,3,5,6,5,7,0,0,291,0,0,8,6,6,7,4,10,0,0,0,6,0,0,4,45,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,3,14,54,34,6,0,5,3,0,0,8,130,158,481,1404,738,427,277,495,212,28,18,16,41,19,0,170,4486,7,5,15,40,34,35,61,40,6,15,12,15,11,0,11,310,0,0,0,11,9,5,9,14,4,4,0,4,0,0,8,68,55,180,300,310,155,141,165,106,24,25,23,20,16,6,77,1599,326,1136,2184,1602,1199,922,1467,883,170,162,162,183,99,22,475,10992
SED10040,0,0,23,72,309,229,400,384,103,97,161,172,40,5,58,2052,3,4,3,6,43,6,29,26,8,4,4,0,3,0,3,151,0,0,14,25,51,36,64,31,9,7,8,6,0,7,8,274,0,3,6,26,36,31,37,14,4,0,7,4,0,0,7,182,0,0,3,5,35,13,34,19,5,5,8,12,3,0,3,142,0,0,0,5,67,103,91,82,22,21,16,16,10,0,15,437,0,0,0,6,56,107,207,106,36,29,9,18,5,0,18,609,26,58,176,128,115,70,151,102,21,29,7,11,8,0,63,950,0,0,8,13,15,15,39,32,5,4,10,8,3,0,3,168,0,0,0,176,259,132,124,106,22,33,34,25,11,5,28,944,63,153,392,643,629,783,665,480,211,204,182,196,67,8,196,4869,174,1049,3122,3293,6564,7230,10067,6589,1941,2608,3456,3188,885,147,1718,52026
SED10041,0,0,9,59,146,92,214,150,51,64,52,75,16,5,10,930,11,7,11,23,84,28,27,8,3,4,3,0,0,0,4,219,3,12,17,39,59,78,136,75,8,15,29,15,19,7,8,522,3,9,29,114,234,362,560,237,79,37,83,68,45,36,31,1910,0,0,13,64,144,124,143,54,10,0,19,11,10,0,0,603,0,0,0,10,146,163,99,66,10,9,19,14,13,3,0,554,0,0,4,15,31,22,76,71,12,15,12,4,5,0,0,268,115,268,588,485,471,607,1045,482,67,74,63,47,34,16,94,4449,7,0,32,59,63,101,168,71,22,26,25,28,16,12,14,641,0,0,3,104,98,49,58,35,4,6,4,13,6,0,13,402,101,97,218,388,376,437,826,427,99,134,98,108,40,18,61,3422,385,818,1544,2390,4716,5817,9853,5353,1251,1410,1398,1454,734,252,591,37969
SED10042,0,0,3,13,73,48,73,67,10,26,15,16,4,0,7,355,8,0,10,10,23,4,9,7,0,0,0,0,0,0,6,78,0,0,3,6,9,5,4,0,0,0,0,0,6,0,0,31,0,0,3,41,42,67,109,40,14,11,9,31,3,0,11,382,0,0,0,5,15,11,0,5,0,0,0,0,0,0,0,41,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,15,0,0,0,3,3,11,43,64,12,8,10,12,6,0,0,167,111,314,718,453,311,183,331,139,18,17,19,23,3,0,111,2750,5,7,16,32,23,27,54,34,5,11,5,0,7,0,8,237,0,0,0,7,6,6,17,7,7,3,0,0,3,0,3,72,59,103,189,178,170,149,271,119,22,17,17,35,5,5,61,1406,357,801,1342,1180,1151,855,1424,763,150,156,125,193,67,25,327,8918
SED10043,0,3,6,50,250,206,199,138,48,37,55,83,15,3,26,1123,8,9,6,20,34,8,0,10,0,0,0,0,0,0,4,89,0,0,0,9,22,12,32,6,7,0,0,0,0,0,0,96,0,0,0,14,22,23,33,4,6,0,0,10,5,0,6,119,0,0,5,16,35,39,27,14,9,0,0,4,0,0,3,153,0,0,0,0,31,26,12,21,0,3,9,5,0,0,4,116,0,0,0,11,37,40,76,38,8,9,3,11,6,0,12,247,9,36,120,66,33,22,26,21,0,9,0,3,6,0,17,383,0,0,3,4,14,21,28,20,8,3,4,9,0,0,4,122,0,0,5,346,1092,766,447,376,85,71,59,80,33,19,126,3499,45,99,388,710,885,1144,1309,1481,289,290,268,241,101,26,204,7476,131,734,2856,4457,6745,6934,9569,6375,1466,1753,1917,2005,630,232,1331,47140
SED10044,0,0,11,57,192,155,224,213,42,65,64,116,20,15,22,1203,4,13,9,24,91,23,58,42,7,13,19,7,0,0,12,332,0,0,19,45,83,54,89,62,8,13,13,18,14,3,18,449,0,4,19,84,135,142,219,94,31,43,47,36,28,4,58,936,0,6,4,32,101,66,41,48,4,7,19,15,12,3,7,376,0,0,4,11,57,83,70,56,13,11,10,11,13,7,3,340,0,0,9,21,36,64,167,119,24,21,23,31,14,8,8,538,74,167,460,456,471,499,833,480,95,68,65,64,35,7,141,3904,0,6,36,49,73,97,169,99,25,30,27,41,33,8,22,712,0,5,8,146,96,42,51,32,21,12,11,14,0,10,14,463,87,143,292,487,494,583,908,764,217,230,232,224,79,20,189,4947,308,928,1940,2653,4498,4733,6965,4789,1185,1247,1251,1322,589,223,975,33605
SED10045,0,0,0,11,45,32,63,78,9,18,15,29,6,0,10,325,0,3,3,0,23,3,4,0,3,0,0,0,0,0,0,47,3,4,6,12,3,10,0,5,4,0,0,4,0,0,0,41,0,8,12,28,35,47,72,42,6,0,7,8,0,0,15,280,0,0,0,7,3,7,3,13,4,6,3,0,3,3,3,58,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,24,0,0,0,8,13,14,33,20,9,6,13,6,4,0,4,124,70,260,661,398,293,219,301,85,13,14,18,18,3,13,106,2467,0,8,25,59,40,30,64,38,7,0,4,5,3,0,7,296,0,0,0,3,3,4,10,22,7,0,7,8,7,0,6,79,26,73,149,185,174,111,227,135,37,34,35,43,27,15,71,1323,177,606,1148,1142,1196,858,1301,724,167,136,163,214,89,55,348,8316
SED10046,0,0,0,81,599,431,375,205,34,40,55,72,36,3,43,1973,4,6,5,25,163,52,23,4,0,3,0,0,0,0,0,283,0,0,0,4,13,10,16,13,4,7,0,3,0,0,3,81,0,0,6,18,24,20,29,0,5,6,3,0,0,0,3,112,0,0,0,10,36,31,33,18,3,5,0,3,0,0,0,133,0,0,0,0,7,12,9,14,6,5,3,3,0,0,0,57,0,0,0,16,132,99,57,41,5,9,10,7,0,3,11,395,9,69,221,85,68,32,54,33,5,4,4,6,0,0,42,632,0,0,0,6,9,14,28,8,4,6,8,13,3,0,4,111,0,0,3,378,1503,1166,827,518,128,89,89,103,61,20,201,5086,22,123,517,1607,2481,2879,1984,1057,508,435,345,337,97,21,375,12784,98,487,1633,3329,7478,9211,9933,6067,1754,1652,1410,1737,547,138,1380,46856
SED10047,0,5,10,99,756,898,1503,1056,174,160,156,168,68,16,66,5131,13,5,6,16,57,16,19,7,0,0,0,0,0,0,4,138,0,0,3,8,14,9,36,39,19,12,4,0,3,0,9,162,0,0,10,34,70,46,85,42,0,9,9,8,9,3,4,338,0,0,6,9,77,119,307,190,34,23,13,21,12,6,13,825,0,0,0,0,0,16,15,9,4,3,3,11,0,0,0,72,0,0,0,4,33,40,96,51,14,17,9,8,4,0,19,298,55,234,917,455,302,100,170,76,13,15,4,5,10,5,54,2394,0,0,8,17,20,18,51,32,19,9,4,10,0,0,9,203,0,0,5,29,47,38,64,52,9,4,10,4,3,0,52,319,66,260,533,531,760,1056,1651,807,226,181,168,170,43,27,204,6694,224,848,2238,1897,3530,4721,10952,6804,1346,1042,981,1014,407,122,951,37071
SED10048,0,0,10,99,767,760,800,494,90,65,77,121,41,0,54,3372,4,3,14,23,177,35,17,10,0,0,9,0,0,0,9,302,0,0,0,16,16,12,36,24,22,7,9,0,3,0,0,143,0,6,10,64,113,90,102,29,0,11,12,11,5,0,7,460,0,0,5,13,74,78,151,72,17,13,4,3,11,0,0,451,0,0,0,0,14,15,11,5,0,0,5,5,0,0,0,60,0,0,0,9,100,91,148,71,14,14,8,10,0,3,19,491,38,216,640,407,333,114,137,101,19,21,19,12,12,6,72,2153,0,0,8,19,22,29,46,34,12,0,6,8,14,0,0,209,0,0,0,75,269,223,208,183,38,26,20,28,13,0,29,1113,36,128,390,986,1434,1573,1481,896,226,216,166,172,79,27,193,7998,147,692,1765,2602,5677,7882,14135,7254,1441,1258,1232,1250,537,139,907,46940
SED10049,0,0,8,9,91,83,124,139,26,17,26,25,6,4,10,569,15,0,12,7,15,3,3,9,0,0,0,0,0,0,0,61,0,0,6,0,3,0,5,0,0,7,0,0,0,0,0,30,0,0,8,14,17,41,159,75,0,9,13,22,4,3,7,381,0,0,0,3,6,6,28,19,3,3,0,0,0,0,0,76,0,0,0,0,0,3,10,16,0,4,5,13,0,0,0,59,0,0,0,0,3,13,32,39,11,15,10,7,8,0,5,142,68,209,463,280,248,150,326,154,26,12,19,22,12,0,46,2030,0,3,7,17,19,29,53,30,5,3,11,5,6,0,0,182,0,0,0,6,8,3,32,37,4,6,9,7,0,0,0,107,30,53,99,107,133,85,289,142,39,26,26,40,17,6,17,1106,225,471,784,703,887,758,1877,1323,240,187,248,264,95,28,178,8271
SED10050,0,0,4,25,84,58,83,57,7,15,28,32,7,4,6,420,0,5,0,12,64,13,26,43,10,20,10,10,5,0,0,219,0,6,11,36,14,39,51,47,6,3,3,17,24,6,8,268,0,3,13,97,145,254,430,196,51,42,65,53,40,10,4,1398,0,0,7,16,16,10,0,4,0,0,0,0,0,0,3,61,0,0,0,3,27,26,21,10,6,0,0,0,0,0,0,82,0,0,4,3,14,54,77,45,17,11,4,13,4,0,5,251,78,212,701,597,795,1152,2562,1561,351,315,301,328,156,43,115,9255,6,0,35,60,100,143,301,241,91,85,97,108,86,29,20,1396,0,0,3,24,28,33,11,26,10,3,11,13,0,0,0,160,39,99,233,305,373,582,1186,1046,380,446,401,515,197,39,76,5924,205,666,1660,1818,2718,3496,6685,4419,1196,1234,1246,1460,678,176,380,28038
SED10051,0,0,12,82,232,195,211,159,25,30,31,45,16,8,34,1088,4,15,19,47,152,42,51,39,17,12,3,0,5,0,3,413,0,8,13,38,56,43,52,26,12,14,9,9,7,3,9,292,0,3,3,58,131,290,373,81,26,18,15,29,15,6,10,1062,0,4,4,14,25,41,31,20,0,7,0,3,3,0,0,148,0,0,0,5,68,62,66,18,3,5,6,10,7,0,5,255,0,0,7,19,47,48,82,55,19,9,7,12,3,0,7,314,49,136,438,398,371,410,822,675,140,107,104,96,43,13,113,3904,0,0,4,28,38,59,97,92,28,12,21,32,14,7,14,437,0,0,6,104,96,40,56,46,10,14,11,8,6,0,27,416,74,264,558,1103,1058,1213,1350,1083,462,441,523,547,164,42,248,9133,285,1140,2440,3157,4453,4786,6362,4244,1181,1222,1252,1422,541,139,979,33609
SED10052,0,0,20,34,162,94,135,96,18,22,15,23,10,0,12,637,6,3,3,24,69,32,42,22,3,4,0,0,0,0,7,221,0,4,9,13,41,11,31,6,0,0,8,0,0,0,5,134,0,4,12,60,68,64,122,49,18,17,9,15,13,6,0,460,0,0,4,8,17,14,11,3,6,0,0,5,0,0,0,70,0,0,0,0,19,14,21,7,3,0,0,0,0,5,0,80,0,0,0,3,13,32,70,70,15,15,11,13,3,0,5,263,93,262,577,420,362,283,650,389,74,52,78,46,22,9,73,3390,0,3,12,32,31,52,48,55,10,10,18,4,5,5,10,287,0,0,4,87,84,43,35,20,4,9,5,12,0,5,4,311,65,159,366,557,420,529,682,460,89,115,93,76,33,17,66,3734,308,1034,2264,2214,2785,2712,3757,2162,422,383,382,373,168,78,394,19436
SED10053,0,0,3,11,72,55,155,187,42,41,39,58,28,7,19,716,7,7,11,6,44,7,6,3,0,0,0,0,0,0,0,104,0,0,5,14,18,10,14,17,0,0,0,0,0,3,3,84,0,0,15,24,39,63,122,53,11,11,19,18,4,5,4,401,0,0,6,12,26,12,20,31,9,9,0,12,4,0,5,151,0,0,0,0,4,4,10,16,0,3,13,66,7,0,9,128,0,0,0,7,12,22,70,42,14,3,6,13,6,0,6,209,70,260,767,470,371,279,469,203,12,27,30,43,23,10,82,3122,0,4,27,44,64,76,98,84,17,6,8,6,19,0,10,468,0,0,0,10,22,18,26,12,0,5,0,6,0,0,11,111,65,195,362,334,293,268,373,244,49,53,57,115,65,17,67,2555,279,931,1922,1593,1694,1414,2701,1913,465,545,532,660,253,97,397,15381
