SAL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,9,0,0,0,16
SAL10002,0,10,22,12,10,11,0,0,0,63,6,12,14,12,23,29,6,0,0,98,126,233,368,282,443,470,108,3,0,2039
SAL10003,0,4,15,23,26,15,11,0,0,92,3,10,19,25,30,16,10,3,0,117,79,154,463,612,622,488,237,30,0,2687
SAL10004,0,0,6,3,3,0,0,0,0,16,0,5,5,0,0,0,0,0,0,10,54,33,92,132,150,114,23,0,0,600
SAL10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,9
SAL10006,5,11,15,9,5,0,0,0,0,47,0,0,11,10,7,5,0,0,0,38,77,103,265,203,230,161,18,0,0,1065
SAL10007,4,11,14,3,8,12,0,0,0,48,0,3,9,0,9,3,0,0,0,31,68,91,191,176,191,175,37,12,0,944
SAL10008,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,5,0,7,10,11,12,15,6,0,67
SAL10009,9,16,46,30,27,12,0,0,0,146,3,17,31,36,19,7,3,0,0,114,246,332,838,823,634,397,62,3,0,3337
SAL10010,6,7,18,4,6,4,0,0,0,40,6,5,12,7,9,6,0,0,0,48,67,104,263,234,218,182,25,3,0,1098
SAL10011,3,0,5,0,4,0,0,0,0,13,0,0,5,0,0,0,0,0,0,11,11,15,37,28,46,19,6,0,0,169
SAL10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,19
SAL10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11
SAL10014,0,9,10,18,23,14,4,0,0,72,0,11,24,23,20,12,3,0,0,92,101,152,390,563,445,279,49,4,0,1980
SAL10015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,5,20,34,40,46,48,12,7,0,206
SAL10016,3,10,23,20,18,16,9,0,0,104,3,16,21,32,12,8,0,0,0,101,211,446,885,709,640,473,88,6,0,3462
SAL10017,10,7,20,30,23,10,6,0,0,94,4,7,20,19,3,4,0,0,0,63,197,225,526,757,680,358,96,15,5,2860
SAL10018,0,0,4,4,0,3,3,0,0,17,0,3,4,0,8,7,3,0,0,25,27,23,65,74,89,99,23,7,0,411
SAL10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,12,6,0,0,41
SAL10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
SAL10021,4,3,4,7,3,0,0,0,0,21,0,6,3,6,0,4,0,0,0,16,40,46,89,83,130,82,23,3,0,501
SAL10022,0,0,7,7,3,0,4,0,0,24,9,13,9,14,8,9,0,0,0,68,56,75,211,180,116,63,20,3,0,722
SAL10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,3,11,18,0,0,0,48
SAL10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,5,9,12,8,0,3,42
SAL10025,32,41,67,53,64,40,11,0,0,308,11,19,64,42,43,26,7,0,0,219,520,695,1524,1433,1496,1055,175,16,0,6900
SAL10026,3,13,34,23,20,20,7,0,0,119,3,12,35,28,26,14,0,4,0,123,173,307,707,570,561,517,101,9,0,2937
SAL10027,0,9,12,13,18,12,7,3,0,72,5,9,15,10,27,18,6,0,0,92,180,210,494,488,571,418,220,30,4,2621
SAL10028,0,0,6,3,0,0,4,0,0,15,0,0,0,0,0,3,0,0,0,7,25,19,51,57,45,67,28,5,0,298
SAL10029,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,6,6,22,9,9,20,8,4,0,82
SAL10030,0,6,56,47,33,9,3,0,0,154,3,24,109,70,34,14,3,0,0,265,69,426,2663,1805,1040,504,113,8,0,6637
SAL10031,4,10,10,8,14,21,0,0,0,72,5,8,13,8,11,19,8,0,0,66,87,160,277,269,327,397,86,7,0,1619
SAL10032,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,8,12,9,16,4,0,0,60
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,13,7,4,0,0,0,35
SAL10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,8,13,8,12,0,0,50
SAL10036,8,19,22,26,34,17,8,0,0,129,6,11,14,39,56,14,3,0,0,156,211,304,410,822,1054,594,161,10,0,3579
SAL10037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,12,13,0,0,0,42
SAL10038,0,3,13,10,9,9,7,0,0,62,4,11,45,36,15,13,9,0,0,131,60,295,833,567,418,359,109,11,0,2645
SAL10039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,13,11,0,0,0,30
SAL10040,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,5,13,7,17,16,5,0,0,67
SAL10041,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,5,0,11,12,22,16,7,0,0,78
SAL10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,10,4,0,0,24
SAL10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,8,5,0,30
SAL10044,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,15,11,21,23,9,0,0,87
SAL10045,0,3,4,0,0,4,0,0,0,9,0,0,0,0,0,3,3,0,0,6,15,19,23,36,57,77,18,0,0,230
SAL10046,9,10,26,12,27,23,10,0,0,114,9,10,6,15,22,15,7,4,0,87,180,153,385,463,561,537,141,34,0,2458
SAL10047,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,5,12,11,6,5,0,0,43
SAL10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,8,3,0,0,0,21
SAL10049,4,9,26,19,11,22,5,0,0,96,5,13,33,36,24,21,3,0,0,133,144,264,591,562,469,440,88,5,0,2566
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,16
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3
SAL10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,7,8,0,0,0,24
SAL10053,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,9,8,3,9,0,0,0,24
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,8,4,0,0,29
SAL10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,9,4,0,0,33
SAL10056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,13,15,18,6,0,0,80
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,16
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,7,0,0,34
SAL10059,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,12,17,20,14,0,0,86
SAL10060,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,0,15,10,20,24,22,47,36,6,0,0,164
SAL10061,0,3,19,13,19,14,0,0,0,70,3,0,14,13,13,10,5,0,0,59,129,140,265,268,373,348,75,12,0,1615
SAL10062,0,5,40,43,31,18,14,0,0,153,7,14,45,49,32,35,5,0,0,189,137,387,1305,1327,1179,705,242,24,3,5305
SAL10063,3,7,4,4,7,6,3,0,0,40,6,3,10,3,6,4,3,0,0,33,59,98,94,130,170,133,59,6,0,743
SAL10064,8,4,12,12,12,3,0,0,0,55,0,7,25,21,12,7,0,0,0,70,100,138,364,435,310,199,37,4,0,1582
SAL10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,26
SAL10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,6,0,0,0,21
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,11
SAL10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,3,12,12,10,10,0,0,50
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11
SAL10070,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,12,7,3,23,32,46,66,13,0,0,192
SAL10071,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,8,5,5,12,11,22,30,6,4,0,93
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10073,4,4,6,3,14,14,0,0,0,52,0,0,3,3,15,6,4,0,0,26,52,58,98,106,174,165,69,13,0,736
SAL10074,0,4,0,5,6,4,0,0,0,19,4,6,7,4,11,9,0,0,0,41,40,59,109,121,160,132,25,0,0,650
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,5,4,0,7,3,0,0,20
SAL10076,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,11,6,12,10,19,12,10,9,6,88
SAL10077,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,10,8,21,21,33,51,11,4,0,155
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11
SAL10079,0,6,10,8,7,3,0,0,0,36,0,0,7,4,6,9,0,0,0,34,36,58,139,142,98,88,20,0,0,582
SAL10080,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,4,12,16,7,15,21,7,4,0,80
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10082,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,4,0,0,13,5,8,12,38,33,39,37,5,0,175
SAL10083,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,3,0,4,0,12,0,0,27
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12
SAL10085,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,12,19,17,19,4,0,0,74
SAL10086,27,27,88,63,60,55,15,4,0,340,26,29,68,62,54,28,17,13,0,298,752,1100,2283,1966,1885,1720,548,92,8,10348
SAL10087,7,13,58,28,31,19,6,0,0,160,5,32,101,52,38,20,3,0,0,256,139,491,1948,1333,858,557,128,9,0,5456
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
SAL10089,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,6,25,50,34,33,38,17,3,0,211
SAL10090,0,0,0,3,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,8,20,24,44,64,69,62,22,0,0,293
SAL10091,0,9,37,24,12,21,11,0,0,115,5,11,43,67,29,19,13,0,0,185,104,347,1197,1527,932,507,189,23,4,4829
SAL10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,4,4,0,0,0,23
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,11,0,0,0,36
SAL10094,0,0,6,14,13,13,7,0,0,57,8,10,6,13,18,16,4,0,0,70,83,138,190,322,429,330,82,7,0,1577
SAL10095,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,4,9,14,30,22,11,0,0,89
SAL10096,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,9,4,10,22,28,34,5,0,0,107
SAL10097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,14
SAL10098,0,4,0,10,5,4,0,0,0,33,0,15,17,19,11,16,0,0,0,91,49,122,193,176,143,143,19,0,0,848
SAL10099,0,26,96,69,57,49,13,0,0,310,3,58,229,112,79,43,23,7,0,552,223,1233,3996,2736,1858,1382,378,32,3,11845
SAL10100,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,15,9,13,20,25,57,63,26,3,4,216
SAL10101,0,3,5,0,0,0,0,0,0,8,0,0,3,0,5,4,0,0,0,3,11,13,48,21,36,37,9,0,0,174
SAL10102,3,7,17,13,6,10,8,0,0,60,4,14,21,12,26,12,5,0,0,94,93,178,269,245,235,210,70,6,0,1301
SAL10103,7,16,19,10,15,19,3,0,0,91,8,0,24,20,9,11,0,0,0,66,220,215,406,504,559,412,75,6,0,2403
SAL10104,8,9,33,17,16,12,0,0,0,95,4,8,35,34,28,12,6,0,0,126,104,247,771,1002,627,370,110,8,4,3238
SAL10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,7,5,0,30
SAL10106,0,0,4,4,0,0,0,0,0,10,0,4,0,4,4,3,0,0,0,22,15,14,54,61,65,50,20,3,0,277
SAL10107,5,51,97,57,50,44,5,3,0,308,33,237,481,232,181,140,33,4,0,1331,346,2413,4686,2558,1633,1307,284,17,0,13258
SAL10108,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,5,0,13,19,17,9,3,0,66
SAL10109,0,8,3,6,7,11,5,0,0,35,0,0,9,5,12,3,5,0,0,27,64,82,221,295,314,265,78,0,0,1312
SAL10110,0,15,33,27,12,3,5,0,0,101,0,15,72,46,24,16,6,4,0,182,93,255,1095,813,394,220,56,6,0,2936
SAL10111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,4,8,23,20,7,0,0,74
SAL10112,12,16,17,26,38,29,11,0,0,154,14,14,30,55,49,51,17,0,0,223,318,405,518,888,1226,1125,399,50,3,4928
SAL10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,10
SAL10114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,5,13,18,29,15,3,0,112
SAL10115,5,6,10,14,13,19,0,0,0,68,9,3,11,18,29,3,3,0,0,73,205,175,255,488,635,437,115,15,0,2331
SAL10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10117,0,5,8,10,8,5,0,0,0,37,0,0,5,8,8,8,0,0,0,34,35,67,199,139,144,157,26,4,0,773
SAL10118,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,17,6,4,8,39,21,3,0,0,94
SAL10119,0,0,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,17,28,40,27,48,42,7,0,0,211
SAL10120,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,11,19,15,28,29,9,0,0,112
SAL10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,20,11,6,19,9,0,0,71
SAL10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,11
SAL10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,3,0,0,0,27
SAL10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9
SAL10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SAL10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9
SAL10130,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,3,5,13,6,6,20,0,4,0,50
SAL10131,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,13,9,8,15,16,20,9,9,0,0,78
SAL10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,9
SAL10133,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,13,16,15,4,7,0,0,57
SAL10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,8,9,12,6,0,0,38
SAL10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,15
SAL10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,10,0,0,0,23
SAL10138,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,3,4,3,7,0,0,16
SAL10139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,9,7,0,0,29
SAL10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17
SAL10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7
SAL10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,12,3,0,0,33
SAL10144,5,5,5,8,0,0,0,0,0,18,0,0,4,3,4,0,0,0,0,8,17,18,56,66,72,46,11,4,0,282
SAL10145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,4,3,18,18,3,0,4,61
SAL10146,0,3,4,3,9,0,0,0,0,25,0,3,4,3,8,9,0,0,0,26,30,41,77,82,99,60,21,9,0,426
SAL10147,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,6,7,5,11,0,6,0,0,0,28
SAL10148,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,8,26,32,45,31,5,3,0,166
SAL10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,18
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL10151,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,9,5,0,0,29
SAL10152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,15,7,0,0,39
SAL10153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,19
SAL10154,3,4,27,15,30,23,4,0,0,102,9,9,45,42,42,23,7,4,0,184,200,275,730,1026,1071,661,200,41,3,4210
SAL10155,0,3,7,10,21,8,0,0,0,38,6,4,10,21,17,12,4,0,0,73,102,116,105,299,552,332,92,18,3,1624
SAL10156,6,10,19,23,14,14,3,3,0,84,9,3,24,16,17,14,4,0,0,89,153,245,501,603,547,440,117,12,0,2624
SAL10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,14
SAL10158,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,0,0,0,4,4,0,6,7,13,18,0,4,5,58
SAL10159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,10,12,0,0,60
SAL10161,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,9,9,5,8,17,7,0,0,55
SAL10162,0,3,0,0,0,0,5,0,0,5,0,0,4,0,0,0,0,0,0,3,5,3,27,17,25,25,12,5,0,122
SAL10163,10,15,34,32,38,27,8,0,0,161,11,16,32,22,29,17,7,5,0,134,196,314,649,711,712,706,245,27,5,3570
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10165,4,15,26,26,35,32,11,4,0,153,0,13,49,61,56,27,9,4,0,217,120,288,1081,1486,1374,895,339,63,0,5639
SAL10166,0,0,5,3,6,0,3,0,0,18,0,6,8,10,11,5,3,0,0,33,20,45,164,214,260,167,78,17,0,953
SAL10167,0,0,0,0,8,4,0,0,0,20,0,0,0,5,0,3,0,0,0,15,25,19,58,62,94,72,25,0,0,357
SAL10168,0,0,0,0,4,3,0,0,0,8,0,0,0,0,4,0,0,0,0,4,18,28,37,43,56,61,16,0,0,255
SAL10169,0,0,0,6,4,4,0,0,0,15,0,6,5,4,0,0,6,0,0,16,18,46,94,76,123,130,48,5,0,546
SAL10170,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,8,0,0,0,23
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,16,15,4,6,0,64
SAL10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
SAL10174,0,3,3,0,5,4,3,0,0,16,4,0,7,4,6,7,0,0,0,23,36,29,49,84,82,82,19,6,0,395
SAL10175,0,0,4,12,11,4,3,0,0,41,0,0,13,29,16,8,4,0,0,77,81,74,219,327,323,197,68,14,0,1309
SAL10176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,3,11,7,0,0,26
SAL10177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,9,19,21,12,4,4,3,74
SAL10178,6,0,18,24,26,16,3,0,0,98,5,9,8,25,19,12,12,0,0,87,186,262,361,651,608,497,201,12,0,2778
SAL10179,0,4,6,16,9,3,0,0,0,42,0,7,16,11,7,12,3,0,0,58,55,120,325,357,331,206,53,12,0,1466
SAL10180,0,0,4,3,0,0,0,0,0,11,0,0,0,3,4,0,0,0,0,10,4,23,131,73,36,14,5,0,0,281
SAL10181,6,58,149,105,90,51,20,0,0,478,19,83,280,172,137,125,26,4,0,841,327,1266,3440,2580,1935,1507,344,20,0,11418
SAL10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SAL10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,12,3,0,0,34
SAL10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,17,9,18,11,12,0,78
SAL10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,13
SAL10186,18,31,39,47,57,46,25,0,0,269,11,21,60,45,38,49,17,6,0,246,533,566,1165,1272,1499,1300,350,46,4,6741
SAL10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,14
SAL10188,4,0,4,0,6,0,0,0,0,10,0,4,9,3,5,0,0,3,0,25,38,107,155,91,152,110,33,9,0,703
SAL10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,16,14,8,0,0,0,41
SAL10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,10
SAL10191,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,8,0,0,0,10,8,17,41,50,55,73,31,10,0,276
SAL10192,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,12,0,0,39,38,19,16,6,3,0,126
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10194,9,11,8,9,22,22,11,0,0,94,4,6,17,16,13,18,0,0,0,77,170,282,341,386,548,482,121,5,0,2327
SAL10195,0,7,25,16,8,6,0,0,0,61,7,19,43,47,13,13,3,0,0,147,53,201,840,986,342,157,30,6,0,2613
SAL10196,0,0,3,6,15,7,0,0,0,38,0,0,10,8,15,3,0,0,0,39,59,85,212,232,287,199,49,12,0,1140
SAL10197,0,0,9,0,15,0,0,0,0,28,0,3,9,16,13,15,5,0,0,54,39,76,170,248,233,163,46,4,0,982
SAL10198,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,9,26,31,50,56,20,5,3,204
SAL10199,0,7,18,14,24,12,5,0,0,85,9,14,15,19,22,15,0,6,0,100,153,193,353,420,487,349,97,15,0,2063
SAL10200,0,3,4,0,8,3,3,0,0,17,4,0,10,3,11,9,10,0,0,47,29,29,105,80,131,175,90,9,0,644
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,9,9,20,17,5,0,0,60
SAL10203,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,14,5,25,42,32,5,0,0,133
