SAL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,0,5,9,14,14,3,0,0,0,47,0,7,3,8,10,3,3,0,0,40,63,84,197,196,189,153,26,0,0,905
SAL10206,3,0,5,10,12,0,3,0,0,32,0,0,6,6,4,7,0,0,0,29,59,55,163,164,193,162,61,5,0,871
SAL10207,0,0,0,0,3,3,0,0,0,14,0,0,3,0,5,7,0,4,0,24,20,19,71,58,90,122,45,7,0,434
SAL10208,7,12,25,19,16,7,4,0,0,93,9,14,23,15,14,7,4,0,0,84,158,221,551,519,470,386,86,4,0,2399
SAL10209,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,4,0,0,0,7,27,36,35,59,91,56,17,0,0,333
SAL10210,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,4,8,13,6,5,0,0,44
SAL10211,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,6,0,0,33
SAL10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,0,0,0,6,0,0,0,0,0,9,7,3,0,0,0,0,0,0,0,13,3,14,8,20,27,27,17,4,0,123
SAL10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,15
SAL10217,0,0,0,0,3,7,0,0,0,8,0,0,0,0,4,4,0,0,0,11,6,7,21,18,36,43,21,3,0,162
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,13,12,12,21,0,0,0,81
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,0,11,17,18,11,0,0,70
SAL10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10223,0,3,3,4,9,7,0,0,0,28,0,0,3,4,7,0,3,0,0,21,52,38,122,114,146,129,27,0,0,633
SAL10224,4,7,27,26,24,29,8,0,0,129,10,20,45,48,33,23,13,0,0,196,149,317,687,669,576,460,112,14,0,2986
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
SAL10226,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,3,15,9,0,0,0,34
SAL10227,7,22,43,56,32,36,9,0,0,201,10,22,41,49,42,31,9,0,0,198,342,400,1018,1274,1035,910,231,17,0,5220
SAL10228,4,4,3,3,8,3,0,0,0,29,0,0,11,4,3,4,0,5,0,35,42,61,133,111,171,161,44,3,0,733
SAL10229,0,0,6,0,5,3,4,0,0,14,0,0,6,3,8,14,0,0,0,34,19,48,128,95,110,116,54,10,0,572
SAL10230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,10,3,0,0,21
SAL10231,5,19,25,23,14,18,5,0,0,113,8,16,23,17,12,23,3,3,0,108,169,513,919,565,554,527,154,20,5,3427
SAL10232,0,0,6,0,0,4,0,0,0,7,0,0,3,7,8,13,3,0,0,34,32,32,79,77,119,126,43,3,0,508
SAL10233,22,45,71,111,117,76,38,5,0,489,18,41,129,260,185,97,29,3,0,764,817,1307,2866,5411,4222,2547,750,77,14,18014
SAL10234,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,9,23,22,32,32,5,3,0,143
SAL10235,0,0,0,0,0,0,0,0,0,7,3,0,3,0,4,5,0,0,0,12,18,15,56,51,69,93,20,4,0,320
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,0,6,3,4,8,7,5,0,0,42,3,3,8,11,16,18,8,10,0,74,77,109,145,198,353,357,156,55,5,1441
SAL10238,8,24,25,28,38,28,10,0,0,160,12,9,13,46,46,25,3,0,0,162,262,394,530,842,1060,753,174,27,0,4042
SAL10239,0,0,8,7,5,0,3,0,0,29,0,0,18,10,5,6,0,0,0,43,13,70,305,220,112,73,29,0,0,811
SAL10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,8,0,0,25
SAL10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,6,3,6,0,39
SAL10242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,14,15,0,0,58
SAL10243,17,12,10,20,49,16,3,0,0,127,8,21,27,35,64,34,12,0,0,204,316,470,620,1174,1392,721,145,4,0,4851
SAL10244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,10,8,10,15,0,0,65
SAL10245,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,10,9,22,13,24,33,7,0,0,116
SAL10246,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,6,11,4,4,3,0,0,24
SAL10247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,3,14,24,17,5,0,0,66
SAL10248,0,7,7,0,12,0,0,0,0,21,0,0,3,0,0,3,0,0,0,6,39,25,92,96,65,61,14,0,0,398
SAL10249,9,13,11,14,32,19,7,3,0,109,5,11,27,49,46,27,13,5,0,186,244,395,574,1074,1230,861,331,75,8,4786
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,0,0,5,0,3,0,0,0,0,7,0,0,0,4,3,0,0,0,0,5,12,14,35,31,34,37,12,0,0,179
SAL10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,8,0,0,4,0,0,20
SAL10253,6,5,21,21,25,15,3,4,0,106,3,4,19,12,12,10,5,0,0,70,133,193,442,411,421,384,101,21,6,2114
SAL10254,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,3,15,13,9,10,4,0,0,77
SAL10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,11
SAL10256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,4,11,10,15,0,3,0,52
SAL10257,11,10,19,26,28,26,3,0,0,124,0,8,19,29,26,20,8,8,0,108,133,218,512,556,616,424,83,10,0,2556
SAL10258,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,7,13,18,24,24,7,0,0,103
SAL10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10260,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,4,16,18,12,3,0,0,65
SAL10261,0,0,0,3,0,0,0,0,0,8,3,0,3,7,0,7,0,0,0,18,30,22,48,52,67,47,19,0,0,275
SAL10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,3,0,0,17
SAL10263,4,14,17,12,35,20,11,0,0,128,8,18,41,37,38,30,7,7,0,171,197,453,665,958,1028,860,253,18,0,4441
SAL10264,4,14,11,10,11,11,0,0,0,55,3,10,26,7,9,8,0,0,0,65,72,143,399,336,295,222,51,6,0,1528
SAL10265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,6,3,15,14,8,6,0,52
SAL10266,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,4,13,29,15,31,14,0,0,117
SAL10267,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,5,8,6,20,9,0,0,58
SAL10268,0,7,13,8,10,10,0,0,0,61,0,3,4,11,6,8,0,0,0,36,72,106,234,217,203,140,27,4,0,990
SAL10269,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,16,28,75,72,77,59,13,0,0,348
SAL10270,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,9,4,9,8,7,29,34,14,3,5,110
SAL10271,0,10,41,24,12,26,8,0,0,130,4,24,75,65,64,50,26,9,0,310,136,358,1273,1148,1038,839,487,117,11,5408
SAL10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,10,10,7,0,9,0,51
SAL10273,4,4,11,8,10,12,3,0,0,41,5,7,0,13,15,15,0,0,0,59,110,75,226,312,414,346,117,22,0,1625
SAL10274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,6,18,17,6,0,0,66
SAL10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,6,0,0,0,18
SAL10276,9,7,20,20,29,26,10,0,0,122,3,15,21,18,16,17,4,5,0,97,223,276,588,557,672,602,125,26,0,3079
SAL10277,13,13,28,28,35,15,0,0,0,132,8,20,20,29,26,19,0,0,0,110,215,285,610,637,682,467,80,6,0,2986
SAL10278,0,9,3,3,6,6,0,0,0,24,0,0,0,4,5,4,0,0,0,12,26,61,78,71,117,82,21,5,0,459
SAL10279,3,17,42,40,44,41,3,0,0,195,4,33,86,71,69,39,10,0,0,317,149,520,1379,1137,1043,703,178,12,0,5130
SAL10280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,10,15,20,16,28,10,3,0,110
SAL10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,14
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10283,6,18,20,33,45,31,11,4,0,163,8,17,22,42,55,28,9,0,0,170,247,360,389,855,1201,709,245,48,3,4048
SAL10284,0,0,0,6,4,0,0,0,0,9,0,0,5,5,0,0,0,0,0,15,9,11,28,35,61,56,29,4,0,231
SAL10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,10,4,0,0,32
SAL10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,14,17,11,0,0,56
SAL10287,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,9,4,5,9,9,19,16,10,0,0,62
SAL10288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,12,13,12,5,0,0,56
SAL10289,0,0,3,3,3,0,0,0,0,11,0,0,0,4,4,0,3,0,0,11,10,15,27,30,43,37,21,5,0,195
SAL10290,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,3,7,8,14,18,8,4,0,67
SAL10291,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,7,22,18,18,22,6,0,0,109
SAL10292,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,4,0,8,10,11,17,4,0,0,50
SAL10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,6,13,0,7,4,0,50
SAL10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10296,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,11,7,10,4,3,4,0,40
SAL10297,0,7,3,12,8,14,6,0,0,47,3,6,0,11,16,3,4,0,0,48,101,91,138,271,336,249,57,8,0,1252
SAL10298,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,9,7,18,16,16,23,14,9,0,108
SAL10299,0,8,19,9,18,17,0,0,0,69,4,27,100,63,52,47,18,0,3,317,88,351,873,587,621,529,138,9,6,3195
SAL10300,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,9,3,12,16,15,9,0,0,63
SAL10301,9,11,21,14,4,3,0,0,0,63,4,7,12,14,6,12,4,0,0,54,67,141,402,305,251,209,49,3,0,1417
SAL10302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,19,22,26,3,0,0,83
SAL10303,7,19,30,25,36,26,3,0,0,146,3,10,35,24,26,20,5,0,0,124,177,311,633,574,589,503,80,3,0,2871
SAL10304,10,14,62,51,38,22,10,0,0,210,9,14,35,29,30,22,3,0,0,134,276,403,1041,947,746,694,144,11,0,4263
SAL10305,5,0,6,5,0,5,4,0,0,33,5,4,6,6,7,4,0,0,0,27,38,50,94,80,90,95,21,3,0,482
SAL10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10307,0,0,5,4,0,10,0,0,0,18,4,5,3,9,10,18,6,3,0,50,31,40,107,116,151,178,72,7,0,705
SAL10308,5,3,13,21,24,24,3,0,0,94,0,3,14,18,19,17,3,0,0,77,169,208,301,539,705,509,106,15,0,2546
SAL10309,10,5,9,23,22,22,3,0,0,95,3,5,16,34,31,13,3,3,0,99,174,204,277,681,796,452,118,10,0,2701
SAL10310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,8,20,24,10,4,0,71
SAL10311,0,0,4,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,4,18,17,46,37,39,34,11,0,0,208
SAL10312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,8,22,16,34,37,8,0,0,131
SAL10313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,7,3,12,7,10,3,0,59
SAL10314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,9
SAL10315,3,0,3,3,5,7,0,0,0,19,0,3,3,6,7,8,6,4,0,30,37,52,113,126,144,135,46,5,0,670
SAL10316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,3,0,15
SAL10317,3,0,0,4,3,5,0,0,0,17,0,0,7,3,4,5,0,0,0,21,24,34,72,78,95,102,51,7,0,468
SAL10318,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,4,5,5,18,16,25,26,7,0,0,103
SAL10319,0,4,0,3,4,5,0,0,0,15,0,0,0,0,9,5,0,0,0,15,18,27,32,61,109,82,38,3,0,379
SAL10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,12
SAL10321,0,0,6,22,8,8,0,0,0,54,0,4,8,10,9,17,5,0,0,52,60,58,181,257,256,274,113,19,0,1222
SAL10322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,14,12,4,10,8,0,53
SAL10323,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,14
SAL10324,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,7,8,16,8,12,28,3,0,0,73
SAL10325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,8,6,4,0,0,37
SAL10326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,5,14,9,7,0,0,42
SAL10327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,9,18,24,4,0,0,69
SAL10328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,17
SAL10329,0,0,11,12,8,3,4,0,0,41,0,4,0,11,4,0,0,0,0,34,40,105,196,272,289,177,39,4,0,1119
SAL10330,7,10,26,45,31,23,5,5,0,153,3,13,52,47,46,31,9,0,0,204,145,388,1026,1013,885,744,176,16,0,4395
SAL10331,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,4,10,8,0,0,0,38
SAL10332,0,0,6,0,0,3,0,0,0,9,0,0,3,0,0,0,4,0,0,7,10,0,63,46,47,66,16,0,0,254
SAL10333,17,31,54,73,61,44,5,0,0,283,11,26,88,96,74,59,29,0,0,391,309,771,1771,1997,1743,1312,340,18,4,8260
SAL10334,0,4,15,9,13,15,3,0,0,61,3,7,16,18,22,9,3,0,0,83,70,168,371,433,420,295,73,0,0,1837
SAL10335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,11,11,4,0,0,45
SAL10336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,10,15,15,0,0,0,49
SAL10337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,8,13,11,10,3,7,0,55
SAL10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,0,27
SAL10339,0,5,3,3,0,0,3,0,0,28,5,13,24,10,24,14,8,3,0,104,67,119,210,164,175,146,35,3,0,909
SAL10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,7,7,11,16,11,7,0,67
SAL10341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,10,6,0,3,0,31
SAL10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,4,7,7,11,9,4,4,0,45
SAL10343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4
SAL10344,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,12,8,0,4,18,19,8,4,0,73
SAL10345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,16,31,18,6,0,105
SAL10346,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,9,32,39,40,38,9,3,0,200
SAL10347,0,9,16,23,14,3,0,0,0,69,7,5,13,12,17,8,6,0,4,66,103,102,312,328,348,303,100,11,6,1597
SAL10348,0,0,0,0,0,0,4,0,0,11,3,0,0,0,5,0,0,0,0,12,21,19,55,39,68,78,23,8,0,314
SAL10349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,6,3,10,11,19,32,20,13,6,0,113
SAL10350,4,4,7,10,9,12,5,0,0,49,0,4,6,14,20,27,5,0,0,84,120,128,141,350,484,395,150,18,3,1797
SAL10351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,3,8,6,0,0,23
SAL10352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
SAL10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,9,9,5,5,0,50
SAL10354,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,17,26,26,25,5,0,0,97
SAL10355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,8,5,9,0,0,26
SAL10356,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,4,3,15,25,32,18,0,0,0,103
SAL10357,4,0,0,4,7,0,0,0,0,18,0,3,3,7,4,4,4,0,0,29,19,12,28,47,90,73,31,6,0,306
SAL10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,3,0,0,27
SAL10360,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,6,13,15,12,4,0,0,57
SAL10361,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,10,5,36,59,64,49,16,6,0,249
SAL10362,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,7,14,31,17,42,18,8,0,136
SAL10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,10
SAL10364,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,0,0,0,18,24,37,44,67,75,115,54,12,0,420
SAL10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,12
SAL10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,6,18,31,6,0,0,71
SAL10367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,12
SAL10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,23,14,13,9,3,5,0,72
SAL10369,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,11,4,16,32,42,34,16,0,0,156
SAL10370,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,13,7,10,16,28,19,17,8,0,0,105
SAL10371,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,11,12,28,34,38,49,30,5,0,209
SAL10372,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,7,16,14,16,9,0,0,68
SAL10373,0,0,5,9,4,6,0,0,0,32,0,0,10,10,14,0,3,0,0,42,45,73,238,362,426,332,162,28,0,1670
SAL10374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,14
SAL10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,5,8,3,0,0,32
SAL10376,0,12,12,8,5,3,0,0,0,42,5,12,23,5,11,3,0,0,0,69,102,315,425,196,146,124,18,0,0,1325
SAL10377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,4,0,0,22
SAL10378,3,3,4,7,8,7,0,0,0,33,0,7,18,20,22,13,0,0,0,78,41,120,274,212,197,205,43,4,0,1094
SAL10379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,13,8,12,17,27,25,10,0,0,119
SAL10380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,22,18,9,4,0,75
SAL10381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,13,3,0,0,31
SAL10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9
SAL10383,0,0,0,3,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,26,17,37,36,68,85,26,0,0,297
SAL10384,0,0,0,0,8,0,0,0,0,10,0,4,0,0,0,0,0,0,0,7,27,26,30,44,78,45,23,3,0,273
SAL10385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
SAL10386,0,0,0,0,6,0,0,0,0,4,0,0,0,5,3,3,0,0,0,4,10,8,17,29,33,25,10,6,0,145
SAL10387,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,18,11,27,33,15,5,0,0,119
SAL10388,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,4,0,0,20,18,13,21,10,4,0,86
SAL10389,4,6,11,5,9,4,3,0,0,52,0,12,6,7,5,3,5,0,0,43,94,104,272,222,255,224,56,8,0,1237
SAL10390,3,4,8,8,7,9,5,0,0,48,0,9,18,10,9,7,7,0,0,59,113,156,290,271,386,258,49,3,0,1523
SAL10391,0,0,11,6,11,6,0,0,0,28,0,12,23,20,19,15,0,0,0,85,51,139,225,189,192,155,28,0,0,981
SAL10392,0,0,6,11,20,16,4,0,0,61,7,0,11,16,17,14,6,0,0,73,56,59,264,384,475,493,174,26,3,1946
SAL10393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,8
SAL10394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,12,16,8,0,0,51
SAL10395,7,3,3,4,9,3,0,0,0,26,0,3,4,3,12,3,9,0,0,39,75,82,112,133,200,183,26,0,0,810
SAL10396,23,67,170,138,136,83,27,0,0,638,24,176,444,375,249,145,45,3,3,1460,746,2412,6136,5599,3649,2582,600,38,3,21764
SAL10397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,9,17,0,5,0,48
SAL10398,0,7,8,11,7,0,0,0,0,32,0,0,8,3,6,10,3,0,0,41,46,68,148,183,196,147,38,8,0,824
SAL10399,6,7,6,5,8,0,0,0,0,39,3,12,10,17,12,17,6,0,0,73,76,135,233,299,299,232,66,0,0,1348
SAL10400,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,7,14,45,30,25,27,8,3,0,161
SAL10401,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,9,6,5,13,15,24,0,3,0,75
SAL10402,0,4,8,13,19,21,4,0,0,82,5,23,26,27,33,25,11,0,5,146,140,329,474,570,705,591,190,28,4,3037
SAL10403,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,5,9,5,22,5,9,0,0,48
SAL10404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,0,0,0,28
SAL10405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,6,21,14,22,30,15,4,0,109
SAL10406,12,8,25,18,29,20,9,0,0,118,9,11,16,29,21,12,4,0,0,112,234,273,629,834,788,609,180,21,0,3573
