SAL_CODE_2021,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL41218,9,23,5,0,76
SAL41219,0,0,0,0,10
SAL41220,1144,742,222,108,8142
SAL41221,16,10,0,0,78
SAL41222,23,11,0,3,154
SAL41223,0,0,0,0,0
SAL41224,5,0,0,0,11
SAL41225,11,6,6,0,18
SAL41226,0,0,0,0,0
SAL41227,0,4,0,0,15
SAL41228,14,6,0,0,72
SAL41229,0,0,0,0,14
SAL41230,0,4,0,0,33
SAL41231,3,3,0,0,20
SAL41232,145,83,45,18,872
SAL41233,132,125,52,14,598
SAL41234,0,9,0,0,16
SAL41235,12,11,0,0,60
SAL41236,12,6,5,0,49
SAL41237,12,4,3,0,36
SAL41238,3,0,0,0,14
SAL41239,11,6,3,0,67
SAL41240,19,14,4,4,84
SAL41241,9,6,0,0,51
SAL41242,405,317,113,10,2612
SAL41243,8,4,0,0,45
SAL41244,8,5,3,0,55
SAL41245,8,3,4,8,43
SAL41246,33,11,0,0,194
SAL41247,15,16,6,3,93
SAL41248,276,261,140,48,1923
SAL41249,42,29,12,6,258
SAL41250,33,25,13,0,181
SAL41251,101,71,15,0,581
SAL41252,102,67,21,14,837
SAL41253,282,227,108,16,2211
SAL41254,142,136,67,30,945
SAL41255,17,12,11,0,61
SAL41256,197,116,38,13,1831
SAL41257,251,209,172,76,2079
SAL41258,83,41,19,3,641
SAL41259,235,175,89,35,1431
SAL41260,128,110,64,4,907
SAL41261,77,48,25,3,357
SAL41262,0,0,0,0,4
SAL41263,86,92,47,23,428
SAL41264,140,129,70,9,675
SAL41265,17,19,6,3,81
SAL41266,5,0,0,0,5
SAL41267,30,22,8,5,139
SAL41268,11,18,6,0,60
SAL41269,9,11,0,0,58
SAL41270,0,0,0,0,3
SAL41271,0,0,0,0,0
SAL41272,7,8,0,0,21
SAL41273,166,150,60,12,821
SAL41274,16,14,7,0,91
SAL41275,16,4,0,0,65
SAL41276,270,148,48,10,1640
SAL41277,79,32,10,0,465
SAL41278,154,150,91,25,883
SAL41279,662,381,333,117,4394
SAL41280,13,12,4,0,74
SAL41281,198,30,5,3,1778
SAL41282,187,135,51,14,1611
SAL41283,145,107,50,5,700
SAL41284,4,0,0,0,23
SAL41285,9,0,0,0,9
SAL41286,60,34,13,0,215
SAL41287,0,0,0,0,5
SAL41288,421,289,187,111,3211
SAL41289,305,242,96,25,2287
SAL41290,497,396,250,99,3647
SAL41291,323,202,81,16,2013
SAL41292,492,317,121,55,3665
SAL41293,145,117,50,11,876
SAL41294,55,51,20,6,476
SAL41295,0,3,16,5,28
SAL41296,3,0,0,0,10
SAL41297,10,6,0,0,32
SAL41298,0,0,0,0,6
SAL41299,9,7,12,0,78
SAL41300,4,5,6,0,37
SAL41301,7,0,0,0,36
SAL41302,8,7,0,0,41
SAL41303,7,4,0,0,33
SAL41304,0,0,0,0,7
SAL41305,36,17,5,0,175
SAL41306,13,4,4,0,51
SAL41307,3,4,4,0,15
SAL41308,4,8,0,0,24
SAL41309,0,0,0,0,0
SAL41310,22,32,10,0,131
SAL41311,256,211,72,11,1240
SAL41312,211,188,70,40,1429
SAL41313,190,158,69,25,1737
SAL41314,109,81,54,9,785
SAL41315,311,250,165,125,2083
SAL41316,33,22,4,5,537
SAL41317,202,146,45,10,2443
SAL41318,436,285,149,30,2763
SAL41319,0,0,0,0,4
SAL41320,638,437,255,130,5037
SAL41321,208,164,108,24,1343
SAL41322,0,3,0,0,17
SAL41323,28,39,13,3,104
SAL41324,16,15,0,0,87
SAL41325,3,5,0,0,45
SAL41326,104,91,19,3,661
SAL41327,249,170,64,7,1327
SAL41328,43,23,9,0,152
SAL41329,400,221,65,23,1613
SAL41330,380,331,131,55,2254
SAL41331,109,63,25,12,534
SAL41332,4,0,0,0,45
SAL41333,12,11,0,0,78
SAL41334,22,20,4,0,103
SAL41335,4,5,0,0,37
SAL41336,14,11,3,0,69
SAL41337,4,5,0,0,20
SAL41338,506,296,69,7,3232
SAL41339,3,0,0,0,8
SAL41340,13,3,3,0,33
SAL41341,3,0,0,0,45
SAL41342,8,0,0,0,11
SAL41343,7,9,0,0,14
SAL41344,42,25,15,0,164
SAL41345,5,4,0,0,18
SAL41346,109,91,57,42,899
SAL41347,110,79,31,15,1170
SAL41348,20,17,0,0,83
SAL41349,34,33,13,6,155
SAL41350,0,0,0,0,24
SAL41351,106,67,25,3,531
SAL41352,562,500,278,122,3165
SAL41353,253,199,104,36,1485
SAL41354,0,0,0,0,11
SAL41355,7,0,0,0,27
SAL41356,304,220,114,53,2550
SAL41357,36,6,11,0,117
SAL41358,17,20,3,0,100
SAL41359,0,0,0,0,8
SAL41360,0,0,0,0,17
SAL41361,8,5,0,0,55
SAL41362,4,12,0,0,35
SAL41363,69,41,24,9,307
SAL41364,70,60,14,0,342
SAL41365,0,0,0,0,14
SAL41366,316,269,134,36,2041
SAL41367,119,82,20,0,1500
SAL41368,160,148,87,21,970
SAL41369,0,0,3,0,21
SAL41370,0,0,0,0,0
SAL41371,8,3,5,3,32
SAL41372,10,0,3,0,20
SAL41373,193,108,48,14,1630
SAL41374,140,89,40,9,859
SAL41375,373,267,105,33,1937
SAL41376,9,4,0,0,13
SAL41377,40,24,16,0,191
SAL41378,58,61,49,6,262
SAL41379,0,5,0,0,14
SAL41380,0,4,0,0,6
SAL41381,0,0,0,0,0
SAL41382,82,74,36,8,571
SAL41383,5,8,4,0,29
SAL41384,297,361,169,52,1809
SAL41385,167,103,43,6,1021
SAL41386,26,11,3,0,106
SAL41387,39,17,4,0,224
SAL41388,3,0,0,0,7
SAL41389,4,0,0,0,9
SAL41390,6,5,4,0,28
SAL41391,4,5,0,0,15
SAL41392,6,14,0,7,60
SAL41393,131,114,57,16,724
SAL41394,0,0,0,0,0
SAL41395,593,571,315,96,3435
SAL41396,169,159,46,24,749
SAL41397,3,0,0,0,21
SAL41398,0,3,4,0,9
SAL41399,0,0,0,0,9
SAL41400,0,0,0,0,0
SAL41401,145,161,86,19,1401
SAL41402,4,0,0,0,0
SAL41403,5,0,0,0,23
SAL41404,75,53,27,0,401
SAL41405,29,23,17,0,148
SAL41406,0,0,0,0,11
SAL41407,6,9,3,0,29
SAL41408,14,6,0,0,44
SAL41409,0,0,0,0,15
SAL41410,214,193,63,11,1590
SAL41411,3,3,5,0,17
SAL41412,59,33,7,0,315
SAL41413,35,32,12,10,139
SAL41414,13,8,3,0,74
SAL41415,3,0,0,0,12
SAL41416,136,104,59,21,705
SAL41417,4,0,0,0,25
SAL41418,3,3,0,0,4
SAL41419,43,27,14,0,192
SAL41420,402,349,175,65,2295
SAL41421,188,113,73,10,1352
SAL41422,7,0,0,0,14
SAL41423,5,8,0,0,19
SAL41424,0,0,0,0,0
SAL41425,5,3,0,0,18
SAL41426,18,30,8,5,126
SAL41427,5,0,0,0,4
SAL41428,33,24,15,0,164
SAL41429,23,18,12,0,119
SAL41430,0,0,0,0,0
SAL41431,20,20,3,0,117
SAL41432,271,224,141,32,1756
SAL41433,3,8,0,0,5
SAL41434,14,10,0,0,40
SAL41435,8,3,0,0,68
SAL41436,160,130,66,20,668
SAL41437,0,0,0,0,16
SAL41438,85,77,37,3,466
SAL41439,7,10,0,4,52
SAL41440,0,0,0,0,14
SAL41441,25,7,4,5,49
SAL41442,31,16,7,0,103
SAL41443,117,67,24,9,846
SAL41444,43,30,12,0,224
SAL41445,3,0,0,0,21
SAL41446,20,11,4,0,86
SAL41447,30,15,4,0,105
SAL41448,3,0,0,0,19
SAL41449,8,3,0,0,11
SAL41450,19,22,3,0,153
SAL41451,21,24,10,0,86
SAL41452,16,31,17,0,85
SAL41453,9,8,0,0,39
SAL41454,4,0,0,0,9
SAL41455,33,13,0,8,221
SAL41456,6,0,0,0,11
SAL41457,41,15,12,8,495
SAL41458,0,3,0,0,11
SAL41459,48,15,6,0,136
SAL41460,5,3,0,0,19
SAL41461,297,282,149,45,1657
SAL41462,4,0,0,0,8
SAL41463,0,0,0,0,0
SAL41464,292,226,99,24,1542
SAL41465,4,10,6,0,37
SAL41466,295,147,36,27,2215
SAL41467,0,0,0,0,14
SAL41468,0,0,0,0,0
SAL41469,7,5,0,0,52
SAL41470,6,3,0,0,16
SAL41471,365,226,110,35,2235
SAL41472,123,71,25,11,694
SAL41473,249,171,47,26,1469
SAL41474,50,36,5,0,231
SAL41475,22,8,3,5,64
SAL41476,153,165,73,35,815
SAL41477,37,20,4,0,167
SAL41478,0,0,0,0,8
SAL41479,149,145,79,11,889
SAL41480,155,114,42,11,1307
SAL41481,3,0,0,0,4
SAL41482,0,0,0,0,5
SAL41483,0,0,0,0,0
SAL41484,33,20,4,0,149
SAL41485,0,0,0,0,0
SAL41486,0,7,0,0,6
SAL41487,5,0,0,0,22
SAL41488,200,118,33,15,1304
SAL41489,4,9,0,0,64
SAL41490,354,328,146,12,2407
SAL41491,176,127,74,21,795
SAL41492,0,0,0,0,0
SAL41493,27,18,9,0,139
SAL41494,99,95,19,0,547
SAL41495,66,40,14,5,292
SAL41496,5,4,0,0,20
SAL41497,131,73,59,15,611
SAL41498,0,0,0,0,4
SAL41499,215,180,94,28,1422
SAL41500,308,339,242,53,3091
SAL41501,5,0,0,0,4
SAL41502,20,28,4,0,67
SAL41503,30,30,8,0,145
SAL41504,4,0,0,0,39
SAL41505,416,518,299,122,2229
SAL41506,9,8,3,0,38
SAL41507,111,88,24,9,1078
SAL41508,78,78,47,12,530
SAL41509,13,6,0,3,63
SAL41510,4,0,0,0,10
SAL41511,177,188,106,35,1108
SAL41512,56,34,19,0,197
SAL41513,14,17,10,0,49
SAL41514,231,253,182,107,1708
SAL41515,201,154,122,85,1635
SAL41516,7,0,4,0,24
SAL41517,0,0,0,0,7
SAL41518,333,311,166,46,1556
SAL41519,38,30,7,0,181
SAL41520,5,0,0,0,25
SAL41521,0,0,0,0,0
SAL41522,0,4,0,0,16
SAL41523,5,0,0,0,6
SAL41524,0,0,0,0,12
SAL41525,0,0,0,0,9
SAL41526,12,4,0,0,45
SAL41527,0,0,0,0,7
SAL41528,15,11,0,3,76
SAL41529,23,12,3,0,78
SAL41530,5,8,0,0,26
SAL41531,7,10,0,0,36
SAL41532,0,0,3,0,7
SAL41533,7,9,0,0,20
SAL41534,12,12,7,0,58
SAL41535,5,0,0,0,17
SAL41536,13,12,5,0,76
SAL41537,8,0,0,0,11
SAL41538,28,25,4,0,148
SAL41539,436,354,178,69,3061
SAL41540,9,5,0,6,48
SAL41541,0,3,0,0,23
SAL41542,63,30,7,0,431
SAL41543,0,0,0,0,0
SAL41544,4,0,0,0,11
SAL41545,11,6,0,0,87
SAL41546,3,4,0,0,35
SAL41547,61,80,50,18,366
SAL41548,38,18,9,4,163
SAL41549,0,0,0,0,0
SAL41550,15,15,0,0,62
SAL41551,227,134,89,41,1067
SAL41552,8,0,0,0,31
SAL41553,4,0,0,0,22
SAL41554,0,0,0,0,33
SAL41555,179,113,74,47,1215
SAL41556,3,0,6,0,21
SAL41557,0,0,0,0,0
SAL41558,20,23,3,0,57
SAL41559,0,8,0,0,26
SAL41560,73,46,6,0,431
SAL41561,23,20,12,0,83
SAL41562,37,25,14,0,143
SAL41563,0,0,4,0,18
SAL41564,453,356,205,70,2808
SAL41565,4,0,0,0,9
SAL41566,312,187,58,15,2122
SAL41567,113,47,21,11,831
SAL41568,584,677,369,127,3510
SAL41569,271,293,101,37,1603
SAL41570,0,0,0,0,9
SAL41571,65,30,12,0,517
SAL41572,0,0,0,0,9
SAL41573,229,197,86,78,1478
SAL41574,6,7,0,0,56
SAL41575,0,0,0,0,13
SAL41576,3,0,0,0,4
SAL41577,11,3,0,0,44
SAL41578,0,0,0,0,11
SAL41579,29,15,0,0,98
SAL41580,0,0,0,0,0
SAL41581,0,4,0,0,23
SAL41582,5,0,0,0,8
SAL41583,30,20,5,0,154
SAL41584,8,6,0,0,15
SAL41585,383,230,117,69,1957
SAL41586,0,0,0,0,0
SAL41587,109,49,38,5,890
SAL41588,484,226,152,40,2692
SAL41589,213,162,77,25,1215
SAL41590,431,288,172,47,2432
SAL41591,0,0,7,0,21
SAL41592,4,0,0,0,15
SAL41593,0,0,0,0,3
SAL41594,12,10,3,0,71
SAL41595,8,5,0,0,37
SAL41596,0,0,0,0,29
SAL41597,0,0,4,0,30
SAL41598,17,0,3,0,60
SAL41599,3,0,0,0,30
SAL41600,249,197,81,39,1521
SAL41601,13,11,0,0,36
SAL41602,266,157,54,15,1416
SAL41603,0,0,0,0,4
SAL41604,0,4,0,0,4
SAL41605,6,3,0,0,17
SAL41606,10,0,0,0,22
SAL41607,47,78,21,0,247
SAL41608,3,0,0,0,13
SAL41609,0,0,6,0,6
SAL41610,251,235,79,25,1268
SAL41611,14,10,0,6,92
SAL41612,60,40,11,0,248
SAL41613,30,34,9,0,172
SAL41614,81,85,33,4,383
SAL41615,12,3,0,0,39
SAL41616,338,256,129,34,3183
SAL41617,24,15,4,0,160
SAL41618,30,34,0,4,149
SAL41619,0,0,0,0,0
SAL41620,3,0,0,0,18
SAL41621,50,49,9,0,168
SAL41622,0,0,0,0,0
SAL41623,6,0,0,0,11
SAL41624,26,36,14,0,111
SAL41625,6,3,0,0,38
SAL41626,15,5,7,0,61
SAL41627,24,30,4,0,144
SAL41628,0,0,0,0,3
SAL41629,3,3,3,0,27
SAL41630,13,10,0,0,76
SAL41631,3,0,0,0,5
SAL41632,9,15,0,0,30
SAL41633,7,0,3,0,26
SAL41634,0,0,0,0,0
SAL41635,6,0,0,0,26
SAL41636,25,15,9,0,124
SAL41637,874,546,316,97,5252
SAL41638,75,47,22,6,565
SAL41639,15,3,0,0,47
SAL41640,0,0,0,0,32
SAL41641,17,4,5,0,80
SAL41642,228,172,118,45,1386
SAL41643,171,139,59,23,1115
SAL41644,117,69,36,6,987
SAL41645,147,79,28,8,1201
SAL41646,124,73,17,4,914
SAL41647,270,154,94,40,1836
SAL41648,234,135,57,14,1976
SAL41649,30,9,9,0,65
SAL41650,0,0,0,0,3
SAL41651,8,0,0,0,20
SAL41652,3,0,0,4,16
SAL41653,5,6,0,0,26
SAL41654,15,16,7,0,49
SAL41655,42,13,0,0,141
SAL41656,4,0,0,0,12
SAL41657,92,54,7,5,572
SAL41658,0,6,0,0,15
SAL41659,46,36,9,11,246
SAL41660,5,4,6,0,24
SAL41661,11,3,10,0,48
SAL41662,10,3,3,0,35
SAL41663,780,485,134,42,3860
SAL41664,7,10,3,0,35
SAL41665,25,9,6,0,65
SAL41666,0,0,0,0,3
SAL41667,52,41,33,42,386
SAL41668,0,0,0,0,7
SAL41669,11,6,0,0,112
SAL41670,7,8,0,0,39
SAL41671,0,3,0,0,4
SAL41672,0,0,0,0,3
SAL41673,0,0,0,0,3
SAL41674,7,0,0,0,23
SAL41675,101,110,54,14,457
SAL41676,0,0,0,0,4
SAL41677,0,0,0,0,7
SAL41678,5,0,0,0,13
SAL41679,3,5,0,0,22
SAL41680,33,20,10,4,139
SAL41681,0,0,0,0,9
SAL41682,31,27,8,0,164
SAL41683,7,0,0,0,28
SAL41684,0,0,0,0,0
SAL41685,5,4,0,0,7
SAL41686,3,0,0,0,10
SAL41687,9,4,3,0,22
SAL41688,7,0,0,0,10
SAL41689,65,72,31,9,357
SAL41690,21,36,13,0,111
SAL41691,0,0,0,0,0
SAL41692,6,0,0,0,22
SAL41693,0,0,0,0,0
SAL41694,11,7,8,0,75
SAL41695,0,8,0,0,19
SAL41696,6,0,0,0,10
SAL49797,5,0,0,0,28
SAL50001,3,0,3,0,30
SAL50002,100,106,25,14,647
SAL50003,8,5,0,0,39
SAL50004,0,5,0,0,17
SAL50005,5,4,0,0,32
SAL50006,201,194,59,18,927
SAL50007,0,0,0,0,11
SAL50008,586,336,105,26,3182
SAL50009,0,0,0,0,7
SAL50010,260,188,106,29,1599
SAL50011,409,193,66,13,4631
SAL50012,0,3,0,0,5
SAL50013,59,34,8,0,275
SAL50014,7,9,0,0,51
SAL50015,0,0,0,0,10
SAL50016,48,28,4,0,263
SAL50017,5,12,0,0,41
SAL50018,0,0,0,0,0
SAL50019,28,17,8,0,133
SAL50020,7,4,0,0,24
SAL50021,0,0,0,0,0
SAL50022,739,630,290,83,4272
SAL50023,0,0,0,0,26
SAL50024,417,334,160,54,2621
SAL50025,66,34,11,5,309
SAL50026,769,640,364,124,5543
SAL50027,8,5,3,0,25
SAL50028,5,5,5,0,37
SAL50029,3,0,0,0,25
SAL50030,8,3,0,0,24
SAL50031,345,212,125,91,1968
SAL50032,143,118,103,37,1239
SAL50033,0,0,0,0,0
SAL50034,75,56,30,14,717
SAL50035,669,421,268,110,3637
SAL50036,537,241,86,11,4381
SAL50037,222,150,58,60,3196
SAL50038,158,212,104,39,782
SAL50039,1047,702,312,64,6901
SAL50040,543,282,115,10,6275
SAL50041,0,3,0,0,0
SAL50042,0,0,0,0,4
SAL50043,12,4,0,0,30
SAL50044,4,4,0,0,14
SAL50045,9,0,0,0,22
SAL50046,0,0,0,0,7
SAL50047,0,0,0,0,4
SAL50048,19,18,4,0,97
SAL50049,0,3,0,0,14
SAL50050,3,3,4,0,25
SAL50051,79,107,24,0,544
SAL50052,13,7,3,0,70
SAL50053,636,425,295,168,5530
SAL50054,1600,891,494,67,15999
SAL50055,546,392,208,47,6382
SAL50056,67,86,35,8,332
SAL50057,3,7,0,0,11
SAL50058,0,5,0,0,8
SAL50059,7,11,0,0,42
SAL50060,0,0,0,0,4
SAL50061,1449,695,274,54,7633
SAL50062,0,5,3,0,15
SAL50063,4,3,0,0,18
SAL50064,10,8,0,0,34
SAL50065,16,5,0,0,38
SAL50066,22,17,14,0,171
SAL50067,101,11,0,0,717
SAL50068,153,72,33,10,732
SAL50069,398,167,48,5,4915
SAL50070,0,0,0,0,0
SAL50071,3,0,0,0,31
SAL50072,0,0,0,0,9
SAL50073,0,0,0,0,14
SAL50074,8,8,0,0,24
SAL50075,76,45,19,0,383
SAL50076,37,6,0,0,268
SAL50077,30,23,11,0,138
SAL50078,905,589,252,82,5665
SAL50079,335,276,153,35,2154
SAL50080,0,0,0,0,0
SAL50081,277,130,27,0,2489
SAL50082,245,188,116,22,1476
SAL50083,1160,756,349,171,8333
SAL50084,122,76,36,19,707
SAL50085,5,4,0,4,52
SAL50086,474,333,126,29,2848
SAL50087,0,0,0,0,0
SAL50088,5,0,0,0,24
SAL50089,0,0,0,0,20
SAL50090,365,296,139,32,4526
SAL50091,431,257,116,35,2999
SAL50092,289,155,86,14,1444
SAL50093,598,395,125,26,3719
SAL50094,8,6,0,0,52
SAL50095,20,21,4,0,147
SAL50096,4,3,8,0,31
SAL50097,15,6,0,0,44
SAL50098,475,229,64,21,4064
SAL50099,7,0,0,0,19
SAL50100,4,7,0,0,37
SAL50101,9,12,6,0,76
SAL50102,282,206,58,6,1959
SAL50103,41,23,9,0,140
SAL50104,121,68,24,13,678
SAL50105,412,261,100,40,3784
SAL50106,13,8,3,0,83
SAL50107,11,6,4,0,70
SAL50108,0,0,0,0,10
SAL50109,13,6,6,0,70
SAL50110,266,125,44,3,2383
SAL50111,286,314,442,466,5415
SAL50112,142,92,35,17,750
SAL50113,9,0,0,0,20
SAL50114,0,0,0,0,0
SAL50115,210,109,28,0,2674
SAL50116,78,106,56,16,463
SAL50117,547,361,179,82,3026
SAL50118,92,62,26,7,397
SAL50119,700,556,272,130,3885
SAL50120,0,4,0,0,7
SAL50121,21,33,9,0,108
SAL50122,0,0,0,0,7
SAL50123,111,42,19,0,908
SAL50124,0,0,0,0,0
SAL50125,3,0,0,0,25
SAL50126,120,98,50,6,532
SAL50127,0,0,0,0,7
SAL50128,0,0,0,0,3
SAL50129,125,77,27,4,604
SAL50130,14,3,0,0,33
SAL50131,10,10,3,0,38
SAL50132,127,110,89,38,743
SAL50133,7,7,3,0,28
SAL50134,4,3,0,0,20
SAL50135,4,0,0,0,14
SAL50136,8,3,0,0,17
SAL50137,141,71,22,3,741
SAL50138,7,0,0,0,18
SAL50139,3,0,0,0,9
SAL50140,13,11,0,0,34
SAL50141,0,3,0,0,18
SAL50142,30,21,13,0,109
SAL50143,15,9,0,0,97
SAL50144,0,0,0,0,0
SAL50145,12,9,9,0,60
SAL50146,3,0,0,0,16
SAL50147,19,0,0,0,96
SAL50148,521,379,242,144,3150
SAL50149,0,0,0,0,4
SAL50150,0,0,0,0,0
SAL50151,18,10,7,0,63
SAL50152,4,4,0,0,22
SAL50153,3,3,0,0,19
SAL50154,0,0,0,0,4
SAL50155,0,0,0,0,3
SAL50156,0,0,0,0,9
SAL50157,21,18,6,0,70
SAL50158,0,8,3,0,33
SAL50159,419,215,45,3,2253
SAL50160,3,8,0,0,28
SAL50161,94,104,33,8,435
SAL50162,52,30,15,0,224
SAL50163,4,0,0,0,21
SAL50164,6,0,0,0,36
SAL50165,14,16,0,0,48
SAL50166,3,3,0,0,8
SAL50167,9,3,0,0,28
SAL50168,53,49,33,9,381
SAL50169,132,91,38,6,612
SAL50170,0,0,0,0,20
SAL50171,3,4,0,0,14
SAL50172,81,63,40,7,410
SAL50173,188,58,15,0,4151
SAL50174,20,7,5,0,83
SAL50175,10,6,0,0,25
SAL50176,3,3,0,0,13
SAL50177,44,32,13,3,194
SAL50178,150,110,40,29,1117
SAL50179,0,0,0,0,0
SAL50180,326,360,145,35,1642
SAL50181,102,67,17,6,513
SAL50182,5,3,0,0,16
SAL50183,345,367,251,148,2222
SAL50184,45,7,0,0,324
SAL50185,90,72,23,8,532
SAL50186,6,0,3,0,9
SAL50187,131,83,27,6,1112
SAL50188,24,18,3,0,127
SAL50189,55,36,10,9,281
SAL50190,443,357,110,22,2718
SAL50191,6,5,4,0,44
SAL50192,21,19,10,0,88
SAL50193,14,8,3,0,87
SAL50194,0,0,0,0,0
SAL50195,34,53,8,0,124
SAL50196,51,42,25,9,338
SAL50197,89,59,25,7,514
SAL50198,0,0,4,0,9
SAL50199,6,0,3,0,24
SAL50200,255,83,18,0,2035
SAL50201,629,685,396,171,4413
SAL50202,0,0,0,0,0
SAL50203,3,5,0,0,29
SAL50204,24,13,10,0,89
SAL50205,0,0,0,0,10
SAL50206,0,0,0,0,4
SAL50207,407,260,82,14,2473
SAL50208,0,0,0,0,0
SAL50209,4,0,0,0,14
SAL50210,502,345,153,84,2541
SAL50211,0,0,0,0,7
SAL50212,4,0,0,0,17
SAL50213,0,3,0,0,24
SAL50214,10,3,0,0,20
SAL50215,4,5,0,0,10
SAL50216,0,0,0,0,0
SAL50217,55,39,15,3,354
SAL50218,0,0,5,0,6
SAL50219,18,13,8,0,325
SAL50220,0,0,0,0,3
SAL50221,404,180,37,10,2090
SAL50222,24,30,14,0,197
SAL50223,4,3,0,0,48
SAL50224,0,0,0,0,4
SAL50225,0,5,0,0,11
SAL50226,370,223,83,11,2418
SAL50227,33,17,12,0,379
SAL50228,171,170,93,29,968
SAL50229,614,352,128,28,5633
SAL50230,728,408,154,43,7711
SAL50231,1007,933,301,23,5518
SAL50232,0,4,0,0,16
SAL50233,3,0,0,0,7
SAL50234,12,12,5,5,71
SAL50235,99,82,82,48,807
SAL50236,3,8,7,0,25
SAL50237,0,0,0,0,4
SAL50238,24,12,0,0,173
SAL50239,0,0,0,0,25
SAL50240,272,178,75,24,1701
SAL50241,0,0,0,0,18
SAL50242,4,5,0,0,13
SAL50243,6,4,4,0,35
SAL50244,0,0,0,0,6
SAL50245,2397,1349,437,130,16564
SAL50246,262,172,72,18,3970
SAL50247,0,0,0,0,4
SAL50248,60,37,4,5,237
SAL50249,0,0,0,0,7
SAL50250,52,64,12,0,218
SAL50251,167,135,46,10,1040
SAL50252,19,8,3,0,67
SAL50253,21,15,0,0,193
SAL50254,0,7,4,0,21
SAL50255,47,21,4,0,187
SAL50256,0,0,0,0,14
SAL50257,0,0,0,0,3
SAL50258,16,9,4,0,59
SAL50259,9,8,0,0,48
SAL50260,90,50,22,0,509
SAL50261,341,231,118,61,2198
SAL50262,582,643,299,102,3899
SAL50263,380,321,129,51,3827
SAL50264,10,20,0,0,48
SAL50265,75,88,31,11,395
SAL50266,28,39,19,0,217
SAL50267,62,59,29,9,369
SAL50268,0,0,0,0,0
SAL50269,546,250,84,15,3383
SAL50270,5,3,0,0,20
SAL50271,4,0,0,0,21
SAL50272,4,0,0,0,40
SAL50273,214,181,94,24,1660
SAL50274,94,34,16,4,462
SAL50275,47,3,0,0,269
SAL50276,19,17,9,0,86
SAL50277,364,201,79,14,3546
SAL50278,62,80,37,18,453
SAL50279,50,66,17,5,260
SAL50280,17,14,3,0,82
SAL50281,132,88,29,0,702
SAL50282,0,0,0,0,9
SAL50283,0,0,0,0,24
SAL50284,16,13,8,0,75
SAL50285,8,9,5,4,49
SAL50286,0,7,0,0,35
SAL50287,3,7,6,0,32
SAL50288,6,4,0,0,37
SAL50289,16,0,0,0,139
SAL50290,195,117,32,14,882
SAL50291,124,55,22,4,495
SAL50292,3,0,0,0,20
SAL50293,342,239,132,34,2118
SAL50294,836,468,386,171,3882
SAL50295,34,34,5,5,159
SAL50296,843,781,618,288,5757
SAL50297,861,397,144,28,6499
SAL50298,0,0,0,0,0
SAL50299,25,22,16,0,85
SAL50300,0,0,0,0,0
SAL50301,434,302,141,58,4373
SAL50302,4,0,0,0,15
SAL50303,0,0,0,0,0
SAL50304,77,40,13,0,912
SAL50305,6,3,0,0,29
SAL50306,0,0,0,0,12
SAL50307,9,13,0,0,34
SAL50308,0,5,0,0,5
SAL50309,106,94,40,23,795
SAL50310,501,388,205,80,3095
SAL50311,0,3,0,0,23
SAL50312,55,29,24,10,328
SAL50313,22,21,3,0,101
SAL50314,0,7,0,0,17
SAL50315,6,0,0,0,10
SAL50316,1117,957,545,390,9194
SAL50317,15,12,3,0,105
SAL50318,508,286,94,23,2007
SAL50319,0,0,6,0,6
SAL50320,281,290,174,73,1663
SAL50321,529,394,160,39,2728
SAL50322,62,31,12,5,266
SAL50323,25,3,0,0,156
SAL50324,322,218,120,35,2922
SAL50325,169,105,40,20,946
SAL50326,0,0,0,0,11
SAL50327,88,60,9,4,486
SAL50328,0,5,0,0,8
SAL50329,500,333,192,87,2867
SAL50330,23,14,4,3,147
SAL50331,8,0,0,0,55
SAL50332,4,12,0,0,29
SAL50333,8,11,0,0,42
SAL50334,107,79,28,0,362
SAL50335,15,18,6,0,80
SAL50336,0,0,0,0,4
SAL50337,8,0,0,4,32
SAL50338,110,141,38,0,624
SAL50339,0,0,0,0,4
SAL50340,45,46,21,14,295
SAL50341,24,11,0,0,189
SAL50342,11,0,0,0,31
SAL50343,873,671,391,151,4728
SAL50344,0,0,0,0,22
SAL50345,4,0,0,0,13
SAL50346,7,0,0,0,25
SAL50347,183,99,35,5,1221
SAL50348,0,0,0,0,0
SAL50349,9,0,0,3,28
SAL50350,387,281,101,26,3243
SAL50351,0,0,0,0,11
SAL50352,30,17,12,5,175
SAL50353,119,197,135,36,2416
SAL50354,24,29,3,0,135
SAL50355,20,17,6,0,76
SAL50356,17,8,6,0,55
SAL50357,49,36,19,5,197
SAL50358,0,0,0,0,4
SAL50359,50,44,9,0,173
SAL50360,0,3,0,0,9
SAL50361,9,0,0,0,38
SAL50362,0,0,0,0,6
SAL50363,36,8,0,0,434
SAL50364,48,26,18,5,300
SAL50365,5,5,0,0,27
SAL50366,5,0,0,0,6
SAL50367,635,307,118,16,3472
SAL50368,17,14,7,0,89
SAL50369,0,0,4,0,16
SAL50370,19,10,0,0,125
SAL50371,146,111,53,10,944
SAL50372,35,27,3,0,115
SAL50373,9,10,0,3,24
SAL50374,485,430,225,61,2592
SAL50375,44,32,21,10,346
SAL50376,582,327,124,15,4475
SAL50377,5,4,0,0,66
SAL50378,122,48,17,0,722
SAL50379,0,0,0,0,0
