SAL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL10146,0,0,3,0,0,8,5,9,4,24,0,0,0,0,0,0,0,0,0,0,6,0,0,5,9,6,0,4,0,26,24,56,108,111,127,132,115,93,18,787
SAL10147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,11,0,6,4,6,0,37
SAL10148,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,7,34,34,48,52,35,14,0,239
SAL10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,19
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,10
SAL10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,12,8,13,0,0,49
SAL10152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,8,12,6,4,0,52
SAL10153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,16,3,4,0,7,6,8,7,0,0,38
SAL10154,0,0,0,4,0,3,14,15,17,53,0,0,0,3,0,3,0,0,3,11,9,11,20,27,33,29,21,13,3,168,149,360,845,1193,1262,921,665,495,154,6037
SAL10155,0,0,0,0,0,0,4,3,10,19,0,0,0,0,0,0,0,0,0,6,0,0,7,10,10,6,8,0,3,50,78,168,137,375,655,454,311,131,80,2380
SAL10156,0,0,0,0,19,16,49,74,38,192,0,0,11,7,3,9,3,4,3,47,9,11,16,24,22,13,29,35,14,171,136,333,594,724,720,737,641,451,120,4459
SAL10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,19
SAL10158,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,0,16,3,0,16,10,21,23,24,4,5,107
SAL10159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,19
SAL10160,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,7,10,3,0,34,0,3,13,22,19,23,35,12,5,121
SAL10161,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,8,13,11,5,12,24,12,0,0,77
SAL10162,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,5,0,0,0,26,5,8,29,23,31,33,33,12,4,183
SAL10163,0,5,10,16,27,53,104,130,153,508,3,0,11,8,4,3,11,0,9,51,26,15,73,66,70,77,147,169,197,847,187,398,897,946,1010,1261,1574,1255,903,8425
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10165,0,0,0,4,8,18,27,41,18,122,0,0,0,6,4,0,3,3,9,26,13,18,49,90,54,51,54,55,50,423,143,387,1270,1765,1687,1339,1027,526,165,8313
SAL10166,0,0,0,0,0,4,3,3,0,11,0,0,0,0,0,0,0,0,0,0,3,3,7,5,22,13,15,8,0,74,30,66,202,238,323,254,213,118,30,1474
SAL10167,0,0,0,0,4,0,3,4,4,17,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,7,0,15,28,35,81,75,110,116,82,38,11,570
SAL10168,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,4,5,6,3,6,9,5,0,0,33,13,41,42,51,74,97,42,14,0,371
SAL10169,0,3,7,5,8,10,24,19,8,84,0,0,0,0,0,0,3,0,0,4,0,7,14,20,32,26,26,12,7,151,10,62,137,111,178,217,180,78,44,1024
SAL10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,11,0,3,0,31
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10172,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,13,21,23,24,12,4,109
SAL10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
SAL10174,0,0,0,0,0,0,5,5,4,12,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,3,0,0,14,29,39,59,95,91,136,111,42,17,627
SAL10175,0,0,0,3,0,6,11,3,0,29,0,0,0,0,0,0,0,0,0,3,9,12,38,36,38,29,29,20,36,241,53,104,300,426,412,334,276,104,66,2068
SAL10176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,8,4,0,4,38
SAL10177,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,21,15,10,5,7,90
SAL10178,0,0,4,0,5,3,16,30,20,72,0,0,0,4,0,0,0,3,0,10,3,0,0,10,11,12,13,23,51,129,142,323,426,734,703,690,791,267,160,4234
SAL10179,0,0,3,5,7,31,60,42,16,174,0,0,7,3,3,7,14,25,9,70,8,6,27,18,12,15,19,6,9,113,67,187,434,474,460,367,311,217,75,2595
SAL10180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,35,15,6,0,9,3,0,80,4,37,178,103,54,22,22,7,0,442
SAL10181,3,3,64,120,205,330,337,301,144,1510,0,15,65,82,133,254,207,145,103,1009,142,229,548,474,307,299,260,230,216,2710,873,2572,6350,4900,3905,3756,2452,1312,692,26814
SAL10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
SAL10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,10,17,13,0,0,51
SAL10184,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,4,0,11,20,14,29,20,20,4,118
SAL10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,0,17
SAL10186,4,5,20,18,34,58,176,210,134,648,0,0,0,6,3,4,10,4,9,37,37,33,86,72,86,65,71,177,220,858,383,740,1482,1591,1899,2030,2260,1930,916,13236
SAL10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,9,5,3,7,32
SAL10188,0,0,0,6,0,0,0,4,3,13,0,0,0,0,0,0,0,4,0,4,4,8,5,6,12,14,6,0,0,51,23,135,174,127,201,179,110,62,16,1028
SAL10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,10,4,4,0,0,26,0,0,6,21,20,22,21,9,4,106
SAL10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,3,0,17
SAL10191,0,0,0,3,3,9,17,15,8,54,0,0,0,0,0,0,0,0,0,0,3,11,9,10,13,24,24,14,4,110,14,28,66,74,85,122,121,74,36,613
SAL10192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,7,3,3,7,0,39,0,4,52,56,34,32,9,10,0,206
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,6
SAL10194,0,0,0,0,8,6,23,22,23,73,0,0,0,0,0,0,0,3,0,3,7,5,0,3,8,5,5,4,3,38,132,331,385,441,630,671,375,126,61,3155
SAL10195,0,0,3,9,13,19,16,4,0,62,4,0,4,7,11,10,8,4,0,48,23,22,61,45,17,24,13,0,0,199,86,322,1154,1296,479,306,136,29,8,3808
SAL10196,0,0,4,3,0,12,19,31,18,92,0,0,0,3,0,5,3,10,0,23,3,4,8,8,11,9,9,8,5,52,66,130,272,293,342,307,218,140,64,1832
SAL10197,0,0,0,0,0,14,23,39,15,90,0,0,6,0,7,9,18,10,5,56,3,7,12,13,6,14,11,11,8,98,60,126,230,321,320,307,258,147,50,1818
SAL10198,0,0,0,6,0,6,10,3,8,34,0,0,0,0,0,0,0,0,0,0,3,5,3,4,5,0,7,4,0,30,12,22,41,42,69,72,67,26,16,359
SAL10199,0,0,9,5,9,18,60,36,11,149,0,0,0,0,0,3,3,0,3,14,8,7,15,15,22,30,32,29,13,177,130,250,459,535,605,565,483,295,75,3395
SAL10200,0,0,0,3,0,6,19,32,33,91,0,0,0,0,5,0,0,0,4,10,3,0,8,4,20,24,14,21,19,103,24,37,127,100,171,276,286,181,104,1313
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,13,21,28,38,35,9,0,150
SAL10203,0,0,0,0,5,5,5,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,6,5,0,27,3,23,20,35,72,67,55,25,7,308
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,0,0,4,5,9,17,20,0,4,59,0,0,0,0,0,4,0,0,0,11,3,0,4,0,0,0,6,0,0,15,63,104,235,225,222,240,182,54,14,1334
SAL10206,0,0,0,5,6,8,27,30,10,77,0,0,4,0,0,0,0,0,0,4,0,6,23,10,10,20,18,21,10,116,44,68,206,195,232,263,291,137,39,1477
SAL10207,0,5,3,5,8,19,40,38,16,123,0,0,0,0,0,0,0,3,4,3,5,0,8,9,14,18,25,28,5,117,22,33,105,86,149,234,245,192,61,1123
SAL10208,5,3,5,8,25,43,120,99,38,348,0,4,0,0,4,7,16,17,11,51,24,11,42,33,39,40,29,46,14,273,191,330,724,733,706,756,682,423,135,4676
SAL10209,0,0,0,0,0,5,3,3,8,17,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,0,14,3,0,31,24,45,50,72,111,112,108,40,14,569
SAL10210,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,13,10,21,21,28,4,0,115
SAL10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,11,17,28,12,4,85
SAL10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,8
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,14,9,19,9,23,41,38,35,13,0,192
SAL10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11
SAL10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,3,0,9,4,0,3,0,26
SAL10217,0,0,0,0,0,0,5,3,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,6,0,23,6,7,30,32,56,66,82,60,8,343
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,6,0,22,14,19,34,10,3,0,117
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
SAL10221,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,0,7,7,16,29,23,15,7,6,101
SAL10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,4,6,4,0,0,16
SAL10223,0,0,0,3,3,9,17,14,7,53,0,0,0,0,0,0,0,0,0,0,4,5,5,9,15,18,4,18,6,77,37,57,165,152,203,246,200,135,56,1253
SAL10224,0,0,19,43,64,84,98,104,47,460,0,0,8,16,34,64,54,36,15,229,45,64,112,121,108,105,99,60,47,765,321,670,1310,1258,1167,1111,798,482,221,7351
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
SAL10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,4,5,4,6,16,7,19,6,0,69
SAL10227,4,0,4,12,21,33,95,77,89,337,0,0,0,0,4,0,10,0,4,28,35,22,63,83,46,55,81,124,154,666,289,541,1333,1567,1364,1511,1470,969,606,9651
SAL10228,0,0,0,8,8,11,27,27,16,92,0,0,0,6,0,3,0,0,0,12,3,7,17,19,34,20,22,18,7,151,39,92,183,168,257,318,327,203,95,1684
SAL10229,0,0,4,4,8,9,25,30,13,88,0,0,0,0,3,0,4,0,0,7,9,12,26,19,29,17,23,27,10,168,35,74,192,149,229,242,256,206,69,1451
SAL10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,3,0,4,0,12,14,0,0,0,39
SAL10231,0,4,9,17,12,35,46,69,69,259,0,4,10,4,10,4,6,3,0,41,24,44,88,63,45,62,46,59,36,471,184,673,1168,755,747,883,769,573,299,6054
SAL10232,0,0,0,0,12,0,15,10,18,63,0,0,0,0,0,0,0,0,0,5,6,4,15,15,16,16,17,14,3,99,26,49,111,120,173,192,195,99,48,1010
SAL10233,3,0,8,10,38,72,143,158,100,527,6,7,7,19,22,17,43,27,22,167,35,39,111,163,95,98,102,100,62,809,853,1839,3564,6539,5151,3846,3355,2007,709,27868
SAL10234,0,0,0,0,0,0,5,4,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,0,0,7,10,19,29,25,41,43,38,13,6,213
SAL10235,0,0,0,0,0,0,4,4,4,15,0,0,0,0,0,0,0,0,0,0,3,0,3,8,7,8,5,13,0,37,18,15,66,75,88,202,163,83,10,725
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,0,0,0,0,0,0,13,16,26,49,0,0,0,0,0,0,0,5,9,12,6,3,8,9,16,27,34,61,47,205,78,147,179,240,455,542,610,617,298,3158
SAL10238,3,0,0,5,9,14,41,31,26,119,3,0,0,11,11,10,8,12,6,57,13,13,14,31,24,19,23,40,14,194,209,493,642,981,1228,1028,646,422,161,5811
SAL10239,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,3,16,5,3,6,0,5,0,34,14,96,340,247,130,94,51,14,3,984
SAL10240,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,0,0,5,12,16,10,8,0,53
SAL10241,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,6,8,12,0,48
SAL10242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,4,11,14,7,35,41,14,4,119
SAL10243,0,0,0,4,7,4,34,23,9,82,0,0,0,4,3,8,4,3,0,27,10,5,16,19,22,13,11,11,0,103,297,630,744,1365,1623,998,544,264,45,6510
SAL10244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,6,18,11,19,24,5,0,84
SAL10245,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,13,9,6,24,19,27,43,14,13,4,161
SAL10246,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,10,8,3,4,0,0,34
SAL10247,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,12,4,4,3,14,27,22,13,7,4,97
SAL10248,0,0,0,0,5,7,8,5,8,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,3,3,0,28,29,32,114,116,96,108,96,49,17,654
SAL10249,0,0,4,0,0,6,16,15,7,50,0,0,0,0,6,4,3,3,3,27,16,12,23,44,33,36,27,43,51,278,237,529,719,1330,1503,1244,1065,752,285,7665
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,0,0,0,0,3,4,9,7,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,24,8,22,41,37,49,43,47,16,0,268
SAL10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,5,4,0,19
SAL10253,4,0,6,13,24,38,41,69,38,228,0,0,0,0,0,4,3,3,0,18,29,23,46,42,42,48,53,72,82,439,139,266,574,558,580,690,573,433,198,4019
SAL10254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,9,3,20,12,15,10,9,9,3,86
SAL10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,7,5,6,4,0,0,24
SAL10256,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,12,19,28,22,11,0,97
SAL10257,0,0,0,8,16,50,98,88,45,311,0,0,4,0,8,16,38,50,23,139,21,17,36,43,36,49,26,25,13,261,189,350,746,842,926,807,586,396,151,4996
SAL10258,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,11,20,24,26,27,21,8,0,134
SAL10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
SAL10260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,4,0,4,16,18,24,13,5,3,83
SAL10261,0,0,0,0,0,10,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,21,27,58,65,76,80,64,25,0,417
SAL10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,6,3,5,9,8,6,0,39
SAL10263,0,0,3,0,0,20,42,27,17,106,0,0,0,0,5,8,9,6,5,39,11,9,31,53,46,39,58,33,14,287,223,610,840,1188,1254,1268,882,317,84,6671
SAL10264,0,0,8,13,19,41,52,40,14,195,0,0,3,4,8,7,4,5,0,30,23,24,48,39,51,40,29,36,9,291,104,262,581,499,506,517,406,229,58,3157
SAL10265,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,5,3,4,25,21,14,12,0,97
SAL10266,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,6,0,0,9,4,9,6,0,32,6,7,22,34,31,36,40,12,3,205
SAL10267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,8,7,13,7,34,30,12,0,119
SAL10268,0,0,3,6,3,10,36,12,4,81,0,0,3,0,0,0,4,0,0,13,6,0,16,17,5,10,4,11,7,78,76,144,336,284,273,277,223,76,22,1713
SAL10269,0,5,0,0,0,0,9,5,3,24,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,4,3,4,4,13,19,37,96,98,92,104,79,50,15,600
SAL10270,0,0,0,0,0,3,7,4,0,19,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,6,6,0,26,5,17,27,21,48,68,50,21,5,260
SAL10271,0,0,4,3,4,5,8,13,11,41,0,0,7,0,0,6,0,0,0,14,32,20,88,54,40,42,43,36,9,366,201,525,1545,1428,1376,1226,1043,555,174,8081
SAL10272,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,6,12,15,10,11,7,11,0,69
SAL10273,5,3,4,3,4,9,12,23,18,83,0,0,0,0,5,0,0,0,3,10,20,7,21,35,45,30,34,33,37,261,117,122,311,446,562,554,483,291,116,3000
SAL10274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,6,21,17,16,9,0,87
SAL10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,4,0,6,0,0,0,25
SAL10276,4,5,14,13,17,33,56,56,56,245,3,0,0,5,0,5,9,0,0,18,16,19,46,34,30,41,52,84,82,424,195,371,792,739,867,1058,1010,623,324,5988
SAL10277,5,6,11,8,7,16,36,49,30,161,0,0,0,0,0,6,0,0,0,5,13,13,13,22,20,23,18,26,14,159,194,368,727,766,835,748,576,459,203,4882
SAL10278,0,0,3,6,10,11,12,7,5,51,0,0,0,0,0,0,0,0,0,3,3,0,7,3,11,6,13,7,4,45,33,76,114,97,181,173,148,66,23,906
SAL10279,0,0,5,21,60,115,225,238,92,771,0,4,15,11,32,67,81,109,58,375,45,90,203,203,141,145,117,93,85,1117,328,960,2193,1879,1804,1598,1154,767,333,11013
SAL10280,0,0,0,0,0,3,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,7,9,0,24,7,5,16,27,29,49,51,23,0,212
SAL10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,13
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10283,0,0,5,4,4,14,41,56,46,161,0,0,0,0,5,0,3,3,3,23,4,5,8,4,14,14,28,80,52,215,205,455,457,962,1370,944,873,949,460,6669
SAL10284,0,0,0,5,3,8,15,10,0,34,0,0,0,0,0,0,0,0,0,0,4,3,5,6,3,9,0,6,4,36,19,25,44,53,80,110,101,39,9,479
SAL10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,7,22,14,3,0,62
SAL10286,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,11,20,22,27,5,0,95
SAL10287,0,0,0,0,0,0,6,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,3,0,16,3,3,6,6,31,27,37,14,0,142
SAL10288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,3,5,21,20,28,31,7,3,122
SAL10289,0,0,0,0,3,3,7,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,10,6,8,44,12,22,36,38,69,93,88,30,21,403
SAL10290,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,3,5,3,0,19,0,3,10,8,29,28,22,25,0,130
SAL10291,0,0,0,0,0,5,7,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,13,7,22,28,26,27,32,14,6,178
SAL10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,8,17,17,19,9,0,0,71
SAL10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,8,5,4,3,0,36,3,6,15,11,20,9,10,8,0,93
SAL10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,0,0,7
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,12,7,10,7,6,6,0,49
SAL10297,0,0,0,4,0,3,12,12,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,3,9,5,0,30,67,126,171,316,402,348,282,105,20,1842
SAL10298,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,11,8,7,21,21,23,40,45,23,4,180
