SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL10001,0,0,0,0,6,4,0,8,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,16,5,0,28
SAL10002,30,63,0,95,608,26,0,725,3,38,0,39,384,10,0,431,0,3,0,3,153,0,0,160,0,0,0,0,46,0,0,50,565,151,6,721,2697,116,3,3538
SAL10003,38,41,0,82,603,18,0,708,3,84,0,93,612,42,0,748,0,28,0,28,393,43,0,459,0,0,0,0,150,54,0,202,899,189,9,1096,3234,264,4,4605
SAL10004,6,34,0,40,109,3,0,154,0,28,0,28,70,0,0,94,0,3,0,3,52,0,0,55,0,0,0,0,3,0,0,3,222,96,8,325,514,22,0,858
SAL10005,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,17
SAL10006,5,61,0,70,236,11,0,318,0,33,0,35,200,4,0,236,0,8,0,6,116,4,0,126,0,0,0,0,26,3,0,30,428,174,26,625,1310,81,0,2018
SAL10007,3,29,0,26,243,26,0,294,0,26,0,25,188,12,0,224,0,3,0,3,102,10,0,116,0,0,0,0,29,6,0,35,329,101,10,438,1112,105,0,1649
SAL10008,0,0,0,0,5,0,0,14,4,0,0,0,11,0,0,22,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,27,3,0,28,54,5,0,89
SAL10009,22,116,0,137,464,15,0,614,4,67,0,71,336,5,0,414,0,7,0,7,147,9,0,157,0,0,0,0,30,0,0,34,1442,351,55,1841,2843,120,4,4810
SAL10010,12,64,0,78,252,8,0,341,0,29,0,31,168,14,0,213,0,8,0,8,106,3,0,119,0,0,0,0,25,0,0,25,473,159,31,667,1196,65,0,1926
SAL10011,0,3,0,6,37,0,0,39,0,0,0,0,21,0,0,21,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,3,49,15,5,65,172,5,0,248
SAL10012,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,10,0,26
SAL10013,0,0,0,0,0,4,0,5,0,5,0,5,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,15,8,0,24
SAL10014,24,50,0,74,334,0,3,411,10,27,0,32,191,0,0,226,0,8,0,3,80,0,0,85,0,0,0,0,20,0,0,24,857,127,6,989,1814,31,6,2841
SAL10015,0,4,0,7,60,15,0,81,0,3,0,3,34,7,0,42,0,0,0,0,33,7,0,45,0,0,0,0,3,3,0,6,39,12,0,52,262,87,0,400
SAL10016,41,104,3,140,558,24,0,718,9,98,3,107,348,18,0,467,0,21,0,21,257,22,0,301,0,0,0,0,104,3,0,113,1048,324,43,1414,3571,205,10,5198
SAL10017,42,79,0,120,405,11,0,539,5,132,0,136,325,9,0,476,3,41,0,41,347,7,0,399,0,0,0,0,127,9,0,141,1191,320,38,1547,2726,75,0,4351
SAL10018,10,24,0,26,130,3,0,158,0,17,0,17,114,9,0,136,0,0,0,0,66,3,0,74,0,0,0,0,20,0,0,23,119,54,5,172,566,40,0,782
SAL10019,0,3,0,3,11,6,0,21,0,4,0,4,11,3,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,7,0,17,37,21,0,75
SAL10020,0,0,0,0,3,0,0,5,0,0,0,0,5,0,0,7,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,28
SAL10021,9,15,3,31,104,9,0,135,6,11,0,10,76,0,0,92,0,0,0,0,31,5,0,33,0,0,0,0,8,0,0,10,173,51,6,228,534,38,0,804
SAL10022,18,21,3,41,226,25,0,293,0,16,0,15,177,21,3,218,0,0,0,0,79,14,0,91,0,0,0,0,13,0,0,15,494,97,13,603,1476,316,8,2397
SAL10023,0,3,0,3,27,0,0,31,0,4,0,8,21,0,0,25,0,0,0,0,3,3,0,7,0,0,0,0,4,0,0,4,19,12,0,29,91,18,0,137
SAL10024,0,0,0,0,13,0,0,13,0,0,0,0,10,0,0,13,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,3,11,5,0,18,46,8,0,60
SAL10025,47,296,3,344,1280,32,3,1664,8,173,0,179,874,41,0,1095,0,19,0,19,512,48,0,582,0,0,0,0,173,112,0,286,2638,781,82,3501,6904,445,6,10862
SAL10026,25,136,8,158,743,19,0,924,8,104,0,112,645,27,0,784,0,13,0,13,423,20,0,452,0,0,0,0,202,11,0,212,998,408,36,1436,3973,254,4,5670
SAL10027,27,72,0,100,517,34,0,650,3,102,0,108,546,19,0,672,0,19,0,19,336,17,0,375,0,0,0,0,147,9,0,154,675,302,23,1005,3124,225,10,4362
SAL10028,0,16,0,16,96,28,0,143,0,11,0,11,100,8,0,124,0,0,0,6,61,0,0,72,0,0,0,0,9,0,0,9,100,52,0,149,398,792,0,1337
SAL10029,0,10,0,10,19,0,0,28,0,0,0,0,17,0,0,17,0,0,0,0,15,5,0,12,0,0,0,0,0,0,0,0,24,9,0,34,85,8,0,121
SAL10030,49,30,0,74,620,29,3,729,5,35,0,44,333,23,0,398,0,9,0,8,130,12,0,153,0,0,0,0,39,6,0,44,1284,140,6,1432,6562,433,16,8441
SAL10031,15,75,0,88,475,3,0,569,3,55,0,58,297,0,0,352,0,6,0,6,101,0,0,111,0,0,0,0,32,0,0,31,493,158,11,660,1879,32,0,2574
SAL10032,3,0,0,5,10,0,0,19,0,3,0,6,5,0,0,10,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,11,11,0,25,47,0,0,70
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4
SAL10034,0,3,0,3,9,0,0,15,0,5,0,5,10,0,0,13,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,9,0,22,55,0,0,73
SAL10035,0,0,0,4,10,3,0,15,0,0,0,0,22,0,0,26,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,14,0,0,18,64,4,0,95
SAL10036,70,51,0,119,677,12,0,810,3,106,0,110,493,24,0,629,0,29,0,29,411,37,0,479,0,7,0,6,171,96,0,274,1551,255,22,1817,3634,220,11,5689
SAL10037,0,0,0,0,9,0,0,12,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,15,42,0,0,64
SAL10038,52,20,0,74,544,24,3,647,13,38,0,51,387,21,5,467,3,4,0,10,208,10,0,222,0,0,0,0,78,5,0,79,846,118,3,968,3417,217,18,4612
SAL10039,3,0,0,3,10,0,0,9,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,14,27,0,0,40
SAL10040,0,4,0,6,20,6,0,34,0,5,0,5,20,3,0,29,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,22,11,0,32,78,16,0,128
SAL10041,5,0,0,4,17,0,0,24,0,0,0,0,24,0,0,28,0,5,0,5,9,0,0,13,0,0,0,0,4,0,0,4,36,8,0,38,91,19,0,145
SAL10042,0,0,0,0,13,0,0,16,0,0,0,0,18,0,0,18,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,40,0,0,45
SAL10043,4,0,0,8,4,5,0,17,0,0,0,0,8,5,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,4,3,0,8,33,8,0,49
SAL10044,7,0,0,3,23,0,0,31,0,5,0,5,14,0,0,20,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,27,5,0,36,102,0,0,136
SAL10045,3,13,0,21,82,3,0,101,0,10,0,10,41,0,0,56,0,0,0,0,25,0,0,26,0,0,0,0,6,0,0,6,67,28,3,103,250,14,0,363
SAL10046,46,93,6,144,639,12,0,790,14,120,0,137,693,25,0,852,5,28,0,36,581,45,0,658,0,4,0,3,307,39,0,348,830,360,53,1245,3457,244,0,4940
SAL10047,0,0,0,0,12,0,0,12,0,0,0,0,11,0,0,9,0,0,0,0,5,0,0,9,0,0,0,0,7,0,0,7,15,0,0,12,53,8,0,70
SAL10048,0,0,0,0,0,4,0,9,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,15,6,0,30
SAL10049,50,81,0,131,699,53,6,877,12,56,0,65,554,35,0,659,0,10,0,10,211,9,6,240,0,0,0,0,40,5,0,44,1163,264,28,1454,3652,416,6,5527
SAL10050,0,0,0,0,3,4,0,11,0,0,0,0,4,9,0,14,0,0,0,0,6,4,0,11,0,0,0,0,0,0,0,0,0,3,0,4,27,10,0,39
SAL10051,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL10052,0,4,0,4,10,0,0,15,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,4,0,9,27,0,0,34
SAL10053,4,0,0,3,6,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,13,3,0,18,24,4,0,44
SAL10054,0,0,0,0,3,0,0,11,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,32,0,0,38
SAL10055,0,0,0,0,9,0,0,12,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,19,23,3,0,49
SAL10056,5,0,0,6,27,4,0,28,0,4,0,4,30,0,0,33,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,21,9,0,30,100,3,0,137
SAL10057,0,0,0,0,5,0,0,6,0,0,0,0,7,0,0,7,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,30,4,0,41
SAL10058,0,3,0,3,16,0,0,18,0,0,0,0,21,6,0,25,0,0,0,0,10,3,0,17,0,0,0,0,3,0,0,3,9,5,0,13,63,15,0,95
SAL10059,0,3,0,3,33,0,0,32,0,15,0,15,43,0,0,58,0,0,0,0,9,0,0,10,0,0,0,0,8,0,0,8,28,20,0,47,123,0,0,175
SAL10060,4,3,0,6,48,5,0,59,0,3,0,3,32,0,0,45,0,0,0,0,13,9,0,20,0,0,0,0,3,0,0,3,51,13,0,60,227,36,0,327
SAL10061,22,90,0,111,499,28,0,639,0,61,0,61,616,31,0,710,0,11,0,11,452,40,0,504,0,0,0,0,66,13,4,84,517,226,31,771,2549,191,4,3518
SAL10062,83,46,0,125,842,67,0,1042,5,81,0,85,660,52,0,799,0,16,0,16,306,16,0,343,0,0,0,0,118,8,0,128,1708,204,19,1934,5437,441,15,7816
SAL10063,5,29,0,36,168,3,0,208,5,28,0,32,121,0,0,146,0,9,0,9,82,5,0,97,0,0,0,0,24,0,0,27,216,88,0,302,889,28,0,1221
SAL10064,10,51,0,73,235,17,0,318,6,20,0,29,163,7,0,198,0,4,0,4,86,4,0,93,0,0,0,0,19,0,0,23,735,124,22,880,1366,102,5,2354
SAL10065,0,0,0,0,8,0,0,10,0,0,0,0,7,0,0,6,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,6,0,0,13,22,3,0,37
SAL10066,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,25,0,0,30
SAL10067,0,0,0,0,7,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,11,0,0,12
SAL10068,0,4,0,4,12,3,0,19,0,6,0,6,16,4,0,23,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,12,11,3,26,56,12,0,92
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,0,14
SAL10070,0,13,0,14,101,9,0,125,0,13,0,13,99,6,0,117,0,3,0,3,30,0,0,38,0,0,0,0,16,4,0,17,43,39,3,85,335,27,0,449
SAL10071,6,8,0,7,35,0,0,49,0,3,0,3,25,0,0,33,0,0,0,0,15,0,0,18,0,0,0,0,4,0,0,4,22,16,0,39,129,10,0,183
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10073,18,11,0,30,176,3,0,208,0,26,0,31,132,9,0,170,0,4,0,4,100,4,0,114,0,0,0,0,21,0,0,27,249,71,6,323,839,49,6,1211
SAL10074,5,44,0,53,159,6,0,214,4,28,0,28,125,8,0,162,0,9,0,9,80,3,0,90,0,0,0,0,22,0,0,27,217,106,13,339,749,41,0,1132
SAL10075,0,0,0,0,10,5,0,20,0,0,0,0,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,28,16,0,52
SAL10076,0,0,0,0,19,0,0,27,0,5,0,5,36,0,0,38,0,0,0,0,12,0,0,12,0,0,0,0,7,0,0,7,22,8,3,36,122,4,0,163
SAL10077,0,6,0,10,77,3,0,89,0,6,0,6,75,4,0,79,0,0,0,0,44,4,0,48,0,0,0,0,11,5,0,16,41,24,6,69,290,27,0,389
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12
SAL10079,0,19,0,24,148,6,0,177,5,17,0,19,123,5,0,150,0,5,0,5,57,13,0,75,0,0,0,0,29,0,0,30,198,80,14,291,781,45,0,1117
SAL10080,0,3,0,4,32,8,0,40,0,0,0,0,29,5,0,35,0,0,0,0,16,4,0,17,0,0,0,0,0,0,0,0,23,11,0,31,114,22,0,169
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7
SAL10082,5,10,0,13,46,0,0,57,0,10,0,10,83,8,0,100,0,3,0,3,23,9,0,33,0,0,0,0,13,0,0,14,62,32,5,99,222,28,0,359
SAL10083,0,0,0,0,4,0,0,4,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,31
SAL10084,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,8,0,16
SAL10085,0,0,0,0,27,8,0,36,0,0,0,0,20,0,0,24,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,18,3,0,29,83,23,0,140
SAL10086,124,297,5,427,2129,178,5,2733,21,274,0,299,1734,129,7,2167,3,53,0,54,1296,158,0,1512,0,3,0,6,477,118,0,592,3221,1084,135,4438,12994,2154,41,19624
SAL10087,83,59,0,145,850,89,3,1087,6,61,3,72,631,62,9,777,6,17,0,22,411,76,3,508,0,0,0,3,166,67,0,238,1798,275,16,2087,7001,977,43,10111
SAL10088,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,22
SAL10089,0,6,0,14,92,10,0,111,0,11,0,11,177,18,0,201,0,0,0,0,131,12,0,140,0,0,0,0,24,5,0,31,25,27,0,55,611,47,26,736
SAL10090,8,11,0,17,72,0,0,83,0,14,0,16,87,0,0,106,0,0,0,0,20,5,0,31,0,0,0,0,8,0,0,13,92,44,0,140,345,10,7,504
SAL10091,75,37,0,114,712,15,3,847,14,74,3,93,558,25,8,687,3,12,0,14,315,12,3,341,0,0,0,0,142,8,0,150,2036,192,19,2242,4917,275,24,7458
SAL10092,0,0,0,0,7,0,0,7,0,5,0,5,3,0,0,11,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,7,0,12,25,3,0,38
SAL10093,0,3,0,3,12,3,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,15,29,5,0,48
SAL10094,31,22,3,59,418,15,0,494,0,36,0,34,317,12,0,363,0,17,0,17,196,5,0,211,3,0,0,3,67,0,0,66,628,93,9,729,1940,79,10,2751
SAL10095,0,9,0,8,47,4,0,61,0,0,0,0,74,5,0,81,0,0,0,0,38,0,0,42,0,0,0,0,4,0,0,4,29,13,0,46,204,24,0,273
SAL10096,0,12,0,12,55,4,0,77,0,4,0,3,46,4,0,52,0,0,0,0,8,0,0,8,0,0,0,0,5,0,0,3,38,18,0,59,174,30,0,254
SAL10097,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19
SAL10098,27,19,0,48,329,48,3,426,6,12,0,16,185,37,0,236,0,0,0,0,116,11,0,127,0,0,0,0,42,5,0,47,490,79,10,575,1854,316,4,2754
SAL10099,161,105,3,266,1985,108,16,2376,20,129,4,158,1577,89,16,1835,6,34,0,42,1134,59,0,1236,0,0,0,0,782,33,0,815,3111,469,21,3603,15685,945,66,20300
SAL10100,3,3,0,7,99,8,0,122,0,9,0,6,92,10,0,110,0,0,0,0,66,3,0,75,0,0,0,0,25,0,0,24,64,21,3,90,436,45,0,575
SAL10101,3,3,0,9,31,9,0,55,0,0,0,0,18,3,0,24,0,3,0,3,5,0,0,13,0,0,0,0,0,0,0,0,68,7,0,81,138,43,0,260
SAL10102,7,56,0,56,332,26,0,420,3,30,0,32,328,24,0,389,0,9,0,6,153,12,0,177,0,0,0,0,96,12,0,106,435,178,24,638,2032,286,7,2962
SAL10103,21,116,0,139,448,11,0,599,7,91,0,104,299,17,0,418,0,20,0,20,172,23,0,208,0,3,0,3,60,8,0,74,863,311,37,1205,2360,115,9,3684
SAL10104,38,41,0,77,457,12,3,548,3,72,0,76,358,6,9,447,0,8,0,8,190,9,0,209,0,0,0,0,63,4,0,66,1410,154,13,1583,3099,120,20,4819
SAL10105,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,14,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,13,0,0,15,43,3,0,56
SAL10106,9,12,0,15,53,4,0,72,0,16,0,16,64,3,0,79,0,0,0,0,24,3,0,25,0,0,0,0,4,0,0,5,95,38,4,138,273,30,0,438
SAL10107,223,172,14,403,2901,342,13,3660,46,133,3,179,1873,230,7,2292,13,21,0,37,1024,143,4,1214,0,4,0,4,407,113,0,531,5199,746,57,6003,23014,3413,128,32558
SAL10108,0,7,0,7,16,0,0,18,0,0,0,0,11,0,0,12,0,0,0,0,10,0,0,10,0,0,0,0,3,0,0,3,26,7,0,36,60,0,0,93
SAL10109,26,49,0,79,314,9,0,400,3,72,0,72,248,0,0,319,0,5,0,6,127,5,0,137,0,0,0,0,36,0,0,36,555,158,8,725,1398,36,3,2162
SAL10110,26,33,0,53,362,35,14,460,5,32,0,36,250,40,3,327,0,4,0,4,139,74,0,223,0,0,0,0,48,112,0,158,1409,154,10,1573,3015,525,19,5133
SAL10111,0,0,0,0,26,0,0,26,0,0,0,0,19,0,0,17,0,0,0,0,12,0,0,15,0,0,0,0,3,0,0,3,12,6,0,14,103,13,0,133
SAL10112,150,124,0,273,1269,30,0,1574,17,251,5,263,974,25,0,1268,0,45,0,45,558,34,0,640,0,0,0,0,227,64,3,297,1957,526,40,2518,5472,291,28,8309
SAL10113,0,0,0,0,7,0,0,6,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,10,3,0,15,22,3,0,35
SAL10114,0,0,0,3,35,4,0,42,0,7,0,7,23,0,0,32,0,0,0,5,14,3,0,18,0,0,0,0,0,0,0,0,20,11,0,33,141,11,0,186
SAL10115,46,74,0,121,516,16,0,648,4,92,0,96,436,11,3,540,0,15,0,15,236,14,0,266,0,0,0,0,43,4,0,53,936,228,16,1181,2446,123,10,3758
SAL10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10117,7,48,0,56,201,9,0,261,0,30,0,30,143,13,0,191,0,5,0,5,88,0,0,93,0,0,0,0,14,0,0,15,292,107,7,408,910,58,0,1375
SAL10118,3,4,0,6,24,0,0,28,0,3,0,3,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,8,32,93,3,0,132
SAL10119,10,10,5,14,47,0,0,66,0,6,0,6,30,0,0,37,0,0,0,0,11,0,0,18,0,0,0,0,6,0,0,9,74,30,8,109,208,14,0,331
SAL10120,0,7,0,6,30,0,0,42,0,0,0,0,19,0,0,23,0,0,0,0,12,0,0,11,0,0,0,0,4,0,0,4,27,12,3,42,125,4,0,170
SAL10121,0,0,0,3,27,0,0,31,0,3,0,3,16,5,0,22,0,0,0,0,8,3,0,11,0,0,0,0,3,0,0,3,24,3,0,27,81,29,0,134
SAL10122,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13
SAL10123,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL10124,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,18,4,0,36
SAL10125,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,0,0,13
SAL10126,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,21
SAL10127,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
SAL10128,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
SAL10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,17
SAL10130,5,5,0,9,17,3,0,28,0,11,0,11,7,0,0,11,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,18,16,0,31,50,3,0,86
SAL10131,0,0,0,7,10,0,0,16,0,4,0,3,20,0,0,25,0,4,0,4,5,0,0,8,0,0,0,0,4,0,0,4,24,8,0,36,90,7,0,130
SAL10132,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,12,4,0,18
SAL10133,0,0,0,0,9,0,0,15,0,3,0,3,22,6,0,29,0,0,0,0,10,0,0,14,0,0,0,0,6,0,0,6,21,7,0,30,88,22,0,134
SAL10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SAL10135,0,4,0,3,10,0,0,18,0,0,0,0,11,0,0,19,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,11,6,0,16,57,15,0,86
SAL10136,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,18,6,0,27
SAL10137,0,0,0,0,3,5,0,11,3,0,0,3,3,0,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,11,0,0,14,25,4,0,42
SAL10138,0,0,0,0,4,4,0,6,0,5,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,12,16,7,0,33
SAL10139,0,0,0,0,7,0,0,6,0,0,0,0,8,0,0,8,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,3,0,9,27,3,0,44
SAL10140,0,5,0,5,3,0,0,15,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,12,25,0,0,43
SAL10141,0,0,0,0,4,4,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,20
SAL10142,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12
SAL10143,0,0,0,0,19,0,0,19,0,0,0,0,12,0,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,4,8,40,4,0,60
SAL10144,3,8,0,13,52,0,0,61,0,6,0,8,49,0,0,61,0,3,0,3,27,0,0,36,0,0,0,0,10,0,0,11,99,36,8,139,293,12,0,443
SAL10145,9,3,0,13,17,0,0,36,0,0,0,0,15,0,0,15,0,0,0,0,10,0,0,10,0,0,0,0,5,0,0,5,14,3,0,23,80,10,0,108
SAL10146,5,21,0,24,102,6,0,132,0,11,0,15,100,0,0,115,0,3,0,3,90,5,0,93,0,0,0,0,18,0,0,18,149,51,6,204,593,29,0,826
SAL10147,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,5,0,19,14,0,0,35
SAL10148,3,12,0,13,43,0,0,52,5,0,0,0,36,0,0,35,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,63,18,0,81,170,0,0,249
SAL10149,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,19
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,10
SAL10151,0,0,0,0,8,0,0,8,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,36,3,0,49
SAL10152,0,0,0,0,15,0,0,12,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,19,37,3,0,53
SAL10153,0,0,0,0,3,5,0,8,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,13,14,16,0,37
