SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL60283,0,5,0,8,36,0,0,39,0,10,0,10,31,0,0,39,0,0,0,0,20,0,0,19,0,0,0,0,4,0,0,3,115,25,10,143,257,14,0,411
SAL60284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL60285,15,53,0,73,284,33,0,382,0,59,0,56,261,21,0,340,0,6,0,9,169,22,0,198,0,0,0,0,64,8,0,72,455,170,35,661,1557,184,0,2404
SAL60286,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,14
SAL60287,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,17
SAL60288,9,41,0,55,296,21,0,366,0,31,0,39,231,22,0,284,0,8,0,9,115,21,0,142,0,0,0,0,22,3,0,31,411,158,24,592,2023,415,70,3104
SAL60289,4,6,0,6,25,3,0,39,0,8,0,8,26,0,0,31,0,0,0,0,5,3,0,10,0,0,0,0,4,0,0,4,45,19,4,70,152,15,0,234
SAL60290,0,0,0,0,9,0,0,12,0,0,0,0,8,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,23,4,0,38
SAL60291,0,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,8,0,0,8,30,0,0,40
SAL60292,3,12,0,11,13,0,0,24,0,3,0,5,15,0,0,18,0,0,0,0,17,0,0,18,0,0,0,0,0,0,0,0,16,18,0,37,78,0,0,119
SAL60293,0,4,0,4,76,6,0,83,3,3,0,8,32,0,0,42,0,0,0,0,10,4,0,15,0,0,0,0,8,0,0,8,66,13,0,82,220,23,0,331
SAL60294,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,10
SAL60295,0,6,0,3,20,0,0,24,0,0,0,0,17,0,0,22,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,46,9,0,58,116,6,0,175
SAL60296,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,32
SAL60297,8,5,0,9,57,0,0,75,0,7,0,10,36,0,0,48,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,42,25,3,71,202,15,0,286
SAL60298,3,6,0,8,46,0,0,52,0,0,0,0,52,0,0,49,0,0,0,0,14,3,0,21,0,0,0,0,4,0,0,8,22,8,0,33,156,4,0,191
SAL60299,0,6,0,5,18,5,0,36,0,0,0,0,7,0,0,7,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,26,11,0,34,94,19,0,145
SAL60300,0,4,0,3,46,0,0,57,0,4,0,4,38,5,0,50,0,0,0,0,17,0,0,14,0,0,0,0,4,0,0,4,5,10,0,22,133,17,0,166
SAL60301,0,7,0,9,60,4,0,69,0,10,0,14,44,7,0,67,0,0,0,0,21,0,0,21,0,0,0,0,5,0,0,5,59,25,3,89,239,22,0,347
SAL60302,6,21,0,24,114,4,0,146,0,17,0,18,140,7,0,167,0,5,0,5,61,3,0,69,0,0,0,0,16,0,0,16,128,49,5,181,540,38,0,766
SAL60303,0,0,0,0,0,3,0,4,0,0,0,0,14,3,0,13,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,4,0,4,16,3,0,22
SAL60304,0,0,0,0,19,0,0,19,0,0,0,0,22,0,0,22,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,15,0,0,19,85,4,0,103
SAL60305,0,5,0,5,57,3,0,57,0,5,0,4,33,0,0,39,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,21,11,0,37,155,11,0,202
SAL60306,21,58,0,76,357,15,0,450,0,48,0,50,300,15,0,369,0,19,0,23,252,15,0,289,0,0,0,3,169,11,3,182,707,233,42,978,2399,125,5,3506
SAL60307,53,203,0,256,889,28,3,1179,11,214,0,227,885,32,0,1148,0,57,0,56,646,41,0,741,0,0,0,0,259,27,0,285,2082,757,107,2943,6686,301,9,9937
SAL60308,15,51,0,68,195,11,0,270,4,94,0,102,222,8,0,332,0,25,0,25,171,8,0,201,0,0,0,0,55,0,0,53,317,206,16,541,1302,52,0,1895
SAL60309,4,6,0,4,28,7,0,34,0,0,0,0,29,6,0,27,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,8,17,4,0,18,93,12,0,124
SAL60310,3,31,0,38,128,9,0,170,0,9,0,9,77,10,0,97,0,4,0,4,25,7,0,33,0,0,0,0,8,3,0,11,145,63,9,220,477,67,0,760
SAL60311,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,11,5,0,22,29,0,0,45
SAL60312,0,3,0,3,27,0,0,29,0,6,0,6,47,3,0,49,0,0,0,0,20,3,0,24,0,0,0,0,3,0,0,3,18,9,3,26,113,14,0,154
SAL60313,0,0,0,0,20,3,0,20,0,0,0,0,9,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,7,5,0,7,38,10,0,55
SAL60314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60316,0,0,0,0,12,0,0,14,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,40,0,0,49
SAL60317,0,3,0,3,21,0,0,24,0,5,0,5,5,0,0,7,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,11,5,0,18,53,8,0,81
SAL60318,0,5,0,5,54,0,0,68,0,7,0,7,54,4,0,59,0,0,0,0,33,0,0,37,0,0,0,0,12,0,0,12,39,17,4,65,210,17,0,292
SAL60319,3,3,0,5,19,0,0,28,0,7,0,7,17,0,0,21,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,17,10,0,24,92,0,0,119
SAL60320,22,81,4,102,478,20,0,607,9,65,0,71,546,45,0,662,0,13,0,12,336,35,0,384,0,0,0,0,143,19,0,160,723,279,51,1049,2823,238,4,4117
SAL60321,13,81,0,93,292,4,0,391,0,67,0,65,205,5,0,274,0,12,0,12,136,0,0,150,0,0,0,0,52,4,0,51,477,218,25,719,1266,48,0,2036
SAL60322,26,47,0,69,438,101,0,607,3,70,0,74,334,65,0,473,0,14,0,20,185,46,0,252,0,0,0,0,61,20,0,77,377,208,12,597,2477,523,12,3611
SAL60323,0,7,0,9,25,0,0,34,0,6,0,6,22,0,0,23,0,0,0,0,15,3,0,20,0,0,0,0,5,0,0,5,24,21,0,50,137,3,0,188
SAL60324,0,6,0,3,31,3,0,37,0,0,0,0,14,6,0,20,0,0,0,0,11,0,0,11,0,0,0,0,6,0,0,3,27,14,4,48,110,18,0,170
SAL60325,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,19
SAL60326,0,0,0,0,9,3,0,17,0,0,0,0,9,0,0,9,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,10,4,0,17,46,9,0,66
SAL60327,23,84,0,109,431,12,0,549,5,64,0,68,403,11,0,493,0,15,0,20,285,31,0,332,0,0,0,0,87,48,0,136,812,253,26,1087,2458,164,0,3719
SAL60328,0,3,0,5,23,0,0,31,6,4,0,10,18,0,0,25,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,48,14,0,57,92,5,0,158
SAL60329,0,17,0,18,83,3,0,103,0,7,0,7,56,8,0,64,0,0,0,0,26,0,0,33,0,0,0,0,4,0,0,4,75,32,5,114,253,19,0,387
SAL60330,0,5,0,5,3,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,12,11,0,0,20
SAL60331,32,104,0,134,610,12,4,757,8,142,0,146,456,22,0,628,0,20,0,20,274,7,3,305,0,4,0,4,108,11,0,121,1168,401,64,1630,3567,145,10,5354
SAL60332,0,9,0,12,41,0,0,50,0,11,0,12,23,0,0,43,0,0,0,0,16,0,0,16,0,0,0,0,5,0,0,5,72,28,6,107,206,0,0,312
SAL60333,0,0,0,0,17,0,0,14,0,3,0,3,10,0,0,13,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,19,10,0,30,73,6,0,101
SAL60334,4,20,0,22,89,0,0,116,0,24,0,24,81,6,0,107,0,0,0,0,39,3,0,44,0,0,0,0,10,0,0,11,131,64,4,192,420,37,0,651
SAL60335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60336,3,0,0,4,9,0,0,11,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,19,3,0,27
SAL60337,0,0,0,0,11,0,0,13,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,0,0,5,43,5,0,53
SAL60338,0,0,0,0,27,0,0,27,0,0,0,0,28,0,0,27,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,18,8,0,24,96,11,0,143
SAL60339,0,0,0,0,5,0,0,5,0,6,0,6,6,0,0,16,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,15,8,0,26,40,9,0,70
SAL60340,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,15,4,0,21
SAL60341,6,14,0,16,71,7,0,91,0,14,0,14,65,11,0,81,0,0,0,0,32,3,0,39,0,0,0,0,12,8,0,11,92,33,0,124,333,56,0,512
SAL60342,38,119,6,161,553,15,0,732,4,219,0,227,553,33,4,813,3,43,0,45,512,37,0,593,0,3,0,3,472,55,0,528,886,504,38,1422,3899,214,7,5542
SAL60343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL60345,6,0,0,6,23,0,0,25,0,6,0,6,25,0,0,32,0,0,0,0,11,5,0,19,0,0,0,0,0,0,0,0,18,6,0,27,91,5,0,121
SAL60346,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19
SAL60347,0,5,0,5,25,0,0,28,0,4,0,4,18,0,0,23,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,5,17,8,0,25,88,6,0,120
SAL60348,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13
SAL60349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60350,13,76,0,92,455,31,0,578,3,86,0,85,501,25,0,605,0,10,0,14,316,23,0,353,0,0,0,0,118,18,0,136,559,252,24,833,2459,201,51,3536
SAL60351,0,5,0,7,22,0,0,32,0,5,0,5,19,0,0,28,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,33,18,0,54,141,6,0,199
SAL60352,0,0,0,7,21,5,0,29,0,4,0,4,7,7,0,12,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,4,13,6,0,21,66,12,0,96
SAL60353,0,3,0,3,3,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,14
SAL60354,0,0,0,0,13,4,0,24,0,0,0,0,15,0,0,16,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,22,3,0,28,61,15,0,104
SAL60355,0,0,0,8,9,0,0,19,0,3,0,3,4,5,0,10,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,14,5,3,19,28,11,0,60
SAL60356,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15
SAL60357,0,9,0,11,109,5,0,125,0,15,0,15,105,4,0,129,0,0,0,0,76,3,0,85,0,0,0,0,42,3,0,38,50,33,6,90,456,41,4,586
SAL60358,0,0,0,3,51,5,0,66,0,8,0,8,15,3,0,22,0,0,0,0,14,4,0,15,0,0,0,0,3,0,0,3,35,19,3,57,146,22,0,220
SAL60359,0,0,0,0,3,0,0,3,0,0,0,0,6,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,31,8,0,38
SAL60360,4,0,0,7,34,7,0,44,0,0,0,0,13,5,0,20,0,0,0,0,14,4,0,16,0,0,0,0,0,0,0,0,32,6,0,42,153,32,0,232
SAL60361,0,4,0,4,0,0,0,9,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,10,16,0,0,24
SAL60362,4,14,0,15,53,0,0,62,0,14,0,14,33,3,0,54,0,0,0,0,22,3,0,29,0,0,0,0,4,0,0,4,83,38,10,127,224,12,0,364
SAL60363,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,25
SAL60364,0,0,0,6,19,0,0,18,0,0,0,0,12,0,0,12,0,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,17,0,0,19,62,3,0,79
SAL60365,0,3,0,7,15,0,0,22,0,0,0,3,14,0,0,17,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,23,5,0,31,68,7,0,108
SAL60366,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,18
SAL60367,7,3,0,7,40,0,0,55,0,9,0,9,43,0,0,53,0,0,0,0,14,0,0,14,0,0,0,0,3,0,0,3,57,27,3,85,244,14,0,343
SAL60368,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14
SAL60369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60370,0,0,0,0,34,0,0,40,0,6,0,6,26,0,0,35,0,0,0,0,7,0,0,7,0,0,0,0,5,0,0,3,8,11,0,18,101,9,0,130
SAL60371,0,0,0,0,19,4,0,24,0,0,0,0,18,6,0,25,0,0,0,0,11,0,0,9,0,0,0,0,3,0,0,3,7,6,0,16,95,12,0,119
SAL60372,0,0,0,0,11,0,0,11,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,30,3,0,33
SAL60373,13,36,0,53,203,10,0,267,7,28,0,36,177,15,0,228,0,9,0,9,117,11,0,135,0,0,0,0,34,4,0,34,365,153,15,538,1510,118,5,2168
SAL60374,3,9,0,12,52,12,0,74,0,10,0,7,55,3,0,67,0,0,0,0,13,3,0,16,0,0,0,0,3,0,0,12,35,19,3,54,183,34,0,275
SAL60375,0,3,0,3,13,0,0,18,0,0,0,0,12,0,0,12,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,19,0,0,20,57,8,0,82
SAL60376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60377,0,4,0,4,4,0,0,7,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,32,3,0,47
SAL60378,0,23,0,29,89,0,0,122,0,6,0,10,53,3,0,68,0,0,0,0,40,3,0,48,0,0,0,0,3,0,0,5,121,55,8,181,408,30,0,619
SAL60379,0,3,0,3,11,0,0,14,0,0,0,0,12,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,12,4,0,19,46,0,0,65
SAL60380,0,12,0,22,48,3,0,64,0,10,0,10,36,0,0,48,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,72,34,0,107,228,3,0,345
SAL60381,0,0,0,0,3,0,0,5,0,3,0,3,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,26,9,0,35
SAL60382,23,88,0,106,368,13,0,484,5,90,0,92,288,6,0,386,0,16,0,18,186,11,0,217,0,0,0,0,40,8,0,50,842,270,56,1170,1937,92,3,3204
SAL60383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60384,0,3,0,3,8,0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,4,5,0,6,0,0,0,0,0,0,0,0,10,3,0,9,37,5,0,51
SAL60385,3,6,0,7,29,0,0,34,0,0,0,0,22,3,0,24,0,0,0,0,3,0,0,9,0,0,0,0,4,0,0,4,16,8,6,29,84,6,0,117
SAL60386,0,0,0,0,32,0,0,33,0,0,0,0,18,0,0,21,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,16,4,0,22,88,4,0,119
SAL60387,0,0,0,3,7,0,0,9,0,0,0,0,7,0,0,12,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,17,3,0,18,34,7,0,62
SAL60388,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,0,16
SAL60389,0,3,0,3,24,10,0,30,0,0,0,0,27,0,0,27,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,19,0,0,27,119,18,0,164
SAL60390,0,14,0,19,120,17,0,150,0,6,0,7,93,7,0,103,0,0,0,0,74,8,0,84,0,0,0,0,13,0,0,13,224,48,10,283,790,113,5,1189
SAL60391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,6
SAL60392,0,7,0,7,50,8,0,65,0,0,0,0,45,3,0,49,0,0,0,0,22,0,0,21,0,0,0,0,7,5,0,11,27,17,0,45,218,29,0,294
SAL60393,0,0,0,0,6,0,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,27,30,8,0,68
SAL60394,0,0,0,0,7,0,0,9,0,4,0,4,11,0,0,14,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,14,8,0,17,61,0,0,78
SAL60395,0,4,0,3,8,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,19,0,0,22,24,4,0,49
SAL60396,0,0,0,0,17,0,0,14,0,0,0,0,14,0,0,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,11,0,0,11,49,11,0,69
SAL60397,0,6,0,5,21,0,0,28,0,0,0,0,13,3,0,17,0,0,0,0,11,4,0,9,0,0,0,0,4,0,0,4,14,9,0,30,84,10,0,120
SAL60398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
SAL60399,0,0,0,0,7,0,0,4,0,9,0,9,10,0,0,14,0,0,0,0,9,3,0,10,0,0,0,0,0,0,0,0,12,9,0,15,30,7,0,57
SAL60400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60401,9,32,0,38,178,5,0,221,3,29,0,33,164,5,0,202,0,4,0,4,119,11,0,130,0,0,0,0,26,0,0,23,285,106,16,410,981,45,0,1438
SAL60402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,4
SAL60403,3,6,0,12,40,8,0,50,0,3,0,3,38,6,0,49,0,0,0,0,12,6,0,21,0,0,0,0,3,0,0,4,29,21,9,53,145,27,0,230
SAL60404,17,61,0,80,305,13,0,393,0,58,0,58,302,20,0,378,0,10,0,10,149,11,0,174,0,0,0,0,56,5,0,59,578,192,43,815,1782,109,3,2709
SAL60405,0,0,0,0,33,3,0,37,0,0,0,0,31,0,0,33,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,113,4,0,121
SAL60406,0,4,0,8,10,0,0,15,0,5,0,5,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,14,43,7,0,67
SAL60407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60408,0,0,0,0,3,0,0,11,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,7,34,7,0,50
SAL60409,3,13,0,13,79,3,0,96,0,10,0,7,78,6,0,91,0,0,0,0,18,0,0,24,0,0,0,0,11,0,0,11,58,26,0,87,338,21,4,449
SAL60410,3,22,0,26,81,7,0,106,0,10,0,9,53,3,0,63,0,0,0,0,18,0,0,19,0,0,0,0,3,0,0,7,106,41,3,149,371,32,0,554
SAL60411,0,0,0,4,15,3,0,17,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,21,4,0,23,41,13,0,74
SAL60412,0,0,0,0,8,0,0,12,0,0,0,0,6,0,0,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,13,4,0,11,46,6,0,67
SAL60413,7,15,0,25,79,4,0,101,0,20,0,17,45,0,0,64,0,4,0,5,33,0,0,46,0,0,0,0,21,3,0,27,101,64,4,172,409,21,0,597
SAL60414,0,0,0,0,6,0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,32,0,0,43
SAL60415,3,21,0,21,141,8,0,174,0,11,0,13,112,3,0,131,0,0,0,0,55,5,0,63,0,0,0,0,32,4,0,32,203,62,11,277,653,44,0,987
SAL60416,3,43,0,53,226,9,0,291,0,31,0,35,199,0,0,236,0,16,0,16,130,10,0,155,0,0,0,0,63,9,0,69,330,148,7,492,1372,83,0,1948
SAL60417,0,0,0,5,4,0,0,7,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,4,0,33
SAL60418,0,3,0,3,9,0,0,9,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,10,3,0,15,39,7,0,54
SAL60419,23,83,0,104,512,20,0,637,9,64,0,69,380,26,0,477,0,13,0,16,207,12,0,243,0,0,0,0,82,3,0,89,886,290,37,1209,3460,196,4,4877
SAL60420,6,13,0,15,39,3,0,60,0,0,0,0,29,4,0,34,0,0,0,0,15,3,0,17,0,0,0,0,3,0,0,3,74,20,3,93,176,25,0,297
SAL60421,0,0,0,0,5,0,0,5,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13
SAL60422,0,3,0,3,27,0,0,27,0,0,0,0,12,0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,14,11,0,31,89,0,0,116
SAL60423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL60424,0,5,0,5,35,9,0,50,0,4,0,3,32,0,0,37,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,4,23,19,0,42,137,16,0,199
SAL60425,7,39,0,48,200,3,0,253,0,36,0,35,170,3,4,217,0,15,0,15,123,10,0,151,0,0,0,0,51,5,0,56,392,165,17,576,1413,75,6,2058
SAL60426,0,10,0,11,32,0,0,40,0,6,0,6,26,0,0,27,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,31,20,0,53,128,18,0,200
SAL60427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,13
SAL60428,0,6,0,8,42,6,0,59,0,13,0,13,53,0,0,66,0,0,0,0,14,3,0,16,0,0,0,0,11,0,0,11,49,28,5,87,180,16,0,288
SAL60429,0,0,0,0,8,4,0,7,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,13,0,0,16,32,7,0,62
SAL60430,22,31,0,50,238,13,0,308,3,81,0,81,226,9,0,314,0,18,0,18,106,6,0,130,0,0,0,0,37,0,0,40,441,191,21,646,1466,77,4,2202
SAL60431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60432,5,8,0,6,33,0,0,48,0,12,0,12,39,0,0,53,0,0,0,0,15,0,0,16,0,0,0,0,4,0,0,4,52,26,0,76,171,3,0,247
SAL60433,0,3,0,3,16,0,0,19,0,0,0,0,9,0,0,9,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,5,3,0,10,54,3,0,72
SAL60434,25,25,0,46,276,9,0,331,9,74,0,74,195,3,0,277,0,13,0,16,98,5,0,113,0,0,0,0,39,3,0,43,388,154,17,556,1459,63,0,2080
SAL60435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60436,0,8,0,14,87,0,0,96,0,6,0,6,49,6,0,58,0,0,0,0,22,5,0,27,0,0,0,0,5,0,0,5,97,28,7,132,319,24,0,473
