SAL_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
SAL60371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,0,13,6,3,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,6,10,0,3,5,14,0,56
SAL60372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,13
SAL60373,0,0,0,6,4,14,0,10,0,38,5,11,19,37,11,19,10,12,8,120,40,81,50,80,55,29,37,52,7,428,29,70,32,49,33,11,16,18,13,275,33,47,26,26,32,17,12,23,7,226,18,32,21,24,24,9,6,19,3,163,4,6,6,8,11,7,0,15,0,50,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,129,248,153,227,172,102,87,152,33,1303
SAL60374,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,9,3,3,4,4,0,0,0,0,0,19,4,4,3,0,6,0,0,0,0,23,6,9,5,0,3,0,0,4,0,25,10,12,3,3,0,5,6,5,0,37,7,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,21,13,14,8,6,10,0,121
SAL60375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,4,17,4,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,6,0,0,14,4,0,0,0,3,0,0,3,0,14,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,4,0,6,0,5,9,4,59
SAL60376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,3,6,0,4,0,29
SAL60378,0,0,7,3,3,0,3,7,0,29,0,5,12,0,4,8,5,5,0,39,9,6,15,6,3,0,3,12,4,51,6,3,18,13,11,7,7,10,5,81,7,5,16,13,20,3,11,12,0,86,5,9,13,11,10,4,16,10,0,81,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,74,56,57,25,46,59,12,368
SAL60379,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,4,0,5,0,14,3,4,0,0,0,0,0,0,0,8,3,0,0,0,0,3,6,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,9,4,4,0,42
SAL60380,0,0,5,0,0,10,0,0,0,11,0,0,6,4,0,5,0,0,0,20,4,6,15,7,4,0,0,5,0,40,6,6,13,3,3,3,7,8,4,47,9,5,13,4,13,3,7,4,0,56,6,8,5,0,7,3,11,5,6,43,0,0,3,5,0,0,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,50,21,39,20,24,23,11,224
SAL60381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL60382,3,0,24,27,4,45,4,24,3,129,7,21,45,23,13,28,4,18,3,156,33,85,92,65,40,22,17,29,12,406,95,158,76,52,60,25,22,25,11,511,76,124,50,43,74,33,12,30,7,446,49,84,49,32,48,18,23,24,3,335,15,17,18,8,14,7,3,4,7,91,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,277,491,346,246,255,180,88,152,43,2079
SAL60383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,0,5,0,0,4,0,21
SAL60385,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,16,7,6,0,0,0,0,0,0,0,11,12,5,0,0,6,0,0,3,0,24,3,7,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,8,3,9,0,3,11,0,82
SAL60386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,9,0,9,4,0,32
SAL60387,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,6,7,5,42
SAL60388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,3,0,14
SAL60389,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,3,0,0,0,0,0,10,0,16,0,0,3,5,0,0,0,8,0,12,0,4,0,3,0,0,5,0,0,13,5,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,11,4,0,3,22,4,66
SAL60390,0,0,3,8,0,10,3,7,4,29,0,4,7,17,3,12,0,14,5,56,3,9,17,26,13,16,15,29,3,131,4,13,16,13,6,19,18,26,3,115,0,8,6,24,16,9,13,23,0,100,0,6,11,14,11,3,8,21,0,61,0,0,3,6,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,59,101,42,59,65,119,14,508
SAL60391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
SAL60392,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,9,4,0,0,0,0,0,5,13,0,25,10,0,0,7,0,0,0,4,0,19,9,5,8,4,3,4,3,4,4,33,9,8,0,4,4,0,4,3,0,29,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,16,15,11,5,17,25,9,138
SAL60393,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,12,3,0,0,0,0,0,0,9,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,6,0,0,0,12,0,35
SAL60394,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,4,6,0,25,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,11,3,5,4,4,8,0,52
SAL60395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,0,0,0,0,4,0,24
SAL60396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,4,0,7,7,0,0,0,0,0,0,3,0,15,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,5,4,0,0,4,4,0,44
SAL60397,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,15,7,0,0,4,0,0,5,0,0,17,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,7,7,0,11,14,0,60
SAL60398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SAL60399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,6,0,3,0,3,10,0,27
SAL60400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60401,0,0,6,4,0,26,0,8,0,47,0,9,13,14,10,8,3,11,0,68,10,34,37,41,17,16,23,32,0,211,18,23,24,35,18,13,13,9,3,157,16,20,33,26,22,19,17,19,0,168,9,18,28,12,24,12,11,26,4,145,0,0,5,4,3,0,6,6,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,58,116,142,131,98,90,68,113,14,829
SAL60402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,0,5,4,6,0,0,0,0,26,6,9,0,6,3,0,3,0,0,28,8,3,4,3,5,0,0,5,0,29,0,3,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,22,19,12,12,5,0,8,3,106
SAL60404,3,0,6,10,3,24,9,13,0,66,4,19,35,27,14,31,8,13,4,152,48,101,78,63,70,25,14,34,7,448,59,73,46,59,57,23,20,33,8,364,32,43,31,39,61,18,25,33,11,288,30,28,33,34,61,21,25,20,8,265,4,4,9,7,13,3,5,7,3,56,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,178,265,239,238,281,152,92,165,32,1644
SAL60405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,0,10,4,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,4,0,0,7,0,0,3,6,0,0,0,6,0,12,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,8,6,0,5,6,0,48
SAL60406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,4,0,0,0,0,29
SAL60407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,4,0,0,0,0,23
SAL60409,0,0,0,0,0,0,0,6,0,5,0,0,0,4,0,0,5,0,0,10,6,5,8,7,0,3,6,9,0,43,5,4,0,3,0,0,4,9,0,28,7,3,10,5,5,0,11,11,0,64,13,4,0,7,3,0,5,12,0,40,3,0,0,0,0,0,0,3,0,20,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,28,23,27,14,10,29,43,0,217
SAL60410,0,0,3,0,0,5,0,4,0,17,0,0,8,3,0,9,0,3,0,32,0,3,14,3,8,6,0,0,0,41,6,12,12,5,13,6,7,12,5,73,7,16,17,17,16,5,4,0,5,93,5,13,11,6,9,9,9,9,0,72,5,0,5,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,55,69,42,49,36,23,33,8,343
SAL60411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,8,0,6,0,0,13,0,47
SAL60412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,5,0,16,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,3,0,9,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,5,19,0,47
SAL60413,0,0,0,4,4,8,0,4,0,25,0,3,7,4,9,6,0,0,0,28,4,25,15,6,11,12,5,15,3,90,17,26,8,8,7,4,0,3,0,66,12,23,5,5,11,11,3,9,0,71,5,16,10,12,7,6,3,4,0,65,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,101,43,45,44,39,7,32,3,359
SAL60414,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,6,0,3,3,0,26
SAL60415,0,0,4,3,0,12,0,6,0,32,3,9,8,11,4,5,4,3,3,43,17,27,24,10,13,15,8,10,0,130,6,16,9,10,8,9,11,9,0,90,9,14,6,18,12,10,4,10,0,84,12,10,9,13,15,6,17,16,0,90,4,4,0,4,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,73,60,76,57,57,43,62,10,488
SAL60416,0,0,8,9,5,17,4,6,0,40,3,13,15,18,9,23,5,11,0,88,17,64,52,64,37,39,20,41,11,342,27,44,38,37,23,20,17,16,5,232,22,24,30,30,46,13,10,18,6,198,14,20,26,23,42,18,18,15,3,175,0,5,4,8,11,0,3,6,0,48,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,4,4,86,168,173,184,169,127,74,112,36,1128
SAL60417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,15
SAL60418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,3,3,0,23
SAL60419,0,4,12,17,3,43,0,26,0,107,6,26,45,48,28,51,8,31,4,256,86,240,127,202,83,108,61,135,16,1068,76,167,89,93,65,33,41,51,12,629,47,127,72,66,73,22,19,39,8,466,40,75,55,57,64,18,28,49,6,380,4,16,15,7,12,3,8,6,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,263,659,413,491,335,279,166,336,51,2990
SAL60420,0,0,4,4,0,0,5,0,0,12,3,4,3,0,0,4,0,3,0,20,0,5,6,3,3,4,3,4,0,40,6,6,6,3,0,0,4,3,0,24,4,7,5,9,7,0,0,3,0,49,4,5,4,3,6,0,8,6,0,41,0,4,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,28,22,21,13,25,30,3,195
SAL60421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SAL60422,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,0,0,15,0,0,0,3,3,0,0,0,3,12,4,4,3,0,0,0,3,0,0,10,4,6,7,4,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,19,9,7,3,11,5,3,69
SAL60423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60424,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,6,0,9,3,3,0,0,3,0,3,3,0,21,5,3,0,7,0,3,0,0,0,20,4,8,7,6,3,3,0,0,0,27,9,0,5,0,0,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,16,11,10,13,12,17,0,122
SAL60425,0,0,14,9,3,19,0,7,0,54,7,5,15,24,13,11,0,7,0,93,34,76,81,73,35,30,18,37,4,399,39,57,40,32,33,13,13,15,5,245,17,38,25,31,30,15,19,27,4,212,13,17,22,17,25,15,17,31,4,153,0,6,0,0,9,0,0,6,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,101,193,207,191,151,104,70,137,20,1175
SAL60426,5,0,0,0,0,0,0,3,0,9,0,0,3,0,0,3,0,3,0,8,0,0,11,3,4,4,0,0,0,22,0,3,3,0,0,4,8,0,0,20,3,0,10,0,8,0,4,6,0,29,5,3,4,5,0,5,10,6,0,33,3,0,0,0,6,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,34,7,16,12,18,16,0,129
SAL60427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
SAL60428,0,0,0,5,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,3,3,0,4,7,9,0,0,0,0,23,8,6,0,4,5,0,0,6,0,31,6,3,5,0,4,6,0,4,0,29,8,12,6,0,0,0,5,3,0,38,5,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,16,18,18,10,10,21,0,154
SAL60429,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,6,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,5,0,0,28
SAL60430,0,0,8,12,6,21,0,17,0,66,4,19,11,30,8,28,0,8,0,121,21,88,32,34,21,21,9,19,4,248,37,133,30,28,28,11,6,20,0,289,64,139,10,29,31,9,4,5,0,297,27,81,18,20,21,6,4,7,0,185,18,39,3,9,6,0,0,3,0,81,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,175,502,106,170,122,95,27,79,12,1291
