SAL_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
SAL10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,7,16
SAL10002,0,4,8,9,17,49,9,28,0,126,14,56,34,36,40,28,10,12,0,233,43,137,50,23,55,17,14,16,8,368,55,75,33,5,46,21,20,9,5,282,90,93,44,32,98,32,28,22,11,443,81,79,64,32,101,47,32,33,4,470,18,21,13,11,16,6,16,13,0,108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,308,461,256,155,377,202,120,130,31,2039
SAL10003,3,9,5,17,12,24,0,13,3,79,12,47,17,25,26,25,0,5,0,154,63,200,55,23,56,44,4,11,8,463,178,242,35,25,69,31,9,12,17,612,171,200,39,30,98,37,9,20,11,622,119,162,26,19,92,32,10,18,4,488,42,89,19,6,41,11,4,10,4,237,0,4,0,0,3,3,0,3,4,30,0,0,0,0,0,0,0,0,0,0,597,957,191,147,406,214,46,85,46,2687
SAL10004,0,3,9,6,4,16,4,14,0,54,0,7,6,4,6,7,0,4,0,33,13,26,20,10,11,7,4,8,0,92,25,43,14,12,24,9,8,0,0,132,33,41,13,13,25,8,8,8,0,150,22,18,14,12,26,10,10,12,0,114,5,5,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,136,83,58,89,56,33,48,0,600
SAL10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9
SAL10006,0,0,10,16,0,24,3,19,0,77,4,0,28,22,7,14,3,17,3,103,13,20,63,40,27,29,26,39,4,265,10,16,33,51,16,16,27,30,5,203,25,29,22,41,13,17,51,32,7,230,8,15,25,26,19,11,31,19,0,161,0,3,6,8,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,84,187,206,84,120,138,159,20,1065
SAL10007,0,3,20,12,0,18,0,17,0,68,4,0,36,13,5,5,8,18,0,91,18,22,58,15,19,10,28,23,7,191,10,19,41,22,14,9,46,19,0,176,16,6,24,21,18,6,54,29,6,191,16,14,27,20,16,11,32,39,0,175,9,4,3,5,4,0,7,4,0,37,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,71,76,208,105,84,59,177,139,21,944
SAL10008,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,0,0,0,0,0,5,0,0,10,7,0,0,0,4,0,0,0,0,11,8,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,39,7,4,6,3,4,3,9,0,67
SAL10009,7,5,23,31,12,91,12,55,3,246,15,38,66,73,33,46,18,31,3,332,60,129,175,128,100,62,106,66,3,838,96,151,135,118,113,40,98,68,14,823,83,95,87,78,98,49,88,49,15,634,49,65,58,56,52,20,58,39,10,397,4,11,3,8,11,5,6,7,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,315,490,550,494,421,321,387,312,48,3337
SAL10010,0,0,13,12,0,17,8,11,0,67,7,6,23,13,4,16,12,15,6,104,20,23,59,40,33,13,33,38,3,263,16,29,49,27,37,18,38,23,0,234,25,18,41,22,25,17,34,35,0,218,15,17,20,27,26,7,41,34,0,182,4,5,4,0,0,0,7,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,83,98,207,144,123,89,174,161,11,1098
SAL10011,0,0,3,3,0,0,0,3,0,11,0,0,5,0,0,5,5,0,0,15,3,4,3,7,3,5,8,0,4,37,0,3,3,7,3,0,3,5,0,28,7,3,9,7,4,4,8,4,0,46,3,0,3,0,0,0,9,0,0,19,0,4,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,31,19,17,18,25,21,6,169
SAL10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,3,0,19
SAL10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,11
SAL10014,3,4,11,17,9,39,0,19,0,101,6,25,10,20,29,28,14,10,0,152,49,126,44,37,70,19,19,18,10,390,83,206,39,53,100,24,31,19,7,563,82,130,39,31,83,29,18,19,14,445,45,53,42,24,46,13,33,17,4,279,9,12,4,4,7,0,3,8,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,271,557,192,189,344,170,124,114,31,1980
SAL10015,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,5,0,20,3,15,3,3,0,0,5,3,0,34,3,4,17,3,0,0,3,4,3,40,13,3,10,3,5,0,0,7,0,46,11,3,7,3,3,0,9,13,0,48,0,0,0,0,0,0,0,8,0,12,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,45,30,42,13,15,0,19,34,3,206
SAL10016,5,8,18,45,12,73,10,39,0,211,14,77,63,119,55,60,19,37,3,446,76,355,137,103,85,54,24,40,11,885,115,294,83,39,87,31,27,26,4,709,99,200,71,53,111,30,29,41,3,640,69,115,60,46,80,34,22,50,0,473,16,20,10,12,15,5,3,9,0,88,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,396,1064,437,423,450,287,137,242,23,3462
SAL10017,0,0,25,38,7,75,3,51,0,197,8,24,45,52,22,33,15,24,5,225,68,203,72,62,49,30,16,15,11,526,140,323,70,56,82,30,20,18,11,757,120,232,74,69,103,29,26,27,8,680,49,100,44,27,70,23,30,22,0,358,8,41,7,10,11,6,6,3,3,96,5,5,0,0,6,0,0,5,0,15,5,4,0,0,0,0,0,0,0,5,397,926,344,303,352,220,106,164,44,2860
SAL10018,0,0,11,6,0,7,0,0,0,27,0,4,4,4,0,7,3,4,0,23,10,9,15,9,4,3,5,13,0,65,3,9,3,10,11,11,8,13,4,74,12,3,9,11,11,3,14,9,3,89,17,10,10,11,15,0,17,14,0,99,5,0,3,0,0,0,3,3,0,23,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,51,49,57,46,44,32,62,61,10,411
SAL10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,4,0,12,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,9,0,3,10,0,41
SAL10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,11
SAL10021,0,0,11,4,5,13,0,0,0,40,3,4,21,4,4,0,0,3,0,46,5,18,18,12,15,3,10,12,3,89,14,15,12,12,17,3,7,4,0,83,37,21,19,8,19,4,13,3,0,130,13,10,16,10,14,9,8,4,3,82,5,0,0,0,5,0,6,0,0,23,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,88,75,98,44,70,39,42,38,9,501
SAL10022,0,0,8,5,0,16,5,15,6,56,4,3,14,10,12,5,12,10,5,75,19,39,22,31,27,15,22,31,0,211,19,13,23,40,18,16,25,24,0,180,6,9,6,27,9,10,23,22,8,116,3,4,8,13,7,6,14,17,3,63,0,0,6,0,0,0,6,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,81,88,121,68,62,101,135,19,722
SAL10023,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,13,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,5,0,3,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,5,3,0,6,0,8,0,48
SAL10024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,25,4,8,6,0,0,0,0,0,42
SAL10025,13,13,97,68,20,162,27,128,3,520,38,69,181,142,59,82,34,74,11,695,122,321,301,201,174,120,128,125,31,1524,160,253,231,185,231,98,138,112,26,1433,168,227,197,221,251,116,169,120,20,1496,91,137,155,142,171,74,142,121,13,1055,17,32,29,24,30,11,26,14,0,175,3,3,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,606,1048,1187,989,934,672,668,696,102,6900
SAL10026,0,7,31,30,6,55,10,35,0,173,15,25,70,66,20,34,28,37,7,307,67,97,141,128,85,49,61,67,17,707,49,73,83,85,80,46,59,74,18,570,64,57,75,95,76,43,76,67,0,561,44,52,81,79,73,35,79,62,7,517,10,14,14,19,12,10,14,8,0,101,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,258,327,495,506,357,269,324,339,51,2937
SAL10027,0,0,23,46,5,57,4,34,0,180,9,27,45,44,18,33,12,27,7,210,67,169,72,49,45,32,32,22,3,494,104,187,59,37,47,22,16,17,3,488,116,188,46,64,82,24,22,22,9,571,91,118,42,34,75,15,15,26,9,418,47,67,16,10,32,22,5,13,5,220,8,8,4,0,5,4,0,3,0,30,0,0,0,0,0,0,0,0,0,4,439,768,301,286,312,209,101,164,45,2621
SAL10028,0,0,4,5,0,8,0,9,0,25,0,0,6,6,0,0,4,0,0,19,5,6,7,9,3,5,6,10,0,51,8,8,9,10,7,3,0,0,0,57,8,7,11,6,4,3,0,0,0,45,7,12,4,16,5,9,12,6,0,67,3,0,3,3,4,0,3,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,38,38,38,59,31,32,25,33,3,298
SAL10029,0,0,0,0,0,0,3,0,0,6,0,0,0,5,0,0,6,0,0,6,6,4,3,0,3,0,0,0,0,22,0,0,0,0,3,0,0,0,0,9,3,7,0,0,0,0,0,3,0,9,4,8,0,0,3,0,0,0,0,20,9,0,0,0,0,0,3,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,11,4,3,9,3,10,3,0,82
SAL10030,0,0,4,18,3,23,0,8,0,69,33,150,39,58,65,50,3,21,4,426,450,1343,191,154,251,131,51,57,41,2663,500,778,99,76,181,95,16,33,26,1805,298,371,71,43,133,68,14,19,18,1040,120,194,32,27,65,28,15,19,4,504,19,52,14,0,14,3,3,8,0,113,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1424,2896,451,376,713,403,113,164,99,6637
SAL10031,0,9,11,17,6,28,0,3,3,87,15,36,27,21,22,19,7,10,0,160,38,106,39,20,41,15,7,3,6,277,53,83,45,20,43,7,15,4,3,269,78,75,38,30,69,14,13,11,3,327,83,89,47,17,99,31,14,17,0,397,14,23,11,4,20,3,4,8,4,86,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,286,421,212,130,308,120,66,63,19,1619
SAL10032,0,0,4,0,0,4,0,0,0,6,0,0,0,0,5,0,0,0,0,7,0,3,0,0,0,0,0,4,0,8,6,3,0,0,4,0,0,0,0,12,0,0,0,0,3,0,3,0,0,9,8,0,3,0,3,0,0,5,0,16,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,7,3,11,6,3,8,0,60
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10034,0,0,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,5,0,3,0,4,0,0,3,0,13,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,10,5,0,4,0,35
SAL10035,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,4,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,3,7,9,0,0,0,0,50
SAL10036,0,10,19,42,16,80,12,32,0,211,15,61,65,69,37,37,11,15,0,304,69,116,52,68,39,28,12,28,14,410,249,294,73,56,76,47,9,20,10,822,268,346,105,68,146,59,23,29,14,1054,145,144,51,46,97,47,26,33,6,594,26,43,23,14,33,16,8,15,0,161,4,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,761,1007,390,360,442,306,95,170,46,3579
SAL10037,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,12,5,0,0,0,4,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,0,4,3,3,3,0,42
SAL10038,0,8,7,7,4,20,0,15,0,60,15,54,29,56,27,50,13,46,4,295,71,259,98,110,83,59,37,104,15,833,60,167,49,53,87,48,37,53,14,567,49,121,45,45,71,30,23,30,8,418,40,69,52,35,51,28,30,33,8,359,9,13,15,11,19,10,8,18,3,109,0,6,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,249,692,293,314,337,253,151,308,53,2645
SAL10039,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,6,4,0,0,0,3,0,30
SAL10040,0,0,4,4,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,13,0,0,5,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,17,0,0,0,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,10,12,3,3,6,0,67
SAL10041,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,5,0,0,11,0,0,0,0,5,0,4,3,0,12,3,0,6,0,5,0,9,3,0,22,0,0,3,0,3,0,4,0,0,16,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,3,8,9,12,16,3,78
SAL10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,4,4,0,0,24
SAL10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,6,4,0,0,0,4,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,9,0,0,4,0,0,3,0,30
SAL10044,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,3,3,0,4,0,0,0,0,15,0,3,3,0,3,0,0,0,0,11,4,3,0,0,0,0,0,0,0,21,8,7,0,3,0,0,0,5,0,23,0,4,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,14,7,11,8,0,3,0,87
SAL10045,0,0,0,0,0,3,0,0,0,15,0,3,5,3,0,0,0,5,0,19,4,6,8,0,0,6,0,4,0,23,9,13,7,9,0,0,0,0,0,36,15,13,4,6,9,3,0,4,0,57,22,20,10,13,4,5,0,0,0,77,4,0,0,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52,34,35,18,15,6,16,3,230
SAL10046,3,0,22,30,4,69,0,38,4,180,12,18,29,33,8,21,9,22,0,153,23,94,69,64,38,24,13,45,5,385,64,140,62,52,61,27,16,30,7,463,85,128,70,89,76,41,22,42,8,561,79,123,65,84,76,25,30,60,3,537,22,36,17,10,28,5,10,12,0,141,16,0,4,3,5,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,314,543,327,370,295,217,95,262,35,2458
SAL10047,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,11,6,0,0,0,4,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,8,0,3,0,4,7,7,43
SAL10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,3,3,3,0,21
SAL10049,0,0,25,14,3,53,6,36,6,144,9,27,44,32,29,51,29,35,8,264,59,104,78,62,72,59,72,65,15,591,54,70,64,66,84,52,84,69,13,562,50,61,55,59,69,35,70,54,10,469,49,46,54,43,73,32,84,53,8,440,9,11,11,14,17,7,16,12,0,88,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,238,325,333,304,349,285,359,326,57,2566
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,16
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
SAL10052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,4,0,0,0,0,24
SAL10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,0,3,3,24
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,29
SAL10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,11,0,0,5,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,0,5,0,0,7,0,33
SAL10056,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,6,0,0,8,0,0,0,0,6,0,12,4,4,0,0,5,0,0,0,0,13,3,4,0,0,0,0,0,7,0,15,0,0,0,3,0,0,3,3,0,18,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,5,7,7,10,18,0,80
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,16
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,4,0,3,7,0,34
SAL10059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,0,3,0,8,3,0,3,3,0,0,0,0,0,12,3,5,0,3,3,0,0,0,0,17,3,6,3,3,5,0,0,7,0,20,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,9,16,4,5,0,6,0,86
SAL10060,0,0,0,4,4,0,0,5,0,10,3,0,8,0,3,5,4,3,0,20,4,6,7,0,0,0,0,7,4,24,6,3,0,0,5,6,0,3,0,22,7,5,5,0,7,3,5,4,0,47,7,6,3,0,6,0,3,5,0,36,3,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,21,10,21,11,16,18,5,164
