SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL14080,3,11,16,28,8,35,11,0,11,8,0,8,6,0,8,7,0,7,55,20,77
SAL14081,3,46,48,95,10,108,28,0,32,50,0,51,26,0,26,6,0,6,206,58,267
SAL14082,0,105,103,64,11,72,17,0,17,22,0,22,11,0,11,6,0,5,113,117,229
SAL14083,27,365,397,746,36,781,291,10,300,418,4,419,171,0,175,43,0,43,1694,418,2114
SAL14084,0,7,7,6,0,6,6,0,6,0,0,3,0,0,0,0,0,0,13,9,26
SAL14085,6,71,81,126,28,155,51,3,57,61,4,62,18,3,18,21,0,21,287,111,394
SAL14086,8,220,229,244,50,300,65,9,76,62,0,60,27,4,28,4,0,3,409,284,693
SAL14087,9,84,93,159,8,166,80,0,80,65,0,72,30,0,30,14,0,14,359,96,456
SAL14088,0,3,3,10,4,9,0,0,0,0,0,0,6,0,3,4,0,4,20,4,25
SAL14089,57,766,824,899,128,1024,505,38,539,641,18,654,267,11,276,99,4,103,2475,957,3432
SAL14090,4,16,19,31,4,37,12,0,12,21,3,20,13,0,14,3,0,3,79,23,109
SAL14091,0,28,28,55,10,62,13,4,15,7,0,7,7,0,5,0,0,0,85,40,128
SAL14092,7,616,624,383,100,487,292,32,326,262,29,289,198,23,227,226,20,247,1378,824,2198
SAL14093,27,425,451,636,99,744,195,23,222,187,16,199,54,6,55,22,0,20,1128,566,1689
SAL14094,6,203,210,107,34,138,42,4,49,45,5,50,24,0,22,24,0,28,249,250,494
SAL14095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14096,0,12,12,14,0,9,3,0,3,4,0,4,0,0,4,0,0,0,17,16,33
SAL14097,6,24,34,144,7,151,105,0,106,125,0,128,66,0,66,27,0,27,477,38,514
SAL14098,12,249,266,318,38,364,243,19,263,285,7,289,150,14,165,68,9,73,1080,336,1412
SAL14099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14100,0,38,37,21,6,25,7,4,10,5,0,5,0,0,0,3,0,3,34,45,86
SAL14101,55,1629,1684,864,213,1081,297,87,387,217,33,246,89,9,106,43,8,50,1572,1978,3557
SAL14102,4,31,38,44,10,58,7,0,14,9,4,10,0,0,0,0,0,0,76,47,125
SAL14103,63,999,1063,1629,126,1755,1004,35,1031,1317,27,1338,501,11,509,210,0,211,4718,1197,5910
SAL14104,42,868,911,834,94,929,689,38,728,481,27,506,93,5,96,39,0,42,2175,1036,3209
SAL14105,0,9,9,19,0,19,4,0,4,7,0,7,0,0,0,0,0,0,28,11,35
SAL14106,0,9,9,10,0,8,11,0,11,11,0,11,3,0,3,5,0,5,31,7,47
SAL14107,8,189,197,365,24,396,293,16,310,266,10,274,195,4,196,127,4,131,1254,249,1501
SAL14108,0,41,43,41,4,49,3,0,3,13,0,16,5,0,6,0,0,5,67,51,117
SAL14109,0,7,10,11,4,17,10,0,10,7,0,7,3,0,3,0,0,0,28,10,38
SAL14110,0,9,12,18,0,26,6,0,6,10,0,10,3,0,3,3,0,3,44,12,59
SAL14111,17,328,345,382,55,431,95,12,105,93,10,101,54,7,60,18,6,21,664,409,1067
SAL14112,0,7,11,10,5,10,3,0,7,5,0,5,0,3,3,0,0,0,16,12,27
SAL14113,0,0,0,4,0,4,0,0,4,4,0,4,0,0,0,0,0,0,8,0,12
SAL14114,10,203,208,130,106,235,60,30,94,49,31,77,25,21,45,29,15,40,300,405,703
SAL14115,11,81,97,113,21,131,34,7,37,34,6,39,16,0,16,9,0,7,205,116,327
SAL14116,0,62,67,64,17,74,11,0,16,18,0,20,4,0,8,0,0,0,100,82,186
SAL14117,6,61,69,127,21,144,46,11,48,58,3,65,19,3,25,5,0,12,260,98,359
SAL14118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14119,8,137,144,155,16,167,79,0,88,107,3,109,44,3,41,37,5,44,425,162,587
SAL14120,3,105,106,129,21,146,17,0,16,15,5,21,6,0,11,3,0,3,175,130,305
SAL14121,7,48,54,77,10,88,32,6,35,27,0,28,15,0,11,10,0,12,158,65,230
SAL14122,10,34,44,78,8,84,61,0,61,84,0,85,33,0,33,17,0,17,279,42,324
SAL14123,0,6,5,9,0,17,3,0,3,5,0,5,3,0,3,0,0,0,22,7,32
SAL14124,0,3,3,11,0,12,0,0,5,0,0,0,0,0,0,0,0,0,21,9,31
SAL14125,0,4,4,11,3,10,0,0,0,3,0,4,4,0,4,0,0,0,21,12,32
SAL14126,0,9,9,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,8,21
SAL14127,0,11,11,29,0,34,17,0,26,14,4,16,16,0,16,11,0,11,85,16,107
SAL14128,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,7
SAL14129,0,19,19,26,3,28,7,0,4,11,0,11,0,0,0,0,0,0,47,26,71
SAL14130,0,26,26,57,7,63,27,6,28,37,0,36,23,3,21,10,0,10,150,33,185
SAL14131,0,31,29,55,8,57,13,0,12,11,0,16,7,0,4,3,0,7,90,37,128
SAL14132,14,204,219,226,35,259,118,9,122,90,6,94,53,4,58,29,0,31,528,255,785
SAL14133,0,3,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,4,20
SAL14134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL14136,75,1663,1737,1525,294,1817,807,113,919,565,37,604,233,18,244,123,13,131,3321,2139,5462
SAL14137,0,0,0,10,0,10,6,0,6,0,0,0,0,0,0,0,0,0,16,4,18
SAL14138,0,11,11,15,0,18,5,0,4,7,0,7,4,0,4,4,0,4,30,21,47
SAL14139,0,3,3,12,0,15,4,0,4,0,0,0,0,0,0,0,0,0,18,12,26
SAL14140,22,383,412,697,82,783,355,23,385,468,25,497,212,8,212,109,4,109,1865,527,2393
SAL14141,12,64,79,192,13,198,108,0,108,106,3,109,50,0,57,37,0,37,500,84,586
SAL14142,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,11,0,17
SAL14143,0,7,4,8,0,8,0,0,0,0,0,8,0,0,0,0,0,0,12,3,16
SAL14144,0,7,7,7,3,10,3,0,5,4,0,4,0,0,0,5,0,5,20,10,31
SAL14145,0,12,12,54,9,61,19,0,19,18,4,25,11,0,12,4,0,4,107,25,127
SAL14146,0,10,10,29,4,34,6,0,6,4,0,4,0,0,0,5,0,5,46,17,61
SAL14147,0,9,9,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12
SAL14148,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13
SAL14149,0,6,6,15,3,16,8,0,8,11,0,11,0,0,0,0,0,0,34,12,47
SAL14150,0,9,9,12,4,17,3,0,3,3,0,3,0,0,0,6,0,6,26,19,42
SAL14151,0,9,9,4,0,7,3,0,3,5,0,8,0,0,0,0,0,0,11,9,25
SAL14152,0,4,4,0,3,8,0,0,0,3,0,9,0,0,0,0,0,0,11,6,16
SAL14153,28,329,358,485,54,540,146,10,162,119,5,124,47,3,52,23,0,27,851,411,1259
SAL14154,0,18,18,26,0,30,6,0,11,11,0,12,5,0,5,3,0,6,50,25,78
SAL14155,0,8,8,9,0,9,4,0,4,4,0,4,3,0,5,0,0,0,18,10,25
SAL14156,0,5,5,5,0,3,3,0,3,0,0,0,5,0,5,0,0,0,10,4,14
SAL14157,0,12,14,19,3,23,4,0,4,3,0,3,0,0,0,0,0,0,23,23,45
SAL14158,6,198,208,233,32,264,116,4,126,82,5,87,37,3,46,16,4,20,498,250,751
SAL14159,42,702,742,526,148,668,238,41,278,171,17,184,65,6,71,21,8,27,1061,923,1984
SAL14160,13,342,351,345,98,441,139,58,202,127,25,149,49,12,62,28,6,35,697,542,1241
SAL14161,0,5,5,3,0,3,0,0,0,5,0,5,4,0,4,0,0,0,16,5,18
SAL14162,5,93,93,103,34,141,56,5,55,24,0,26,17,0,21,13,0,10,210,132,345
SAL14163,0,8,8,7,0,9,0,0,0,6,0,6,0,0,0,4,0,4,19,15,32
SAL14164,0,5,5,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,9,5,12
SAL14165,0,29,29,27,7,34,17,0,17,4,0,6,0,0,0,3,0,3,46,35,83
SAL14166,8,135,146,173,20,196,86,3,89,104,0,104,40,4,42,12,0,12,419,165,589
SAL14167,7,199,202,206,38,248,60,5,65,53,3,52,28,4,30,22,0,21,371,247,622
SAL14168,0,19,17,26,7,31,3,0,3,8,0,10,3,0,3,6,3,8,47,26,75
SAL14169,32,910,942,737,140,878,344,41,388,249,18,267,137,8,143,61,4,67,1558,1122,2689
SAL14170,0,4,4,6,0,6,3,0,3,0,0,6,0,0,0,0,0,0,10,7,17
SAL14171,48,996,1041,1196,110,1310,434,31,467,445,10,455,146,3,154,62,9,71,2334,1157,3491
SAL14172,3,35,41,55,3,56,45,4,52,37,4,41,25,3,28,11,0,12,175,53,230
SAL14173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14174,0,12,12,18,3,17,7,0,7,3,0,3,0,0,0,0,0,0,28,10,37
SAL14175,0,5,5,11,0,11,6,0,6,0,0,0,6,0,6,4,0,4,22,5,25
SAL14176,4,136,135,138,19,154,69,3,72,65,0,68,36,0,38,10,0,10,323,157,482
SAL14177,0,11,10,12,0,12,3,0,3,4,0,4,5,0,5,0,0,0,21,13,32
SAL14178,0,0,0,11,0,14,0,0,0,5,0,5,4,0,4,0,0,0,12,3,18
SAL14179,0,0,0,9,0,11,3,0,3,8,0,8,3,0,3,0,0,0,25,6,23
SAL14180,0,14,14,6,0,12,7,0,7,6,0,5,0,0,0,0,0,0,22,17,32
SAL14181,3,16,16,46,6,53,24,0,21,22,0,25,8,0,10,12,0,15,120,25,149
SAL14182,0,6,6,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,7,8,18
SAL14183,10,145,155,322,25,347,198,6,208,235,4,238,87,0,87,39,0,39,895,183,1075
SAL14184,0,0,0,6,6,9,0,0,0,7,0,6,0,0,5,4,0,4,15,16,36
SAL14185,21,674,696,477,103,576,221,31,255,188,14,204,111,10,115,85,5,83,1094,835,1927
SAL14186,0,0,0,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,7,0,9
SAL14187,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,8,6,11
SAL14188,0,15,18,39,9,50,9,0,14,11,0,11,6,0,9,3,0,3,73,28,102
SAL14189,14,186,197,171,32,200,56,9,64,48,7,57,36,0,39,10,0,8,330,242,567
SAL14190,0,5,12,11,3,18,6,0,6,6,3,6,8,0,8,3,0,3,37,10,49
SAL14191,37,476,514,754,59,812,465,15,483,634,16,649,249,8,262,76,0,84,2223,584,2806
SAL14192,9,135,146,269,29,298,142,8,151,160,4,164,72,0,71,31,0,31,688,178,864
SAL14193,0,6,3,8,5,13,5,0,5,4,0,6,3,0,3,4,0,4,31,13,40
SAL14194,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
SAL14195,32,993,1025,563,172,743,359,48,407,293,35,331,108,19,123,63,5,69,1427,1271,2695
SAL14196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14197,0,0,0,7,0,9,3,0,3,0,0,0,0,0,0,0,0,0,12,0,15
SAL14198,0,8,8,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,9,6,21
SAL14199,11,348,360,398,72,467,255,31,284,200,17,216,99,9,111,57,6,65,1025,481,1503
SAL14200,0,29,29,43,0,46,29,4,31,35,0,35,19,0,19,7,0,7,138,38,171
SAL14201,78,3589,3663,2523,1042,3561,720,270,986,315,80,392,88,21,108,28,9,29,3746,5009,8750
SAL14202,0,0,0,4,0,7,0,0,0,0,0,0,6,0,6,0,0,0,10,0,12
SAL14203,0,40,40,14,5,15,5,0,5,4,0,4,0,0,0,0,0,0,20,42,62
SAL14204,13,71,80,195,18,213,77,3,79,55,4,62,34,3,41,23,0,23,397,99,493
SAL14205,0,92,95,78,6,84,37,4,39,44,5,50,19,0,14,3,0,3,182,113,299
SAL14206,0,26,22,14,4,13,6,0,8,3,0,3,0,0,0,0,0,0,23,29,52
SAL14207,0,5,5,20,6,23,9,0,9,0,0,0,0,0,0,0,0,0,19,10,37
SAL14208,0,20,26,28,7,35,8,3,10,14,0,14,5,0,9,0,0,0,55,35,92
SAL14209,0,41,41,43,10,52,8,0,7,12,0,12,8,0,8,3,3,3,66,58,124
SAL14210,30,351,382,685,42,729,602,13,611,717,13,737,288,6,296,114,7,119,2437,432,2868
SAL14211,8,31,42,115,0,118,66,5,68,76,0,76,46,0,46,29,0,29,332,36,371
SAL14212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14213,0,4,4,3,0,3,9,0,9,0,0,0,0,0,0,0,0,0,17,4,26
SAL14214,16,790,809,849,122,974,337,22,365,276,27,300,137,16,153,85,3,87,1714,976,2694
SAL14215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14216,0,12,12,19,3,27,5,0,5,4,0,8,0,0,0,0,0,0,34,19,55
SAL14217,19,524,548,410,86,497,228,41,264,245,14,257,67,3,66,14,0,16,978,672,1655
SAL14218,0,4,4,8,3,15,0,0,0,5,0,5,5,0,5,0,0,0,25,8,30
SAL14219,16,423,437,464,97,559,178,26,203,125,9,139,25,0,26,4,0,5,815,558,1375
SAL14220,4,23,25,44,5,49,13,6,15,16,0,16,3,0,3,0,0,0,80,31,111
SAL14221,0,15,15,20,3,20,4,0,7,6,0,6,3,0,9,0,0,0,32,17,52
SAL14222,0,7,7,10,0,9,0,0,3,0,0,0,0,0,0,0,0,0,10,13,27
SAL14223,0,9,9,3,0,3,3,0,3,0,0,4,4,0,4,0,0,0,6,4,15
SAL14224,0,0,0,0,3,4,0,0,0,0,0,0,3,0,3,0,0,0,8,4,14
SAL14225,0,7,7,6,7,11,3,0,3,0,0,0,0,0,0,0,0,0,9,15,24
SAL14226,0,27,28,38,8,51,20,0,20,37,4,40,28,0,32,19,4,22,149,46,188
SAL14227,5,19,27,15,3,20,3,0,3,3,0,7,0,0,4,0,0,0,25,30,55
SAL14228,12,245,256,191,61,250,110,16,132,78,17,91,45,9,52,28,6,32,464,353,819
SAL14229,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10
SAL14230,0,9,9,7,3,12,3,0,3,3,3,3,8,0,8,0,0,0,17,19,35
SAL14231,0,13,13,6,4,11,0,0,0,4,0,4,0,0,0,0,0,0,10,18,33
SAL14232,8,48,52,26,11,38,12,3,18,14,3,11,4,0,4,4,0,4,63,60,124
SAL14233,0,13,12,8,6,13,0,0,0,4,0,4,0,0,0,0,0,0,18,19,31
SAL14234,0,0,0,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13
SAL14235,0,0,0,6,0,6,4,0,4,4,0,4,0,0,0,0,0,0,9,0,13
SAL14236,6,94,99,72,15,85,42,6,45,40,3,40,23,0,23,14,0,14,193,113,300
SAL14237,0,10,11,18,3,25,4,0,4,4,0,4,0,0,0,0,0,0,30,17,48
SAL14238,25,616,636,429,104,531,191,36,229,139,38,175,76,22,96,55,12,69,911,829,1738
SAL14239,0,5,5,4,3,4,3,0,3,0,0,0,0,0,0,0,0,0,7,5,12
SAL14240,0,19,19,19,12,28,22,3,23,5,3,9,5,0,7,8,0,8,53,34,84
SAL14241,0,17,17,11,0,11,11,0,11,9,0,9,5,0,5,0,0,0,39,17,54
SAL14242,11,276,290,235,35,274,70,6,75,38,13,51,16,5,28,12,5,17,387,342,731
SAL14243,30,756,785,937,147,1091,323,19,340,303,31,334,125,9,129,54,9,63,1772,962,2733
SAL14244,61,1913,1974,2125,443,2566,893,88,975,442,31,468,101,7,108,32,0,32,3655,2474,6126
SAL14245,42,925,963,1088,239,1325,1158,156,1318,990,125,1115,289,37,329,185,25,204,3754,1508,5260
SAL14246,0,10,12,15,9,20,3,0,7,5,0,5,5,0,5,0,0,0,30,15,49
SAL14247,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6
SAL14248,0,7,7,4,4,10,0,0,3,3,0,4,0,0,0,0,0,0,11,8,22
SAL14249,0,18,21,83,14,95,47,3,51,45,4,49,37,5,40,27,0,29,245,43,282
SAL14250,0,31,34,82,12,93,27,0,26,16,5,20,17,0,15,5,0,4,146,52,201
SAL14251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14252,17,509,523,452,110,571,368,28,397,270,15,286,119,17,135,90,5,93,1316,688,2003
SAL14253,12,212,220,419,43,460,231,15,243,195,9,205,110,5,112,57,0,60,1018,284,1305
SAL14254,15,171,188,358,31,388,196,10,202,195,8,201,106,6,109,45,0,44,911,222,1136
SAL14255,8,230,238,203,37,245,82,11,96,38,0,40,34,0,35,17,0,16,383,285,666
SAL14256,23,526,546,518,68,588,189,24,215,158,9,174,79,0,80,21,4,30,994,634,1630
SAL14257,21,458,474,517,72,592,158,17,179,131,5,133,41,4,45,22,4,23,896,561,1459
SAL14258,25,513,541,436,88,524,189,28,222,150,6,155,69,13,85,39,0,47,910,656,1565
SAL14259,0,3,3,5,0,9,0,0,0,0,0,0,0,5,3,0,0,0,7,14,17
SAL14260,0,5,6,19,0,16,5,0,7,3,0,3,0,0,0,0,0,0,28,5,34
SAL14261,11,347,354,210,67,272,74,10,86,47,3,48,22,0,27,7,0,7,367,431,795
SAL14262,8,185,191,213,26,243,33,0,35,33,0,33,17,0,17,8,0,8,311,208,522
SAL14263,17,213,232,404,37,436,474,14,493,753,16,773,422,10,437,332,9,339,2410,296,2708
SAL14264,25,647,668,549,107,657,224,29,254,201,29,231,95,9,103,79,12,97,1173,838,2008
SAL14265,12,126,140,159,33,194,100,7,110,89,4,93,28,4,31,14,0,16,406,181,584
SAL14266,43,590,632,1489,78,1569,1024,23,1049,1261,14,1281,513,13,522,283,5,285,4611,724,5333
SAL14267,13,214,226,419,19,438,288,13,303,453,5,453,229,3,236,59,0,57,1459,254,1715
SAL14268,37,1364,1404,1416,216,1627,766,59,825,802,36,840,257,7,265,154,8,163,3425,1698,5129
SAL14269,29,830,860,566,154,721,242,56,300,221,53,265,92,35,126,67,14,88,1221,1147,2363
SAL14270,24,232,250,359,54,412,186,17,199,160,6,168,64,8,71,35,0,31,828,311,1142
SAL14271,0,8,8,16,0,23,4,8,10,6,0,5,8,0,8,0,0,0,34,19,49
SAL14272,28,570,597,494,120,611,286,55,345,272,31,299,133,15,142,54,4,59,1264,793,2060
SAL14273,24,498,523,395,64,461,136,13,147,117,14,130,77,4,84,31,0,32,778,596,1381
SAL14274,0,5,7,26,7,30,7,0,7,3,0,3,9,0,8,3,0,6,44,6,54
SAL14275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14276,11,150,162,257,34,289,175,4,183,178,9,194,100,9,109,50,3,54,774,212,987
SAL14277,13,195,206,436,31,466,285,4,290,374,0,379,135,0,142,39,0,42,1283,227,1517
SAL14278,47,1434,1477,1275,335,1612,1301,146,1449,1168,82,1252,235,33,269,123,11,131,4153,2033,6182
SAL14279,21,339,365,444,54,498,253,26,274,212,8,224,103,8,113,63,3,64,1100,440,1535
SAL14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14281,11,263,271,551,44,597,360,14,380,342,5,352,229,9,243,181,0,177,1685,331,2015
SAL14282,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL14283,17,530,550,446,81,529,306,34,343,232,35,264,177,21,197,161,25,182,1332,727,2060
SAL14284,3,34,40,46,14,60,18,0,14,13,4,18,7,0,10,0,8,10,84,63,147
SAL14285,3,120,123,219,18,234,171,13,179,301,10,309,113,0,113,42,0,42,850,157,1006
SAL14286,0,10,11,0,3,3,8,0,4,5,0,7,0,0,3,0,0,0,9,17,31
SAL14287,0,3,7,11,0,13,0,0,0,8,0,5,0,0,0,0,0,0,17,5,27
SAL14288,3,27,33,53,11,62,16,3,17,10,0,10,7,0,7,7,0,7,92,40,132
SAL14289,0,10,11,18,8,28,0,0,8,7,6,17,4,0,8,0,0,0,40,26,66
SAL14290,0,11,11,14,9,16,3,0,9,3,0,4,0,3,3,0,0,5,19,27,47
SAL14291,0,56,56,17,12,34,0,3,4,0,3,4,4,0,4,0,0,5,33,74,106
SAL14292,0,25,30,69,8,68,38,0,39,44,0,48,30,0,26,15,0,15,191,35,219
SAL14293,21,211,232,345,43,386,174,16,189,196,9,204,60,0,66,20,4,24,815,280,1095
SAL14294,0,7,12,16,3,23,7,3,7,10,0,9,5,0,5,0,0,4,45,16,57
SAL14295,0,7,7,5,5,9,3,0,3,0,0,4,0,0,0,0,0,0,13,13,23
SAL14296,0,20,20,42,10,51,25,3,26,29,0,25,12,0,12,7,0,7,111,37,149
SAL14297,0,61,57,61,17,76,18,5,23,21,4,24,13,0,18,7,0,10,121,88,210
SAL14298,0,11,11,19,3,19,0,0,0,6,0,6,0,0,0,0,0,0,22,13,37
SAL14299,0,3,3,4,0,4,3,0,3,0,0,0,3,0,3,0,0,0,7,3,7
SAL14300,0,13,20,21,0,20,6,0,7,5,0,9,3,0,3,3,0,3,38,27,60
SAL14301,0,5,5,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11
SAL14302,20,331,352,273,87,352,52,28,79,43,14,54,14,0,14,0,3,0,396,462,854
SAL14303,0,16,16,5,4,16,3,0,6,0,3,0,0,0,0,0,0,0,17,24,42
SAL14304,0,7,7,4,3,6,0,0,4,6,0,8,3,0,3,0,0,0,19,16,29
SAL14305,9,174,181,288,38,324,155,3,157,180,4,183,102,0,100,56,0,61,785,223,1004
SAL14306,0,4,4,5,0,5,0,0,0,4,0,4,4,0,4,0,0,0,14,4,14
SAL14307,3,100,97,38,37,76,26,8,40,20,13,31,17,3,18,22,3,26,129,163,289
SAL14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14309,0,19,23,45,14,55,12,3,14,15,0,20,9,0,9,0,0,0,77,37,117
SAL14310,19,693,718,562,187,750,552,95,643,530,87,616,287,31,321,239,23,264,2184,1118,3306
SAL14311,0,9,9,12,0,12,3,0,3,4,0,4,0,0,0,0,0,0,17,9,24
SAL14312,0,23,23,26,6,30,11,0,11,4,0,7,0,0,0,5,0,5,48,29,78
SAL14313,0,3,3,14,6,19,9,0,9,5,0,9,7,0,7,0,0,0,32,15,46
SAL14314,0,4,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14
SAL14315,0,7,6,6,0,6,7,0,7,8,0,8,0,0,0,0,0,0,16,9,26
SAL14316,5,129,134,93,13,108,23,0,23,14,0,14,18,0,16,15,0,15,170,151,317
SAL14317,0,5,4,10,0,14,0,0,0,3,0,3,0,0,0,0,0,0,16,4,24
SAL14318,0,5,6,8,6,10,0,0,4,0,0,0,4,0,4,0,0,0,18,11,28
SAL14319,7,222,230,166,50,212,135,25,158,119,18,136,47,4,57,57,3,60,531,322,848
SAL14320,25,538,566,677,92,767,418,22,436,514,19,531,195,7,194,56,0,53,1881,677,2558
SAL14321,6,55,64,152,9,155,95,0,97,157,4,160,83,0,83,18,0,18,509,68,576
SAL14322,0,70,69,38,21,53,16,9,19,12,0,12,3,0,3,0,0,0,72,94,164
SAL14323,0,4,4,13,0,8,3,0,3,3,0,3,0,0,0,0,0,0,20,5,30
SAL14324,0,45,47,112,12,122,47,0,45,47,0,49,20,0,19,15,0,16,235,61,302
SAL14325,0,0,3,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,9,3,11
SAL14326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14328,0,52,52,29,17,48,30,19,46,15,8,25,10,0,15,3,0,3,86,98,187
SAL14329,15,107,120,304,22,335,171,4,178,283,7,295,156,0,159,62,5,65,988,154,1144
SAL14330,0,7,7,14,0,16,4,0,4,7,0,7,0,0,0,4,0,4,28,3,32
SAL14331,0,6,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10
SAL14332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14333,11,541,550,316,112,427,201,24,229,135,14,147,65,13,76,48,10,59,766,714,1486
SAL14334,15,534,551,343,71,418,122,5,134,119,5,130,46,0,46,13,0,11,663,627,1287
SAL14335,6,14,19,81,0,79,44,0,44,67,0,63,33,0,40,13,0,13,239,22,256
SAL14336,0,53,57,41,15,55,16,7,23,18,3,23,9,0,8,3,3,8,91,80,175
SAL14337,0,9,8,30,0,30,16,0,16,21,0,19,8,0,8,12,0,12,81,9,88
SAL14338,0,5,5,5,3,7,0,0,0,0,0,0,3,0,3,3,0,3,11,9,14
SAL14339,0,68,72,80,15,101,60,0,61,32,0,26,10,0,10,13,0,13,199,92,282
SAL14340,0,28,27,26,10,37,9,0,9,9,0,5,5,0,5,0,0,0,49,35,86
SAL14341,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10
SAL14342,22,347,373,389,61,446,189,19,210,155,9,163,74,5,79,44,5,49,876,441,1321
SAL14343,14,251,259,199,36,237,95,11,108,68,10,74,48,0,48,31,5,38,450,310,760
SAL14344,3,36,40,112,6,121,75,3,75,60,0,66,33,0,35,37,0,34,323,47,365
SAL14345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14346,0,5,5,0,4,7,0,0,0,4,0,4,0,0,0,0,0,0,9,9,13
SAL14347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9
SAL14348,0,62,64,87,10,100,33,0,36,39,4,36,13,0,13,10,0,10,180,78,263
SAL14349,0,17,25,33,3,36,11,0,13,18,0,18,9,0,8,0,0,0,77,28,102
SAL14350,34,681,716,698,104,805,263,24,288,226,10,230,120,11,133,78,0,76,1419,826,2244
SAL14351,0,3,3,4,0,4,0,0,0,5,0,5,3,0,3,0,0,0,10,3,16
SAL14352,26,393,418,740,45,791,345,8,360,423,6,429,195,3,198,90,0,91,1821,457,2274
SAL14353,41,745,786,1125,90,1212,674,12,691,932,9,939,393,4,399,148,0,148,3309,862,4176
SAL14354,4,18,19,37,0,40,8,0,6,9,0,9,8,0,8,0,0,0,59,24,81
SAL14355,0,12,13,41,0,43,19,0,23,30,3,31,10,0,12,5,0,7,110,17,129
SAL14356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
