SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL50696,58,50,111,8,0,16,0,0,0,0,0,0,5,0,7,705,723,1429,32,54,92,18,0,18,7,0,7,0,0,5,34,3,39,10,11,14,882,843,1733,9,7,14,0,0,0,0,0,0,14,11,25,0,3,8,0,0,0,25,19,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,15,4,18,42,26,71,3,7,12,0,0,0,0,0,0,3,7,9,86,117,202,142,168,309,0,0,4,1154,1165,2324
SAL50697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,18,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,12,0,0,0,0,0,0,26,25,48
SAL50698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,30,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,25,0,4,3,0,0,0,46,33,77
SAL50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,12,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,3,4,5,0,0,0,24,15,37
SAL50700,18,17,37,12,15,28,0,0,0,0,0,0,0,0,0,165,184,351,6,19,29,0,0,0,3,0,3,7,6,17,3,0,5,9,16,28,230,266,499,8,5,13,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,11,6,21,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,7,0,5,4,3,7,19,15,35,0,0,0,0,0,0,0,0,0,0,0,0,33,39,70,20,26,49,0,0,0,308,347,649
SAL50701,120,117,246,31,34,68,0,0,0,0,0,0,11,8,18,1488,1257,2746,79,112,191,18,3,19,11,0,9,14,0,22,47,6,50,88,122,212,1917,1670,3582,73,65,138,0,0,0,0,0,0,17,25,47,0,13,15,0,0,0,95,105,195,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,9,6,14,29,6,36,133,118,251,17,14,27,0,0,0,3,0,3,19,18,32,159,171,329,261,341,601,7,4,18,2497,2317,4816
SAL50702,23,28,53,85,97,178,0,0,0,0,0,0,11,3,18,956,914,1866,41,80,125,10,0,10,10,0,8,32,10,42,23,4,23,11,13,28,1198,1151,2359,23,26,49,0,0,0,0,0,0,3,12,18,0,4,6,0,0,0,32,38,69,0,0,0,0,0,0,3,5,7,3,0,6,0,0,4,7,10,14,10,4,9,49,48,96,3,5,13,0,4,0,0,0,0,9,4,12,112,143,257,94,187,277,3,0,5,1464,1533,3007
SAL50703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,44,85,0,5,5,4,0,4,0,0,0,0,0,0,0,4,5,0,0,0,55,48,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,24,12,8,18,0,0,0,78,67,140
SAL50704,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,14,11,23
SAL50705,0,5,5,4,0,4,0,0,0,0,0,0,0,0,0,242,254,497,29,14,41,12,0,15,0,6,4,12,4,13,10,4,17,10,13,24,315,296,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,12,14,3,14,0,0,0,0,0,0,0,0,5,4,0,6,25,48,68,79,71,150,3,6,14,438,426,866
SAL50706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,13,7,21
SAL50707,9,3,9,28,28,55,0,0,0,0,0,0,7,0,8,1065,1028,2091,48,59,103,28,0,28,8,0,8,5,0,7,19,0,13,21,20,43,1229,1146,2374,5,0,13,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,12,12,25,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,5,6,12,4,9,9,30,22,45,6,0,6,0,0,0,0,0,0,7,0,7,142,173,318,192,241,430,8,7,18,1605,1587,3189
SAL50708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,40,0,0,7,4,0,4,0,0,0,4,0,4,3,0,3,0,3,8,43,20,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,3,5,0,0,0,45,37,79
SAL50709,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,203,180,384,24,21,45,7,0,7,0,0,0,10,8,20,13,6,19,22,30,47,296,239,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,19,33,57,186,149,327,10,6,13,509,436,939
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,129,260,4,7,10,8,0,9,0,0,0,0,0,0,4,3,9,9,7,9,151,146,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,52,21,32,52,5,0,3,204,213,413
SAL50712,0,0,0,47,9,56,0,0,3,0,0,0,10,11,21,895,630,1530,121,96,218,14,0,16,7,0,8,11,3,14,21,9,28,92,74,164,1227,843,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,10,6,14,9,14,17,13,13,32,0,0,0,4,0,7,4,0,5,8,4,7,21,31,50,122,101,220,3,3,4,1399,990,2393
SAL50713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,43,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,5,0,0,0,27,28,63
SAL50714,33,38,71,3,9,15,0,0,0,0,0,0,3,0,3,815,797,1615,37,55,94,15,0,15,7,0,7,8,3,11,13,0,13,13,7,20,949,909,1862,35,21,62,0,0,0,0,0,0,30,26,54,3,0,4,0,0,0,69,46,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,76,50,124,8,4,12,0,0,0,0,0,0,8,4,12,129,164,297,139,187,323,0,0,0,1299,1317,2619
SAL50715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,5,4,0,0,0,16,14,30
SAL50716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,12,25,42,22,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,29,38,60
SAL50717,0,0,0,43,6,48,0,0,0,0,0,0,0,0,0,124,81,205,32,6,35,0,0,0,0,0,0,0,0,0,14,3,17,6,8,9,216,109,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,7,0,7,0,0,0,7,0,7,0,0,0,3,0,3,0,0,6,27,14,38,0,0,8,259,125,380
SAL50718,0,0,0,24,3,29,0,0,0,0,0,0,0,0,0,247,221,468,25,16,42,8,0,9,0,0,0,3,0,3,8,0,8,4,9,12,317,260,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,0,0,0,0,0,0,11,5,10,12,6,14,17,6,30,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,66,41,102,3,8,10,401,318,722
SAL50719,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,66,66,131,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,72,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,31,14,18,35,0,3,3,101,113,208
SAL50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,43,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,32,22,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,7,7,13,0,0,0,40,36,80
SAL50723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,26,12,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,16,27
SAL50724,3,4,12,15,22,38,0,0,0,0,0,0,3,6,11,311,200,506,12,26,34,0,0,0,6,0,6,11,0,11,3,0,5,10,13,21,380,265,647,7,6,15,0,0,0,0,0,0,3,0,4,0,0,3,3,0,3,11,8,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,5,5,18,15,32,8,4,4,0,0,0,0,0,0,8,4,4,38,37,75,55,53,109,13,0,11,508,377,887
SAL50725,53,48,106,38,39,71,0,0,0,0,0,0,7,12,20,1641,1480,3120,65,136,197,5,0,7,10,0,12,22,3,26,38,6,44,20,8,29,1896,1733,3625,63,50,115,0,0,0,0,0,0,31,25,53,9,0,5,0,0,0,98,78,175,0,0,0,0,0,0,0,0,4,4,0,3,0,0,3,11,4,10,20,14,31,123,90,219,19,18,33,0,4,4,0,0,0,19,21,36,168,190,355,206,305,514,6,7,15,2421,2349,4769
SAL50726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,44,3,0,3,3,0,3,0,0,0,0,0,0,4,0,6,8,5,6,47,22,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,35,44,75,0,0,0,89,68,152
SAL50727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,19,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,15,6,5,5,0,0,3,31,23,57
SAL50728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,53,114,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,58,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,16,0,0,0,76,68,143
SAL50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,3,3,0,0,0,16,10,28
SAL50730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,55,101,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,57,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,13,0,0,0,63,68,126
SAL50731,3,3,11,4,3,10,0,0,0,0,0,0,0,0,0,332,295,634,24,28,46,9,0,9,0,0,0,0,0,0,13,0,16,11,9,19,393,343,737,0,0,5,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,17,4,19,5,3,9,0,0,0,0,0,0,7,3,8,27,68,89,69,72,142,0,0,0,514,491,1001
SAL50732,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,70,68,133,3,0,5,3,0,3,0,0,0,0,0,0,5,0,5,0,3,5,87,72,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,21,6,12,20,0,0,0,107,99,204
SAL50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,18
SAL50734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,56,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,42,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,18,3,4,7,0,0,3,58,41,97
SAL50735,0,0,0,26,3,30,0,0,0,0,0,0,0,0,0,24,3,28,9,7,10,0,0,0,0,0,0,0,0,0,30,0,31,9,5,15,102,13,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,5,4,9,4,0,4,12,4,18,0,0,0,8,0,12,0,0,0,8,0,12,0,0,0,0,0,0,0,0,3,122,25,144
SAL50736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,27,19,44
SAL50737,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,47,21,69,18,3,21,0,0,0,0,0,0,0,0,0,3,3,9,14,18,26,87,46,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,0,5,0,0,0,0,0,0,4,0,5,4,0,5,3,0,3,8,8,15,0,0,0,107,59,163
SAL50738,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,95,15,105,42,3,50,11,0,12,0,0,0,0,0,0,12,0,16,23,13,41,196,37,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,11,17,0,0,0,217,47,266
SAL50739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,45,94,5,6,8,4,0,4,0,0,3,0,0,0,0,0,0,10,6,15,72,65,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,28,11,16,23,5,0,5,98,90,189
SAL50740,54,39,94,12,11,24,0,0,0,0,0,0,9,6,16,1527,1463,2989,72,98,168,16,0,16,12,0,15,32,0,35,35,9,44,13,18,36,1777,1651,3430,65,24,93,0,0,0,0,0,0,36,33,68,9,8,16,0,0,0,110,64,174,0,0,0,0,0,0,3,3,6,3,0,4,0,0,0,3,3,10,16,14,29,121,91,210,9,9,18,0,4,4,0,3,3,11,11,26,257,297,553,177,343,523,7,4,13,2361,2394,4758
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,0,0,0,44,11,59,0,0,0,0,0,0,0,0,0,619,490,1110,80,62,139,16,0,16,3,0,3,3,0,3,10,5,15,32,40,66,798,608,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,21,27,46,43,57,97,14,4,21,882,702,1581
SAL50743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,13,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,3,3,6,0,0,0,19,21,38
SAL50744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,13,8,17
SAL50745,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,201,192,391,18,22,38,0,0,0,0,0,0,0,0,0,9,0,9,0,3,6,232,218,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,18,25,36,48,91,0,0,0,281,291,564
SAL50746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,19,8,27
SAL50747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,87,207,10,12,16,7,0,7,3,0,3,0,0,0,4,0,4,14,22,34,152,118,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,13,17,12,26,42,0,4,6,180,164,340
SAL50748,80,86,166,10,10,18,0,0,0,0,0,0,6,5,9,1693,1417,3116,98,78,179,38,4,41,11,0,14,14,0,7,36,10,45,22,16,32,1999,1630,3627,20,30,57,0,0,0,0,0,0,14,18,34,4,6,10,4,0,6,49,54,104,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,7,27,7,29,71,66,142,4,15,15,0,0,0,0,0,0,4,15,18,77,132,211,235,299,531,9,11,20,2400,2153,4552
SAL50749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,113,237,11,5,16,6,0,6,0,0,0,0,0,0,0,0,0,7,7,13,152,127,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,27,48,27,16,43,0,0,0,208,169,376
