SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,16
SAL10002,8,0,6,0,4,4,0,0,0,0,0,0,0,0,0,476,331,808,23,32,58,9,0,9,3,0,3,0,0,0,0,4,4,0,5,5,520,375,890,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,291,418,709,202,216,414,6,3,6,1019,1015,2039
SAL10003,0,0,0,11,30,42,13,5,12,0,0,0,0,0,0,452,328,782,18,49,62,3,0,3,9,0,9,7,0,7,3,8,15,23,13,29,546,426,976,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,0,0,0,0,0,0,3,4,4,9,0,0,0,8,6,11,10,9,11,18,19,38,0,0,0,0,0,0,0,0,0,0,0,0,628,731,1352,122,192,315,6,8,12,1321,1370,2687
SAL10004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,209,413,14,15,32,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,227,220,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,32,78,13,49,67,0,0,0,294,305,600
SAL10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SAL10006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,293,668,22,22,43,13,0,13,0,0,4,4,0,4,0,3,7,4,10,12,424,328,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,30,69,103,81,127,203,3,0,4,541,523,1065
SAL10007,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,369,302,671,14,16,33,12,0,12,0,0,0,0,0,0,6,0,8,10,16,19,413,332,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,29,37,63,55,62,124,5,3,9,508,437,944
SAL10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,29,3,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,8,26,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,23,0,3,0,0,0,0,38,32,67
SAL10009,6,0,6,0,5,5,0,0,0,0,0,0,0,3,3,1137,889,2019,56,73,132,13,0,13,8,0,5,0,0,0,3,5,12,3,8,13,1233,983,2217,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,19,17,10,28,4,3,4,0,0,0,0,0,0,4,3,4,177,350,530,212,339,555,4,6,10,1647,1692,3337
SAL10010,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,401,317,721,26,16,40,10,0,10,5,0,5,4,0,3,0,0,0,0,5,12,449,343,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,5,8,0,8,13,0,13,0,0,5,0,0,0,0,0,0,0,0,5,34,70,101,82,107,186,4,0,3,579,517,1098
SAL10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,41,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,41,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,22,16,17,33,0,0,0,98,72,169
SAL10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,11,10,19
SAL10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11
SAL10014,4,10,15,10,6,17,0,0,0,0,0,0,0,0,0,404,310,712,17,35,55,5,0,5,3,0,3,0,0,0,5,4,6,0,6,5,457,369,825,3,10,17,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,7,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,17,14,29,8,5,10,0,0,0,0,0,0,8,5,12,382,424,804,134,166,301,3,3,4,998,979,1980
SAL10015,0,0,0,14,4,15,0,0,0,0,0,0,0,0,0,63,28,95,19,11,31,0,0,0,0,0,0,0,0,0,0,0,0,5,9,19,104,55,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,13,23,9,12,21,4,0,5,127,79,206
SAL10016,4,0,6,12,24,39,0,0,0,0,0,0,3,0,12,955,786,1739,39,60,99,14,0,14,20,3,19,18,8,24,9,10,15,34,35,72,1112,922,2036,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,19,19,4,27,0,0,0,0,0,0,0,0,0,0,0,0,360,500,864,181,346,531,6,3,10,1683,1780,3462
SAL10017,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,806,578,1385,27,41,72,6,0,6,10,0,12,16,0,15,9,9,15,19,20,45,892,662,1556,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,4,0,7,4,7,10,0,0,5,0,0,0,0,0,0,0,0,5,371,455,822,186,277,459,6,3,9,1455,1403,2860
SAL10018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,126,296,9,4,13,5,0,5,0,0,0,0,0,0,0,0,4,5,11,18,184,145,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,25,16,25,39,0,5,3,221,190,411
SAL10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,4,18,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,22,18,41
SAL10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,4,11
SAL10021,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,167,98,261,3,13,12,14,0,14,0,0,0,0,0,0,0,3,0,7,5,13,199,109,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,75,111,37,38,74,0,0,0,278,220,501
SAL10022,3,8,11,3,4,9,0,0,0,0,0,0,0,0,5,199,168,369,27,33,55,3,0,3,5,0,5,0,0,0,0,0,0,0,6,9,251,221,469,7,11,22,0,0,0,0,0,0,0,4,5,3,0,3,0,0,0,11,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,12,30,5,9,6,0,0,0,0,0,0,5,9,6,43,62,102,49,58,107,10,0,7,368,358,722
SAL10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,26,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,4,8,7,0,0,0,23,25,48
SAL10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,22,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,6,17,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,4,0,0,0,22,19,42
SAL10025,10,4,18,4,6,12,0,0,0,0,0,0,4,0,4,2353,1774,4128,92,107,199,54,5,56,22,0,22,7,0,7,16,5,25,22,25,42,2582,1928,4512,4,3,3,0,0,0,0,0,0,8,0,9,0,0,0,0,0,6,5,3,10,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,6,4,3,17,18,29,24,19,48,4,0,8,0,0,0,0,0,0,4,0,8,432,758,1190,437,690,1128,7,6,14,3496,3411,6900
SAL10026,21,7,29,6,8,11,0,0,0,0,0,0,0,0,0,1001,806,1802,41,45,85,42,0,42,13,5,20,8,0,4,4,0,8,13,16,25,1143,886,2028,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,5,7,3,16,17,8,27,0,3,3,0,0,0,0,0,0,0,3,3,136,245,379,190,291,479,8,5,14,1500,1434,2937
SAL10027,0,4,4,0,3,5,0,0,0,0,0,0,4,6,10,811,786,1594,34,66,104,8,0,12,3,0,3,26,10,37,13,0,12,109,123,232,1021,997,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,14,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,161,199,359,77,139,219,8,0,9,1278,1342,2621
SAL10028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,114,216,3,9,9,10,0,10,5,0,5,0,0,0,4,0,5,0,0,0,120,120,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,25,15,15,30,0,0,5,145,151,298
SAL10029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,39,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,28,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,22,7,0,8,0,0,0,47,38,82
SAL10030,133,94,227,38,40,79,0,0,0,0,0,0,11,13,20,641,413,1056,25,52,79,4,0,4,55,7,62,88,41,131,16,12,30,150,157,311,1158,837,1993,41,39,76,0,0,0,4,0,3,6,0,4,0,4,4,8,7,10,55,51,101,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,7,4,10,11,12,17,61,64,128,12,6,13,0,0,0,0,0,0,12,7,16,1968,1907,3871,279,333,616,7,4,18,3483,3152,6637
SAL10031,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,399,272,666,9,24,37,22,0,22,0,0,0,0,0,0,7,3,11,4,7,9,447,310,754,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,282,339,623,91,123,221,0,0,6,834,782,1619
SAL10032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,35,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,4,0,4,0,0,0,28,31,60
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,3,0,0,0,21,17,35
SAL10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,3,3,3,0,0,0,26,24,50
SAL10036,0,0,0,30,33,60,0,0,0,0,0,0,0,0,6,664,499,1170,43,55,95,24,0,26,29,4,30,19,9,23,5,7,12,27,47,70,845,653,1498,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,0,0,0,0,0,0,8,0,3,0,4,5,0,0,5,15,9,19,5,4,13,26,15,41,3,0,0,0,0,0,0,0,0,6,0,3,782,779,1561,158,307,461,4,3,8,1819,1761,3579
SAL10037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,17,3,0,5,0,0,0,15,28,42
SAL10038,170,145,311,5,7,6,0,0,0,0,0,0,0,0,4,503,279,782,19,59,74,8,0,8,11,0,11,4,0,4,6,7,12,24,42,65,740,537,1272,34,59,88,0,0,0,0,0,3,0,0,0,0,6,10,0,0,3,38,71,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,17,47,80,126,10,7,10,0,0,0,0,0,0,10,7,10,398,405,803,205,222,425,0,4,3,1392,1254,2645
SAL10039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,0,5,6,0,0,0,15,16,30
SAL10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,46,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,3,0,0,0,27,40,67
SAL10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,49,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,38,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,0,7,7,0,0,0,50,28,78
SAL10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,7,0,0,0,10,13,24
SAL10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,18,0,0,0,0,0,0,15,15,30
SAL10044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,32,7,5,12,0,0,0,46,40,87
SAL10045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,50,118,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,77,60,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,57,12,19,37,5,0,3,125,101,230
SAL10046,4,0,4,3,10,11,0,0,0,0,0,0,0,0,0,757,710,1474,43,50,95,12,0,13,0,0,0,5,0,7,3,3,11,20,28,52,858,805,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,11,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,157,240,393,142,222,365,6,8,16,1182,1277,2458
SAL10047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,0,0,0,0,0,0,24,19,43
SAL10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,21
SAL10049,20,14,31,6,4,19,0,0,0,0,0,0,3,0,8,727,499,1218,54,84,136,23,0,23,17,0,17,0,0,0,6,4,12,11,19,23,859,627,1492,17,9,27,0,0,0,0,0,0,8,3,11,3,0,3,0,0,0,22,14,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,31,19,47,12,4,17,0,0,0,0,0,0,12,4,17,222,284,507,255,233,490,9,7,17,1393,1173,2566
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,13,16
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,6,0,3
SAL10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,4,4,0,0,0,13,10,24
SAL10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,13,9,24
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,14,14,29
