SAL_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
SAL60060,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,82,14,6,6,0,0,0,0,0,0,107
SAL60061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60062,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12
SAL60063,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,9,37
SAL60064,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL60065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,0,0,0,0,0,0,0,14
SAL60066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL60067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60068,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,6,30
SAL60069,0,0,4,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,6,0,0,6
SAL60070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,14
SAL60071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60072,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,3,0,0,0,0,0,0,0,34
SAL60073,55,16,10,10,8,4,0,3,138,0,0,0,0,0,0,0,0,0,0,0,108,13,58,20,14,19,12,4,0,14,271
SAL60074,3,3,3,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,4,4,83,7,3,3,5,5,13,3,0,7,132
SAL60075,22,12,4,7,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,138,10,43,15,7,10,0,0,0,4,225
SAL60076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,8
SAL60077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,11
SAL60078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
SAL60079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
SAL60080,0,0,6,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,6,0,3,0,0,0,44
SAL60081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7
SAL60082,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,17
SAL60083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL60084,11,7,17,7,16,0,0,3,76,0,0,0,0,0,0,0,0,0,0,0,53,10,11,8,18,7,15,3,5,8,143
SAL60085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL60086,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,22
SAL60087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8
SAL60089,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,21
SAL60090,21,7,6,0,3,4,0,0,75,0,0,0,0,0,0,0,0,0,0,0,101,19,36,7,6,0,3,4,0,0,167
SAL60091,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL60092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60093,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,53,17,11,0,0,4,0,0,0,3,94
SAL60094,3,5,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,68,11,9,5,4,0,7,0,0,3,99
SAL60095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL60096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60099,0,3,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,89,3,4,3,4,4,0,0,0,6,118
SAL60100,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,35
SAL60101,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,38,4,5,0,0,0,0,0,0,0,54
SAL60102,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,3,3,0,0,0,0,0,0,0,37
SAL60103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL60104,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,16
SAL60105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
SAL60108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL60109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5
SAL60110,58,24,8,26,4,6,5,3,187,0,0,0,0,0,0,0,0,0,0,0,75,53,67,28,8,26,4,6,3,5,277
SAL60111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,12
SAL60112,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,6,18,0,0,4,0,0,0,0,45
SAL60113,251,78,54,86,44,19,3,9,721,0,0,0,0,0,0,0,0,0,3,0,444,107,264,92,59,102,43,22,3,29,1169
SAL60114,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,48
SAL60115,51,10,4,4,6,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,47,12,57,16,5,4,6,0,0,0,154
SAL60116,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,47,6,4,0,0,0,0,0,0,6,60
SAL60117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL60118,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,53,10,8,0,0,0,0,0,0,3,76
SAL60119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
SAL60120,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,4,27
SAL60121,28,18,17,12,15,0,0,4,98,0,0,0,0,0,0,0,0,0,0,0,42,14,37,17,17,15,18,4,0,6,166
SAL60122,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,52,10,5,0,0,0,0,0,0,0,72
SAL60123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
SAL60124,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,30,7,6,5,0,3,0,0,0,8,55
SAL60125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9
SAL60126,5,0,0,7,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,44,8,7,0,0,10,4,0,0,3,73
SAL60127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7
SAL60128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
SAL60130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL60132,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,0,7,0,0,4,0,0,0,0,45
SAL60133,30,15,16,14,5,4,0,0,93,0,0,0,0,0,0,0,0,0,0,0,23,5,32,20,14,19,6,4,0,4,128
SAL60134,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0,0,0,0,0,3,70
SAL60135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12
SAL60137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6
SAL60138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,3,0,0,0,0,0,0,0,45
SAL60139,4,3,7,5,11,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,44,3,11,3,7,4,16,3,0,7,90
SAL60140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL60141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,15
SAL60142,11,0,3,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,50,14,17,0,3,10,0,6,0,9,102
SAL60143,9,5,4,7,0,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,190,33,15,12,4,7,0,3,0,18,285
SAL60144,0,0,0,9,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,17
SAL60145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
SAL60146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60147,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,4,36
SAL60148,27,10,12,5,6,5,0,3,106,0,0,0,0,0,0,0,0,0,0,0,270,30,47,8,16,5,7,6,0,13,414
SAL60149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11
SAL60150,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,3,0,0,0,27
SAL60151,3,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,18
SAL60152,74,19,24,15,18,3,0,5,194,0,0,0,0,0,0,0,0,0,0,0,68,21,75,20,25,22,18,3,0,12,253
SAL60153,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,17
SAL60154,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,52,8,0,0,0,0,0,0,0,0,62
SAL60155,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,5,0,0,0,0,34
SAL60156,165,77,96,90,59,25,3,16,735,0,0,0,0,0,0,0,0,0,0,3,866,136,189,85,100,106,71,28,3,57,1636
SAL60157,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,61,0,3,0,0,3,0,0,0,3,73
SAL60158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60159,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14
SAL60160,8,4,3,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,147,31,16,8,3,9,3,0,0,14,231
SAL60161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,29
SAL60162,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,55,4,8,0,0,0,0,0,0,0,69
SAL60163,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,20
SAL60164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60165,0,9,0,0,5,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,103,14,0,9,3,0,6,0,0,12,152
SAL60166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,17
SAL60167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11
SAL60168,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,32,11,4,0,0,0,3,0,0,0,55
SAL60169,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,5,6,0,0,0,0,0,0,0,27
SAL60170,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,33
SAL60171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,18
SAL60172,115,50,68,52,60,27,0,4,480,0,0,0,0,0,0,0,0,0,0,4,127,77,130,53,74,58,63,26,0,7,606
SAL60173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,5,13
SAL60174,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,48,3,7,0,0,0,0,0,0,4,62
SAL60175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL60176,30,17,14,13,42,8,10,23,213,0,0,0,0,0,0,0,0,0,0,4,284,33,36,19,23,21,49,10,18,29,516
SAL60177,37,31,32,13,12,11,0,0,187,0,0,0,0,0,0,0,0,0,0,0,193,37,52,31,47,19,21,13,3,4,424
SAL60178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL60179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
SAL60181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6
SAL60182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,19
SAL60184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9
SAL60185,10,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,23,9,4,6,0,0,0,0,0,3,44
SAL60186,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,41
SAL60187,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,32
SAL60188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,3,0,0,0,0,0,34
SAL60189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
SAL60190,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,17
SAL60191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,10
SAL60192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11
SAL60193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,30
SAL60194,0,3,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,114,15,3,7,0,0,0,0,0,17,155
SAL60195,14,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,68,14,14,0,0,3,0,0,0,0,99
SAL60196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9
SAL60197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11
SAL60198,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5
SAL60199,6,0,3,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,113,17,14,0,3,7,0,3,0,4,155
SAL60200,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,6,34
SAL60201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL60202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60204,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0,0,0,0,0,0,0,24
SAL60205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,17
SAL60206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7
SAL60207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,0,0,0,0,0,0,0,0,76
SAL60208,4,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,6,0,0,0,0,35
SAL60209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60211,0,0,3,0,13,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,59,4,3,0,3,3,23,5,0,3,113
SAL60212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL60213,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,13
SAL60214,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,19
SAL60215,5,5,0,0,0,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,148,35,12,7,0,4,3,8,3,12,231
SAL60216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60218,9,0,5,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,20,3,11,4,5,0,4,0,0,0,47
SAL60219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60220,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,0,7,42
SAL60221,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,54,6,4,3,0,0,0,0,0,0,72
SAL60222,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,34
SAL60223,7,3,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,129,18,16,4,0,0,0,4,0,3,178
SAL60224,43,16,23,23,13,8,4,5,176,0,0,0,0,0,0,0,0,0,0,0,248,34,57,24,20,27,13,12,6,4,440
SAL60225,28,7,9,5,6,0,0,6,106,0,0,0,0,0,0,0,0,0,0,0,372,33,33,13,10,8,13,0,0,15,502
SAL60226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,18
SAL60227,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,32
SAL60228,19,10,15,9,7,0,3,0,72,0,0,0,0,0,0,0,0,0,0,0,61,10,32,15,17,4,12,0,3,0,157
SAL60229,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,55,21,5,0,5,0,0,0,0,0,94
SAL60230,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,14
SAL60231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8
SAL60232,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,3,53
SAL60233,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,22
SAL60234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
SAL60235,906,305,324,249,180,49,0,67,2690,0,0,0,0,0,0,0,0,0,12,16,678,392,968,327,342,270,193,49,0,116,3338
SAL60236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL60237,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,39,3,6,0,0,0,0,0,0,4,45
SAL60238,57,26,16,19,34,6,0,3,189,0,0,0,0,0,0,0,0,0,0,0,50,24,57,34,17,16,37,3,0,3,248
SAL60239,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,4,49
SAL60240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL60241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,14
SAL60242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14
SAL60243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL60244,17,4,3,0,3,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,83,25,15,4,3,3,3,0,0,0,140
SAL60245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL60246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9
SAL60247,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,4,0,0,0,18
SAL60248,0,3,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,53,0,0,3,3,4,0,0,0,3,68
SAL60249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
SAL60250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,18
SAL60251,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,7,0,0,0,0,0,32
SAL60252,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,17
SAL60253,4,10,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,198,14,7,13,0,0,0,3,0,9,239
SAL60254,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,46,15,10,0,0,3,4,0,0,0,70
SAL60255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60256,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,25
SAL60257,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,133,8,7,9,0,0,0,0,0,6,168
