SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL10150,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,..,10,17
SAL10151,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,58,8,..,30,58
SAL10152,27,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,67,9,..,36,67
SAL10153,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,0,..,18,48
SAL10154,1108,3357,109,271,630,1559,738,1828,520,1162,519,1033,176,292,75,129,18,41,1309,2661,0,0,3,5,0,0,63,112,65,115,9,14,3231,7974,216,..,3443,7974
SAL10155,1025,3312,14,19,18,60,31,75,0,0,7,10,0,0,0,0,0,0,6,15,0,0,0,0,0,0,8,21,8,21,0,0,1073,3426,45,..,1116,3426
SAL10156,1569,4397,193,357,381,830,577,1182,30,51,0,0,0,0,0,0,6,8,36,60,0,0,0,0,0,0,12,24,12,24,3,5,2190,5672,104,..,2290,5672
SAL10157,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,0,..,8,27
SAL10158,49,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,52,142,14,..,61,142
SAL10159,12,18,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,11,..,17,29
SAL10160,69,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,166,5,..,78,166
SAL10161,32,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,97,3,..,35,97
SAL10162,80,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,88,231,5,..,97,231
SAL10163,2374,5464,925,1575,608,1040,1536,2618,355,527,38,54,88,150,0,0,4,9,487,736,35,49,153,209,0,0,17,31,204,291,50,65,4651,9180,383,..,5036,9180
SAL10164,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,..,6,3
SAL10165,995,2674,686,1583,1157,2812,1844,4397,369,667,800,1322,530,924,88,150,5,12,1788,3078,0,0,14,17,0,0,13,36,26,50,7,10,4662,10205,572,..,5232,10205
SAL10166,129,342,52,129,329,827,378,965,56,80,105,151,137,197,27,51,0,3,324,494,0,0,0,0,0,0,0,0,0,0,0,7,836,1803,138,..,974,1803
SAL10167,278,708,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,713,20,..,297,713
SAL10168,158,449,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,461,13,..,178,461
SAL10169,476,1111,34,38,0,0,34,38,3,5,0,0,0,0,0,0,0,0,3,5,9,5,3,7,3,6,4,3,18,35,15,31,544,1218,150,..,695,1218
SAL10170,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,..,15,34
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10172,49,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,47,133,38,..,86,133
SAL10173,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,..,3,11
SAL10174,275,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,4,279,803,17,..,296,803
SAL10175,939,2587,12,19,11,32,26,54,8,14,0,0,0,0,0,0,18,27,29,44,0,0,0,0,0,0,5,8,5,10,4,4,1006,2696,74,..,1079,2696
SAL10176,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,3,..,25,40
SAL10177,47,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,125,13,..,57,125
SAL10178,1624,4931,13,28,151,398,167,428,0,0,48,56,0,0,0,0,0,5,55,58,0,0,0,0,0,0,0,0,0,0,0,0,1843,5417,45,..,1886,5417
SAL10179,886,2633,78,199,19,59,103,258,11,25,25,55,84,176,0,0,8,12,125,266,0,0,0,0,0,0,31,67,31,67,0,0,1143,3228,59,..,1203,3228
SAL10180,11,15,0,7,26,70,30,71,0,0,0,0,205,413,0,0,0,0,205,413,0,0,0,0,0,0,0,0,0,0,0,0,248,503,22,..,279,503
SAL10181,3467,12393,186,594,980,3149,1160,3740,501,1123,3355,8452,1848,4598,1226,3419,93,251,7025,17844,0,0,0,0,0,0,134,361,134,361,42,110,11827,34449,1198,..,13033,34449
SAL10182,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,..,8,11
SAL10183,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,56,25,..,51,56
SAL10184,63,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,152,17,..,85,152
SAL10185,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,5,..,17,20
SAL10186,4137,11190,1896,3467,495,1016,2390,4481,168,261,49,57,0,0,0,0,8,21,225,334,0,0,0,0,3,0,0,0,3,0,4,0,6754,16004,382,..,7135,16004
SAL10187,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,0,..,16,33
SAL10188,212,598,3,8,112,293,117,299,124,218,95,111,0,0,0,0,0,0,218,330,0,0,0,0,0,0,0,0,0,0,0,0,547,1231,109,..,654,1231
SAL10189,69,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,121,64,..,134,121
SAL10190,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,..,15,16
SAL10191,309,713,5,3,4,3,7,7,6,10,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,6,5,6,5,6,26,337,771,24,..,367,771
SAL10192,0,0,0,0,0,4,0,4,0,0,0,0,14,26,113,201,0,0,128,231,0,0,0,0,0,0,0,0,0,0,0,0,133,230,111,..,239,230
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,3,6,0,..,3,6
SAL10194,1133,3797,8,22,89,239,95,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,4062,25,..,1263,4062
SAL10195,1388,4870,72,228,175,583,248,814,0,5,0,0,0,0,0,0,36,105,40,110,0,0,0,0,0,0,0,0,0,0,3,5,1677,5795,89,..,1769,5795
SAL10196,700,2072,24,46,33,88,54,137,3,10,28,44,0,0,0,0,9,15,39,73,0,0,0,0,0,0,17,29,17,29,0,0,812,2312,52,..,865,2312
SAL10197,534,1694,123,269,106,287,225,557,48,49,0,0,0,0,0,0,6,18,55,68,0,0,0,0,0,0,0,4,0,4,0,0,816,2326,38,..,855,2326
SAL10198,196,434,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,205,442,35,..,238,442
SAL10199,1433,4204,98,150,0,0,98,150,19,18,0,0,0,0,0,0,8,16,21,36,0,0,50,60,0,0,0,9,53,62,7,9,1612,4460,71,..,1681,4460
SAL10200,610,1324,82,102,0,6,81,106,16,16,0,0,0,0,0,0,0,0,16,16,5,12,11,11,0,0,9,20,22,40,5,9,729,1489,178,..,910,1489
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10202,80,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,81,191,6,..,88,191
SAL10203,163,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,8,10,11,0,0,169,399,47,..,221,399
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10205,628,1695,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,631,1707,23,..,646,1707
SAL10206,698,1680,67,92,0,0,67,92,22,25,0,0,0,0,0,0,0,0,22,25,3,4,0,0,0,4,0,0,9,7,0,4,794,1813,109,..,896,1813
SAL10207,636,1235,11,17,0,0,11,17,9,13,0,0,0,0,0,0,0,0,9,13,3,6,0,5,0,0,0,6,9,16,0,0,665,1276,141,..,807,1276
SAL10208,2083,5454,8,12,20,46,27,58,236,388,15,36,0,0,0,0,4,5,251,425,0,0,0,0,0,0,0,0,0,0,0,3,2362,5944,119,..,2486,5944
SAL10209,177,522,5,9,28,82,34,89,16,39,0,0,0,0,0,0,0,0,16,39,54,63,0,0,0,0,0,0,57,67,0,4,286,713,27,..,307,713
SAL10210,58,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,147,7,..,65,147
SAL10211,43,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,87,37,..,79,87
SAL10212,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,..,9,9
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10214,80,206,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,212,38,..,120,212
SAL10215,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,..,11,14
SAL10216,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,13,32,5,..,16,32
SAL10217,167,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,172,416,20,..,196,416
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10219,64,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,145,8,..,70,145
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10221,50,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,139,10,..,61,139
SAL10222,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,10,..,20,23
SAL10223,609,1488,23,52,3,7,29,54,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,641,1551,105,..,743,1551
SAL10224,2146,7462,191,566,414,1435,607,1999,162,271,40,96,0,0,0,7,37,118,239,488,0,0,0,0,0,0,12,24,12,24,5,18,3010,9993,201,..,3212,9993
SAL10225,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,..,4,8
SAL10226,37,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,92,9,..,44,92
SAL10227,3834,10391,307,422,256,492,567,914,449,733,0,0,0,0,0,0,0,9,454,743,16,19,0,0,0,0,4,6,16,26,0,5,4874,12075,325,..,5204,12075
SAL10228,597,1344,57,100,70,139,127,239,139,198,0,0,0,0,0,0,5,6,141,202,12,25,8,14,0,0,0,4,25,43,9,13,895,1847,315,..,1210,1847
SAL10229,344,782,84,120,45,74,130,193,291,437,26,28,31,39,0,0,0,0,346,507,22,36,21,24,0,0,0,0,46,63,7,13,869,1554,280,..,1146,1554
SAL10230,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,42,0,..,18,42
SAL10231,1709,3769,820,1406,233,365,1050,1761,648,984,9,8,0,0,0,0,3,6,661,993,23,39,0,0,11,18,14,34,50,95,9,22,3491,6640,517,..,4005,6640
SAL10232,532,1209,16,14,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,10,0,0,551,1236,64,..,620,1236
SAL10233,9398,29348,318,647,1348,3648,1665,4292,270,542,489,1124,552,1279,74,179,67,175,1445,3288,0,0,0,0,0,0,0,0,0,0,12,18,12518,36948,640,..,13155,36948
SAL10234,99,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,270,9,..,107,270
SAL10235,376,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,10,4,8,384,844,371,..,753,844
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10237,906,2597,30,63,350,558,375,621,229,293,79,101,0,0,0,0,8,18,315,418,0,0,7,9,0,0,0,0,7,9,3,13,1608,3659,164,..,1774,3659
SAL10238,2179,7080,30,66,108,289,133,355,92,204,0,0,0,0,0,0,31,76,126,281,0,0,0,0,0,0,0,0,0,0,6,14,2434,7731,94,..,2534,7731
SAL10239,85,242,101,226,117,301,215,522,32,83,96,190,49,74,0,0,3,15,179,357,0,0,0,0,0,0,0,13,0,13,7,10,486,1142,60,..,548,1142
SAL10240,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,60,3,..,36,60
SAL10241,22,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,70,15,..,36,70
SAL10242,48,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,134,29,..,80,134
SAL10243,2583,8982,0,3,21,52,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605,9040,53,..,2654,9040
SAL10244,43,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,47,119,12,..,61,119
SAL10245,81,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,190,4,..,85,190
SAL10246,14,45,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,10,..,26,49
SAL10247,50,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,131,7,..,58,131
SAL10248,315,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,318,890,18,..,336,890
SAL10249,2785,8679,49,101,132,327,182,426,125,201,31,81,293,669,0,0,10,26,462,981,0,0,0,0,0,0,4,10,4,10,13,19,3449,10116,169,..,3614,10116
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10251,135,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,135,367,9,..,143,367
SAL10252,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0,..,15,32
SAL10253,1836,4490,162,222,23,37,187,262,51,63,0,0,0,0,0,0,7,10,60,72,0,0,12,13,4,3,3,13,26,36,3,13,2110,4868,177,..,2293,4868
SAL10254,44,127,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,48,133,12,..,54,133
SAL10255,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,7,..,17,30
SAL10256,55,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,118,19,..,74,118
SAL10257,1500,4711,277,612,255,729,533,1344,92,144,60,121,58,118,0,0,13,24,220,404,0,0,0,0,0,0,13,24,13,24,8,17,2274,6495,138,..,2409,6495
SAL10258,48,163,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,47,174,11,..,64,174
SAL10259,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,..,11,12
SAL10260,49,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,120,3,..,50,120
SAL10261,172,559,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,562,9,..,183,562
SAL10262,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50,4,..,26,50
SAL10263,2037,7098,3,4,383,1199,393,1206,0,0,0,0,0,4,34,58,0,11,35,67,0,0,0,0,0,0,0,0,0,0,0,6,2462,8372,185,..,2649,8372
SAL10264,885,2298,242,457,436,997,676,1455,80,124,80,120,0,0,0,3,4,5,171,253,0,0,0,0,0,0,7,7,7,7,3,5,1735,4020,81,..,1816,4020
SAL10265,52,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,120,0,..,55,120
SAL10266,107,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,0,0,108,261,26,..,139,261
SAL10267,58,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,130,22,..,77,130
SAL10268,771,2155,66,149,0,0,67,148,0,3,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,5,0,5,0,0,844,2314,51,..,893,2314
SAL10269,298,764,5,8,0,0,5,8,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,307,778,24,..,330,778
SAL10270,125,307,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,135,321,21,..,155,321
SAL10271,1401,4508,58,142,122,318,171,459,296,661,1210,2464,950,1838,133,225,13,36,2610,5219,0,0,0,0,0,0,16,27,16,27,6,22,4213,10234,467,..,4676,10234
SAL10272,37,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,86,3,..,43,86
SAL10273,1470,3682,70,90,15,23,81,116,9,14,0,0,0,0,0,6,5,6,10,25,10,14,0,0,4,3,3,4,13,24,10,20,1586,3863,101,..,1683,3863
SAL10274,47,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,122,3,..,51,122
SAL10275,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,12,..,24,36
SAL10276,2228,5550,305,463,117,212,422,677,182,284,73,116,200,320,23,30,21,37,499,785,3,3,54,70,0,0,24,65,86,136,14,25,3245,7169,214,..,3460,7169
SAL10277,2079,5667,141,231,82,172,229,404,34,49,0,0,0,0,0,0,8,16,37,57,0,0,0,0,0,0,9,9,9,9,0,0,2348,6137,100,..,2455,6137
SAL10278,353,872,36,55,32,58,65,111,19,23,0,0,0,0,0,0,0,0,19,23,35,51,8,12,0,0,0,0,33,63,3,5,486,1080,31,..,516,1080
SAL10279,2211,6949,150,376,325,879,476,1256,1568,3330,378,812,447,965,0,0,56,162,2445,5266,0,0,0,0,0,0,15,49,15,49,3,14,5151,13533,460,..,5611,13533
SAL10280,103,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,264,13,..,110,264
SAL10281,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,..,6,17
SAL10282,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,..,5,3
SAL10283,2333,7286,50,70,237,517,284,589,284,404,29,37,4,10,0,0,10,16,331,465,0,0,0,0,0,0,0,0,0,0,3,4,2949,8351,170,..,3119,8351
SAL10284,249,576,3,4,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,250,578,55,..,311,578
SAL10285,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,76,12,..,43,76
SAL10286,56,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,58,130,19,..,77,130
SAL10287,44,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,39,0,0,0,0,30,41,0,0,78,165,9,..,91,165
SAL10288,62,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,3,0,0,68,163,110,..,177,163
SAL10289,210,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,9,217,494,58,..,271,494
SAL10290,58,117,12,23,0,4,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,140,12,..,80,140
SAL10291,80,233,10,16,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,251,8,..,100,251
SAL10292,38,99,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,109,21,..,63,109
SAL10293,48,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,140,0,..,48,140
SAL10294,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,..,3,16
SAL10295,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,..,4,0
SAL10296,25,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,73,0,..,25,73
SAL10297,841,2457,0,0,5,8,5,8,3,0,0,0,0,0,0,0,5,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,853,2476,31,..,883,2476
SAL10298,88,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,226,4,..,89,226
SAL10299,1746,5778,24,70,320,1057,344,1126,325,709,275,676,98,197,0,0,36,132,739,1711,0,0,0,0,0,0,36,104,34,106,6,9,2869,8722,225,..,3093,8722
SAL10300,37,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,112,7,..,43,112
SAL10301,1229,2949,102,161,11,22,111,180,5,4,7,13,0,0,0,0,12,19,24,36,0,0,0,0,0,0,0,0,0,0,0,10,1369,3176,82,..,1450,3176
SAL10302,69,178,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,189,11,..,79,189
SAL10303,2671,7095,25,39,63,116,85,160,225,329,33,56,0,0,0,0,19,49,269,436,0,0,0,0,0,0,0,0,0,0,0,0,3026,7689,124,..,3150,7689
SAL10304,2914,8209,57,109,55,114,107,227,216,282,0,0,0,0,0,0,9,15,225,298,0,0,0,0,0,0,3,8,3,8,8,14,3258,8745,123,..,3379,8745
SAL10305,308,1020,9,31,0,0,9,31,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,321,1064,15,..,340,1064
SAL10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,3,0
