SAL_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
SAL10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL10002,34,0,0,0,0,34,7,0,0,0,0,7,12,0,0,0,0,12,6,0,0,0,0,6,15,0,0,0,0,11,47,0,0,0,0,47,40,0,0,0,0,40,78,0,0,0,0,78,56,0,0,0,0,56,96,0,0,0,0,96,58,0,0,0,0,58,38,0,0,0,0,39,498,5,0,0,0,499
SAL10003,9,3,16,0,0,31,6,0,3,0,0,11,0,4,0,0,0,3,4,0,5,0,0,12,3,0,0,0,0,11,6,9,19,0,0,28,12,5,18,0,0,33,23,11,25,0,0,54,13,6,35,0,0,59,24,21,44,0,0,95,87,30,48,0,0,170,15,3,15,0,0,34,206,97,234,0,0,536
SAL10004,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,30,0,0,0,0,30,42,0,0,0,0,43,46,0,0,0,0,49,17,0,0,0,0,17,15,0,0,0,0,15,3,0,0,0,0,3,8,0,0,0,0,8,187,3,0,0,0,188
SAL10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10006,12,0,0,0,0,15,7,0,0,0,0,7,7,0,0,0,0,7,8,4,0,0,0,14,26,0,0,0,0,26,80,9,0,0,0,92,86,3,0,0,0,92,49,0,0,0,0,48,15,0,0,0,0,15,7,0,0,0,0,7,3,0,0,0,0,3,23,0,0,0,0,22,316,19,0,0,0,340
SAL10007,8,0,0,0,0,8,8,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,14,15,0,0,0,0,15,70,0,0,0,0,70,70,0,0,0,0,70,50,0,0,0,0,54,17,0,0,0,0,17,10,0,0,0,0,8,9,0,0,0,0,9,21,0,0,0,0,21,297,0,0,0,0,298
SAL10008,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL10009,28,0,0,0,0,28,9,0,0,0,0,9,3,0,0,0,0,8,12,0,0,0,0,12,15,0,0,0,0,19,86,8,0,0,0,100,185,12,0,0,0,195,325,0,0,0,0,325,128,0,0,0,0,128,68,0,0,0,0,68,29,0,0,0,0,29,55,0,0,0,0,55,949,22,0,0,0,970
SAL10010,23,0,0,0,0,23,8,0,0,0,0,6,12,0,0,0,0,12,13,0,0,0,0,13,32,0,0,0,0,29,91,3,0,0,0,94,84,0,0,0,0,84,65,0,0,0,0,62,16,0,0,0,0,17,17,0,0,0,0,17,4,0,0,0,0,4,19,0,0,0,0,19,372,6,3,0,0,383
SAL10011,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,20,0,0,0,0,20,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,62,0,0,0,0,59
SAL10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL10014,25,0,0,0,0,20,9,0,0,0,0,11,6,0,0,0,0,6,9,0,0,0,0,10,15,0,0,0,0,16,54,0,0,0,0,58,40,3,0,0,0,49,103,26,0,0,0,136,103,29,0,0,0,126,120,11,0,0,0,126,64,5,0,0,0,71,29,8,0,0,0,34,564,81,0,0,0,654
SAL10015,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SAL10016,26,3,0,0,0,33,17,0,0,0,0,18,7,0,0,0,0,11,16,0,0,0,0,16,25,4,0,0,0,34,51,9,17,0,0,88,81,11,20,0,0,113,124,18,10,0,0,148,123,11,4,0,0,137,81,0,5,0,0,87,61,0,5,0,0,65,36,6,3,0,0,43,653,66,66,0,0,785
SAL10017,28,0,0,0,0,32,15,0,0,0,0,15,9,0,0,0,0,9,16,0,0,0,0,16,18,0,0,0,0,18,55,0,0,0,0,56,77,5,0,0,0,84,191,7,0,0,0,197,143,0,0,0,0,147,130,3,4,0,0,134,54,0,0,0,0,56,33,0,0,0,0,34,774,20,8,0,0,801
SAL10018,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,10,0,0,0,0,10,16,0,0,0,0,18,36,0,0,0,0,40,17,0,0,0,0,17,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,112,0,0,0,0,118
SAL10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3
SAL10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL10021,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,12,0,0,0,0,12,7,0,0,0,0,7,22,0,0,0,0,22,10,0,0,0,0,10,21,0,0,0,0,21,27,0,0,0,0,27,10,0,0,0,0,10,126,0,0,0,0,126
SAL10022,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,6,0,0,0,0,8,25,0,0,0,0,31,48,0,0,0,0,48,47,0,0,0,0,47,11,0,0,0,0,15,3,0,0,0,0,4,3,0,0,0,0,3,160,0,6,0,0,168
SAL10023,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL10024,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SAL10025,63,7,0,0,0,69,31,8,0,0,0,35,38,4,0,0,0,39,53,0,0,0,0,53,47,6,0,0,0,53,211,12,0,0,0,228,291,39,0,0,0,333,614,80,4,0,0,700,349,25,0,0,0,375,209,10,0,0,0,222,55,5,0,0,0,57,119,12,0,0,0,130,2083,214,11,0,0,2312
SAL10026,31,10,0,0,0,36,12,8,0,0,0,15,9,0,0,0,0,8,25,6,0,0,0,30,43,3,0,0,0,47,104,23,0,0,0,126,136,27,5,0,0,168,249,29,0,0,0,279,93,8,0,0,0,98,54,4,0,0,0,61,15,3,0,0,0,15,46,8,0,0,0,52,818,127,5,0,0,946
SAL10027,22,5,0,0,0,30,12,4,0,0,0,11,7,0,0,0,0,11,13,8,0,0,0,22,12,4,0,0,0,17,63,6,0,0,0,74,74,9,0,0,0,75,84,8,6,0,0,98,40,3,0,0,0,44,44,4,0,0,0,45,24,0,0,0,0,24,23,4,0,0,0,29,424,54,3,0,0,485
SAL10028,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,17,0,0,0,0,17,26,0,0,0,0,26,14,0,0,0,0,14,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,93,0,0,0,0,93
SAL10029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,12,0,0,0,0,12
SAL10030,3,21,27,0,0,55,0,4,5,0,0,15,0,3,4,0,0,7,5,4,12,0,0,14,0,3,6,0,0,15,11,24,62,0,0,101,0,20,88,0,0,120,3,53,191,3,0,245,9,43,207,0,0,256,18,85,189,0,0,293,52,186,120,7,0,361,7,27,31,0,0,64,107,469,954,10,0,1548
SAL10031,24,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,9,10,0,0,0,0,10,36,0,0,0,0,36,25,0,0,0,0,25,64,5,0,0,0,64,54,0,0,0,0,54,82,0,0,0,0,82,91,0,0,0,0,91,22,0,0,0,0,24,421,3,0,0,0,428
SAL10032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,12
SAL10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL10036,37,0,5,0,0,46,12,0,0,0,0,12,9,0,0,0,0,9,9,0,0,0,0,10,16,0,0,0,0,20,43,0,0,0,0,50,43,0,0,0,0,50,81,3,11,0,0,97,78,0,3,0,0,80,171,5,0,0,0,179,385,7,3,0,0,401,47,0,0,0,0,55,950,22,29,0,3,1002
SAL10037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16
SAL10038,4,0,21,0,0,34,0,0,8,0,0,11,0,0,5,0,0,5,0,0,7,0,0,12,4,0,13,0,0,17,6,0,36,0,0,44,9,0,51,0,0,61,8,3,114,0,0,127,13,3,73,0,0,85,22,7,35,0,0,70,24,4,9,0,0,32,10,0,17,0,0,27,106,21,391,0,0,518
SAL10039,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3
SAL10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SAL10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,32,0,0,0,0,32
SAL10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL10043,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL10044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,13
SAL10045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,52,0,0,0,0,52
SAL10046,33,4,0,0,0,34,6,0,0,0,0,9,12,8,0,0,0,17,16,8,0,0,0,19,33,0,0,0,0,37,81,20,0,0,0,102,88,20,0,0,0,107,120,9,0,0,0,133,62,4,0,0,0,68,41,0,0,0,0,38,26,0,4,0,0,32,40,4,0,0,0,47,561,82,4,0,0,642
SAL10047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL10049,34,0,0,0,0,34,13,0,0,0,0,13,6,0,3,0,0,10,17,0,0,0,0,17,24,0,0,0,0,27,112,6,4,0,0,124,105,14,5,0,0,127,184,10,3,0,0,198,91,0,0,0,0,92,44,0,0,0,0,42,26,0,0,0,0,26,45,0,3,0,0,51,696,40,22,0,0,751
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8
SAL10056,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL10059,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,9,0,0,0,27
SAL10060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,34,0,0,0,0,33
SAL10061,24,0,0,0,0,24,0,0,0,0,0,8,9,5,0,0,0,11,21,0,0,0,0,22,18,4,0,0,0,21,61,7,0,0,0,71,69,17,0,0,0,85,104,15,3,0,0,125,46,0,0,0,0,52,29,0,0,0,0,29,13,0,0,0,0,16,21,3,0,0,0,29,415,55,0,3,0,476
SAL10062,20,27,7,0,0,53,3,4,0,0,0,8,0,5,0,0,0,6,5,12,3,0,0,20,3,10,7,0,0,22,14,38,17,0,0,70,6,18,15,0,0,41,32,57,38,0,0,122,11,51,38,0,0,106,48,131,33,0,0,214,144,277,26,3,0,452,24,37,7,0,0,65,311,668,190,5,0,1169
SAL10063,11,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,16,0,0,0,0,16,7,0,0,0,0,7,18,0,0,0,0,18,11,0,0,0,0,11,21,0,0,0,0,21,44,0,0,0,0,47,22,0,0,0,0,22,152,0,3,0,0,157
SAL10064,7,0,0,0,0,6,6,0,0,0,0,6,10,0,0,0,0,10,9,0,0,0,0,9,17,0,0,0,0,17,34,0,0,0,0,34,43,0,0,0,0,43,105,5,0,0,0,105,140,4,0,0,0,147,96,0,0,0,0,96,35,0,0,0,0,35,33,0,0,0,0,36,533,5,0,0,0,538
SAL10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,17
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10070,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,8,13,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,52
SAL10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10073,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,15,0,0,0,0,15,14,0,0,0,0,19,8,0,0,0,0,11,28,0,0,0,0,28,58,0,0,0,0,56,19,0,0,0,0,19,165,0,3,0,0,169
SAL10074,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,11,0,0,0,0,11,39,0,0,0,0,39,46,0,0,0,0,50,51,0,0,0,0,55,16,0,0,0,0,15,15,0,0,0,0,15,10,0,0,0,0,10,21,0,0,0,0,21,235,5,0,0,0,238
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,23
SAL10077,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,32,0,0,0,0,32
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL10079,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,17,0,0,0,0,17,28,0,0,0,0,28,49,4,0,0,0,51,31,0,0,0,0,34,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,170,3,0,0,0,168
