SAL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
SAL10146,19,40,30,10,30,6,0,132,13,36,24,12,35,0,0,115,4,16,20,10,28,8,0,93,4,0,3,4,9,0,0,18,140,217,136,76,220,30,0,826
SAL10147,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,8,5,4,6,0,0,35
SAL10148,7,18,20,7,0,0,0,52,3,10,6,11,8,0,0,35,3,0,5,0,0,0,0,14,0,4,0,0,0,0,0,0,42,88,59,30,29,0,0,249
SAL10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,19
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,10
SAL10151,3,4,4,0,0,0,0,8,0,5,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,0,8,3,0,49
SAL10152,6,3,3,0,3,0,0,12,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,20,8,3,14,3,0,53
SAL10153,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,4,16,0,37
SAL10154,173,371,161,76,117,21,0,921,98,213,144,48,132,19,0,665,90,125,91,43,132,8,0,493,28,37,15,14,63,4,0,154,1495,2125,952,520,1108,162,12,6367
SAL10155,90,186,96,46,33,11,0,457,53,94,73,36,43,8,0,311,25,31,27,19,21,3,0,131,13,27,7,4,26,0,0,80,645,845,432,264,374,47,0,2605
SAL10156,121,235,144,78,136,17,0,737,66,162,130,83,173,26,0,641,59,105,69,71,137,12,0,451,12,24,18,7,53,9,0,120,932,1355,711,496,984,157,5,4638
SAL10157,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,3,0,0,19
SAL10158,6,5,7,0,5,3,0,23,0,4,3,3,6,4,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,13,31,14,14,13,20,0,110
SAL10159,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,4,0,0,23
SAL10160,3,8,0,4,0,4,0,23,5,9,4,0,4,6,0,38,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,5,19,29,7,23,14,32,0,134
SAL10161,0,12,4,5,0,0,0,24,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,8,11,15,5,0,79
SAL10162,10,10,0,0,6,6,0,33,4,7,8,3,5,4,0,33,0,4,0,3,6,0,0,12,0,0,0,0,0,0,0,4,26,64,27,13,28,30,0,185
SAL10163,224,422,157,80,298,73,0,1260,200,408,230,174,456,117,0,1577,157,235,172,136,435,121,0,1255,67,76,51,29,491,169,0,903,1521,2172,982,645,2553,755,3,8633
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10165,266,528,227,77,192,53,3,1341,185,366,198,67,174,43,4,1034,66,169,85,30,134,42,0,526,28,33,8,0,44,45,0,165,1966,3123,1181,554,1346,418,26,8610
SAL10166,46,102,44,19,30,16,0,254,35,74,40,18,41,8,0,216,25,43,25,13,9,4,0,117,6,3,3,0,16,0,0,30,373,555,215,109,222,70,3,1545
SAL10167,23,47,22,11,22,0,0,116,5,15,25,11,22,4,0,82,7,10,4,7,12,0,0,38,0,0,0,0,10,0,0,11,128,167,98,53,142,20,0,596
SAL10168,12,33,12,8,14,4,0,97,4,15,13,4,8,0,0,42,3,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,88,110,60,37,67,28,0,387
SAL10169,36,62,31,18,45,25,0,217,18,35,21,23,54,27,0,180,4,15,10,11,26,14,0,84,5,3,0,4,17,12,0,44,151,237,124,101,288,153,0,1055
SAL10170,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,5,6,4,0,0,29
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10172,4,10,8,8,0,0,0,23,5,4,4,10,3,0,0,24,0,6,0,9,0,0,0,12,0,0,0,0,0,0,0,4,22,27,15,36,14,0,0,115
SAL10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3
SAL10174,13,48,36,18,18,5,0,136,12,30,20,25,15,3,0,111,4,15,11,8,12,0,0,42,6,5,0,3,8,0,0,17,103,208,112,85,121,23,0,649
SAL10175,44,130,54,30,35,31,0,334,45,94,41,28,47,24,0,276,13,23,14,11,28,11,5,106,6,6,4,0,44,5,0,66,408,707,304,205,337,199,4,2153
SAL10176,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,9,0,7,9,3,0,36
SAL10177,0,4,0,3,3,0,0,15,0,6,4,4,0,0,0,10,0,4,0,0,4,0,0,5,3,0,0,0,4,0,0,7,15,41,16,14,21,4,0,96
SAL10178,83,281,164,70,90,13,4,693,77,263,179,114,145,15,0,796,39,58,32,37,86,16,3,274,18,16,10,6,72,43,0,160,890,1378,758,427,878,116,9,4452
SAL10179,54,99,52,38,117,14,0,374,52,60,44,31,111,12,0,317,39,51,28,21,76,8,0,217,10,8,11,0,36,4,0,75,502,678,327,208,858,118,4,2696
SAL10180,4,9,3,0,10,0,0,22,5,5,0,3,10,9,0,22,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,90,98,27,22,124,78,0,445
SAL10181,440,692,381,357,1592,305,18,3793,294,421,253,217,1040,234,21,2475,155,188,92,71,602,208,5,1319,56,47,16,20,347,216,0,692,3796,4491,2180,2279,12316,2875,87,28034
SAL10182,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11
SAL10183,4,3,6,0,0,0,0,17,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,8,9,9,0,0,53
SAL10184,6,3,7,6,0,4,0,29,3,4,6,3,4,4,0,20,3,3,3,0,3,4,0,20,3,0,0,0,0,0,0,4,22,35,19,13,22,15,0,124
SAL10185,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,3,6,0,0,0,17
SAL10186,352,673,347,162,438,59,3,2041,273,598,433,299,606,53,5,2265,223,407,270,189,732,111,0,1930,98,99,58,67,503,94,0,919,2616,3601,1904,1186,3768,666,14,13755
SAL10187,0,3,0,0,3,0,0,9,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,7,6,3,5,7,6,0,0,34
SAL10188,40,60,32,10,28,10,0,179,22,30,25,16,8,0,0,110,7,15,8,7,16,3,0,63,3,0,0,0,8,0,0,16,287,331,134,74,201,55,0,1080
SAL10189,0,10,4,0,0,4,0,22,0,5,3,3,0,4,0,21,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,10,33,9,16,8,24,0,107
SAL10190,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,17
SAL10191,20,25,10,11,30,14,0,122,8,29,17,6,40,17,0,121,8,10,10,4,31,14,0,70,6,6,0,0,15,5,0,36,103,127,60,51,204,99,5,656
SAL10192,6,9,3,0,5,3,0,32,0,0,3,0,3,3,0,13,0,5,0,0,0,7,0,10,0,0,0,0,0,0,0,0,41,56,23,6,47,36,10,218
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL10194,103,251,153,73,87,7,0,671,59,112,82,53,71,4,0,376,19,35,16,11,33,3,0,126,0,3,3,0,49,0,0,61,781,1018,517,295,691,52,3,3367
SAL10195,28,65,32,34,117,16,5,304,16,24,17,15,57,8,8,140,3,0,3,0,21,0,0,33,0,0,0,0,10,0,0,8,568,876,446,446,1437,215,9,3999
SAL10196,44,93,41,51,65,9,0,310,19,67,46,33,43,7,0,219,15,30,22,30,42,3,0,140,14,13,9,6,29,0,0,64,377,553,246,230,471,53,0,1940
SAL10197,42,100,48,21,83,14,0,307,33,53,49,27,87,10,0,257,13,15,22,11,68,8,0,147,13,6,0,5,14,11,0,50,374,480,258,139,554,98,0,1901
SAL10198,7,19,10,10,21,0,0,72,9,6,8,13,29,7,0,67,3,7,3,3,11,5,0,26,4,0,0,0,4,0,0,16,71,83,47,46,94,32,0,374
SAL10199,67,178,102,78,110,24,0,564,48,120,83,76,141,21,0,485,25,62,53,41,100,18,0,295,7,14,7,5,38,5,0,75,644,975,521,433,838,147,0,3566
SAL10200,53,74,40,38,56,18,4,284,35,80,36,43,78,16,0,286,12,24,24,31,75,21,0,181,14,7,5,9,54,14,0,104,220,331,164,164,371,96,4,1350
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,6,16,10,5,0,0,0,38,3,11,15,0,5,0,0,35,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,26,56,32,21,13,8,0,157
SAL10203,5,17,7,5,26,6,0,67,4,11,9,8,13,4,0,55,4,4,0,0,12,4,0,25,0,0,0,0,3,0,0,7,55,69,42,37,88,29,0,319
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,35,90,35,26,54,3,0,240,24,37,20,32,67,0,0,182,8,8,5,0,20,0,0,54,5,0,4,0,3,0,0,14,274,426,170,129,371,19,0,1382
SAL10206,38,84,38,30,50,22,0,263,33,65,58,43,72,20,0,291,20,26,22,24,38,8,0,137,4,3,8,4,18,3,0,39,293,407,226,172,343,108,0,1540
SAL10207,43,74,28,21,47,17,0,234,16,58,30,38,83,13,0,245,18,30,19,36,79,17,0,192,4,5,0,4,34,10,0,61,153,282,139,123,355,96,0,1152
SAL10208,92,180,106,115,224,34,0,758,61,172,113,87,233,25,0,687,36,83,62,45,154,31,0,423,18,22,11,4,71,10,0,135,836,1228,604,507,1452,248,9,4883
SAL10209,13,28,22,3,32,5,0,112,14,22,16,17,28,5,0,108,3,8,3,4,15,0,0,40,0,0,8,0,8,4,0,14,117,155,80,60,163,33,0,598
SAL10210,4,7,4,3,0,0,0,21,5,5,3,6,11,0,0,28,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,10,32,12,22,29,13,0,112
SAL10211,0,10,3,0,7,0,0,14,7,12,3,3,4,3,0,28,0,0,4,0,7,0,0,12,0,4,0,0,0,0,0,4,13,29,17,10,19,3,0,85
SAL10212,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,4,17,8,4,0,0,0,38,5,16,4,5,6,3,0,35,0,0,3,6,0,4,0,13,0,0,0,0,0,0,0,0,32,76,35,20,17,17,3,200
SAL10215,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,3,0,12
SAL10216,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,4,7,4,5,31
SAL10217,12,14,26,6,11,0,0,66,13,18,18,13,20,6,0,82,8,11,13,8,15,3,0,62,0,3,0,0,5,3,0,8,64,88,69,45,65,23,0,359
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,3,6,9,3,6,0,0,34,7,5,0,0,4,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,34,16,11,26,11,0,118
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL10221,0,9,6,4,4,4,0,23,0,6,3,0,5,0,0,15,0,0,0,0,5,0,0,7,0,0,0,0,5,0,0,6,23,20,22,6,23,10,0,108
SAL10222,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,16
SAL10223,31,85,38,20,45,16,0,246,15,46,46,33,52,9,0,200,8,22,14,27,47,17,0,135,8,5,3,0,34,0,0,56,216,346,181,147,337,77,0,1309
SAL10224,113,215,147,129,414,102,3,1122,85,135,94,76,324,96,3,810,36,89,51,40,199,62,0,486,19,33,10,15,105,45,0,221,1058,1309,700,725,3128,859,17,7796
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL10226,3,6,0,0,0,0,0,7,0,5,5,6,3,5,0,19,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,11,20,14,8,15,8,0,76
SAL10227,242,485,297,161,273,56,0,1519,184,398,253,172,402,64,0,1472,113,166,96,108,378,111,0,973,53,48,33,11,296,158,0,606,1814,2703,1380,973,2483,671,8,10035
SAL10228,45,97,62,26,64,19,0,318,34,82,45,40,100,22,0,327,20,46,35,24,67,9,0,203,12,7,0,5,71,9,0,95,273,428,222,148,516,145,0,1736
SAL10229,35,76,25,17,73,18,0,242,44,61,29,11,94,15,0,261,14,32,16,21,87,32,0,206,11,8,6,0,32,7,0,69,241,352,132,93,486,159,0,1469
SAL10230,0,4,3,5,0,0,0,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,4,8,0,39
SAL10231,161,293,115,67,188,60,5,890,94,216,115,84,222,38,0,774,60,103,78,50,240,43,0,574,33,33,19,12,183,23,0,299,1225,1731,631,399,1817,441,20,6260
SAL10232,30,54,29,22,41,8,0,192,31,47,30,26,51,10,0,195,13,18,13,6,42,10,0,99,4,6,6,5,20,0,0,48,164,285,124,106,289,79,0,1049
SAL10233,575,1306,736,447,687,107,24,3875,355,913,707,506,785,90,40,3395,240,450,302,258,679,85,6,2015,78,75,55,32,437,31,3,713,5672,8442,4471,3111,6756,822,98,29376
SAL10234,4,15,7,6,6,0,0,43,8,3,18,8,7,4,0,38,3,0,4,4,0,0,0,13,0,0,0,0,0,0,0,6,42,61,46,32,35,12,0,221
SAL10235,41,64,42,29,18,14,0,201,22,38,25,40,28,6,0,163,8,12,12,15,23,5,0,83,3,0,0,0,9,0,0,10,143,223,125,108,97,45,4,746
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,84,211,99,57,63,27,0,540,83,171,134,58,141,21,0,610,88,145,95,57,195,43,0,622,41,35,13,13,153,36,0,298,672,896,501,289,758,180,3,3298
SAL10238,179,382,206,111,142,14,3,1039,106,184,139,71,119,21,3,645,54,104,74,62,110,16,0,422,17,42,13,7,61,17,0,161,1430,1841,946,531,1229,188,13,6175
SAL10239,17,34,11,8,21,0,0,94,13,13,5,0,15,0,0,51,0,3,0,0,10,0,0,14,0,0,0,0,3,0,0,3,290,366,85,45,170,28,6,997
SAL10240,4,5,0,5,6,9,0,16,0,0,0,6,0,0,0,10,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,5,15,9,9,8,10,0,54
SAL10241,0,8,0,0,0,0,0,6,0,0,0,4,0,0,0,8,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,10,19,11,11,6,0,0,50
SAL10242,11,8,6,8,5,0,0,35,3,7,13,11,0,3,0,41,3,3,3,4,0,0,0,14,0,0,0,0,0,0,0,4,22,24,27,27,18,7,0,119
SAL10243,149,338,172,123,201,14,4,1007,62,153,96,72,153,15,9,551,34,62,44,31,90,8,3,266,9,3,4,0,24,3,0,45,1577,2026,964,672,1628,128,16,7007
SAL10244,3,4,3,0,10,0,0,19,0,4,5,6,7,0,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,26,9,13,25,3,0,94
SAL10245,5,12,8,3,4,0,0,43,4,9,3,0,0,4,0,14,5,3,0,4,3,0,0,13,0,0,0,0,0,0,0,4,36,48,19,17,26,4,0,161
SAL10246,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,12,0,0,34
SAL10247,0,5,6,0,0,8,0,22,0,4,5,0,0,0,0,13,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,4,25,26,15,7,21,13,0,98
SAL10248,14,35,23,12,15,3,0,108,13,29,15,24,17,0,0,96,3,11,11,9,10,6,0,49,0,3,0,4,12,0,0,17,148,188,122,91,118,28,0,691
SAL10249,196,492,281,120,121,35,9,1251,124,350,247,157,163,31,12,1075,94,209,149,110,146,45,5,752,35,57,30,27,87,53,0,287,1733,2512,1368,865,1402,281,29,8188
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,4,17,3,6,16,0,0,43,6,9,12,3,17,0,0,47,0,3,0,0,4,0,0,16,0,0,0,0,0,0,0,0,62,70,41,22,67,19,0,285
SAL10252,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,5,0,5,6,0,0,19
SAL10253,117,209,123,67,124,48,0,696,74,150,84,87,134,35,0,577,55,79,62,50,132,62,0,434,21,23,12,10,55,80,0,198,746,1096,553,423,967,389,3,4178
SAL10254,4,0,0,0,3,0,0,10,3,4,0,0,0,0,0,9,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,19,31,12,12,15,8,0,90
SAL10255,4,0,0,0,0,4,0,6,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,3,3,5,0,26
SAL10256,4,14,4,0,6,0,0,28,0,7,3,9,0,0,0,22,0,3,4,0,4,0,0,11,0,0,0,0,0,0,0,0,14,35,19,14,18,5,0,101
SAL10257,115,194,110,94,253,43,0,808,74,114,73,64,243,20,4,586,61,59,38,33,190,18,0,395,19,21,17,7,78,8,0,151,926,1120,623,516,1831,248,7,5267
SAL10258,0,10,8,6,0,0,0,27,5,4,3,6,0,3,0,21,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,28,49,28,18,12,12,0,137
SAL10259,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11
SAL10260,6,8,3,0,3,3,0,24,0,3,0,0,0,0,0,13,0,0,0,0,5,0,0,5,0,3,0,0,0,0,0,3,20,28,19,8,13,12,0,93
SAL10261,9,21,17,15,11,3,0,80,3,21,11,12,8,8,0,64,4,11,8,0,0,0,0,25,0,0,0,0,0,0,0,0,83,129,84,53,75,24,0,444
SAL10262,0,0,0,0,0,0,0,9,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,11,10,9,7,3,0,38
SAL10263,179,397,245,160,236,45,3,1275,103,231,178,127,192,48,4,888,46,73,43,29,106,32,6,322,5,14,7,4,44,14,0,84,1424,1862,1023,706,1712,300,24,7049
SAL10264,72,122,80,61,150,35,0,518,43,84,63,44,146,22,0,408,16,46,15,25,95,28,0,229,5,14,3,3,30,3,0,58,519,800,385,321,1006,269,4,3291
SAL10265,0,7,9,5,0,0,0,21,0,10,4,0,0,3,0,14,0,3,4,0,5,0,0,12,0,0,0,0,0,0,0,0,14,35,21,10,7,13,0,95
SAL10266,9,6,0,0,17,0,0,36,6,3,8,3,14,9,0,40,4,0,0,0,7,3,0,12,0,0,0,0,0,0,0,3,35,40,22,18,67,29,0,206
SAL10267,3,16,9,5,0,0,0,34,0,8,11,9,0,0,0,30,3,8,5,3,0,0,0,12,0,0,0,0,0,0,0,0,16,40,29,26,10,3,0,123
SAL10268,38,77,40,36,68,8,0,277,27,51,43,37,61,5,0,223,16,13,6,8,33,3,0,76,3,0,0,0,12,3,0,22,313,461,247,200,474,77,0,1779
SAL10269,19,33,16,14,26,4,0,104,8,21,11,9,25,0,0,79,8,8,15,3,18,5,0,53,0,4,3,0,4,4,0,15,119,179,80,69,161,18,0,627
SAL10270,4,16,17,11,7,8,0,68,3,7,16,9,9,3,0,50,3,0,5,4,8,6,0,21,0,0,0,0,3,0,0,5,27,69,55,48,39,33,0,268
SAL10271,270,450,176,103,197,30,5,1236,227,349,150,74,217,34,3,1051,108,149,57,43,165,25,0,554,28,42,19,11,72,14,0,174,2237,2585,972,589,1753,375,37,8555
SAL10272,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,12,15,10,5,23,8,0,69
SAL10273,90,208,89,59,75,31,0,555,67,143,100,56,76,48,0,485,20,58,49,40,83,38,0,291,7,14,9,7,40,33,0,116,563,979,514,320,503,282,9,3171
SAL10274,6,10,0,0,4,0,0,17,0,3,0,0,4,0,0,16,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,21,29,15,9,17,12,0,97
SAL10275,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,7,3,0,5,0,25
SAL10276,178,342,168,76,257,41,0,1064,113,267,186,109,275,59,0,1010,82,117,96,66,203,69,0,627,38,48,20,16,126,77,0,325,1155,1686,806,517,1628,418,8,6223
SAL10277,119,256,134,61,148,22,0,748,74,163,94,94,149,13,0,582,38,84,79,57,179,27,0,460,20,21,12,9,120,20,0,203,992,1521,688,452,1246,184,0,5083
SAL10278,37,64,18,18,34,9,0,173,16,37,26,4,45,10,0,148,5,18,14,10,23,5,0,66,4,0,6,3,7,3,0,23,184,268,112,68,275,42,0,948
SAL10279,221,352,189,149,567,136,10,1615,148,206,123,146,423,119,0,1165,104,144,70,59,303,90,6,774,35,35,20,13,152,84,0,333,1833,2284,999,966,4213,1147,33,11470
SAL10280,5,13,3,10,11,8,0,51,5,18,7,10,9,7,0,51,0,0,0,0,0,6,0,23,0,0,0,0,0,0,0,0,29,51,22,33,46,36,0,216
SAL10281,3,4,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,3,0,0,13
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL10283,163,384,168,91,122,20,0,947,114,263,198,91,190,11,4,874,112,233,160,110,312,19,0,950,49,66,36,21,261,22,0,460,1486,2138,1122,631,1566,134,9,7087
SAL10284,18,31,20,21,18,4,0,110,5,25,28,14,25,9,0,101,0,0,3,10,17,7,0,39,0,6,0,0,4,0,0,9,78,126,84,66,96,51,0,492
SAL10285,0,4,3,0,0,0,0,22,0,0,3,3,4,0,0,14,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,10,14,16,15,8,6,0,65
SAL10286,0,10,4,0,4,0,0,22,6,3,4,0,8,3,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,36,13,6,14,10,0,99
SAL10287,3,6,0,0,8,8,0,27,6,12,7,3,13,3,0,36,0,3,6,0,5,0,0,14,0,0,0,0,0,0,0,0,24,38,15,10,49,16,0,147
SAL10288,7,8,3,5,0,0,0,28,3,8,9,8,7,0,0,31,0,0,0,3,4,0,0,7,0,0,0,0,3,0,0,3,14,37,29,23,18,10,0,127
SAL10289,17,12,14,17,15,10,0,93,8,21,18,17,18,7,0,88,7,6,3,0,7,4,0,30,0,0,0,0,11,5,0,21,68,94,65,49,93,44,0,411
SAL10290,7,3,7,3,10,3,0,28,6,3,10,3,4,0,0,22,0,3,0,6,8,0,0,25,0,0,0,0,0,0,0,0,26,22,19,18,25,14,0,132
SAL10291,0,4,6,3,9,0,0,27,3,3,8,10,7,0,0,32,0,6,3,6,0,0,0,14,0,0,0,0,0,0,0,6,22,53,32,31,43,9,0,192
SAL10292,3,3,3,0,5,0,0,19,0,4,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,22,9,7,10,0,79
SAL10293,0,0,0,0,0,5,0,9,0,5,0,4,3,4,0,10,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,10,16,7,10,17,39,0,100
SAL10294,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,7
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
SAL10296,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,15,11,6,10,4,0,56
SAL10297,49,148,64,37,39,0,0,354,22,75,65,39,61,8,0,282,14,26,17,11,36,4,0,109,0,3,0,0,10,0,0,20,365,620,340,229,340,43,0,1938
SAL10298,9,11,10,0,8,0,0,40,8,14,5,6,3,3,0,45,0,3,4,3,6,0,0,23,0,0,0,0,4,0,0,4,42,48,31,22,36,9,0,192
