SAL_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
SAL10491,65,936,383,0,899,0.7,739,1.7
SAL10492,43,1733,827,335,2050,0.9,2017,2.7
SAL10493,50,1636,615,320,1399,0.8,1119,2.3
SAL10494,44,1733,718,310,1928,0.8,1589,2.7
SAL10495,44,0,1187,0,2749,0.7,2749,2.8
SAL10496,36,0,374,135,725,0.8,762,2.3
SAL10497,44,0,790,290,1875,0.8,1562,2.6
SAL10498,49,2854,416,23,900,0.9,900,2.4
SAL10499,27,1950,1060,410,2597,0.8,2402,3
SAL10500,42,0,749,0,1958,0.7,1874,2.5
SAL10501,50,1250,691,250,1744,0.7,1210,2.2
SAL10502,57,1300,595,285,1562,0.7,1215,2.3
SAL10503,65,0,1875,240,0,0,1875,0
SAL10504,45,2000,662,460,2041,0.9,1792,2.5
SAL10505,41,1733,454,300,1375,0.9,1291,3
SAL10506,46,0,350,0,575,0.9,524,2.5
SAL10507,48,1600,794,205,1875,0.7,1781,2.5
SAL10508,59,0,350,120,0,0,1125,0
SAL10509,43,2200,1047,0,2250,0.7,2166,2.8
SAL10510,46,784,615,220,1416,0.8,1218,2.5
SAL10511,44,2255,1027,250,2892,0.8,2463,2.9
SAL10512,47,2026,1087,468,2656,0.8,2535,2.5
SAL10513,41,2167,496,465,1639,0.9,1539,3.3
SAL10514,49,1300,599,175,1208,0.8,979,2.4
SAL10515,37,2741,1147,550,2844,1.1,2366,2.6
SAL10516,37,2600,872,0,2124,0.8,1974,3.3
SAL10517,52,1734,450,38,1375,0.7,725,2.4
SAL10518,67,0,450,300,1875,0.6,1249,2
SAL10519,34,2667,749,0,1999,0.7,1375,2.9
SAL10520,36,940,877,180,1898,0.8,1553,2.5
SAL10521,35,1733,1005,360,2464,0.7,2202,2.8
SAL10522,46,1500,641,270,1625,0.8,1375,2.8
SAL10523,32,1800,814,213,1850,0.8,1800,3.2
SAL10524,36,2000,803,420,2271,0.9,2108,3.1
SAL10525,42,2167,949,375,3166,0.7,2624,2.7
SAL10526,35,2158,940,400,2401,0.8,2235,2.9
SAL10527,41,1560,499,190,1338,0.8,922,2.3
SAL10528,42,1213,900,93,2250,1,1649,3.7
SAL10529,55,2000,708,260,1458,0.9,1343,2.4
SAL10530,49,1625,575,265,1125,0.7,949,2.5
SAL10531,46,1270,933,0,3124,0.8,1249,2.7
SAL10532,41,2191,1091,275,2799,0.8,2062,2.7
SAL10533,46,1679,877,330,2147,0.7,1888,2.5
SAL10534,55,2167,810,500,2080,0.7,1555,2.2
SAL10535,44,1083,519,260,1183,0.8,955,2.3
SAL10536,0,0,0,0,0,0,0,0
SAL10537,31,3000,1269,580,2896,0.8,2880,3.3
SAL10538,44,1682,645,290,1531,0.8,1458,2.8
SAL10539,57,1831,452,138,1062,0.9,787,1.8
SAL10540,34,1997,732,380,1780,0.8,1553,2.8
SAL10541,55,1733,774,0,1875,0.8,1624,2.4
SAL10542,33,2167,869,570,2068,0.7,1923,2.9
SAL10543,69,1250,724,1000,1875,0.9,850,1.9
SAL10544,50,1700,784,350,1992,0.7,1411,2.2
SAL10545,47,2167,833,538,2399,0.7,2365,3
SAL10546,38,2011,840,350,2504,0.8,2252,2.9
SAL10547,47,1733,692,300,1859,0.8,1660,2.8
SAL10548,30,0,875,400,1749,0.7,1812,2.1
SAL10549,40,1647,537,350,1294,0.8,1019,2.5
SAL10550,49,1625,606,355,1416,1,1174,2.3
SAL10551,47,2232,776,300,2281,0.7,1916,2.5
SAL10552,44,2167,1025,277,2625,0.8,2437,2.8
SAL10553,55,1534,530,0,1062,0.8,1093,2.3
SAL10554,46,2800,1248,681,2850,1,2303,2.1
SAL10555,64,433,1062,0,4750,1,1125,2.5
SAL10556,43,1800,978,400,2422,0.8,2218,2.6
SAL10557,47,1148,537,0,1333,0.8,1300,2.7
SAL10558,33,698,812,150,1666,0.7,1600,2.6
SAL10559,63,0,537,0,1125,0.7,1125,2.4
SAL10560,34,715,584,150,1258,0.8,996,2.3
SAL10561,38,1588,833,370,2312,0.8,2125,2.9
SAL10562,31,0,762,160,900,0.7,1375,2.3
SAL10563,47,592,506,175,1031,0.9,871,2.5
SAL10564,38,2247,1116,435,2750,0.8,2708,3.1
SAL10565,45,1625,695,350,1797,0.9,1604,2.9
SAL10566,43,2309,817,450,2080,0.9,1581,2.2
SAL10567,50,1975,726,390,1819,0.7,1419,2.4
SAL10568,0,0,0,0,0,0,0,0
SAL10569,55,1214,545,450,1437,0.8,933,2.5
SAL10570,67,0,483,0,966,0.8,1124,1.8
SAL10571,0,0,0,0,0,0,0,0
SAL10572,41,2167,686,500,1912,0.8,1828,3.2
SAL10573,41,573,1050,200,2166,0.8,2083,2.8
SAL10574,47,2167,860,314,2356,0.8,2250,2.7
SAL10575,34,1865,892,400,2196,0.8,1643,2.2
SAL10576,50,1725,716,250,1833,0.7,1833,2.4
SAL10577,50,1560,672,250,1515,0.9,1068,2.2
SAL10578,50,1813,849,0,2249,0.7,1468,2.3
SAL10579,53,434,899,0,2250,0.9,2250,2.8
SAL10580,45,1436,725,320,1981,0.8,1890,2.9
SAL10581,40,867,700,158,1875,0.7,1286,2.3
SAL10582,32,1517,575,290,1833,1,1875,3.4
SAL10583,52,1322,584,270,1333,0.6,1291,2.3
SAL10584,65,0,274,0,900,0.5,1187,2
SAL10585,58,2167,725,225,2750,0.8,2625,2.3
SAL10586,54,1396,610,250,1509,0.9,1187,2.3
SAL10587,41,1779,739,365,1983,0.8,1760,2.6
SAL10588,43,2600,787,495,2136,1,1774,2.5
SAL10589,44,867,656,220,1627,0.7,1187,2.2
SAL10590,42,2084,762,250,1767,0.8,1656,2.7
SAL10591,38,3975,1555,675,4501,0.9,3360,2.5
SAL10592,39,0,1125,150,2749,0.9,2749,3.5
SAL10593,49,2015,732,130,1854,0.9,2083,2.8
SAL10594,58,1184,866,150,1375,0.6,1166,1.6
SAL10595,49,2221,905,440,2340,0.8,2062,2.5
SAL10596,48,2500,930,470,2687,0.8,2053,2.4
SAL10597,46,0,1156,200,3499,0.7,2250,2.5
SAL10598,36,2600,1106,550,2619,1.2,2122,2.2
SAL10599,59,1500,450,150,1062,1.1,900,2.2
SAL10600,62,1480,494,280,1291,0.8,829,2
SAL10601,45,0,900,5,2124,0.6,2124,2.8
SAL10602,55,7000,1062,685,2650,0.8,2600,2.8
SAL10603,63,2700,924,325,2107,0.7,2143,2.6
SAL10604,55,1950,790,600,2583,0.7,1937,2.4
SAL10605,50,1733,768,380,1773,0.7,1371,2.3
SAL10606,35,2700,759,350,2422,0.9,2316,3.2
SAL10607,40,2600,1375,165,3562,0.7,2874,2.8
SAL10608,64,867,687,165,1562,0.6,1249,1.8
SAL10609,43,1733,686,320,1493,0.8,1154,2.1
SAL10610,42,1900,1036,370,3071,0.7,2750,2.8
SAL10611,32,2000,575,0,1624,0.9,1874,3
SAL10612,47,2167,725,0,2250,0.7,1374,2.3
SAL10613,80,0,625,0,1125,0.6,1125,2
SAL10614,37,500,850,225,1875,0.7,1791,2.5
SAL10615,39,1083,743,178,1875,0.9,1468,2.7
SAL10616,42,0,979,40,2249,0.7,1375,2.6
SAL10617,47,2000,679,350,2042,0.9,2250,3
SAL10618,49,2001,718,450,1763,0.9,1280,2.2
SAL10619,61,1387,582,280,1562,0.7,1134,2
SAL10620,47,2250,624,170,1687,0.7,1125,2.6
SAL10621,0,0,0,0,0,0,0,0
SAL10622,42,1733,669,400,1908,0.9,1740,2.8
SAL10623,56,2088,581,305,1542,0.7,1062,2.1
SAL10624,59,1733,474,0,1062,0.8,1042,1.9
SAL10625,39,3000,752,460,2200,0.8,2028,3
SAL10626,49,1733,764,270,1812,0.8,1449,2.4
SAL10627,45,2809,1012,430,2656,0.8,2694,2.8
SAL10628,49,0,962,0,2249,1.2,2250,2.6
SAL10629,69,0,474,88,1292,0.9,1093,1.8
SAL10630,39,1150,725,350,2166,0.9,1687,3.1
SAL10631,50,1690,700,305,1958,0.7,1325,2.1
SAL10632,48,1625,458,260,1041,0.8,1031,2.4
SAL10633,64,1083,811,330,1624,0.7,900,1.8
SAL10634,48,0,1125,100,2250,0.7,1875,2.6
SAL10635,56,4867,612,16,1624,0.7,1625,2
SAL10636,69,0,900,0,2250,1,2250,3
SAL10637,0,0,0,0,0,0,0,0
SAL10638,50,2167,718,453,2042,0.7,1781,2.5
SAL10639,44,1700,664,350,1592,0.8,1291,2.3
SAL10640,0,0,0,0,0,0,0,0
SAL10641,54,1500,668,0,1666,0.8,1687,2.4
SAL10642,43,1733,653,377,1679,0.7,1320,2.4
SAL10643,48,1500,547,230,1666,0.8,1281,2.5
SAL10644,35,0,1125,0,2749,0.7,2749,2.8
SAL10645,40,1192,616,210,2031,0.7,1542,2.6
SAL10646,54,1250,516,290,1267,0.7,968,2.2
SAL10647,0,0,0,0,0,0,0,0
SAL10648,37,2092,762,423,2299,0.9,2042,3
SAL10649,63,0,450,0,0,0.5,450,1
SAL10650,31,0,1042,160,1749,0.8,1749,2.8
SAL10651,0,0,0,0,0,0,0,0
SAL10652,47,1456,816,220,2625,0.8,2374,2.9
SAL10653,44,1900,731,400,2075,0.8,1761,2.5
SAL10654,33,0,774,50,1999,0.9,1687,3.4
SAL10655,42,0,1156,120,2166,0.7,1916,2.5
SAL10656,40,607,725,0,2166,0.6,1625,2.4
SAL10657,45,1712,665,280,1708,1,1593,3
SAL10658,47,0,350,350,1124,1.1,649,2.3
SAL10659,40,2518,939,370,2796,0.8,2330,2.8
SAL10660,56,2000,737,240,2499,0.7,774,1.9
SAL10661,48,1495,687,185,1474,1,1437,2.5
SAL10662,45,9999,1124,0,2250,0.6,1624,2.7
SAL10663,52,806,541,175,1875,0.7,1375,2.3
SAL10664,68,0,0,0,0,0,0,0
SAL10665,57,1545,481,345,1166,0.7,937,2.1
SAL10666,51,1000,452,30,1078,0.9,700,2
SAL10667,58,1837,672,400,1648,0.6,1315,2.2
SAL10668,49,953,458,200,1134,0.8,976,2.5
SAL10669,49,2600,822,558,2156,0.8,1861,2.5
SAL10670,44,0,630,0,1791,0.7,1458,2.6
SAL10671,41,1084,979,0,2250,0.9,2124,3.1
SAL10672,65,5000,1125,0,3083,0.6,3083,2
SAL10673,52,1326,514,275,1312,0.9,924,2.3
SAL10674,45,0,725,0,2624,0.9,2624,3.3
SAL10675,50,1517,675,200,2125,0.8,1437,2.1
SAL10676,66,2600,900,94,4624,0.6,1374,1.7
SAL10677,54,1733,675,200,2208,0.6,1375,2.5
SAL10678,58,2011,468,160,1292,0.6,825,2.1
SAL10679,33,2600,1078,453,2752,1,2928,3.9
SAL10680,44,1597,519,375,1156,0.9,1075,2.6
SAL10681,38,2383,1300,510,3127,0.8,2913,2.9
SAL10682,51,2040,521,320,1792,0.7,1218,2.4
SAL10683,45,1733,818,225,2107,0.8,1906,3.1
SAL10684,52,1014,563,330,1446,0.7,1212,2.1
SAL10685,50,1100,596,75,1625,0.8,1458,2.6
SAL10686,53,750,462,150,900,0.8,784,2.2
SAL10687,56,1007,581,316,1687,0.8,1375,2.2
SAL10688,49,1600,990,400,2449,0.7,1968,2.7
SAL10689,46,1300,695,138,1625,0.7,1375,2.4
SAL10690,43,4767,883,300,2166,0.8,2125,2.8
SAL10691,28,1300,436,178,1100,1,1218,3.2
SAL10692,38,2150,1547,125,3083,0.6,2874,2.6
SAL10693,38,1300,761,203,1743,0.8,1365,2.6
SAL10694,46,2500,1275,380,3166,0.7,2839,2.7
SAL10695,50,1733,959,180,2083,0.6,2062,2.5
SAL10696,45,1077,675,120,2625,0.7,1374,2.4
SAL10697,44,596,769,100,1792,0.7,1312,2.4
SAL10698,58,3000,943,550,2652,0.6,2189,2.4
SAL10699,51,1196,809,78,1375,0.9,1125,2.5
SAL10700,57,867,522,250,1300,0.8,1020,1.9
SAL10701,36,5842,780,200,2750,0.7,2374,2.7
SAL10702,43,3987,1209,658,3861,0.8,3481,3
SAL10703,45,1517,768,243,1974,0.7,1656,2.7
SAL10704,55,867,417,250,725,0.8,589,2
SAL10705,54,3033,971,500,2288,0.7,1958,2.4
SAL10706,54,1517,597,330,1416,0.7,1181,2.2
SAL10707,48,163,622,118,1625,0.8,1270,2.5
SAL10708,39,2000,693,200,1875,0.9,1916,3.3
SAL10709,48,1560,609,350,1456,0.7,1184,2.3
SAL10710,45,1733,646,400,1682,0.9,1473,2.6
SAL10711,48,1300,774,230,1937,0.9,1208,2
SAL10712,30,1884,752,270,2562,0.9,1968,3.4
SAL10713,46,1350,779,198,1875,0.8,1625,2.7
SAL10714,49,3467,924,420,2700,0.8,2562,2.6
SAL10715,44,0,997,250,1012,1.2,949,1.9
SAL10716,32,2449,707,500,1862,1.1,1664,2.5
SAL10717,37,2227,878,475,2411,1,2051,2.7
SAL10718,32,1800,463,330,1287,1,1165,3.2
SAL10719,52,1733,200,130,774,0.9,724,2.5
SAL10720,62,0,350,450,1125,0.8,1125,2.7
SAL10721,43,2167,783,410,2068,0.7,1885,2.7
SAL10722,48,2134,1181,346,3624,1.1,3750,3.3
SAL10723,43,2275,810,650,2650,0.9,2666,3.1
SAL10724,33,2102,796,410,2072,0.8,1942,2.9
SAL10725,47,1300,586,295,1365,0.8,1304,2.7
SAL10726,0,0,0,0,0,0,0,0
SAL10727,48,1560,550,300,1292,0.8,1187,2.5
SAL10728,57,1800,900,30,2125,0.6,2125,1.9
SAL10729,54,2000,1017,205,2250,0.7,2083,2.3
SAL10730,41,0,725,700,2149,0.7,762,1.9
SAL10731,39,2200,816,600,2029,0.9,1612,2.3
SAL10732,57,1008,462,220,900,1,790,2
SAL10733,47,2442,1324,450,3410,0.7,3148,2.8
SAL10734,49,3487,1142,900,3012,0.8,2712,2.6
SAL10735,50,2265,850,450,1875,0.7,2250,2.2
SAL10736,21,0,359,210,1062,0.9,850,3.9
SAL10737,28,2400,1124,0,1625,0.6,3374,1.5
SAL10738,40,1500,460,325,1279,1.1,1181,3
SAL10739,37,1950,480,380,1474,1,1504,3.5
SAL10740,41,0,2231,28,0,0.7,1958,1
SAL10741,33,2817,1052,556,2714,0.8,2588,3.3
SAL10742,58,0,424,0,1874,0.8,774,2.2
SAL10743,44,0,2500,0,0,0,2250,0
SAL10744,30,2167,741,520,1949,0.8,1854,2.9
SAL10745,58,1863,362,150,1125,0.8,749,2.1
SAL10746,0,0,0,0,0,0,0,0
SAL10747,32,1600,873,350,2106,0.7,1859,2.7
SAL10748,54,0,462,0,575,0.8,900,1.5
SAL10749,30,2470,1125,580,2474,0.8,2431,3.1
SAL10750,34,1300,575,125,1625,0.8,1562,3
SAL10751,42,2500,833,350,2562,1,2250,3
SAL10752,49,650,1375,0,4250,0.8,450,3
SAL10753,45,3300,725,260,1562,0.7,1542,2.8
SAL10754,20,0,311,0,0,0,0,0
SAL10755,59,1430,433,0,1375,1,1375,2.6
SAL10756,50,1699,645,390,1495,0.7,1301,2.4
SAL10757,57,2040,641,400,1442,0.7,1199,2.1
SAL10758,46,1466,687,280,2083,0.9,1792,2.8
SAL10759,42,643,816,175,1875,0.7,1416,2.4
SAL10760,63,8500,1125,200,4499,0.4,1125,1.8
SAL10761,35,1300,619,370,1281,0.8,1281,2.7
SAL10762,55,2167,825,540,2303,0.6,2295,2.6
SAL10763,42,1950,838,498,2390,0.7,2190,2.8
SAL10764,55,1832,849,665,2583,0.7,1958,2.1
SAL10765,57,0,825,375,2374,0.6,1624,2.2
SAL10766,36,2167,833,420,2127,0.8,1950,2.8
SAL10767,34,1900,747,385,1747,0.8,1534,2.6
SAL10768,0,0,0,0,0,0,0,0
SAL10769,44,2145,862,400,2227,0.8,1641,2.4
SAL10770,59,1733,615,500,1562,0.6,1292,2.1
SAL10771,39,2600,1083,420,3317,0.8,3215,3.3
SAL10772,38,2200,928,450,2318,0.8,2028,2.8
SAL10773,33,2773,1875,0,0,1,1875,1
SAL10774,33,2167,984,510,2580,0.8,2462,3.1
SAL10775,38,0,575,175,1624,0.8,1374,2.9
SAL10776,38,1629,425,260,1437,0.8,962,2.5
SAL10777,40,3033,1600,580,4078,1,2863,2.2
SAL10778,51,1400,459,200,1624,0.7,1249,2.3
SAL10779,34,2000,739,386,1834,0.9,1429,2.4
SAL10780,34,2817,1292,570,3384,1.1,2325,1.9
SAL10781,36,2000,651,400,1600,1.2,1496,2.6
SAL10782,0,0,0,0,0,0,0,0
SAL10783,56,1400,759,430,1666,0.8,1346,2.1
SAL10784,40,3033,1034,550,2797,0.9,2473,2.7
SAL10785,29,1200,820,200,1874,1.2,1874,2.7
SAL10786,31,6500,1199,0,2250,0.7,1166,2.2
SAL10787,46,1200,629,250,1544,0.8,1261,2.4
SAL10788,59,0,575,0,1312,0.8,1312,2
SAL10789,41,1962,895,350,2285,0.8,2231,3
SAL10790,37,2000,480,400,1463,1,1484,3.4
SAL10791,39,1697,475,330,1452,1.1,1326,3.1
SAL10792,48,3000,1039,330,2777,0.7,2297,2.6
SAL10793,44,2084,809,440,2277,1,2166,3.1
SAL10794,41,0,1062,0,2249,0.9,1375,3
SAL10795,48,1100,600,220,1471,0.7,1108,2.3
SAL10796,34,2200,851,466,2101,1.1,1878,2.5
SAL10797,61,1781,520,300,1199,0.8,709,1.8
SAL10798,46,2500,845,393,2156,0.8,1968,2.7
SAL10799,58,1040,545,0,1625,0.8,1125,2.1
SAL10800,48,0,575,0,2124,0.6,725,1.7
SAL10801,57,1650,604,230,1333,0.7,900,1.8
SAL10802,52,0,1375,0,0,0.2,1375,1
SAL10803,40,1309,988,300,2211,0.9,1651,2.4
SAL10804,53,1733,469,190,1375,0.8,1156,2.4
SAL10805,43,650,747,143,1708,0.8,1303,2.5
SAL10806,57,1670,545,0,1562,0.8,933,1.9
SAL10807,55,1517,681,195,2021,0.6,1187,2.1
SAL10808,38,1733,782,375,1909,0.8,1505,2.4
SAL10809,44,2050,807,380,2323,0.7,1850,2.4
SAL10810,38,1777,805,400,2049,0.8,1690,2.5
SAL10811,54,1950,726,326,1818,0.7,1281,2.1
SAL10812,38,1602,852,260,2208,0.8,2018,2.8
SAL10813,40,0,584,34,1375,0.8,1281,2.4
SAL10814,38,2500,1032,470,2536,0.9,1889,2.3
SAL10815,42,3389,1039,729,3173,0.8,2720,2.9
SAL10816,40,1500,739,100,2333,0.7,2749,3.4
SAL10817,38,2500,787,500,2181,1,2080,3
SAL10818,38,2167,763,450,2075,1,1860,2.7
SAL10819,32,2700,933,600,2584,0.9,2627,3.8
SAL10820,73,0,450,0,2899,0.9,725,1.7
SAL10821,49,1669,597,350,1649,0.9,1521,2.5
SAL10822,38,1517,477,189,1083,0.7,933,2.6
SAL10823,48,0,320,0,575,0.9,575,2.8
SAL10824,0,0,0,0,0,0,0,0
SAL10825,40,1500,531,300,1350,1.1,1072,2.6
SAL10826,42,700,756,180,1854,0.8,1562,2.6
SAL10827,55,2600,914,200,2299,0.8,2150,2.6
SAL10828,58,1365,483,370,1375,0.6,1375,2
SAL10829,37,1950,921,430,2324,0.8,1758,2.2
SAL10830,51,0,1562,550,2249,0.6,1875,2.4
SAL10831,37,1066,736,220,2146,0.9,1575,2.7
SAL10832,43,2362,519,107,1374,0.8,1125,2.1
SAL10833,44,1517,628,300,2075,0.8,1375,2.7
SAL10834,42,0,725,360,1149,0.6,1125,2.5
SAL10835,53,2004,575,293,1187,0.8,1125,2.4
SAL10836,46,3000,910,257,3269,0.8,2297,2.8
SAL10837,35,1755,426,225,1127,1,822,2.6
SAL10838,48,1509,839,290,1963,0.7,1768,2.6
SAL10839,52,2350,725,215,1875,0.6,1749,2.3
SAL10840,44,2839,1279,450,3211,0.8,3179,3
SAL10841,78,0,449,0,725,0.5,575,1.5
SAL10842,42,1298,592,280,1340,0.8,1039,2.3
SAL10843,42,1138,711,190,1666,0.8,1430,2.6
SAL10844,46,4000,1198,1000,3841,0.8,3414,2.9
SAL10845,49,2275,929,250,2299,0.8,2299,2.8
SAL10846,42,3000,931,560,2858,0.8,2547,3
SAL10847,43,1695,927,325,2750,0.8,3041,3.1
SAL10848,46,4333,1439,1000,4857,0.8,4661,3
SAL10849,38,3033,839,428,2371,0.9,2360,3.4
SAL10850,40,2500,984,645,2551,0.9,2324,2.9
SAL10851,35,2167,646,450,1917,0.9,1724,3.2
SAL10852,52,1560,570,355,1335,0.7,1141,2.3
SAL10853,23,0,575,270,2750,0.6,2750,2
SAL10854,36,954,667,180,1791,0.9,1312,2.6
SAL10855,33,2500,879,520,2298,0.8,2316,3.3
SAL10856,37,2773,1084,430,2803,0.8,2648,2.9
SAL10857,32,2484,1042,200,2124,0.9,3250,4
SAL10858,40,3292,974,560,2962,0.8,2870,3.3
SAL10859,35,8000,612,190,1625,1.1,1374,3.2
SAL10860,51,1500,1125,300,3083,0.8,2750,2.9
SAL10861,48,2100,709,420,1954,0.7,1644,2.6
SAL10862,44,2600,936,450,2482,0.8,2383,3.2
SAL10863,57,1528,486,280,1483,0.8,816,1.9
SAL10864,38,2167,725,550,2346,0.9,2408,3.6
SAL10865,44,2800,759,400,2457,0.8,2407,3.4
SAL10866,47,2930,1050,275,2833,1,2125,2.8
SAL10867,50,1600,674,0,1625,1.3,1625,2.5
SAL10868,63,2200,599,700,1375,1,1149,2.4
SAL10869,57,1652,549,295,1264,0.7,1168,2.6
SAL10870,49,1736,854,320,1666,0.8,1410,2.4
SAL10871,31,0,1125,0,0,0.3,1125,1
SAL10872,36,2466,1417,500,3371,1,2158,1.9
SAL10873,39,1950,1093,0,3124,1,3083,3.4
SAL10874,53,2400,687,250,2374,0.8,2062,2.5
SAL10875,46,2275,792,550,2356,0.8,2416,3.1
SAL10876,57,1733,704,295,1562,0.8,1152,2.1
SAL10877,39,1500,592,320,1471,0.8,1191,2.4
SAL10878,0,0,0,0,0,0,0,0
SAL10879,63,1647,529,370,1192,0.7,864,2.1
SAL10880,45,2297,774,260,2650,0.9,1875,2.8
SAL10881,57,867,525,200,1562,0.8,833,2.3
SAL10882,50,737,386,200,900,0.6,735,1.8
SAL10883,20,0,318,315,2750,0.6,2750,2
SAL10884,38,2000,875,400,2255,0.8,1836,2.5
SAL10885,54,1304,595,275,1375,0.8,900,2.1
SAL10886,49,1560,633,420,1375,0.8,1208,2.7
SAL10887,37,8667,724,150,2874,0.7,1125,2.7
SAL10888,39,1700,632,375,1583,0.8,1393,2.6
SAL10889,51,1417,700,375,2083,0.8,1437,2.5
SAL10890,56,1520,944,667,1906,0.7,1843,2.3
SAL10891,38,2854,939,577,2455,1.1,2152,2.5
SAL10892,42,4000,1038,740,3430,0.8,3113,3
SAL10893,57,1442,626,300,1274,0.7,1138,2.3
SAL10894,41,2945,1212,515,3124,0.8,2428,2.2
SAL10895,45,3600,1153,695,3843,0.8,3544,3.1
SAL10896,62,2383,553,0,1812,0.6,1499,2.1
SAL10897,43,3000,940,695,3098,0.8,2925,3.1
SAL10898,34,2167,497,381,1534,1,1357,3.2
SAL10899,56,0,483,230,949,0.6,1124,2.1
SAL10900,41,3210,837,400,2823,0.9,2301,2.9
SAL10901,42,0,900,480,2749,1,2749,3.6
SAL10902,50,1907,838,435,2250,0.7,2160,2.8
SAL10903,53,1430,479,285,1213,0.8,1037,2.3
SAL10904,63,1950,519,246,1069,1,734,1.8
SAL10905,52,1430,537,0,1999,1.6,1374,2.9
SAL10906,28,2400,878,520,2304,1.2,1604,1.8
SAL10907,39,2200,770,500,2199,0.8,2019,3
SAL10908,32,2347,1160,550,2796,0.8,2752,3.2
SAL10909,41,2873,1440,600,3268,1,2438,2.2
SAL10910,41,1902,759,380,1966,0.8,1696,2.6
SAL10911,43,2000,809,425,2073,0.8,1788,2.7
SAL10912,59,919,459,320,849,1,866,2.3
SAL10913,43,0,1149,0,0,0,2250,0
SAL10914,54,3600,1176,1073,3420,0.7,3192,2.6
SAL10915,50,1372,440,250,1050,0.7,875,2.4
SAL10916,45,2167,1291,0,2749,0.8,1999,2.9
SAL10917,33,2167,977,430,2428,0.9,2300,3.2
SAL10918,53,2000,793,320,2139,0.7,1791,2.5
SAL10919,40,1993,783,360,2132,0.8,1932,2.8
SAL10920,40,2109,657,365,1666,1,1625,3.6
SAL10921,49,1700,776,300,2200,0.7,2076,2.8
SAL10922,56,3484,1211,1135,3054,0.7,2815,2.4
SAL10923,28,2600,483,209,1211,0.9,1017,3.1
SAL10924,54,2167,872,300,2035,0.8,1949,2.8
SAL10925,37,2500,1375,150,3750,0.9,2750,2.8
SAL10926,58,655,474,0,900,1.3,899,1.5
SAL10927,47,2400,635,270,2267,0.9,1864,2.8
SAL10928,41,1559,847,190,2139,0.8,1892,2.7
SAL10929,39,800,466,225,1625,0.8,900,2.9
SAL10930,35,1800,1100,320,1937,0.9,1937,3.5
SAL10931,27,1950,932,438,2114,0.8,2012,2.9
SAL10932,43,2167,1406,480,2833,1.2,2666,2.4
SAL10933,43,2228,1002,400,2641,0.7,2713,3.1
SAL10934,47,5317,1382,1250,4774,0.8,4612,3
SAL10935,43,2500,758,435,2094,0.9,1728,3.1
SAL10936,0,0,0,0,0,0,0,0
SAL10937,37,4333,1632,700,4236,1,3483,2.6
SAL10938,42,2058,865,500,2151,0.8,1861,2.6
SAL10939,50,1880,802,330,1660,1,1687,2.3
SAL10940,40,0,687,869,0,1,687,1
SAL10941,41,2500,928,360,3583,0.7,2749,2.8
SAL10942,51,2167,898,440,2461,0.7,2119,2.5
SAL10943,47,3000,1125,640,3312,0.9,3200,2.8
SAL10944,47,1289,843,250,2062,0.9,2124,3.1
SAL10945,65,3339,1062,350,2374,1,2250,1.9
SAL10946,47,1975,695,300,2028,0.8,1890,2.8
SAL10947,48,1300,840,400,2333,1.1,2250,2.9
SAL10948,37,1122,1001,200,2323,0.7,1811,2.3
SAL10949,48,975,425,157,1124,0.7,774,2.4
SAL10950,55,1045,507,285,1349,0.8,981,2.3
SAL10951,54,3250,680,0,1625,0.9,1624,2.6
SAL10952,44,450,624,75,1196,0.7,1125,2.7
SAL10953,35,2696,987,530,2468,0.7,2310,2.9
SAL10954,33,1284,474,190,1833,0.8,1499,3
SAL10955,45,2513,524,80,1125,0.6,974,2.6
SAL10956,33,1734,1187,0,2750,1.1,2625,3
SAL10957,41,1467,543,250,1687,1,1687,3.2
SAL10958,54,1200,450,230,1104,0.8,825,2.1
SAL10959,43,1733,651,355,1542,0.8,1228,2.3
SAL10960,63,0,574,0,900,0.4,900,1.3
SAL10961,56,2280,899,700,3750,0.8,1374,2
SAL10962,54,1300,537,290,1624,0.7,924,1.9
SAL10963,54,1517,680,323,1249,0.7,866,2.3
SAL10964,44,867,842,180,1808,0.7,1557,2.4
SAL10965,33,3000,1165,620,3102,0.9,3223,3.7
SAL10966,44,2600,989,600,2951,0.9,2560,2.8
SAL10967,33,1150,687,75,1437,0.9,1583,3.2
SAL10968,52,2232,785,225,2374,0.7,2100,2.3
SAL10969,42,750,535,179,1262,0.8,1038,2.5
SAL10970,42,2800,1068,600,2907,0.9,2374,2.5
SAL10971,39,3467,1061,800,3341,0.9,3274,3.2
SAL10972,38,1967,1169,200,2562,0.8,2166,2.8
SAL10973,51,1733,774,115,1916,0.7,1625,2.6
SAL10974,66,9999,0,0,250,0.6,450,2
SAL10975,42,0,745,150,1542,0.8,1343,2.7
SAL10976,41,1387,890,295,1875,0.8,1800,2.9
SAL10977,45,2708,959,400,2874,0.8,2125,2.5
SAL10978,50,1300,464,265,1135,1,1057,2.4
SAL10979,49,1300,551,338,1423,0.9,1287,2.6
SAL10980,0,0,0,0,0,0,0,0
SAL10981,40,820,612,200,1625,0.7,1375,2.4
SAL10982,30,420,325,0,725,1,725,4
SAL10983,45,2039,754,325,1937,1,2124,3.5
